Name,Team,Pos,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,FP,TZ,NameASCII,PlayerId,MLBAMID
"Todd Frazier","- - -","3B",133,128,1107.2,71,240,13,9,4,33,36,2,2,,,,,,0.95987654,,"Todd Frazier",785,453943
"Brandon Phillips","- - -","2B",112,111,946,163,278,7,6,1,63,23,42,1,,,,,,0.984375,,"Brandon Phillips",791,408252
"Miguel Cabrera","DET","1B",115,115,938.1,761,63,1,1,0,86,6,1,85,7,,,,,0.99878788,,"Miguel Cabrera",1744,408234
"Joe Mauer","MIN","1B",125,118,1040.2,947,63,2,1,0,86,5,1,88,26,,,,,0.99802372,,"Joe Mauer",1857,408045
"José Bautista","TOR","RF",143,140,1242.2,274,10,5,3,2,0,2,0,0,,,,,,0.98269896,,"Jose Bautista",1887,430832
"Carlos Santana","CLE","1B",140,139,1225.2,1055,95,5,4,0,120,16,2,117,21,,,,,0.995671,,"Carlos Santana",2396,467793
"Yonder Alonso","- - -","1B",135,121,1070,964,63,10,9,1,91,9,1,92,18,,,,,0.9903568,,"Yonder Alonso",2530,475174
"Zack Cozart","CIN","SS",112,112,968,146,288,11,7,4,60,30,28,7,,,,,,0.9752809,,"Zack Cozart",2616,446359
"Mitch Moreland","BOS","1B",138,126,1170,938,67,5,3,2,92,6,0,93,18,,,,,0.9950495,,"Mitch Moreland",3086,519048
"Robinson Canó","SEA","2B",150,148,1286.2,254,339,10,9,1,88,28,63,7,,,,,,0.98341625,,"Robinson Cano",3269,429664
"Matt Joyce","OAK","RF",115,103,907,205,4,7,5,2,0,2,0,0,,,,,,0.96759259,,"Matt Joyce",3353,459964
"Anthony Rizzo","CHC","1B",157,155,1341,1222,150,3,3,0,102,12,0,105,31,,,,,0.99781818,,"Anthony Rizzo",3473,519203
"Eric Hosmer","KCR","1B",157,155,1338,1235,75,4,2,1,116,4,0,124,34,,,,,0.99695586,,"Eric Hosmer",3516,543333
"Dexter Fowler","STL","CF",109,108,933.1,222,5,1,1,0,0,1,0,0,,,,,,0.99561404,,"Dexter Fowler",4062,451594
"Ryan Zimmerman","WSN","1B",143,131,1162,1005,49,12,5,7,97,6,0,97,25,,,,,0.98874296,,"Ryan Zimmerman",4220,475582
"Matt Wieters","WSN","C",118,113,1003.2,1023,43,8,1,7,1,4,1,1,,57,19,5,28,0.99255121,,"Matt Wieters",4298,446308
"Joey Votto","CIN","1B",162,162,1391.2,1227,165,4,1,3,102,10,2,102,20,,,,,0.99713467,,"Joey Votto",4314,458015
"Daniel Murphy","WSN","2B",139,136,1196,218,353,9,7,2,83,27,55,4,,,,,,0.98448276,,"Daniel Murphy",4316,502517
"Jed Lowrie","OAK","2B",136,132,1161,199,344,5,5,0,88,39,54,6,,,,,,0.99087591,,"Jed Lowrie",4418,476704
"Starlin Castro","NYY","2B",109,108,936,175,226,11,9,2,42,12,33,1,,,,,,0.97330097,,"Starlin Castro",4579,516770
"Mike Moustakas","KCR","3B",127,127,1093,74,226,12,7,5,16,16,0,1,,,,,,0.96153846,,"Mike Moustakas",4892,519058
"Ender Inciarte","ATL","CF",156,154,1359.2,410,7,3,2,1,0,0,0,0,,,,,,0.99285714,,"Ender Inciarte",4922,542255
"Jason Heyward","CHC","RF",120,104,919,207,5,2,1,1,0,5,0,0,,,,,,0.99065421,,"Jason Heyward",4940,518792
"Giancarlo Stanton","MIA","RF",149,149,1312.1,320,9,4,3,1,0,1,0,0,,,,,,0.98798799,,"Giancarlo Stanton",4949,519317
"Josh Donaldson","TOR","3B",105,103,921,64,195,14,6,8,11,11,1,1,,,,,,0.94871795,,"Josh Donaldson",5038,518626
"Alex Gordon","KCR","LF",140,135,1178.2,259,8,2,1,1,0,0,0,0,,,,,,0.99256506,,"Alex Gordon",5209,460086
"Justin Upton","- - -","LF",151,151,1287.2,318,9,8,7,1,0,0,0,0,,,,,,0.9761194,,"Justin Upton",5222,457708
"Justin Turner","LAD","3B",121,119,1000,69,184,8,3,5,12,14,0,3,,,,,,0.96934866,,"Justin Turner",5235,457759
"Brandon Crawford","SFG","SS",138,135,1201,221,374,11,5,6,82,48,35,2,,,,,,0.98184818,,"Brandon Crawford",5343,543063
"Jose Altuve","HOU","2B",149,148,1283.1,201,351,10,6,4,81,33,51,2,,,,,,0.98220641,,"Jose Altuve",5417,514888
"Steven Souza Jr.","TBR","RF",138,136,1197,240,5,5,4,1,0,1,0,0,,,,,,0.98,,"Steven Souza Jr.",5667,519306
"Avisaíl García","CHW","RF",132,131,1120,263,13,9,7,2,0,3,0,0,,,,,,0.96842105,,"Avisail Garcia",5760,541645
"Nick Markakis","ATL","RF",156,153,1354,286,6,1,1,0,0,1,0,0,,,,,,0.99658703,,"Nick Markakis",5930,455976
"Jean Segura","SEA","SS",124,124,1084,136,298,17,10,7,56,33,26,2,,,,,,0.96230599,,"Jean Segura",5933,516416
"Didi Gregorius","NYY","SS",135,132,1174.2,144,360,9,6,3,45,22,22,3,,,,,,0.98245614,,"Didi Gregorius",6012,544369
"J.D. Martinez","- - -","RF",113,112,945.2,197,3,4,4,0,0,2,0,0,,,,,,0.98039216,,"J.D. Martinez",6184,502110
"Ian Kinsler","DET","2B",135,134,1137.1,263,327,10,6,4,86,43,49,4,,,,,,0.98333333,,"Ian Kinsler",6195,435079
"Alcides Escobar","KCR","SS",162,162,1404.1,202,468,15,11,4,87,59,34,4,,,,,,0.97810219,,"Alcides Escobar",6310,444876
"Danny Valencia","SEA","1B",118,111,984,897,64,11,7,3,91,12,3,90,16,,,,,0.98868313,,"Danny Valencia",6364,502143
"Adam Jones","BAL","CF",147,147,1267,331,5,5,4,1,0,1,0,0,,,,,,0.98533724,,"Adam Jones",6368,430945
"Jordy Mercer","PIT","SS",144,143,1241.2,176,359,10,9,1,81,38,44,6,,,,,,0.98165138,,"Jordy Mercer",6547,474568
"Freddy Galvis","PHI","SS",155,155,1359.1,226,404,7,4,3,86,39,42,13,,,,,,0.98901099,,"Freddy Galvis",6609,520471
"Martín Maldonado","LAA","C",137,131,1146.1,1046,65,2,0,2,0,2,0,0,,46,29,8,48,0.99820305,,"Martin Maldonado",6887,455117
"Yadier Molina","STL","C",133,133,1125.2,1082,55,7,0,6,3,8,3,3,,43,24,6,32,0.99388112,,"Yadier Molina",7007,425877
"Carlos González","COL","RF",125,123,1064,201,3,3,2,1,0,1,0,0,,,,,,0.98550725,,"Carlos Gonzalez",7287,471865
"Salvador Perez","KCR","C",115,113,941.2,784,46,5,1,4,0,3,0,0,,54,20,3,34,0.99401198,,"Salvador Perez",7304,521692
"Mark Reynolds","COL","1B",138,132,1173,1218,62,6,2,4,121,18,0,123,28,,,,,0.99533437,,"Mark Reynolds",7619,448602
"Charlie Blackmon","COL","CF",158,158,1366.1,339,4,4,3,1,0,3,0,0,,,,,,0.98847262,,"Charlie Blackmon",7859,453568
"Jonathan Lucroy","- - -","C",110,108,947.2,758,63,4,2,2,1,3,2,1,,55,20,6,58,0.99515152,,"Jonathan Lucroy",7870,518960
"Tim Beckham","- - -","SS",119,118,1047.1,140,317,18,8,10,62,39,21,6,,,,,,0.96210526,,"Tim Beckham",7949,542921
"Matt Carpenter","STL","1B",120,110,949.1,895,74,7,7,0,96,11,1,95,22,,,,,0.99282787,,"Matt Carpenter",8090,572761
"Dee Strange-Gordon","MIA","2B",153,146,1293.1,266,390,12,8,4,91,43,50,3,,,,,,0.98203593,,"Dee Strange-Gordon",8203,543829
"Hunter Pence","SFG","RF",125,120,1047.1,256,5,1,1,0,0,0,0,0,,,,,,0.99618321,,"Hunter Pence",8252,452254
"Denard Span","SFG","CF",123,116,1039.1,276,1,2,2,0,0,0,0,0,,,,,,0.99283154,,"Denard Span",8347,452655
"Elvis Andrus","TEX","SS",157,157,1365.1,245,493,17,9,8,103,55,48,6,,,,,,0.97748344,,"Elvis Andrus",8709,462101
"Jason Castro","MIN","C",108,104,908.2,707,34,3,1,2,0,3,1,1,,42,15,5,33,0.99596774,,"Jason Castro",8722,488771
