Name,Team,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,UBR,wGDP,XBR,wSB,wRC,wRAA,wOBA,wRC+,NameASCII,PlayerId,MLBAMID
"Aaron Judge","NYY",696,0.159482758,0.251436781,0.634285714,0.310526315,0.424855491,0.685964912,1.110820403,0.375438597,4.036274779678594,0.340236686,0.3999999761581421,0.5,-0.19563442468643188,1.2427309569902718,161.66756508917948,82.08243445725579,0.45819641417238366,206.15483678377262,"Aaron Judge",15640,592450
"Yordan Alvarez","HOU",561,0.139037433,0.188948306,0.735849056,0.306382978,0.406417112,0.612765957,1.019183069,0.306382979,2.967909714898945,0.320359281,0.699999988079071,-0.5,-1.130922555923462,-0.8221808564849198,116.21456989694342,52.06621029276354,0.4265703602113586,185.3695676784142,"Yordan Alvarez",19556,670541
"Paul Goldschmidt","STL",651,0.121351766,0.216589861,0.560283687,0.317290552,0.403697996,0.577540106,0.981238102,0.260249554,3.589410266529605,0.367609254,0.6000001430511475,1.7999999523162842,0.3088866174221039,0.6342701879329979,131.10659447616098,56.667054186818575,0.4193155593526216,175.43467587848605,"Paul Goldschmidt",9218,502671
"Jose Altuve","HOU",604,0.109271523,0.144039735,0.758620689,0.299810246,0.387417218,0.533206831,0.920624049,0.233396585,5.044068353890352,0.314769975,-2.399999976158142,-1.600000023841858,-2.150461435317993,2.519872071687132,110.87889843380572,41.81364139115931,0.3968867239761986,164.41354359861333,"Jose Altuve",5417,514888
"Freddie Freeman","LAD",708,0.118644067,0.144067796,0.823529411,0.325163398,0.406779661,0.511437908,0.918217569,0.18627451,4.802820884407389,0.358870967,2.000000238418579,2.799999952316284,1.1186530590057373,0.5558102643117309,127.52873546309608,46.57144740648406,0.3925452781305916,157.36182044310345,"Freddie Freeman",5361,518692
"Manny Machado","SDP",644,0.097826086,0.206521739,0.47368421,0.297577854,0.366459627,0.531141868,0.897601495,0.233564014,4.336591448201302,0.337349397,0.8999998569488525,1.2999999523162842,-1.1173632144927979,0.7571237664669752,110.41872591475423,36.77961078981336,0.38163479654946914,151.89197100623315,"Manny Machado",11493,592518
"Nolan Arenado","STL",620,0.083870967,0.116129032,0.722222222,0.292639138,0.358064516,0.533213644,0.89127816,0.240574506,2.584047209271021,0.289760348,-0.4000000059604645,-0.4000000059604645,0.8595513701438904,-0.7958449488505721,105.99341519983716,35.09861492427297,0.38100475536559736,149.23873319731655,"Nolan Arenado",9777,571448
"Julio Rodríguez","SEA",560,0.071428571,0.258928571,0.275862068,0.283757338,0.344642857,0.508806262,0.853449119,0.225048924,6.240345243524519,0.345132743,1.9999998807907104,0.6000000238418579,1.9302340745925903,1.6692441427148879,89.12477413309846,25.090760980975947,0.366144234113556,147.51493447290923,"Julio Rodriguez",23697,677594
"Juan Soto","- - -",664,0.203313253,0.144578313,1.40625,0.242366412,0.401206636,0.452290076,0.853496712,0.209923664,3.5400903857015344,0.249376558,-1.5999998450279236,-0.3999999761581421,-1.6830352246761322,-0.4470100039616227,110.77689800221388,34.85085383612578,0.3758501906736075,145.72258107313874,"Juan Soto",20123,665742
"Yandy Díaz","TBR",558,0.139784946,0.107526881,1.3,0.295983086,0.401433691,0.42283298,0.824266671,0.126849894,2.2026343631009278,0.32345679,-3.7999999970197678,-0.20000000298023224,-1.90601646900177,-1.3365736808627844,88.79352017544582,24.988199927438053,0.3661150184037874,145.17914806432864,"Yandy Diaz",16578,650490
"Mookie Betts","LAD",639,0.086071987,0.162754303,0.528846153,0.269230769,0.339593114,0.533216783,0.872809897,0.263986014,6.029071053066878,0.272311212,2.7000001668930054,0.6000000238418579,1.0676987171173096,1.0303083858452737,105.37777573176116,32.31039286710709,0.3733934800203231,144.26631334521406,"Mookie Betts",13611,605141
"Austin Riley","ATL",693,0.082251082,0.242424242,0.339285714,0.273170731,0.349206349,0.528455284,0.877661633,0.255284553,2.990441516711055,0.314769975,-1.7000001072883606,0.30000001192092896,-0.5270652174949646,-0.27053098287433386,116.05236070339515,36.81026942764356,0.37660742744889564,143.55505058023763,"Austin Riley",18360,663586
