Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,vFA (pi),ERA,xERA,FIP,xFIP,WAR,NameASCII,PlayerId,MLBAMID
"Chris Sale","BOS",17,8,0,32,32,214.1,12.933126278917333,1.8055987986800175,1.0077760736818702,0.30128205128205127,0.78399123,0.386831275,0.120603015,94.91858713753919,2.8973562118353766,2.6829579108990704,2.453129568630708,2.6490041619038047,7.621091842651367,"Chris Sale",10603,519242
"Corey Kluber","CLE",18,4,0,29,29,203.2,11.7103115505243,1.5908347766749993,0.9279869530604162,0.26666666666666666,0.82568807,0.445396145,0.134615384,92.8191977446934,2.2536826002895824,2.602122112573795,2.4997018544779106,2.521766254791925,7.21213960647583,"Corey Kluber",2429,446372
"Max Scherzer","WSN",16,6,0,31,31,200.2,12.019933250150123,2.4667773461128983,0.9867109384451593,0.24528301886792453,0.80645161,0.365296803,0.107843137,94.26243942179144,2.511627843314951,2.481160149966517,2.898503488157563,3.281608885374565,6.431716442108154,"Max Scherzer",3137,453286
"Stephen Strasburg","WSN",15,4,0,28,28,175.1,10.471482282197188,2.412547388545431,0.667300341512566,0.2744186046511628,0.7793765,0.467889908,0.087248322,95.94907994923858,2.515208979547364,2.9537413327025424,2.718476221594486,3.266245040840756,5.896215915679932,"Stephen Strasburg",10131,544931
"Luis Severino","NYY",14,6,0,31,31,193.1,10.706896833403931,2.3741379934939153,0.9775862326151415,0.27157894736842103,0.7545045,0.506122448,0.14,97.57981927710843,2.9793104232080507,3.096030609861507,3.074881071346977,3.0429204403975785,5.5976128578186035,"Luis Severino",15890,622663
"Carlos Carrasco","CLE",18,6,0,32,32,200,10.17,2.07,0.945,0.30707070707070705,0.78156313,0.452054794,0.124260355,94.58966313463281,3.285,3.6931495735531086,3.102639694213867,3.2407310168445114,5.3746161460876465,"Carlos Carrasco",6632,471911
"Zack Greinke","ARI",17,7,0,32,32,202.1,9.563426207821077,2.001647345823016,1.1120263032350088,0.28488372093023256,0.75274725,0.468045112,0.133689839,90.77181014150943,3.2026357533168257,3.502379981287769,3.305909867978535,3.343653414223985,4.857717514038086,"Zack Greinke",1943,425844
"Jimmy Nelson","MIL",12,6,0,29,29,175.1,10.214828304692356,2.4638781840463975,0.8212927280154658,0.3399122807017544,0.74416342,0.503225806,0.125984251,94.40069758344923,3.49049409406573,3.43152092516833,3.0492746814896043,3.151413838886902,4.815720081329346,"Jimmy Nelson",10547,519076
"Aaron Nola","PHI",12,11,0,27,27,168,9.857143752429032,2.625000238418601,0.9642858018680575,0.3090909090909091,0.76751947,0.497807017,0.126760563,92.59807515080429,3.535714606849544,3.2847162166636332,3.2707349425811083,3.3813926577144997,4.546579360961914,"Aaron Nola",16149,605400
"Chris Archer","TBR",10,12,0,34,34,201,11.149252884954736,2.686566960230057,1.2089551321035257,0.324853228962818,0.71298819,0.420262664,0.140625,95.71845666458073,4.07462655634892,3.7214880835500423,3.3964456462343176,3.3493352488279164,4.4855780601501465,"Chris Archer",6345,502042
"Clayton Kershaw","LAD",18,4,0,27,27,175,10.388572334383051,1.5428572773836213,1.1828572459941098,0.2665094339622642,0.87443946,0.479452054,0.158620689,92.86937223451328,2.3142859160754323,2.981392314371122,3.0719254010258883,2.837222028280353,4.347234725952148,"Clayton Kershaw",2036,477132
"Justin Verlander","- - -",15,8,0,33,33,206,9.567961165048544,3.145631067961165,1.1796116504854368,0.2713472485768501,0.79731028,0.334545454,0.114893617,95.29967590480535,3.3640776699029127,4.253808702994829,3.842105713631343,4.167442996438267,4.146909713745117,"Justin Verlander",8700,434378
"Jacob deGrom","NYM",15,10,0,31,31,201.1,10.683774294630933,2.63741708528546,1.2516555658981845,0.3046092184368738,0.76313181,0.452611218,0.16091954,95.85722159557014,3.5314567752127353,3.172645018341415,3.5003549086859898,3.229720631073501,4.144550323486328,"Jacob deGrom",10954,594798
"Jose Quintana","- - -",11,11,0,32,32,188.2,9.874558436990993,2.909894032156766,1.097173159665666,0.3006134969325153,0.71360153,0.447524752,0.132183908,92.50229166666666,4.150176734387519,4.105157947106968,3.677074330190849,3.7327932144453637,4.032201528549194,"Jose Quintana",11423,500779
"Gio González","WSN",15,9,0,32,32,201,8.417910447761194,3.537313432835821,0.9402985074626866,0.2575187969924812,0.81547064,0.458256029,0.111111111,90.41357142857143,2.955223880597015,3.7021848522630716,3.9287839728208325,4.243183925584774,3.7918834686279297,"Gio Gonzalez",7448,461829
"Jeff Samardzija","SFG",9,15,0,32,32,207.2,8.884430611767746,1.3868379491539895,1.3001605773318652,0.30313588850174217,0.675,0.414715719,0.137614678,94.49231750198098,4.420545962928341,3.851495732897286,3.610288191507184,3.599596890063968,3.770524501800537,"Jeff Samardzija",3254,502188
"Yu Darvish","- - -",10,12,0,31,31,186.2,10.076786881210987,2.796428895264293,1.3017858650368261,0.2832618025751073,0.75593952,0.407407407,0.150837988,94.5381930207357,3.8571433038128182,3.713428925910232,3.8272826289035926,3.652673648946726,3.67400324344635,"Yu Darvish",13074,506433
