Name,Team,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,UBR,wGDP,XBR,wSB,wRC,wRAA,wOBA,wRC+,NameASCII,PlayerId,MLBAMID
"Mike Trout","LAA",507,0.185404339,0.177514792,1.044444444,0.305970149,0.441814595,0.629353233,1.071167828,0.323383084,6.180909541120605,0.318021201,1.0000000596046448,0.699999988079071,1.3530352115631104,2.3329865504056215,111.42434564810466,49.63598560374451,0.4369006416177362,180.49388600567576,"Mike Trout",10155,545361
"Aaron Judge","NYY",678,0.187315634,0.30678466,0.610576923,0.284132841,0.421828908,0.627306273,1.049135181,0.343173432,4.817953441757046,0.356643356,0.5000000074505806,-0.10000000149011612,-0.7731301784515381,-0.38860256038606167,145.16263582327144,62.53441469886081,0.430184422851145,173.81664358316738,"Aaron Judge",15640,592450
"Joey Votto","CIN",707,0.189533239,0.117397454,1.614457831,0.320214669,0.454031117,0.577817531,1.031848648,0.257602862,2.7618636795126963,0.320627802,-10.100000381469727,0.5,-7.4237141609191895,-0.005642757751047611,150.19710371773468,64.03463714699971,0.42821576085153107,163.10797553052072,"Joey Votto",4314,458015
"Jose Altuve","HOU",662,0.087613293,0.126888217,0.69047619,0.345762711,0.409984871,0.547457627,0.957442498,0.201694916,6.3737730338032295,0.37037037,1.2000000476837158,-0.6000000238418579,2.090094566345215,3.3526750416494906,127.67800379540718,46.99971119310653,0.4050184821647714,159.64068041446606,"Jose Altuve",5417,514888
"Giancarlo Stanton","MIA",692,0.122832369,0.235549132,0.521472392,0.281407035,0.375722543,0.631490787,1.00721333,0.350083752,2.2592331941637998,0.288359788,-2.4000000953674316,0.8999999761581421,-2.8058338165283203,-0.8412214163690805,136.63970369714406,52.30529511588718,0.4104566109724705,158.09080000886834,"Giancarlo Stanton",4949,519317
"Justin Turner","LAD",543,0.108655616,0.103130755,1.053571428,0.321663019,0.415129151,0.529540481,0.944669632,0.207877462,3.303192362367718,0.325581395,1,0.5,-1.479706048965454,0.5539429052732885,102.22693121852447,36.051231999416835,0.39956292659876735,150.73835433872154,"Justin Turner",5235,457759
"Freddie Freeman","ATL",514,0.126459143,0.184824902,0.684210526,0.306818181,0.402723735,0.586363636,0.989087371,0.279545455,4.3002237658521185,0.335423197,1.100000023841858,0.5,1.0444164276123047,-0.8393798470497131,99.93658365614513,37.29512988336186,0.4068695397377014,149.31155811938385,"Freddie Freeman",5361,518692
"Tommy Pham","STL",530,0.133962264,0.220754716,0.606837606,0.306306306,0.410984848,0.52027027,0.931255118,0.213963964,6.0385332365125715,0.368078175,4.300000309944153,-0.6000000238418579,3.3284826278686523,1.6081728274002671,99.12926923679068,34.53788694189741,0.39810908980893367,148.8850885101247,"Tommy Pham",2967,502054
"Kris Bryant","CHC",665,0.142857142,0.192481203,0.7421875,0.295081967,0.409022556,0.537340619,0.946363175,0.242258652,4.392772370879813,0.334170854,4.799999952316284,1.2000000476837158,5.57632303237915,-1.2116310354322195,124.95835335828346,43.9144491580872,0.3991411538738193,146.5762830238972,"Kris Bryant",15429,592178
"Nelson Cruz","SEA",645,0.108527131,0.217054263,0.5,0.287769784,0.375193798,0.548561151,0.923754949,0.260791367,1.6900247018465273,0.315104166,-3.799999952316284,0.5,-5.01688289642334,-0.6485902182757854,113.45747383585487,34.850980288296086,0.38491614961698883,146.41368931688342,"Nelson Cruz",2434,443558
"José Ramírez","CLE",645,0.080620155,0.106976744,0.753623188,0.317948717,0.37364341,0.582905982,0.956549392,0.264957265,6.014238566850985,0.319105691,-1.399999976158142,0.5,2.620296001434326,0.9175573834218085,119.75660257798316,41.150109030424375,0.3964889530092478,146.3522184493424,"Jose Ramirez",13510,608070
"Marwin Gonzalez","HOU",515,0.095145631,0.192233009,0.494949494,0.303296703,0.376953125,0.529670329,0.906623454,0.226373626,3.199482458612114,0.343283582,-0.6000000238418579,1.100000023841858,-0.8642793893814087,-0.0034553315490484238,89.24205325384565,26.478728948430494,0.3818143924155573,143.76976898403285,"Marwin Gonzalez",5497,503556
"Marcell Ozuna","MIA",679,0.094256259,0.212076583,0.444444444,0.311582381,0.375552282,0.54812398,0.923676262,0.236541599,2.2542442735649155,0.354838709,-3.099999785423279,-0.6000000238418579,-2.5711865425109863,-1.5301106357946992,121.16980658556216,38.41971492851965,0.38793820769698534,143.30575003826942,"Marcell Ozuna",10324,542303
"Charlie Blackmon","COL",725,0.089655172,0.186206896,0.481481481,0.330745341,0.398891966,0.600931677,0.999823643,0.270186336,6.4460709299371075,0.370526315,3.0000001192092896,0.8999999761581421,2.558108329772949,-1.9191740429960191,145.5811736187161,57.22503746060739,0.414420904484571,142.20153686445715,"Charlie Blackmon",7859,453568
"Paul Goldschmidt","ARI",665,0.141353383,0.221052631,0.639455782,0.297491039,0.403614457,0.562724014,0.966338471,0.265232975,5.604106062729577,0.343007915,1.4999999403953552,0.800000011920929,0.5586073994636536,1.0288986880332232,125.68558188300774,44.64167768281146,0.4004370406706271,142.17934056802204,"Paul Goldschmidt",9218,502671
"Anthony Rendon","WSN",605,0.138842975,0.13553719,1.024390243,0.301181102,0.403305785,0.533464566,0.936770351,0.232283464,3.469123870729013,0.314496314,0.20000004768371582,1.2000000476837158,0.9993955492973328,0.12078201351687312,111.11667521294783,37.385002970664004,0.39411276399790746,140.90132229658974,"Anthony Rendon",12861,543685
