"bpid","mlbid","Name","Age","Season","Team","G","GS","CG","IP","W","L","SV","BS","HLD","ERA","R","ER","1B","2B","3B","HR","TB","BB","K","HBP","TBF","Pitches"
139955,681911,"Alex Vesia",28,2024,"LAD",67,0,0,66.3,5,4,5,3,13,1.76,19,13,16,9,1,7,65,33,87,1,263,1109
140256,676254,"Ryan Walker",28,2024,"SF",76,1,0,80,10,4,10,4,21,1.91,19,17,37,7,1,5,74,18,99,9,308,1221
102555,641482,"Nestor Cortes",29,2024,"NYY",31,30,0,174.3,9,10,0,0,0,3.77,74,73,94,44,0,24,278,39,162,4,710,2848
102625,641729,"Joe Jiménez",29,2024,"ATL",69,0,0,68.7,1,5,3,3,27,2.62,22,20,34,9,0,2,60,23,82,4,277,1089
104899,656945,"Tanner Scott",29,2024,,72,0,0,72,9,6,22,2,11,1.75,20,14,35,7,0,3,61,36,84,1,294,1163
105472,641302,"Tyler Alexander",29,2024,"TB",23,9,0,107.7,6,5,0,0,0,5.1,61,61,66,20,1,23,201,24,90,5,455,1668
106129,664854,"Ryan Helsley",29,2024,"STL",65,0,0,66.3,7,4,49,4,0,2.04,19,15,41,6,0,3,65,23,79,0,266,931
107174,621111,"Walker Buehler",29,2024,"LAD",16,16,0,75.3,1,6,0,0,0,5.38,52,45,56,15,2,16,156,28,64,5,344,1336
107554,669203,"Corbin Burnes",29,2024,"BAL",32,32,0,194.3,15,9,0,0,0,2.92,76,63,121,21,1,22,254,48,181,2,784,2996
107636,650644,"Aaron Civale",29,2024,,31,31,0,161,8,9,0,0,0,4.36,82,78,98,31,0,29,276,52,149,6,689,2699
108053,650633,"Michael King",29,2024,"SD",31,30,0,173.7,13,9,0,0,0,2.95,71,57,98,27,2,17,226,63,201,7,726,2895
108430,615698,"Cal Quantrill",29,2024,"COL",29,29,0,148.3,8,11,0,0,0,4.98,83,82,101,26,6,23,263,69,110,11,656,2643
108753,669711,"Greg Weissert",29,2024,"BOS",62,0,0,63.3,4,2,1,4,6,3.13,32,22,49,9,0,7,95,20,58,0,263,1029
108818,669211,"Keegan Akin",29,2024,"BAL",66,0,0,78.7,3,1,1,3,6,3.32,31,29,31,13,2,9,99,19,97,2,313,1241
108873,641540,"Dane Dunning",29,2024,"TEX",26,15,0,95,5,7,0,0,0,5.31,60,56,59,19,1,18,172,40,91,6,421,1688
108931,641712,"Dakota Hudson",29,2024,"COL",18,18,0,89,2,12,0,0,0,6.17,66,61,69,19,0,11,151,50,49,5,404,1491
108937,643377,"Griffin Jax",29,2024,"MIN",72,0,0,71,5,5,10,6,24,2.03,19,16,33,7,3,4,72,15,95,2,276,1068
109027,640462,"A.J. Puk",29,2024,,62,4,0,71.3,4,9,3,3,14,3.15,31,25,28,17,1,5,85,28,88,2,294,1173
111013,676684,"Will Vest",29,2024,"DET",69,0,0,70.3,3,4,2,6,14,2.82,23,22,48,9,1,3,81,18,63,3,289,1162
69377,600917,"José Leclerc",30,2024,"TEX",64,0,0,66.7,6,5,1,3,13,4.32,33,32,40,9,0,7,86,32,89,4,288,1206
70610,608331,"Max Fried",30,2024,"ATL",29,29,2,174.3,11,10,0,0,0,3.25,71,63,116,16,1,13,203,57,166,7,714,2762
70611,608334,"Carson Fulmer",30,2024,"LAA",37,8,0,86.7,0,5,0,1,0,4.15,45,40,46,24,0,11,138,40,81,5,379,1470
70795,607192,"Tyler Glasnow",30,2024,"LAD",22,22,0,134,9,6,0,0,0,3.49,53,52,48,27,2,15,168,35,168,0,522,2011
70913,596133,"Luke Weaver",30,2024,"NYY",62,0,0,84,7,3,4,0,22,2.89,28,27,29,9,4,10,99,26,103,4,331,1374
100518,621107,"Zach Eflin",30,2024,,28,28,0,165.3,10,9,0,0,0,3.59,71,66,114,28,2,22,264,24,134,3,684,2447
100519,621112,"Paul Blackburn",30,2024,,14,14,0,75.3,5,4,0,0,0,4.66,41,39,49,14,1,12,128,21,59,3,316,1212
100574,621244,"José Berríos",30,2024,"TOR",32,32,1,192.3,16,11,0,0,0,3.6,79,77,112,21,4,31,290,54,153,13,786,2914
101074,622663,"Luis Severino",30,2024,"NYM",31,31,1,182,11,7,0,0,0,3.91,86,79,118,23,2,23,262,60,161,11,761,2890
101249,623167,"Chris Flexen",30,2024,"CWS",33,30,0,160,3,15,0,0,0,4.95,95,88,109,44,3,24,302,63,123,2,707,2797
101384,623352,"Josh Hader",30,2024,"HOU",71,0,0,71,8,8,34,4,0,3.8,33,30,25,5,1,12,86,25,105,1,278,1166
101728,625643,"Reynaldo López",30,2024,"ATL",26,25,0,135.7,8,5,0,0,1,1.99,32,30,74,22,2,10,164,42,148,2,543,2110
103789,596295,"Austin Gomber",30,2024,"COL",30,30,0,165,5,12,0,0,0,4.75,89,87,105,39,4,30,315,38,116,1,696,2621
105394,656222,"Jalen Beeks",30,2024,,71,0,0,70,7,4,10,9,8,4.5,42,35,60,10,1,6,107,27,55,3,312,1190
107018,663423,"Trent Thornton",30,2024,"SEA",71,0,0,72.3,4,3,1,0,10,3.61,32,29,38,16,1,8,105,19,77,5,294,1142
107058,664285,"Framber Valdez",30,2024,"HOU",28,28,1,176.3,15,7,0,0,0,2.91,60,57,102,24,1,13,205,55,169,6,703,2598
107502,669854,"Ronel Blanco",30,2024,"HOU",30,29,1,167.3,13,6,0,0,0,2.8,56,52,63,26,3,22,212,68,166,2,676,2751
108893,656464,"Kevin Ginkel",30,2024,"AZ",72,0,0,70,8,3,5,6,18,3.21,31,25,46,16,1,6,105,15,77,3,291,1184
108934,608344,"Cole Irvin",30,2024,,29,16,0,111,6,6,1,0,1,5.11,71,63,81,28,5,18,224,29,78,6,492,1767
125761,657649,"Jared Koenig",30,2024,"MIL",55,6,0,62,9,4,1,2,10,2.47,22,17,44,5,1,4,73,23,63,4,265,1017
142461,684007,"Shota Imanaga",30,2024,"CHC",29,29,0,173.3,15,3,0,0,0,2.91,66,56,98,23,1,27,255,28,174,3,694,2587
67148,592836,"Taijuan Walker",31,2024,"PHI",19,15,0,83.7,3,7,0,0,0,7.1,68,66,63,20,0,24,199,37,58,3,381,1435
67243,593423,"Frankie Montas",31,2024,,30,30,0,150.7,7,11,0,0,0,4.84,89,81,87,28,1,24,242,66,148,6,655,2632
69545,605288,"Adrian Houser",31,2024,"NYM",23,7,0,69.3,1,5,1,0,1,5.84,48,45,43,23,0,8,121,32,45,4,309,1131
70271,605483,"Blake Snell",31,2024,"SF",20,20,1,104,5,3,0,0,0,3.12,38,36,45,13,1,6,98,44,145,1,418,1771
70473,605397,"Joe Musgrove",31,2024,"SD",19,19,0,99.7,6,5,0,0,0,3.88,44,43,59,21,0,14,157,23,101,10,410,1582
70485,605452,"Joe Ross",31,2024,"MIL",25,10,0,74,3,6,0,0,0,3.77,35,31,55,10,0,7,103,29,66,1,321,1197
70822,605280,"Clay Holmes",31,2024,"NYY",67,0,0,63,3,5,30,13,2,3.14,29,22,44,12,0,4,84,22,68,3,271,1085
70883,607074,"Carlos Rodón",31,2024,"NYY",32,32,0,175,16,9,0,0,0,3.96,81,77,90,32,4,31,290,57,195,10,736,3102
70943,605400,"Aaron Nola",31,2024,"PHI",33,33,1,199.3,14,8,0,0,0,3.57,84,79,118,39,2,30,322,50,197,3,820,3189
70964,607200,"Erick Fedde",31,2024,,31,31,0,177.3,9,9,0,0,0,3.3,66,65,100,30,4,20,252,52,154,5,726,2889
71017,596001,"Jakob Junis",31,2024,,24,6,0,67,4,0,1,1,0,2.69,22,20,28,12,1,8,87,8,51,3,253,943
71098,607536,"Kyle Freeland",31,2024,"COL",21,21,0,113.3,5,8,0,0,0,5.24,73,66,84,23,5,22,233,26,85,1,490,1768
100945,622491,"Luis Castillo",31,2024,"SEA",30,30,0,175.3,11,12,0,0,0,3.64,73,71,95,36,2,25,273,47,175,5,719,2854
102061,601713,"Nick Pivetta",31,2024,"BOS",27,26,0,145.7,6,12,0,0,0,4.14,70,67,73,23,4,28,243,36,172,1,595,2387
104855,656756,"Jordan Montgomery",31,2024,"AZ",25,21,0,117,8,7,1,0,0,6.23,83,81,92,40,3,14,237,44,83,2,532,1929
105425,656546,"Jeff Hoffman",31,2024,"PHI",68,0,0,66.3,3,3,10,3,21,2.17,20,16,31,9,2,6,79,16,89,3,265,1001
106414,664208,"Phil Maton",31,2024,,71,0,0,64,3,3,3,2,18,3.66,27,26,30,8,2,7,80,24,60,9,265,1077
109041,670950,"Trevor Richards",31,2024,,55,2,0,65.3,2,2,1,3,7,4.55,36,33,30,7,0,7,72,35,62,2,277,1183
66311,570632,"José Ureña",32,2024,"TEX",33,9,0,109,5,8,1,0,1,3.8,51,46,72,19,1,13,165,39,70,4,463,1759
68444,547179,"Michael Lorenzen",32,2024,,26,24,0,130.3,7,6,0,0,0,3.31,49,48,63,20,1,17,174,59,97,6,535,2087
68490,592094,"Jason Adam",32,2024,,74,0,0,73.7,7,2,4,4,31,1.95,20,16,26,8,1,5,65,23,81,6,282,1109
68564,592351,"Jon Gray",32,2024,"TEX",23,19,0,102.7,5,6,0,0,0,4.47,54,51,75,17,4,11,165,28,86,0,439,1620
68694,592791,"Jameson Taillon",32,2024,"CHC",28,28,0,165.3,12,8,0,0,0,3.27,67,60,107,24,2,21,245,33,125,1,675,2483
68781,594902,"Ben Lively",32,2024,"CLE",29,29,0,151,13,10,0,0,0,3.81,67,64,86,26,4,23,242,49,118,5,632,2402
70486,605463,"Tayler Scott",32,2024,"HOU",62,1,0,68.7,7,3,0,3,9,2.23,21,17,31,6,1,7,74,35,71,4,282,1203
100206,592866,"Trevor Williams",32,2024,"WSH",13,13,0,66.7,6,1,0,0,0,2.03,17,15,39,8,1,3,70,18,59,0,260,1064
100612,621381,"Matt Strahm",32,2024,"PHI",66,0,0,62.7,6,2,3,6,18,1.87,14,13,20,12,0,4,60,11,79,6,237,981
102428,640448,"Kyle Finnegan",32,2024,"WSH",65,0,0,63.7,3,8,38,5,0,3.68,31,26,45,4,3,9,98,24,60,0,271,1066
103721,640455,"Sean Manaea",32,2024,"NYM",32,32,0,181.7,12,6,0,0,0,3.47,75,70,86,27,0,21,224,63,184,9,738,2996
103842,621383,"Tanner Banks",32,2024,,63,2,0,72.3,2,3,2,4,8,3.98,41,32,51,11,1,6,100,24,78,3,310,1171
103929,642232,"Ryan Yarbrough",32,2024,,44,0,0,98.7,5,2,1,3,1,3.19,36,35,49,10,0,11,113,32,65,12,398,1514
104928,657044,"Ryan Thompson",32,2024,"AZ",67,0,0,66.3,7,5,2,7,24,3.26,26,24,47,8,4,5,95,15,52,1,272,977
