Name,Team,Pos,Inn,rSZ,rCERA,rSB,rGDP,rARM,rGFP,rPM,rTS,DRS,ARM,DPR,RngR,ErrR,UZR,UZR/150,FRM,OAA,FRV,Def,NameASCII,PlayerId,MLBAMID
"José Ramírez","CLE","3B",1088.2,,,,0,,-1,0,,0,,-0.4328649938106537,3.868880033493042,0.7641889899969101,4.200204998254776,4.482566130317968,,6,4,5.15591104463464,"Jose Ramirez",13510,608070
"Yoán Moncada","CHW","3B",1095.2,,,,1,,-2,1,,0,,0.37634798884391785,4.29463005065918,-0.368899941444397,4.302077978849411,4.896261166412752,,6,6,5.047966099317958,"Yoan Moncada",17232,660162
"Tony Wolters","COL","C",904.1,-6,2,4,,,7,,,9,,,,,,,-8.229999542236328,,-4,4.943206333687414,"Tony Wolters",11470,547172
"Rougned Odor","TEX","2B",1188.1,,,,-1,,2,-9,,-8,,-0.5115939974784851,-0.4032660126686096,-3.1038509905338287,-4.018704116344452,-4.739247292253925,,3,2,4.924754223633515,"Rougned Odor",12282,596059
"Miguel Rojas","MIA","SS",1060.2,,,,1,,-1,-1,,-1,,1.6835299730300903,7.0889201164245605,-1.4745440185070038,7.29790985584259,12.77698525059295,,-1,1,4.5798816709418775,"Miguel Rojas",7802,500743
"Yasiel Puig","- - -","RF",1224,,,,,4,4,-10,,-2,4.922360062599182,,-5.525860071182251,-0.07170301675796509,-0.6751998662948608,-1.1707331804358514,,3,10,4.289401405903323,"Yasiel Puig",14225,624577
"Kolten Wong","STL","2B",1195.1,,,,0,,2,15,,17,,0.745913028717041,3.64805006980896,0.7801639884710312,5.1741228103637695,4.903290092567854,,2,3,4.2860358182395055,"Kolten Wong",12532,543939
"Marcus Semien","OAK","SS",1435,,,,-2,,-3,12,,7,,-0.9033409953117371,0.3535439968109131,7.291799902915955,6.742008984088898,5.000015962175338,,-4,-3,4.016748658595696,"Marcus Semien",12533,543760
"Justin Turner","LAD","3B",1023.2,,,,-1,,0,-4,,-5,,-0.4770509898662567,-5.435629844665527,-0.797588050365448,-6.7102610766887665,-12.941044454391186,,5,1,3.8738553002194145,"Justin Turner",5235,457759
"Jorge Alfaro","MIA","C",973,2,-6,2,,,-3,,,-2,,,,,,,-2.700000047683716,,-4,3.204555364327744,"Jorge Alfaro",12180,595751
"César Hernández","PHI","2B",1376.2,,,,-2,,-2,4,,0,,-3.4546000957489014,1.5950900316238403,1.1346449553966522,-0.7248702049255371,-0.7189381646780157,,0,-1,3.1905497545735,"Cesar Hernandez",10556,514917
"Anthony Rendon","WSN","3B",1265.1,,,,-1,,-1,6,,6,,-0.9356769919395447,0.051691100001335144,2.884812042117119,2.0008230805397034,1.9938597581947346,,3,2,3.1582213429630075,"Anthony Rendon",12861,543685
"Christian Walker","ARI","1B",1179,,,,1,,-1,9,,9,,0.03617579862475395,3.959009885787964,-1.9739770293235779,2.0212058536708355,2.58084655078158,,16,12,2.987725162255689,"Christian Walker",13419,572233
"Kyle Seager","SEA","3B",909.2,,,,1,,2,4,,8,,0.5737069845199585,3.907180070877075,2.3824330493807793,6.863316893577576,8.167204587939997,,3,4,2.7866438454980464,"Kyle Seager",9785,572122
"Yolmer Sánchez","CHW","2B",1256.2,,,,3,,2,0,,5,,2.467780113220215,2.7905900478363037,-0.3717559576034546,4.88661003112793,4.964726747468461,,-1,1,1.9992579695881862,"Yolmer Sanchez",11602,570560
"Starling Marte","PIT","CF",1141.1,,,,,2,0,-10,,-8,1.9958200454711914,,-9.496500015258789,-0.1273460015654564,-7.628020286560059,-8.302924541856147,,2,4,1.4566802538353463,"Starling Marte",9241,516782
"Todd Frazier","NYM","3B",997.1,,,,0,,2,-2,,1,,0.7569580078125,-3.4325499534606934,1.4878800511360168,-1.1877119541168213,-1.1265168765136453,,1,0,1.1163804425343855,"Todd Frazier",785,453943
"Eugenio Suárez","CIN","3B",1308.2,,,,1,,-1,-5,,-6,,0.6362730264663696,2.654249906539917,-3.50641006231308,-0.21588599681854248,-0.2853818147229986,,1,1,0.9884486584373571,"Eugenio Suarez",12552,553993
"Mookie Betts","BOS","RF",1129.1,,,,,5,0,14,,19,5.233719825744629,,6.0219597816467285,1.600005030632019,12.855679988861084,15.572641588209923,,4,7,0.9449528612325837,"Mookie Betts",13611,605141
"Ozzie Albies","ATL","2B",1405,,,,0,,1,8,,9,,0.4470059871673584,-3.493220090866089,5.204763174057007,2.1585559844970703,1.8418542390992476,,-3,-2,0.8333387452838159,"Ozzie Albies",16556,645277
"Kris Bryant","CHC","3B",939.1,,,,0,,0,2,,0,,0.3517319858074188,-1.5428500175476074,-0.17885199189186096,-1.3699679672718048,-1.5092254923277781,,1,1,0.8185074270706383,"Kris Bryant",15429,592178
"Jean Segura","PHI","SS",1212.2,,,,-1,,-1,-1,,-3,,-1.7514699697494507,2.389549970626831,-1.9034899771213531,-1.2654099762439728,-1.2075763347461752,,-7,-6,0.7176783543171563,"Jean Segura",5933,516416
"Orlando Arcia","MIL","SS",1241.1,,,,0,,2,-4,,-2,,-0.253728985786438,0.4929800033569336,-1.183512955904007,-0.9442650079727173,-1.172481873790089,,-7,-4,0.6981645385815041,"Orlando Arcia",13185,606115
"Ramón Laureano","OAK","CF",944.1,,,,,5,5,-18,,-8,6.911819934844971,,-7.585219860076904,-2.371209055185318,-3.044600009918213,-4.760471164670765,,-5,2,0.6929927795583657,"Ramon Laureano",17128,657656
"Eduardo Escobar","ARI","3B",1137,,,,1,,2,-2,,1,,-0.21258600056171417,-0.968716025352478,2.107501983642578,0.9261939972639084,1.1922842793420534,,0,1,0.5018400364216069,"Eduardo Escobar",6153,500871
"Dee Strange-Gordon","SEA","2B",918.1,,,,-3,,-1,4,,0,,0.0796160027384758,-0.9030889868736267,-0.0814588014036417,-0.9049319699406624,-1.3666607561382915,,-3,-3,0.29900596524975165,"Dee Strange-Gordon",8203,543829
"Xander Bogaerts","BOS","SS",1368,,,,-2,,1,-8,,-9,,-0.8867210149765015,-2.6245601177215576,4.632381081581116,1.1210988759994507,0.7875589876601735,,-9,-7,-0.11583172099472527,"Xander Bogaerts",12161,593428
"James McCann","CHW","C",905.1,-2,3,3,,,0,,,4,,,,,,,-8.989999771118164,,-9,-0.267038612323077,"James McCann",12859,543510
"Brian Dozier","WSN","2B",1009,,,,-1,,2,-2,,-1,,-1.2029000520706177,-0.07957900315523148,2.9721199572086334,1.689639925956726,2.05029988063602,,-4,-4,-0.5457989238458796,"Brian Dozier",9810,572821
"Maikel Franco","PHI","3B",924.2,,,,-1,,1,-1,,1,,-1.0816400051116943,-2.105220079421997,3.0963120460510254,-0.09054303169250488,-0.546489077118727,,-1,-2,-0.5517703031151138,"Maikel Franco",12179,596748
"Michael Conforto","NYM","RF",1012.1,,,,,3,-2,2,,3,0.7904580235481262,,-1.2354999780654907,1.078946977853775,0.6339020282030106,0.8629541444991315,,6,4,-1.3387918562419094,"Michael Conforto",16376,624424
"Matt Olson","OAK","1B",1120.2,,,,1,,0,12,,12,,0.5098429918289185,3.194540023803711,2.863918036222458,6.568312764167786,4.633713168351613,,8,9,-2.173297809903831,"Matt Olson",14344,621566
"Bryce Harper","PHI","RF",1318,,,,,2,-2,11,,11,4.657120227813721,,5.992909908294678,-0.6422259956598282,10.007800102233887,11.032986652532053,,-1,4,-2.455830981636339,"Bryce Harper",11579,547180
"Juan Soto","WSN","LF",1327.1,,,,,-6,-1,9,,2,-3.24180006980896,,0.8126929998397827,1.7569599747657776,-0.6721401214599609,-1.2994303543996155,,6,0,-2.492035584770755,"Juan Soto",20123,665742
"C.J. Cron","MIN","1B",993.1,,,,0,,-2,1,,1,,-0.11878400295972824,1.382349967956543,-1.8440370559692383,-0.5804639980196953,-0.9148994008118801,,6,6,-2.563698114282424,"C.J. Cron",12546,543068
"Jurickson Profar","OAK","2B",1024,,,,-2,,-2,-16,,-20,,-1.5912400484085083,-0.32506000995635986,0.9264519810676575,-0.9898420572280884,-1.0067061349548299,,-7,-6,-2.5983551924905997,"Jurickson Profar",10815,595777
"Mike Trout","LAA","CF",1051.2,,,,,2,0,-6,,-4,3.1937899589538574,,-3.3761301040649414,-0.6719579696655273,-0.8543000221252441,-1.1939724907279015,,-4,-1,-2.973016994781453,"Mike Trout",10155,545361
"Amed Rosario","NYM","SS",1337.1,,,,-1,,-2,0,,-3,,1.2587499618530273,-4.330629825592041,2.2580939531326294,-0.8137800693511963,-0.6473847967207409,,-13,-9,-3.285084711374205,"Amed Rosario",15518,642708
"Michael Brantley","HOU","LF",948.2,,,,,1,1,9,,11,-1.0718799829483032,,2.399869918823242,0.1640160083770752,1.4920099973678589,3.3678670933372095,,-1,-2,-3.9268474789919985,"Michael Brantley",4106,488726
"Manny Machado","SDP","3B",1040,,,,0,,1,0,,1,,-0.2525629997253418,1.003499984741211,2.31876003742218,3.0696969032287598,3.811424241491162,,-6,-5,-4.165914333296646,"Manny Machado",11493,592518
"Gio Urshela","NYY","3B",978.1,,,,0,,-1,1,,0,,-0.35220301151275635,-2.869220018386841,0.7174559533596039,-2.5039631128311157,-3.426024508823444,,-6,-6,-4.3114622394784465,"Gio Urshela",10681,570482
"Kevin Pillar","- - -","CF",1170,,,,,-2,-1,-7,,-10,-4.443386307917535,,4.835951015353203,-0.9259459469467402,-0.5333752697333694,-1.6276980639623568,,-3,-2,-4.523082989215127,"Kevin Pillar",12434,607680
"Kole Calhoun","LAA","RF",1298.2,,,,,-2,-1,-4,,-7,4.333499908447266,,0.6999719738960266,0.056109994649887085,5.089581906795502,4.4531508428906115,,1,1,-5.35203456867674,"Kole Calhoun",11200,594777
"Paul Goldschmidt","STL","1B",1369.2,,,,1,,0,-1,,0,,0.9812660217285156,-2.7998499870300293,4.27448096871376,2.455896019935608,2.516920784970748,,6,6,-5.380278599699578,"Paul Goldschmidt",9218,502671
"Wilson Ramos","NYM","C",1016.1,-9,-3,-1,,,-2,,,-11,,,,,,,-7.619999885559082,,-8,-5.73587991860113,"Wilson Ramos",1433,467092
"Jason Kipnis","CLE","2B",1024,,,,0,,1,-7,,-6,,0.12338700145483017,-0.5204610228538513,3.8598880767822266,3.462817095220089,3.853204472898502,,-11,-8,-5.890723259906707,"Jason Kipnis",9776,543401
"Marcell Ozuna","STL","LF",1112,,,,,2,-1,2,,3,1.7407200336456299,,4.601960182189941,-0.671419121325016,5.671260118484497,8.592818361340147,,-5,-5,-6.460561032349118,"Marcell Ozuna",10324,542303
"Joey Votto","CIN","1B",1131.2,,,,0,,0,7,,7,,0.04392340034246445,0.7515400052070618,-0.1080230176448822,0.6874404177069664,0.9769960922587064,,1,0,-7.328877527108148,"Joey Votto",4314,458015
"Carlos Santana","CLE","1B",1185.2,,,,0,,0,1,,-1,,-0.22422799468040466,1.394129991531372,0.3460540175437927,1.5159520208835602,1.4943447000607726,,1,1,-7.978309744633638,"Carlos Santana",2396,467793
"Josh Reddick","HOU","RF",932,,,,,-3,7,6,,10,-2.7711400985717773,,2.37677001953125,0.12428998947143555,-0.2700800895690918,-0.5020274919517025,,0,-3,-8.049911328646393,"Josh Reddick",3892,502210
"Tommy Pham","TBR","LF",1093.1,,,,,3,2,-3,,2,1.4828399419784546,,-2.4738399982452393,1.3874459862709045,0.3964499235153198,1.62492497772669,,-11,-6,-8.180421334702281,"Tommy Pham",2967,502054
"Brandon Belt","SFG","1B",1155.1,,,,0,,-1,3,,5,,-0.3576180040836334,0.5798050165176392,0.9549579918384552,1.1771419942378998,1.5957164266305093,,0,0,-8.335923558446746,"Brandon Belt",10264,474832
"Anthony Rizzo","CHC","1B",1226.2,,,,0,,3,1,,5,,0.45675399899482727,-1.5841599702835083,4.788433060050011,3.661023885011673,2.9236616143968206,,1,2,-8.349828055148386,"Anthony Rizzo",3473,519203
"Alex Gordon","KCR","LF",1260,,,,,-2,3,-4,,-3,0.056078601628541946,,1.276229977607727,1.8516430258750916,3.1839486844837666,3.098551335217303,,-5,-7,-9.33129536043005,"Alex Gordon",5209,460086
"Adam Eaton","WSN","RF",1164.2,,,,,-1,-2,0,,-3,-0.9232730269432068,,-0.5451930165290833,-0.3132098875939846,-1.7816760540008545,-2.176493468383948,,0,-4,-9.37143219232362,"Adam Eaton",11205,594809
"Rhys Hoskins","PHI","1B",1398.1,,,,-1,,-2,4,,3,,-0.505033016204834,0.3209869861602783,2.5478071123361588,2.36376690864563,1.6446574000579188,,1,-1,-9.538319728964824,"Rhys Hoskins",16472,656555
"Andrew Benintendi","BOS","LF",1130.2,,,,,3,1,-7,,-3,3.8381600379943848,,-3.3049399852752686,0.8253840133547783,1.3586101531982422,0.1917631485882927,,-8,-8,-9.860032943326948,"Andrew Benintendi",17901,643217
"Kyle Schwarber","CHC","LF",1156.2,,,,,5,0,-7,,-2,-0.0015150100225582719,,0.09999419748783112,-0.9917123205959797,-0.8932280332082883,-0.8994063322682289,,-10,-8,-10.309471094514702,"Kyle Schwarber",16478,656941
"Jorge Polanco","MIN","SS",1233,,,,-1,,2,-11,,-10,,-1.2176400423049927,0.5334460139274597,-8.384846925735474,-9.069039940834045,-15.72732898358191,,-22,-17,-10.401389143836045,"Jorge Polanco",13152,593871
"Adam Jones","ARI","RF",1037.1,,,,,-4,-1,-2,,-7,-0.8685849905014038,,0.3782680034637451,-1.3140250146389008,-1.804341971874237,-2.692203427491923,,-4,-6,-10.908284611316784,"Adam Jones",6368,430945
"Freddie Freeman","ATL","1B",1365.2,,,,0,,1,-2,,-1,,-0.03746660053730011,-7.901249885559082,3.4450830817222595,-4.493636682629585,-3.3918619870612052,,-1,-1,-10.910765331322924,"Freddie Freeman",5361,518692
"Josh Bell","PIT","1B",1160.2,,,,0,,-1,-5,,-6,,-0.2567940056324005,-1.3443000316619873,-5.908973142504692,-7.5100641548633575,-16.43757767835881,,-4,-4,-11.812395417033658,"Josh Bell",13145,605137
"Eddie Rosario","MIN","LF",1048,,,,,5,0,-13,,-8,2.0952200889587402,,-7.386439800262451,-0.42722249776124954,-5.718440055847168,-7.484845765705767,,-15,-11,-12.355990523012183,"Eddie Rosario",12155,592696
"José Abreu","CHW","1B",1103.2,,,,0,,0,-3,,-3,,0.39545899629592896,-2.2125399112701416,-0.0409230962395668,-1.858000934123993,-2.1702993384571774,,-7,-3,-12.954247913281105,"Jose Abreu",15676,547989
"Christian Yelich","MIL","RF",1061,,,,,1,-2,-3,,-4,-0.5986779928207397,,1.1980299949645996,-0.16817760095000267,0.4311720132827759,0.519828042843873,,-4,-9,-13.85356439168008,"Christian Yelich",11477,592885
"Pete Alonso","NYM","1B",1328,,,,0,,-2,5,,1,,0.02864290028810501,2.4723899364471436,-0.7415189892053604,1.759512908756733,1.4213848306365537,,-6,-4,-14.384766837416784,"Pete Alonso",19251,624413
"Nick Castellanos","- - -","RF",1171,,,,,-4,-2,-3,,-9,-1.513477087020874,,-4.559700131416321,1.6488129794597626,-4.424359083175659,-4.300783642630725,,-7,-9,-14.83873019096027,"Nick Castellanos",11737,592206
"Eloy Jiménez","CHW","LF",967.2,,,,,-4,-1,-5,,-10,-2.8579299449920654,,-2.781559944152832,0.5166949927806854,-5.122799873352051,-6.562843521993904,,-11,-14,-15.398315683623139,"Eloy Jimenez",17484,650391
"Charlie Blackmon","COL","RF",1178,,,,,-2,-1,-5,,-8,-5.926159858703613,,-4.902130126953125,0.19145059399306774,-10.636839866638184,-10.74839568863787,,-10,-12,-17.810886590479072,"Charlie Blackmon",7859,453568
"Eric Hosmer","SDP","1B",1356,,,,0,,-1,-4,,-6,,-0.11639299988746643,1.053920030593872,-1.5560720264911652,-0.6185390055179596,-0.6099762099154422,,-11,-8,-18.101907352274367,"Eric Hosmer",3516,543333
