Name,Team,Pos,Inn,rSZ,rCERA,rSB,rGDP,rARM,rGFP,rPM,rTS,DRS,ARM,DPR,RngR,ErrR,UZR,UZR/150,FRM,OAA,FRV,Def,NameASCII,PlayerId,MLBAMID
"Orlando Arcia","ATL","SS",1210,,,,0,,1,-7,,-6,,-0.8527292013168335,-2.4122819900512695,-3.0656059980392456,-6.330618262290955,-9.982544302940369,,3,1,8.211203694423336,"Orlando Arcia",13185,606115
"Kevin Kiermaier","TOR","CF",981.1,,,,,2,0,16,,18,-0.307306706905365,,5.4876389503479,-0.5510904267430305,4.629242479801178,7.8729973160303555,,11,10,8.10144115934225,"Kevin Kiermaier",11038,595281
"Xander Bogaerts","SDP","SS",1285.2,,,,-1,,-1,-2,,-4,,-0.9249094128608704,-3.0984859466552734,4.193529725074768,0.17013460397720337,0.025249813866411452,,3,0,8.067733966042091,"Xander Bogaerts",12161,593428
"Jeremy Peña","HOU","SS",1327.2,,,,3,,1,3,,7,,1.2809319496154785,1.4782350063323975,-1.5464670658111572,1.2126998901367188,1.358130117515465,,2,5,7.905403532874074,"Jeremy Pena",21636,665161
"Anthony Volpe","NYY","SS",1346.2,,,,0,,0,15,,15,,-0.4399285912513733,4.434080123901367,-1.1224396228790283,2.871712386608124,2.6751786495723033,,1,1,7.613954885174461,"Anthony Volpe",27647,683011
"Michael A. Taylor","MIN","CF",960.1,,,,,1,-2,6,,5,-0.5575035810470581,,3.271353006362915,0.0965488851070404,2.8103984594345093,4.274656129612063,,7,8,5.949990860031402,"Michael A. Taylor",11489,572191
"José Ramírez","CLE","3B",1105,,,,0,,0,1,,1,,-0.5302249789237976,0.44658559560775757,2.4674750566482544,2.3838351368904114,1.5821759681125263,,6,3,5.466142188801278,"Jose Ramirez",13510,608070
"Josh Jung","TEX","3B",1050,,,,-1,,0,1,,0,,-0.5952370762825012,0.6111763119697571,6.827470600605011,6.843409717082977,6.659200690557986,,6,4,5.360984982795537,"Josh Jung",26299,673962
"Joey Wiemer","MIL","CF",920.1,,,,,-1,1,1,,1,4.111324787139893,,0.6033058762550354,-0.43770001642405987,4.276930585503578,6.7375146588694,,5,7,5.342786165554943,"Joey Wiemer",27690,686894
"Nolan Arenado","STL","3B",1095.2,,,,1,,0,0,,1,,0.03995101898908615,0.9662485122680664,-1.920946091413498,-0.9147470071911812,-1.8411598096727557,,5,5,5.292172321313663,"Nolan Arenado",9777,571448
"Michael Harris II","ATL","CF",1205,,,,,4,1,-3,,2,5.609789848327637,,-0.8941047787666321,0.5423215106129646,5.258006542921066,6.280743580292433,,5,8,5.247546001045411,"Michael Harris II",25931,671739
"J.D. Davis","SFG","3B",915.2,,,,-1,,-1,-8,,-11,,-0.8248944878578186,-0.5444698929786682,2.1454495191574097,0.7760855555534363,0.8055950912722449,,5,4,5.183425587101594,"J.D. Davis",16219,605204
"Julio Rodríguez","SEA","CF",1342.1,,,,,-2,-1,-2,,-5,-1.1679569482803345,,-0.6922978758811951,0.46335890889167786,-1.396895945072174,-1.500709267868612,,11,8,4.913898382360091,"Julio Rodriguez",23697,677594
"James Outman","LAD","CF",1103.2,,,,,-2,0,3,,1,0.4356761872768402,,0.3562816083431244,0.5356235988438129,1.327581375837326,1.7817047911273707,,8,7,4.789325766402979,"James Outman",24770,681546
"Carlos Correa","MIN","SS",1144.1,,,,2,,2,-6,,-2,,-0.7052516937255859,-1.1230419874191284,0.16775766015052795,-1.6605361104011536,-3.126504913884766,,-1,-1,4.4046366047513,"Carlos Correa",14162,621043
"Adolis García","TEX","RF",1125.2,,,,,7,0,0,,7,8.658061981201172,,-1.4232219457626343,-0.8701806701719761,6.364659070968628,7.216965199848078,,2,8,4.39845417103789,"Adolis Garcia",19287,666969
"Matt Chapman","TOR","3B",1213.2,,,,1,,-1,12,,12,,1.197890043258667,1.8100969791412354,1.4848446249961853,4.492830991744995,4.126350198113968,,4,3,4.348047647631466,"Matt Chapman",16505,656305
"Tim Anderson","CHW","SS",1002.2,,,,-1,,-3,-12,,-16,,0.15738290548324585,-3.325692892074585,-1.5185604691505432,-4.686871111392975,-7.647063382399835,,-1,-1,3.9706104095663735,"Tim Anderson",15172,641313
"Trent Grisham","SDP","CF",1276,,,,,-2,-2,5,,1,-2.7698678970336914,,7.567544937133789,-0.507641613483429,4.290035247802734,4.7288190480825065,,7,7,3.8765211863457125,"Trent Grisham",18564,663757
"TJ Friedl","CIN","CF",962.1,,,,,0,2,-2,,0,2.241086959838867,,-3.283766031265259,0.8386717140674591,-0.2040081024169922,-0.28857244631550527,,5,6,3.672053061418817,"TJ Friedl",19522,670770
"Michael Massey","KCR","2B",906,,,,0,,1,-10,,-9,,-0.12059760093688965,-1.0307830572128296,2.8766868710517883,1.7253063917160034,2.016098496345122,,3,3,3.4285393206168844,"Michael Massey",27684,686681
"Bo Bichette","TOR","SS",1136.1,,,,-1,,0,6,,5,,-0.6441848874092102,0.8871269226074219,3.818689852952957,4.061632335186005,4.607111692487044,,-3,-4,3.233739740085162,"Bo Bichette",19612,666182
"Leody Taveras","TEX","CF",1226.1,,,,,3,0,0,,3,0.2635006010532379,,-0.07481831312179565,1.2452563047409058,1.4339386522769928,1.38713107952197,,5,6,3.0338402988024646,"Leody Taveras",18900,665750
"Jeimer Candelario","- - -","3B",994,,,,-1,,-1,-3,,-5,,0.04071570932865143,-4.773468971252441,4.9307471215724945,0.19799365103244781,0.2028552282657196,,2,2,2.949799852050335,"Jeimer Candelario",13621,600869
"Trea Turner","PHI","SS",1342.1,,,,-4,,0,-8,,-12,,-2.5111610889434814,1.0677900314331055,-1.4998787939548492,-2.9432495832443237,-2.5050753464593605,,-5,-9,2.7144749653875673,"Trea Turner",16252,607208
"Brice Turang","MIL","2B",917,,,,1,,2,9,,12,,1.5832380056381226,1.3179229497909546,0.6143924295902252,3.5155529975891113,5.241220872225373,,2,2,2.643402267324942,"Brice Turang",22186,668930
"Steven Kwan","CLE","LF",1352,,,,,-1,3,14,,16,-2.0885229110717773,,6.570695877075195,0.3972470760345459,4.879420280456543,4.20639679349702,,7,6,2.6334886230277093,"Steven Kwan",24610,680757
"Corey Seager","TEX","SS",951.2,,,,3,,-1,3,,5,,2.3480629920959473,-1.0128990411758423,3.470909684896469,4.806073904037476,5.939450846267336,,-2,-2,2.6194118426365867,"Corey Seager",13624,608369
"Austin Riley","ATL","3B",1412,,,,1,,1,7,,9,,0.42541131377220154,-1.8042240142822266,-0.9456325769424438,-2.3244456350803375,-3.4934605925511093,,0,-1,2.000575580119139,"Austin Riley",18360,663586
"Alex Bregman","HOU","3B",1417.1,,,,0,,0,5,,5,,-0.003287496045231819,3.2611329555511475,-1.888234257698059,1.3696115594357252,2.015316425853111,,0,0,1.8401565068225745,"Alex Bregman",17678,608324
"J.T. Realmuto","PHI","C",1142,-7,-2,-1,,,5,,,-4,,,,,,,-12.170000076293945,,-10,1.7971922226377721,"J.T. Realmuto",11739,592663
"Isaac Paredes","TBR","3B",933.1,,,,0,,0,2,,2,,-0.36909711360931396,0.9553827047348022,-2.7268539667129517,-2.1405681371688843,-4.850761554129741,,0,0,1.4328075427022993,"Isaac Paredes",20036,670623
"Austin Hays","BAL","LF",1123,,,,,0,1,5,,6,1.2372790575027466,,4.249401092529297,1.0990343391895294,6.585713982582092,8.080971164810926,,3,4,1.3431462028690904,"Austin Hays",19363,669720
"Ketel Marte","ARI","2B",1210.1,,,,1,,-1,2,,2,,0.8941414952278137,0.08489778637886047,-0.8528508543968201,0.12618839740753174,0.229104261925962,,-1,0,1.0549892310847016,"Ketel Marte",13613,606466
"Cedric Mullins","BAL","CF",912,,,,,-2,3,6,,7,-2.6088900566101074,,1.0688300132751465,0.13732001185417175,-1.4027400016784668,-2.0925383359046403,,5,3,0.7165563927777843,"Cedric Mullins",17929,656775
"Max Kepler","MIN","RF",972.1,,,,,0,-1,3,,2,-0.818789005279541,,3.6217548847198486,0.8255310356616974,3.6284971237182617,6.253337467109764,,4,4,0.5656057029170993,"Max Kepler",12144,596146
"Myles Straw","CLE","CF",1234.2,,,,,3,1,2,,6,0.06197911873459816,,-0.9573869705200195,1.3723243474960327,0.4769164063036442,0.5091372472677558,,4,3,0.5237492058969357,"Myles Straw",17620,664702
"Connor Wong","BOS","C",944,-8,6,3,,,1,,,4,,,,,,,-9.5600004196167,,-5,0.08902189897077584,"Connor Wong",19896,657136
"CJ Abrams","WSN","SS",1294.2,,,,1,,2,1,,4,,-0.807891309261322,5.887664794921875,-0.3209226727485657,4.758850634098053,3.6803613369393244,,-9,-7,-0.2814004703181201,"CJ Abrams",25768,682928
"Christian Walker","ARI","1B",1309.1,,,,1,,1,8,,9,,-0.35665661096572876,-0.5691801905632019,4.4044060707092285,3.478569447994232,2.612760291872854,,12,11,-0.29003368009180264,"Christian Walker",13419,572233
"J.P. Crawford","SEA","SS",1260,,,,1,,0,-4,,-3,,0.26168110966682434,-3.699877977371216,-1.5183811336755753,-4.956577748060226,-8.326794639136057,,-8,-8,-0.35842042470954283,"J.P. Crawford",15491,641487
"Jack Suwinski","PIT","CF",931.1,,,,,-4,0,-6,,-10,-2.1212310791015625,,-0.35176458954811096,0.7764092981815338,-1.6965863704681396,-2.3400643718948557,,2,2,-0.43728451942946034,"Jack Suwinski",22244,669261
"Alek Thomas","ARI","CF",920,,,,,1,-1,5,,5,0.22674329578876495,,2.422822952270508,0.470713110640645,3.120279386639595,4.3278826550943,,3,1,-0.6598959531514998,"Alek Thomas",23792,677950
"Shea Langeliers","OAK","C",1028,-7,-4,3,,,-4,,,-13,,,,,,,-10.380000114440918,,-10,-0.91346592662563,"Shea Langeliers",25816,669127
"Gleyber Torres","NYY","2B",1255.2,,,,-1,,-3,0,,-4,,-1.5070840120315552,0.6667560935020447,-1.3690601587295532,-2.2093884348869324,-2.125562863549112,,-4,-2,-1.077650578625014,"Gleyber Torres",16997,650402
"Luis García Jr.","WSN","2B",996.1,,,,0,,0,-6,,-6,,-0.9588376879692078,-4.187240123748779,1.7721872627735138,-3.3738905787467957,-2.9295653561178057,,-4,-5,-1.5676327979467028,"Luis Garcia Jr.",20391,671277
"Eddie Rosario","ATL","LF",1057,,,,,-2,-1,6,,3,-1.206745982170105,,-1.8303970098495483,0.07021874189376831,-2.966923952102661,-3.9306957390877084,,3,1,-1.9606241140806828,"Eddie Rosario",12155,592696
"Teoscar Hernández","SEA","RF",1160.1,,,,,1,-1,1,,1,0.2876371145248413,,4.224335193634033,0.4693753123283386,4.981346964836121,6.682580024492337,,0,2,-2.2883899934557648,"Teoscar Hernandez",13066,606192
"Brandon Nimmo","NYM","CF",1166.2,,,,,-2,-1,-4,,-7,0.7061355710029602,,-1.9459749460220337,-1.021370992064476,-2.2612094283103943,-2.5836917912049966,,-1,0,-2.961932251726868,"Brandon Nimmo",12927,607043
"Lane Thomas","WSN","RF",1292.2,,,,,3,0,-2,,1,-3.1450860500335693,,-4.007544040679932,0.8096714839339256,-6.342957973480225,-5.571438985087832,,-4,1,-3.83988114654637,"Lane Thomas",16939,657041
"Rafael Devers","BOS","3B",1293,,,,0,,0,-10,,-9,,-0.8676347732543945,0.46927309036254883,-2.426107093691826,-2.824468731880188,-2.890652297777609,,-8,-5,-3.9192908195502825,"Rafael Devers",17350,646240
"Max Muncy","LAD","3B",1052,,,,1,,-1,-1,,-3,,0.06250040978193283,-1.5433759689331055,-6.183356523513794,-7.664232797920704,-14.77965264905346,,-7,-4,-3.997789006562229,"Max Muncy",13301,571970
"Elias Díaz","COL","C",1004.2,-16,-4,4,,,-1,,,-16,,,,,,,-16.549999237060547,,-9,-4.287396669467304,"Elias Diaz",11680,553869
"Alex Verdugo","BOS","RF",1170,,,,,4,0,5,,9,6.63415002822876,,3.6281960010528564,0.30755098164081573,10.569896936416626,10.536469540125887,,1,0,-4.361853199142722,"Alex Verdugo",17027,657077
"Martín Maldonado","HOU","C",1006.2,-12,-1,-1,,,3,,,-10,,,,,,,-14.970000267028809,,-14,-4.375813114898667,"Martin Maldonado",6887,455117
"George Springer","TOR","RF",1137.2,,,,,-1,0,3,,2,2.2770509719848633,,0.5681992173194885,1.5914344191551208,4.436685085296631,5.405758777659006,,2,0,-4.568729282225048,"George Springer",12856,543807
"Ozzie Albies","ATL","2B",1314,,,,-1,,0,1,,0,,-0.8452103734016418,1.0646480321884155,-2.128000020980835,-1.9085623621940613,-2.460668382718259,,-10,-10,-4.868910262740615,"Ozzie Albies",16556,645277
"Paul Goldschmidt","STL","1B",1153.1,,,,-1,,2,2,,3,,-0.11454550176858902,-0.5811216235160828,-0.3709094077348709,-1.0665765181183815,-3.680532548147355,,3,2,-5.8528393306576705,"Paul Goldschmidt",9218,502671
"Carlos Santana","- - -","1B",1152.2,,,,0,,0,11,,11,,-0.15202020108699799,1.4656541645526886,-2.2716570422053337,-0.95802341401577,-1.19137836079599,,3,2,-6.031877397717863,"Carlos Santana",2396,467793
"Luis Arraez","MIA","2B",1124,,,,1,,0,3,,4,,0.970298171043396,0.4831210970878601,1.1972880363464355,2.6507071256637573,4.168240064965155,,-11,-8,-6.292756860774476,"Luis Arraez",18568,650333
"Seiya Suzuki","CHC","RF",1146.2,,,,,-3,2,3,,2,-0.7888032793998718,,1.8250290155410767,-0.7827834784984589,0.2534417510032654,0.36554098702394056,,1,-2,-6.455975377845628,"Seiya Suzuki",30116,673548
"Bryan Reynolds","PIT","LF",965,,,,,-3,0,5,,2,-0.7481644153594971,,1.1178539991378784,0.5669345334172249,0.9366245269775391,0.9608365625751263,,-3,-4,-6.4650686171805205,"Bryan Reynolds",19326,668804
"Christian Yelich","MIL","LF",1051,,,,,-6,-4,7,,-3,-3.8905019760131836,,3.9077820777893066,0.7186845662072301,0.7359638214111328,-0.0015715770961302056,,3,-4,-6.74383157981414,"Christian Yelich",11477,592885
"Ronald Acuña Jr.","ATL","RF",1361,,,,,2,1,-5,,-2,-0.3108522891998291,,-3.1898109912872314,0.20946568250656128,-3.2911972999572754,-3.275660622390882,,-8,-2,-6.94292454916424,"Ronald Acuna Jr.",18401,660670
"Hunter Renfroe","- - -","RF",1053,,,,,1,0,-10,,-9,2.9547605514526367,,-6.569695353507996,-0.6742811426520348,-4.289215326309204,-6.34407096288421,,-4,-3,-7.166529399103627,"Hunter Renfroe",15464,592669
"Freddie Freeman","LAD","1B",1378.1,,,,0,,0,-9,,-9,,0.11030299961566925,0.2785094976425171,1.2281142175197601,1.616926982998848,3.2660726572458563,,3,3,-7.327131548508415,"Freddie Freeman",5361,518692
"Ian Happ","CHC","LF",1338.1,,,,,3,2,-3,,2,4.213650226593018,,6.7415690422058105,-0.20579293370246887,10.749426364898682,11.397680245912992,,-7,-4,-7.478134856113448,"Ian Happ",17919,664023
"Juan Soto","SDP","LF",1345,,,,,1,1,-8,,-6,-0.9088900089263916,,-0.13341979682445526,-0.37112319469451904,-1.4134331345558167,-1.6215868677724812,,-7,-4,-7.659381030793088,"Juan Soto",20123,665742
"Nathaniel Lowe","TEX","1B",1409.1,,,,0,,0,3,,3,,0.18242430686950684,-1.6820249557495117,2.0403637439012527,0.5407626032829285,0.5944234738638112,,3,3,-7.783374817774999,"Nathaniel Lowe",19566,663993
"Dominic Smith","WSN","1B",1244.2,,,,0,,-1,5,,5,,0.4316161870956421,-1.340994954109192,6.038533970713615,5.129154086112976,2.354041369599024,,1,1,-7.9057860161838285,"Dominic Smith",15653,642086
"Ryan Noda","OAK","1B",935,,,,0,,-1,1,,0,,-0.18454550206661224,1.825592041015625,-0.8920996487140656,0.7489469200372696,1.0637413316487097,,-3,-2,-8.565019771781506,"Ryan Noda",23312,676116
"Pete Alonso","NYM","1B",1256.2,,,,0,,0,7,,6,,-0.034545451402664185,-1.1687239408493042,-0.3108350336551666,-1.5141043961048126,-1.6616470446813905,,0,-1,-9.19467720682497,"Pete Alonso",19251,624413
"Kyle Tucker","HOU","RF",1323.1,,,,,-4,6,-1,,1,-3.2371160984039307,,1.3325109481811523,0.7951760068535805,-1.109429121017456,-1.0592926995477812,,-4,-4,-9.210097077883555,"Kyle Tucker",18345,663656
"Adam Frazier","BAL","2B",948.2,,,,-1,,-1,-2,,-4,,-0.4674699008464813,-2.11503005027771,2.8353846073150635,0.2528845965862274,0.1526650555766219,,-15,-12,-9.288471577851068,"Adam Frazier",15223,624428
"Randy Arozarena","TBR","LF",1219.2,,,,,1,3,0,,4,-1.5584039688110352,,-1.1261130571365356,1.4095944166183472,-1.2749226689338684,-1.4177992081722925,,-5,-7,-10.16856558293388,"Randy Arozarena",19290,668227
"Ty France","SEA","1B",1360,,,,0,,2,-10,,-7,,0.08909091353416443,-0.8274127840995789,1.4822660684585571,0.743943840265274,1.4182850209056823,,-1,-1,-10.292497069956518,"Ty France",17982,664034
"Yandy Díaz","TBR","1B",986.1,,,,0,,0,1,,0,,-0.2990908920764923,1.5254809856414795,0.19980501756072044,1.426195114850998,2.1469019341095055,,-5,-3,-10.406715897991472,"Yandy Diaz",16578,650490
"José Abreu","HOU","1B",1184,,,,0,,0,-1,,-1,,-0.11454550176858902,1.5600039958953857,-1.65247043967247,-0.20701221376657486,-0.37531284442472834,,-5,-4,-12.161359776305126,"Jose Abreu",15676,547989
"Keibert Ruiz","WSN","C",1014.2,-8,0,-3,,,-3,,,-14,,,,,,,-11.15999984741211,,-22,-12.599361923767866,"Keibert Ruiz",19610,660688
"Nick Castellanos","PHI","RF",1292.1,,,,,-2,2,-9,,-9,-4.314159870147705,,-10.578310012817383,1.5938759446144104,-13.298593997955322,-14.995925289647172,,-5,-8,-12.744738733403818,"Nick Castellanos",11737,592206
"Matt Olson","ATL","1B",1426,,,,0,,3,3,,8,,-0.06565657258033752,1.154518961906433,-1.0777294039726257,0.011133015155792236,0.032002876861025854,,-4,-3,-13.340082622964095,"Matt Olson",14344,621566
"Andrew Vaughn","CHW","1B",1229.1,,,,0,,0,0,,0,,-0.22474749386310577,0.6510394215583801,3.1080271005630493,3.5343195647001266,2.254302960369416,,-7,-6,-13.752357720824666,"Andrew Vaughn",26197,683734
"Spencer Torkelson","DET","1B",1366.1,,,,0,,1,-12,,-11,,0.22909089922904968,-0.6630023717880249,-4.290415108203888,-4.724325925111771,-10.0699808128312,,-7,-4,-14.78225251241534,"Spencer Torkelson",27465,679529
"Triston Casas","BOS","1B",1037,,,,0,,0,-4,,-4,,0.028636369854211807,0.11863130331039429,1.2887457013130188,1.436013374477625,1.2848461867849295,,-10,-9,-14.883509883233472,"Triston Casas",22514,671213
"Bryan De La Cruz","MIA","LF",1159.1,,,,,-6,-3,0,,-9,-2.7870049476623535,,1.9299429655075073,-1.3290880471467972,-2.186150074005127,-2.8297697251452103,,-8,-12,-14.934912611209292,"Bryan De La Cruz",19600,650559
"Vladimir Guerrero Jr.","TOR","1B",1065,,,,0,,1,-7,,-6,,-0.012727280147373676,0.4393191933631897,-1.3529976606369019,-0.9264061646535993,-0.8988906953497685,,-13,-9,-16.940349543313623,"Vladimir Guerrero Jr.",19611,665489
"Andrew Benintendi","CHW","LF",1251.2,,,,,-3,1,-1,,-3,-2.205841064453125,,-0.6138619184494019,-0.5049018412828445,-3.324605107307434,-3.4343040042102464,,-11,-14,-17.218397311406488,"Andrew Benintendi",17901,643217
