Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,vFA (pi),ERA,xERA,FIP,xFIP,WAR,NameASCII,PlayerId,MLBAMID
"José Fernández","MIA",16,8,0,29,29,182.1,12.488116305105914,2.714807892414329,0.6416818654797505,0.33170731707317075,0.76642336,0.402439024,0.1,96.04316646716826,2.8628883229096562,2.9575655027271903,2.301953482980782,2.5626194488389573,6.349035739898682,"Jose Fernandez",11530,605228
"Noah Syndergaard","NYM",14,9,0,31,30,183.2,10.682394460977106,2.107077806523007,0.5390199039942576,0.33404255319148934,0.76923077,0.511677282,0.0859375,98.87287934843476,2.5970959010632413,2.78171451939606,2.2863063946501625,2.668503606030615,6.016122929751873,"Noah Syndergaard",11762,592789
"Max Scherzer","WSN",20,7,0,34,34,228.1,11.194160833298305,2.2072993192419195,1.2218978374374911,0.25523809523809526,0.81699346,0.329650092,0.119230769,95.10357310058855,2.956204445413285,2.7786192905158416,3.238531187811431,3.3701641579825137,5.629554271697998,"Max Scherzer",3137,453286
"Justin Verlander","DET",16,9,0,34,34,227.2,10.040995383289268,2.2532942395570403,1.1859443366089686,0.2545126353790614,0.79896907,0.336805555,0.109090909,94.21235658212561,3.0439237972963524,3.1180552324661335,3.4847741380981683,3.7836330130726323,5.366349697113037,"Justin Verlander",8700,434378
"Chris Sale","CHW",17,10,0,32,32,226.2,9.251471003430131,1.786764786070197,1.0720588716421182,0.27863247863247864,0.76563959,0.411666666,0.118942731,93.83623552452316,3.3352942673310344,3.5377193098730926,3.4597956910182868,3.579316444350613,5.298168659210205,"Chris Sale",10603,519242
"Rick Porcello","BOS",22,4,0,33,33,223,7.62780269058296,1.2914798206278026,0.9282511210762332,0.2685624012638231,0.74344023,0.43122102,0.093495934,92.42556698312237,3.1479820627802693,3.8080740934346045,3.3976814590762014,3.894263448896964,5.112099647521973,"Rick Porcello",2717,519144
"Jose Quintana","CHW",13,12,0,32,32,208,7.8317301946984665,2.1634613797509576,0.9519230070904213,0.29310344827586204,0.78996283,0.403685092,0.095238095,92.74541556103108,3.201922842031417,3.6086240803460683,3.560021890973201,4.03479960867727,4.910183906555176,"Jose Quintana",11423,500779
"Corey Kluber","CLE",18,9,0,32,32,215,9.502325581395349,2.386046511627907,0.9209302325581395,0.27056672760511885,0.7480315,0.444642857,0.108374384,93.07921749245473,3.13953488372093,3.326646335501961,3.258188289819762,3.500592715934266,4.901618957519531,"Corey Kluber",2429,446372
"Johnny Cueto","SFG",18,5,0,32,32,219.2,8.112291162695387,1.8437025369762243,0.6145675123254082,0.2926829268292683,0.77973568,0.501628664,0.084269662,92.49290385652642,2.786039389208517,3.5373032869832266,2.9553616012306687,3.4173203140981516,4.89079475402832,"Johnny Cueto",6893,456501
"Masahiro Tanaka","NYY",14,4,0,31,31,199.2,7.437395469973875,1.6227044661761183,0.99165272932985,0.2711571675302245,0.76388889,0.482293423,0.119565217,92.06819299768519,3.0651084361104455,3.600073215049055,3.512169722444427,3.6146932795527364,4.682737350463867,"Masahiro Tanaka",15764,547888
"David Price","BOS",17,9,0,35,35,230,8.921739130434782,1.9565217391304348,1.173913043478261,0.30974842767295596,0.73553719,0.437308868,0.135135135,93.7834962584317,3.991304347826087,3.718183236607667,3.6030821219734523,3.5150967559088833,4.399136543273926,"David Price",3184,456034
"Madison Bumgarner","SFG",15,9,0,34,34,226.2,9.966176246953262,2.1441175989461203,1.032352918011095,0.26527050610820246,0.79076621,0.395904436,0.106995884,91.57235258724428,2.739705820875598,3.2338105248635562,3.2436192041944887,3.53806470415828,4.297791957855225,"Madison Bumgarner",5524,518516
"Jon Lester","CHC",19,5,0,32,32,202.2,8.748354384938853,2.3092102945016264,0.932565695856426,0.25576923076923075,0.84884995,0.469465648,0.122093023,93.08759927486187,2.4424339653382585,3.066328716674105,3.408073514485296,3.474603089031839,4.234307765960693,"Jon Lester",4930,452657
"Kyle Hendricks","CHC",16,8,0,31,30,190,8.05263222564956,2.0842106936975333,0.7105263728514318,0.25,0.8150289,0.484435797,0.093167701,88.89146503922886,2.1315791185542956,2.7967856298907092,3.2044551243346153,3.589516840764363,4.166562611237168,"Kyle Hendricks",12049,543294
"Jon Gray","COL",10,10,0,29,29,168,9.910715185866145,3.1607145727897437,0.9642858018680575,0.3082191780821918,0.6639839,0.435374149,0.127659574,95.79704682917888,4.60714327559183,3.999657106651669,3.6048937578049953,3.6099515279588714,3.5533251762390137,"Jon Gray",14916,592351
"Ervin Santana","MIN",7,11,0,30,30,181.1,7.395221417956792,2.6305150010181877,0.9430148116857654,0.28489483747609945,0.74092742,0.425650557,0.098958333,93.57216152890696,3.3750003786648444,4.157233247672785,3.8083251629733796,4.209770116464922,3.4991955757141113,"Ervin Santana",3200,429722
"Aaron Sanchez","TOR",15,2,0,30,30,192,7.54687440022831,2.95312476530673,0.70312494412065,0.2673992673992674,0.76923077,0.543985637,0.107142857,95.38141335227273,2.99999976158144,4.134616566044299,3.5476020176377587,3.74647754642529,3.4975790977478027,"Aaron Sanchez",11490,592717
"Jake Arrieta","CHC",18,8,0,31,31,197.1,8.665540763894693,3.4662163055578774,0.7297297485385005,0.2406311637080868,0.74898785,0.526112185,0.111111111,94.37674197635135,3.1013514312886272,3.5557803565263355,3.5215603925086363,3.6829447254653713,3.473510980606079,"Jake Arrieta",4153,453562
"Jeremy Hellickson","PHI",12,10,0,32,32,189,7.333333925385161,2.1428573158593003,1.1428572351249602,0.27440147329650094,0.72478992,0.407272727,0.126984126,90.92877810846561,3.7142860141561207,4.42064238896315,3.9772482805958824,3.9920553778677137,3.3647830486297607,"Jeremy Hellickson",4371,476451
"Cole Hamels","TEX",15,5,0,32,32,200.2,8.97009944041054,3.4534882845580577,1.0764119328492647,0.2987012987012987,0.79103215,0.49641577,0.139534883,93.40350932459677,3.3189367929518996,4.217555591141508,3.9787862753699956,3.8516267858770403,3.2995853424072266,"Cole Hamels",4972,430935
"Marcus Stroman","TOR",9,10,0,32,32,204,7.323528863979499,2.382352762981283,0.9264705189371656,0.3081967213114754,0.68602694,0.600961538,0.16535433,93.72307148129921,4.367646732132352,3.946906558034493,3.710285830873568,3.408968671315873,3.292428970336914,"Marcus Stroman",13431,573186
"Tanner Roark","WSN",16,10,0,34,33,210,7.371429048460388,3.1285716310326066,0.7285714757199221,0.2689655172413793,0.79506803,0.487091222,0.093922651,92.99332007583307,2.828571611618521,3.930896788601779,3.789417567301773,4.17262585487903,3.2894887030124664,"Tanner Roark",8753,543699
"Robbie Ray","ARI",8,15,0,32,32,174.1,11.254301446550624,3.6653917555279554,1.2390056638404356,0.3522975929978118,0.68739054,0.456842105,0.154838709,95.03286092662871,4.904397419368391,4.272551612146299,3.7603270774306408,3.451539996585522,3.279719352722168,"Robbie Ray",11486,592662
"Michael Pineda","NYY",6,12,0,32,32,175.2,10.605312785912275,2.7153699403543508,1.3833016677276881,0.3390928725701944,0.70662768,0.457905544,0.16981132,94.7208590201168,4.815939139496396,3.899838888958621,3.7955167207893403,3.3049883787435683,3.19671368598938,"Michael Pineda",5372,501381
"Carlos Martinez","STL",16,9,0,31,31,195.1,8.017065055171852,3.225256056678331,0.6911262978596423,0.2857142857142857,0.79475983,0.564338235,0.106382978,97.15078614300626,3.040955710582426,3.3477395716202145,3.6073112480827794,3.8113199836441334,3.1855831146240234,"Carlos Martinez",11682,593372
"Kevin Gausman","BAL",9,12,0,30,30,179.2,8.71614075510621,2.354359859137884,1.4025973628906543,0.3081510934393638,0.81205312,0.440839694,0.153846153,95.44143914473685,3.6066789331473967,4.162395768754796,4.103888741641401,3.765146650657795,3.1023905277252197,"Kevin Gausman",14107,592332
"Julio Teheran","ATL",7,10,0,30,30,188,7.99468085106383,1.9627659574468086,1.053191489361702,0.26011560693641617,0.77752554,0.39089184,0.099547511,91.74430302612215,3.2074468085106385,3.7248510929125267,3.6891135743323793,4.125803814004076,3.0228285789489746,"Julio Teheran",6797,527054
"Jerad Eickhoff","PHI",11,14,0,33,33,197.1,7.616553661420994,1.9155404417945014,1.3682431727103583,0.2783687943262411,0.76410256,0.40651801,0.131004366,91.53634697094299,3.6486484605609553,3.597464398875976,4.190479247947958,4.147012549343594,2.974400043487549,"Jerad Eickhoff",12664,595191
"Drew Pomeranz","- - -",11,12,0,31,30,170.2,9.808593354912789,3.427734236931889,1.1601562032692545,0.2680652680652681,0.80139373,0.462068965,0.135802469,91.79124080773556,3.322265491180138,3.2222823662325077,3.8028103564094655,3.708048569169488,2.97133419662714,"Drew Pomeranz",11426,519141
"Chris Archer","TBR",9,19,0,33,33,201.1,10.415563966416514,2.9950334152356497,1.3410597381652163,0.29593810444874274,0.72511848,0.47761194,0.162162162,95.0976839182228,4.023179214495649,3.8410354345163755,3.8121233640064958,3.4055147376744617,2.923107385635376,"Chris Archer",6345,502042
"Kenta Maeda","LAD",16,11,0,32,32,175.2,9.170778519677324,2.5616699775634983,1.0246679910253993,0.28322440087145967,0.75555556,0.438818565,0.118343195,90.8156944048975,3.483871169486358,3.2757192902065033,3.579197979053742,3.7015121771483224,2.921157121658325,"Kenta Maeda",18498,628317
"Danny Duffy","KCR",12,3,0,42,26,179.2,9.417439636503374,2.103896089006073,1.3525046286467612,0.291220556745182,0.80941447,0.363636363,0.130434782,95.55306304400386,3.5064934816767885,4.010054929329883,3.8255956285010626,3.7909723705017537,2.9042539596557617,"Danny Duffy",3542,518633
"John Lackey","CHC",11,8,0,29,29,188.1,8.601769446893503,2.5327432260297535,1.0991149848808364,0.2546583850931677,0.76222981,0.410204081,0.129213483,92.54434782608696,3.3451325626808064,4.185884206497435,3.8102771611527015,3.7968803456437463,2.8752787113189697,"John Lackey",1507,407793
"J.A. Happ","TOR",20,4,0,32,32,195,7.523076923076923,2.769230769230769,1.0153846153846153,0.26788990825688075,0.79724409,0.424731182,0.111111111,92.8306966385011,3.1846153846153844,4.380541275036153,3.956816793099428,4.181375500177726,2.830728530883789,"J.A. Happ",7410,457918
"Gio González","WSN",11,11,0,32,32,177.1,8.678571677489652,2.994360988139704,0.9642857419432946,0.3155818540433925,0.67604356,0.475728155,0.125,91.84915593148358,4.567669303941922,4.2414021045518995,3.7612220546080413,3.796022695780512,2.7952234745025635,"Gio Gonzalez",7448,461829
"Ricky Nolasco","- - -",8,14,0,32,32,197.2,6.5564922427586305,2.0033726297318037,1.183811099386975,0.29431438127090304,0.68499534,0.431118314,0.110638297,91.20460401550132,4.416526024636022,4.304345650619541,4.143187675916668,4.413421271903078,2.792860984802246,"Ricky Nolasco",3830,445060
