"bpid","mlbid","Name","Age","Season","Team","G","PA","AB","H","1B","2B","3B","HR","TB","R","RBI","BB","K","HBP","SB","CS","SF","SH","GDP","GUILLEN"
102559,641487,"J.P. Crawford",26,2021,"SEA",159,687,619,169,123,37,0,9,233,89,54,58,114,5,3,6,1,4,11,39.3
102668,641857,"Ryan McMahon",26,2021,"COL",150,596,528,134,78,32,1,23,237,80,86,59,147,4,6,2,0,5,15,50
102704,641933,"Tyler O'Neill",26,2021,"STL",137,537,482,138,76,26,2,34,270,89,80,38,168,13,15,4,0,4,8,47.2
102745,642086,"Dominic Smith",26,2021,"NYM",144,493,446,109,78,20,0,11,162,43,58,32,112,9,2,1,0,6,14,51.2
103420,643396,"Isiah Kiner-Falefa",26,2021,"TEX",157,677,635,172,136,25,3,8,227,74,53,28,90,11,20,5,1,2,13,25.7
105147,657656,"Ramón Laureano",26,2021,"OAK",88,378,341,84,47,21,2,14,151,43,39,27,98,9,12,5,0,1,4,39.5
105432,660162,"Yoán Moncada",26,2021,"CHW",144,616,520,137,89,33,1,14,214,74,61,84,157,10,3,2,0,2,9,37.8
105437,664023,"Ian Happ",26,2021,"CHC",147,535,465,105,59,20,1,25,202,63,66,62,156,5,9,2,2,1,13,58.7
105439,656775,"Cedric Mullins",26,2021,"BAL",157,675,602,175,103,37,5,30,312,91,59,59,125,8,30,8,1,4,5,42.9
105574,643217,"Andrew Benintendi",26,2021,"KC",134,538,493,136,90,27,2,17,218,63,73,36,97,2,8,9,1,6,4,38.1
105993,664034,"Ty France",26,2021,"SEA",152,650,571,166,115,32,1,18,254,85,73,46,106,27,0,0,0,6,15,44.7
106969,664702,"Myles Straw",26,2021,,155,638,564,153,119,29,1,4,196,86,48,67,121,2,30,6,1,4,16,24.4
107284,664040,"Brandon Lowe",26,2021,"TB",149,615,535,132,62,31,0,39,280,97,99,68,167,9,7,1,0,3,4,53.6
107752,669242,"Tommy Edman",26,2021,"STL",159,691,641,168,113,41,3,11,248,91,56,38,95,6,30,5,2,4,4,31.9
107920,641658,"Garrett Hampson",26,2021,"COL",140,494,453,106,68,21,6,11,172,69,33,33,118,3,17,7,3,2,8,30.4
108112,670032,"Nicky Lopez",26,2021,"KC",147,565,497,149,120,21,6,2,188,78,43,49,74,4,22,1,12,3,9,28.2
108278,669221,"Sean Murphy",26,2021,"OAK",117,448,393,85,45,23,0,17,159,47,59,40,114,12,0,0,0,3,10,46.8
108612,669257,"Will Smith",26,2021,"LAD",129,501,414,107,61,19,2,25,205,71,76,58,101,18,3,0,0,11,11,46.5
108615,669256,"Nick Solak",26,2021,"TEX",127,511,458,111,80,18,2,11,166,57,49,34,107,15,7,5,2,2,12,42.1
108855,666915,"Bobby Dalbec",26,2021,"BOS",129,453,417,100,49,21,5,25,206,50,78,28,156,7,2,0,0,1,4,58
109040,668804,"Bryan Reynolds",26,2021,"PIT",159,646,559,169,102,35,8,24,292,93,90,75,119,8,5,2,0,4,12,36.6
109161,668227,"Randy Arozarena",26,2021,"TB",141,604,529,145,90,32,3,20,243,94,69,56,170,14,20,10,0,5,10,35.1
111306,660271,"Shohei Ohtani",26,2021,"LAA",155,639,537,138,58,26,8,46,318,103,100,96,189,4,26,10,0,2,7,53.4
67568,593871,"Jorge Polanco",27,2021,"MIN",151,644,588,158,88,35,2,33,296,97,98,45,118,5,11,6,0,6,6,51.5
69314,600474,"Pedro Severino",27,2021,"BAL",110,419,379,94,65,18,0,11,145,32,46,34,109,1,0,0,0,5,9,43.8
69338,600869,"Jeimer Candelario",27,2021,"DET",149,626,557,151,90,42,3,16,247,75,67,65,135,4,0,0,0,0,15,38.7
69615,606132,"Raimel Tapia",27,2021,"COL",133,533,487,133,99,26,2,6,181,69,50,40,70,1,20,6,1,4,8,21.7
69790,606466,"Ketel Marte",27,2021,"AZ",90,374,340,108,64,29,1,14,181,52,50,31,60,2,2,0,0,1,8,40.4
70399,596019,"Francisco Lindor",27,2021,"NYM",125,524,452,104,65,16,3,20,186,73,63,58,96,5,10,4,6,3,8,41.1
70607,608324,"Alex Bregman",27,2021,"HOU",91,400,348,94,65,17,0,12,147,54,55,44,53,4,1,0,0,4,13,35.2
70613,608336,"Joey Gallo",27,2021,,150,616,498,99,47,13,1,38,228,90,77,111,213,6,6,0,0,1,8,56.7
70635,608369,"Corey Seager",27,2021,"LAD",95,409,353,108,67,22,3,16,184,54,57,48,66,5,1,1,0,3,8,42.6
70646,608385,"Jesse Winker",27,2021,"CIN",110,485,423,129,72,32,1,24,235,77,71,53,75,9,1,0,0,0,14,45.5
100668,621566,"Matt Olson",27,2021,"OAK",156,673,565,153,79,35,0,39,305,101,111,88,113,9,4,1,0,11,21,48.5
105531,664056,"Harrison Bader",27,2021,"STL",102,401,367,98,60,21,1,16,169,45,50,27,85,5,9,4,0,2,6,42.2
105791,630105,"Jake Cronenworth",27,2021,"SD",152,643,567,151,90,33,7,21,261,94,71,55,90,10,4,3,3,3,11,38.3
105846,657557,"Paul DeJong",27,2021,"STL",113,402,356,70,40,10,1,19,139,44,45,35,103,9,4,1,0,2,7,56.8
105978,664058,"David Fletcher",27,2021,"LAA",157,665,626,164,132,27,3,2,203,74,47,31,60,1,15,3,6,1,12,25.7
106558,621028,"Kevin Newman",27,2021,"PIT",148,554,517,117,87,22,3,5,160,50,39,27,41,1,6,1,6,3,8,20
107095,664774,"LaMonte Wade Jr.",27,2021,"SF",108,381,336,85,47,17,3,18,162,52,56,33,89,5,6,1,4,3,6,59.6
107102,665120,"Jared Walsh",27,2021,"LAA",141,585,530,147,83,34,1,29,270,70,98,48,152,4,2,1,0,3,7,50
107168,621020,"Dansby Swanson",27,2021,"ATL",160,653,588,146,84,33,2,27,264,78,88,52,167,5,9,3,1,7,8,52.6
109138,666971,"Lourdes Gurriel Jr.",27,2021,"TOR",141,541,500,138,87,28,2,21,233,62,84,32,102,2,1,3,1,6,8,46.8
110699,668942,"Josh Rojas",27,2021,"AZ",138,550,484,128,82,32,3,11,199,69,44,58,137,0,9,4,1,3,8,27.5
66018,547180,"Bryce Harper",28,2021,"PHI",141,599,488,151,73,42,1,35,300,101,84,100,134,5,13,3,2,4,12,55.4
67049,592518,"Manny Machado",28,2021,"SD",153,640,564,157,96,31,2,28,276,92,106,63,102,2,12,3,0,11,10,44.6
67248,593428,"Xander Bogaerts",28,2021,"BOS",144,603,529,156,98,34,1,23,261,90,79,62,113,5,5,1,0,7,15,40
67574,593934,"Miguel Sanó",28,2021,"MIN",135,532,470,105,51,24,0,30,219,68,75,59,183,2,2,1,0,1,13,50
68066,595777,"Jurickson Profar",28,2021,"SD",137,412,353,80,57,17,2,4,113,47,33,49,65,6,10,5,1,2,12,23.4
68087,596142,"Gary Sánchez",28,2021,"NYY",117,440,383,78,41,13,1,23,162,54,54,52,121,5,0,0,0,0,14,50
68091,596146,"Max Kepler",28,2021,"MIN",121,490,426,90,46,21,4,19,176,61,54,54,96,6,10,0,0,4,3,50.8
68156,596748,"Maikel Franco",28,2021,"BAL",103,403,377,79,46,22,0,11,134,31,47,20,67,3,0,0,0,3,13,45.2
69667,606192,"Teoscar Hernández",28,2021,"TOR",142,595,550,163,102,29,0,32,288,92,116,36,148,7,12,4,0,2,7,51.1
70217,608070,"José Ramírez",28,2021,"CLE",152,636,552,147,74,32,5,36,297,111,103,72,87,7,27,4,0,5,13,40.5
70387,595879,"Javier Báez",28,2021,,138,547,502,133,82,18,2,31,248,80,87,28,184,13,18,5,0,3,13,45
70406,596115,"Trevor Story",28,2021,"COL",142,595,526,132,69,34,5,24,248,88,75,53,139,11,20,6,0,5,9,45.5
70430,605141,"Mookie Betts",28,2021,"LAD",121,550,466,123,68,29,3,23,227,93,58,68,86,11,10,5,0,5,8,45.2
70516,606992,"Eric Haase",28,2021,"DET",98,381,351,81,46,12,1,22,161,48,61,26,119,2,2,0,0,2,12,54.2
70524,607043,"Brandon Nimmo",28,2021,"NYM",91,385,324,95,67,17,3,8,142,51,28,54,78,5,5,4,2,0,4,35.3
70775,605137,"Josh Bell",28,2021,"WAS",144,568,498,130,78,24,1,27,237,75,88,65,101,2,0,0,0,3,24,41.3
70917,607208,"Trea Turner",28,2021,,148,646,595,195,130,34,3,28,319,107,77,41,110,6,32,5,0,4,18,47.7
101614,624424,"Michael Conforto",28,2021,"NYM",125,479,406,94,60,20,0,14,156,52,55,59,104,12,1,0,0,2,17,42.3
102503,641313,"Tim Anderson",28,2021,"CHW",123,551,527,163,115,29,2,17,247,94,61,22,119,1,18,7,0,1,6,29.8
103751,656941,"Kyle Schwarber",28,2021,,113,471,399,106,55,19,0,32,221,76,71,64,127,6,1,1,0,2,4,60.5
104744,656305,"Matt Chapman",28,2021,"OAK",151,622,529,111,66,15,3,27,213,75,72,80,202,4,3,2,0,9,7,48
104806,656555,"Rhys Hoskins",28,2021,"PHI",107,443,389,96,40,29,0,27,206,64,71,47,108,5,3,2,0,2,11,56.3
106503,664238,"Dylan Moore",28,2021,"SEA",121,377,332,60,35,11,2,12,111,42,43,40,111,4,21,5,0,1,7,45.2
109860,666969,"Adolis García",28,2021,"TEX",149,622,581,141,82,26,2,31,264,77,90,32,194,5,16,5,0,4,18,51.9
57850,527038,"Wilmer Flores",29,2021,"SF",139,436,389,102,67,16,1,18,174,57,53,41,56,3,1,0,0,3,11,50.9
59660,571771,"Enrique Hernández",29,2021,"BOS",134,585,508,127,69,35,3,20,228,84,60,61,110,9,1,0,0,7,6,39.3
60408,545341,"Randal Grichuk",29,2021,"TOR",143,545,511,123,75,25,1,22,216,59,81,27,114,3,0,3,0,4,17,52.5
60956,570482,"Gio Urshela",29,2021,"NYY",116,442,420,112,78,18,2,14,176,42,49,20,109,1,1,0,0,1,18,45.2
66013,546318,"Odúbel Herrera",29,2021,"PHI",124,492,450,117,75,27,2,13,187,59,51,29,77,6,6,1,1,5,8,32.2
66068,553882,"Omar Narváez",29,2021,"MIL",123,445,391,104,73,20,0,11,157,54,49,41,84,7,0,0,0,6,15,35.2
66110,553993,"Eugenio Suárez",29,2021,"CIN",145,574,505,100,46,23,0,31,216,71,79,56,171,8,0,1,0,5,15,56.3
66245,570256,"Gregory Polanco",29,2021,"PIT",107,382,336,70,45,12,2,11,119,38,36,36,104,2,14,1,0,8,8,34.2
66391,570731,"Jonathan Schoop",29,2021,"DET",156,674,623,173,120,30,1,22,271,85,84,37,133,6,2,0,0,8,16,40
66719,575929,"Willson Contreras",29,2021,"CHC",127,483,413,98,57,20,0,21,181,61,57,52,138,14,5,4,0,4,12,50.8
66955,592206,"Nick Castellanos",29,2021,"CIN",138,585,531,164,91,38,1,34,306,95,100,41,121,7,3,1,0,6,18,47.4
66995,592325,"Ben Gamel",29,2021,,119,400,340,84,55,18,3,8,132,43,26,51,105,3,3,6,2,4,8,34.9
67072,592626,"Joc Pederson",29,2021,,136,481,429,102,62,19,3,18,181,55,61,39,117,8,2,3,0,5,9,50.9
67098,592696,"Eddie Rosario",29,2021,,111,412,379,98,62,19,3,14,165,42,62,26,61,1,11,3,2,4,5,54.8
67156,592885,"Christian Yelich",29,2021,"MIL",117,475,399,99,69,19,2,9,149,70,51,70,113,3,9,3,0,3,6,37.1
68520,592178,"Kris Bryant",29,2021,,144,586,513,136,77,32,2,25,247,86,73,62,135,9,10,2,0,2,11,41.9
68603,592450,"Aaron Judge",29,2021,"NYY",148,633,550,158,95,24,0,39,299,89,98,75,158,3,6,1,0,5,16,61.8
68660,592669,"Hunter Renfroe",29,2021,"BOS",142,572,521,135,71,33,0,31,261,89,96,44,130,1,1,2,0,6,8,52.8
100661,621550,"Patrick Wisdom",29,2021,"CHC",106,375,338,78,37,13,0,28,175,54,61,32,153,4,4,1,0,0,7,64.8
101618,624428,"Adam Frazier",29,2021,,154,639,577,176,130,36,5,5,237,83,43,48,69,10,10,5,3,1,14,21.7
101657,624585,"Jorge Soler",29,2021,,149,602,516,115,61,27,0,27,223,74,70,67,142,6,0,0,0,5,12,48.6
102574,641531,"Hunter Dozier",29,2021,"KC",143,543,487,105,56,27,6,16,192,55,54,43,154,7,5,4,0,6,12,32.7
102653,641820,"Trey Mancini",29,2021,"BAL",147,616,556,142,87,33,1,21,240,77,71,51,143,8,0,0,0,1,23,42.9
103417,643393,"Tony Kemp",29,2021,"OAK",120,397,330,92,65,16,3,8,138,54,37,52,51,6,8,2,4,5,3,22.2
103451,643446,"Jeff McNeil",29,2021,"NYM",120,426,386,97,70,19,1,7,139,48,35,29,58,10,3,0,0,1,13,35.4
103726,650490,"Yandy Díaz",29,2021,"TB",133,541,465,119,85,20,1,13,180,62,64,69,85,3,1,1,0,4,12,45.2
57884,544725,"Leury García",30,2021,"CHW",123,474,415,111,80,22,4,5,156,60,54,41,97,4,6,2,9,5,14,26.7
58767,543877,"Christian Vázquez",30,2021,"BOS",132,498,458,118,88,23,1,6,161,51,49,33,84,2,8,4,1,4,18,35.3
59016,541645,"Avisaíl García",30,2021,"MIL",133,514,460,121,74,18,0,29,226,68,86,38,120,11,8,4,0,5,12,51.5
59586,571448,"Nolan Arenado",30,2021,"STL",157,653,593,151,80,34,3,34,293,81,105,50,96,3,2,0,0,7,20,55.6
59592,571466,"Tucker Barnhart",30,2021,"CIN",116,388,348,86,58,21,0,7,128,41,48,29,100,8,0,0,0,3,11,41.5
59688,542340,"Jonathan Villar",30,2021,"NYM",142,505,454,113,75,18,2,18,189,63,42,46,132,3,14,7,2,0,8,41.3
60635,571976,"Wil Myers",30,2021,"SD",146,500,442,113,70,24,2,17,192,56,63,54,141,0,8,5,0,4,11,35.7
66057,553869,"Elias Díaz",30,2021,"COL",106,371,338,83,46,18,1,18,157,52,44,30,60,2,0,0,0,1,17,57.7
66594,572191,"Michael A. Taylor",30,2021,"KC",140,528,483,118,89,16,1,12,172,58,54,33,144,5,14,7,2,5,10,31
67084,592663,"J.T. Realmuto",30,2021,"PHI",132,537,476,125,79,25,4,17,209,64,73,48,129,11,13,3,0,2,10,40.6
70262,543939,"Kolten Wong",30,2021,"MIL",115,492,445,121,73,32,2,14,199,70,50,31,83,13,12,5,0,3,2,34.3
70327,543760,"Marcus Semien",30,2021,"TOR",162,724,652,173,87,39,2,45,351,115,102,66,146,3,15,1,0,3,12,51.3
70362,571980,"Tyler Naquin",30,2021,"CIN",127,454,411,111,66,24,2,19,196,52,70,35,106,5,5,3,0,3,10,55.8
99903,572287,"Mike Zunino",30,2021,"TB",105,375,333,72,26,11,2,33,186,64,62,34,132,7,0,0,0,1,7,62.5
99914,571745,"Mitch Haniger",30,2021,"SEA",156,691,620,157,93,23,2,39,301,110,100,54,169,9,1,0,0,8,12,53.6
99953,573262,"Mike Yastrzemski",30,2021,"SF",139,532,468,105,49,28,3,25,214,75,71,51,131,9,4,0,1,3,3,49.3
100007,571970,"Max Muncy",30,2021,"LAD",143,592,497,124,60,26,2,36,262,95,94,83,120,11,2,1,0,1,9,50.5
100121,572233,"Christian Walker",30,2021,"AZ",115,445,401,98,64,23,1,10,153,55,46,38,106,4,0,0,0,2,9,25.5
100171,571657,"Kyle Farmer",30,2021,"CIN",145,529,483,127,87,22,2,16,201,60,63,22,97,18,2,3,1,5,17,40
100496,621035,"Chris Taylor",30,2021,"LAD",146,582,507,129,80,25,4,20,222,92,73,63,167,8,13,1,1,3,5,43.5
55877,514888,"Jose Altuve",31,2021,"HOU",146,678,601,167,103,32,1,31,294,117,83,66,91,4,5,3,1,6,10,40.2
56289,518692,"Freddie Freeman",31,2021,"ATL",159,695,600,180,122,25,2,31,302,120,83,85,107,8,8,3,0,2,13,45.8
56444,514917,"César Hernández",31,2021,,149,637,570,132,88,21,2,21,220,84,62,59,135,5,1,1,0,3,12,41.7
56761,516416,"Jean Segura",31,2021,"PHI",131,567,514,149,105,27,3,14,224,76,58,39,78,9,9,3,1,4,16,35.5
57302,520471,"Freddy Galvis",31,2021,,104,394,356,86,56,15,1,14,145,53,40,27,77,5,1,0,2,3,8,39.6
57335,521692,"Salvador Perez",31,2021,"KC",161,665,620,169,97,24,0,48,337,88,121,28,170,13,1,0,0,4,16,63.6
57514,519203,"Anthony Rizzo",31,2021,,141,576,496,123,75,23,3,22,218,73,61,52,87,23,6,2,0,5,19,54.8
57556,519317,"Giancarlo Stanton",31,2021,"NYY",139,579,510,139,85,19,0,35,263,64,97,63,157,3,0,0,0,3,22,67.2
57919,543257,"Robbie Grossman",31,2021,"DET",156,671,557,133,84,23,3,23,231,88,67,98,155,8,20,5,2,6,10,38.6
57988,543333,"Eric Hosmer",31,2021,"SD",151,565,509,137,97,28,0,12,201,53,65,48,99,5,5,4,1,2,14,37.7
58809,544369,"Didi Gregorius",31,2021,"PHI",103,408,368,77,46,16,2,13,136,35,54,25,67,8,3,0,0,7,8,42.9
59871,542583,"Jesús Aguilar",31,2021,"MIA",131,510,449,117,72,23,0,22,206,49,93,46,93,3,0,0,0,7,12,63.3
61044,578428,"Jose Iglesias",31,2021,,135,511,483,131,93,27,2,9,189,65,48,21,75,6,5,2,0,1,12,29.2
65980,543543,"Brad Miller",31,2021,"PHI",140,377,331,75,43,9,3,20,150,53,49,45,112,1,3,0,0,0,9,52.8
67119,592743,"Andrelton Simmons",31,2021,"MIN",130,451,412,92,77,12,0,3,113,37,31,32,62,3,1,0,3,1,15,29.7
67964,595281,"Kevin Kiermaier",31,2021,"TB",112,390,348,90,60,19,7,4,135,54,37,33,99,5,9,5,0,4,7,37
68302,598265,"Jackie Bradley Jr.",31,2021,"MIL",130,428,387,63,40,14,3,6,101,39,29,28,132,10,7,1,0,3,9,30.8
69508,605113,"Nick Ahmed",31,2021,"AZ",127,473,434,96,58,30,3,5,147,46,38,34,104,2,7,2,2,1,10,17.4
70301,543068,"C.J. Cron",31,2021,"COL",142,547,470,132,72,31,1,28,249,70,92,60,117,13,1,0,0,4,11,52.9
70317,543510,"James McCann",31,2021,"NYM",121,412,375,87,64,12,1,10,131,29,46,32,115,2,1,2,0,3,12,51.7
71213,607732,"Jacob Stallings",31,2021,"PIT",112,427,374,92,63,20,1,8,138,38,53,49,85,2,0,0,0,2,10,34.2
100666,621563,"Joey Wendle",31,2021,"TB",134,501,460,122,76,31,4,11,194,73,54,28,113,10,8,6,0,3,11,38.4
46980,462101,"Elvis Andrus",32,2021,"OAK",144,541,497,121,91,25,2,3,159,60,37,31,81,6,12,2,3,4,18,16.7
51611,500743,"Miguel Rojas",32,2021,"MIA",132,539,495,131,89,30,3,9,194,66,48,37,74,5,13,3,1,1,11,36.4
51653,500871,"Eduardo Escobar",32,2021,,146,599,549,139,80,26,5,28,259,77,90,48,124,1,1,0,0,1,5,49.4
56034,516782,"Starling Marte",32,2021,,119,526,467,145,103,27,3,12,214,89,55,43,99,13,47,5,1,2,6,36
59339,518934,"DJ LeMahieu",32,2021,"NYY",150,679,597,160,125,24,1,10,216,84,57,73,94,4,4,2,0,5,22,39.3
65870,518735,"Yasmani Grandal",32,2021,"CHW",92,374,278,67,35,9,0,23,145,60,62,87,81,3,0,0,1,5,16,50
66638,572816,"Corey Dickerson",32,2021,,109,365,336,91,62,18,5,6,137,43,29,25,68,3,6,5,0,1,8,39.5
66950,592192,"Mark Canha",32,2021,"OAK",141,625,519,120,77,22,4,17,201,93,61,77,128,27,12,2,0,2,10,34.4
67175,593160,"Whit Merrifield",32,2021,"KC",162,720,664,184,129,42,3,10,262,97,74,40,103,4,40,4,0,12,12,26.8
67744,594807,"Adam Duvall",32,2021,,144,555,513,117,60,17,2,38,252,67,113,35,174,4,5,0,0,3,7,68.7
67762,594838,"Phil Gosselin",32,2021,"LAA",103,373,345,90,69,14,0,7,125,40,47,24,81,3,4,2,0,1,3,30
50106,502054,"Tommy Pham",33,2021,"SD",155,561,475,109,68,24,2,15,182,74,49,78,128,4,14,6,0,4,10,40.5
51985,457708,"Justin Upton",33,2021,"LAA",88,362,318,67,38,12,0,17,130,47,41,39,107,1,4,1,0,3,11,51.1
52260,444482,"David Peralta",33,2021,"AZ",150,538,487,126,80,30,8,8,196,57,63,46,92,3,2,1,0,2,10,31.6
57951,543281,"Josh Harrison",33,2021,,137,558,505,141,98,33,2,8,202,58,60,31,75,18,9,5,0,3,9,27.6
59275,502110,"J.D. Martinez",33,2021,"BOS",148,634,570,163,90,42,3,28,295,92,99,55,150,3,0,0,0,5,19,42.4
59307,502671,"Paul Goldschmidt",33,2021,"STL",158,679,603,177,108,36,2,31,310,102,99,67,136,4,12,0,0,5,15,52.9
60672,572122,"Kyle Seager",33,2021,"SEA",159,670,603,128,63,29,1,35,264,73,101,59,161,4,3,1,0,4,8,52.1
60834,543228,"Yan Gomes",33,2021,,101,375,349,88,58,15,1,14,147,49,52,19,78,6,0,0,0,1,16,34.7
60932,572041,"AJ Pollock",33,2021,"LAD",116,422,384,114,65,27,1,21,206,53,69,30,80,6,9,1,0,2,4,52.8
65767,474832,"Brandon Belt",33,2021,"SF",97,381,325,89,44,14,2,29,194,65,59,48,103,7,3,2,0,1,10,60
46400,457705,"Andrew McCutchen",34,2021,"PHI",144,574,482,107,55,24,1,27,214,78,80,81,132,4,6,1,0,7,10,44.9
48082,455117,"Martín Maldonado",34,2021,"HOU",121,426,373,64,41,10,1,12,112,40,36,47,127,5,0,0,0,1,9,40
49264,488726,"Michael Brantley",34,2021,"HOU",121,508,469,146,106,29,3,8,205,68,47,33,53,5,1,0,0,1,16,27.9
57758,543063,"Brandon Crawford",34,2021,"SF",136,549,483,144,87,30,3,24,252,79,90,56,105,5,11,3,0,5,8,48.1
58548,457763,"Buster Posey",34,2021,"SF",113,454,395,120,79,23,0,18,197,68,56,56,87,1,0,0,0,2,15,45.6
102005,547989,"José Abreu",34,2021,"CHW",152,659,566,148,86,30,2,30,272,86,117,61,143,22,1,0,0,10,29,54.7
48929,467793,"Carlos Santana",35,2021,"KC",158,659,565,121,87,15,0,19,193,66,69,86,102,3,2,0,0,5,14,53
52804,453568,"Charlie Blackmon",35,2021,"COL",150,582,514,139,97,25,4,13,211,76,78,54,91,11,3,0,0,3,10,36.8
56185,518626,"Josh Donaldson",35,2021,"MIN",135,543,457,113,61,26,0,26,217,73,72,74,114,4,0,0,0,8,24,50.7
