Name,Team,Level,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,PlayerId
"Christian Bethancourt","PIT","AAA",29,92,331,363,93,60,18,1,14,46,60,28,0,73,2,2,0,13,4,1,0.280966767,"10028"
"Tomas Telis","MIN","AAA",30,101,423,453,125,99,12,2,12,51,50,26,0,58,3,1,0,6,5,1,0.295508274,"10067"
"Rafael Ortega","CHC","AAA",30,16,64,73,16,9,3,0,4,11,11,8,0,13,0,0,0,1,1,1,0.25,"10323"
"Wilfredo Tovar","NYM","AAA",29,100,355,407,98,75,16,0,7,52,51,45,0,46,3,4,0,20,13,4,0.276056338,"10416"
"Cheslor Cuthbert","CIN","AAA",28,97,302,350,67,37,13,1,16,42,47,43,0,68,5,0,0,10,1,1,0.221854304,"10473"
"Rocky Gale","CIN","AAA",33,26,77,80,16,13,3,0,0,1,3,1,0,15,1,0,1,4,0,0,0.207792207,"10533"
"Derek Dietrich","NYY","AAA",31,79,239,303,39,24,7,0,8,32,35,40,0,97,23,0,0,4,0,0,0.163179916,"10542"
"David Freitas","TBR","AAA",32,16,53,66,13,9,1,0,3,13,8,11,0,11,0,2,0,1,1,0,0.245283018,"10619"
"Carlos Perez","OAK","AAA",30,97,376,418,101,50,19,1,31,61,89,34,1,63,6,2,0,10,0,0,0.268617021,"10642"
"Rob Brantly","NYY","AAA",31,68,228,264,66,47,9,1,9,35,43,20,1,41,14,2,0,4,1,0,0.289473684,"10655"
"Ryan LaMarre","NYY","AAA",32,60,206,240,57,36,13,2,6,27,34,27,1,62,7,0,0,4,14,6,0.276699029,"10700"
"Arismendy Alcantara","SFG","AAA",29,71,232,255,65,33,10,5,17,43,52,21,0,82,0,2,0,3,2,0,0.280172413,"10711"
"Rangel Ravelo","LAD","AAA",29,26,91,113,37,21,8,0,8,20,27,17,0,11,3,2,0,2,0,0,0.406593406,"10839"
"Christian Colon","TOR","AAA",32,100,357,413,92,61,16,0,15,56,60,40,0,49,10,5,1,18,4,7,0.257703081,"11145"
"Elliot Soto","LAD","AAA",31,54,174,198,40,31,9,0,0,23,15,19,0,41,3,1,1,4,3,1,0.229885057,"11155"
"Mike Freeman","CIN","AAA",33,56,178,217,43,26,10,1,6,34,23,37,1,46,1,1,0,5,2,0,0.241573033,"11241"
"Matt Szczur","STL","AAA",31,30,102,112,19,10,3,1,5,8,11,7,0,29,0,1,1,1,0,0,0.186274509,"11255"
"Bryan Holaday","ARI","AAA",33,30,95,108,25,9,9,0,7,20,30,9,0,19,0,4,0,1,1,0,0.263157894,"11287"
"Adrian Sanchez","WSN","AAA",30,45,159,174,50,37,9,0,4,21,20,11,0,28,1,0,3,5,5,2,0.314465408,"11338"
"Delino DeShields","BOS","AAA",28,84,309,381,78,57,13,2,6,56,22,63,0,86,4,1,4,2,21,3,0.252427184,"11379"
"Drew Maggi","MIN","AAA",32,95,318,370,80,49,13,2,16,59,50,40,0,114,11,1,0,9,12,5,0.251572327,"11381"
"Tony Wolters","CHC","AAA",29,64,208,245,50,33,10,1,6,28,30,26,1,53,9,1,1,5,1,2,0.240384615,"11470"
"Henry Ramos","ARI","AAA",29,75,256,294,95,66,16,1,12,62,57,29,0,48,5,4,0,5,4,5,0.37109375,"11481"
"Andrew Romine","CHC","AAA",35,61,214,243,62,52,7,2,1,28,17,20,0,42,2,0,7,6,2,4,0.289719626,"1159"
"Yolmer Sanchez","ATL","AAA",29,102,310,355,67,46,9,3,9,36,35,35,0,88,7,1,2,10,6,3,0.216129032,"11602"
"Brandon Drury","NYM","AAA",28,56,214,236,55,32,14,0,9,28,32,19,0,49,1,2,0,5,0,0,0.257009345,"11615"
"Drew Robinson","SFG","AAA",29,38,96,111,11,5,3,0,3,13,8,14,0,61,0,1,0,0,1,0,0.114583333,"11761"
"Mason Williams","NYM","AAA",29,70,210,233,59,41,13,0,5,31,29,17,0,51,2,3,1,2,7,0,0.28095238,"11859"
"Yadiel Rivera","HOU","AAA",29,19,69,73,16,14,2,0,0,3,8,2,0,17,0,1,1,3,2,1,0.231884057,"11863"
"Orlando Calixte","NYM","AAA",29,64,196,220,46,34,10,0,2,27,24,20,0,45,0,3,1,3,13,4,0.234693877,"11905"
"Nick Martini","CHC","AAA",31,78,270,323,72,49,9,3,11,56,40,42,1,70,11,0,0,6,2,1,0.266666666,"12005"
"Niko Goodrum","DET","AAA",29,14,54,62,10,10,0,0,0,7,2,7,0,16,0,1,0,1,1,0,0.185185185,"12092"
"Juniel Querecuto","ARI","AAA",28,96,362,396,109,74,15,7,13,59,79,31,2,62,0,3,0,10,9,2,0.301104972,"12140"
"Eddie Rosario","ATL","AAA",29,13,51,53,10,4,2,0,4,7,16,2,0,6,0,0,0,2,0,0,0.196078431,"12155"
"Jorge Bonifacio","PHI","AAA",28,44,153,183,40,20,13,2,5,28,19,28,0,41,1,1,0,3,4,2,0.261437908,"12174"
"Jake Hager","NYM","AAA",28,82,308,344,74,36,23,0,15,49,45,32,0,79,1,3,0,8,7,0,0.24025974,"12198"
"Scott Schebler","LAA","AAA",30,69,255,285,55,30,14,0,11,31,40,17,0,86,12,1,0,5,3,1,0.215686274,"12225"
"Jace Peterson","MIL","AAA",31,17,55,64,13,4,4,0,5,12,19,9,0,19,0,0,0,2,1,0,0.236363636,"12325"
"Beau Taylor","CIN","AAA",31,75,198,234,46,34,8,0,4,21,23,28,1,56,5,2,1,7,0,0,0.232323232,"12384"
"Jason Krizan","SFG","AAA",32,110,431,480,136,93,26,1,16,67,73,39,0,70,1,8,1,14,1,0,0.315545243,"12394"
"Taylor Motter","BOS","AAA",31,82,259,319,81,38,18,1,24,59,63,56,3,63,2,2,0,11,0,0,0.312741312,"12399"
"T.J. Rivera","PIT","AAA",32,88,279,311,75,49,17,0,9,35,48,18,0,58,5,7,2,6,1,1,0.268817204,"12495"
"Jett Bandy","BOS","AAA",31,34,101,121,21,15,3,0,3,16,16,11,1,34,4,2,0,2,0,0,0.207920792,"12508"
"John Hicks","TEX","AAA",31,64,248,268,72,41,18,0,13,41,44,16,0,79,2,2,0,3,7,1,0.29032258,"12547"
"Dillon Thomas","SEA","AAA",28,94,335,395,90,57,19,1,13,68,47,41,1,117,18,1,0,5,12,1,0.268656716,"12719"
"Breyvic Valera","TOR","AAA",29,41,150,180,47,32,11,1,3,29,28,24,0,19,2,4,0,5,7,4,0.313333333,"12758"
"Andy Burns","LAD","AAA",30,54,177,216,41,22,12,1,6,36,24,36,0,52,1,2,0,0,10,2,0.231638418,"12779"
"Taylor Davis","BAL","AAA",31,52,157,180,39,31,6,0,2,22,22,22,2,21,1,0,0,8,0,0,0.248407643,"12782"
"Brian Goodwin","CHW","AAA",30,24,86,95,21,14,4,0,3,12,11,9,0,31,0,0,0,1,2,2,0.244186046,"12858"
"Gregory Polanco","TOR","AAA",29,24,91,101,34,18,7,0,9,15,24,8,0,19,2,0,0,1,5,0,0.373626373,"12907"
"Alen Hanson","SEA","AAA",28,40,138,156,38,24,6,6,2,25,15,14,0,27,1,1,2,3,5,1,0.275362318,"12926"
"Socrates Brito","NYY","AAA",28,107,375,419,94,67,16,2,9,57,53,32,0,95,6,6,0,5,23,3,0.250666666,"12944"
"Phillip Evans","PIT","AAA",28,38,127,144,32,22,10,0,0,18,10,15,0,29,1,1,0,4,0,0,0.251968503,"12950"
"Charlie Tilson","PHI","AAA",28,59,203,232,60,43,13,3,1,42,27,17,0,47,5,2,4,2,13,2,0.295566502,"12983"
"Erick Castillo","CHC","AAA",28,40,114,136,21,17,4,0,0,11,8,13,0,22,5,2,2,2,0,0,0.184210526,"12990"
"Mitch Walding","LAA","AAA",28,33,122,138,29,15,8,0,6,20,25,15,2,65,1,0,0,0,1,1,0.237704918,"13006"
"John Andreoli","SDP","AAA",31,45,139,171,28,15,6,3,4,23,19,30,0,62,1,1,0,1,6,3,0.201438848,"13012"
"Mikie Mahtook","CHW","AAA",31,106,367,410,92,47,18,1,26,60,62,31,1,102,7,4,1,8,8,2,0.250681198,"13130"
"Jose Briceno","COL","AAA",28,33,101,111,22,10,7,0,5,14,15,6,0,24,1,3,0,3,1,0,0.217821782,"13151"
"Marco Hernandez","CHW","AAA",28,97,334,354,89,64,18,2,5,35,34,10,0,60,2,7,1,2,1,2,0.266467065,"13154"
"Nicky Delmonico","CIN","AAA",28,19,68,77,15,8,5,0,2,7,10,9,0,23,0,0,0,3,0,0,0.220588235,"13157"
"Robel Garcia","HOU","AAA",28,32,117,136,19,7,6,0,6,13,18,17,1,45,1,1,0,3,0,0,0.162393162,"13167"
"Blake Swihart","WSN","AAA",29,70,177,204,35,22,6,2,5,26,17,26,0,51,0,1,0,1,2,2,0.197740112,"13176"
"Orlando Arcia","ATL","AAA",26,74,287,322,81,48,16,0,17,54,37,31,0,38,1,3,0,3,5,3,0.282229965,"13185"
"Jacob Wilson","OAK","AAA",30,69,259,301,66,32,17,2,15,43,52,32,0,62,6,4,0,8,0,0,0.254826254,"13254"
"Ildemaro Vargas","ARI","AAA",29,57,249,268,78,47,21,0,10,50,39,16,2,27,0,3,0,6,3,1,0.313253012,"13324"
"Deven Marrero","MIA","AAA",30,59,181,207,39,27,7,0,5,23,21,21,0,60,1,1,3,9,0,1,0.215469613,"13325"
