Name,Team,Level,Age,PA,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches,PlayerId
"Chris Owings","LAD","AAA",32,307,0.343195266,0.985074626,0.231213872,0.38150289,0.387283236,0.23880597,0.134328358,0.39325843,0.24719101,0.35955056,0.1075,485,715,1200,"10030"
"Tucker Barnhart","CIN","AAA",33,82,0.21875,0.84,0.245901639,0.344262295,0.409836065,0.4,0,0.47692308,0.21538462,0.30769231,0.10835913,128,195,323,"10200"
"Jose Iglesias","NYM","AAA",34,175,0.292307692,1.595238095,0.192592592,0.496296296,0.311111111,0.214285714,0.166666666,0.46715328,0.2189781,0.31386861,0.10638298,202,456,658,"10231"
"Rafael Ortega","CHW","AAA",33,313,0.335164835,0.868421052,0.260416666,0.34375,0.395833333,0.25,0.144736842,0.5,0.2371134,0.2628866,0.0794948,558,788,1346,"10323"
"Carlos Perez","OAK","AAA",33,468,0.258169934,0.746575342,0.22960725,0.329305135,0.441087613,0.287671232,0.184931506,0.54954955,0.22222222,0.22822823,0.08085345,665,1116,1781,"10642"
"Rob Brantly","TBR","AAA",34,179,0.289256198,0.886792452,0.206349206,0.373015873,0.42063492,0.113207547,0.094339622,0.51181102,0.17322835,0.31496063,0.15348837,214,431,645,"10655"
"Elliot Soto","LAA","AAA",34,468,0.297202797,1.560975609,0.265734265,0.447552447,0.286713286,0.231707317,0.048780487,0.36148649,0.25675676,0.38175676,0.10919849,710,1149,1859,"11155"
"Jake Marisnick","LAA","AAA",33,231,0.349206349,1.14,0.213235294,0.419117647,0.367647058,0.36,0.24,0.52517986,0.20863309,0.26618705,0.143026,301,545,846,"11339"
"Drew Maggi","DET","AAA",35,123,0.277777777,1.185185185,0.233766233,0.415584415,0.35064935,0.259259259,0.185185185,0.5,0.25641026,0.24358974,0.16122004,158,301,459,"11381"
"Dixon Machado","HOU","AAA",32,182,0.240310077,2.117647058,0.184615384,0.553846153,0.261538461,0.088235294,0.088235294,0.44360902,0.20300752,0.35338346,0.06056338,272,438,710,"11472"
"Yolmer Sanchez","NYM","AAA",32,399,0.274590163,1.148148148,0.304,0.372,0.324,0.209876543,0.111111111,0.49802372,0.20158103,0.30039526,0.10928962,650,997,1647,"11602"
"Nick Martini","CIN","AAA",34,100,0.333333333,1,0.245901639,0.37704918,0.37704918,0.130434782,0.304347826,0.39344262,0.3442623,0.26229508,0.0725,158,242,400,"12005"
"Niko Goodrum","TBR","AAA",32,243,0.381294964,1.525,0.298611111,0.423611111,0.277777777,0.125,0.175,0.42465753,0.23972603,0.33561644,0.13869347,377,618,995,"12092"
