Name,Team,Level,Age,PA,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches,PlayerId
"Christian Bethancourt","MIL","AAA",26,418,0.318936877,0.964539007,0.128930817,0.427672955,0.443396226,0.205673758,0.141843971,0.41744548,0.31464174,0.26791277,0.14206514,464,979,1443,"10028"
"Chris Owings","ARI","AAA",26,92,0.342465753,1.074074074,0.243243243,0.391891891,0.364864864,0.074074074,0.037037037,0.33783784,0.28378378,0.37837838,0.11782477,105,226,331,"10030"
"Tomas Telis","MIA","AAA",27,306,0.333333333,2.903846153,0.194444444,0.599206349,0.206349206,0.134615384,0.076923076,0.45669291,0.22047244,0.32283465,0.04930796,432,724,1156,"10067"
"Dustin Ackley","LAA","AAA",30,284,0.311004784,0.988095238,0.204761904,0.395238095,0.4,0.166666666,0.047619047,0.39719626,0.31775701,0.28504673,0.04177109,478,719,1197,"10099"
"Francisco Arcia","LAA","AAA",28,168,0.322033898,2.333333333,0.243697478,0.529411764,0.226890756,0.222222222,0.111111111,0.3968254,0.27777778,0.32539683,0.07757167,217,376,593,"10286"
"Hector Sanchez","SFG","AAA",28,89,0.3,1.095238095,0.266666666,0.383333333,0.35,0.095238095,0.047619047,0.50819672,0.2295082,0.26229508,0.11044776,131,204,335,"10289"
"Eury Perez","SFG","AAA",28,157,0.296,2.5,0.146341463,0.609756097,0.243902439,0.1,0.033333333,0.4015748,0.2519685,0.34645669,0.10294118,166,378,544,"10299"
"Danny Ortiz","PHI","AAA",28,418,0.271428571,0.866141732,0.191126279,0.375426621,0.433447098,0.196850393,0.118110236,0.45423729,0.24067797,0.30508475,0.11974922,500,1095,1595,"10317"
"Danny Santana","ATL","AAA",27,342,0.301310043,1.0625,0.178423236,0.423236514,0.398340248,0.145833333,0.166666666,0.44939271,0.25101215,0.29959514,0.14208909,406,896,1302,"10322"
"Rafael Ortega","MIA","AAA",27,328,0.303643724,0.99047619,0.153846153,0.421052631,0.425101214,0.238095238,0.019047619,0.44621514,0.27091633,0.28286853,0.05008078,489,749,1238,"10323"
"Rey Fuentes","ARI","AAA",27,342,0.316239316,1.309523809,0.181434599,0.464135021,0.354430379,0.19047619,0.071428571,0.475,0.25,0.275,0.11094564,539,804,1343,"10329"
"Slade Heathcott","OAK","AAA",27,120,0.394366197,0.884615384,0.309859154,0.323943661,0.366197183,0.153846153,0.038461538,0.43055556,0.36111111,0.20833333,0.20208333,171,309,480,"10336"
"Gift Ngoepe","TOR","AAA",28,159,0.298507462,1.08,0.235294117,0.397058823,0.367647058,0.36,0.08,0.4084507,0.22535211,0.36619718,0.14914773,308,396,704,"10340"
"Mike Ohlman","BOS","AAA",27,276,0.282608695,0.642857142,0.212328767,0.308219178,0.479452054,0.214285714,0.142857142,0.45945946,0.18918919,0.35135135,0.1088211,484,729,1213,"10347"
"Domingo Santana","MIL","AAA",25,227,0.424528301,1.210526315,0.236363636,0.418181818,0.345454545,0.026315789,0.210526315,0.40350877,0.27192982,0.3245614,0.15653041,420,583,1003,"10348"
"Tommy Joseph","TEX","AAA",26,357,0.30941704,0.574803149,0.173553719,0.301652892,0.524793388,0.181102362,0.16535433,0.45081967,0.30327869,0.24590164,0.11944647,492,881,1373,"10349"
"Wilfredo Tovar","STL","AAA",26,389,0.32278481,1.38317757,0.203125,0.4625,0.334375,0.289719626,0.046728971,0.38317757,0.23676012,0.38006231,0.04882943,533,962,1495,"10416"
"Rocky Gale","LAD","AAA",30,318,0.322448979,1.426829268,0.194331983,0.47368421,0.331983805,0.121951219,0.048780487,0.40392157,0.23921569,0.35686275,0.08913649,309,768,1077,"10533"
"Bryce Brentz","NYM","AAA",29,214,0.321428571,0.921568627,0.216,0.376,0.408,0.235294117,0.294117647,0.43307087,0.33858268,0.22834646,0.15285881,338,519,857,"10607"
"David Freitas","SEA","AAA",29,167,0.408695652,1.516129032,0.33898305,0.398305084,0.262711864,0.161290322,0.129032258,0.43697479,0.20168067,0.36134454,0.08970588,253,427,680,"10619"
"Carlos Perez","TEX","AAA",27,87,0.328125,1.125,0.25,0.397058823,0.352941176,0.333333333,0.166666666,0.5,0.30882353,0.19117647,0.06422018,117,210,327,"10642"
"Rob Brantly","CLE","AAA",28,246,0.254143646,1.295081967,0.226519337,0.436464088,0.337016574,0.196721311,0.032786885,0.4673913,0.23913043,0.29347826,0.13400901,285,603,888,"10655"
"Gio Urshela","NYY","AAA",26,240,0.322916666,1.285714285,0.25,0.421875,0.328125,0.174603174,0.031746031,0.35204082,0.25,0.39795918,0.10034602,285,582,867,"10681"
"Mike Olt","BOS","AAA",29,279,0.303030303,0.819672131,0.212765957,0.354609929,0.432624113,0.147540983,0.180327868,0.49305556,0.27777778,0.22916667,0.11769547,519,696,1215,"10698"
"Ryan LaMarre","MIN","AAA",29,104,0.390625,2.384615384,0.301587301,0.492063492,0.206349206,0.307692307,0,0.46875,0.234375,0.296875,0.10952381,151,269,420,"10700"
"Lane Adams","CHC","AAA",28,199,0.266055045,1.4,0.214953271,0.457943925,0.327102803,0.2,0,0.42201835,0.23853211,0.33944954,0.16774194,281,494,775,"10767"
"Tyler Saladino","MIL","AAA",28,154,0.31,0.851063829,0.147058823,0.392156862,0.460784313,0.170212765,0.063829787,0.42307692,0.23076923,0.34615385,0.07448494,250,381,631,"10807"
"Todd Cunningham","CHW","AAA",29,60,0.19047619,1.176470588,0.119047619,0.476190476,0.404761904,0.411764705,0,0.38636364,0.25,0.36363636,0.05855856,84,138,222,"10822"
"Rangel Ravelo","STL","AAA",26,399,0.327526132,1.148148148,0.22147651,0.416107382,0.362416107,0.166666666,0.12037037,0.39,0.3,0.31,0.07462687,615,926,1541,"10839"
"Phil Gosselin","ATL","AAA",29,325,0.303964757,1.272727272,0.229074889,0.431718061,0.339207048,0.142857142,0.064935064,0.43534483,0.24568966,0.31896552,0.07526882,485,817,1302,"10953"
"Christian Colon","ATL","AAA",29,368,0.311594202,1.411111111,0.21942446,0.456834532,0.323741007,0.211111111,0.066666666,0.4471831,0.28521127,0.26760563,0.06642066,540,815,1355,"11145"
"Cameron Rupp","MIN","AAA",29,334,0.289940828,0.833333333,0.218579234,0.355191256,0.426229508,0.192307692,0.192307692,0.4076087,0.26086957,0.33152174,0.14336409,553,856,1409,"11146"
"Elliot Soto","COL","AAA",28,268,0.336683417,2.354166666,0.190954773,0.567839195,0.24120603,0.208333333,0.020833333,0.40394089,0.2364532,0.35960591,0.07692308,359,629,988,"11155"
