Name,Team,Level,Age,PA,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches,PlayerId
"Chris Owings","PIT","AAA",31,371,0.311224489,0.939759036,0.229665071,0.373205741,0.397129186,0.096385542,0.180722891,0.45539906,0.30046948,0.24413146,0.1202957,592,896,1488,"10030"
"Billy Hamilton","CHW","AAA",32,113,0.266666666,0.74074074,0.20338983,0.33898305,0.457627118,0.555555555,0.037037037,0.38095238,0.22222222,0.3968254,0.12941176,155,270,425,"10199"
"Jose Iglesias","SDP","AAA",33,135,0.35,1.171428571,0.262135922,0.398058252,0.339805825,0.285714285,0.114285714,0.47115385,0.27884615,0.25,0.09626719,167,342,509,"10231"
"Rafael Ortega","NYM","AAA",32,339,0.253456221,0.989010989,0.188340807,0.403587443,0.408071748,0.362637362,0.098901098,0.51982379,0.18942731,0.2907489,0.07898352,582,874,1456,"10323"
"Jon Singleton","MIL","AAA",31,364,0.31372549,0.7,0.244444444,0.311111111,0.444444444,0.15,0.22,0.42731278,0.28193833,0.2907489,0.08782849,636,810,1446,"10441"
"Adeiny Hechavarria","KCR","AAA",34,141,0.244444444,0.88095238,0.168421052,0.389473684,0.442105263,0.19047619,0.142857142,0.5,0.29166667,0.20833333,0.15098039,177,333,510,"10459"
"Cesar Hernandez","SEA","AAA",33,164,0.369565217,1.56,0.296703296,0.428571428,0.274725274,0.2,0,0.38709677,0.24731183,0.3655914,0.0872093,289,399,688,"10556"
"David Freitas","LAD","AAA",34,129,0.325581395,0.631578947,0.303370786,0.269662921,0.426966292,0.052631578,0.131578947,0.40659341,0.2967033,0.2967033,0.08739837,206,286,492,"10619"
"Rob Brantly","TOR","AAA",33,177,0.304,1.307692307,0.285714285,0.404761904,0.309523809,0.307692307,0.025641025,0.48412698,0.21428571,0.3015873,0.07515337,258,394,652,"10655"
"Ryan LaMarre","MIN","AAA",34,108,0.280701754,1.3,0.206896551,0.448275862,0.344827586,0.2,0.15,0.41666667,0.31666667,0.26666667,0.1495098,150,258,408,"10700"
"Rangel Ravelo","SDP","AAA",31,258,0.331325301,1.612244897,0.247058823,0.464705882,0.288235294,0.142857142,0.163265306,0.37142857,0.26857143,0.36,0.08007813,427,597,1024,"10839"
"Elliot Soto","MIN","AAA",33,184,0.323809523,1.888888888,0.25,0.490384615,0.259615384,0.185185185,0.037037037,0.42201835,0.23853211,0.33944954,0.13210227,258,446,704,"11155"
"Kole Calhoun","LAD","AAA",35,266,0.337078651,0.848484848,0.34054054,0.302702702,0.356756756,0.166666666,0.136363636,0.4973262,0.20320856,0.29946524,0.12858556,405,606,1011,"11200"
"Jake Marisnick","CHW","AAA",32,145,0.348837209,1,0.209302325,0.395348837,0.395348837,0.176470588,0.058823529,0.36363636,0.38636364,0.25,0.12280702,225,345,570,"11339"
"Jesus Aguilar","ATL","AAA",33,241,0.328947368,0.963636363,0.31210191,0.337579617,0.350318471,0.181818181,0.09090909,0.38216561,0.27388535,0.34394904,0.08110781,411,600,1011,"11342"
"Delino DeShields","SEA","AAA",30,50,0.27027027,1.818181818,0.114285714,0.571428571,0.314285714,0.181818181,0,0.35135135,0.43243243,0.21621622,0.11173184,76,103,179,"11379"
"Gary Sanchez","NYM","AAA",30,106,0.307692307,0.772727272,0.264150943,0.320754716,0.415094339,0.454545454,0.045454545,0.43396226,0.22641509,0.33962264,0.09224319,214,263,477,"11442"
"Tony Wolters","MIN","AAA",31,215,0.312,1.54054054,0.265625,0.4453125,0.2890625,0.378378378,0.081081081,0.390625,0.234375,0.375,0.10854503,373,493,866,"11470"
"Dixon Machado","HOU","AAA",31,293,0.259459459,1.517857142,0.245989304,0.454545454,0.29946524,0.25,0.125,0.546875,0.19791667,0.25520833,0.05387755,537,688,1225,"11472"
"Henry Ramos","CIN","AAA",31,327,0.374384236,1.231884057,0.287037037,0.393518518,0.319444444,0.173913043,0.188405797,0.47926267,0.20737327,0.31336406,0.1210139,478,745,1223,"11481"
