Name,Team,Level,Age,PA,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches,PlayerId
"Christian Bethancourt","TOR","AAA",33,214,0.2,0.945454545,0.230215827,0.374100719,0.395683453,0.309090909,0.127272727,0.52083333,0.20138889,0.27777778,0.18251928,233,545,778,"10028"
"Max Stassi","SFG","AAA",34,84,0.346938775,1.4375,0.204081632,0.469387755,0.326530612,0.125,0.0625,0.48,0.16,0.36,0.11320755,133,185,318,"10059"
"Tucker Barnhart","TEX","AAA",34,125,0.256410256,1.032258064,0.202531645,0.405063291,0.392405063,0.193548387,0.064516129,0.43209877,0.37037037,0.19753086,0.09663866,204,272,476,"10200"
"Jon Singleton","HOU","AAA",33,472,0.244979919,0.75,0.210526315,0.338345864,0.451127819,0.25,0.15,0.46240602,0.29323308,0.2443609,0.11155982,835,1146,1981,"10441"
"Carlos Perez","CHC","AAA",34,465,0.290429042,0.700680272,0.233128834,0.31595092,0.450920245,0.31292517,0.183673469,0.59090909,0.21212121,0.1969697,0.08102109,713,1089,1802,"10642"
"Jurickson Profar","ATL","AAA",32,59,0.309523809,0.571428571,0.25,0.272727272,0.477272727,0.285714285,0.142857142,0.48888889,0.2,0.31111111,0.06167401,88,139,227,"10815"
"Yasmani Grandal","BOS","AAA",36,94,0.29032258,1.083333333,0.206349206,0.412698412,0.38095238,0.25,0.083333333,0.59375,0.28125,0.125,0.05744125,158,225,383,"11368"
"Gary Sanchez","BAL","AAA",32,57,0.375,1,0.189189189,0.405405405,0.405405405,0.133333333,0.4,0.60526316,0.28947368,0.10526316,0.10810811,82,140,222,"11442"
"Dixon Machado","CHC","AAA",33,331,0.264150943,2.478260869,0.238095238,0.542857142,0.219047619,0.152173913,0.086956521,0.5255814,0.2,0.2744186,0.06893996,561,788,1349,"11472"
"Yolmer Sanchez","LAA","AAA",33,492,0.32885906,1.25,0.27027027,0.405405405,0.324324324,0.229166666,0.041666666,0.40789474,0.26644737,0.32565789,0.11498258,766,1243,2009,"11602"
"Brandon Drury","LAA","AAA",32,201,0.275590551,1.021276595,0.2578125,0.375,0.3671875,0.234042553,0.063829787,0.49230769,0.21538462,0.29230769,0.07971014,337,491,828,"11615"
"Nick Martini","OAK","AAA",35,360,0.294117647,0.988235294,0.255506607,0.370044052,0.374449339,0.176470588,0.117647058,0.46753247,0.26839827,0.26406926,0.06284916,575,857,1432,"12005"
"Eddie Rosario","MIL","AAA",33,152,0.375,1.027777777,0.262626262,0.373737373,0.363636363,0.027777777,0.111111111,0.34653465,0.3960396,0.25742574,0.1102107,232,385,617,"12155"
"Ben Gamel","LAA","AAA",33,199,0.352380952,1.724137931,0.275229357,0.458715596,0.266055045,0.137931034,0.275862068,0.45132743,0.25663717,0.2920354,0.11330049,349,463,812,"12160"
"Jorge Alfaro","MIL","AAA",32,326,0.344827586,1.448275862,0.232432432,0.454054054,0.313513513,0.155172413,0.258620689,0.40740741,0.26455026,0.32804233,0.24789916,334,856,1190,"12180"
"James McCann","ATL","AAA",35,160,0.365384615,1.53125,0.256880733,0.449541284,0.293577981,0.09375,0.1875,0.45454545,0.28181818,0.26363636,0.13461538,172,400,572,"12859"
"Michael Perez","ARI","AAA",32,74,0.355555555,0.809523809,0.191489361,0.361702127,0.44680851,0.285714285,0.095238095,0.5106383,0.38297872,0.10638298,0.08680556,101,187,288,"12977"
"Ildemaro Vargas","ARI","AAA",33,241,0.263157894,1.961538461,0.197916666,0.53125,0.270833333,0.346153846,0.096153846,0.5255102,0.22959184,0.24489796,0.04068522,352,582,934,"13324"
