Name,Team,Level,Age,PA,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches,PlayerId
"Dixon Machado","CHC","AAA",30,522,0.326530612,1.410852713,0.212658227,0.460759493,0.326582278,0.186046511,0.046511627,0.44221106,0.27135678,0.28643216,0.06754698,771,1198,1969,"11472"
"Yolmer Sanchez","BOS","AAA",30,396,0.301724137,0.884210526,0.251046025,0.351464435,0.397489539,0.2,0.105263157,0.4244898,0.24081633,0.33469388,0.10111046,704,1007,1711,"11602"
"Stefen Romero","LAD","AAA",33,120,0.311688311,1.0625,0.153846153,0.435897435,0.41025641,0.1875,0.09375,0.475,0.125,0.4,0.13107822,183,290,473,"11746"
"Yadiel Rivera","ARI","AAA",30,85,0.228070175,1.9375,0.20338983,0.525423728,0.27118644,0.25,0.125,0.49152542,0.13559322,0.37288136,0.15488215,107,190,297,"11863"
"Niko Goodrum","HOU","AAA",30,62,0.413793103,1.625,0.275862068,0.448275862,0.275862068,0.125,0.25,0.58064516,0.12903226,0.29032258,0.08214286,128,152,280,"12092"
"Juniel Querecuto","CIN","AAA",29,432,0.293548387,1.115702479,0.2,0.421875,0.378125,0.107438016,0.09090909,0.41925466,0.23291925,0.34782609,0.10787671,629,1123,1752,"12140"
"Jorge Bonifacio","PHI","AAA",29,444,0.31174089,0.451388888,0.18359375,0.25390625,0.5625,0.25,0.104166666,0.45419847,0.2480916,0.29770992,0.13785558,693,1135,1828,"12174"
"Jake Hager","ARI","AAA",29,303,0.313432835,0.94117647,0.19117647,0.392156862,0.416666666,0.105882352,0.058823529,0.49275362,0.26086957,0.24637681,0.1030303,439,716,1155,"12198"
"Scott Schebler","COL","AAA",31,238,0.319148936,1.307692307,0.178082191,0.465753424,0.356164383,0.23076923,0.134615384,0.40268456,0.25503356,0.34228188,0.17945824,318,568,886,"12225"
"Cory Spangenberg","STL","AAA",31,414,0.334728033,1.554054054,0.231707317,0.467479674,0.300813008,0.175675675,0.135135135,0.437751,0.24497992,0.31726908,0.15052437,533,1088,1621,"12294"
"Beau Taylor","OAK","AAA",32,211,0.288288288,1.555555555,0.192982456,0.49122807,0.315789473,0.111111111,0.166666666,0.42735043,0.21367521,0.35897436,0.08731083,360,499,859,"12384"
"Jason Krizan","SFG","AAA",33,395,0.28169014,1.129629629,0.217687074,0.414965986,0.367346938,0.138888888,0.138888888,0.46153846,0.23076923,0.30769231,0.05423522,636,1005,1641,"12394"
"Taylor Motter","ATL","AAA",32,333,0.265625,0.644230769,0.181818181,0.320574162,0.497607655,0.23076923,0.192307692,0.46226415,0.25471698,0.28301887,0.07615658,571,834,1405,"12399"
"Kevin Pillar","LAD","AAA",33,176,0.305785123,0.745762711,0.201550387,0.341085271,0.457364341,0.20338983,0.169491525,0.52272727,0.25,0.22727273,0.08584337,258,406,664,"12434"
"John Hicks","CHC","AAA",32,387,0.316017316,0.93,0.212244897,0.379591836,0.408163265,0.2,0.2,0.45418327,0.29880478,0.24701195,0.20013523,487,992,1479,"12547"
"Alex Dickerson","ATL","AAA",32,357,0.274261603,1.389610389,0.248979591,0.436734693,0.314285714,0.168831168,0.155844155,0.42971888,0.17269076,0.39759036,0.11248186,480,898,1378,"12649"
"Dillon Thomas","HOU","AAA",29,492,0.344322344,1.347368421,0.228373702,0.442906574,0.328719723,0.094736842,0.189473684,0.36082474,0.3024055,0.33676976,0.14328507,795,1208,2003,"12719"
"Andy Burns","LAD","AAA",31,332,0.291666666,0.985714285,0.272251308,0.361256544,0.366492146,0.357142857,0.1,0.54,0.18,0.28,0.10644461,531,850,1381,"12779"
"Taylor Davis","PIT","AAA",32,144,0.320388349,2.208333333,0.222222222,0.535353535,0.242424242,0.208333333,0,0.4368932,0.21359223,0.34951456,0.0881295,214,342,556,"12782"
"Phillip Evans","NYY","AAA",29,400,0.265100671,1.105263157,0.2,0.42,0.38,0.271929824,0.078947368,0.47557003,0.21498371,0.30944625,0.08853119,545,946,1491,"12950"
"Michael Perez","NYM","AAA",29,92,0.264150943,1.647058823,0.181818181,0.509090909,0.309090909,0.235294117,0.117647058,0.56363636,0.27272727,0.16363636,0.12219451,166,235,401,"12977"
"Cam Gallagher","SDP","AAA",29,119,0.246575342,1.48,0.162162162,0.5,0.337837837,0.08,0.12,0.52631579,0.18421053,0.28947368,0.10560345,171,293,464,"12981"
"Erick Castillo","CHC","AAA",29,127,0.29032258,1.74074074,0.177777777,0.522222222,0.3,0.444444444,0,0.35789474,0.31578947,0.32631579,0.11872146,137,301,438,"12990"
"John Andreoli","MIN","AAA",32,421,0.270114942,0.876712328,0.259459459,0.345945945,0.394594594,0.260273972,0.205479452,0.46842105,0.24210526,0.28947368,0.10714286,825,1107,1932,"13012"
"Jose Briceno","KCR","AAA",29,141,0.298969072,0.928571428,0.181818181,0.393939393,0.424242424,0.452380952,0.095238095,0.55445545,0.16831683,0.27722772,0.13663366,155,350,505,"13151"
"Robel Garcia","CHC","AAA",29,165,0.371794871,0.742857142,0.314606741,0.292134831,0.393258426,0.257142857,0.342857142,0.55555556,0.21111111,0.23333333,0.13854595,315,414,729,"13167"
"Ildemaro Vargas","WSN","AAA",30,309,0.269709543,1.345238095,0.189300411,0.465020576,0.345679012,0.25,0.035714285,0.44897959,0.22857143,0.32244898,0.05696757,426,715,1141,"13324"
"Deven Marrero","NYM","AAA",31,166,0.280373831,0.977272727,0.179245283,0.405660377,0.415094339,0.227272727,0.068181818,0.38738739,0.27027027,0.34234234,0.09954751,251,412,663,"13325"
"Jake Lamb","LAD","AAA",31,276,0.358620689,1.148148148,0.275,0.3875,0.3375,0.203703703,0.277777777,0.46583851,0.24223602,0.29192547,0.1207483,470,706,1176,"13329"
"Stephen Piscotty","CIN","AAA",31,119,0.324675324,1.03125,0.197530864,0.407407407,0.395061728,0.125,0.15625,0.3902439,0.2804878,0.32926829,0.15529412,146,279,425,"13367"
"Erik Gonzalez","MIA","AAA",30,402,0.358156028,2.194444444,0.16967509,0.570397111,0.259927797,0.138888888,0.055555555,0.43356643,0.21328671,0.35314685,0.14596491,494,931,1425,"13369"
"Wynton Bernard","COL","AAA",31,475,0.352601156,1.643564356,0.25,0.466292134,0.283707865,0.207920792,0.207920792,0.46594005,0.18256131,0.35149864,0.09174312,673,1071,1744,"13408"
"Christian Lopes","OAK","AAA",29,216,0.351145038,0.614035087,0.303030303,0.265151515,0.431818181,0.175438596,0.035087719,0.45112782,0.27819549,0.27067669,0.12781065,326,519,845,"13472"
"Dwight Smith Jr.","CHW","AAA",29,60,0.292682926,2.09090909,0.19047619,0.547619047,0.261904761,0.363636363,0.09090909,0.47619048,0.30952381,0.21428571,0.12389381,84,142,226,"13473"
"Roman Quinn","KCR","AAA",29,61,0.346153846,0.5625,0.137931034,0.310344827,0.551724137,0.0625,0.25,0.53333333,0.26666667,0.2,0.124,120,130,250,"13546"
"Jose Peraza","BOS","AAA",28,259,0.25,0.58095238,0.205741626,0.291866028,0.502392344,0.285714285,0.047619047,0.46190476,0.2047619,0.33333333,0.08555556,301,599,900,"13593"
"Mallex Smith","TOR","AAA",29,91,0.277777777,2.25,0.22,0.54,0.24,0.166666666,0,0.33962264,0.30188679,0.35849057,0.13586957,141,227,368,"13608"
"Preston Tucker","ATL","AAA",31,311,0.29032258,1.52173913,0.209090909,0.477272727,0.313636363,0.318840579,0.130434782,0.44933921,0.16740088,0.38325991,0.08273092,489,756,1245,"13633"
"Terrance Gore","NYM","AAA",31,66,0.358974358,1.428571428,0.105263157,0.526315789,0.368421052,0.5,0,0.51219512,0.24390244,0.24390244,0.08015267,98,164,262,"13658"
"Jack Lopez","DET","AAA",29,311,0.252941176,1.169230769,0.184971098,0.439306358,0.375722543,0.138461538,0.092307692,0.43258427,0.21910112,0.34831461,0.18101368,363,880,1243,"13663"
"David Dahl","MIL","AAA",28,359,0.34347826,1.209876543,0.241525423,0.415254237,0.343220338,0.185185185,0.12345679,0.41949153,0.25423729,0.32627119,0.13135915,456,861,1317,"13744"
"Elier Hernandez","TEX","AAA",27,351,0.336065573,1.283950617,0.26,0.416,0.324,0.12345679,0.160493827,0.46692607,0.25291829,0.28015564,0.12675018,474,883,1357,"13750"
"Travis Jankowski","NYM","AAA",31,165,0.319148936,2.75,0.184782608,0.597826086,0.217391304,0.25,0.05,0.28421053,0.24210526,0.47368421,0.04664723,302,384,686,"13768"
"Rob Refsnyder","BOS","AAA",31,182,0.386138613,1.612903225,0.235849056,0.471698113,0.29245283,0.096774193,0.193548387,0.46728972,0.20560748,0.3271028,0.07088608,334,456,790,"13770"
"Eric Stamets","TOR","AAA",30,224,0.239669421,0.639344262,0.180327868,0.319672131,0.5,0.344262295,0.081967213,0.5859375,0.2265625,0.1875,0.12035011,321,593,914,"13795"
"Anthony Bemboom","BAL","AAA",32,137,0.265957446,0.921052631,0.215053763,0.376344086,0.40860215,0.236842105,0.078947368,0.42105263,0.28421053,0.29473684,0.11485149,180,325,505,"13854"
"Albert Almora Jr.","CIN","AAA",28,83,0.328767123,1.25,0.239436619,0.422535211,0.338028169,0.166666666,0,0.39726027,0.2739726,0.32876712,0.09027778,85,203,288,"14109"
"Greg Bird","NYY","AAA",29,240,0.278571428,1.051724137,0.179310344,0.420689655,0.4,0.137931034,0.103448275,0.34693878,0.21768707,0.43537415,0.1260745,403,644,1047,"14131"
"Tim Lopes","COL","AAA",28,299,0.328125,0.932432432,0.270408163,0.352040816,0.37755102,0.175675675,0.121621621,0.38916256,0.26600985,0.34482759,0.13362445,415,730,1145,"14137"
"Daniel Robertson","MIN","AAA",28,229,0.251748251,1.140350877,0.158620689,0.448275862,0.393103448,0.210526315,0.105263157,0.40268456,0.24161074,0.3557047,0.12817552,323,543,866,"14145"
"Wilmer Difo","ARI","AAA",30,306,0.286919831,1.424657534,0.268595041,0.429752066,0.301652892,0.150684931,0.09589041,0.3755102,0.26530612,0.35918367,0.10564663,383,715,1098,"14320"
"Lewis Brinson","SFG","AAA",28,373,0.372641509,1.202380952,0.195652173,0.439130434,0.365217391,0.19047619,0.261904761,0.53389831,0.24152542,0.22457627,0.15603799,523,951,1474,"14352"
"Joey Meneses","WSN","AAA",30,414,0.32103321,1.133333333,0.224913494,0.411764705,0.363321799,0.085714285,0.19047619,0.42268041,0.20962199,0.36769759,0.11708861,555,1025,1580,"14366"
"Ronald Guzman","NYY","AAA",27,373,0.314285714,1.048192771,0.24778761,0.384955752,0.367256637,0.228915662,0.192771084,0.39035088,0.23245614,0.37719298,0.15782219,523,928,1451,"14388"
"Joe Hudson","TBR","AAA",31,165,0.253164556,0.8,0.2,0.355555555,0.444444444,0.2,0.275,0.50549451,0.21978022,0.27472527,0.09543011,317,427,744,"14412"
"Scott Heineman","SEA","AAA",29,112,0.293103448,1.25,0.237288135,0.423728813,0.33898305,0.25,0.1,0.36666667,0.23333333,0.4,0.1371308,167,307,474,"14453"
"Jake Cave","MIN","AAA",29,373,0.342592592,1.793103448,0.276785714,0.464285714,0.258928571,0.051724137,0.24137931,0.40086207,0.25862069,0.34051724,0.12031558,613,908,1521,"14477"
"Pedro Severino","MIL","AAA",28,126,0.367816091,1.09090909,0.233333333,0.4,0.366666666,0.303030303,0.121212121,0.57142857,0.1978022,0.23076923,0.14110429,165,324,489,"14523"
"Nomar Mazara","SDP","AAA",27,152,0.425531914,1.242424242,0.267326732,0.405940594,0.326732673,0.03030303,0.212121212,0.38235294,0.29411765,0.32352941,0.09710392,231,356,587,"14553"
"Wyatt Mathisen","SFG","AAA",28,134,0.212121212,0.631578947,0.126760563,0.338028169,0.535211267,0.210526315,0.131578947,0.45070423,0.28169014,0.26760563,0.11900533,237,326,563,"14555"
"Franchy Cordero","BOS","AAA",27,136,0.436619718,0.939393939,0.179487179,0.397435897,0.423076923,0.121212121,0.212121212,0.32051282,0.33333333,0.34615385,0.19548872,193,339,532,"14567"
"David Bote","CHC","AAA",29,160,0.320388349,1.352941176,0.23076923,0.442307692,0.326923076,0.176470588,0.088235294,0.54285714,0.22857143,0.22857143,0.14505119,206,380,586,"14593"
"Webster Rivas","SDP","AAA",31,55,0.371428571,1.2,0.352941176,0.352941176,0.294117647,0.1,0,0.28571429,0.25714286,0.45714286,0.06944444,87,129,216,"14636"
"Tzu-Wei Lin","NYM","AAA",28,106,0.193548387,1.16,0.142857142,0.46031746,0.396825396,0.04,0.08,0.29230769,0.26153846,0.44615385,0.09280742,172,259,431,"14678"
"Brett Phillips","BAL","AAA",28,88,0.324324324,0.823529411,0.279069767,0.325581395,0.395348837,0.058823529,0.352941176,0.41860465,0.30232558,0.27906977,0.10723192,177,224,401,"14735"
"JaCoby Jones","KCR","AAA",30,137,0.338235294,0.903225806,0.169014084,0.394366197,0.436619718,0.096774193,0.129032258,0.45833333,0.19444444,0.34722222,0.13924051,202,351,553,"14818"
"Pat Valaika","ATL","AAA",29,466,0.286604361,0.819548872,0.248447204,0.338509316,0.413043478,0.278195488,0.075187969,0.38066465,0.24471299,0.37462236,0.1271777,619,1103,1722,"14885"
"Daniel Palka","NYM","AAA",30,445,0.294339622,1.301886792,0.146853146,0.482517482,0.37062937,0.235849056,0.245283018,0.35051546,0.3024055,0.34707904,0.12595644,648,1051,1699,"14897"
"Andrew Knapp","SFG","AAA",30,230,0.278571428,0.879310344,0.278145695,0.337748344,0.38410596,0.137931034,0.206896551,0.36842105,0.28947368,0.34210526,0.14553991,305,547,852,"14942"
"Johan Camargo","PHI","AAA",28,167,0.237288135,1.102040816,0.134453781,0.453781512,0.411764705,0.204081632,0.040816326,0.45833333,0.20833333,0.33333333,0.07213579,283,424,707,"14950"
"Zach Green","SEA","AAA",28,378,0.275700934,0.988372093,0.259740259,0.367965367,0.372294372,0.116279069,0.209302325,0.45689655,0.23275862,0.31034483,0.16981132,591,946,1537,"14973"
"Dom Nunez","COL","AAA",27,285,0.287356321,0.931506849,0.20338983,0.38418079,0.412429378,0.164383561,0.06849315,0.40223464,0.22905028,0.36871508,0.09731544,475,717,1192,"15055"
"Jonathan Davis","MIL","AAA",30,221,0.35971223,1.319148936,0.232394366,0.436619718,0.330985915,0.127659574,0.085106382,0.42361111,0.24305556,0.33333333,0.08571429,378,567,945,"15104"
"Tim Locastro","NYY","AAA",29,191,0.293650793,0.892857142,0.16535433,0.393700787,0.440944881,0.303571428,0.053571428,0.48837209,0.21705426,0.29457364,0.11360449,236,477,713,"15124"
"Dustin Peterson","PHI","AAA",27,448,0.303448275,1.368932038,0.170068027,0.479591836,0.350340136,0.194174757,0.08737864,0.43143813,0.21070234,0.35785953,0.1127907,662,1058,1720,"15189"
"Jake Bauers","NYY","AAA",26,244,0.241666666,0.886792452,0.206349206,0.373015873,0.42063492,0.358490566,0.150943396,0.484375,0.1953125,0.3203125,0.10334928,416,629,1045,"15194"
"Brandon Dixon","SDP","AAA",30,114,0.389830508,0.8125,0.183098591,0.366197183,0.450704225,0.21875,0.40625,0.43055556,0.27777778,0.29166667,0.12470024,175,242,417,"15214"
"Austin Wynns","PHI","AAA",31,134,0.421686746,0.882352941,0.247058823,0.352941176,0.4,0.264705882,0.088235294,0.38372093,0.23255814,0.38372093,0.06595365,238,323,561,"15271"
"Jack Mayfield","LAA","AAA",31,241,0.28488372,1.446428571,0.230337078,0.455056179,0.314606741,0.214285714,0.107142857,0.51396648,0.16201117,0.32402235,0.11285266,334,623,957,"15402"
"Aristides Aquino","CIN","AAA",28,91,0.432432432,0.578947368,0.302325581,0.255813953,0.441860465,0.210526315,0.421052631,0.46666667,0.15555556,0.37777778,0.20430108,128,244,372,"15482"
"Justin Williams","PHI","AAA",26,74,0.285714285,6,0.166666666,0.714285714,0.119047619,0.2,0,0.33333333,0.23809524,0.42857143,0.12052117,122,185,307,"15490"
"Jamie Westbrook","MIL","AAA",27,511,0.286549707,1.241935483,0.205714285,0.44,0.354285714,0.266129032,0.088709677,0.40677966,0.24011299,0.35310734,0.11643483,718,1223,1941,"15504"
"Franklin Barreto","HOU","AAA",26,274,0.246268656,1.150943396,0.179856115,0.43884892,0.381294964,0.245283018,0.113207547,0.47857143,0.23571429,0.28571429,0.18314703,424,739,1163,"15519"
"Joseph Odom","SEA","AAA",30,238,0.368932038,1.108108108,0.303571428,0.366071428,0.330357142,0.162162162,0.27027027,0.36283186,0.27433628,0.36283186,0.18543689,387,643,1030,"15535"
"Tyler White","MIL","AAA",31,437,0.254826254,0.725,0.238970588,0.319852941,0.44117647,0.216666666,0.133333333,0.44890511,0.22262774,0.32846715,0.07920792,759,1160,1919,"15564"
"Mike Ford","ATL","AAA",29,137,0.276595744,1.142857142,0.210526315,0.421052631,0.368421052,0.228571428,0.057142857,0.375,0.30208333,0.32291667,0.04735883,253,296,549,"15585"
"Willians Astudillo","MIA","AAA",30,315,0.280632411,0.76,0.17293233,0.357142857,0.469924812,0.312,0.128,0.5464684,0.21189591,0.24163569,0.0452099,293,636,929,"15608"
"Dominic Smith","NYM","AAA",27,248,0.305882352,0.692307692,0.245714285,0.308571428,0.445714285,0.192307692,0.128205128,0.34636872,0.30167598,0.35195531,0.08700322,359,572,931,"15653"
"Billy McKinney","OAK","AAA",27,293,0.397435897,0.896551724,0.333333333,0.315151515,0.351515151,0.155172413,0.206896551,0.51190476,0.22619048,0.26190476,0.12921811,490,725,1215,"15654"
"Gosuke Katoh","NYM","AAA",27,329,0.261904761,1.152941176,0.156682027,0.451612903,0.391705069,0.211764705,0.105882352,0.42533937,0.23529412,0.33936652,0.1097852,463,794,1257,"15697"
"Allen Cordoba","CIN","AAA",26,114,0.173333333,0.777777777,0.157894736,0.368421052,0.47368421,0.388888888,0.083333333,0.44871795,0.23076923,0.32051282,0.14414414,154,290,444,"15722"
"Tyler Wade","LAA","AAA",27,174,0.276190476,0.930232558,0.216981132,0.37735849,0.405660377,0.162790697,0.093023255,0.36697248,0.19266055,0.44036697,0.0746888,304,419,723,"15730"
"Jose Godoy","MIN","AAA",27,193,0.276422764,1.769230769,0.15625,0.5390625,0.3046875,0.256410256,0.153846153,0.40310078,0.23255814,0.36434109,0.10756972,262,491,753,"15808"
"Erick Mejia","SEA","AAA",27,521,0.302857142,1.310924369,0.238227146,0.432132963,0.329639889,0.302521008,0.12605042,0.46195652,0.23369565,0.30434783,0.09032892,716,1321,2037,"15817"
"Miguel Andujar","NYY","AAA",27,297,0.286956521,1.31707317,0.198312236,0.455696202,0.345991561,0.365853658,0.158536585,0.52066116,0.22727273,0.25206612,0.08844765,359,749,1108,"15878"
"Luis Torrens","SEA","AAA",26,68,0.333333333,1.916666666,0.222222222,0.511111111,0.266666666,0.166666666,0.25,0.44444444,0.22222222,0.33333333,0.12411348,105,177,282,"15905"
"Travis Demeritte","ATL","AAA",27,158,0.317647058,1,0.218390804,0.390804597,0.390804597,0.294117647,0.058823529,0.4137931,0.18390805,0.40229885,0.11614731,261,445,706,"15958"
"Ivan Castillo","KCR","AAA",27,447,0.264094955,1.059701492,0.185840707,0.418879056,0.395280235,0.19402985,0.044776119,0.4,0.25217391,0.34782609,0.07758094,607,1030,1637,"15971"
"Ryder Jones","CHW","AAA",28,242,0.263157894,1.208333333,0.237410071,0.417266187,0.345323741,0.270833333,0.145833333,0.52142857,0.16428571,0.31428571,0.15084388,330,618,948,"15982"
"Clint Frazier","CHC","AAA",27,265,0.279411764,1.2,0.197080291,0.437956204,0.364963503,0.14,0.12,0.54609929,0.21985816,0.23404255,0.14768683,457,667,1124,"15983"
"Deivy Grullon","BOS","AAA",26,63,0.354838709,1.083333333,0.264705882,0.382352941,0.352941176,0.333333333,0.25,0.52941176,0.23529412,0.23529412,0.22083333,86,154,240,"15988"
"Kean Wong","LAA","AAA",27,565,0.340482573,2.137931034,0.25613079,0.506811989,0.23705722,0.126436781,0.034482758,0.40583554,0.23342175,0.36074271,0.11469534,856,1376,2232,"15994"
"Mark Payton","CHW","AAA",30,539,0.300531914,1.013157894,0.227272727,0.388888888,0.383838383,0.197368421,0.164473684,0.49876543,0.23209877,0.2691358,0.08446602,768,1292,2060,"16042"
"Taylor Gushue","WSN","AAA",28,208,0.29245283,0.833333333,0.19266055,0.366972477,0.440366972,0.1875,0.083333333,0.5045045,0.18918919,0.30630631,0.16326531,342,540,882,"16098"
"Derek Fisher","MIN","AAA",28,108,0.218181818,1.263157894,0.232142857,0.428571428,0.339285714,0.210526315,0.157894736,0.44827586,0.22413793,0.32758621,0.16263736,180,275,455,"16192"
"Alex Blandino","SEA","AAA",29,285,0.3,1.081632653,0.23880597,0.395522388,0.365671641,0.183673469,0.081632653,0.55223881,0.2238806,0.2238806,0.09170654,567,687,1254,"16271"
"Nick Ciuffo","CHW","AAA",27,151,0.382022471,1.322580645,0.225806451,0.440860215,0.333333333,0.29032258,0.161290322,0.35106383,0.25531915,0.39361702,0.14260563,187,381,568,"16291"
"Yairo Munoz","PHI","AAA",27,292,0.357142857,1.345679012,0.166666666,0.478070175,0.355263157,0.24691358,0.074074074,0.41304348,0.27826087,0.30869565,0.12732615,331,690,1021,"16313"
"Pablo Reyes","MIL","AAA",28,432,0.305194805,1.008928571,0.29022082,0.356466876,0.353312302,0.285714285,0.098214285,0.42056075,0.24299065,0.3364486,0.07639681,682,1072,1754,"16357"
"Oscar Mercado","CLE","AAA",27,190,0.311111111,1,0.179856115,0.410071942,0.410071942,0.315789473,0.087719298,0.45,0.30714286,0.24285714,0.0745429,289,422,711,"16375"
"Brian Navarreto","MIL","AAA",27,142,0.289719626,1.548387096,0.275229357,0.440366972,0.284403669,0.29032258,0.129032258,0.51351351,0.23423423,0.25225225,0.12793177,157,312,469,"16398"
"Richard Urena","WSN","AAA",26,142,0.278846153,0.913043478,0.161904761,0.4,0.438095238,0.130434782,0.04347826,0.4245283,0.21698113,0.35849057,0.14230019,171,342,513,"16411"
"Jason Martin","LAD","AAA",26,544,0.332247557,1.23275862,0.219879518,0.430722891,0.34939759,0.146551724,0.275862068,0.38529412,0.25294118,0.36176471,0.11466423,879,1310,2189,"16429"
"Johneshwy Fargas","NYM","AAA",27,146,0.280898876,1.294117647,0.161290322,0.473118279,0.365591397,0.176470588,0.147058823,0.53061224,0.25510204,0.21428571,0.13461538,162,358,520,"16446"
"Jacob Nottingham","BAL","AAA",27,354,0.28125,0.892857142,0.228155339,0.364077669,0.40776699,0.238095238,0.178571428,0.46376812,0.25603865,0.28019324,0.15242652,565,898,1463,"16448"
"Forrest Wall","SEA","AAA",26,467,0.348591549,1.87012987,0.224561403,0.505263157,0.270175438,0.194805194,0.077922077,0.31399317,0.25938567,0.42662116,0.09593909,740,1230,1970,"16496"
"Shed Long Jr.","BAL","AAA",26,88,0.307692307,1.647058823,0.117647058,0.549019607,0.333333333,0.117647058,0,0.32692308,0.15384615,0.51923077,0.10054348,158,210,368,"16542"
"Kevin Padlo","PIT","AAA",25,344,0.320388349,1.093023255,0.170506912,0.433179723,0.396313364,0.244186046,0.139534883,0.47031963,0.2283105,0.30136986,0.13369397,482,812,1294,"16593"
"Brian O'Keefe","SEA","AAA",28,352,0.30044843,1.170731707,0.236051502,0.412017167,0.35193133,0.25609756,0.158536585,0.48728814,0.23305085,0.27966102,0.13498836,501,788,1289,"16680"
"Jason Vosler","SFG","AAA",28,398,0.285123966,0.839285714,0.204633204,0.362934362,0.432432432,0.214285714,0.160714285,0.44656489,0.25954198,0.29389313,0.11967419,557,1039,1596,"16686"
"John Nogowski","ATL","AAA",29,351,0.303797468,1.033707865,0.223175965,0.394849785,0.381974248,0.280898876,0.04494382,0.43459916,0.25738397,0.30801688,0.06637491,587,784,1371,"16852"
"Joshua Fuentes","TOR","AAA",29,112,0.258064516,0.709677419,0.13114754,0.360655737,0.508196721,0.29032258,0.032258064,0.44615385,0.23076923,0.32307692,0.19194313,144,278,422,"16885"
"Colin Moran","CIN","AAA",29,213,0.305970149,1.117647058,0.223021582,0.410071942,0.366906474,0.117647058,0.137254901,0.39160839,0.27972028,0.32867133,0.12515803,279,512,791,"16909"
"Derek Hill","SEA","AAA",26,255,0.29032258,1.888888888,0.182389937,0.534591194,0.283018867,0.155555555,0.155555555,0.40853659,0.20731707,0.38414634,0.12395833,356,604,960,"16947"
