Name,Team,Level,Age,PA,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches,PlayerId
"Todd Cunningham","LAD","AAA",28,358,0.327800829,1.425,0.204918032,0.467213114,0.327868852,0.1625,0.05,0.52845528,0.21138211,0.2601626,0.05142857,580,820,1400,"10822"
"Rangel Ravelo","STL","AAA",25,345,0.359183673,1.273809523,0.232931726,0.429718875,0.337349397,0.154761904,0.095238095,0.4015748,0.27559055,0.32283465,0.09581749,501,814,1315,"10839"
"Jared Hoying","TEX","AAA",28,399,0.311594202,0.833333333,0.186619718,0.369718309,0.443661971,0.293650793,0.079365079,0.44405594,0.28671329,0.26923077,0.10702772,578,973,1551,"10882"
"Phil Gosselin","PIT","AAA",28,292,0.319634703,1.2,0.236111111,0.416666666,0.347222222,0.16,0.013333333,0.35294118,0.30769231,0.33936652,0.09470752,366,711,1077,"10953"
"Colin Walsh","HOU","AAA",27,85,0.361702127,1.0625,0.29787234,0.361702127,0.340425531,0.125,0,0.48,0.24,0.28,0.07808564,175,222,397,"10961"
"Christian Colon","MIA","AAA",28,177,0.357723577,1.911764705,0.18852459,0.532786885,0.278688524,0.44117647,0.029411764,0.53435115,0.22137405,0.24427481,0.06646059,248,399,647,"11145"
"Elliot Soto","CHC","AAA",27,283,0.282828282,1.333333333,0.186868686,0.464646464,0.348484848,0.159420289,0.028985507,0.36407767,0.27184466,0.36407767,0.06843066,423,673,1096,"11155"
"Ramon Flores","LAA","AAA",25,493,0.353115727,1.732673267,0.190615835,0.51319648,0.296187683,0.138613861,0.0990099,0.44729345,0.26495726,0.28774929,0.05333333,836,1189,2025,"11165"
"Brett Nicholas","TEX","AAA",28,293,0.375,1.036585365,0.219626168,0.397196261,0.38317757,0.207317073,0.085365853,0.34722222,0.27777778,0.375,0.11861314,372,724,1096,"11192"
"Mike Freeman","CHC","AAA",29,294,0.385786802,2,0.196969696,0.535353535,0.267676767,0.113207547,0.056603773,0.43069307,0.24257426,0.32673267,0.08774978,432,719,1151,"11241"
"Jabari Blash","SDP","AAA",27,291,0.3671875,0.705882352,0.210884353,0.326530612,0.462585034,0.132352941,0.294117647,0.46621622,0.29054054,0.24324324,0.15622457,535,694,1229,"11247"
"Bryan Holaday","DET","AAA",29,347,0.286290322,0.934579439,0.188235294,0.392156862,0.419607843,0.327102803,0.112149532,0.52830189,0.20377358,0.26792453,0.07878315,448,834,1282,"11287"
"Adrian Sanchez","WSN","AAA",26,283,0.28095238,1.366197183,0.196172248,0.464114832,0.339712918,0.183098591,0.056338028,0.43981481,0.19444444,0.36574074,0.08981481,365,715,1080,"11338"
"Carlos Rivero","ARI","AAA",29,233,0.319277108,0.569767441,0.215116279,0.28488372,0.5,0.232558139,0.093023255,0.37142857,0.28,0.34857143,0.11962834,311,550,861,"1136"
"Brett Eibner","LAD","AAA",28,128,0.2875,1.058823529,0.166666666,0.428571428,0.404761904,0.117647058,0.117647058,0.45238095,0.22619048,0.32142857,0.13163065,192,317,509,"11369"
"Drew Maggi","LAD","AAA",28,298,0.338624338,1.183098591,0.188481675,0.439790575,0.371727748,0.239436619,0.070422535,0.4742268,0.31443299,0.21134021,0.0884808,466,732,1198,"11381"
"Matthew den Dekker","MIA","AAA",29,288,0.311111111,1.409836065,0.209677419,0.462365591,0.327956989,0.213114754,0.13114754,0.43915344,0.23280423,0.32804233,0.11836379,439,710,1149,"11385"
"Mark Canha","OAK","AAA",28,317,0.323383084,0.774193548,0.206730769,0.346153846,0.447115384,0.182795698,0.129032258,0.42790698,0.28372093,0.28837209,0.10700539,482,817,1299,"11445"
"Rob Segedin","LAD","AAA",28,101,0.35064935,0.965517241,0.269230769,0.358974358,0.371794871,0.172413793,0.137931034,0.41975309,0.37037037,0.20987654,0.09620991,106,237,343,"11446"
"Tony Wolters","COL","AAA",25,58,0.324324324,0.736842105,0.131578947,0.368421052,0.5,0.157894736,0.105263157,0.33333333,0.33333333,0.33333333,0.1441048,87,142,229,"11470"
"Henry Ramos","LAD","AAA",25,111,0.314606741,2.076923076,0.130434782,0.586956521,0.282608695,0.115384615,0.115384615,0.41935484,0.25806452,0.32258065,0.09946237,136,236,372,"11481"
"Kaleb Cowart","LAA","AAA",25,414,0.359154929,1.375,0.227118644,0.447457627,0.325423728,0.15625,0.125,0.44630872,0.23825503,0.31543624,0.09612903,621,929,1550,"11494"
"Garin Cecchini","KCR","AAA",26,310,0.317391304,1.176470588,0.199134199,0.432900432,0.367965367,0.105882352,0.047058823,0.41702128,0.28085106,0.30212766,0.112,387,738,1125,"11608"
"Rosell Herrera","COL","AAA",24,363,0.344,1.66197183,0.225409836,0.483606557,0.290983606,0.112676056,0.042253521,0.4745098,0.22352941,0.30196078,0.0963939,545,897,1442,"11611"
"Jarrett Parker","SFG","AAA",28,133,0.294871794,1.44,0.227848101,0.455696202,0.316455696,0.2,0.12,0.48148148,0.17283951,0.34567901,0.09137931,247,333,580,"11624"
"Elias Diaz","PIT","AAA",26,229,0.311111111,1.8,0.204545454,0.511363636,0.284090909,0.28,0.04,0.36065574,0.2568306,0.38251366,0.10087173,286,517,803,"11680"
"Christian Villanueva","SDP","AAA",26,454,0.325581395,0.673202614,0.194968553,0.323899371,0.481132075,0.267973856,0.130718954,0.54347826,0.23291925,0.22360248,0.1309922,648,1146,1794,"11738"
"Drew Robinson","TEX","AAA",25,309,0.331491712,0.972972972,0.227513227,0.38095238,0.391534391,0.189189189,0.148648648,0.4375,0.25,0.3125,0.10436893,490,746,1236,"11761"
"Jason Rogers","PIT","AAA",29,282,0.32,1.411764705,0.215311004,0.459330143,0.325358851,0.19117647,0.132352941,0.4,0.22857143,0.37142857,0.08592322,420,674,1094,"11773"
"Leonys Martin","SEA","AAA",29,388,0.376425855,1.518518518,0.247232472,0.453874538,0.298892988,0.098765432,0.135802469,0.4379562,0.28832117,0.27372263,0.13492063,510,1002,1512,"11846"
"Tyler Austin","NYY","AAA",25,190,0.336363636,1.044444444,0.233333333,0.391666666,0.375,0.111111111,0.222222222,0.43333333,0.24166667,0.325,0.15384615,307,473,780,"11850"
"Steven Moya","DET","AAA",25,162,0.216867469,0.777777777,0.111111111,0.388888888,0.5,0.222222222,0.155555555,0.38888889,0.24444444,0.36666667,0.21493902,215,441,656,"11854"
"Mason Williams","NYY","AAA",25,437,0.305637982,2.065934065,0.172106824,0.557863501,0.270029673,0.208791208,0.021978021,0.42274052,0.2303207,0.34693878,0.06740117,537,1006,1543,"11859"
"Yadiel Rivera","MIL","AAA",25,414,0.287313432,2.105263157,0.125925925,0.592592592,0.281481481,0.22368421,0.065789473,0.46209386,0.23826715,0.29963899,0.154047,523,1009,1532,"11863"
"Ronny Rodriguez","CLE","AAA",25,483,0.329446064,1.064285714,0.188202247,0.418539325,0.393258426,0.292857142,0.121428571,0.47814208,0.29234973,0.2295082,0.14788732,503,1201,1704,"11875"
"Noel Cuevas","COL","AAA",25,528,0.367724867,1.64347826,0.21038961,0.49090909,0.298701298,0.252173913,0.130434782,0.43654822,0.26142132,0.30203046,0.13174603,629,1261,1890,"11894"
"Joc Pederson","LAD","AAA",25,71,0.163265306,0.88,0.096153846,0.423076923,0.48076923,0.16,0.12,0.46153846,0.23076923,0.30769231,0.1122807,117,168,285,"11899"
"Orlando Calixte","SFG","AAA",25,401,0.278571428,1.376237623,0.169550173,0.480968858,0.349480968,0.188118811,0.138613861,0.52364865,0.23310811,0.24324324,0.11929107,516,951,1467,"11905"
"Chris Johnson","BAL","AAA",32,264,0.389221556,1.452830188,0.265536723,0.435028248,0.299435028,0.094339622,0.188679245,0.40112994,0.29378531,0.30508475,0.14994934,337,650,987,"1191"
"Travis Taijeron","NYM","AAA",28,533,0.346428571,0.715384615,0.264026402,0.306930693,0.429042904,0.146153846,0.192307692,0.3704918,0.28852459,0.34098361,0.12341357,960,1325,2285,"11935"
"Cody Asche","CHW","AAA",27,347,0.342995169,0.774193548,0.246575342,0.328767123,0.424657534,0.161290322,0.150537634,0.4841629,0.23076923,0.28506787,0.08711303,550,839,1389,"11997"
"Nick Martini","STL","AAA",27,426,0.362676056,1.380434782,0.236933797,0.44250871,0.320557491,0.130434782,0.065217391,0.38275862,0.27586207,0.34137931,0.05842314,723,1040,1763,"12005"
"Jon Berti","TOR","AAA",27,237,0.25625,3.129032258,0.2,0.60625,0.19375,0.129032258,0.096774193,0.39393939,0.22424242,0.38181818,0.08891213,365,591,956,"12037"
"Niko Goodrum","MIN","AAA",25,499,0.326347305,1.1953125,0.178362573,0.447368421,0.374269005,0.1328125,0.1015625,0.43965517,0.27298851,0.28735632,0.1317176,646,1252,1898,"12092"
"Kennys Vargas","MIN","AAA",26,211,0.305084745,1.130434782,0.209677419,0.419354838,0.370967741,0.217391304,0.195652173,0.390625,0.2734375,0.3359375,0.10194731,371,502,873,"12101"
"David Washington","BAL","AAA",26,397,0.369158878,1.109756097,0.244541484,0.397379912,0.358078602,0.073170731,0.219512195,0.48706897,0.28017241,0.23275862,0.16697819,559,1046,1605,"12110"
"Matt Skole","WSN","AAA",27,241,0.251748251,0.830985915,0.150326797,0.385620915,0.464052287,0.211267605,0.154929577,0.51948052,0.24675325,0.23376623,0.11740474,384,587,971,"12119"
"Juniel Querecuto","SFG","AAA",24,328,0.285714285,1.791044776,0.19047619,0.519480519,0.29004329,0.119402985,0.029850746,0.48510638,0.22553191,0.2893617,0.08578431,429,795,1224,"12140"
"Kyle Kubitza","ATL","AAA",26,331,0.328205128,1.129870129,0.16751269,0.441624365,0.390862944,0.194805194,0.064935064,0.4079602,0.23880597,0.35323383,0.12295665,564,843,1407,"12148"
"Ben Gamel","SEA","AAA",25,75,0.346938775,1,0.265306122,0.367346938,0.367346938,0.111111111,0.055555555,0.38,0.26,0.36,0.07823129,122,172,294,"12160"
"Jorge Bonifacio","KCR","AAA",24,57,0.325,0.379310344,0.069767441,0.255813953,0.674418604,0.172413793,0.103448275,0.30232558,0.27906977,0.41860465,0.12796209,75,136,211,"12174"
"Jorge Alfaro","PHI","AAA",24,350,0.344660194,1.981818181,0.207729468,0.526570048,0.265700483,0.127272727,0.127272727,0.43925234,0.21495327,0.34579439,0.16074074,412,938,1350,"12180"
"Jake Hager","TBR","AAA",24,291,0.256637168,1.096385542,0.219730941,0.408071748,0.372197309,0.277108433,0.048192771,0.53913043,0.21304348,0.24782609,0.0827907,403,672,1075,"12198"
"Danny Muno","SEA","AAA",28,349,0.369230769,2.057692307,0.212871287,0.52970297,0.257425742,0.192307692,0.153846153,0.41176471,0.19607843,0.39215686,0.07435413,673,914,1587,"12214"
"Brock Stassi","PHI","AAA",27,196,0.3,1.224489795,0.180451127,0.451127819,0.368421052,0.265306122,0.081632653,0.49253731,0.2238806,0.28358209,0.06407035,311,485,796,"12244"
"Ryan Court","BOS","AAA",29,442,0.360784313,1.564102564,0.239543726,0.463878326,0.296577946,0.076923076,0.128205128,0.39097744,0.23684211,0.37218045,0.083159,746,1166,1912,"12268"
"Kevan Smith","CHW","AAA",29,62,0.434782608,2.2,0.288888888,0.488888888,0.222222222,0,0,0.45652174,0.30434783,0.23913043,0.12554113,87,144,231,"12284"
"Cory Spangenberg","SDP","AAA",26,72,0.385964912,1.555555555,0.206896551,0.48275862,0.310344827,0.222222222,0.055555555,0.5,0.25862069,0.24137931,0.12653061,78,167,245,"12294"
"Jace Peterson","ATL","AAA",27,155,0.303921568,2.16,0.240384615,0.519230769,0.240384615,0.28,0.08,0.44230769,0.22115385,0.33653846,0.06625578,283,366,649,"12325"
"Tommy La Stella","CHC","AAA",28,121,0.261363636,1.551724137,0.168539325,0.505617977,0.325842696,0.034482758,0.034482758,0.53932584,0.15730337,0.30337079,0.08299595,197,297,494,"12371"
"Beau Taylor","OAK","AAA",27,163,0.351851851,1.827586206,0.254545454,0.481818181,0.263636363,0.172413793,0.103448275,0.35135135,0.26126126,0.38738739,0.09134615,239,385,624,"12384"
"Jason Krizan","DET","AAA",28,414,0.297468354,1.208695652,0.196202531,0.439873417,0.36392405,0.173913043,0.034782608,0.4953271,0.28037383,0.22429907,0.0650358,635,1041,1676,"12394"
"Taylor Motter","SEA","AAA",27,117,0.337349397,0.944444444,0.213483146,0.382022471,0.404494382,0.333333333,0.194444444,0.58888889,0.23333333,0.17777778,0.07159353,177,256,433,"12399"
"Ryan Rua","TEX","AAA",27,188,0.342105263,1.1875,0.132231404,0.47107438,0.396694214,0.229166666,0.166666666,0.50819672,0.2704918,0.22131148,0.13843888,232,447,679,"12409"
"Tyler Smith","SEA","AAA",25,383,0.280632411,0.99047619,0.180392156,0.407843137,0.411764705,0.276190476,0.057142857,0.5210728,0.17624521,0.30268199,0.10077519,549,870,1419,"12490"
"Jett Bandy","MIL","AAA",27,51,0.305555555,0.777777777,0.157894736,0.368421052,0.47368421,0.222222222,0.111111111,0.42105263,0.31578947,0.26315789,0.09405941,75,127,202,"12508"
"Curt Casali","TBR","AAA",28,343,0.32034632,1.192307692,0.26609442,0.39914163,0.334763948,0.269230769,0.064102564,0.56779661,0.21186441,0.22033898,0.08339594,551,780,1331,"12510"
"C.J. Cron","LAA","AAA",27,96,0.272727272,0.552631578,0.157142857,0.3,0.542857142,0.210526315,0.105263157,0.48571429,0.3,0.21428571,0.12034384,139,210,349,"12546"
"John Hicks","DET","AAA",27,218,0.324503311,1.05,0.201298701,0.409090909,0.389610389,0.283333333,0.116666666,0.47798742,0.20754717,0.31446541,0.1943734,220,562,782,"12547"
"Taylor Featherston","TBR","AAA",27,291,0.335403726,0.911764705,0.207317073,0.37804878,0.414634146,0.161764705,0.102941176,0.47619048,0.30952381,0.21428571,0.145189,458,706,1164,"12590"
"Mike Marjama","SEA","AAA",27,378,0.278625954,1.171717171,0.203703703,0.429629629,0.366666666,0.222222222,0.121212121,0.50729927,0.21167883,0.2810219,0.11442786,512,895,1407,"12594"
"Raffy Lopez","TOR","AAA",29,223,0.326241134,0.48051948,0.25,0.243421052,0.506578947,0.064935064,0.155844155,0.46405229,0.24836601,0.2875817,0.12017641,350,557,907,"12606"
"O'Koyea Dickson","LAD","AAA",27,458,0.262237762,0.48275862,0.151315789,0.276315789,0.572368421,0.201149425,0.137931034,0.42258065,0.32903226,0.2483871,0.10216216,699,1151,1850,"12677"
"Billy Burns","KCR","AAA",27,414,0.341216216,1.597938144,0.131034482,0.534482758,0.334482758,0.422680412,0,0.31803279,0.24590164,0.43606557,0.05909389,572,951,1523,"12701"
"Tyler Collins","DET","AAA",27,296,0.358695652,0.986301369,0.244791666,0.375,0.380208333,0.191780821,0.123287671,0.37305699,0.31606218,0.31088083,0.12410072,450,662,1112,"12723"
"Breyvic Valera","STL","AAA",25,470,0.323834196,1.17266187,0.227621483,0.416879795,0.355498721,0.201438848,0.057553956,0.44444444,0.25252525,0.3030303,0.02889858,684,1150,1834,"12758"
"Taylor Davis","CHC","AAA",27,406,0.318471337,1.304761904,0.234177215,0.433544303,0.332278481,0.161904761,0.057142857,0.41614907,0.2484472,0.33540373,0.06170355,560,931,1491,"12782"
"Brian Goodwin","WSN","AAA",26,103,0.35,0.814814814,0.209677419,0.354838709,0.43548387,0.074074074,0.074074074,0.375,0.25,0.375,0.1031941,161,246,407,"12858"
"Brandon Nimmo","NYM","AAA",24,198,0.306306306,2,0.203539823,0.530973451,0.265486725,0.166666666,0.1,0.51304348,0.13913043,0.34782609,0.09122402,370,496,866,"12927"
"Socrates Brito","ARI","AAA",24,318,0.352422907,1.1,0.174672489,0.43231441,0.3930131,0.288888888,0.055555555,0.30603448,0.30172414,0.39224138,0.1108291,406,776,1182,"12944"
"Phillip Evans","NYM","AAA",24,510,0.316489361,1.23076923,0.238845144,0.419947506,0.341207349,0.315384615,0.084615384,0.49612403,0.27131783,0.23255814,0.08815427,643,1172,1815,"12950"
"Willy Garcia","CHW","AAA",24,134,0.385714285,1.434782608,0.222222222,0.458333333,0.319444444,0.260869565,0.217391304,0.47368421,0.28947368,0.23684211,0.12453532,225,313,538,"12956"
"Steve Selsky","BOS","AAA",27,322,0.27748691,0.927710843,0.2,0.385,0.415,0.144578313,0.13253012,0.43564356,0.29207921,0.27227723,0.1502008,446,799,1245,"12957"
"Cam Gallagher","KCR","AAA",24,282,0.316964285,0.967391304,0.20614035,0.390350877,0.403508771,0.29347826,0.054347826,0.44588745,0.22943723,0.32467532,0.06474104,335,669,1004,"12981"
"Kelby Tomlinson","SFG","AAA",27,122,0.333333333,1.516129032,0.142857142,0.516483516,0.34065934,0.225806451,0,0.33333333,0.30208333,0.36458333,0.04524887,164,278,442,"13005"
"John Andreoli","CHC","AAA",27,505,0.326164874,0.579310344,0.210344827,0.289655172,0.5,0.248275862,0.096551724,0.42140468,0.29431438,0.28428094,0.09543568,859,1310,2169,"13012"
"Chris Colabello","MIL","AAA",33,483,0.318644067,1.54347826,0.225165562,0.470198675,0.304635761,0.076086956,0.130434782,0.45779221,0.27272727,0.26948052,0.14015345,802,1153,1955,"13051"
"Teoscar Hernandez","TOR","AAA",24,456,0.312056737,0.851851851,0.152542372,0.389830508,0.457627118,0.162962962,0.133333333,0.41528239,0.2923588,0.2923588,0.13777778,669,1131,1800,"13066"
"Andrew Susac","MIL","AAA",27,202,0.236842105,0.575757575,0.140495867,0.314049586,0.545454545,0.393939393,0.121212121,0.46721311,0.27868852,0.25409836,0.09951456,356,468,824,"13132"
"Luis Sardinas","BAL","AAA",24,331,0.352059925,1.734177215,0.2,0.507407407,0.292592592,0.11392405,0.063291139,0.43165468,0.24100719,0.32733813,0.09114812,350,791,1141,"13153"
"Nicky Delmonico","CHW","AAA",24,429,0.295918367,1.735632183,0.198653198,0.508417508,0.292929292,0.195402298,0.137931034,0.45098039,0.24183007,0.30718954,0.11003236,584,961,1545,"13157"
"Blake Swihart","BOS","AAA",25,212,0.239130434,1.056603773,0.210144927,0.405797101,0.384057971,0.207547169,0.075471698,0.40559441,0.23076923,0.36363636,0.12405063,268,522,790,"13176"
"Tyler Goeddel","CIN","AAA",24,214,0.346666666,1.571428571,0.275167785,0.44295302,0.281879194,0.214285714,0.023809523,0.54605263,0.21052632,0.24342105,0.09339975,309,494,803,"13180"
"Nolan Fontana","LAA","AAA",26,453,0.338461538,0.627906976,0.210526315,0.304511278,0.484962406,0.162790697,0.077519379,0.42446043,0.30215827,0.27338129,0.08132992,813,1142,1955,"13267"
"Zach Vincej","CIN","AAA",26,420,0.301829268,1.016528925,0.26060606,0.372727272,0.366666666,0.223140495,0.024793388,0.46153846,0.26627219,0.27218935,0.05481198,576,993,1569,"13269"
"Richie Shaffer","CLE","AAA",26,546,0.302419354,0.524475524,0.210144927,0.27173913,0.518115942,0.237762237,0.209790209,0.44802867,0.28315412,0.2688172,0.16872247,906,1364,2270,"13271"
"Joey Rickard","BAL","AAA",26,58,0.216216216,0.666666666,0.210526315,0.315789473,0.47368421,0.333333333,0.055555555,0.47368421,0.23684211,0.28947368,0.08438819,94,143,237,"13277"
"Darnell Sweeney","CIN","AAA",26,494,0.329230769,1.717171717,0.17737003,0.519877675,0.302752293,0.121212121,0.111111111,0.40059347,0.24332344,0.35608309,0.10285132,760,1204,1964,"13284"
"Peter O'Brien","TEX","AAA",26,194,0.214285714,1.041666666,0.132743362,0.442477876,0.424778761,0.229166666,0.125,0.36440678,0.28813559,0.34745763,0.16826265,271,460,731,"13288"
"Spencer Kieboom","WSN","AAA",26,176,0.3203125,1.357142857,0.2265625,0.4453125,0.328125,0.19047619,0.071428571,0.4351145,0.27480916,0.29007634,0.07657658,238,428,666,"13300"
"Max Muncy","LAD","AAA",26,379,0.386666666,1.126436781,0.195652173,0.426086956,0.378260869,0.137931034,0.137931034,0.46861925,0.32635983,0.20502092,0.07769424,675,921,1596,"13301"
"Ildemaro Vargas","ARI","AAA",25,535,0.319101123,1.829457364,0.170454545,0.536363636,0.293181818,0.131782945,0.077519379,0.4628821,0.24235808,0.29475983,0.04490862,666,1249,1915,"13324"
"Deven Marrero","BOS","AAA",26,194,0.315384615,1.395348837,0.207692307,0.461538461,0.33076923,0.186046511,0.069767441,0.32835821,0.24626866,0.42537313,0.11866667,233,517,750,"13325"
"Luke Maile","TOR","AAA",26,58,0.214285714,1.428571428,0.170731707,0.487804878,0.341463414,0.357142857,0,0.38095238,0.11904762,0.5,0.10606061,65,133,198,"13355"
"Bubba Starling","KCR","AAA",24,303,0.300970873,1.470588235,0.188405797,0.483091787,0.328502415,0.176470588,0.102941176,0.51851852,0.24074074,0.24074074,0.11611161,398,713,1111,"13356"
"Tyler Naquin","CLE","AAA",26,330,0.357798165,1.192307692,0.236607142,0.415178571,0.348214285,0.102564102,0.128205128,0.30131004,0.29694323,0.40174672,0.10835214,468,861,1329,"13359"
"Erik Gonzalez","CLE","AAA",25,170,0.343137254,1.78125,0.168224299,0.53271028,0.29906542,0.21875,0.1875,0.46788991,0.21100917,0.32110092,0.15748031,203,432,635,"13369"
"Wynton Bernard","SFG","AAA",26,211,0.311258278,2.368421052,0.146666666,0.6,0.253333333,0.289473684,0.052631578,0.49358974,0.22435897,0.28205128,0.11125,271,529,800,"13408"
"Christian Walker","ARI","AAA",26,592,0.327319587,0.649484536,0.228915662,0.303614457,0.467469879,0.195876288,0.164948453,0.40617577,0.28028504,0.31353919,0.11096549,864,1425,2289,"13419"
"Tony Renda","ARI","AAA",26,226,0.271276595,1.359375,0.183783783,0.47027027,0.345945945,0.125,0.015625,0.42857143,0.25396825,0.31746032,0.05513784,282,516,798,"13443"
"Cameron Perkins","PHI","AAA",26,295,0.328431372,1.141025641,0.197115384,0.427884615,0.375,0.307692307,0.089743589,0.5399061,0.23474178,0.22535211,0.08195292,454,693,1147,"13444"
