Name,Team,Level,Age,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+,PlayerId
"Chris Owings","PIT","AAA",31,371,0.137466307,0.285714285,0.481132075,0.240506329,0.348648648,0.449367088,0.798015736,0.208860759,4.379667855768582,0.311224489,-2.2096524462103844,51.9543352466575,-0.3901563543327966,0.35437108394576283,101.25856765964878,"10030"
"Billy Hamilton","CHW","AAA",32,113,0.123893805,0.309734513,0.4,0.178947368,0.288288288,0.263157894,0.551446182,0.084210526,8.981072127147112,0.266666666,1.4512209072709084,6.921395145871363,-9.021805799982824,0.2659757051381979,36.56415648412687,"10199"
"Jose Iglesias","SDP","AAA",33,135,0.066666666,0.162962962,0.409090909,0.31707317,0.355555555,0.536585365,0.89214092,0.219512195,3.833868841686373,0.35,-0.6582729807123542,22.28452233695078,1.7266274067072873,0.3815212567647298,101.42494017196361,"10231"
"Rafael Ortega","NYM","AAA",32,339,0.159292035,0.168141592,0.947368421,0.227758007,0.352071005,0.387900355,0.73997136,0.160142348,4.5627918443848445,0.253456221,-1.8161566788330674,43.0244028070516,-7.032095467155516,0.3409152655206488,87.8135179521662,"10323"
"Jon Singleton","MIL","AAA",31,364,0.173076923,0.206043956,0.84,0.288590604,0.409340659,0.567114093,0.976454752,0.278523489,2.2395537741905502,0.31372549,-0.833134195767343,73.47187563161502,20.45883240680347,0.4210057243827946,143.71412191761348,"10441"
"Adeiny Hechavarria","KCR","AAA",34,141,0.085106382,0.226950354,0.375,0.22047244,0.290780141,0.42519685,0.715976991,0.20472441,1.72373949,0.244444444,-0.14326877892017365,14.167474279042132,-5.726254334811321,0.3102217052664076,67.82557427618026,"10459"
"Cesar Hernandez","SEA","AAA",33,164,0.225609756,0.207317073,1.088235294,0.272,0.435582822,0.336,0.771582822,0.064,4.684407042561595,0.369565217,0.07150372164323926,27.198431337810966,2.224396015144798,0.38234305235505833,112.54882429827566,"10556"
"David Freitas","LAD","AAA",34,129,0.093023255,0.186046511,0.5,0.294642857,0.364341085,0.491071428,0.855412513,0.196428571,1.39285714,0.325581395,-0.13942060759291053,20.353752281655336,0.7095415705337763,0.37377718345139377,108.45036243545813,"10619"
"Rob Brantly","TOR","AAA",33,177,0.101694915,0.118644067,0.857142857,0.270833333,0.389830508,0.361111111,0.750941619,0.090277778,1.86160714,0.304,-0.31959958374500275,25.031625374486158,0.05864690177650185,0.35591449239159706,103.9622111209364,"10655"
"Ryan LaMarre","MIN","AAA",34,108,0.111111111,0.305555555,0.363636363,0.204301075,0.314814814,0.365591397,0.680406211,0.161290322,5.60885532619145,0.280701754,0.7650075033307076,11.101997529302237,-4.135752047266367,0.31280831275162874,69.33313749126224,"10700"
"Rangel Ravelo","SDP","AAA",31,258,0.162790697,0.139534883,1.166666666,0.310344827,0.428015564,0.472906403,0.900921967,0.162561576,2.03074373375,0.331325301,-0.3704604716040194,48.89639689127425,9.60797546903113,0.40749632825183496,117.4861383654574,"10839"
"Elliot Soto","MIN","AAA",33,184,0.076086956,0.320652173,0.237288135,0.213414634,0.281767955,0.298780487,0.580548442,0.085365853,8.655002885675408,0.323809523,1.5740761831402779,11.82986053629983,-14.130749853409643,0.2698380469617264,42.029765323075324,"11155"
"Kole Calhoun","LAD","AAA",35,266,0.101503759,0.180451127,0.5625,0.297413793,0.375939849,0.530172413,0.906112262,0.23275862,4.675903115,0.337078651,-0.319137629121542,46.63890729261322,7.307235324510762,0.3931291780077425,122.09205372119148,"11200"
"Jake Marisnick","CHW","AAA",32,145,0.131034482,0.227586206,0.575757575,0.266666666,0.386206896,0.425,0.811206896,0.158333334,7.396661559746958,0.348837209,1.0704021067358553,22.384092669442616,1.6462422269138879,0.37063716937755714,102.4649556413019,"11339"
"Jesus Aguilar","ATL","AAA",33,241,0.141078838,0.203319502,0.693877551,0.27093596,0.373443983,0.379310344,0.752754327,0.108374384,1.08035714,0.328947368,-0.4187856614589691,31.896471474503713,-2.106284525061411,0.3457910647950911,96.5668559976576,"11342"
"Delino DeShields","SEA","AAA",30,50,0.1,0.16,0.625,0.222222222,0.3,0.222222222,0.522222222,0,5.264079670089638,0.27027027,-0.537290885578841,2.620518203174145,-4.993516956175297,0.26183576583862306,38.035404250078756,"11379"
"Gary Sanchez","NYM","AAA",30,106,0.188679245,0.273584905,0.689655172,0.209876543,0.386792452,0.283950617,0.670743069,0.074074074,2.805863057518032,0.307692307,0.02818223601207137,13.096898171976882,-2.6308104806386665,0.3391257811267421,90.98006109995666,"11442"
"Tony Wolters","MIN","AAA",31,215,0.16744186,0.213953488,0.782608695,0.244186046,0.386046511,0.343023255,0.729069766,0.098837209,1.644652773416224,0.312,-0.8939783871173859,29.140391002070785,-1.1940178772093057,0.3493468869564145,92.54980305451353,"11470"
"Dixon Machado","HOU","AAA",31,293,0.174061433,0.163822525,1.0625,0.230125523,0.368600682,0.355648535,0.724249217,0.125523012,3.056577578853607,0.259459459,-0.17046046862378716,38.06629713150647,-6.551948902281257,0.3441778331893296,95.69198521940488,"11472"
"Henry Ramos","CIN","AAA",31,327,0.125382262,0.198776758,0.63076923,0.317857142,0.411042944,0.542857142,0.953900086,0.225,5.124307702547559,0.374384236,-1.3344597145915031,64.40373676471195,18.267217213434797,0.4178883154575641,140.57609988665712,"11481"
"Yolmer Sanchez","ATL","AAA",31,481,0.185031185,0.22037422,0.839622641,0.23607427,0.38125,0.350132625,0.731382625,0.114058355,3.406172029756153,0.297794117,-1.562335565686226,64.20218248464629,-3.6622392406268367,0.3470476525525252,97.36529376788131,"11602"
"Nick Martini","CIN","AAA",33,417,0.143884892,0.208633093,0.689655172,0.275362318,0.393285371,0.48115942,0.874444791,0.205797102,3.392678677663585,0.325203252,-1.191536620259285,71.88377017932382,13.049125980906142,0.3904678011112076,123.15306341063862,"12005"
"Niko Goodrum","BOS","AAA",31,286,0.23076923,0.209790209,1.1,0.279816513,0.447552447,0.440366972,0.887919419,0.160550459,4.770575750450883,0.350993377,-0.6868186742067337,54.2542264012688,13.902408078133424,0.4097936529089028,133.64760569394443,"12092"
"Juniel Querecuto","STL","AAA",30,440,0.09090909,0.229545454,0.396039603,0.269230769,0.343249427,0.417948717,0.761198144,0.148717948,5.385164105037147,0.330935251,1.2415254414081573,56.93845577106214,-5.141264726069211,0.34250450802613175,91.12778522481359,"12140"
"Ben Gamel","SDP","AAA",31,332,0.159638554,0.219879518,0.726027397,0.285714285,0.401812688,0.498168498,0.899981186,0.212454213,4.02778871624749,0.342105263,-1.4364953516051173,59.74120777314843,11.981621647536171,0.3981418853456324,121.61617128750133,"12160"
"Jorge Alfaro","COL","AAA",30,278,0.050359712,0.233812949,0.215384615,0.291338582,0.341726618,0.456692913,0.798419531,0.165354331,5.308286715046865,0.362162162,0.625894283875823,38.41009869289347,-0.9696634500031802,0.3522006359031732,97.80971329777984,"12180"
"Jake Hager","ARI","AAA",30,209,0.066985645,0.224880382,0.29787234,0.244680851,0.300970873,0.414893617,0.71586449,0.170212766,5.869649711533819,0.307142857,-1.5796300885267556,21.410857982619227,-10.415808983461442,0.31498973925136825,59.10230015949038,"12198"
"Taylor Motter","STL","AAA",33,236,0.114406779,0.25,0.457627118,0.254807692,0.343220338,0.4375,0.780720338,0.182692308,5.671684059663104,0.319148936,0.7776560261845589,31.559503885745322,-1.7378007445342212,0.34732692292396056,94.19195497765159,"12399"
"John Hicks","PHI","AAA",33,206,0.092233009,0.27184466,0.339285714,0.211111111,0.287804878,0.327777777,0.615582655,0.116666666,6.1221625396629005,0.28,1.4603110998868942,15.422337504419158,-13.642258910146882,0.2816375927227299,53.69783364512937,"12547"
"Phillip Evans","ARI","AAA",30,590,0.155932203,0.127118644,1.226666666,0.311850311,0.423728813,0.438669438,0.862398251,0.126819127,3.495400823610017,0.344059405,-1.5100793992169201,105.07225216685005,15.226637286526643,0.39535106855854646,108.79222065637732,"12950"
"Michael Perez","NYM","AAA",30,270,0.125925925,0.237037037,0.53125,0.204347826,0.308550185,0.352173913,0.660724098,0.147826087,1.08035714,0.2375,-0.36368228495121,25.01197433790872,-13.08239960351279,0.30147041958659443,62.74162204336109,"12977"
"Jose Briceno","KCR","AAA",30,122,0.06557377,0.229508196,0.285714285,0.214285714,0.278688524,0.464285714,0.742974238,0.25,1.14829192125,0.2,-0.13224810361862183,13.230352526152586,-3.982660884415651,0.31911290766762906,73.4750577904357,"13151"
"Jake Lamb","NYY","AAA",32,357,0.162464985,0.198879551,0.816901408,0.288659793,0.420168067,0.453608247,0.873776314,0.164948454,2.6789672974045025,0.349282296,-0.19624903472140431,65.35353200836315,13.30573984189167,0.40098581310747716,124.90380125601506,"13329"
"Tyler Naquin","MIL","AAA",32,269,0.07063197,0.301115241,0.234567901,0.257142857,0.317164179,0.408163265,0.725327444,0.151020408,3.577145567048662,0.346153846,0.2363177239894867,30.36908511240737,-7.584198555157023,0.324015899825452,78.47058927028216,"13359"
"Stephen Piscotty","CHW","AAA",32,206,0.116504854,0.184466019,0.631578947,0.231638418,0.330097087,0.389830508,0.719927595,0.15819209,1.74243340875,0.259259259,-0.2865375578403473,23.768954530440077,-5.295641884125963,0.32685550410770675,73.67715812031057,"13367"
"Erik Gonzalez","CHW","AAA",31,493,0.064908722,0.210953346,0.307692307,0.271523178,0.322448979,0.359823399,0.682272378,0.088300221,3.106330229692337,0.341040462,-2.105280190706253,50.194961049571035,-19.362543961987498,0.31171357984445536,64.05595643811843,"13369"
"Wynton Bernard","TOR","AAA",32,571,0.098073555,0.180385288,0.54368932,0.302371541,0.374781085,0.442687747,0.817468832,0.140316206,6.551208935574694,0.358585858,3.780504362192005,87.53259338051413,3.534585203829756,0.3685547447455117,101.28964783516635,"13408"
"Roman Quinn","CLE","AAA",30,177,0.146892655,0.344632768,0.426229508,0.185714285,0.331395348,0.3,0.631395348,0.114285715,8.102989259042005,0.307692307,2.438292747363448,16.944622748651017,-9.013113505087384,0.30580562457095745,62.020762086526965,"13546"
"Jesse Winker","MIL","AAA",29,93,0.247311827,0.139784946,1.769230769,0.285714285,0.462365591,0.5,0.962365591,0.214285715,1.8482903089909377,0.301886792,-1.690074384212494,19.865649348754822,6.744253880042968,0.4364763286805922,154.35440129383863,"13590"
"Jose Peraza","NYM","AAA",29,147,0.034013605,0.19047619,0.178571428,0.261194029,0.315068493,0.365671641,0.680740134,0.104477612,5.586659288478909,0.314285714,-0.00388249009847641,14.72487675289476,-6.015393504101395,0.30987651135823496,68.08286552654592,"13593"
"Preston Tucker","SDP","AAA",32,240,0.179166666,0.179166666,1,0.293193717,0.433333333,0.565445026,0.998778359,0.272251309,5.497451903449983,0.326086956,-0.10274188779294491,51.832649668628726,15.285280903751408,0.435594069658463,134.85984968499778,"13633"
"Jack Lopez","LAA","AAA",30,380,0.068421052,0.234210526,0.292134831,0.27665706,0.333333333,0.475504322,0.808837655,0.198847262,6.457971546990121,0.337398373,-1.5831608287990093,52.180997075413664,-5.685670135642092,0.3520385536021832,88.8468710705844,"13663"
"Tyrone Taylor","MIL","AAA",29,56,0.071428571,0.214285714,0.333333333,0.244897959,0.339285714,0.571428571,0.910714285,0.326530612,8.980069987366084,0.242424242,0.33387595415115356,9.465121068566543,1.5640657325680076,0.3867145297782762,122.73567866755957,"13675"
"David Dahl","SDP","AAA",29,313,0.099041533,0.159744408,0.62,0.277580071,0.351437699,0.46619217,0.817629869,0.188612099,3.7130665788746615,0.31081081,0.3012415640987456,46.03784913823788,-1.6260109592896224,0.3624149985587635,98.55623602610322,"13744"
"Elier Hernandez","TEX","AAA",28,612,0.081699346,0.205882352,0.396825396,0.297833935,0.359477124,0.47833935,0.837816474,0.180505415,5.244101284790043,0.355932203,-2.0739523847587407,94.31248339999699,1.1166930495598386,0.3698723143806644,105.53430148249596,"13750"
"Tomas Nido","NYM","AAA",29,146,0.075342465,0.184931506,0.407407407,0.281481481,0.335616438,0.392592592,0.72820903,0.111111111,1.60119047125,0.326923076,-0.2314341813325882,17.266583370880994,-3.3325966122580457,0.3300707172857572,80.91429465421295,"13755"
"Matt Reynolds","CIN","AAA",32,515,0.116504854,0.273786407,0.425531914,0.265765765,0.35145631,0.513513513,0.864969823,0.247747748,5.754972604875457,0.33217993,0.9552905187010765,80.6106215581712,7.949130521756101,0.3727705252541642,111.90818744337211,"13788"
"Kevin Plawecki","SDP","AAA",32,269,0.096654275,0.174721189,0.553191489,0.271966527,0.349442379,0.389121338,0.738563717,0.117154811,1.991995065,0.322751322,-0.3415114129893482,33.70051463993459,-6.211094160357422,0.33858195645215344,81.52695272740617,"13807"
