Name,Team,Pos,Inn,rSZ,rCERA,rSB,rGDP,rARM,rGFP,rPM,rTS,DRS,ARM,DPR,RngR,ErrR,UZR,UZR/150,FRM,OAA,FRV,Def,NameASCII,PlayerId,MLBAMID
"Adam Duvall","CIN","1B",32,,,,0,,0,1,,1,,-0.12133300304412842,0.6940360069274902,0.1379836956039071,0.710686981678009,30.13016410610255,,1,1,0.6018219646800802,"Adam Duvall",10950,594807
"Ian Desmond","TEX","LF",251,,,,,1,1,0,,2,2.1373400688171387,,1.8254899978637695,-1.1536790132522583,2.80914705991745,20.228844210505486,,0,1,0.5984234180688723,"Ian Desmond",6885,435622
"Albert Almora Jr.","CHC","LF",26,,,,,1,0,1,,2,1.0175199508666992,,0.5219089984893799,0.02264100033789873,1.5620699524879456,103.4864991903305,,0,1,0.5984132487899275,"Albert Almora Jr.",14109,546991
"Kevan Smith","CHW","C",28,0,0,0,,,0,,,0,,,,,,,-0.1599999964237213,,1,0.5955572310132146,"Kevan Smith",12284,607345
"Nomar Mazara","TEX","RF",885.1,,,,,2,1,-7,,-4,2.8849499225616455,,0.06500399857759476,0.39249899983406067,3.3424529135227203,4.627122723322565,,2,5,0.5919190919636632,"Nomar Mazara",14553,608577
"Matt Duffy","TBR","SS",153,,,,0,,0,-2,,-2,,0.03219839930534363,-0.34922099113464355,0.9416780769824982,0.6246553957462311,6.8307295228753775,,-1,-1,0.5848026134672324,"Matt Duffy",13836,622110
"Leury García","CHW","CF",118.2,,,,,0,-1,-1,,-2,-0.2708919942378998,,-0.6294190287590027,0.12512610107660294,-0.7751850187778473,-12.681551509863372,,0,1,0.5687910251653888,"Leury Garcia",5913,544725
"Raimel Tapia","COL","CF",52,,,,,0,0,1,,1,0.3073819875717163,,0.5473020076751709,0.048749301582574844,0.9034339785575867,27.1030193567276,,1,1,0.5557714091185694,"Raimel Tapia",14350,606132
"Jhonny Peralta","STL","3B",570.1,,,,0,,-1,-5,,-6,,0.0055990200489759445,-7.681210041046143,2.70780611038208,-4.967801095917821,-11.464726411172808,,0,0,0.5489908724972448,"Jhonny Peralta",1738,425509
"Iván De Jesús Jr.","CIN","2B",110.2,,,,0,,0,-1,,-1,,0.10899999737739563,1.038830041885376,0.6047804690897465,1.7526099979877472,23.434738620099697,,0,1,0.5460267272324746,"Ivan De Jesus Jr.",9886,474443
"Yadiel Rivera","MIL","SS",36,,,,0,,0,0,,0,,,-0.8680679798126221,0.31068708561360836,-0.5573809742927551,-20.901786535978317,,0,0,0.5455712419724817,"Yadiel Rivera",11863,592680
"Rafael Ortega","LAA","CF",54,,,,,0,0,1,,1,-0.12860499322414398,,0.810562014579773,0.04616690054535866,0.7281239777803421,25.69708675146103,,0,1,0.5445283849106879,"Rafael Ortega",10323,542364
"Brendan Ryan","LAA","SS",44.1,,,,0,,0,0,,0,,-0.3488839864730835,0.5966169834136963,0.28878261148929596,0.536516010761261,25.7264144718647,,0,0,0.5365290174768272,"Brendan Ryan",6073,453895
"Austin Barnes","LAD","C",50,0,0,0,,,0,,,0,,,,,,,0.7799999713897705,,-1,0.5356042223606698,"Austin Barnes",12158,605131
"Gorkys Hernández","SFG","CF",95.1,,,,,1,0,0,,1,0.9249749779701233,,-0.13182300329208374,0.06999629735946655,0.8631485775113106,26.42439790070057,,0,1,0.5351721409517008,"Gorkys Hernandez",4146,491676
"Andrew Romine","DET","2B",64,,,,0,,0,0,,0,,-0.02535579912364483,-0.041572701185941696,0.41199570149183273,0.3450671900063753,5.7511198334395885,,1,1,0.5211877844684598,"Andrew Romine",1159,461865
"Hernán Pérez","MIL","2B",71,,,,0,,0,0,,0,,0.3519830107688904,0.25833600759506226,-1.2437208238989115,-0.6334030032157898,-24.76181209087372,,1,1,0.5183881207807757,"Hernan Perez",5751,541650
"Guillermo Heredia","SEA","RF",27.1,,,,,0,0,1,,1,-0.20933200418949127,,0.5541200041770935,0.029884099029004574,0.37467198073863983,12.400498241186142,,1,1,0.5167476540000877,"Guillermo Heredia",18721,628338
"Nick Buss","LAA","RF",18,,,,,0,0,1,,1,0.06966429948806763,,0.7489259839057922,0.023377000354230404,0.8419672846794128,68.37236881256104,,0,1,0.5159138699435919,"Nick Buss",6835,502544
"Peter Bourjos","PHI","CF",52.2,,,,,-1,0,2,,1,-0.6053450107574463,,1.1624300479888916,0.03763309959322214,0.5947149991989136,14.73499983549118,,1,1,0.5149062710932897,"Peter Bourjos",2578,488721
"Robert Andino","MIA","2B",21,,,,0,,0,0,,0,,0.020907999947667122,0.09638769924640656,0.06127534806728363,0.17857100255787373,24.433500389568508,,1,0,0.5117043296581397,"Robert Andino",4900,435180
"Daniel Castro","ATL","SS",127,,,,0,,0,-1,,-1,,0.13928399980068207,-0.8642029762268066,1.1122439578175545,0.38732899725437164,3.3700518496334553,,0,-1,0.5083074371452772,"Daniel Castro",15450,593495
"Matt Reynolds","NYM","SS",149.1,,,,0,,0,-2,,-2,,0.5430920124053955,0.44109201431274414,-0.24910801649093628,0.7350760102272034,4.408963264405042,,-1,0,0.5082275607053904,"Matt Reynolds",13788,608703
"José Ramírez","CLE","2B",37.2,,,,0,,0,1,,1,,,0.47098299860954285,-0.49988460168242455,-0.02890169993042946,-0.8670509979128838,,1,1,0.5002841675918525,"Jose Ramirez",13510,608070
"Derek Dietrich","MIA","3B",66.1,,,,0,,0,1,,1,,-0.17357000708580017,0.36937299370765686,0.6093670278787613,0.8051699697971344,16.981085036930285,,1,0,0.4927315897702035,"Derek Dietrich",10542,518618
"Eric Campbell","NYM","3B",47,,,,0,,0,0,,0,,,0.19366300106048584,0.3376787882298231,0.5313420295715332,19.925326108932495,,1,0,0.4907777806711918,"Eric Campbell",6938,493472
"Aaron Hicks","NYY","LF",170.1,,,,,1,1,0,,2,1.5848900079727173,,-0.5924580097198486,0.21129430830478668,1.2037270069122314,6.729204207658768,,-1,1,0.48572862201375355,"Aaron Hicks",5297,543305
"Hernán Pérez","MIL","3B",411,,,,0,,-1,-1,,-4,,0.02322470024228096,0.49076101183891296,-1.4184119701385498,-0.9044273011386395,-3.1443189053295804,,0,0,0.4835088128587425,"Hernan Perez",5751,541650
"Phil Gosselin","ARI","3B",40.2,,,,0,,0,0,,0,,-0.019764700904488564,-1.2501399517059326,0.33634110167622566,-0.9335667286068201,-35.008752322755754,,1,0,0.4811822522220567,"Phil Gosselin",10953,594838
"Rio Ruiz","ATL","3B",12,,,,0,,0,0,,0,,,0.07241880148649216,0.04773394903168082,0.12015300244092941,18.022950366139412,,1,0,0.47664198632785004,"Rio Ruiz",14103,547004
"Jake Marisnick","HOU","RF",26,,,,,0,0,1,,1,0.055306099355220795,,0.42032501101493835,0.00903014000505209,0.48466210812330246,68.55135876685381,,1,1,0.47489595299292775,"Jake Marisnick",11339,545350
"Craig Gentry","LAA","LF",90,,,,,-1,0,1,,0,-0.14901599287986755,,0.5671709775924683,-0.186080202460289,0.23207399249076843,4.319463489633618,,1,1,0.4648709490003421,"Craig Gentry",9571,502226
"Pedro Florimón","PIT","SS",20.2,,,,0,,0,1,,1,,0.16526299715042114,0.5087360143661499,0.1616990016773343,0.8356980085372925,55.240515768527985,,0,0,0.4634624414312195,"Pedro Florimon",8385,465753
"Enrique Hernández","LAD","RF",18,,,,,1,0,0,,1,1.3185900449752808,,-0.47889599204063416,0.04972339980304241,0.8894170522689819,77.43560373783112,,0,1,0.46050481549834327,"Enrique Hernandez",10472,571771
"Jason Coats","CHW","RF",68.1,,,,,0,0,0,,0,0.3726710081100464,,0.5922970175743103,0.07414700090885162,1.0391150116920471,23.648681491613388,,1,1,0.4587760873503851,"Jason Coats",14282,605183
"Aaron Hicks","NYY","CF",178,,,,,-1,0,2,,1,0.13258300721645355,,-0.09116789698600769,0.2522885948419571,0.29370400309562683,2.145236810403211,,0,1,0.45596482347818046,"Aaron Hicks",5297,543305
"Ben Revere","WSN","LF",133.2,,,,,-1,-1,1,,-1,-0.41035500168800354,,0.0838100016117096,-0.05808499455451965,-0.3846308011561632,-5.91416064533405,,1,1,0.452294161667668,"Ben Revere",4712,519184
"Emmanuel Burriss","PHI","1B",4,,,,0,,1,0,,1,,-0.019999999552965164,0.5162490010261536,0.07850723993033171,0.5747560076415539,44.43022995529806,,1,0,0.4452939946225085,"Emmanuel Burriss",2917,502034
"Alex Presley","MIL","RF",100.1,,,,,0,0,-1,,-1,0.03337769955396652,,-0.4345020055770874,0.27662499248981476,-0.12450029700994492,-0.9334893027124436,,1,1,0.4438785101833508,"Alex Presley",5305,502100
"Mikie Mahtook","TBR","CF",164,,,,,0,0,1,,1,0.8378559947013855,,0.4764600098133087,0.20853719860315323,1.5228530168533325,10.196822775261744,,-1,1,0.44273426910034297,"Mikie Mahtook",13130,543484
"Ehire Adrianza","SFG","2B",24,,,,0,,0,0,,0,,,0.08155950158834457,0.12648510094732046,0.20804400742053986,15.60330055654049,,1,0,0.44205306897217383,"Ehire Adrianza",8418,501303
"Jurickson Profar","TEX","1B",101,,,,0,,-1,1,,0,,0.12128199636936188,0.8193449974060059,0.42872409895062447,1.3693519979715347,14.920587695234424,,2,1,0.4366955410916863,"Jurickson Profar",10815,595777
"Yasiel Puig","LAD","LF",27,,,,,0,0,1,,1,-0.2938849925994873,,0.24054299294948578,-0.266945892944932,-0.32028729282319546,-46.06292140670121,,1,0,0.428449084952215,"Yasiel Puig",14225,624577
"Brandon Barnes","COL","CF",65.2,,,,,0,0,2,,2,-0.3681739866733551,,1.2515599727630615,0.04594479873776436,0.9293360412120819,25.118776336312294,,0,0,0.4239581650880839,"Brandon Barnes",629,488681
"Kolten Wong","STL","CF",62,,,,,-1,0,1,,0,-0.38774800300598145,,-0.11194299906492233,0.06407009996473789,-0.43562090396881104,-10.719547952924456,,1,0,0.4178640091014346,"Kolten Wong",12532,543939
"Cole Figueroa","PIT","2B",23,,,,0,,0,0,,0,,,-0.10027799755334854,0.008589447126723826,-0.0916891023516655,0,,1,0,0.41762494816603335,"Cole Figueroa",8790,502676
"Wilmer Flores","NYM","2B",118.2,,,,0,,0,-3,,-3,,0.20974500477313995,-1.4236500263214111,-0.10051300376653671,-1.3144150227308273,-10.734974142784873,,0,0,0.4161542841568068,"Wilmer Flores",5827,527038
"Derek Dietrich","MIA","2B",585,,,,-1,,1,-2,,-2,,-1.0296499729156494,1.1801999807357788,0.4795590192079544,0.6301100254058838,1.7128818685358222,,-1,-1,0.41135040732996786,"Derek Dietrich",10542,518618
"Erik González","CLE","2B",11,,,,0,,0,1,,1,,,-0.09375099837779999,0.07801828067749739,-0.015732700005173683,-1.1799525003880262,,1,0,0.40812143760702563,"Erik Gonzalez",13369,570481
"Phil Gosselin","ARI","2B",195.1,,,,-1,,0,0,,-1,,-0.68818598985672,0.02884490042924881,1.2510670572519302,0.591733992099762,4.029196099593089,,0,0,0.4059621243280431,"Phil Gosselin",10953,594838
"Grégor Blanco","SFG","LF",184.2,,,,,0,0,1,,1,0.610614001750946,,0.865543007850647,0.2619989961385727,1.7381539940834045,18.27543685461748,,0,1,0.39787969250083766,"Gregor Blanco",3123,453923
"Rubén Tejada","- - -","3B",128,,,,0,,1,0,,0,,0.0743689015507698,-0.26208001375198364,0.9272580146789551,0.7395489290356636,5.575973113116465,,0,1,0.3956491037001067,"Ruben Tejada",5519,514913
"Cristhian Adames","COL","3B",22,,,,0,,0,0,,0,,0.09426669776439667,-0.012418200261890888,0.16988360323011875,0.2517316937446594,15.344875864684582,,0,1,0.39462236110668153,"Cristhian Adames",6013,542436
"Don Kelly","MIA","1B",67.2,,,,0,,0,1,,1,,0.09333329647779465,0.1514279991388321,0.19520519487559795,0.43996628373861313,10.22137962281704,,1,1,0.3907677328221414,"Don Kelly",2216,430603
"Michael Martinez","- - -","SS",36,,,,0,,0,1,,1,,0.2726219892501831,0.1793700009584427,-0.4330035112798214,0.018988996744155884,-1.767090005534036,,0,1,0.3795241177488624,"Michael Martinez",7358,492841
"Andrés Blanco","PHI","1B",44.1,,,,0,,0,0,,0,,0.11485700309276581,0.6110960245132446,0.18210209254175425,0.9080560058355331,24.80941422721919,,1,1,0.37508556614421584,"Andres Blanco",1907,433217
"Danny Santana","MIN","3B",10,,,,0,,0,1,,1,,,0.8527910113334656,-0.6072021834552288,0.2455880045890808,18.41910034418106,,0,0,0.36463669158515033,"Danny Santana",10322,542454
"Alejandro De Aza","NYM","LF",91,,,,,1,0,1,,2,0.17408500611782074,,-0.05048539862036705,-0.21380829438567162,-0.0902089923620224,-3.3432560972869396,,1,1,0.35837242265630065,"Alejandro De Aza",3371,457477
"Desmond Jennings","TBR","LF",256.2,,,,,0,0,8,,8,-1.4119900465011597,,4.06496000289917,0.4708150178194046,3.1237798929214478,10.613059095354291,,2,1,0.3565628540468031,"Desmond Jennings",1965,457775
"Rob Segedin","LAD","3B",41.2,,,,0,,0,0,,0,,,-0.5465570092201233,0.27312090061604977,-0.2734360098838806,-10.253850370645523,,0,0,0.3550286349313582,"Rob Segedin",11446,574847
"Darin Mastroianni","MIN","RF",19,,,,,0,0,1,,1,-0.018378600478172302,,0.2960839867591858,0.016237779520452023,0.2939424067735672,45.92922106385231,,1,0,0.34444676596133605,"Darin Mastroianni",7316,518991
"Daniel Descalso","COL","LF",42,,,,,0,0,1,,1,0.28874900937080383,,0.6134790182113647,0.10678710043430328,1.0090160071849823,22.65301804457392,,0,0,0.34086344993120365,"Daniel Descalso",8392,518614
"Matthew den Dekker","WSN","RF",18,,,,,0,0,1,,1,,,0.34000301361083984,0.056233299896121025,0.39623698592185974,14.85888697206974,,0,0,0.3395027492807419,"Matthew den Dekker",11385,544925
"Tyler Saladino","CHW","SS",259,,,,1,,2,-1,,2,,-0.030061999335885048,-1.075760006904602,-0.2057787999510765,-1.3115920219570398,-5.697239702809361,,-2,-1,0.33880828116094897,"Tyler Saladino",10807,573135
"Pedro Severino","WSN","C",85.2,-1,0,1,,,0,,,0,,,,,,,-0.9300000071525574,,1,0.33648127218936574,"Pedro Severino",14523,600474
"Joey Rickard","BAL","CF",60,,,,,0,0,0,,0,-0.35943999886512756,,-0.34782901406288147,0.05933200195431709,-0.647936999797821,-16.357195717947825,,0,0,0.3340829666728289,"Joey Rickard",13277,572073
"Emilio Bonifácio","ATL","LF",68.1,,,,,-1,0,0,,-1,-0.5996249914169312,,0.0002555919927544892,0.1151810996234417,-0.4841879904270172,-12.516974764210836,,1,1,0.3338525428177649,"Emilio Bonifacio",4054,466988
"Michael A. Taylor","WSN","LF",6,,,,,0,0,1,,1,,,0.3390829861164093,0.0008807629928924143,0.33996298909187317,0,,0,0,0.3332103804867479,"Michael A. Taylor",11489,572191
"Carlos Gómez","TEX","RF",34,,,,,0,-1,0,,-1,0.3052160143852234,,0.06994809955358505,-0.2665894962847233,0.1085740178823471,-4.745166252056758,,0,1,0.3299152226764234,"Carlos Gomez",4881,460576
"Sean Rodríguez","PIT","LF",38.1,,,,,0,0,0,,0,0.5008519887924194,,0.05058709904551506,0.05933559872210026,0.6107749864459038,79.24991073086858,,0,0,0.32541352557937364,"Sean Rodriguez",6589,446481
"Danny Worth","HOU","SS",3,,,,0,,0,0,,0,,,0.2811340093612671,0.07869834871962667,0.3598319888114929,53.97479832172394,,0,0,0.32320217380721,"Danny Worth",198,519445
"Brandon Barnes","COL","RF",10,,,,,0,0,0,,0,,,0.2707490026950836,0.012555129826068878,0.28330400586128235,42.49560087919235,,0,0,0.31914983579305656,"Brandon Barnes",629,488681
"Óscar Hernández","ARI","C",29,0,0,0,,,0,,,0,,,,,,,0.07000000029802322,,0,0.3186282522980232,"Oscar Hernandez",13490,591712
"Andrew Romine","DET","SS",101,,,,-1,,0,2,,1,,-0.314767986536026,-0.029489099979400635,0.04117879830300808,-0.3030782863497734,-3.226392889129264,,0,-1,0.3158392174080939,"Andrew Romine",1159,461865
"Matthew den Dekker","WSN","CF",34.1,,,,,0,0,1,,1,-0.34241700172424316,,0.24919800460338593,0.027860889211297035,-0.06535801291465759,-3.2679006457328796,,0,0,0.30469007597536124,"Matthew den Dekker",11385,544925
"Billy Burns","KCR","LF",25,,,,,0,0,0,,0,-0.041015300899744034,,0.310016006231308,0.07030239887535572,0.3393026851117611,6.431802082806826,,0,0,0.302204214146366,"Billy Burns",12701,542993
"Iván De Jesús Jr.","CIN","3B",81,,,,0,,1,0,,1,,-0.3591740131378174,-0.03417149931192398,0.10916239768266678,-0.28418301045894623,-2.5691355493935673,,0,0,0.30034923442365336,"Ivan De Jesus Jr.",9886,474443
"Daniel Castro","ATL","3B",54.1,,,,0,,0,0,,0,,-0.0539110004901886,0.6490910053253174,0.346218291670084,0.9413979947566986,28.84843859821558,,0,0,0.2983000285963996,"Daniel Castro",15450,593495
"Rob Refsnyder","NYY","LF",26,,,,,-1,0,1,,0,-0.2180889993906021,,0.45621201395988464,0.05752179957926273,0.29564498364925385,-0.9446554630994797,,1,0,0.29693771140079783,"Rob Refsnyder",13770,608701
"Gregorio Petit","LAA","3B",50.2,,,,0,,0,1,,1,,-0.1797650009393692,0.7761409878730774,-0.29273280315101147,0.30364300310611725,8.714606333523989,,0,0,0.2954408757328343,"Gregorio Petit",3812,463610
"Carson Kelly","STL","C",36,0,0,0,,,0,,,0,,,,,,,-0.019999999552965164,,0,0.2886419684470348,"Carson Kelly",13620,608348
"Matt Duffy","HOU","3B",2,,,,0,,0,0,,0,,,,,,,,0,0,0.2877808442649862,"Matt Duffy",12181,592274
"Jace Peterson","ATL","CF",8,,,,,0,0,0,,0,,,0.24706900119781494,0.004665150074288249,0.2517339885234833,0,,0,0,0.2852829702601784,"Jace Peterson",12325,607054
"Nick Noonan","SDP","2B",10,,,,0,,0,0,,0,,,0.27472299337387085,0.04841027827933431,0.3231329917907715,48.46994876861572,,0,0,0.27345644080248643,"Nick Noonan",6880,519082
"Juniel Querecuto","TBR","2B",16,,,,0,,0,0,,0,,,0.1784680038690567,0.011706220335327089,0.19017399847507477,0,,0,0,0.2725827095361551,"Juniel Querecuto",12140,578570
"Steve Pearce","BAL","RF",35,,,,,0,0,-1,,-1,0.8993949890136719,,-0.21489599347114563,0.01355119002982974,0.6980499923229218,-7.716874778270721,,0,0,0.27021513816432996,"Steve Pearce",9957,456665
"Richie Shaffer","TBR","3B",14.2,,,,0,,0,0,,0,,,-0.00006909610237926245,0.009147995093371719,0.009078900329768658,0,,0,0,0.2691308662597109,"Richie Shaffer",13271,572128
"Trevor Plouffe","MIN","1B",113,,,,0,,-1,1,,0,,0.01659570075571537,0.6940129995346069,-0.14036889746785164,0.5702397022396326,4.298762664856279,,2,1,0.2679564403342667,"Trevor Plouffe",7462,461858
"Stephen Drew","WSN","3B",86.1,,,,0,,0,1,,0,,-0.5486549735069275,-0.18691299855709076,0.9434836059808731,0.20791500806808472,3.9705750346183777,,0,0,0.26256634959319997,"Stephen Drew",4251,452220
"Christian Colón","KCR","SS",9,,,,0,,0,0,,0,,,0.16661299765110016,0.04014985146932304,0.20676299929618835,31.014449894428253,,0,0,0.251556652895762,"Christian Colon",11145,518568
"Arismendy Alcántara","OAK","SS",10,,,,0,,0,0,,0,,-0.16896599531173706,-0.1075650006532669,0.13754039723426104,-0.13899049535393715,-6.20013726875186,,0,0,0.24904029113521808,"Arismendy Alcantara",10711,570489
"Erick Aybar","- - -","2B",20,,,,0,,0,0,,0,,-0.232977706938982,0.255396394059062,0.18391561973839998,0.20633428171277046,14.144422505050898,,0,0,0.24785648858971987,"Erick Aybar",4082,430947
"Michael Martinez","CLE","LF",29,,,,,0,0,1,,1,-0.03962219879031181,,0.49125000834465027,0.01547831017524004,0.46710579469799995,74.02808908373117,,0,0,0.24472873328934186,"Michael Martinez",7358,492841
"Adam Eaton","CHW","CF",373.2,,,,,2,0,-4,,-2,2.8752601146698,,-2.660099983215332,0.018610000610351562,0.2337801456451416,0.6743658047455998,,0,0,0.24444521979790151,"Adam Eaton",11205,594809
"Andrés Blanco","PHI","2B",128.1,,,,0,,-1,-3,,-4,,-0.13729499280452728,0.31349000334739685,-0.45348499715328217,-0.2772909998893738,-2.6341430470347404,,0,0,0.24357182562361707,"Andres Blanco",1907,433217
"Chris Herrmann","ARI","LF",24,,,,,0,0,0,,0,0.11843600124120712,,0.1660500019788742,0.04815869964659214,0.3326450064778328,13.671350292861462,,0,0,0.2424031836467177,"Chris Herrmann",9284,543302
"Munenori Kawasaki","CHC","2B",50,,,,0,,0,1,,1,,-0.07777900248765945,-0.36980199813842773,-0.353108786046505,-0.8006900027394295,-15.221274165170533,,0,0,0.2402665682462089,"Munenori Kawasaki",13047,493128
"Shawn O'Malley","SEA","RF",44,,,,,0,1,1,,2,0.7628459930419922,,0.885483980178833,0.060017699375748634,1.7083470225334167,47.43618071079254,,0,0,0.23886564979039113,"Shawn O'Malley",9629,502523
"Josh Rutledge","BOS","2B",23,,,,0,,0,0,,0,,,0.027564000338315964,0.05710159055888653,0.08466559648513794,12.699839472770691,,0,0,0.2365328070168901,"Josh Rutledge",11167,592710
"David Dahl","COL","CF",45,,,,,0,1,0,,1,0.3590550124645233,,-0.18516500294208527,0.05630119889974594,0.23019100725650787,3.510681353509426,,0,0,0.23222260852695947,"David Dahl",13744,621311
"Ryan Flaherty","BAL","1B",22,,,,0,,0,1,,1,,0.19659599661827087,0.5823820233345032,0.08042042842134833,0.8593989908695221,36.41674965620041,,1,0,0.23138226768533932,"Ryan Flaherty",7888,475247
"Travis Wood","CHC","LF",5,,,,,0,0,0,,0,,,0.22570200264453888,0.01266984036192298,0.23837199807167053,35.75579971075058,,0,0,0.2307755878317077,"Travis Wood",9884,475243
"Mike Aviles","DET","2B",51,,,,0,,0,1,,1,,-0.05823659896850586,0.8566629886627197,0.47195228934288025,1.270383358001709,19.135163914073598,,0,0,0.22828893174465575,"Mike Aviles",5986,449107
"Brandon Nimmo","NYM","RF",43,,,,,0,0,1,,1,0.07529090344905853,,0.4298050105571747,0.050952399149537086,0.5560479015111923,26.296577006578445,,1,0,0.22779716361219138,"Brandon Nimmo",12927,607043
"Ryan Rua","TEX","LF",373,,,,,-1,0,2,,1,-1.2653900384902954,,3.3387699127197266,0.26739729940891266,2.3407799005508423,6.236594503230236,,2,1,0.2272910029544215,"Ryan Rua",12409,607387
"Ramiro Pena","SFG","3B",49.1,,,,0,,0,0,,0,,0.048528000712394714,0.4991779923439026,-0.9274803884327412,-0.37977398931980133,-7.120762299746275,,0,0,0.22412369869703747,"Ramiro Pena",8841,455369
"Rusney Castillo","BOS","CF",9,,,,,0,0,1,,1,,,0.48397400975227356,0.01255224971100688,0.49652600288391113,74.47890043258667,,0,0,0.22409711669101764,"Rusney Castillo",17016,628329
"Luis Sardinas","- - -","2B",19,,,,0,,0,0,,0,,0.188060000538826,0.15734212356619537,0.14678714098408818,0.49218929931521416,22.258714959025383,,0,0,0.22309345765682911,"Luis Sardinas",13153,596143
"Javier Báez","CHC","1B",21,,,,0,,0,0,,0,,,0.30096501111984253,0.13085820339620113,0.4318229854106903,16.193361952900887,,1,0,0.22142852098635324,"Javier Baez",12979,595879
"Jarrett Parker","SFG","CF",11,,,,,0,0,0,,0,,,0.3926520049571991,0.013808580115437508,0.4064599871635437,60.968998074531555,,0,0,0.21912907600750375,"Jarrett Parker",11624,592620
"Conor Gillaspie","SFG","1B",32,,,,0,,0,1,,1,,-0.042264100164175034,0.5383999943733215,0.24259119480848312,0.7387269176542759,16.03112014099246,,1,0,0.21490304694210288,"Conor Gillaspie",9009,543216
"Tony Renda","CIN","3B",8,,,,0,,0,0,,0,,,0.42897701263427734,0.11224600300192833,0.5412229895591736,81.18344843387604,,0,0,0.2093687226619806,"Tony Renda",13443,573113
"Matt Dominguez","TOR","1B",9,,,,0,,0,0,,0,,,0.12299799919128418,0.039774711010977626,0.16277199983596802,24.415799975395203,,0,0,0.20528817528702545,"Matt Dominguez",4903,518625
"Mark Canha","OAK","3B",13,,,,0,,0,0,,0,,,0.13713599741458893,0.004369592817965895,0.14150500297546387,0,,0,0,0.19932597256607365,"Mark Canha",11445,592192
"Daniel Nava","LAA","RF",5,,,,,0,0,1,,1,,,0.7115399837493896,0.015671180095523596,0.7272109985351562,109.08164978027344,,0,0,0.19660709676496765,"Daniel Nava",5450,537953
"Matt Dominguez","TOR","3B",20,,,,0,,0,1,,1,,,0.044685401022434235,0.21038059704005718,0.25506600737571716,12.753300368785858,,0,0,0.19433223005007422,"Matt Dominguez",4903,518625
"Eduardo Escobar","MIN","2B",27,,,,0,,0,0,,0,,,-0.3796679973602295,0.07240664260461926,-0.30726099014282227,-46.08914852142334,,0,0,0.19425018791982782,"Eduardo Escobar",6153,500871
"Kyle Waldrop","CIN","RF",8,,,,,0,0,0,,0,0.011737099848687649,,0.08392419666051865,0.007566740037873387,0.10322800185531378,15.484200278297067,,0,0,0.18816828903756067,"Kyle Waldrop",11402,592835
"Justin Ruggiano","TEX","LF",9,,,,,0,0,1,,1,0.016347799450159073,,0.1673160046339035,0.025155399926006794,0.20881879702210426,16.88749473541975,,0,0,0.18711068285127316,"Justin Ruggiano",7620,448605
"Yadier Molina","STL","1B",7,,,,0,,0,0,,0,,,0.029723599553108215,0.10097741149365902,0.1307010054588318,6.535050272941589,,0,0,0.18685599884170698,"Yadier Molina",7007,425877
"Adam Duvall","CIN","3B",13.1,,,,0,,0,1,,1,,,0.26874101161956787,0.0654099308885634,0.3341509997844696,50.12264996767044,,0,0,0.18084136101374282,"Adam Duvall",10950,594807
"Gorkys Hernández","SFG","LF",5,,,,,0,0,0,,0,,,0.009093989618122578,0.018190930597484112,0.027284899726510048,4.092734958976507,,0,0,0.18002401907494497,"Gorkys Hernandez",4146,491676
"Jose Altuve","HOU","SS",4,,,,0,,0,0,,0,,,0.1354379951953888,0.027173819486051798,0.16261200606822968,0,,0,0,0.17351401425627594,"Jose Altuve",5417,514888
"Jonathan Villar","MIL","2B",69,,,,0,,0,2,,2,,0.2300570011138916,-0.5014029741287231,0.1565704047679901,-0.11477500200271606,-8.614462614059448,,0,0,0.17216914672894565,"Jonathan Villar",10071,542340
"Kris Bryant","CHC","CF",1,,,,,0,0,1,,1,,,0.2285729944705963,0.004409639863297343,0.23298299312591553,0,,0,0,0.16791812196167888,"Kris Bryant",15429,592178
"Matthew den Dekker","WSN","LF",21,,,,,0,0,1,,1,0.4745529890060425,,0.3000839948654175,0.05792499892413616,0.8325619995594025,22.323206439614296,,0,0,0.16721415894129432,"Matthew den Dekker",11385,544925
"Shane Robinson","LAA","CF",83,,,,,1,0,0,,1,0.5851050019264221,,-1.6363600492477417,0.09663039818406105,-0.9546249508857727,-17.899217829108238,,0,0,0.16639099187817852,"Shane Robinson",4249,453203
"Omar Narváez","CHW","C",269,0,1,-2,,,-1,,,-2,,,,,,,-0.11999999731779099,,-2,0.16623915030438763,"Omar Narvaez",13338,553882
"Ryan Rua","TEX","CF",14,,,,,0,0,1,,1,-0.16702699661254883,,0.9064090251922607,0.020964760333299637,0.7603470087051392,44.499000906944275,,0,0,0.1653863113631948,"Ryan Rua",12409,607387
"Mike Freeman","SEA","2B",23,,,,0,,0,0,,0,,0.40886399149894714,0.05090700089931488,0.12140979710966349,0.5811799913644791,18.837399780750275,,0,0,0.16443312706093455,"Mike Freeman",11241,502273
"Mike Freeman","SEA","SS",12,,,,0,,0,0,,0,,,0.002448759973049164,0.03635376156307757,0.03880250081419945,5.820375122129917,,0,0,0.1629940201010961,"Mike Freeman",11241,502273
"George Springer","HOU","CF",8,,,,,0,0,1,,1,-0.037250399589538574,,0.7090510129928589,0.01323004998266697,0.6850305795669556,105.54836690425873,,0,0,0.15890725126345617,"George Springer",12856,543807
"Mason Williams","NYY","LF",10,,,,,0,0,0,,0,0.22152499854564667,,0.15160700678825378,0.021322130225598812,0.3944540023803711,29.584050178527832,,0,0,0.1586249345475847,"Mason Williams",11859,592863
