Name,Team,Age,W,L,ERA,G,GS,CG,ShO,SV,BS,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,NameASCII,PlayerId,MLBAMID
"Denyi Reyes 레예스","Lions (KBO)",28,4,3,4.14,10,10,0,0,0,0,0,50,215,51,26,23,5,12,0,3,0,0,35,"Denyi Reyes","20526",
"Kwang Hyun Kim 김광현","Landers (KBO)",36,10,10,5,28,28,0,0,0,0,0,144,636,164,86,80,13,50,1,4,6,0,138,"Kwang Hyun Kim","27458",
"Hyeon-Jong Yang 양현종","Tigers (KBO)",37,7,9,5.0588235294117645,30,30,0,0,0,0,0,153,677,171,101,86,12,57,1,4,10,0,109,"Hyeon-Jong Yang","27513",
"Ryan Weiss 와이스","Eagles (KBO)",28,16,5,2.87126857497746,30,30,0,0,0,0,0,178.2,725,127,63,57,13,56,0,13,5,2,207,"Ryan Weiss","sa3007778",
"Alec Gamboa 감보아","Giants (KBO)",28,7,8,3.5833333333333335,19,19,0,0,0,0,0,108,475,97,54,43,6,49,0,4,5,0,117,"Alec Gamboa","sa3011249",
"Jong-hyun Won 원종현","Heroes (KBO)",37,2,4,6.128835359862334,61,0,0,0,5,6,11,54.1,248,68,42,37,5,18,2,3,6,0,40,"Jong-hyun Won","sa3012035",
"Chan-kyu Im 임찬규","Twins (KBO)",32,11,7,3.0311851273434813,27,27,1,1,0,0,0,160.1,670,163,61,54,9,40,1,6,1,0,107,"Chan-kyu Im","sa3012220",
"Seung-hyuk Han 한승혁","Eagles (KBO)",32,3,3,2.250000402331424,71,0,0,0,3,5,20,64,269,56,18,16,4,23,1,7,3,0,53,"Seung-hyuk Han","sa3012265",
"Tae-hoon Kim 김태훈","Lions (KBO)",33,2,6,4.4773877929587425,73,0,0,0,2,5,21,66.1,287,66,34,33,8,26,3,2,4,0,74,"Tae-hoon Kim","sa3012298",
"Won-jung Kim 김원중","Giants (KBO)",32,4,3,2.6703299501785813,53,0,0,0,32,6,0,60.2,272,58,21,18,4,33,6,2,7,1,69,"Won-jung Kim","sa3012308",
"Seung-won Moon 문승원","Landers (KBO)",35,4,7,5.126582526029877,23,21,0,0,0,0,0,105.1,452,109,61,60,16,38,0,5,4,0,61,"Seung-won Moon","sa3012330",
"Sang-woo Cho 조상우","Tigers (KBO)",30,6,6,3.9000009918215413,72,0,0,0,1,4,29,60,271,64,29,26,5,27,3,6,2,0,55,"Sang-woo Cho","sa3012372",
"Jong-soo Kim 김종수","Eagles (KBO)",31,4,5,3.251309809626581,63,0,0,0,0,1,5,63.2,282,57,30,23,5,36,1,4,2,1,59,"Jong-soo Kim","sa3012399",
"Young-pyo Ko 고영표","Wiz (KBO)",33,11,8,3.298136645962733,29,26,1,1,0,0,0,161,685,170,70,59,10,30,2,15,4,1,154,"Young-pyo Ko","sa3012418",
"Se-woong Park 박세웅","Giants (KBO)",29,11,13,4.929460893019104,29,28,0,0,0,0,0,160.2,722,183,99,88,15,54,0,8,14,1,156,"Se-woong Park","sa3012427",
"Yeong-min Ha 하영민","Heroes (KBO)",30,7,14,4.989130600278459,28,28,0,0,0,0,0,153.1,669,169,90,85,13,41,1,9,7,0,134,"Yeong-min Ha","sa3012451",
"Jae-whan Bae 배재환","Dinos (KBO)",30,2,4,4.475139347662562,70,0,0,0,2,3,26,60.1,271,48,36,30,3,37,4,11,6,0,51,"Jae-whan Bae","sa3012500",
"Min-su Kim 김민수","Wiz (KBO)",32,4,3,4.95569715972073,58,0,0,0,0,1,12,52.2,230,63,31,29,5,15,1,1,5,0,36,"Min-su Kim","sa3012504",
"Sang-baek Eom 엄상백","Eagles (KBO)",28,2,7,6.582645458208252,28,16,0,0,0,0,0,80.2,379,106,60,59,13,38,0,8,3,0,74,"Sang-baek Eom","sa3012505",
"Won-tae Choi 최원태","Lions (KBO)",28,8,7,4.92225221208474,27,24,0,0,0,0,0,124.1,552,128,72,68,13,51,1,12,9,0,109,"Won-tae Choi","sa3012525",
"Young-ha Lee 이영하","Bears (KBO)",28,4,4,4.050001081466964,73,0,0,0,0,7,17,66.2,299,63,33,30,4,39,2,6,7,0,72,"Young-ha Lee","sa3012579",
"Sang-hyun Jeon 전상현","Tigers (KBO)",29,7,5,3.342857507199697,74,0,0,0,1,8,27,70,290,64,30,26,4,20,3,2,3,0,50,"Sang-hyun Jeon","sa3012596",
"Seok-joo Oh 오석주","Heroes (KBO)",27,2,1,3.70285770786839,53,0,0,0,0,3,7,58.1,252,52,24,24,4,29,0,7,3,0,44,"Seok-joo Oh","sa3012629",
"Ju-young Son 손주영","Twins (KBO)",26,11,6,3.411764705882353,30,27,0,0,0,0,0,153,644,153,67,58,8,49,0,4,6,0,132,"Ju-young Son","sa3012633",
"Won-joon Choi 최원준","Bears (KBO)",30,4,7,4.710281045543784,47,16,0,0,0,2,10,107,456,105,59,56,18,38,2,4,4,0,62,"Won-joon Choi","sa3012637",
"Chi-guk Park 박치국","Bears (KBO)",27,4,4,3.7540119204636584,73,0,0,0,2,4,20,62.1,271,58,35,26,4,21,1,7,0,0,57,"Chi-guk Park","sa3012638",
"Jong-deok Na 나종덕","Giants (KBO)",27,3,7,3.8665049975684083,28,26,0,0,0,0,0,137.1,601,143,67,59,13,50,0,5,3,0,116,"Jong-deok Na","sa3012648",
"Sang-won Park 박상원","Eagles (KBO)",30,4,3,4.185001117515863,74,0,0,0,0,5,20,66.2,294,67,35,31,4,21,0,8,4,0,52,"Sang-won Park","sa3012657",
"Min Kim 김민","Landers (KBO)",26,5,2,2.9685868617491176,70,0,0,0,1,4,20,63.2,266,60,23,21,7,17,2,6,4,0,65,"Min Kim","sa3012664",
"Been Gwak 곽빈","Bears (KBO)",26,5,7,4.19817092700916,19,19,0,0,0,0,0,109.1,465,96,55,51,9,41,0,2,5,0,107,"Been Gwak","sa3012674",
"Shin-zi Park 박신지","Bears (KBO)",25,2,4,2.850000543594464,54,0,0,0,0,1,4,60,264,55,24,19,3,29,6,5,8,0,36,"Shin-zi Park","sa3012675",
"Chang-seop Yang 양창섭","Lions (KBO)",25,3,3,3.4285718437766235,33,6,0,0,0,0,2,63,276,67,29,24,3,19,1,9,4,0,45,"Chang-seop Yang","sa3012682",
"Min-jun Choi 최민준","Landers (KBO)",26,2,2,3.9746199050546878,40,8,0,0,0,0,0,65.2,287,72,34,29,6,24,0,3,3,0,44,"Min-jun Choi","sa3012698",
"Dong-hyun Son 손동현","Wiz (KBO)",24,5,0,3.8352279377378875,58,0,0,0,1,2,13,58.2,257,66,30,25,6,12,3,3,4,0,55,"Dong-hyun Son","sa3012706",
"Ju-seong Park 박주성","Heroes (KBO)",24,2,3,6.576923076923077,18,6,0,0,0,0,1,52,235,63,40,38,9,16,0,3,2,0,26,"Ju-seong Park","sa3012719",
"Young-gun Cho 조영건","Heroes (KBO)",26,5,5,5.678112331683419,51,6,0,0,8,3,8,77.2,353,84,51,49,12,38,0,4,5,0,47,"Young-gun Cho","sa3012720",
"Tae-in Won 원태인","Lions (KBO)",25,12,4,3.23999990112305,27,27,0,0,0,0,0,166.2,671,157,66,60,20,27,1,6,1,0,108,"Tae-in Won","sa3012723",
"Jin Park 박진","Giants (KBO)",26,3,3,5.322116360685708,51,5,0,0,1,3,3,69.1,302,76,42,41,10,22,0,1,5,0,50,"Jin Park","sa3012728",
"Yi-hwan Kim 김이환","Tigers (KBO)",24,4,7,4.811170408012326,24,24,0,0,0,0,0,125.1,561,149,79,67,11,33,0,10,5,1,71,"Yi-hwan Kim","sa3012735",
"Sa-min Chun 전사민","Dinos (KBO)",25,7,7,4.263158948188552,74,0,0,0,2,5,12,82.1,370,86,45,39,3,33,4,11,7,0,62,"Sa-min Chun","sa3012744",
"Kyung-eun Noh 노경은","Landers (KBO)",41,3,6,2.1375002038479045,77,0,0,0,3,7,35,80,320,60,22,19,2,25,5,3,3,0,68,"Kyung-eun Noh","sa3012918",
"Jin-sung Kim 김진성","Twins (KBO)",40,6,4,3.4386801115345786,78,0,0,0,1,10,29,70.2,291,61,28,27,7,24,1,0,1,0,63,"Jin-sung Kim","sa3013091",
"Hyeong Jun So 소형준","Wiz (KBO)",23,10,7,3.2986426478128785,26,24,0,0,1,0,0,147.1,617,155,60,54,6,29,1,3,4,0,123,"Hyeong Jun So","sa3014303",
"Seung Min Lee 이승민","Lions (KBO)",24,3,2,3.7772032670579874,62,1,0,0,0,1,10,64.1,280,61,37,27,5,26,2,3,1,0,53,"Seung Min Lee","sa3014336",
"Jin-ho Kim 김진호","Dinos (KBO)",27,4,3,3.3594479495135046,76,0,0,0,6,5,23,72.1,316,53,30,27,5,45,1,9,9,1,70,"Jin-ho Kim","sa3014341",
"Hai Young Jung 정해영","Tigers (KBO)",23,3,7,3.7945949858170573,60,0,0,0,27,7,1,61.2,275,75,30,26,4,18,1,3,1,0,72,"Hai Young Jung","sa3014352",
"Jun Yong Choi 최준용","Giants (KBO)",23,4,4,5.30061473743807,49,0,0,0,1,5,18,54.1,234,50,35,32,5,16,0,6,3,0,62,"Jun Yong Choi","sa3014362",
"Min-hyeok Shin 신민혁","Dinos (KBO)",26,6,3,4.7727272727272725,28,28,1,0,0,0,0,132,568,148,76,70,23,26,1,6,3,0,84,"Min-hyeok Shin","sa3014368",
"Won Seok Oh 오원석","Wiz (KBO)",24,11,8,3.672544221759641,25,25,0,0,0,0,0,132.1,565,130,60,54,10,52,1,4,5,0,113,"Won Seok Oh","sa3014380",
"Gang-hyun Kim 김강현","Giants (KBO)",30,2,2,4.000000847710683,67,0,0,0,0,0,2,72,306,69,37,32,9,21,0,7,4,0,36,"Gang-hyun Kim","sa3014382",
"Jin Oug Ryou 류진욱","Dinos (KBO)",28,4,3,3.2727276510444008,62,0,0,0,29,1,0,66,275,50,27,24,6,28,3,6,5,0,57,"Jin Oug Ryou","sa3014409",
"Seung Hyun Lee 이승현","Lions (KBO)",23,4,9,5.4177634298306225,25,23,0,0,0,0,0,101.1,471,121,64,61,10,46,0,9,2,0,74,"Seung Hyun Lee","sa3015066",
"Seung Yong Choi 최승용","Bears (KBO)",24,5,7,4.409742313144205,23,23,0,0,0,0,0,116.1,507,121,60,57,8,36,0,6,4,0,71,"Seung Yong Choi","sa3017870",
"Keon Woo Kim 김건우","Landers (KBO)",22,5,4,3.8181822595518007,35,13,0,0,0,0,2,66,301,53,31,28,2,49,1,7,4,0,68,"Keon Woo Kim","sa3017893",
"Byeong Hyeon Jo 조병현","Landers (KBO)",23,5,4,1.6039605172004712,69,0,0,0,30,2,0,67.1,255,42,13,12,5,18,2,0,1,0,79,"Byeong Hyeon Jo","sa3018029",
"Ji Min Choi 최지민","Tigers (KBO)",21,2,4,6.581252039820588,66,0,0,0,0,0,9,53.1,253,46,40,39,5,51,0,4,4,0,39,"Ji Min Choi","sa3018061",
"Yeong Hyun Park 박영현","Wiz (KBO)",21,5,6,3.3913047228058217,67,0,0,0,35,7,1,69,305,68,31,26,9,34,4,2,6,1,77,"Yeong Hyun Park","sa3018085",
"Seung Ki Song 송승기","Twins (KBO)",23,11,6,3.5,28,27,0,0,0,0,0,144,629,149,61,56,15,49,0,1,2,0,125,"Seung Ki Song","sa3018211",
"Cheol-won Chung 정철원","Giants (KBO)",26,8,3,4.242858530161786,75,0,0,0,0,7,24,70,312,72,34,33,4,28,2,7,5,0,55,"Cheol-won Chung","sa3018228",
"Dong Ju Moon 문동주","Eagles (KBO)",21,11,5,4.016529178873436,24,23,1,0,0,0,0,121,501,112,57,54,7,31,0,3,11,0,135,"Dong Ju Moon","sa3018231",
"Young Jun Jeon 전영준","Landers (KBO)",23,1,5,4.613924607617898,34,5,0,0,0,0,0,52.2,228,48,28,27,5,26,1,5,3,0,55,"Young Jun Jeon","sa3018269",
"Si Hoo Park 박시후","Landers (KBO)",24,6,2,3.2675167174896234,52,1,0,0,0,0,1,52.1,231,45,24,19,5,29,1,5,0,1,34,"Si Hoo Park","sa3019592",
"Min Seok Lee 이민석","Giants (KBO)",21,2,5,5.255725496931324,20,17,0,0,0,0,0,87.1,417,104,56,51,10,56,0,2,2,0,61,"Min Seok Lee","sa3019715",
"Ho Sung Lee 이호성","Lions (KBO)",20,7,4,6.343374951690065,58,0,0,0,9,4,3,55.1,252,54,44,39,7,29,0,2,0,1,69,"Ho Sung Lee","sa3020693",
"Ro Un Lee 이로운","Landers (KBO)",20,6,5,1.9870131838923055,75,0,0,0,1,2,34,77,305,56,19,17,7,26,5,0,2,0,66,"Ro Un Lee","sa3020699",
"Young Jin Song 송영진","Landers (KBO)",21,2,5,5.826316257381741,21,8,0,0,0,0,0,63.1,288,77,45,41,10,31,1,3,2,0,40,"Young Jin Song","sa3020700",
"Young Cheol Yoon 윤영철","Tigers (KBO)",21,2,7,5.58,13,13,0,0,0,0,0,50,227,52,37,31,4,30,0,1,4,0,43,"Young Cheol Yoon","sa3020917",
"Seo Hyeon Kim 김서현","Eagles (KBO)",21,2,4,3.1363639989175507,69,0,0,0,33,4,2,66,280,52,23,23,4,31,3,8,7,0,71,"Seo Hyeon Kim","sa3020919",
"Taek Yeon Kim 김택연","Bears (KBO)",20,4,5,3.5276388671796153,64,0,0,0,24,9,0,66.1,281,47,31,26,6,31,2,5,5,0,79,"Taek Yeon Kim","sa3023383",
"Yeon Ju Kim 김연주","Heroes (KBO)",21,1,3,6.619355164526917,20,8,0,0,0,0,0,51.2,250,67,40,38,10,25,2,6,0,0,28,"Yeon Ju Kim","sa3023388",
"Yun Ha Kim 김윤하","Heroes (KBO)",20,0,12,6.136363636363637,19,18,0,0,0,1,0,88,422,113,76,60,16,44,1,3,2,0,52,"Yun Ha Kim","sa3023397",
"De Jesus Enmanuel 헤이수스","Wiz (KBO)",28,9,9,3.9592670485279866,32,30,0,0,0,0,1,163.2,712,173,85,72,17,44,0,8,7,2,165,"De Jesus Enmanuel","sa3023398",
"Sang Hyun Weon 원상현","Wiz (KBO)",20,0,3,5.210527013213444,52,0,0,0,0,0,14,57,259,56,35,33,8,35,3,1,4,0,45,"Sang Hyun Weon","sa3023401",
"Jun Seo Hwang 황준서","Eagles (KBO)",19,2,8,5.3035717898485855,23,12,0,0,0,0,0,56,242,54,37,33,7,26,2,2,1,0,57,"Jun Seo Hwang","sa3023402",
"Yun Sung Park 박윤성","Heroes (KBO)",21,0,5,4.529032815383519,54,0,0,0,1,3,5,51.2,226,55,31,26,9,19,0,1,4,1,40,"Yun Sung Park","sa3023552",
"Dong Uk Cho 조동욱","Eagles (KBO)",20,3,3,4.050001544952982,68,2,0,0,2,1,5,60,283,77,29,27,4,29,3,4,7,1,43,"Dong Uk Cho","sa3023645",
"Ju Hwan Son 손주환","Dinos (KBO)",23,6,1,4.354839888621639,52,0,0,0,0,1,7,51.2,224,53,29,25,5,19,0,1,0,0,37,"Ju Hwan Son","sa3025180",
"Ji Hoon Mok 목지훈","Dinos (KBO)",21,3,5,6.051724535956845,16,15,0,0,0,0,0,58,280,68,42,39,6,42,1,5,9,2,45,"Ji Hoon Mok","sa3066662",
"Chan Seung Bae 배찬승","Lions (KBO)",19,2,3,3.9078961098958453,65,0,0,0,0,6,18,50.2,233,50,25,22,3,34,1,2,5,0,57,"Chan Seung Bae","sa3066880",
"Woo Joo Jeong 정우주","Eagles (KBO)",18,3,0,2.8509322174133334,51,2,0,0,0,0,3,53.2,228,34,18,17,6,21,0,10,3,1,82,"Woo Joo Jeong","sa3066884",
"Hyun Woo Jung 정현우","Heroes (KBO)",19,3,7,5.864754465119063,18,18,0,0,0,0,0,81.1,384,92,63,53,8,48,0,6,4,2,55,"Hyun Woo Jung","sa3066917",
"Young Woo Kim 김영우","Twins (KBO)",20,3,2,2.40000030517582,66,0,0,0,1,3,8,60,255,49,17,16,2,30,2,3,5,0,56,"Young Woo Kim","sa3066958",
"Nok Won Kim 김녹원","Dinos (KBO)",22,3,4,6.55714357181479,21,16,0,0,0,0,1,70,327,75,53,51,10,47,0,3,4,0,37,"Nok Won Kim","sa3067373",
"Yeong Tak Sung 성영탁","Tigers (KBO)",20,3,2,1.547771076705611,45,0,0,0,0,0,7,52.1,198,38,11,9,2,13,0,0,1,0,30,"Yeong Tak Sung","sa3067516",
"Min Seok Choi 최민석","Bears (KBO)",18,3,3,4.403433620581684,17,15,0,0,0,0,0,77.2,333,72,41,38,7,34,1,5,5,1,53,"Min Seok Choi","sa3067517",
"Jae Yun Kim 김재윤","Lions (KBO)",34,4,7,4.9942205341706085,63,0,0,0,13,3,6,57.2,242,57,34,32,10,13,3,1,1,0,43,"Jae Yun Kim","sa503670",
"Seon Gi Kim 김선기","Heroes (KBO)",33,1,7,5.65384670686445,44,8,0,0,0,0,2,78,381,96,55,49,6,47,1,11,2,0,43,"Seon Gi Kim","sa549629",
"Riley Thompson 라일리","Dinos (KBO)",28,17,7,3.453488372093023,30,30,0,0,0,0,0,172,709,136,76,66,18,56,0,3,5,0,216,"Riley Thompson","sa876287",
