Name,Team,Age,W,L,ERA,G,GS,CG,ShO,SV,BS,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,NameASCII,PlayerId,MLBAMID
"Brooks Raley 레일리","Giants (KBO)",31,5,14,3.8784530386740332,30,30,0,0,0,0,0,181,791,191,88,78,10,65,1,8,10,1,140,"Brooks Raley","10061",
"Jacob Turner 터너","Tigers (KBO)",28,7,13,5.458695833245844,28,28,1,0,0,0,0,153.1,714,179,107,93,12,58,0,17,14,0,121,"Jacob Turner","10185",
"Chad Bell 채드벨","Eagles (KBO)",30,11,10,3.501879799688807,29,29,0,0,0,0,0,177.1,749,169,73,69,14,63,0,10,8,1,134,"Chad Bell","10297",
"Eric Jokisch 요키시","Heroes (KBO)",29,13,9,3.1268383229995704,30,30,1,1,0,0,0,181.1,746,166,72,63,9,39,0,11,6,0,141,"Eric Jokisch","11157",
"Seth Frankoff 후랭코프","Bears (KBO)",30,9,8,3.6051137926411103,22,22,0,0,0,0,0,117.1,495,110,48,47,5,30,1,13,2,1,111,"Seth Frankoff","11346",
"Deck McGuire 맥과이어","Lions (KBO)",30,4,8,5.047477973348373,21,21,1,1,0,0,0,112.1,512,119,68,63,13,66,0,6,3,2,100,"Deck McGuire","11596",
"Angel Sánchez 산체스","Wyverns (KBO)",29,17,5,2.618181818181818,28,28,0,0,0,0,0,165,671,151,51,48,2,42,0,2,11,2,148,"Angel Sanchez","11776",
"Drew Rucinski 루친스키","Dinos (KBO)",30,9,9,3.0451128692946146,30,30,2,0,0,0,0,177.1,731,164,68,60,13,45,0,11,7,0,119,"Drew Rucinski","12499",
"Tyler Wilson 윌슨","Twins (KBO)",29,14,7,2.918918918918919,30,30,1,0,0,0,0,185,763,171,77,60,7,44,1,10,6,0,137,"Tyler Wilson","12691",
"Raúl Alcántara 알칸타라","Wiz (KBO)",26,11,11,4.01351374996664,27,27,1,0,0,0,0,172.2,724,189,80,77,15,27,0,8,2,2,100,"Raul Alcantara","12790",
"Warwick Saupold 서폴드","Eagles (KBO)",29,12,11,3.509532155201405,31,31,0,0,0,0,0,192.1,810,191,84,75,8,54,1,8,7,0,135,"Warwick Saupold","13211",
"William Cuevas 쿠에바스","Wiz (KBO)",28,13,10,3.619565217391304,30,30,0,0,0,0,0,184,760,153,80,74,18,63,0,12,3,0,135,"William Cuevas","13331",
"Eddie Butler 버틀러","Dinos (KBO)",28,3,6,4.764706046840825,13,13,0,0,0,0,0,73.2,326,78,46,39,6,28,1,2,4,0,49,"Eddie Butler","13453",
"Justin Haley 헤일리","Lions (KBO)",28,5,8,5.7490495964325765,19,19,0,0,0,0,0,87.2,386,95,59,56,5,34,0,6,5,1,84,"Justin Haley","13572",
