Name,Team,Age,W,L,ERA,G,GS,CG,ShO,SV,BS,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,NameASCII,PlayerId,MLBAMID
"Seunghwan Oh 오승환","Lions (KBO)",40,4,5,3.446809070150346,58,1,0,0,29,4,3,62.2,264,57,26,24,9,15,1,2,0,0,44,"Seunghwan Oh","18719",
"Wes Benjamin 벤자민","Wiz (KBO)",29,15,6,3.5511484517170153,29,29,0,0,0,0,0,159.2,682,149,79,63,12,44,1,3,11,0,156,"Wes Benjamin","19243",
"Taylor Widener 와이드너","- - -",28,7,5,4.539130585351383,21,20,0,0,0,0,0,115,495,112,65,58,7,40,1,6,3,0,99,"Taylor Widener","19266",
"Shaun Anderson 앤더슨","Tigers (KBO)",28,4,7,3.759493670886076,14,14,0,0,0,0,0,79,336,76,42,33,6,26,0,2,10,0,64,"Shaun Anderson","19453",
"Tanner Tully 태너","Dinos (KBO)",28,5,2,2.922680527310736,11,11,0,0,0,0,0,64.2,265,58,26,21,6,13,0,1,0,0,47,"Tanner Tully","19518",
"Charlie Barnes 반즈","Giants (KBO)",27,11,10,3.2759296477235216,30,30,0,0,0,0,0,170.1,734,171,68,62,6,56,1,15,7,0,147,"Charlie Barnes","19865",
"Adonis Medina 메디나","Tigers (KBO)",26,2,6,6.051724137931035,12,12,0,0,0,0,0,58,269,64,42,39,6,29,0,9,5,1,36,"Adonis Medina","19903",
"Kirk McCarty 맥카티","Landers (KBO)",27,9,5,3.3923076923076922,24,24,0,0,0,0,0,130,543,124,58,49,10,45,0,1,4,1,116,"Kirk McCarty","20555",
"Kwang Hyun Kim 김광현","Landers (KBO)",34,9,8,3.528712977908687,30,30,0,0,0,0,0,168.1,713,163,75,66,11,70,0,2,5,0,119,"Kwang Hyun Kim","27458",
"Hyeon-Jong Yang 양현종","Tigers (KBO)",35,9,11,3.6842105263157894,29,29,0,0,0,0,0,171,729,181,78,70,13,48,1,1,5,0,133,"Hyeon-Jong Yang","27513",
"Albert Suárez 수아레즈","Lions (KBO)",33,4,7,3.9166666666666665,19,19,0,0,0,0,0,108,479,129,54,47,3,32,0,2,6,0,88,"Albert Suarez","6175",
"Casey Kelly 켈리","Twins (KBO)",33,10,7,3.8283584269257975,30,30,0,0,0,0,0,178.2,746,183,87,76,10,39,1,6,6,0,129,"Casey Kelly","9174",
"Dan Straily 스트레일리","Giants (KBO)",34,3,5,4.3692948824487505,16,16,0,0,0,0,0,80.1,364,82,43,39,6,37,0,10,4,0,70,"Dan Straily","9460",
"Yongchan Lee 이용찬","Dinos (KBO)",34,4,4,4.131147799329151,60,0,0,0,29,6,0,61,254,53,28,28,5,19,1,3,4,0,51,"Yongchan Lee","sa3012046",
"Seung-hyun Lee 이승현","Lions (KBO)",31,5,3,3.6000009155275765,60,0,0,0,0,1,15,60,264,68,29,24,5,15,1,0,2,0,42,"Seung-hyun Lee","sa3012166",
"Jae-hak Lee 이재학","Dinos (KBO)",32,5,5,4.544554798734668,15,13,0,0,0,0,0,67.1,293,55,36,34,6,33,0,5,7,0,43,"Jae-hak Lee","sa3012173",
"Tae-yang Lee 이태양","Eagles (KBO)",32,3,3,3.2292360441004373,50,12,0,0,0,0,2,100.1,422,100,44,36,7,21,2,3,1,0,72,"Tae-yang Lee","sa3012211",
"Jong-hun Park 박종훈","Landers (KBO)",31,2,5,6.1875,18,16,0,0,0,0,0,80,382,77,57,55,8,60,0,19,2,0,56,"Jong-hun Park","sa3012213",
"Chan-kyu Im 임찬규","Twins (KBO)",30,14,3,3.421659226775928,30,26,0,0,0,0,0,144.2,632,142,63,55,10,54,1,5,0,1,103,"Chan-kyu Im","sa3012220",
"Hyun Yang 양현","Heroes (KBO)",30,0,5,5.052632931527371,54,0,0,0,0,1,7,57,262,83,38,32,5,21,1,0,0,1,16,"Hyun Yang","sa3012238",
"Dae-woo Kim 김대우","Lions (KBO)",34,0,2,4.500000804662848,44,5,0,0,0,2,3,64,277,66,37,32,7,22,1,3,1,0,49,"Dae-woo Kim","sa3012247",
"Geon-hui Hong 홍건희","Bears (KBO)",30,1,5,3.2108111418452023,64,0,0,0,20,3,8,61.2,277,67,28,22,4,24,3,0,8,0,62,"Geon-hui Hong","sa3012262",
"Jin-yong Seo 서진용","Landers (KBO)",30,5,4,2.4657534246575343,69,0,0,0,40,6,0,73,325,62,22,20,3,49,6,4,5,0,64,"Jin-yong Seo","sa3012277",
"Tae-hoon Kim 김태훈","- - -",31,6,7,7.105265226391156,71,0,0,0,1,7,13,63.1,306,74,54,50,8,43,4,3,1,0,40,"Tae-hoon Kim","sa3012298",
"Hyun-hee Han 한현희","Giants (KBO)",30,6,12,5.4519234768738,38,18,0,0,0,2,3,104,476,123,69,63,11,44,1,11,6,0,74,"Hyun-hee Han","sa3012299",
"Won-jung Kim 김원중","Giants (KBO)",30,5,6,2.968586683881139,63,0,0,0,28,5,0,63.2,265,51,24,21,2,25,3,5,3,0,82,"Won-jung Kim","sa3012308",
"Gi-yeong Im 임기영","Tigers (KBO)",30,4,4,2.9634151855869173,64,0,0,0,3,1,16,82,324,56,29,27,6,19,1,6,1,0,57,"Gi-yeong Im","sa3012323",
"Seung-won Moon 문승원","Landers (KBO)",33,5,8,5.228571808484164,50,12,0,0,1,3,8,105,479,138,67,61,12,35,1,6,3,0,65,"Seung-won Moon","sa3012330",
"Deok-ju Ham 함덕주","Twins (KBO)",28,4,0,1.6167667625138082,57,0,0,0,4,1,20,55.2,222,32,12,10,1,22,1,2,0,0,59,"Deok-ju Ham","sa3012366",
"Seung-min Koo 구승민","Giants (KBO)",33,2,6,3.958116052822824,67,0,0,0,2,6,26,63.2,289,65,32,28,4,29,0,5,2,0,66,"Seung-min Koo","sa3012379",
"Hyun-sik Jang 장현식","Tigers (KBO)",28,2,2,4.058824440187441,56,0,0,0,3,2,6,51,226,58,26,23,6,26,1,1,1,0,44,"Hyun-sik Jang","sa3012411",
"Young-pyo Ko 고영표","Wiz (KBO)",31,12,7,2.7824429101401122,28,27,0,0,0,0,0,174.2,706,181,57,54,7,19,1,9,6,0,114,"Young-pyo Ko","sa3012418",
"Se-woong Park 박세웅","Giants (KBO)",27,9,7,3.448051948051948,27,27,0,0,0,0,0,154,657,145,70,59,8,59,1,4,9,0,129,"Se-woong Park","sa3012427",
"Yeong-min Ha 하영민","Heroes (KBO)",28,3,1,4.643312891654974,57,0,0,0,0,2,4,52.1,247,67,36,27,4,25,3,1,6,0,51,"Yeong-min Ha","sa3012451",
"Sang-baek Eom 엄상백","Wiz (KBO)",26,7,6,3.6268657542411633,20,19,0,0,0,0,0,111.2,454,100,46,45,6,29,0,2,1,0,89,"Sang-baek Eom","sa3012505",
"Won-tae Choi 최원태","- - -",26,9,7,4.295454731657493,26,26,0,0,0,0,0,146.2,632,149,73,70,12,46,2,7,7,0,118,"Won-tae Choi","sa3012525",
"Je-seong Bae 배제성","Wiz (KBO)",26,8,10,4.488491223756882,26,24,0,0,0,0,0,130.1,596,144,72,65,6,77,0,2,9,1,79,"Je-seong Bae","sa3012544",
"Hyun-sang Joo 주현상","Eagles (KBO)",30,2,2,1.960894189060009,55,0,0,0,0,1,13,59.2,228,35,13,13,2,15,1,3,0,0,45,"Hyun-sang Joo","sa3012555",
"Min-woo Kim 김민우","Eagles (KBO)",27,1,6,6.793548721488151,12,12,0,0,0,0,0,51.2,243,64,43,39,6,28,0,2,5,0,43,"Min-woo Kim","sa3012556",
"Beom-su Kim 김범수","Eagles (KBO)",27,5,5,4.187167142055619,76,0,0,0,1,7,17,62.1,283,64,33,29,3,33,5,3,4,0,52,"Beom-su Kim","sa3012557",
"Chang-mo Koo 구창모","Dinos (KBO)",26,1,3,2.961290468340989,11,9,0,0,0,0,0,51.2,205,38,19,17,4,16,0,0,0,0,56,"Chang-mo Koo","sa3012564",
"Sang-hyun Jeon 전상현","Tigers (KBO)",27,8,3,2.147728064090059,64,0,0,0,0,2,18,58.2,250,50,20,14,1,26,4,1,3,0,50,"Sang-hyun Jeon","sa3012596",
"Sung-young Choi 최성영","Dinos (KBO)",26,5,4,4.860000185394294,18,13,0,0,0,0,0,66.2,303,77,37,36,6,32,0,5,1,0,38,"Sung-young Choi","sa3012618",
"Myeong-sin Kim 김명신","Bears (KBO)",29,3,3,3.645570324392261,70,0,0,0,1,2,23,79,334,72,34,32,3,27,3,6,3,0,65,"Myeong-sin Kim","sa3012636",
"Won-joon Choi 최원준","Bears (KBO)",28,3,10,4.931888661384905,26,20,0,0,0,0,0,107.2,465,119,60,59,11,28,0,12,1,0,71,"Won-joon Choi","sa3012637",
"Chi-guk Park 박치국","Bears (KBO)",25,5,3,3.5886088079264993,62,0,0,0,2,2,12,52.2,236,54,22,21,3,21,1,5,2,0,48,"Chi-guk Park","sa3012638",
"Jong-deok Na 나종덕","Giants (KBO)",25,6,8,3.7979541124096694,23,23,0,0,0,0,0,130.1,569,140,61,55,8,42,1,5,6,0,114,"Jong-deok Na","sa3012648",
"Sang-won Park 박상원","Eagles (KBO)",28,5,3,3.6486490248240933,55,0,0,0,16,6,0,61.2,277,63,35,25,2,29,4,3,2,0,57,"Sang-won Park","sa3012657",
"Been Gwak 곽빈","Bears (KBO)",24,11,7,2.8979058749176296,23,23,0,0,0,0,0,127.1,526,96,44,41,7,58,0,5,4,1,106,"Been Gwak","sa3012674",
"Woo-jin An 안우진","Heroes (KBO)",23,9,7,2.3893804503118314,24,24,0,0,0,0,0,150.2,608,121,44,40,5,38,1,1,8,0,164,"Woo-jin An","sa3012678",
"Chae-heung Choi 최채흥","Lions (KBO)",28,1,7,6.678947502516646,15,14,0,0,0,0,0,63.1,295,90,52,47,9,16,1,3,1,1,33,"Chae-heung Choi","sa3012683",
"Min-jun Choi 최민준","Landers (KBO)",24,5,3,4.200000801086579,53,0,0,0,1,4,7,60,262,75,29,28,7,19,1,1,2,0,37,"Min-jun Choi","sa3012698",
"Young-kyu Kim 김영규","Dinos (KBO)",23,2,4,3.064865560037173,63,0,0,0,0,2,23,61.2,247,45,22,21,2,23,1,1,5,2,48,"Young-kyu Kim","sa3012700",
"Dong-hyun Son 손동현","Wiz (KBO)",22,8,5,3.4208149520135183,64,0,0,0,0,4,14,73.2,302,68,31,28,5,21,1,2,2,0,40,"Dong-hyun Son","sa3012706",
"Woo-young Jung 정우영","Twins (KBO)",23,5,6,4.703226385205962,60,0,0,0,0,4,11,51.2,245,63,39,27,1,17,1,15,2,1,41,"Woo-young Jung","sa3012714",
"Tae-in Won 원태인","Lions (KBO)",23,7,7,3.18,26,26,0,0,0,0,0,150,634,156,61,53,15,34,2,6,6,2,102,"Tae-in Won","sa3012723",
"Myung-gi Song 송명기","Dinos (KBO)",22,4,8,4.83067151525717,35,17,0,0,0,0,0,104.1,474,106,64,56,12,47,0,11,6,0,65,"Myung-gi Song","sa3012743",
"Hyo-jun Ko 고효준","Landers (KBO)",40,4,1,4.500001479839943,73,0,0,0,0,3,19,58,262,49,31,29,3,42,0,3,4,0,66,"Hyo-jun Ko","sa3012882",
"Kyung-eun Noh 노경은","Landers (KBO)",39,9,5,3.578313910852255,76,0,0,0,2,9,32,83,357,78,33,33,4,36,5,4,8,0,65,"Kyung-eun Noh","sa3012918",
"Jin-sung Kim 김진성","Twins (KBO)",38,5,1,2.175355843522464,80,0,0,0,4,4,18,70.1,270,41,17,17,8,26,0,0,0,0,69,"Jin-sung Kim","sa3013091",
"Sang-su Kim 김상수","Giants (KBO)",35,4,2,3.115385529557897,66,0,0,0,1,4,20,52,218,45,22,18,1,21,0,3,1,0,36,"Sang-su Kim","sa3013115",
"Jung-hyun Baek 백정현","Lions (KBO)",35,7,5,3.665563006510021,18,18,0,0,0,0,0,100.2,419,100,44,41,6,30,2,0,5,1,61,"Jung-hyun Baek","sa3013166",
"Chan-heon Jeong 정찬헌","Heroes (KBO)",33,2,8,4.75,14,14,1,0,0,0,0,72,295,71,40,38,4,13,1,2,0,0,35,"Chan-heon Jeong","sa3013196",
"Min-je Jang 장민재","Eagles (KBO)",33,3,8,4.8260874901467465,25,13,0,0,0,0,2,69,308,79,46,37,12,22,2,5,5,0,61,"Min-je Jang","sa3013300",
"Yun-sik Kim 김윤식","Twins (KBO)",23,6,4,4.218750143689774,17,16,0,0,0,0,0,74.2,320,86,35,35,4,25,0,3,4,0,42,"Yun-sik Kim","sa3014275",
"Jae-woong Kim 김재웅","Heroes (KBO)",24,2,3,4.223464137185394,67,0,0,0,6,3,18,59.2,250,56,29,28,2,24,1,0,0,0,46,"Jae-woong Kim","sa3014289",
"Seung Ju Han 한승주","Eagles (KBO)",22,1,3,3.948113775881465,47,6,0,0,0,1,2,70.2,320,81,34,31,6,31,2,4,5,0,55,"Seung Ju Han","sa3014339",
"Jung Yong Yi 이정용","Twins (KBO)",27,7,2,4.1538462757358925,37,13,0,0,3,5,1,86.2,382,100,45,40,5,19,0,2,3,0,50,"Jung Yong Yi","sa3014366",
"Min-hyeok Shin 신민혁","Dinos (KBO)",24,5,5,3.9836065573770494,29,24,0,0,0,0,0,122,519,122,63,54,14,25,0,6,3,0,97,"Min-hyeok Shin","sa3014368",
"Won Seok Oh 오원석","Landers (KBO)",22,8,10,5.225806819075963,28,27,1,0,0,0,0,144.2,648,158,92,84,11,69,0,9,10,0,88,"Won Seok Oh","sa3014380",
"Jin Oug Ryou 류진욱","Dinos (KBO)",26,1,4,2.1492542208211463,70,0,0,0,0,1,23,67,268,41,19,16,1,32,1,1,5,0,62,"Jin Oug Ryou","sa3014409",
"Jae Young Jang 장재영","Heroes (KBO)",21,1,5,5.525581591427172,23,17,0,0,0,0,0,71.2,339,63,46,44,4,66,0,8,8,2,67,"Jae Young Jang","sa3014751",
"Eui Lee Lee 이의리","Tigers (KBO)",21,11,7,3.964557268325788,28,28,0,0,0,0,0,131.2,598,103,64,58,4,93,1,8,10,0,156,"Eui Lee Lee","sa3014756",
"Ki Joong Kim 김기중","Eagles (KBO)",20,1,3,4.633136826734324,37,6,0,0,0,0,1,56.1,253,58,33,29,4,29,1,9,2,0,46,"Ki Joong Kim","sa3015113",
"Seung Yong Choi 최승용","Bears (KBO)",22,3,6,3.9729732460484715,34,20,0,0,1,0,0,111,479,116,54,49,9,34,0,4,3,0,82,"Seung Yong Choi","sa3017870",
"Yong Jun Lee 이용준","Dinos (KBO)",21,3,4,4.298507952164374,24,12,0,0,0,0,0,67,304,60,39,32,5,44,0,2,1,0,50,"Yong Jun Lee","sa3018048",
"Ji Min Choi 최지민","Tigers (KBO)",19,6,3,2.123595960723354,58,0,0,0,2,6,12,59.1,244,45,17,14,4,26,1,4,5,0,44,"Ji Min Choi","sa3018061",
"See-hoon Kim 김시훈","Dinos (KBO)",24,4,3,4.272153033333389,61,0,0,0,3,3,12,52.2,245,57,31,25,3,34,0,1,3,0,49,"See-hoon Kim","sa3018077",
"Yeong Hyun Park 박영현","Wiz (KBO)",19,3,3,2.7477880744238785,68,0,0,0,4,6,33,75.1,308,63,25,23,3,23,4,2,1,2,79,"Yeong Hyun Park","sa3018085",
"Myeong Jong Lee 이명종","Heroes (KBO)",20,5,5,5.210527013213444,45,2,0,0,0,4,1,57,260,66,34,33,5,24,0,6,0,0,26,"Myeong Jong Lee","sa3018203",
"Cheol-won Chung 정철원","Bears (KBO)",24,7,6,3.9633033071120107,67,0,0,0,13,10,12,72.2,315,66,36,32,8,32,2,2,6,1,55,"Cheol-won Chung","sa3018228",
"Dong Ju Kim 김동주","Bears (KBO)",21,3,6,4.136170481331715,18,17,0,0,0,0,0,78.1,334,73,37,36,5,35,0,4,4,1,59,"Dong Ju Kim","sa3018230",
"Dong Ju Moon 문동주","Eagles (KBO)",19,8,8,3.7162922144748864,23,23,0,0,0,0,0,118.2,503,113,52,49,6,42,0,4,5,1,95,"Dong Ju Moon","sa3018231",
"Jee-kang Lee 이지강","Twins (KBO)",23,2,5,3.9705882352941178,22,12,0,0,0,0,1,68,299,60,45,30,4,28,0,9,3,0,38,"Jee-kang Lee","sa3018232",
"Young Chan You 유영찬","Twins (KBO)",26,6,3,3.441177242767613,67,0,0,0,1,2,13,68,305,55,27,26,4,40,2,7,8,0,55,"Young Chan You","sa3020687",
"Myung Geun Park 박명근","Twins (KBO)",19,4,3,5.084416466029657,57,1,0,0,5,5,8,51.1,236,49,31,29,4,28,2,6,1,0,40,"Myung Geun Park","sa3020692",
"Ro Un Lee 이로운","Landers (KBO)",18,6,1,5.618497729273639,50,0,0,0,0,1,5,57.2,268,67,39,36,7,29,2,1,3,0,52,"Ro Un Lee","sa3020699",
"Young Cheol Yoon 윤영철","Tigers (KBO)",19,8,7,4.0353261706171075,25,24,0,0,0,0,0,122.2,528,124,59,55,10,48,1,1,5,1,74,"Young Cheol Yoon","sa3020917",
"Jae Yun Kim 김재윤","Wiz (KBO)",32,5,5,2.6040613171047955,59,0,0,0,29,4,0,65.2,262,54,21,19,2,13,5,1,3,0,60,"Jae Yun Kim","sa503670",
"Mario Sanchez 산체스","Tigers (KBO)",28,4,4,5.937173012026363,12,11,1,0,0,0,0,63.2,285,79,46,42,7,15,1,4,1,1,59,"Mario Sanchez","sa691863",
"Ian McKinney 맥키니","Heroes (KBO)",28,1,9,6.522472049894699,12,12,0,0,0,0,0,59.1,268,61,46,43,10,36,0,1,3,1,39,"Ian McKinney","sa738318",
