Name,Team,Age,W,L,ERA,G,GS,CG,ShO,SV,BS,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,NameASCII,PlayerId,MLBAMID
"Won-Jun Chang 장원준","Bears (KBO)",31,14,9,3.1441833907964623,29,29,1,1,0,0,0,180.1,760,172,70,63,12,51,2,14,3,0,125,"Won-Jun Chang","sa3012021",
"Hisang Yoon 윤희상","Wyverns (KBO)",32,6,7,6,23,22,0,0,0,0,0,120,538,149,85,80,16,33,2,10,5,2,82,"Hisang Yoon","sa3012025",
"Seunglak Son 손승락","Giants (KBO)",35,1,3,2.1774193548387095,61,0,0,0,37,5,0,62,250,59,16,15,7,11,2,1,0,1,62,"Seunglak Son","sa3012028",
"Jong-hyun Won 원종현","Dinos (KBO)",29,3,6,4.3875,68,0,0,0,0,0,22,80,346,86,44,39,4,19,1,7,5,0,69,"Jong-hyun Won","sa3012035",
"Hyun-seung Lee 이현승","Bears (KBO)",33,3,2,3.980769230769231,57,0,0,0,5,7,9,52,235,62,23,23,4,16,3,4,0,0,38,"Hyun-seung Lee","sa3012039",
"Woo-chan Cha 차우찬","Twins (KBO)",30,10,7,3.4326309121214456,28,28,0,0,0,0,0,175.2,732,171,75,67,20,38,0,7,10,0,157,"Woo-chan Cha","sa3012041",
"Yongchan Lee 이용찬","Bears (KBO)",28,5,5,4.395346653610828,68,0,0,0,22,2,2,71.2,324,83,38,35,5,27,1,4,3,0,57,"Yongchan Lee","sa3012046",
"Si Hwan Chang 장시환","Giants (KBO)",29,4,4,4.383119597447133,53,0,0,0,0,6,10,51.1,228,48,28,25,6,31,3,4,8,0,57,"Si Hwan Chang","sa3012048",
"Sang-Hwa Lee 이상화","Wiz (KBO)",29,4,3,3.9545454545454546,70,0,0,0,6,1,4,66,277,68,32,29,4,16,3,4,4,1,57,"Sang-Hwa Lee","sa3012051",
"Jung-rak Shin 신정락","Twins (KBO)",30,3,5,5.338983050847458,63,0,0,0,10,3,12,59,265,61,42,35,4,24,3,10,5,0,58,"Jung-rak Shin","sa3012165",
"Ji-yong Kim 김지용","Twins (KBO)",29,4,3,5.09433962264151,53,0,0,0,3,3,8,53,235,59,33,30,13,14,1,2,2,1,39,"Ji-yong Kim","sa3012169",
"Jae-hak Lee 이재학","Dinos (KBO)",26,5,7,5.6722689075630255,28,23,0,0,0,0,0,119,546,142,88,75,22,41,0,13,6,0,117,"Jae-hak Lee","sa3012173",
"Dae-hyun Chung 정대현","Heroes (KBO)",25,3,8,7.055280168769966,17,10,0,0,0,0,0,66.1,306,91,55,52,13,23,1,3,3,0,27,"Dae-hyun Chung","sa3012174",
"Si-young Park 박시영","Giants (KBO)",28,2,3,6.473684210526316,47,3,0,0,0,2,5,57,261,60,45,41,14,32,2,1,4,0,52,"Si-young Park","sa3012194",
"Dong-sub Sim 심동섭","Tigers (KBO)",25,2,2,5.6842069599459295,52,2,0,0,2,1,11,50.2,233,64,34,32,6,21,4,0,1,0,50,"Dong-sub Sim","sa3012200",
"Tae-yang Lee 이태양","Eagles (KBO)",26,3,6,7.169491525423729,16,12,0,0,0,0,0,59,275,79,49,47,12,26,1,2,2,0,29,"Tae-yang Lee","sa3012211",
"Jong-hun Park 박종훈","Wyverns (KBO)",25,12,7,4.103533469607398,29,28,0,0,0,0,1,151.1,664,145,74,69,16,61,1,25,4,0,107,"Jong-hun Park","sa3012213",
"Chan-kyu Im 임찬규","Twins (KBO)",24,6,10,4.632720188137691,27,26,0,0,0,0,0,124.1,560,133,70,64,12,45,1,24,8,0,113,"Chan-kyu Im","sa3012220",
"Dae-woo Kim 김대우","Lions (KBO)",28,2,5,9.54,25,7,0,0,0,0,1,50,247,71,56,53,7,26,0,8,2,1,28,"Dae-woo Kim","sa3012247",
"Geon-hui Hong 홍건희","Tigers (KBO)",24,1,1,6.406779661016949,31,2,0,0,0,0,0,59,270,83,44,42,5,21,0,2,7,0,41,"Geon-hui Hong","sa3012262",
"Hyun-hee Han 한현희","Heroes (KBO)",24,5,6,4.47186103311073,38,13,0,0,5,2,5,106.2,457,105,61,53,14,17,0,17,3,0,79,"Hyun-hee Han","sa3012299",
"Won-jung Kim 김원중","Giants (KBO)",24,7,8,5.701881052015264,24,24,0,0,0,0,0,107.1,507,130,71,68,13,56,0,10,8,0,87,"Won-jung Kim","sa3012308",
"Yun-dong Kim 김윤동","Tigers (KBO)",24,7,4,4.593363031635283,65,1,0,0,11,6,6,80.1,356,70,41,41,10,47,3,5,7,1,66,"Yun-dong Kim","sa3012316",
"Gi-yeong Im 임기영","Tigers (KBO)",24,8,6,3.6507145034059323,23,19,2,2,0,0,0,118.1,497,138,54,48,9,18,1,6,2,0,73,"Gi-yeong Im","sa3012323",
"Seung-won Moon 문승원","Wyverns (KBO)",27,6,12,5.330483797340702,29,29,1,0,0,0,0,155.1,695,181,98,92,25,54,1,11,5,1,86,"Seung-won Moon","sa3012330",
"Min-ho Lee 이민호","Dinos (KBO)",23,5,1,4.060148745598974,60,3,0,0,3,1,6,88.2,388,88,46,40,10,30,4,8,5,0,86,"Min-ho Lee","sa3012347",
"Jae-young Shin 신재영","Heroes (KBO)",27,6,7,4.536,34,15,1,1,1,0,2,125,537,137,68,63,14,25,1,16,1,0,75,"Jae-young Shin","sa3012350",
"Keum-kang Choi 최금강","Dinos (KBO)",28,5,3,7.327134637091401,39,13,0,0,0,0,0,89.2,418,111,79,73,15,34,0,12,12,0,51,"Keum-kang Choi","sa3012354",
"Deok-ju Ham 함덕주","Bears (KBO)",22,9,8,3.669912019159457,35,24,0,0,0,0,2,137.1,598,128,61,56,8,64,2,4,3,1,139,"Deok-ju Ham","sa3012366",
"Jin-hyung Park 박진형","Giants (KBO)",23,4,4,5.113636363636363,45,9,0,0,2,2,10,88,391,88,51,50,8,47,2,4,6,2,95,"Jin-hyung Park","sa3012378",
"Hyun-sik Jang 장현식","Dinos (KBO)",22,9,9,5.292817397153702,31,22,0,0,0,0,0,134.1,600,139,86,79,18,66,0,5,15,0,120,"Hyun-sik Jang","sa3012411",
"Young-pyo Ko 고영표","Wiz (KBO)",25,8,12,5.08234071558953,25,24,2,1,0,0,1,141.2,612,170,84,80,13,16,0,18,6,1,125,"Young-pyo Ko","sa3012418",
"Jae-min Shim 심재민","Wiz (KBO)",23,1,7,5.183033242822872,64,2,0,0,0,6,13,74.2,344,86,48,43,11,31,2,4,4,1,69,"Jae-min Shim","sa3012426",
"Se-woong Park 박세웅","Giants (KBO)",21,12,6,3.677050115158073,28,28,0,0,0,0,0,171.1,725,170,74,70,21,56,2,9,7,0,117,"Se-woong Park","sa3012427",
"Hee-woon Ryu 류희운","Wiz (KBO)",22,4,4,7.666666666666667,24,14,0,0,0,0,0,81,395,99,72,69,18,53,0,8,5,1,52,"Hee-woon Ryu","sa3012429",
"Sang-baek Eom 엄상백","Wiz (KBO)",20,1,3,4.153846153846154,52,0,0,0,0,4,8,52,229,48,28,24,3,22,1,4,1,0,39,"Sang-baek Eom","sa3012505",
"Sung-gon Jung 정성곤","Wiz (KBO)",20,3,12,8.108334043715162,26,20,0,0,0,0,0,107.2,511,151,99,97,20,41,0,6,8,1,72,"Sung-gon Jung","sa3012507",
"Kwon Ju 주권","Wiz (KBO)",22,5,6,6.612242015250437,39,12,0,0,1,2,3,81.2,379,101,64,60,15,31,0,6,4,0,47,"Kwon Ju","sa3012508",
"Won-tae Choi 최원태","Heroes (KBO)",20,11,7,4.459831605935696,25,25,0,0,0,0,0,149.1,637,161,76,74,19,34,0,12,5,1,126,"Won-tae Choi","sa3012525",
"Chang-mo Koo 구창모","Dinos (KBO)",20,7,10,5.321739130434783,31,25,0,0,0,1,0,115,524,138,80,68,18,50,1,5,9,0,118,"Chang-mo Koo","sa3012564",
"Dae-hyun Kim 김대현","Twins (KBO)",20,5,7,5.361702127659575,26,16,0,0,0,0,0,94,397,95,59,56,13,32,3,6,12,0,49,"Dae-hyun Kim","sa3012572",
"Chung-yeon Choi 최충연","Lions (KBO)",20,3,8,7.607142857142857,42,6,0,0,0,0,3,84,416,110,71,71,12,48,1,9,7,0,74,"Chung-yeon Choi","sa3012589",
"Jae-young Kim 김재영","Eagles (KBO)",23,5,7,4.535158142215431,20,15,0,0,0,1,0,85.1,370,101,51,43,9,19,0,12,3,0,51,"Jae-young Kim","sa3012609",
"Ju-han Kim 김주한","Wyverns (KBO)",24,6,5,5.942580695042597,63,3,0,0,5,5,11,69.2,320,82,51,46,10,32,5,5,2,1,45,"Ju-han Kim","sa3012615",
"Jin-tae Park 박진태","Tigers (KBO)",22,0,1,6.5549096813589545,38,2,0,0,3,0,2,57.2,270,76,45,42,5,19,3,10,0,0,24,"Jin-tae Park","sa3012656",
"Dong-hyun Lee 이동현","Twins (KBO)",34,3,6,4.796049622454378,45,0,0,0,7,4,5,50.2,211,52,30,27,4,10,7,3,7,0,39,"Dong-hyun Lee","sa3012786",
"Byung-yong Chei 채병용","Wyverns (KBO)",35,6,4,6.84,43,0,0,0,0,3,6,50,231,62,40,38,8,15,2,3,1,0,43,"Byung-yong Chei","sa3012836",
"Seung-hye Kim 김승회","Bears (KBO)",36,7,4,4.956521739130435,69,0,0,0,0,0,11,69,304,86,38,38,6,17,2,6,3,0,41,"Seung-hye Kim","sa3012926",
"Young-myung An 안영명","Eagles (KBO)",32,1,8,5.749047094811869,25,16,0,0,0,1,0,87.2,410,123,62,56,11,28,2,5,5,1,54,"Young-myung An","sa3012957",
"Kyu-jin Yun 윤규진","Eagles (KBO)",32,8,7,5.218487394957983,36,18,0,0,0,0,2,119,526,138,71,69,19,44,0,4,5,0,93,"Kyu-jin Yun","sa3012958",
"Soo-chang Shim 심수창","Eagles (KBO)",36,3,1,4.7368421052631575,48,0,0,0,2,2,2,57,260,71,32,30,8,22,1,2,4,0,54,"Soo-chang Shim","sa3012973",
"Ju-won Oh 오주원","Heroes (KBO)",32,2,7,4.764703579523765,57,3,0,0,1,1,18,73.2,329,96,44,39,10,15,1,2,6,0,56,"Ju-won Oh","sa3012989",
"Sung-hwan Yun 윤성환","Lions (KBO)",35,12,9,4.284903213428485,28,28,1,0,0,0,0,174.1,731,181,86,83,22,37,0,15,3,0,130,"Sung-hwan Yun","sa3012993",
"Chang-sik Song 송창식","Eagles (KBO)",32,5,6,6.627275944861091,63,0,0,0,0,6,15,73.1,331,77,56,54,13,33,4,5,2,0,64,"Chang-sik Song","sa3013017",
"Woo-ram Jung 정우람","Eagles (KBO)",32,6,4,2.7457627118644066,56,0,0,0,26,5,0,59,247,47,20,18,5,19,2,4,5,0,78,"Woo-ram Jung","sa3013029",
"Jung-bae Park 박정배","Wyverns (KBO)",35,5,3,3.573529411764706,61,0,0,0,7,4,16,68,290,58,32,27,9,33,6,3,4,0,49,"Jung-bae Park","sa3013038",
"Min-cheol Keum 금민철","Heroes (KBO)",30,4,4,6.333333333333333,36,7,0,0,0,0,3,54,269,81,40,38,3,33,0,3,2,0,42,"Min-cheol Keum","sa3013041",
"Bo-geun Lee 이보근","Heroes (KBO)",31,6,2,5.4683511297303635,55,0,0,0,6,3,18,52.2,236,62,32,32,9,17,0,0,2,0,58,"Bo-geun Lee","sa3013049",
"Jin-sung Kim 김진성","Dinos (KBO)",32,10,6,3.6133814648669924,69,0,0,0,0,2,15,89.2,361,72,38,36,13,27,3,2,11,0,98,"Jin-sung Kim","sa3013091",
"Se-hyun Kim 김세현","Tigers (KBO)",29,1,5,5.4,48,0,0,0,18,8,7,50,230,65,31,30,4,15,2,2,3,0,47,"Se-hyun Kim","sa3013107",
"Won-sam Jang 장원삼","Lions (KBO)",34,4,5,5.613864354581208,49,5,0,0,0,2,6,67.1,310,96,48,42,8,17,0,5,2,0,55,"Won-sam Jang","sa3013108",
"Sang-su Kim 김상수","Heroes (KBO)",29,0,7,3.81521936873735,60,0,0,0,15,6,9,61.1,262,59,29,26,8,22,5,3,5,1,62,"Sang-su Kim","sa3013115",
"Jang-ho Bae 배장호","Giants (KBO)",30,8,1,4.34171087308921,72,0,0,0,0,2,6,66.1,287,70,37,32,9,19,5,8,2,0,47,"Jang-ho Bae","sa3013125",
"Hae-soo Jin 진해수","Twins (KBO)",31,3,3,3.9303773744936987,75,0,0,0,1,4,24,52.2,221,52,23,23,6,15,2,2,1,0,48,"Hae-soo Jin","sa3013133",
"Kang-ryul Kim 김강률","Bears (KBO)",28,7,2,3.438202247191011,70,0,0,0,7,1,12,89,383,89,39,34,6,32,0,3,11,0,73,"Kang-ryul Kim","sa3013163",
"Jung-hyun Baek 백정현","Lions (KBO)",29,8,4,4.380780204060366,35,14,0,0,0,0,3,100.2,446,110,52,49,11,36,1,6,4,0,94,"Jung-hyun Baek","sa3013166",
"Chan-heon Jeong 정찬헌","Twins (KBO)",27,8,7,5.837834828436141,61,0,0,0,7,2,3,61.2,280,75,43,40,5,25,8,4,7,0,57,"Chan-heon Jeong","sa3013196",
"Chang-min Lim 임창민","Dinos (KBO)",31,4,3,3.6818181818181817,60,0,0,0,29,6,0,66,272,60,27,27,10,23,2,1,4,0,62,"Chang-min Lim","sa3013206",
"Hee-kwan Yoo 유희관","Bears (KBO)",31,11,6,4.5317939345776015,30,29,2,1,0,0,1,188.2,822,228,104,95,20,41,1,10,5,1,106,"Hee-kwan Yoo","sa3013257",
"Yoon-goo Kang 강윤구","Dinos (KBO)",26,2,1,4.445119366343797,36,5,0,0,0,0,0,54.2,245,57,30,27,14,24,0,2,4,0,51,"Yoon-goo Kang","sa3013269",
"Yong-woon Jung 정용운","Tigers (KBO)",26,3,2,5.9157335065635435,25,11,0,0,0,0,0,59.1,271,56,41,39,7,37,0,7,2,0,32,"Yong-woon Jung","sa3013287",
"Min-je Jang 장민재","Eagles (KBO)",27,2,5,7.755315214869714,33,5,0,0,0,2,0,62.2,303,94,60,54,11,23,1,2,6,0,30,"Min-je Jang","sa3013300",
"Oh-joon Kwon 권오준","Lions (KBO)",37,1,2,5.142857142857143,45,0,0,0,0,1,1,56,233,57,32,32,11,14,0,4,2,0,55,"Oh-joon Kwon","sa3013509",
"Nick Additon 애디튼","Giants (KBO)",29,2,7,5.914285714285715,15,13,0,0,0,0,0,70,324,85,54,46,7,25,0,5,5,0,60,"Nick Additon","sa393067",
"Pilljoon Jang 장필준","Lions (KBO)",29,4,8,4.678220295484341,56,0,0,0,21,7,3,67.1,307,82,37,35,6,26,3,4,3,0,82,"Pilljoon Jang","sa488314",
"Zach Petrick 페트릭","Lions (KBO)",27,3,10,6.17910447761194,25,24,0,0,0,0,0,134,619,174,95,92,18,52,1,6,8,0,87,"Zach Petrick","sa659444",
"Seung Song 송승준","Giants (KBO)",37,11,5,4.212287228606019,30,22,0,0,0,0,1,130.1,558,132,63,61,19,41,1,4,6,0,113,"Seung Song","sa75573",
