Name,Team,Age,W,L,ERA,G,GS,CG,ShO,SV,BS,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,NameASCII,PlayerId,MLBAMID
"Yongchan Lee 이용찬","Dinos (KBO)",35,3,9,6.128835790162769,57,0,0,0,16,4,2,54.1,262,82,48,37,6,21,1,2,6,0,49,"Yongchan Lee","sa3012046",
"Seung-hyun Lee 이승현","Lions (KBO)",32,6,2,4.4751390647127485,60,0,0,0,1,3,11,60.1,265,68,31,30,6,23,0,3,2,0,51,"Seung-hyun Lee","sa3012166",
"Jae-hak Lee 이재학","Dinos (KBO)",33,3,12,5.5207670423010216,21,21,0,0,0,0,0,104.1,462,108,68,64,17,42,0,4,2,0,97,"Jae-hak Lee","sa3012173",
"Chan-kyu Im 임찬규","Twins (KBO)",31,10,6,3.828358208955224,25,24,0,0,0,0,1,134,577,144,58,57,12,42,1,5,1,0,136,"Chan-kyu Im","sa3012220",
"Geon-hui Hong 홍건희","Bears (KBO)",31,4,3,2.7303378393278637,65,0,0,0,9,6,12,59.1,264,55,22,18,5,33,4,5,5,0,45,"Geon-hui Hong","sa3012262",
"Seung-hyuk Han 한승혁","Eagles (KBO)",31,5,5,5.026596560635921,70,0,0,0,0,5,20,62.2,289,63,39,35,2,38,2,6,6,0,64,"Seung-hyuk Han","sa3012265",
"Tae-hoon Kim 김태훈","Lions (KBO)",32,3,2,3.9554149738032285,56,0,0,0,0,3,23,52.1,225,49,24,23,6,19,1,4,2,1,37,"Tae-hoon Kim","sa3012298",
"Hyun-hee Han 한현희","Giants (KBO)",31,5,3,5.187773789947008,57,5,0,0,0,2,7,76.1,342,92,45,44,7,24,1,10,4,0,70,"Hyun-hee Han","sa3012299",
"Won-jung Kim 김원중","Giants (KBO)",31,3,6,3.552632078239532,56,0,0,0,25,6,0,63.1,277,59,27,25,4,31,7,1,5,0,68,"Won-jung Kim","sa3012308",
"Seung-won Moon 문승원","Landers (KBO)",34,6,1,4.500000572204662,62,0,0,0,20,8,8,60,265,67,33,30,10,24,3,1,2,0,53,"Seung-won Moon","sa3012330",
"Seung-min Koo 구승민","Giants (KBO)",34,5,3,4.838152102621128,66,0,0,0,0,3,17,57.2,279,68,37,31,6,35,1,6,7,0,62,"Seung-min Koo","sa3012379",
"Hyun-sik Jang 장현식","Tigers (KBO)",29,5,4,3.9424789408399032,75,0,0,0,0,2,18,75.1,331,75,41,33,8,34,2,2,4,0,75,"Hyun-sik Jang","sa3012411",
"Jung-ho Lim 임정호","Dinos (KBO)",34,1,6,4.418183043929511,65,0,0,0,2,2,10,55,243,54,32,27,3,25,3,3,0,0,46,"Jung-ho Lim","sa3012412",
"Young-pyo Ko 고영표","Wiz (KBO)",32,6,8,4.95,18,17,0,0,0,0,0,100,456,141,61,55,6,14,0,11,2,1,79,"Young-pyo Ko","sa3012418",
"Se-woong Park 박세웅","Giants (KBO)",28,6,11,4.776923217096276,30,30,0,0,0,0,0,173.1,759,188,103,92,13,56,0,11,10,0,124,"Se-woong Park","sa3012427",
"Yeong-min Ha 하영민","Heroes (KBO)",29,9,8,4.370288396198024,28,28,0,0,0,0,0,150.1,671,168,82,73,8,58,0,5,7,0,101,"Yeong-min Ha","sa3012451",
"Min-su Kim 김민수","Wiz (KBO)",31,5,3,5.200820485227692,75,0,0,0,0,3,12,81.1,358,84,56,47,8,33,2,1,3,0,75,"Min-su Kim","sa3012504",
"Sang-baek Eom 엄상백","Wiz (KBO)",27,13,10,4.882979040461052,29,29,0,0,0,0,0,156.2,675,164,88,85,26,42,0,7,2,0,159,"Sang-baek Eom","sa3012505",
"Kwon Ju 주권","Wiz (KBO)",29,1,1,6.672414670801448,48,1,0,0,0,2,0,58,254,78,48,43,7,11,0,3,0,0,31,"Kwon Ju","sa3012508",
"Won-tae Choi 최원태","Twins (KBO)",27,9,7,4.263157980329774,24,23,0,0,0,0,0,126.2,554,126,66,60,10,57,0,5,5,0,103,"Won-tae Choi","sa3012525",
"Min-woo Lee 이민우","Eagles (KBO)",31,2,1,3.763637146752891,64,0,0,0,1,2,11,55,235,56,25,23,5,23,0,1,1,0,49,"Min-woo Lee","sa3012546",
"Hyun-sang Joo 주현상","Eagles (KBO)",31,8,4,2.6495328991993627,65,0,0,0,23,6,2,71.1,267,52,22,21,9,8,0,1,1,0,64,"Hyun-sang Joo","sa3012555",
"Young-ha Lee 이영하","Bears (KBO)",27,5,4,3.994898736700474,59,1,0,0,2,2,3,65.1,298,62,34,29,4,36,1,2,7,0,59,"Young-ha Lee","sa3012579",
"Sang-hyun Jeon 전상현","Tigers (KBO)",28,10,5,4.09091003670202,66,0,0,0,7,7,22,66,272,55,32,30,5,20,1,5,2,0,54,"Sang-hyun Jeon","sa3012596",
"Ju-young Son 손주영","Twins (KBO)",25,9,10,3.794930742151964,28,27,0,0,0,0,1,144.2,637,157,71,61,11,54,0,10,6,0,112,"Ju-young Son","sa3012633",
"Won-joon Choi 최원준","Bears (KBO)",29,6,7,6.463636363636364,24,24,0,0,0,0,0,110,490,125,79,79,21,34,1,10,1,0,72,"Won-joon Choi","sa3012637",
"Jong-deok Na 나종덕","Giants (KBO)",26,4,7,8.506850204138582,26,14,0,0,0,0,0,73,380,114,73,69,15,47,0,5,10,0,74,"Jong-deok Na","sa3012648",
"Sang-won Park 박상원","Eagles (KBO)",29,3,3,4.590000700378525,65,0,0,0,2,3,16,66.2,278,57,38,34,2,22,0,7,8,0,65,"Sang-won Park","sa3012657",
"Min Kim 김민","Wiz (KBO)",25,8,4,4.306035190785374,71,1,0,0,0,4,23,77.1,336,84,38,37,5,27,3,2,5,0,77,"Min Kim","sa3012664",
"Been Gwak 곽빈","Bears (KBO)",25,15,9,4.2405569173191395,30,30,0,0,0,0,0,167.2,716,142,83,79,11,76,0,6,11,1,154,"Been Gwak","sa3012674",
"Tae-in Won 원태인","Lions (KBO)",24,15,6,3.663883323200095,28,28,1,0,0,0,0,159.2,670,150,68,65,17,42,1,7,3,0,119,"Tae-in Won","sa3012723",
"Yi-hwan Kim 김이환","Tigers (KBO)",23,4,6,4.9200005004883325,35,10,0,0,0,0,3,75,345,87,45,41,9,31,0,9,4,0,59,"Yi-hwan Kim","sa3012735",
"Kyung-eun Noh 노경은","Landers (KBO)",40,8,5,2.9043830880908015,77,0,0,0,0,6,38,83.2,350,71,30,27,10,32,4,4,3,0,71,"Kyung-eun Noh","sa3012918",
"Jin-sung Kim 김진성","Twins (KBO)",39,3,3,3.9668253617174343,71,0,0,0,1,8,28,70.1,294,62,34,31,11,23,3,7,2,0,61,"Jin-sung Kim","sa3013091",
"Sang-su Kim 김상수","Giants (KBO)",36,8,4,4.153847157644215,74,0,0,0,2,3,16,73.2,322,71,40,34,5,26,2,5,6,1,56,"Sang-su Kim","sa3013115",
"Jung-hyun Baek 백정현","Lions (KBO)",36,6,5,5.949152734696751,17,15,0,0,0,0,0,78.2,360,104,56,52,13,27,1,1,0,0,56,"Jung-hyun Baek","sa3013166",
"Chang-min Lim 임창민","Lions (KBO)",38,2,1,3.9754613321923875,60,0,0,0,1,4,30,54.1,253,60,26,24,4,30,2,2,5,0,50,"Chang-min Lim","sa3013206",
"Hai Young Jung 정해영","Tigers (KBO)",22,2,3,2.4868424173207555,53,0,0,0,31,3,1,50.2,210,47,14,14,8,16,2,1,0,0,50,"Hai Young Jung","sa3014352",
"Min-hyeok Shin 신민혁","Dinos (KBO)",25,8,9,4.3140498587899865,25,24,0,0,0,0,0,121,524,140,67,58,20,16,0,7,2,1,74,"Min-hyeok Shin","sa3014368",
"Won Seok Oh 오원석","Landers (KBO)",23,6,9,5.030137091443563,29,25,0,0,0,0,1,121.2,550,122,72,68,17,65,1,13,3,0,112,"Won Seok Oh","sa3014380",
"Jae-yeol Kim 김재열","Dinos (KBO)",28,1,5,2.4902916310566474,69,0,0,0,2,5,12,68.2,284,58,20,19,4,29,3,0,1,1,67,"Jae-yeol Kim","sa3014394",
"Jin Uk Kim 김진욱","Giants (KBO)",21,4,3,5.314960789566665,19,18,0,0,0,0,0,84.2,388,89,54,50,13,44,0,3,5,0,87,"Jin Uk Kim","sa3014753",
"Seung Hyun Lee 이승현","Lions (KBO)",22,6,4,4.225191085768318,17,17,0,0,0,0,0,87.1,384,88,44,41,9,37,0,6,4,0,68,"Seung Hyun Lee","sa3015066",
"Ki Joong Kim 김기중","Eagles (KBO)",21,5,4,6.559322882095969,27,11,0,0,0,0,0,59,286,83,44,43,8,27,0,6,2,0,39,"Ki Joong Kim","sa3015113",
"Byeong Hyeon Jo 조병현","Landers (KBO)",22,4,6,3.5753432130877796,76,0,0,0,12,7,14,73,302,52,34,29,8,31,3,2,5,0,96,"Byeong Hyeon Jo","sa3018029",
"See-hoon Kim 김시훈","Dinos (KBO)",25,3,4,4.527950846980177,39,18,0,0,0,0,5,107.1,477,110,60,54,7,59,0,3,1,1,74,"See-hoon Kim","sa3018077",
"Yeong Hyun Park 박영현","Wiz (KBO)",20,10,2,3.521739597717232,66,0,0,0,25,5,0,76.2,310,63,31,30,12,22,2,0,1,0,87,"Yeong Hyun Park","sa3018085",
"Kyu Yeon Kim 김규연","Eagles (KBO)",21,1,0,7.016950059916617,58,1,0,0,0,1,4,59,270,66,50,46,6,28,1,4,3,0,40,"Kyu Yeon Kim","sa3018195",
"Du-sol Han 한두솔","Landers (KBO)",27,2,1,5.005618728451913,69,0,0,0,0,0,2,59.1,273,62,40,33,3,31,2,3,1,0,68,"Du-sol Han","sa3018227",
"Dong Ju Moon 문동주","Eagles (KBO)",20,7,7,5.173652930969098,21,21,0,0,0,0,0,111.1,502,148,71,64,14,38,1,4,8,1,96,"Dong Ju Moon","sa3018231",
"Jee-kang Lee 이지강","Twins (KBO)",24,2,3,4.527951168832941,46,2,0,0,1,1,1,53.2,250,61,35,27,5,26,0,2,5,0,39,"Jee-kang Lee","sa3018232",
"Seung Woo Ju 주승우","Heroes (KBO)",24,4,6,4.3548392455610765,55,0,0,0,14,4,5,51.2,225,50,25,25,4,18,5,5,1,0,43,"Seung Woo Ju","sa3020643",
"Byeong Heon Lee 이병헌","Bears (KBO)",21,6,1,2.892858381522128,77,0,0,0,1,1,22,65.1,285,61,25,21,3,34,1,3,2,1,57,"Byeong Heon Lee","sa3020664",
"Young Chan You 유영찬","Twins (KBO)",27,7,5,2.9685868617491176,62,0,0,0,26,6,1,63.2,286,61,24,21,2,30,3,3,5,2,77,"Young Chan You","sa3020687",
"Ro Un Lee 이로운","Landers (KBO)",19,1,3,5.94642978663372,62,0,0,0,1,2,7,56,277,67,43,37,4,43,4,3,3,0,41,"Ro Un Lee","sa3020699",
"Young Jin Song 송영진","Landers (KBO)",20,5,10,5.798658015035233,26,20,0,0,0,0,0,99.1,456,112,74,64,10,51,0,1,8,2,67,"Young Jin Song","sa3020700",
"Do Gyu Kwak 곽도규","Tigers (KBO)",20,4,2,3.556887365019635,71,0,0,0,2,6,16,55.2,248,43,24,22,4,34,1,4,7,0,64,"Do Gyu Kwak","sa3020916",
"Young Cheol Yoon 윤영철","Tigers (KBO)",20,7,4,4.18775523244913,18,18,0,0,0,0,0,81.2,362,82,44,38,8,43,0,1,1,0,58,"Young Cheol Yoon","sa3020917",
"Dong Ha Hwang 황동하","Tigers (KBO)",21,5,7,4.441935702511484,25,21,0,0,0,0,0,103.1,464,109,64,51,13,44,0,8,5,0,81,"Dong Ha Hwang","sa3023321",
"Taek Yeon Kim 김택연","Bears (KBO)",19,3,2,2.076923564482132,60,0,0,0,19,5,5,65,277,51,17,15,2,31,1,4,3,0,78,"Taek Yeon Kim","sa3023383",
"Yun Ha Kim 김윤하","Heroes (KBO)",19,1,6,6.037974683544304,19,12,0,0,0,0,0,79,363,93,57,53,6,35,0,4,3,1,43,"Yun Ha Kim","sa3023397",
"De Jesus Enmanuel 헤이수스","Heroes (KBO)",27,13,11,3.67704291071444,30,30,0,0,0,0,0,171.1,728,171,78,70,22,44,1,14,6,1,178,"De Jesus Enmanuel","sa3023398",
"Sang Hyun Weon 원상현","Wiz (KBO)",19,2,5,7.025510751024421,22,10,0,0,0,0,1,65.1,324,105,54,51,6,31,0,2,7,1,59,"Sang Hyun Weon","sa3023401",
"Jun Seo Hwang 황준서","Eagles (KBO)",18,2,8,5.375000569555555,36,11,0,0,0,0,1,72,341,80,44,43,9,51,0,5,3,1,70,"Jun Seo Hwang","sa3023402",
"Jun Ho Choi 최준호","Bears (KBO)",20,3,6,5.101382847193202,17,15,0,0,0,0,0,72.1,314,69,44,41,11,30,0,4,6,0,58,"Jun Ho Choi","sa3023533",
"Keisho Shirakawa 시라카와","- - -",,4,5,5.6511629160318355,12,12,0,0,0,0,0,57.1,264,59,41,36,6,33,0,3,5,0,46,"Keisho Shirakawa","sa3025099",
"Jae Yun Kim 김재윤","Lions (KBO)",33,4,8,4.090909563805501,65,0,0,0,11,5,27,66,284,58,37,30,13,25,5,1,2,0,51,"Jae Yun Kim","sa503670",
"Seon Gi Kim 김선기","Heroes (KBO)",32,6,4,5.541485085398917,42,6,0,0,0,1,0,76.1,357,91,51,47,13,30,1,6,6,0,43,"Seon Gi Kim","sa549629",
