Name,Team,Age,IP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA,FIP,E-F,NameASCII,PlayerId,MLBAMID
"Brooks Raley 레일리","Giants (KBO)",28,184.2,7.164246707061619,2.48555498000097,2.88235294,1.023463815294517,0.18193069,0.06311881,0.11881188,0.27972973,1.3971093351639439,0.32517483,0.69218241,4.337537121962477,4.750362491740304,-0.4128253697778268,"Brooks Raley","10061",
"Scott Copeland 코프랜드","Twins (KBO)",28,63.1,4.831581372502664,5.9684240483856446,0.80952381,1.13684267588298,0.10828025,0.13375796,-0.02547771,0.26792453,1.784211421871899,0.28251121,0.61580882,5.542108044929527,6.648864725752949,-1.1067566808234224,"Scott Copeland","10706",
"Merrill Kelly 켈리","Wyverns (KBO)",27,200.1,6.828630584316898,2.6955120727566704,2.53333333,0.6738780181891676,0.17966903,0.07092199,0.10874705,0.26315789,1.322797591260218,0.31045752,0.72111554,3.6838664994341164,4.2186249813904,-0.5347584819562838,"Merrill Kelly","11156",
"Robert Coello 코엘로","Heroes (KBO)",31,62,6.67741935483871,6.096774193548387,1.0952381,0.8709677419354839,0.1697417,0.15498155,0.01476015,0.22026432,1.4838709677419355,0.25142857,0.75934579,3.774193548387097,5.662615397668654,-1.8884218492815572,"Robert Coello","1149",
"Andy Van Hekken 밴헤켄","Heroes (KBO)",36,72,10.125,2.375,4.26315789,1.25,0.28222997,0.06620209,0.21602788,0.20912548,1.0277777777777777,0.26162791,0.76923077,3.375,4.314945146772597,-0.9399451467725974,"Andy Van Hekken","1630",
"Kwang Hyun Kim 김광현","Wyverns (KBO)",27,137,7.62043795620438,2.6934306569343067,2.82926829,1.1167883211678833,0.19897084,0.0703259,0.12864494,0.25932836,1.313868613138686,0.30272953,0.72749692,3.875912408759124,4.708294700706092,-0.8323822919469679,"Kwang Hyun Kim","27458",
"Hyeon-Jong Yang 양현종","Tigers (KBO)",28,200.1,6.559079377041232,3.4592404933710603,1.8961039,0.8535788230396123,0.17176471,0.09058824,0.08117647,0.24773022,1.3377726583310883,0.28382838,0.71487264,3.6838664994341164,4.717793883752746,-1.0339273843186296,"Hyeon-Jong Yang","27513",
"Fabio Castillo 카스티요","Eagles (KBO)",27,84,6.428571428571429,4.285714285714286,1.5,0.75,0.15267176,0.10178117,0.05089059,0.3090379,1.7380952380952381,0.35869565,0.64295486,6.428571428571429,5.199865781693232,1.228705646878197,"Fabio Castillo","2826",
"Hector Noesí 헥터","Tigers (KBO)",29,206.2,6.053215825100307,2.2209640797130623,2.7254902,0.3048382070194399,0.16013825,0.05875576,0.10138249,0.26017263,1.2677398450649724,0.30676692,0.697134,3.3967685925023305,3.6819703640375008,-0.28520177153517023,"Hector Noesi","3292",
"Chris Seddon 세든","Wyverns (KBO)",32,62,6.241935483870968,2.467741935483871,2.52941176,1.1612903225806452,0.15194346,0.06007067,0.09187279,0.28679245,1.5,0.31775701,0.50724638,5.370967741935484,4.920679913797686,0.4502878281377978,"Chris Seddon","3833",
"Zeke Spruill 지크","Tigers (KBO)",26,152,7.401315789473684,4.026315789473684,1.83823529,0.9473684210526315,0.17730496,0.0964539,0.08085106,0.29746835,1.6842105263157894,0.3503055,0.65800503,5.269736842105263,4.923863275427567,0.345873566677696,"Zeke Spruill","3873",
"Allen Webster 웹스터","Lions (KBO)",26,71,7.47887323943662,5.957746478873239,1.25531915,1.267605633802817,0.18153846,0.14461538,0.03692308,0.26181818,1.676056338028169,0.30097087,0.68518519,5.704225352112676,6.041079732062111,-0.33685437994943523,"Allen Webster","3993",
"David Huff 허프","Twins (KBO)",31,74.2,5.544640213252374,1.084820911288508,5.11111111,0.24107131361966846,0.15384615,0.03010033,0.12374582,0.24913495,1.084820911288508,0.29045643,0.60606061,3.13392707705569,3.2772469639777047,-0.14331988692201447,"David Huff","4257",
"Dustin Nippert 니퍼트","Bears (KBO)",35,167.2,7.622250909496302,3.059635928459783,2.49122807,0.8051673495946797,0.20256776,0.08131241,0.12125535,0.23779528,1.2405541386347658,0.28451883,0.79591837,2.952280281847159,4.409487673482375,-1.4572073916352162,"Dustin Nippert","4426",
"Michael Bowden 보우덴","Bears (KBO)",29,180,8,2.7,2.96296296,0.85,0.21563342,0.07277628,0.14285714,0.23313783,1.1833333333333333,0.28118812,0.69672131,3.8,4.209389591217041,-0.40938959121704155,"Michael Bowden","4440",
"Yohan Flande 플란데","Lions (KBO)",30,68.2,7.339802019536721,4.325240475798425,1.6969697,1.7038826116781673,0.16969697,0.1,0.06969697,0.31081081,1.8203874056390676,0.34801762,0.55658627,7.601937805948747,6.074922371189935,1.5270154347588125,"Yohan Flande","5057",
"Sugar Ray Marimon 마리몬","Wiz (KBO)",27,62,6.532258064516129,4.209677419354839,1.55172414,0.43548387096774194,0.16363636,0.10545455,0.05818182,0.25,1.435483870967742,0.296875,0.6277533,5.225806451612903,4.630357333152525,0.5954491184603778,"Sugar Ray Marimon","6027",
"Ryan Feierabend 피어밴드","Wiz (KBO)",30,182,7.1208791208791204,2.3736263736263736,3,1.1373626373626373,0.17932752,0.05977584,0.11955168,0.31006711,1.532967032967033,0.35986159,0.74766355,4.450549450549451,4.775873107700557,-0.325323657151106,"Ryan Feierabend","6336",
"Henry Sosa 소사","Twins (KBO)",30,199,4.839195979899498,1.7185929648241205,2.81578947,0.542713567839196,0.12298851,0.04367816,0.07931035,0.31348724,1.4874371859296482,0.34943182,0.63844552,5.155778894472362,4.176475018352719,0.9793038761196424,"Henry Sosa","6936",
"Zach Stewart 스튜어트","Dinos (KBO)",29,150,7.08,3.3,2.14545455,0.66,0.18070444,0.08422665,0.0964778,0.27118644,1.4333333333333333,0.32321041,0.69364162,4.56,4.399389591217041,0.16061040878295874,"Zach Stewart","7397",
"Josh Lindblom 린드블럼","Giants (KBO)",29,177.1,7.511292629861651,3.90790224661721,1.92207792,1.4210553624062583,0.18710493,0.09734513,0.0897598,0.27943262,1.5451157511877571,0.3194707,0.71369975,5.278205631794673,5.597738988615614,-0.31953335682094064,"Josh Lindblom","7882",
"Jae Kuk Ryu 류제국","Twins (KBO)",33,161.1,7.698363368462986,3.9049669260319497,1.97142857,0.78099338520639,0.19686163,0.09985735,0.09700428,0.24918033,1.3760359644112583,0.30131004,0.71620412,4.295463618635145,4.868896067026119,-0.5734324483909745,"Jae Kuk Ryu","8228",
"Eric Hacker 해커","Dinos (KBO)",33,140.2,7.613725630787592,1.9834075172639944,3.83870968,0.8957324271514814,0.20272572,0.0528109,0.14991482,0.24175824,1.1587649652832654,0.28571429,0.75619296,3.4549679332985708,4.235691754861083,-0.7807238215625123,"Eric Hacker","8743",
"Changmin Sim 심창민","Lions (KBO)",23,72.2,9.412839424771931,3.220181908474608,2.92307692,0.7431189019556789,0.25082508,0.08580858,0.1650165,0.21611722,1.1697241975228279,0.27748691,0.74441687,2.9724756078227155,3.979572969574279,-1.0070973617515637,"Changmin Sim","sa3011907",
"Jung Woo Lim 임정우","Twins (KBO)",25,70.2,11.08018309673945,4.584903350374945,2.41666667,0.6367921319965202,0.27444795,0.11356467,0.16088328,0.26545455,1.5424520530582377,0.3715847,0.77777778,3.8207527919791207,3.99995550774906,-0.1792027157699394,"Jung Woo Lim","sa3011909",
