Name,Team,Age,W,L,ERA,G,GS,CG,ShO,SV,BS,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,NameASCII,PlayerId,MLBAMID
"Kyung-eun Noh 노경은","Landers (KBO)",38,12,5,3.050209302390168,41,8,0,0,1,6,8,79.2,323,69,28,27,5,23,0,4,5,0,55,"Kyung-eun Noh","sa3012918",
"Jin-sung Kim 김진성","Twins (KBO)",37,6,3,3.1034492964413403,67,0,0,0,0,2,12,58,236,44,21,20,6,22,3,1,2,0,54,"Jin-sung Kim","sa3013091",
"Jung-hyun Baek 백정현","Lions (KBO)",34,4,13,5.270053583442027,24,24,0,0,0,0,0,124.2,562,154,76,73,22,37,1,9,9,0,70,"Jung-hyun Baek","sa3013166",
"Chan-heon Jeong 정찬헌","Heroes (KBO)",32,4,6,5.358778938047624,20,20,0,0,0,0,0,87.1,390,106,55,52,13,28,2,6,3,0,42,"Chan-heon Jeong","sa3013196",
"Min-je Jang 장민재","Eagles (KBO)",32,7,8,3.5526316502748116,32,25,0,0,0,0,0,126.2,531,124,54,50,15,39,1,4,3,0,75,"Min-je Jang","sa3013300",
"Min-ho Lee 이민호","Twins (KBO)",20,12,8,5.5055868268396315,26,26,0,0,0,0,0,119.1,540,146,77,73,14,43,0,7,9,0,73,"Min-ho Lee","sa3014273",
"Yun-sik Kim 김윤식","Twins (KBO)",22,8,5,3.3061225960566394,23,23,0,0,0,0,0,114.1,483,125,46,42,5,27,2,1,4,0,81,"Yun-sik Kim","sa3014275",
"Jae-woong Kim 김재웅","Heroes (KBO)",23,3,2,2.0106383794678377,65,0,0,0,13,2,27,62.2,254,39,14,14,4,29,2,4,4,0,56,"Jae-woong Kim","sa3014289",
"Hyeong Jun So 소형준","Wiz (KBO)",20,13,6,3.0466926974491075,27,27,0,0,0,0,0,171.1,703,158,68,58,8,39,1,5,6,0,117,"Hyeong Jun So","sa3014303",
"Dong Jae Hwang 황동재","Lions (KBO)",20,1,3,7.055276922889359,16,13,0,0,0,0,0,66.1,312,91,58,52,9,31,0,0,1,1,53,"Dong Jae Hwang","sa3014313",
"Yun Dong Heo 허윤동","Lions (KBO)",21,4,3,6.545454545454546,12,12,0,0,0,0,0,55,264,64,43,40,8,34,0,6,2,0,36,"Yun Dong Heo","sa3014316",
"Dae-kyung Yun 윤대경","Eagles (KBO)",28,4,9,7.52654918073463,25,14,0,0,0,1,1,75.1,349,106,63,63,6,17,0,7,5,0,51,"Dae-kyung Yun","sa3014324",
"Jae Min Kang 강재민","Eagles (KBO)",25,4,8,4.207792624713117,56,0,0,0,7,5,7,51.1,232,44,26,24,7,29,8,4,1,0,39,"Jae Min Kang","sa3014332",
"Hai Young Jung 정해영","Tigers (KBO)",20,3,7,3.3750004598073224,55,0,0,0,32,4,1,56,238,54,21,21,3,18,1,0,0,0,43,"Hai Young Jung","sa3014352",
"Jun Yong Choi 최준용","Giants (KBO)",20,3,4,4.056338464047979,68,0,0,0,14,4,8,71,303,63,35,32,10,20,3,6,4,0,80,"Jun Yong Choi","sa3014362",
"Jung Yong Yi 이정용","Twins (KBO)",26,4,4,3.185393941085031,65,0,0,0,1,6,21,59.1,250,52,26,21,3,18,3,2,3,0,40,"Jung Yong Yi","sa3014366",
"Min-hyeok Shin 신민혁","Dinos (KBO)",23,4,9,4.563380477835662,26,23,0,0,0,0,0,118.1,521,128,64,60,15,31,1,10,5,1,105,"Min-hyeok Shin","sa3014368",
"Won Seok Oh 오원석","Landers (KBO)",21,6,8,4.5,31,24,0,0,0,1,0,144,633,158,79,72,16,58,1,3,7,0,112,"Won Seok Oh","sa3014380",
"Eui Lee Lee 이의리","Tigers (KBO)",20,10,10,3.857142857142857,29,28,0,0,0,0,0,154,671,128,79,66,18,74,0,9,7,0,161,"Eui Lee Lee","sa3014756",
"Ji Hun Jang 장지훈","Landers (KBO)",23,2,0,4.2545457496328005,40,0,0,0,0,3,5,55,231,56,26,26,6,11,2,3,4,0,33,"Ji Hun Jang","sa3014775",
"Joong-hyeon Yoon 윤중현","Tigers (KBO)",27,3,1,5.0310572118730565,47,0,0,0,0,2,5,53.2,240,63,32,30,4,14,0,5,1,0,27,"Joong-hyeon Yoon","sa3015067",
"Do-kyu Kim 김도규","Giants (KBO)",23,4,4,3.7058834617116476,55,0,0,0,3,2,9,51,218,48,26,21,2,19,2,4,3,0,45,"Do-kyu Kim","sa3017451",
"Seung Yong Choi 최승용","Bears (KBO)",21,3,7,5.303572151125792,48,15,0,0,0,0,5,93.1,423,104,59,55,8,43,0,2,1,1,64,"Seung Yong Choi","sa3017870",
"Ji Min Nam 남지민","Eagles (KBO)",21,2,11,6.370786516853933,22,20,0,0,0,0,0,89,418,109,68,63,9,45,0,3,5,0,41,"Ji Min Nam","sa3018022",
"Robert Stock 스탁","Bears (KBO)",32,9,10,3.5454545454545454,29,29,0,0,0,0,0,165,722,161,87,65,9,83,0,10,13,0,138,"Robert Stock","sa3018070",
"Sean Nolin 놀린","Tigers (KBO)",32,8,8,2.467741935483871,21,21,0,0,0,0,0,124,512,115,41,34,7,24,1,8,4,1,108,"Sean Nolin","sa3018074",
"See-hoon Kim 김시훈","Dinos (KBO)",23,4,5,3.2400004943848413,59,7,0,0,0,2,12,83.1,365,75,35,30,7,43,0,4,3,1,79,"See-hoon Kim","sa3018077",
"Yeong Hyun Park 박영현","Wiz (KBO)",18,0,1,3.658064966271304,52,0,0,0,0,1,2,51.2,219,46,23,21,5,20,1,0,3,0,55,"Yeong Hyun Park","sa3018085",
"Tyler Eppler 애플러","Heroes (KBO)",29,6,8,4.296912269752204,33,25,1,1,0,0,0,140.1,622,172,69,67,13,40,1,6,4,0,86,"Tyler Eppler","sa3018088",
"Glenn Sparkman 스파크맨","Giants (KBO)",30,2,4,5.314960789566665,19,19,0,0,0,0,0,84.2,386,97,55,50,6,43,1,4,5,0,89,"Glenn Sparkman","sa3018168",
"Cheol-won Chung 정철원","Bears (KBO)",23,4,3,3.096331033770263,58,0,0,0,3,5,23,72.2,294,60,26,25,4,26,2,2,7,0,47,"Cheol-won Chung","sa3018228",
"Shawn Morimando 모리만도","Landers (KBO)",29,7,1,1.6725664846076955,12,12,0,0,0,0,0,75.1,304,57,19,14,2,23,0,4,2,0,67,"Shawn Morimando","sa3019816",
"Jae Yun Kim 김재윤","Wiz (KBO)",31,9,7,3.2562816567181656,61,0,0,0,33,6,0,66.1,267,46,26,24,5,21,6,0,2,1,78,"Jae Yun Kim","sa503670",
