Name,Team,Age,IP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA,FIP,E-F,NameASCII,PlayerId,MLBAMID
"Raúl Alcántara 알칸타라","Heroes (KBO)",32,121,6.8429752066115705,0.743801652892562,9.2,0.8181818181818182,0.18699187,0.0203252,0.16666667,0.26150628,1.115702479338843,0.304,0.72006472,3.272727272727273,3.4523030446580623,-0.17957577193078933,"Raul Alcantara","12790",
"William Cuevas 쿠에바스","Wiz (KBO)",34,98.1,5.491525707776381,4.210169709295226,1.30434783,1.189830570018216,0.13483146,0.10337079,0.03146067,0.26395939,1.5254238077156614,0.2834891,0.62865497,5.400000279313441,5.498275976238569,-0.0982756969251275,"William Cuevas","13331",
"Hyun Jin Ryu 류현진","Eagles (KBO)",38,139.1,7.8803830627873275,1.6148325948334687,4.88,0.775119645520065,0.21254355,0.04355401,0.16898955,0.26422018,1.2129187045638055,0.32116788,0.76184379,3.2296651896669375,3.4368615480933293,-0.20719635842639184,"Hyun Jin Ryu","14444",
"Drew Anderson 앤더슨","Landers (KBO)",31,171.2,12.844660955316396,2.6737865662087192,4.80392157,0.6815534384453598,0.35302594,0.07348703,0.27953891,0.19085174,1.0019418069453152,0.28723404,0.78624079,2.2543690656269595,2.6226793098755317,-0.36831024424857217,"Drew Anderson","15130",
"Yonny Chirinos 치리노스","Twins (KBO)",31,177,6.966101694915254,1.8305084745762712,3.80555556,0.2542372881355932,0.18588874,0.04884668,0.13704206,0.25,1.1807909604519775,0.30545455,0.69668246,3.305084745762712,3.0259594858029466,0.27912525995976534,"Yonny Chirinos","16401",
"Elieser Hernández 에르난데스","Twins (KBO)",30,66,9.954545454545455,3.272727272727273,3.04166667,0.9545454545454546,0.26449275,0.08695652,0.17753623,0.2145749,1.1666666666666667,0.2754491,0.69252078,4.2272727272727275,3.9288870666966296,0.29838566057609794,"Elieser Hernandez","16933",
"Ariel Jurado ","Lions (KBO)",,197.1,6.476351518279192,1.6418919342116263,3.94444444,0.7753378578221568,0.18066158,0.04580153,0.13486005,0.23726542,1.0793919197131987,0.2725724,0.78674948,2.599662229168408,3.7328899406446348,-1.1332277114762266,"Ariel Jurado","17030",
"Cody Ponce 폰세","Eagles (KBO)",31,180.2,12.553505181639691,2.0424353668540767,6.14634146,0.4981549675253846,0.3615495,0.05882353,0.30272597,0.19692308,0.9354243279087777,0.30412371,0.83229814,1.8929888765964613,2.1543707214768713,-0.26138184488040994,"Cody Ponce","17920",
"James Naile 네일","Tigers (KBO)",32,164.1,8.324543868199713,2.2454361749749228,3.70731707,0.3286004158499887,0.22891566,0.06174699,0.16716868,0.22203947,1.0709939479555188,0.28666667,0.79408543,2.2454361749749228,3.091097394453713,-0.84566121947879,"James Naile","18186",
"Logan Allen 로건","Dinos (KBO)",28,173,7.7514450867052025,3.485549132947977,2.2238806,0.9364161849710982,0.19350649,0.08701299,0.10649351,0.25974026,1.4277456647398843,0.30798479,0.68593615,4.526011560693641,4.409356500923289,0.11665505977035195,"Logan Allen","18555",
"Mitch White 화이트","Landers (KBO)",30,134.2,9.155941285686023,2.940594281534197,3.11363636,0.6014851939501767,0.24377224,0.07829181,0.16548043,0.21764706,1.150990185954042,0.28021978,0.74468085,2.873762593317511,3.4366128387129575,-0.5628502453954467,"Mitch White","19225",
"Cole Irvin 콜어빈","Bears (KBO)",31,144.2,7.963134200496706,4.91474688936906,1.62025316,0.5599078734724245,0.1972265,0.12172573,0.07550077,0.25724638,1.5276498770050102,0.32048193,0.70229682,4.479262987779396,4.494729899969238,-0.015466912189841864,"Cole Irvin","19244",
"Patrick Murphy 패트릭","Wiz (KBO)",30,60.2,6.6758244556730695,3.1153847459807658,2.14285714,0.2967033091410253,0.16853933,0.07865169,0.08988764,0.25819672,1.384615442658118,0.30964467,0.72115385,3.1153847459807658,3.5264561677206516,-0.41107142173988587,"Patrick Murphy","19712",
"Gerson Garabito 가라비토","Lions (KBO)",29,78.1,9.651064456440666,4.251064105813151,2.27027027,0.6893617468886191,0.25688073,0.11314985,0.14373089,0.1971831,1.1872341196415106,0.25773196,0.75055188,2.64255336307304,3.9419109546010365,-1.2993575915279965,"Gerson Garabito","19835",
"Tucker Davidson 데이비슨","Giants (KBO)",29,123.1,8.683784141902786,3.5027028471540644,2.47916667,0.7297297598237634,0.22495274,0.09073724,0.1342155,0.25840336,1.3864865436651506,0.32564841,0.75925926,3.6486487991188175,3.857552112414944,-0.20890331329612666,"Tucker Davidson","19871",
"Kenny Rosenberg 로젠버그","Heroes (KBO)",26,75.1,9.557522769186832,2.986725865370885,3.2,0.597345173074177,0.25,0.078125,0.171875,0.21649485,1.1681416717895017,0.2815534,0.69411765,3.2256639346005556,3.3378438844127354,-0.11217994981217982,"Kenny Rosenberg","20009",
"Adam Oller 올러","Tigers (KBO)",30,149,10.208053691275168,2.838926174496644,3.59574468,0.48322147651006714,0.27258065,0.07580645,0.19677419,0.22123894,1.1543624161073827,0.30154639,0.68720379,3.6241610738255035,2.9809513335259976,0.6432097402995058,"Adam Oller","20132",
"Zach Logue 잭로그","Bears (KBO)",29,176,7.9772727272727275,1.9943181818181819,4,0.4090909090909091,0.21606648,0.05401662,0.16204986,0.21921922,1.0511363636363635,0.2749004,0.71278826,2.8125,3.2167658545754176,-0.40426585457541764,"Zach Logue","20231",
"Denyi Reyes 레예스","Lions (KBO)",28,50,6.3,2.16,2.91666667,0.9,0.1627907,0.05581395,0.10697674,0.255,1.26,0.2875,0.6779661,4.14,4.2440385818481445,-0.10403858184814485,"Denyi Reyes","20526",
"Kwang Hyun Kim 김광현","Landers (KBO)",36,144,8.625,3.125,2.76,0.8125,0.21698113,0.07861635,0.13836478,0.28178694,1.4861111111111112,0.35034803,0.66066066,5,3.8259830262925894,1.1740169737074106,"Kwang Hyun Kim","27458",
"Hyeon-Jong Yang 양현종","Tigers (KBO)",37,153,6.411764705882353,3.3529411764705883,1.9122807,0.7058823529411765,0.16100443,0.08419498,0.07680945,0.2775974,1.4901960784313726,0.32121212,0.60873606,5.0588235294117645,4.234888255050759,0.8239352743610056,"Hyeon-Jong Yang","27513",
"Ryan Weiss 와이스","Eagles (KBO)",28,178.2,10.42723850912867,2.8208954420831183,3.69642857,0.6548507276264383,0.28551724,0.07724138,0.20827586,0.19359756,1.0242537021849418,0.26146789,0.7480315,2.87126857497746,3.2313520207387034,-0.3600834457612434,"Ryan Weiss","sa3007778",
"Alec Gamboa 감보아","Giants (KBO)",28,108,9.75,4.083333333333333,2.3877551,0.5,0.24631579,0.10315789,0.1431579,0.22985782,1.3518518518518519,0.30434783,0.6779661,3.5833333333333335,3.4718163596259224,0.1115169737074111,"Alec Gamboa","sa3011249",
"Jong-hyun Won 원종현","Heroes (KBO)",37,54.1,6.625767956607929,2.981595580473568,2.22222222,0.8282209945759911,0.16129032,0.07258065,0.08870968,0.29955947,1.582822345189672,0.34615385,0.57317073,6.128835359862334,4.3274743093958685,1.8013610504664657,"Jong-hyun Won","sa3012035",
"Chan-kyu Im 임찬규","Twins (KBO)",32,160.1,6.006237196773195,2.245322316550727,2.675,0.5051975212239135,0.15970149,0.05970149,0.1,0.26121795,1.2661123062772155,0.30314961,0.75356415,3.0311851273434813,3.699755845677533,-0.6685707183340517,"Chan-kyu Im","sa3012220",
"Seung-hyuk Han 한승혁","Eagles (KBO)",32,64,7.453126332722842,3.2343755783514223,2.30434783,0.562500100582856,0.19702602,0.08550186,0.11152416,0.23430962,1.2343752207234897,0.28571429,0.84577114,2.250000402331424,4.0065386824310005,-1.7565382800995764,"Seung-hyuk Han","sa3012265",
