Name,Team,Age,W,L,ERA,G,GS,CG,ShO,SV,BS,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,NameASCII,PlayerId,MLBAMID
"Jason Wheeler 휠러","Eagles (KBO)",27,3,9,5.134409404626265,19,19,0,0,0,0,0,101.2,459,128,62,58,12,34,1,10,2,1,94,"Jason Wheeler","13128",
"Wei-Chung Wang 왕웨이중","Dinos (KBO)",26,7,10,4.256460349306232,25,25,0,0,0,0,0,141.2,615,169,83,67,16,40,2,2,2,0,108,"Wei-Chung Wang","14382",
"Chang-Yong Lim 임창용","Tigers (KBO)",42,5,5,5.4208516564070415,37,12,0,0,4,4,4,86.1,388,92,54,52,16,29,1,11,5,0,84,"Chang-Yong Lim","14445",
"Felix Doubront 듀브론트","Giants (KBO)",30,6,9,4.915060739945702,25,25,0,0,0,0,0,137.1,629,162,82,75,13,62,1,8,10,3,109,"Felix Doubront","1478",
"Kwang Hyun Kim 김광현","Wyverns (KBO)",29,11,8,2.9779411764705883,25,25,0,0,0,0,0,136,554,125,48,45,16,30,0,2,3,0,130,"Kwang Hyun Kim","27458",
"Hyeon-Jong Yang 양현종","Tigers (KBO)",30,13,11,4.150098088257827,29,29,3,0,0,0,0,184.1,772,199,88,85,21,43,1,2,5,0,152,"Hyeon-Jong Yang","27513",
"Jake Brigham 브리검","Heroes (KBO)",30,11,7,3.8442211055276383,31,30,2,1,0,0,1,199,829,188,89,85,19,50,0,19,4,0,175,"Jake Brigham","2851",
"Hector Noesí 헥터","Tigers (KBO)",31,11,10,4.603448275862069,29,29,1,0,0,0,0,174,753,209,102,89,25,36,2,4,4,1,137,"Hector Noesi","3292",
"Dustin Nippert 니퍼트","Wiz (KBO)",37,8,8,4.252363667254925,29,28,0,0,0,0,0,175.2,765,209,88,83,26,39,2,9,9,0,165,"Dustin Nippert","4426",
"Esmil Rogers 로저스","Heroes (KBO)",32,5,4,3.7951807228915664,13,13,1,0,0,0,0,83,345,89,40,35,7,16,0,5,8,0,65,"Esmil Rogers","6317",
"Ryan Feierabend 피어밴드","Wiz (KBO)",32,8,8,4.297968150979369,27,26,1,0,0,0,0,163.1,707,186,90,78,24,38,0,6,5,0,141,"Ryan Feierabend","6336",
"Henry Sosa 소사","Twins (KBO)",32,9,9,3.523903681293562,27,27,1,1,0,0,0,181.1,760,192,83,71,16,28,1,4,6,0,181,"Henry Sosa","6936",
"Josh Lindblom 린드블럼","Bears (KBO)",31,15,4,2.881417103192298,26,26,0,0,0,0,0,168.2,681,142,56,54,16,38,0,8,10,0,157,"Josh Lindblom","7882",
"Eric Hacker 해커","Heroes (KBO)",35,5,3,5.196650397229516,14,13,0,0,0,0,0,79.2,349,86,49,46,16,30,0,5,2,1,56,"Eric Hacker","8743",
"David Hale 헤일","Eagles (KBO)",30,3,4,4.34171087308921,12,12,0,0,0,0,0,66.1,277,68,35,32,8,17,0,4,3,0,55,"David Hale","9756",
"Changmin Sim 심창민","Lions (KBO)",25,5,2,4.070353943521134,59,0,0,0,17,7,5,66.1,284,57,32,30,12,22,2,9,1,0,68,"Changmin Sim","sa3011907",
"Young Soo Bae 배영수","Eagles (KBO)",37,2,3,6.628738729546182,11,11,0,0,0,0,0,55.2,251,69,42,41,6,15,1,6,0,1,47,"Young Soo Bae","sa3011941",
"Kyu-min Woo 우규민","Lions (KBO)",33,4,1,4.295452217919058,48,0,0,0,0,1,10,58.2,246,70,28,28,6,12,1,5,0,0,48,"Kyu-min Woo","sa3012000",
"Won-Jun Chang 장원준","Bears (KBO)",32,3,7,9.92092530386444,24,16,0,0,0,0,2,71.2,349,101,81,79,12,33,0,11,3,0,46,"Won-Jun Chang","sa3012021",
"Hisang Yoon 윤희상","Wyverns (KBO)",33,1,2,5.117647058823529,46,1,0,0,1,1,7,51,211,55,29,29,8,7,1,2,1,0,44,"Hisang Yoon","sa3012025",
"Seunglak Son 손승락","Giants (KBO)",36,3,5,3.9017319531898536,57,0,0,0,28,6,0,57.2,250,53,26,25,1,20,4,1,2,0,60,"Seunglak Son","sa3012028",
"Jong-hyun Won 원종현","Dinos (KBO)",30,3,6,5.176168667743321,59,0,0,0,2,4,17,64.1,275,78,38,37,7,22,1,2,5,0,36,"Jong-hyun Won","sa3012035",
"Woo-chan Cha 차우찬","Twins (KBO)",31,12,10,6.088235294117647,29,29,1,0,0,0,0,170,762,177,119,115,27,79,2,10,10,0,136,"Woo-chan Cha","sa3012041",
"Yongchan Lee 이용찬","Bears (KBO)",29,15,3,3.625,25,24,1,0,0,0,0,144,608,151,62,58,14,36,2,8,6,0,102,"Yongchan Lee","sa3012046",
"Myung-Ho Jin 진명호","Giants (KBO)",29,5,4,4.378376121327106,60,0,0,0,1,1,9,61.2,282,53,34,30,7,46,6,1,3,0,65,"Myung-Ho Jin","sa3012066",
"Jung-rak Shin 신정락","Twins (KBO)",31,3,7,5.86183842744424,49,1,0,0,0,0,5,50.2,227,59,37,33,5,17,0,6,3,0,56,"Jung-rak Shin","sa3012165",
"Jae-hak Lee 이재학","Dinos (KBO)",27,5,13,4.7855686925008225,29,29,1,0,0,0,0,152.1,658,157,87,81,13,49,2,10,6,0,116,"Jae-hak Lee","sa3012173",
"Geon-tae Kim 김건태","Dinos (KBO)",26,2,3,5.433962264150943,21,9,0,0,0,0,0,53,247,60,38,32,7,24,0,7,3,1,39,"Geon-tae Kim","sa3012180",
"Ki-jun Lim 임기준","Tigers (KBO)",26,5,1,3.5357142857142856,55,0,0,0,2,2,8,56,243,59,27,22,7,23,0,3,3,1,45,"Ki-jun Lim","sa3012198",
"Tae-yang Lee 이태양","Eagles (KBO)",27,4,2,2.836135726604948,63,0,0,0,0,1,12,79.1,325,66,30,25,10,23,2,4,4,0,85,"Tae-yang Lee","sa3012211",
"Jong-hun Park 박종훈","Wyverns (KBO)",26,14,8,4.179925257949902,30,30,0,0,0,0,0,159.1,702,158,81,74,16,54,0,20,3,0,133,"Jong-hun Park","sa3012213",
"Chan-kyu Im 임찬규","Twins (KBO)",25,11,11,5.768168415857354,29,27,0,0,1,0,0,146.2,680,195,104,94,23,47,1,13,6,0,125,"Chan-kyu Im","sa3012220",
"Seung-hyuk Han 한승혁","Tigers (KBO)",25,7,3,5.829545454545454,21,19,0,0,0,0,0,88,406,105,62,57,8,44,1,4,16,0,65,"Seung-hyuk Han","sa3012265",
"Jin-yong Seo 서진용","Wyverns (KBO)",25,3,2,6.12,48,0,0,0,1,0,12,50,225,52,36,34,14,23,3,2,4,0,58,"Jin-yong Seo","sa3012277",
"Hyun-hee Han 한현희","Heroes (KBO)",25,11,7,4.792899408284024,30,28,0,0,0,0,0,169,756,208,98,90,22,49,0,20,6,0,105,"Hyun-hee Han","sa3012299",
"Won-jung Kim 김원중","Giants (KBO)",25,8,7,6.935796079664924,30,30,0,0,0,0,0,145.1,681,173,115,112,28,77,1,11,7,0,137,"Won-jung Kim","sa3012308",
"Yun-dong Kim 김윤동","Tigers (KBO)",25,7,6,3.70161130897281,64,0,0,0,4,2,18,82.2,369,71,39,34,9,54,7,2,7,0,79,"Yun-dong Kim","sa3012316",
"Gi-yeong Im 임기영","Tigers (KBO)",25,8,9,6.257142857142857,29,19,0,0,0,1,2,105,491,145,79,73,20,34,2,12,2,0,68,"Gi-yeong Im","sa3012323",
"Seung-won Moon 문승원","Wyverns (KBO)",28,8,9,4.5995471188146215,31,27,0,0,1,0,1,150.2,656,180,86,77,24,37,0,4,4,0,122,"Seung-won Moon","sa3012330",
"Min-ho Lee 이민호","Dinos (KBO)",24,5,4,4.68,50,0,0,0,14,7,0,50,224,52,34,26,8,19,1,3,2,1,42,"Min-ho Lee","sa3012347",
"Jae-young Shin 신재영","Heroes (KBO)",28,8,9,6.750022191823335,26,21,0,0,0,0,1,101.1,452,133,80,76,31,23,2,8,0,0,53,"Jae-young Shin","sa3012350",
"Hyeong-beom Lee 이형범","Dinos (KBO)",24,1,1,5.166666666666667,23,4,0,0,0,0,0,54,238,62,36,31,5,24,2,1,3,0,22,"Hyeong-beom Lee","sa3012353",
"Deok-ju Ham 함덕주","Bears (KBO)",23,6,3,2.955223880597015,62,0,0,0,27,4,3,67,293,58,23,22,4,37,3,4,4,0,75,"Deok-ju Ham","sa3012366",
"Seung-min Koo 구승민","Giants (KBO)",28,7,4,3.665156599633665,64,0,0,0,0,5,14,73.2,307,62,33,30,12,31,6,3,2,1,75,"Seung-min Koo","sa3012379",
"Young-pyo Ko 고영표","Wiz (KBO)",26,6,9,5.133802816901408,25,23,3,1,0,0,0,142,620,175,91,81,17,25,1,14,2,1,134,"Young-pyo Ko","sa3012418",
"Kwon Ju 주권","Wiz (KBO)",23,3,9,8.386363636363637,46,10,0,0,0,1,4,88,407,118,85,82,16,27,1,7,4,0,54,"Kwon Ju","sa3012508",
"Won-tae Choi 최원태","Heroes (KBO)",21,13,7,3.9528636257223853,23,23,1,0,0,0,0,134.1,577,144,62,59,8,35,0,11,3,0,101,"Won-tae Choi","sa3012525",
"In-jun Hwang 황인준","Tigers (KBO)",26,3,1,4.955693211318142,37,2,0,0,0,0,1,52.2,229,58,31,29,9,12,0,6,0,0,35,"In-jun Hwang","sa3012547",
"Kyeong-chan Moon 문경찬","Tigers (KBO)",25,0,3,4.716870179733701,32,0,0,0,0,1,0,55.1,240,62,29,29,10,17,2,2,3,1,46,"Kyeong-chan Moon","sa3012549",
"Min-woo Kim 김민우","Eagles (KBO)",22,5,9,6.523492271087743,23,20,0,0,0,0,0,99.1,468,133,79,72,19,41,0,8,5,1,73,"Min-woo Kim","sa3012556",
"Chang-mo Koo 구창모","Dinos (KBO)",21,5,11,5.345864661654136,36,23,0,0,0,0,1,133,598,158,83,79,21,52,0,7,16,1,116,"Chang-mo Koo","sa3012564",
"Dae-hyun Kim 김대현","Twins (KBO)",21,2,10,7.542857142857143,25,21,0,0,0,0,0,105,496,145,95,88,15,48,0,9,7,2,64,"Dae-hyun Kim","sa3012572",
"Young-ha Lee 이영하","Bears (KBO)",21,10,3,5.282594348661595,40,17,0,0,0,0,2,122.2,555,140,75,72,15,54,1,9,8,0,90,"Young-ha Lee","sa3012579",
"Chung-yeon Choi 최충연","Lions (KBO)",21,2,6,3.6,70,0,0,0,8,4,16,85,344,73,34,34,6,26,1,2,8,0,101,"Chung-yeon Choi","sa3012589",
"Jae-young Kim 김재영","Eagles (KBO)",24,6,4,5.658699567638177,29,21,0,0,0,0,1,111.1,503,136,74,70,15,37,0,12,4,0,56,"Jae-young Kim","sa3012609",
"Sung-young Choi 최성영","Dinos (KBO)",21,2,2,5.875650920141068,28,8,0,0,1,0,0,64.1,282,66,43,42,11,25,1,4,6,0,57,"Sung-young Choi","sa3012618",
"Woo-Suk Go 고우석","Twins (KBO)",19,3,5,5.91044776119403,56,0,0,0,0,3,3,67,312,69,51,44,10,37,0,5,2,1,44,"Woo-Suk Go","sa3012630",
"Chi-guk Park 박치국","Bears (KBO)",20,1,5,3.626865671641791,67,0,0,0,3,3,17,67,293,80,30,27,5,15,4,9,1,1,60,"Chi-guk Park","sa3012638",
"Seong-pin Yoon 윤성빈","Giants (KBO)",19,2,5,6.394732829939171,18,10,0,0,0,0,0,50.2,235,51,36,36,5,36,0,3,5,0,65,"Seong-pin Yoon","sa3012649",
"Sang-won Park 박상원","Eagles (KBO)",23,4,2,2.1,69,0,0,0,0,0,9,60,256,59,17,14,3,21,1,4,3,0,62,"Sang-won Park","sa3012657",
"Chang-seop Yang 양창섭","Lions (KBO)",18,7,6,5.049620379227655,19,17,0,0,0,0,0,87.1,400,100,52,49,12,34,0,10,3,1,49,"Chang-seop Yang","sa3012682",
"Kyung-eun Noh 노경은","Giants (KBO)",34,9,6,4.080615042245238,33,19,0,0,0,0,0,132.1,547,127,65,60,18,30,1,4,1,0,89,"Kyung-eun Noh","sa3012918",
"Seung-hye Kim 김승회","Bears (KBO)",37,3,4,3.457315062711842,55,0,0,0,3,2,11,54.2,242,54,26,21,6,23,1,5,3,0,34,"Seung-hye Kim","sa3012926",
"Young-myung An 안영명","Eagles (KBO)",33,8,2,5.7272727272727275,53,1,0,0,0,1,8,66,291,83,44,42,12,15,1,4,4,1,48,"Young-myung An","sa3012957",
"Kyu-jin Yun 윤규진","Eagles (KBO)",33,2,6,5.892857142857143,18,17,0,0,0,0,0,84,381,99,63,55,14,30,0,6,3,0,81,"Kyu-jin Yun","sa3012958",
"Eun-beom Song 송은범","Eagles (KBO)",34,7,4,2.4957994394123544,68,0,0,0,1,3,10,79.1,341,77,29,22,2,33,2,5,8,0,61,"Eun-beom Song","sa3012960",
"Ju-won Oh 오주원","Heroes (KBO)",33,3,6,6.191086563235825,61,0,0,0,1,3,15,52.1,226,61,37,36,8,13,3,1,1,0,36,"Ju-won Oh","sa3012989",
"Sung-hwan Yun 윤성환","Lions (KBO)",36,5,9,6.980133455395323,24,24,0,0,0,0,0,117.1,542,164,99,91,28,32,0,9,2,0,89,"Sung-hwan Yun","sa3012993",
"Woo-ram Jung 정우람","Eagles (KBO)",33,5,3,3.3962264150943398,55,0,0,0,35,4,0,53,220,49,22,20,6,12,1,2,1,0,56,"Woo-ram Jung","sa3013029",
"Jae-woong Shin 신재웅","Wyverns (KBO)",36,2,3,2.769230769230769,54,0,0,0,16,5,6,52,226,49,23,16,5,28,0,1,3,0,43,"Jae-woong Shin","sa3013032",
"Min-cheol Keum 금민철","Wiz (KBO)",31,8,12,5.411525655464836,29,29,0,0,0,0,0,156.1,720,212,104,94,19,68,1,7,10,0,79,"Min-cheol Keum","sa3013041",
"Bo-geun Lee 이보근","Heroes (KBO)",32,7,6,4.278688524590164,64,0,0,0,0,4,24,61,263,66,36,29,6,14,1,4,2,0,54,"Bo-geun Lee","sa3013049",
"Sang-su Kim 김상수","Heroes (KBO)",30,2,3,5.173649740133605,58,0,0,0,18,7,14,55.2,239,53,32,32,9,23,2,1,6,0,68,"Sang-su Kim","sa3013115",
"Kang-ryul Kim 김강률","Bears (KBO)",29,5,0,4.618421052631579,65,0,0,0,6,3,11,76,317,72,42,39,7,24,1,3,6,0,81,"Kang-ryul Kim","sa3013163",
"Jung-hyun Baek 백정현","Lions (KBO)",30,7,7,4.583542225399442,25,23,0,0,1,0,0,125.2,540,142,68,64,18,36,0,3,2,0,99,"Jung-hyun Baek","sa3013166",
"Chan-heon Jeong 정찬헌","Twins (KBO)",28,5,3,4.846153846153846,66,0,0,0,27,6,0,65,299,76,36,35,5,24,3,7,2,0,50,"Chan-heon Jeong","sa3013196",
"Hee-kwan Yoo 유희관","Bears (KBO)",32,10,10,6.702127659574468,29,28,0,0,0,0,0,141,650,197,108,105,23,42,0,4,1,0,81,"Hee-kwan Yoo","sa3013257",
"Hyoun-taek Oh 오현택","Giants (KBO)",32,3,2,3.757729889851267,72,0,0,0,0,3,25,64.2,268,66,32,27,11,12,0,3,2,1,63,"Hyoun-taek Oh","sa3013263",
"Yoon-goo Kang 강윤구","Dinos (KBO)",27,7,5,6.091459872397055,69,0,0,0,1,3,17,54.2,243,54,41,37,10,26,0,1,4,0,65,"Yoon-goo Kang","sa3013269",
"Min-je Jang 장민재","Eagles (KBO)",28,6,2,4.675975162370158,34,3,0,0,0,0,1,59.2,266,62,33,31,7,23,0,1,1,0,42,"Min-je Jang","sa3013300",
"Tae-hoon Kim 김태훈","Wyverns (KBO)",28,9,3,3.8297872340425534,61,4,0,0,0,2,10,94,394,88,44,40,8,36,4,2,11,0,93,"Tae-hoon Kim","sa3013306",
"Pilljoon Jang 장필준","Lions (KBO)",30,5,5,4.34171087308921,61,0,0,0,6,4,13,66.1,290,65,35,32,6,25,2,6,0,0,74,"Pilljoon Jang","sa488314",
"Su-Min Jung 정수민","Dinos (KBO)",28,2,5,6.051724137931035,25,7,0,0,0,0,1,58,278,69,43,39,10,33,0,3,7,0,38,"Su-Min Jung","sa502997",
"Jae Yun Kim 김재윤","Wiz (KBO)",27,7,5,4.573770491803279,62,0,0,0,15,9,0,61,271,76,34,31,11,15,4,1,3,0,66,"Jae Yun Kim","sa503670",
"Seung Song 송승준","Giants (KBO)",38,3,4,6.151898734177215,22,15,0,0,0,0,0,79,361,93,58,54,8,35,0,4,5,0,68,"Seung Song","sa75573",
