Name,Team,Age,IP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA,FIP,E-F,NameASCII,PlayerId,MLBAMID
"Eric Jokisch 요키시","Heroes (KBO)",31,181.1,6.501838417665774,2.28308829933302,2.84782609,0.5955882519999182,0.17726658,0.06224628,0.1150203,0.24818578,1.1966912100368727,0.29120879,0.73947111,2.878676551332938,3.5266033072372625,-0.6479267559043245,"Eric Jokisch","11157",
"David Buchanan 뷰캐넌","Lions (KBO)",32,177,8.23728813559322,3,2.74576271,0.6610169491525424,0.21372032,0.07783641,0.13588391,0.2482066,1.310734463276836,0.30651341,0.75532901,3.1016949152542375,3.442148332003146,-0.3404534167489084,"David Buchanan","11176",
"Nick Kingham 킹험","Eagles (KBO)",29,144,8.1875,2.5625,3.19512195,0.6875,0.22165821,0.06937394,0.15228426,0.2146789,1.0972222222222223,0.2630273,0.71138211,3.1875,3.415900686052111,-0.22840068605211084,"Nick Kingham","11694",
"Aaron Brooks 브룩스","Tigers (KBO)",31,78,6.346153846153846,1.8461538461538463,3.4375,0.46153846153846156,0.16516517,0.04804805,0.11711712,0.2943038,1.3974358974358974,0.3463035,0.72796935,3.3461538461538463,3.1942126518640763,0.15194119428976993,"Aaron Brooks","12272",
"Drew Rucinski 루친스키","Dinos (KBO)",32,178.2,8.916044522298428,2.770522309188777,3.21818182,0.6044775947320968,0.23474801,0.0729443,0.16180371,0.23222061,1.2033581746981556,0.296,0.71565802,3.1735073723435083,3.2671651973095526,-0.09365782496604425,"Drew Rucinski","12499",
"Ryan Carpenter 카펜터","Eagles (KBO)",30,170,9.476470588235294,3.8117647058823527,2.48611111,0.8470588235294118,0.23994638,0.09651475,0.14343164,0.22900763,1.3058823529411765,0.29130435,0.69075938,3.9705882352941178,4.007485653372372,-0.03689741807825442,"Ryan Carpenter","12699",
"Sam Gaviglio 가빌리오","Landers (KBO)",31,81.1,7.745902123742158,3.3196723387466394,2.33333333,0.7745902123742158,0.1994302,0.08547009,0.11396011,0.27936508,1.4508197628596424,0.34033613,0.61295972,5.864754465119063,4.009366123037487,1.855388342081576,"Sam Gaviglio","12778",
"William Cuevas 쿠에바스","Wiz (KBO)",30,140.1,9.299287747971189,3.4631830233823733,2.68518519,0.7054632084667798,0.24006623,0.08940397,0.15066225,0.24131627,1.3254157249981924,0.30946292,0.69700461,3.9121141560430517,3.4549776254784006,0.4571365305646511,"William Cuevas","13331",
"Odrisamer Despaigne 데스파이네","Wiz (KBO)",34,188.2,7.871025159372129,3.720848257157734,2.11538462,0.4770318278407351,0.2014652,0.0952381,0.10622711,0.23841962,1.3409894715967332,0.29516995,0.72764228,3.386925977669219,3.5754756919547823,-0.18854971428556322,"Odrisamer Despaigne","16017",
"Aríel Miranda 미란다","Bears (KBO)",32,173.2,11.660268372511371,3.264875144303184,3.57142857,0.5700575648783337,0.31734838,0.08885755,0.22849083,0.20930233,1.1401151297566674,0.30317848,0.81699346,2.332053674502274,2.6217681611934402,-0.28971448669116606,"Ariel Miranda","17526",
"Andrew Suárez 수아레즈","Twins (KBO)",28,115.1,9.832369725390093,3.199421894769792,3.07317073,0.31213872144095534,0.26638478,0.08668076,0.17970402,0.21261682,1.144508645283503,0.29194631,0.7898773,2.1849710500866872,2.720372439005941,-0.5354013889192539,"Andrew Suarez","18300",
"Seunghwan Oh 오승환","Lions (KBO)",38,62.1,8.229947699269053,2.310160757689559,3.5625,0.43315514206679223,0.22529644,0.06324111,0.16205534,0.23829787,1.1550803788447794,0.30285714,0.81661891,2.021390662978364,2.947057797777939,-0.9256671347995749,"Seunghwan Oh","18719",
"Jake Brigham 브리검","Heroes (KBO)",33,61,7.229508196721311,3.8360655737704916,1.88461538,0.8852459016393442,0.196,0.104,0.092,0.22272727,1.2295081967213115,0.26060606,0.76487252,2.9508196721311477,4.4314972252142235,-1.4806775530830758,"Jake Brigham","2851",
"Wilmer Font 폰트","Landers (KBO)",31,145.2,9.700228494247733,2.780320269051898,3.48888889,0.7414187384138395,0.25993377,0.07450331,0.18543046,0.20614828,1.0915331426648194,0.265625,0.66801619,3.459954112597918,3.249631300014433,0.21032281258348506,"Wilmer Font","5257",
"Casey Kelly 켈리","Twins (KBO)",31,177,7.220338983050848,3.0508474576271185,2.36666667,0.6101694915254238,0.19086022,0.08064516,0.11021505,0.23774146,1.2429378531073447,0.28516378,0.77964519,3.152542372881356,3.7641822303082306,-0.6116398574268747,"Casey Kelly","9174",
"Dan Straily 스트레일리","Giants (KBO)",32,165.2,8.90945728751521,3.6398392577043843,2.44776119,0.6519115088425763,0.22969188,0.09383754,0.13585434,0.253125,1.3822938474532405,0.32327586,0.68886861,4.020120971195887,3.585767125331081,0.4343538458648055,"Dan Straily","9460",
"Changmin Sim 심창민","Lions (KBO)",28,51.1,10.168833687728705,5.6103910001261825,1.8125,1.4025977500315456,0.24369748,0.13445378,0.1092437,0.235,1.5389614201735013,0.29104478,0.71815718,5.084416843864353,5.270969720819023,-0.1865528769546705,"Changmin Sim","sa3011907",
"Kyu-min Woo 우규민","Lions (KBO)",36,50.2,6.750001355221669,1.598684531499869,4.22222222,0.8881580730554828,0.17431193,0.0412844,0.13302752,0.28019324,1.3223686865492743,0.32317073,0.75806452,3.197369062999738,3.7181668551014577,-0.5207977921017197,"Kyu-min Woo","sa3012000",
