Name,Team,Age,W,L,ERA,G,GS,CG,ShO,SV,BS,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,NameASCII,PlayerId,MLBAMID
"Brooks Raley 레일리","Giants (KBO)",28,8,10,4.337537121962477,31,31,1,1,0,0,0,184.2,808,207,105,89,21,51,1,17,5,2,147,"Brooks Raley","10061",
"Scott Copeland 코프랜드","Twins (KBO)",28,2,3,5.542108044929527,13,13,0,0,0,0,0,63.1,314,71,53,39,8,42,0,7,13,0,34,"Scott Copeland","10706",
"Merrill Kelly 켈리","Wyverns (KBO)",27,9,8,3.6838664994341164,31,31,0,0,0,0,0,200.1,846,205,91,82,15,60,0,7,8,2,152,"Merrill Kelly","11156",
"Robert Coello 코엘로","Heroes (KBO)",31,6,5,3.774193548387097,12,12,0,0,0,0,0,62,271,50,29,26,6,42,0,2,0,0,46,"Robert Coello","1149",
"Andy Van Hekken 밴헤켄","Heroes (KBO)",36,7,3,3.375,12,12,0,0,0,0,0,72,287,55,29,27,10,19,0,5,1,0,81,"Andy Van Hekken","1630",
"Kwang Hyun Kim 김광현","Wyverns (KBO)",27,11,8,3.875912408759124,27,21,1,0,0,0,1,137,583,139,68,59,17,41,2,6,3,0,116,"Kwang Hyun Kim","27458",
"Hyeon-Jong Yang 양현종","Tigers (KBO)",28,10,12,3.6838664994341164,31,31,3,0,0,0,0,200.1,850,191,96,82,19,77,0,2,6,2,146,"Hyeon-Jong Yang","27513",
"Fabio Castillo 카스티요","Eagles (KBO)",27,7,4,6.428571428571429,20,15,0,0,0,1,0,84,393,106,62,60,7,40,0,10,4,0,60,"Fabio Castillo","2826",
"Hector Noesí 헥터","Tigers (KBO)",29,15,5,3.3967685925023305,31,31,3,1,0,0,0,206.2,868,211,88,78,7,51,0,6,7,0,139,"Hector Noesi","3292",
"Chris Seddon 세든","Wyverns (KBO)",32,5,5,5.370967741935484,12,12,0,0,0,0,0,62,283,76,52,37,8,17,0,1,8,0,43,"Chris Seddon","3833",
"Zeke Spruill 지크","Tigers (KBO)",26,10,13,5.269736842105263,30,29,0,0,0,0,0,152,705,188,104,89,16,68,0,5,5,1,125,"Zeke Spruill","3873",
"Allen Webster 웹스터","Lions (KBO)",26,4,4,5.704225352112676,12,12,0,0,0,0,0,71,325,72,48,45,10,47,0,3,4,1,59,"Allen Webster","3993",
"David Huff 허프","Twins (KBO)",31,7,2,3.13392707705569,13,11,0,0,0,0,1,74.2,299,72,34,26,2,9,0,1,0,0,46,"David Huff","4257",
"Dustin Nippert 니퍼트","Bears (KBO)",35,22,3,2.952280281847159,28,27,1,1,0,0,0,167.2,701,151,61,55,15,57,0,9,8,0,142,"Dustin Nippert","4426",
"Michael Bowden 보우덴","Bears (KBO)",29,18,7,3.8,30,30,1,1,0,0,0,180,742,159,83,76,17,54,0,6,8,2,160,"Michael Bowden","4440",
"Yohan Flande 플란데","Lions (KBO)",30,2,6,7.601937805948747,13,13,0,0,0,0,0,68.2,330,92,66,58,13,33,0,1,1,4,56,"Yohan Flande","5057",
"Sugar Ray Marimon 마리몬","Wiz (KBO)",27,6,4,5.225806451612903,12,12,0,0,0,0,0,62,275,60,38,36,3,29,0,6,8,0,45,"Sugar Ray Marimon","6027",
"Ryan Feierabend 피어밴드","Wiz (KBO)",30,7,13,4.450549450549451,31,30,0,0,0,0,0,182,803,231,97,90,23,48,0,10,6,3,144,"Ryan Feierabend","6336",
"Henry Sosa 소사","Twins (KBO)",30,10,9,5.155778894472362,33,33,0,0,0,0,0,199,870,258,121,114,12,38,2,9,6,0,107,"Henry Sosa","6936",
"Zach Stewart 스튜어트","Dinos (KBO)",29,12,8,4.56,27,27,0,0,0,0,0,150,653,160,79,76,11,55,1,8,4,0,118,"Zach Stewart","7397",
"Josh Lindblom 린드블럼","Giants (KBO)",29,10,13,5.278205631794673,30,30,1,0,0,0,0,177.1,791,197,109,104,28,77,0,9,7,0,148,"Josh Lindblom","7882",
"Jae Kuk Ryu 류제국","Twins (KBO)",33,13,11,4.295463618635145,29,29,1,1,0,0,0,161.1,701,152,83,77,14,70,0,21,13,0,138,"Jae Kuk Ryu","8228",
"Eric Hacker 해커","Dinos (KBO)",33,13,3,3.4549679332985708,23,23,0,0,0,0,0,140.2,587,132,57,54,14,31,0,10,5,0,119,"Eric Hacker","8743",
"Changmin Sim 심창민","Lions (KBO)",23,2,6,2.9724756078227155,62,0,0,0,25,6,4,72.2,303,59,29,24,6,26,3,4,1,1,76,"Changmin Sim","sa3011907",
"Jung Woo Lim 임정우","Twins (KBO)",25,3,8,3.8207527919791207,67,0,0,0,28,5,0,70.2,317,73,31,30,5,36,4,6,6,0,87,"Jung Woo Lim","sa3011909",
"Jung-Min Lee 이정민","Giants (KBO)",37,5,2,3.155844155844156,67,0,0,0,2,0,9,77,326,83,29,27,6,21,1,5,5,0,60,"Jung-Min Lee","sa3011991",
"Kyu-min Woo 우규민","Twins (KBO)",31,6,11,4.909090909090909,28,24,1,1,0,0,1,132,599,166,89,72,16,36,1,18,1,0,81,"Kyu-min Woo","sa3012000",
"Jae Hun Chung 정재훈","Bears (KBO)",36,1,5,3.2675179083744634,46,0,0,0,2,5,23,52.1,219,43,21,19,3,17,1,5,2,0,56,"Jae Hun Chung","sa3012002",
"Won-Jun Chang 장원준","Bears (KBO)",30,15,6,3.3214285714285716,27,27,0,0,0,0,0,168,727,161,66,62,14,76,0,9,8,0,137,"Won-Jun Chang","sa3012021",
"Hisang Yoon 윤희상","Wyverns (KBO)",31,9,6,4.842378152939796,23,22,0,0,0,0,0,122.2,540,143,69,66,18,44,0,6,5,1,74,"Hisang Yoon","sa3012025",
"Seunglak Son 손승락","Giants (KBO)",34,7,3,4.263155219959447,48,0,0,0,20,6,0,50.2,232,61,25,24,5,24,4,3,5,1,48,"Seunglak Son","sa3012028",
"Jong-hyun Won 원종현","Dinos (KBO)",28,3,3,3.1839606599826005,54,0,0,0,3,2,17,70.2,283,51,26,25,4,18,0,3,4,0,75,"Jong-hyun Won","sa3012035",
"Hyun-seung Lee 이현승","Bears (KBO)",32,1,4,4.838147621955418,56,0,0,0,25,7,1,57.2,260,65,36,31,8,17,3,7,2,1,41,"Hyun-seung Lee","sa3012039",
"Woo-chan Cha 차우찬","Lions (KBO)",29,12,6,4.726487597531676,24,24,1,0,0,0,0,152.1,671,168,87,80,16,65,0,8,5,0,120,"Woo-chan Cha","sa3012041",
"Ki-Joo Han 한기주","Tigers (KBO)",29,4,3,7.623525135082281,29,5,0,0,1,1,1,56.2,278,81,48,48,11,30,3,5,1,0,27,"Ki-Joo Han","sa3012042",
"Hee-soo Park 박희수","Wyverns (KBO)",32,4,5,3.292681012106516,51,0,0,0,26,4,0,54.2,237,43,23,20,3,26,3,5,2,0,37,"Hee-soo Park","sa3012045",
"Si Hwan Chang 장시환","Wiz (KBO)",28,3,12,6.331861399627266,40,7,0,0,6,4,3,75.1,365,93,62,53,7,43,5,9,11,0,67,"Si Hwan Chang","sa3012048",
"Ji-yong Kim 김지용","Twins (KBO)",28,3,4,3.5714285714285716,51,0,0,0,0,1,17,63,258,52,25,25,9,18,3,5,4,0,56,"Ji-yong Kim","sa3012169",
"Jae-hak Lee 이재학","Dinos (KBO)",25,12,4,4.5822334733253856,26,24,0,0,0,0,0,127.2,569,140,72,65,19,54,0,6,3,0,134,"Jae-hak Lee","sa3012173",
"Dae-hyun Chung 정대현","Wiz (KBO)",24,4,10,7.291973645499321,22,22,0,0,0,0,0,91.1,428,115,82,74,13,44,0,5,2,1,57,"Dae-hyun Chung","sa3012174",
