Name,Team,Age,IP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA,FIP,E-F,NameASCII,PlayerId,MLBAMID
"Brooks Raley 레일리","Giants (KBO)",29,187.1,7.494675555334728,2.1138828489405643,3.54545455,0.9128130484061527,0.19548872,0.05513784,0.14035088,0.27001357,1.2971553845771644,0.3202847,0.7412168,3.7953805696887404,4.321390470400875,-0.5260099007121344,"Brooks Raley","10061",
"Alexi Ogando 오간도","Eagles (KBO)",33,110,6.054545454545455,2.4545454545454546,2.46666667,0.6545454545454545,0.15578947,0.06315789,0.09263158,0.26497696,1.3181818181818181,0.30397727,0.71132597,3.9272727272727272,4.4096779043024235,-0.4824051770296962,"Alexi Ogando","10261",
"Donn Roach 로치","Wiz (KBO)",27,165,5.4,3.272727272727273,1.65,0.9818181818181818,0.13324361,0.0807537,0.05248991,0.29850746,1.5757575757575757,0.32911392,0.67393059,4.6909090909090905,5.2369506315751515,-0.546041540666061,"Donn Roach","10620",
"Merrill Kelly 켈리","Wyverns (KBO)",28,190,8.952631578947368,2.1315789473684212,4.2,0.7578947368421053,0.23190184,0.05521472,0.17668712,0.2687747,1.3105263157894738,0.33935018,0.73653199,3.6,3.680969770331132,-0.08096977033113184,"Merrill Kelly","11156",
"Pat Dean 팻딘","Tigers (KBO)",28,176,7.3125,1.9943181818181819,3.66666667,1.125,0.18571429,0.05064935,0.13506494,0.2951049,1.4204545454545454,0.34363636,0.76530612,4.142045454545454,4.628996086120606,-0.4869506315751515,"Pat Dean","11350",
"Chang-Yong Lim 임창용","Tigers (KBO)",41,50,10.44,3.96,2.63636364,0.54,0.25777778,0.09777778,0.16,0.25757576,1.46,0.35036496,0.75880759,3.78,3.7714960861206057,0.008503913879394087,"Chang-Yong Lim","14445",
"Andy Van Hekken 밴헤켄","Heroes (KBO)",37,138.1,9.043395772084311,2.732536851996698,3.30952381,0.8457852160942162,0.23519459,0.07106599,0.1641286,0.2559415,1.315665891702114,0.32151899,0.69963812,3.7735032718049646,3.8577615559510927,-0.08425828414612813,"Andy Van Hekken","1630",
"Hyeon-Jong Yang 양현종","Tigers (KBO)",29,193.1,7.355185378434289,2.0948312786679937,3.51111111,0.7913807052745754,0.19554455,0.05569307,0.13985149,0.27391874,1.3137954192140011,0.32653061,0.72111208,3.444833658254034,3.8983930025322593,-0.4535593442782253,"Hyeon-Jong Yang","27513",
"Jake Brigham 브리검","Heroes (KBO)",29,144,6.125,1.625,3.76923077,1.0625,0.15831987,0.04200323,0.11631664,0.2862069,1.3333333333333333,0.32043011,0.70640177,4.375,4.677607197231717,-0.30260719723171725,"Jake Brigham","2851",
"Hector Noesí 헥터","Tigers (KBO)",30,201.2,6.649575540298305,2.008261069217609,3.31111111,0.9371884989682175,0.17447307,0.05269321,0.12177986,0.27487562,1.3190060355848987,0.31545741,0.7781457,3.4809858533105222,4.311329749459373,-0.8303438961488512,"Hector Noesi","3292",
