Name,Team,Age,IP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA,FIP,E-F,NameASCII,PlayerId,MLBAMID
"Keyvius Sampson 샘슨","Eagles (KBO)",27,161.2,10.855647220309109,4.3979288738688185,2.46835443,0.9463897576679736,0.27738265,0.11237553,0.16500711,0.23263328,1.3793785356860009,0.31203931,0.67091087,4.676278802594694,4.306524415624068,0.3697543869706257,"Keyvius Sampson","10039",
"Brooks Raley 레일리","Giants (KBO)",30,178.1,8.983194736203982,2.7252388525562643,3.2962963,1.2112172678027842,0.22967742,0.06967742,0.16,0.25604552,1.3121520401196827,0.31137725,0.66849817,4.743934298894238,4.757611260335597,-0.013676961441359659,"Brooks Raley","10061",
"Tim Adleman 아델만","Lions (KBO)",30,171,7.2105263157894735,2.8421052631578947,2.53703704,1.0526315789473684,0.18073879,0.07124011,0.10949868,0.29148629,1.4970760233918128,0.33955224,0.69456067,5.052631578947368,4.851602968137864,0.2010286108095043,"Tim Adleman","10968",
"Merrill Kelly 켈리","Wyverns (KBO)",29,158.1,9.151598644284192,2.671584697399733,3.42553191,1.0231600968764936,0.2388724,0.06973294,0.16913947,0.247557,1.256844810360631,0.30804598,0.71734475,4.092640387505974,4.374177318150895,-0.28153693064492114,"Merrill Kelly","11156",
"Lisalverto Bonilla 보니야","Lions (KBO)",28,168,8.089285714285714,3.375,2.3968254,1.2321428571428572,0.20079787,0.0837766,0.11702128,0.28508124,1.5238095238095237,0.33797217,0.66581849,5.303571428571429,5.1145520074026924,0.18901942116873638,"Lisalverto Bonilla","11266",
"Seth Frankoff 후랭코프","Bears (KBO)",29,149.1,8.075911286424098,3.3147397071143687,2.43636364,0.7232159360976804,0.215781,0.08856683,0.12721417,0.21691176,1.15848478652684,0.26633166,0.73512907,3.7366156698380157,4.590000254452121,-0.8533845846141048,"Seth Frankoff","11346",
"Pat Dean 팻딘","Tigers (KBO)",29,129.1,7.028369034471229,1.8788709300071602,3.74074074,1.6005196811172107,0.17176871,0.04591837,0.12585034,0.31238779,1.554127806302219,0.34872979,0.63078704,6.262903100023867,5.262199471782189,1.000703628241678,"Pat Dean","11350",
"Angel Sánchez 산체스","Wyverns (KBO)",28,145.1,7.6789170882004525,2.415143277740465,3.17948718,1.6100955184936432,0.19620253,0.06170886,0.13449367,0.27474403,1.3761500158065327,0.30963303,0.68581477,4.8922133061922235,5.361934453993569,-0.4697211478013452,"Angel Sanchez","11776",
"Tyler Wilson 윌슨","Twins (KBO)",28,170,7.8882352941176475,1.8529411764705883,4.25714286,0.5823529411764706,0.21625544,0.05079826,0.16545718,0.24382716,1.1352941176470588,0.30122951,0.74074074,3.070588235294118,3.604888141856474,-0.5342999065623562,"Tyler Wilson","12691",
"Logan Verrett 베렛","Dinos (KBO)",28,155,8.361290322580645,3.425806451612903,2.44067797,1.3935483870967742,0.20630372,0.08452722,0.1217765,0.28253968,1.5290322580645161,0.33333333,0.71563089,5.283870967741936,5.264091177909605,0.019779789832330863,"Logan Verrett","12905",
"Jason Wheeler 휠러","Eagles (KBO)",27,101.2,8.321284207497738,3.009826202711948,2.76470588,1.0622916009571581,0.20479303,0.07407407,0.13071895,0.30843373,1.5934374014357373,0.37540453,0.70876289,5.134409404626265,4.776726770193712,0.3576826344325523,"Jason Wheeler","13128",
"Wei-Chung Wang 왕웨이중","Dinos (KBO)",26,141.2,6.861159966045865,2.541170357794765,2.7,1.016468143117906,0.17560976,0.06504065,0.11056911,0.29493892,1.4752905688308495,0.34075724,0.67868505,4.256460349306232,4.62606260880685,-0.36960225950061876,"Wei-Chung Wang","14382",
"Chang-Yong Lim 임창용","Tigers (KBO)",42,86.1,8.756760368042144,3.0231672699193117,2.89655172,1.6679543558175511,0.21649485,0.07474227,0.14175258,0.26436782,1.4015449795411368,0.30645161,0.71167883,5.4208516564070415,5.646406053549178,-0.22555439714213676,"Chang-Yong Lim","14445",
"Felix Doubront 듀브론트","Giants (KBO)",30,137.1,7.1432216087210865,4.063116878355113,1.75806452,0.8519438615905882,0.17329094,0.09856916,0.07472178,0.28980322,1.6310720085153143,0.3409611,0.70159027,4.915060739945702,4.965456442094503,-0.05039570214880129,"Felix Doubront","1478",
