Name,Team,Age,IP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA,FIP,E-F,NameASCII,PlayerId,MLBAMID
"Roenis Elías 엘리아스","Landers (KBO)",35,123.2,7.568733309285316,2.183288454601534,3.46666667,0.9460916636606646,0.19809524,0.05714286,0.14095238,0.25766871,1.2614555515475527,0.30376344,0.7162726,4.075471781922863,4.307189222072622,-0.23171744014975904,"Roenis Elias","12673",
"Raúl Alcántara 알칸타라","Bears (KBO)",31,64.1,4.756477059990052,3.0777204505817988,1.54545455,1.3989638411735448,0.12592593,0.08148148,0.04444444,0.23577236,1.2435234143764844,0.23762376,0.69117647,4.756477059990052,5.832139447199507,-1.075662387209455,"Raul Alcantara","12790",
"William Cuevas 쿠에바스","Wiz (KBO)",33,173.1,7.996154080791593,3.063461628355221,2.61016949,0.8826923335938771,0.20895522,0.08005427,0.12890095,0.23546945,1.2519231136592899,0.282,0.68931069,4.101923197289194,4.389622362294847,-0.2876991650056526,"William Cuevas","13331",
"Dietrich Enns 엔스","Twins (KBO)",33,167.2,8.427435132022952,2.6838965388608127,3.14,0.8588468924354601,0.21988796,0.07002801,0.14985994,0.25683891,1.3061629822455956,0.31546392,0.69595262,4.186878600622868,4.119019029028609,0.06785957159425937,"Dietrich Enns","13932",
"Hyun Jin Ryu 류현진","Eagles (KBO)",37,158.1,7.673684457033963,1.8757895339416355,4.09090909,0.6821052850696856,0.1988218,0.04860088,0.15022091,0.28304821,1.3578947804628,0.34274194,0.69582505,3.8652632820615516,3.7113429900594697,0.1539202920020819,"Hyun Jin Ryu","14444",
"Drew Anderson 앤더슨","Landers (KBO)",30,115.2,12.293948397104849,4.123919399028842,2.98113208,0.8559077997984389,0.31854839,0.10685484,0.21169355,0.22528736,1.3054755330259018,0.32706767,0.72423398,3.890489999083813,3.8356930614318703,0.05479693765194282,"Drew Anderson","15130",
"Aaron Wilkerson 윌커슨","Giants (KBO)",35,196.2,7.642373276655464,1.2355932842496857,6.18518519,0.8237288561664572,0.20465686,0.03308824,0.17156863,0.26683609,1.2050848080953724,0.31893688,0.696913,3.8440679954434667,3.6831360297845515,0.1609319656589152,"Aaron Wilkerson","16904",
"Ariel Jurado ","Heroes (KBO)",,190.1,7.99124364612382,1.513134891573741,5.28125,0.8984238418719087,0.2169448,0.04107831,0.1758665,0.25067751,1.140105109276048,0.30181818,0.74222668,3.357268040679238,3.917363827182646,-0.5600957865034077,"Ariel Jurado","17030",
"Ricardo Sánchez 산체스","Eagles (KBO)",27,53.1,9.450000225305562,3.543750084489586,2.66666667,0.3375000080466272,0.22857143,0.08571429,0.14285714,0.28037383,1.5187500362098225,0.37179487,0.71428571,4.218750100582841,3.8804877312481407,0.3382623693347,"Ricardo Sanchez","17581",
"James Naile 네일","Tigers (KBO)",31,149.1,8.31696456898841,2.109375071844887,3.94285714,0.6629464511512502,0.21495327,0.05451713,0.16043614,0.25752508,1.265625043106932,0.31848552,0.70646221,2.531250086213864,3.7425412993193894,-1.2112912131055253,"James Naile","18186",
"Brandon Waddell 브랜든","Bears (KBO)",30,75,9,1.32,6.81818182,0.36,0.23809524,0.03492063,0.2031746,0.25,1.1466666666666667,0.32432432,0.65268065,3.12,2.8692377281188968,0.25076227188110334,"Brandon Waddell","18347",
"Jaime Barria 바리아","Eagles (KBO)",27,185.1,8.061151300365841,1.748201486826327,4.61111111,0.9712230482368482,0.20493827,0.04444444,0.16049383,0.29457364,1.4244604707473774,0.3537415,0.62711864,5.147482155655296,3.9434823377662664,1.2039998178890294,"Jaime Barria","18356",
"Seunghwan Oh 오승환","Lions (KBO)",41,55,6.872728702766149,2.9454551583283495,2.33333333,1.4727275791641747,0.16030534,0.06870229,0.09160305,0.31120332,1.6909094427440525,0.34736842,0.71942446,4.909091930547249,5.494692636757919,-0.5856007062106698,"Seunghwan Oh","18719",
"Wes Benjamin 벤자민","Wiz (KBO)",30,149.2,9.380846962763318,2.886414450081021,3.25,1.6837417625472624,0.24413146,0.07511737,0.16901409,0.24020443,1.2628063219104468,0.28039702,0.66970091,4.630289847004971,5.138992833713463,-0.5087029867084913,"Wes Benjamin","19243",
"Kyle Hart 하트","Dinos (KBO)",31,157,10.433121019108281,2.178343949044586,4.78947368,0.6305732484076433,0.28843106,0.06022187,0.22820919,0.21305842,1.0318471337579618,0.29048843,0.77411168,2.694267515923567,3.277900148501062,-0.583632632577495,"Kyle Hart","19646",
"Daniel Castano 카스타노","Dinos (KBO)",29,111.2,7.173134491721412,2.0149254190228687,3.56,0.8865671843700622,0.18697479,0.05252101,0.13445378,0.26351351,1.2716418200055437,0.30813953,0.62874251,4.352238905089396,4.295506397276208,0.05673250781318817,"Daniel Castano","19805",
"Charlie Barnes 반즈","Giants (KBO)",28,150.2,10.214602459568425,2.747787796141214,3.7173913,1.0752213115335185,0.27403846,0.07371795,0.20032051,0.2443281,1.2345133576866323,0.31770833,0.79613993,3.345132969215391,4.047910314655985,-0.7027773454405937,"Charlie Barnes","19865",
"Denyi Reyes 레예스","Lions (KBO)",27,144,7.125,1.875,3.8,0.9375,0.18476499,0.04862237,0.13614263,0.27413793,1.3125,0.31929047,0.74857143,3.8125,4.290904394785564,-0.4784043947855636,"Denyi Reyes","20526",
"Jordan Balazovic 발라조빅","Bears (KBO)",25,57,10.894737571230275,4.421052927455763,2.46428571,0.47368424222740324,0.276,0.112,0.164,0.24545455,1.4385965875054467,0.34459459,0.68922306,4.263158180046629,3.5913429807097623,0.6718151993368666,"Jordan Balazovic","21866",
"Kwang Hyun Kim 김광현","Landers (KBO)",35,162.1,8.537987947185538,4.047228052886651,2.10958904,1.3305955242367073,0.21720733,0.10296192,0.11424542,0.25714286,1.447638649053825,0.30530973,0.70395371,4.934291735711123,5.233837363957074,-0.29954562824595055,"Kwang Hyun Kim","27458",
"Hyeon-Jong Yang 양현종","Tigers (KBO)",36,171.1,6.776264792602325,2.1536965619898862,3.14634146,1.103112873214332,0.17744154,0.05639615,0.12104539,0.25588235,1.254863850481912,0.28867925,0.7045929,4.097276386224662,4.659743591724377,-0.5624672054997149,"Hyeon-Jong Yang","27513",
"Casey Kelly 켈리","Twins (KBO)",34,113.2,5.463343230739006,1.9794721850503645,2.76,1.0293255362261895,0.13939394,0.05050505,0.08888889,0.28232759,1.372434048301586,0.30890052,0.67454798,4.513196581914831,4.840146843435543,-0.3269502615207118,"Casey Kelly","9174",
"Ryan Weiss 와이스","Eagles (KBO)",27,91.2,9.621818448758724,2.8472728062653365,3.37931034,0.7854545672456101,0.25520833,0.07552083,0.1796875,0.21875,1.1563636684449259,0.2804878,0.67484663,3.730909194416648,3.792874092965875,-0.06196489854922671,"Ryan Weiss","sa3007778",
"In-beom Kim 김인범","Heroes (KBO)",24,63.1,3.8368421822967966,4.405263246340767,0.87096774,1.2789473940989322,0.09090909,0.1043771,-0.01346801,0.29069767,1.6736842441294668,0.2972973,0.72978304,5.400000108417714,6.5913430483387465,-1.1913429399210322,"In-beom Kim","sa3011933",
