"last_name, first_name","player_id","attempts","avg_hit_angle","anglesweetspotpercent","max_hit_speed","avg_hit_speed","ev50","fbld","gb","max_distance","avg_distance","avg_hr_distance","ev95plus","ev95percent","barrels","brl_percent","brl_pa"
"Valdez, Framber","664285","473","0.4",26,"114.7","90.2","80","94.3","87.9","429","122","397","213",45,"25",5.3,3.6
"Gore, MacKenzie","669022","473","13.5",35.9,"113.2","88","76.8","90.1","87.1","428","171","403","180",38.1,"32",6.8,4.4
"Bibee, Tanner","676440","471","17.7",37.4,"116.7","88.4","77.5","92.9","84","450","182","387","174",36.9,"33",7,4.6
"Ober, Bailey","641927","469","20.4",34.5,"113.8","87.5","76.7","92.3","81.7","445","187","405","161",34.3,"39",8.3,5.5
"Cease, Dylan","656302","469","14.1",32.2,"116.8","89","78.3","93.8","84.1","429","171","397","181",38.6,"40",8.5,5.2
"Brown, Hunter","686613","468","9.6",28,"114","86.2","74.7","91","83.3","413","141","384","142",30.3,"21",4.5,2.9
"Parker, Mitchell","680730","468","15.3",35.3,"113.6","89.6","79.5","93.3","85.2","436","176","408","182",38.9,"38",8.1,5.9
"Quantrill, Cal","615698","466","11.1",37.1,"113.5","89.1","77.9","93.9","85.2","470","167","407","192",41.2,"34",7.3,5.2
"Ragans, Cole","666142","466","15.2",31.8,"115.4","88.3","77.7","91.8","85.3","429","164","408","165",35.4,"29",6.2,3.8
"Nelson, Ryne","669194","464","12",34.5,"112.1","90.1","79.8","93.3","88.1","439","166","395","193",41.6,"35",7.5,5.6
"Lively, Ben","594902","460","14",30.7,"116.9","90.2","80.5","93.6","88.4","446","168","388","191",41.5,"30",6.5,4.7
"King, Michael","650633","455","13.8",34.7,"112.4","85.7","74","89.4","82.5","431","157","401","138",30.3,"28",6.2,3.9
"Morton, Charlie","450203","451","9",33,"114.4","88.7","77.7","93.1","85.3","452","159","402","173",38.4,"42",9.3,6
"Peralta, Freddy","642547","447","17.3",35.3,"113.5","87.6","76","91.7","84.4","452","177","397","165",36.9,"39",8.7,5.4
"Assad, Javier","665871","445","13.3",36,"114.7","89.1","78.3","93.3","86.3","435","170","396","177",39.8,"39",8.8,6.1
"Falter, Bailey","663559","445","17",36.4,"113.5","90.1","79.9","93.1","88.8","436","179","403","184",41.3,"40",9,6.8
"Waldron, Matt","663362","440","16.4",33.6,"113.4","88.1","77.2","92.9","85.3","450","171","400","154",35,"31",7,5
"Blanco, Ronel","669854","439","16.4",30.1,"118.7","88.7","78.1","92.4","86.3","461","173","392","156",35.5,"41",9.3,6.1
"Montas, Frankie","593423","434","13.5",35.9,"113","89.3","77.8","93.8","85.2","436","169","395","187",43.1,"40",9.2,6.1
"Hendricks, Kyle","543294","434","13",36.4,"113.6","85.9","73.6","91.5","82.4","460","158","398","145",33.4,"32",7.4,5.6
"Suárez, Ranger","624133","434","6.3",32.7,"115.6","86.9","74.7","92","84","431","140","399","149",34.3,"22",5.1,3.5
"Martinez, Nick","607259","430","17",34,"112.4","86.4","74.9","90.3","83.7","431","168","397","131",30.5,"22",5.1,3.9
"Sale, Chris","519242","430","9.6",34.9,"114.4","86.5","75","91.4","82.2","422","159","396","134",31.2,"24",5.6,3.4
"Pérez, Martín","527048","429","11.2",34.3,"117.4","89","76.9","94.4","85.2","445","166","405","178",41.5,"37",8.6,6.3
"Stone, Gavin","694813","425","11.2",32.5,"114.7","88.2","77.1","90.8","86.4","449","161","400","154",36.2,"27",6.4,4.7
"Gray, Sonny","543243","425","11.5",38.1,"113.5","89.6","79.3","93.6","86.2","459","167","409","161",37.9,"38",8.9,5.7
"Abbott, Andrew","671096","418","21.3",36.1,"112.2","88.2","78.2","92.1","85.8","425","185","394","140",33.5,"39",9.3,6.7
"Estes, Joey","683155","414","25.4",37,"113.6","89.5","79.1","93.6","86.1","448","204","391","164",39.6,"40",9.7,7.4
"Flaherty, Jack","656427","413","14",36.1,"117.5","88.4","77.4","91.9","85.2","448","173","395","144",35.9,"32",7.7,4.9
"Suárez, Albert","544150","411","17",38,"114.7","88.8","78.4","92.6","84.8","429","182","396","158",38.4,"29",7.1,5.1
"Gallen, Zac","668678","407","11.8",34.9,"114","90","79.8","92.7","88.2","441","161","399","167",41,"30",7.4,4.8
"Rogers, Trevor","669432","405","10.4",33.1,"112.1","90.7","80.4","94","88.5","447","159","399","180",44.4,"34",8.4,6
"Montgomery, Jordan","656756","402","12.2",35.8,"112.3","88.6","77.2","92.5","84.8","429","166","406","165",41,"24",6,4.5
"Woods Richardson, Simeon","680573","401","18.5",35.4,"109.4","88.4","78.1","92.5","85","424","183","393","145",36.2,"33",8.2,5.8
"Myers, Tobias","668964","401","16.4",36.4,"115.9","89.8","79.3","94.2","86","441","175","403","155",38.7,"32",8,5.6
"Ortiz, Luis L.","682847","398","13.9",34.9,"112.9","89","78.2","92.6","86.5","453","173","413","150",37.7,"35",8.8,6.3
"Arrighetti, Spencer","681293","389","16.4",38.3,"119.9","88.9","77.9","93.3","83.7","447","183","395","155",39.8,"30",7.7,4.7
"Pivetta, Nick","601713","386","19.4",38.9,"114.9","89.4","79.2","93","85.5","441","191","392","150",38.9,"39",10.1,6.6
"Cannon, Jonathan","686563","386","14.6",38.3,"111.9","89","78.7","91.9","86.5","425","172","387","140",36.3,"28",7.3,5.4
"Gil, Luis","661563","380","19",33.7,"112.3","89.3","78.9","93.4","86.1","415","175","389","142",37.4,"36",9.5,5.7
"Steele, Justin","657006","379","12.3",30.6,"114.1","86.9","75.7","90.2","85.3","427","150","391","126",33.2,"16",4.2,2.9
"Irvin, Cole","608344","379","15.3",38.5,"116.6","89.9","79.7","93.4","86.3","448","183","399","155",40.9,"48",12.7,9.8
"Freeland, Kyle","607536","378","15.2",34.7,"116","90.3","79.6","94","88","457","172","409","154",40.7,"40",10.6,8.2
"Kremer, Dean","665152","376","15.1",30.9,"114.5","87.4","75.9","92.4","83.4","447","165","403","133",35.4,"37",9.8,6.7
"Marsh, Alec","679525","374","15",38,"113.6","89.7","78.8","94.1","86","441","173","406","153",40.9,"36",9.6,6.6
"Bradley, Taj","671737","373","13.3",34.9,"116.4","91.2","81.6","94.6","88.7","437","170","394","160",42.9,"38",10.2,6.6
"Lorenzen, Michael","547179","373","15.1",32.2,"115.6","88.5","76.9","93.9","85.8","441","165","390","147",39.4,"30",8,5.6
"Greene, Hunter","668881","366","20.8",29,"114.2","87.3","76.3","92.1","84.1","442","175","400","119",32.5,"19",5.2,3.1
"Pallante, Andre","669467","365","1.1",24.4,"112.3","87.4","75.3","91.1","86.6","427","119","391","136",38.1,"12",3.3,2.4
"Harrison, Kyle","690986","365","14.9",34.2,"114.9","90.7","80.4","94.7","87.8","441","180","400","161",44.1,"37",10.1,7
"Ryan, Joe","657746","363","18.5",33.3,"116.4","88.3","77.1","93.1","84.5","431","172","396","133",36.6,"31",8.5,5.8
"Peterson, David","656849","356","7.2",35.4,"114.4","89.3","78.3","91.9","88.4","432","145","404","152",42.7,"26",7.3,5.1
"Woo, Bryan","693433","355","15.6",29.9,"115.6","88.8","78.8","92.2","85.8","429","167","395","125",35.2,"17",4.8,3.6
"Lynn, Lance","458681","354","17",36.7,"114.6","88.9","77.6","93.9","84.2","433","179","398","139",39.3,"37",10.5,7.2
"Maeda, Kenta","628317","352","17",36.9,"111.9","88.4","78.1","91.4","86.1","449","176","394","127",36.1,"29",8.2,6
"López, Reynaldo","625643","351","13.8",37.3,"115.6","89.8","79.4","92.8","87.9","451","172","402","148",42.2,"31",8.8,5.7
"Ureña, José","570632","350","9.8",26,"117","89","77.4","92.4","87.4","415","145","395","139",39.7,"27",7.7,5.8
"Crochet, Garrett","676979","348","11.1",34.5,"111.4","88.3","76.5","93.2","84.6","426","162","383","135",38.8,"32",9.2,5.4
"Schwellenbach, Spencer","680885","344","11.7",35.2,"117.3","87.6","75.6","91.8","84.3","452","161","404","137",39.8,"17",4.9,3.4
"Mize, Casey","663554","343","9.3",32.4,"117","90.6","79.9","94.5","87.9","468","150","398","153",44.6,"27",7.9,6
"Pepiot, Ryan","686752","341","19.1",31.4,"113.7","89.3","79.4","93.5","85.7","430","174","396","127",37.2,"31",9.1,5.8
"Alexander, Tyler","641302","336","21",36.6,"114.2","88.4","77.5","91.8","84.5","447","195","395","125",37.2,"33",9.8,7.3
"Vásquez, Randy","681190","333","15",38.7,"119.2","88.7","77","92.6","86.1","441","171","398","132",39.6,"29",8.7,6.7
"Hicks, Jordan","663855","329","8.9",34.7,"112.3","89.6","78.4","94.2","86.4","426","152","387","139",42.2,"31",9.4,6.4
"Jones, Jared","683003","328","14.5",36.9,"110.9","89.6","79","94","86.4","440","179","402","146",44.5,"32",9.8,6.3
"Olson, Reese","681857","327","8.9",31.2,"111","90.2","80","92","89.9","425","140","388","143",43.7,"18",5.5,3.9
"Gray, Jon","592351","325","15.3",34.8,"112.8","90.5","80.1","93.3","89.1","424","176","397","137",42.2,"28",8.6,6.4
"Wilson, Bryse","669060","325","16.7",37.5,"111.8","89.7","78.4","92.8","88.3","446","181","397","144",44.3,"30",9.2,6.8
"Carrasco, Carlos","471911","320","10.8",35.3,"114.4","89.3","78.9","93.4","85.8","440","163","403","124",38.8,"26",8.1,5.8
"Rodriguez, Grayson","680570","320","13.4",36.9,"112.9","89.2","78.5","93.8","84.8","431","172","398","127",39.7,"25",7.8,5.1
"Glasnow, Tyler","607192","317","9.3",32.2,"117.6","89","78.1","93.6","85.9","439","151","398","127",40.1,"27",8.5,5.2
"Soriano, José","667755","316","-0.9",28.5,"112","89.9","78.9","94.7","87.6","451","122","391","140",44.3,"21",6.6,4.5
"Lodolo, Nick","666157","316","11.8",32.6,"114.3","89.2","78.5","92.2","87.4","429","162","393","120",38,"26",8.2,5.3
"Criswell, Cooper","681867","313","9.7",33.2,"113.5","89.3","78.4","91.6","88.4","430","153","390","117",37.4,"22",7,5.2
"Paxton, James","572020","313","16",32.6,"118.1","90.5","80.4","94.2","87.4","426","175","393","135",43.1,"25",8,5.7
"Stripling, Ross","548389","309","13.6",39.8,"111.7","88.3","77.8","91.6","86.6","403","165","379","109",35.3,"21",6.8,5.5
"Allen, Logan","671106","308","13.4",36,"114","91","80","95.6","88","456","170","404","143",46.4,"35",11.4,8.1
"Skenes, Paul","694973","306","8.4",27.8,"112.5","87.8","76.6","92.4","85.1","427","139","389","111",36.3,"16",5.2,3.1
"Montero, Keider","672456","301","15.5",34.6,"111.1","88.9","78.4","93","85.7","425","169","391","114",37.9,"23",7.6,5.6
"Hudson, Dakota","641712","300","7.6",31.3,"116.4","89.9","78.9","93.9","86.9","446","145","407","126",42,"19",6.3,4.7
"Spiers, Carson","686730","298","17.4",35.9,"113.5","88.9","77.5","93","85.7","421","186","391","116",38.9,"31",10.4,7.6
"Verlander, Justin","434378","289","20.9",38.8,"118.8","88.6","78.7","91.7","86.3","428","194","389","94",32.5,"20",6.9,5.1
"Yarbrough, Ryan","642232","289","14.3",33.6,"112.9","86","74.8","91","83","429","157","389","85",29.4,"18",6.2,4.5
"Francis, Bowden","670102","287","18.9",35.5,"112.2","89.1","79.1","92.9","85.8","443","181","399","104",36.2,"25",8.7,6.1
"Dunning, Dane","641540","284","13.6",33.5,"112","90.4","79.4","94.7","87.4","436","169","397","130",45.8,"31",10.9,7.4
"Walker, Taijuan","592836","283","15.4",37.8,"115.3","91.4","81.1","94.6","88.6","439","182","404","131",46.3,"38",13.4,10
"Paddack, Chris","663978","283","14.3",39.9,"115.5","90.4","79.4","94.5","86.7","427","180","400","122",43.1,"28",9.9,7.3
"Musgrove, Joe","605397","276","13.8",35.5,"115.8","90.3","80.6","93.6","86.9","426","173","395","112",40.6,"29",10.5,7.1
"Blach, Ty","621389","270","13.2",37.8,"114","90.7","80.2","94.9","86.3","465","186","419","115",42.6,"33",12.2,10
"Law, Derek","571882","264","9",34.5,"110","88.2","77.9","91.1","86.9","408","147","391","93",35.2,"10",3.8,2.7
"Muñoz, Roddery","682610","262","15.9",41.2,"113.3","90.8","80.8","94.6","85.3","456","196","402","118",45,"36",13.7,9.5
"Ashcraft, Graham","668933","260","8.8",31.9,"113.7","90.6","80.6","93.7","88.7","434","152","392","111",42.7,"20",7.7,5.7
"Cole, Gerrit","543037","256","17",31.6,"111","89.7","79.4","94","86.9","441","173","396","101",39.5,"19",7.4,4.9
"Holton, Tyler","663947","256","11.4",29.3,"109.6","86.6","75.2","91.9","83.7","431","148","399","84",32.8,"14",5.5,4
"Cabrera, Edward","665795","256","10",32.4,"114.6","89.7","78.1","95.2","84.8","450","158","404","117",45.7,"22",8.6,5.3
"Weathers, Ryan","677960","254","10.4",32.7,"111.6","89.5","78.8","93.9","87.6","440","157","401","97",38.2,"21",8.3,5.7
"Cecconi, Slade","677944","253","17.9",35.6,"111.5","89","78.4","93.2","83.8","440","190","399","92",36.4,"26",10.3,7.7
"Liberatore, Matthew","669461","252","13.2",31.7,"111.3","89.7","79.2","92.1","88.3","447","163","407","97",38.6,"18",7.1,5
"Fulmer, Carson","608334","252","13",34.1,"113.6","90.6","80.4","93.9","87.6","432","178","402","112",44.4,"24",9.5,6.3
"Buehler, Walker","621111","246","10.8",36.2,"111","88.3","77.4","92.8","85","442","164","397","93",37.8,"17",6.9,4.9
"Winckowski, Josh","670174","246","7.1",34.1,"115.3","88.5","76.7","93.2","86","422","140","397","106",43.1,"15",6.1,4.5
"Povich, Cade","700249","246","17.8",32.5,"115.1","88.4","77.6","92.9","83.5","431","181","401","90",36.6,"22",8.9,6.3
"Hjelle, Sean","663546","243","2.3",29.6,"111.8","88.7","78","91.3","87.7","423","124","401","91",37.4,"13",5.3,3.9
"Detmers, Reid","672282","242","16.2",34.3,"112.7","89.9","80.2","93.1","86.9","442","181","393","95",39.3,"26",10.7,6.6
"Yamamoto, Yoshinobu","808967","240","8.4",34.2,"112","88.4","76.2","92.9","85.2","429","154","396","99",41.3,"20",8.3,5.4
"Rodríguez, Yariel","684320","239","16.8",28.9,"111.6","87.8","76.5","92.6","86.4","426","166","401","89",37.2,"15",6.3,4.1
"Hill, Tim","657612","238","-6.8",19.7,"111.9","88","75.6","93.5","86.1","386","96","374","97",40.8,"4",1.7,1.4
"Herz, DJ","687792","236","18",30.5,"113.3","89.4","79.8","92.7","86","425","176","403","82",34.7,"19",8.1,5
"Sandoval, Patrick","663776","234","11",32.9,"112.6","87.9","76.7","90.8","86.3","433","156","405","85",36.3,"12",5.1,3.4
"Blackburn, Paul","621112","233","11",38.2,"111","87.6","76.8","93","83.5","434","162","396","83",35.6,"19",8.2,6
"Shuster, Jared","694363","232","17.6",37.9,"112","87.5","76.9","91.4","84.1","421","179","401","74",31.9,"17",7.3,5.3
"Avila, Pedro","658648","231","9.6",39,"112.2","89.6","79.2","92.7","87.2","432","163","400","96",41.6,"12",5.2,3.4
"Houser, Adrian","605288","228","9.3",29.8,"114.6","91","81.6","94.2","88.9","423","153","392","92",40.4,"20",8.8,6.5
"Snell, Blake","605483","228","14.6",32.9,"111.6","86.5","75.5","90.4","83.5","433","160","411","66",28.9,"13",5.7,3.1
"Bellozo, Valente","678368","228","22.2",34.2,"113.7","90","79.5","93.9","86.6","446","194","418","96",42.1,"25",11,8.5
"Darvish, Yu","506433","228","17.1",32,"113.2","89.4","79.1","93.5","86","423","177","398","91",39.9,"17",7.5,5.1
"Beeks, Jalen","656222","227","13.5",30.4,"115.5","87.2","76","91.1","86.3","439","155","413","75",33,"11",4.8,3.5
"Rogers, Tyler","643511","225","7.5",24.9,"112.6","85.2","73","89.9","83.9","431","127","390","70",31.1,"10",4.4,3.4
"Ross, Joe","605452","224","16.7",30.8,"114.5","88.7","77.8","91.8","86.3","414","165","398","87",38.8,"18",8,5.6
"Bradford, Cody","674003","224","17.8",35.3,"112.6","88.8","77.8","94","84.4","426","183","400","78",34.8,"20",8.9,6.5
"Kochanowicz, Jack","686799","223","3.6",29.1,"113.9","90.3","79.4","95.3","88.3","445","130","408","99",44.4,"14",6.3,5.3
"Schmidt, Clarke","657376","221","16",31.7,"112.3","89.1","78.9","92.2","87.7","418","162","383","84",38,"13",5.9,3.7
"Baz, Shane","669358","219","18.1",28.3,"109.2","90.5","81.3","93.9","87.9","425","171","390","92",42,"16",7.3,5
"Williams, Gavin","668909","218","13.2",32.1,"110.8","90.8","80.8","92.9","90.3","431","169","389","96",44,"15",6.9,4.5
"Tonkin, Michael","543859","217","12.5",35.9,"111.3","88","76.9","91.7","83.3","423","165","398","76",35,"16",7.4,4.7
"Vodnik, Victor","680767","217","4.5",27.6,"115.4","91.3","81.2","95.3","88.6","453","143","422","107",49.3,"17",7.8,5.3
"Soroka, Michael","647336","216","15.8",33.8,"115.4","87.6","75.6","92.4","84.3","429","168","397","76",35.2,"21",9.7,6.1
"McKenzie, Triston","663474","215","20",31.6,"111.1","90.7","80.7","94.3","88.8","454","191","408","90",41.9,"28",13,8.2
"Kelly, Merrill","518876","215","11",33.5,"110","90.5","80.4","95.1","85.1","437","170","413","88",40.9,"23",10.7,7.7
"Floro, Dylan","571670","213","10.9",34.3,"114.1","90.2","80.7","93.4","87.1","405","159","383","83",39,"9",4.2,3.2
"Strickland, Hunter","519326","211","21.7",30.3,"111.4","88.9","79.2","93.1","84.8","419","180","400","75",35.5,"19",9,6.5
"Megill, Tylor","656731","209","12.3",36.4,"110.5","88.9","77.6","93.2","84.5","446","177","394","89",42.6,"21",10,6.2
"Harris, Hogan","663687","208","15.6",36.1,"112.8","88.9","78.6","92.7","86.2","432","176","400","82",39.4,"15",7.2,4.9
"Contreras, Roansy","672710","207","11.3",32.9,"109.6","89.8","79.5","92.2","88","439","169","407","90",43.5,"20",9.7,6.7
"Suter, Brent","608718","205","13.8",33.7,"112.8","86.1","74.8","89.9","84.5","422","169","387","62",30.2,"15",7.3,5.6
"Banks, Tanner","621383","205","10.8",30.2,"116.2","87.5","76.5","91.2","85.5","429","152","399","70",34.1,"13",6.3,4.2
"Vest, Will","676684","205","7.4",36.6,"111.5","88.4","77.7","91.4","86.4","403","151","370","78",38,"6",2.9,2.1
"Cronin, Declan","686539","204","1.6",29.9,"115.4","89.5","78","93.3","87.3","426","130","426","85",41.7,"10",4.9,3.3
"Thompson, Ryan","657044","204","-0.5",26.5,"113.9","90","78.2","95.3","88.2","441","115","405","91",44.6,"15",7.4,5.5
"Armstrong, Shawn","542888","202","16.7",36.6,"113","88.9","77.6","92.2","87.8","422","178","393","77",38.1,"18",8.9,6.1
"Barnes, Jacob","606930","202","12.8",43.6,"113","89","78.4","92.9","83.7","447","183","420","84",41.6,"13",6.4,4.7
"Hancock, Emerson","676106","202","16.5",39.6,"111.8","88.5","76.5","92.9","85.6","416","180","391","93",46,"20",9.9,7.5
"Kelly, Kevin","687330","201","4.9",29.9,"114.9","86.9","74.5","91.7","84.1","426","131","397","74",36.8,"10",5,3.6
"Kittredge, Andrew","552640","200","11.8",33,"111.1","88.9","78.2","93.4","85.6","439","165","405","79",39.5,"17",8.5,5.9
"Molina, Anthony","683627","199","11.2",38.7,"111.8","90.4","79.1","94","87.6","436","162","403","91",45.7,"16",8,6.1
"Weaver, Luke","596133","198","16.5",35.9,"110.6","89.1","77.9","93.6","82.8","412","180","386","76",38.4,"17",8.6,5.1
"Lambert, Peter","663567","198","16.1",38.9,"110.1","88.1","77.4","90.8","85.8","425","170","401","73",36.9,"12",6.1,4.3
"Knack, Landon","689017","196","21.1",35.7,"111.3","90.6","80.5","95.2","85.1","476","199","402","86",43.9,"20",10.2,7
"Ginkel, Kevin","656464","196","10",35.2,"112.6","89.8","79.4","93.3","86.4","438","161","407","80",40.8,"11",5.6,3.8
"Holmes, Grant","656550","195","13.9",35.9,"111.7","88.7","78.3","92.6","85.4","432","171","398","75",38.5,"13",6.7,4.6
"Akin, Keegan","669211","195","18.5",29.7,"113.9","88.3","77.4","93.6","84.9","423","173","407","73",37.4,"15",7.7,4.8
"King, John","667463","195","1.2",27.2,"109.7","88.5","77.8","92.5","86.2","420","122","395","72",36.9,"12",6.2,4.8
"Gaddis, Hunter","683769","194","18.8",29.9,"111.3","88.5","78.2","92.3","85.6","413","173","392","71",36.6,"11",5.7,4
"Lawrence, Justin","664875","194","5.7",32,"115.3","90","78.8","93.6","87.3","468","149","417","82",42.3,"15",7.7,5.4
"Wentz, Joey","666214","194","15.5",32.5,"110","88.1","77.2","93.5","83.9","436","165","385","70",36.1,"14",7.2,4.6
"Santana, Dennis","642701","193","14.3",37.3,"109","86.3","75.3","90.4","81.8","402","172","386","63",32.6,"9",4.7,3.1
"Farmer, Buck","571656","193","18.1",35.8,"111.2","88.3","77.6","91.9","87","442","169","392","69",35.8,"16",8.3,5.4
"Thornton, Trent","663423","193","16.2",31.1,"111.7","87.9","77","92.5","83.2","415","163","384","72",37.3,"15",7.8,5.1
"Wesneski, Hayden","669713","193","10.8",32.1,"113.3","87.6","75.7","93.6","84.1","448","159","409","71",36.8,"18",9.3,6.4
"Luzardo, Jesús","666200","192","16.5",33.3,"115.5","90.4","80.4","92.8","87.9","415","171","393","79",41.1,"19",9.9,6.9
