Name,Team,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,NameASCII,PlayerId,MLBAMID
"Ryosuke Tatsumi ","Golden Eagles (NPB)",25,120,409,476,111,83,14,3,11,60,35,42,1,103,11,1,13,7,12,5,0.271393643,"Ryosuke Tatsumi","sa3063704",
"Kotaro Kurebayashi ","Buffaloes (NPB)",20,130,450,495,101,73,20,2,6,35,32,26,1,71,6,2,10,14,2,2,0.224444444,"Kotaro Kurebayashi","sa3063750",
"Hiroto Kobukata ","Golden Eagles (NPB)",26,118,424,479,113,90,16,5,2,54,29,37,0,65,3,3,12,6,21,7,0.266509433,"Hiroto Kobukata","sa3063756",
"Toshiya Satoh ","Marines (NPB)",24,118,359,402,77,58,10,1,8,35,31,21,1,63,3,6,13,11,5,1,0.214484679,"Toshiya Satoh","sa3063762",
"Akito Takabe ","Marines (NPB)",24,137,541,608,148,123,16,6,3,66,38,36,1,103,6,3,22,12,44,10,0.273567467,"Akito Takabe","sa3063764",
"Hideki Nagaoka ","Swallows (NPB)",20,139,511,548,123,92,22,0,9,44,48,20,1,72,4,3,10,10,2,3,0.2407045,"Hideki Nagaoka","sa3063789",
"Yuki Okabayashi ","Dragons (NPB)",20,142,553,608,161,126,25,10,0,58,32,29,1,67,3,1,22,4,24,6,0.29113924,"Yuki Okabayashi","sa3063795",
"Takumu Nakano ","Tigers (NPB)",26,135,569,610,157,132,16,3,6,69,25,18,0,89,3,1,19,9,23,7,0.275922671,"Takumu Nakano","sa3063808",
"Teruaki Sato ","Tigers (NPB)",23,143,541,603,143,80,35,8,20,70,84,51,5,137,4,7,0,5,11,3,0.264325323,"Teruaki Sato","sa3063811",
"Shugo Maki ","BayStars (NPB)",24,135,509,568,148,87,36,1,24,63,87,43,4,82,10,6,0,14,3,3,0.290766208,"Shugo Maki","sa3063879",
"Adam Brett Walker ","Giants (NPB)",30,124,406,428,110,58,28,1,23,58,52,18,1,98,3,1,0,11,5,0,0.27093596,"Adam Brett Walker","sa621791",
