Name,Team,Age,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+,NameASCII,PlayerId,MLBAMID
"Domingo Santana ","Swallows (NPB)",31,484,0.117768595,0.208677685,0.564356435,0.315035799,0.39876033,0.505966587,0.904726917,0.190930788,1.9016771844912261,0.37704918,-0.3551305737346411,79.93934601644149,37.1338878879892,0.413731791217875,172.81449105884684,"Domingo Santana","10348",
"Tyler Austin ","BayStars (NPB)",32,445,0.101123595,0.197752808,0.511363636,0.315656565,0.382022471,0.601010101,0.983032572,0.285353536,2.484322191150411,0.348432055,-0.6387561270967126,82.89076105378508,43.53450306378246,0.4448800789314253,196.9655185413419,"Tyler Austin","11850",
"Orlando Calixte ","Dragons (NPB)",32,393,0.038167938,0.17048346,0.223880597,0.260752688,0.287179487,0.352150537,0.639330024,0.091397849,2.2939877384987897,0.299003322,-0.5075011681765318,32.47877753610621,-2.27854693596353,0.2919557590509262,94.46851426954528,"Orlando Calixte","11905",
"Gregory Polanco ","Marines (NPB)",32,468,0.098290598,0.183760683,0.53488372,0.242788461,0.318376068,0.459134615,0.777510683,0.216346154,0.72753455875,0.250803858,-0.30734791327267885,59.664702873312834,18.274301211916807,0.3581343332841161,139.0981195153842,"Gregory Polanco","12907",
"José Osuna ","Swallows (NPB)",31,585,0.068376068,0.155555555,0.439560439,0.26716141,0.319658119,0.413729128,0.733387247,0.146567718,1.284411366293991,0.292626728,-1.3731876024976373,66.51862173387197,14.780619657126932,0.33779674369035306,117.54898753635989,"Jose Osuna","12937",
"Shogo Akiyama ","Carp (NPB)",36,587,0.049403747,0.163543441,0.302083333,0.288848263,0.328205128,0.351005484,0.679210612,0.062157221,2.971241178147488,0.341463414,-0.8867313377559185,56.603090192494264,4.688206057367198,0.31229765196026804,103.7636051609122,"Shogo Akiyama","27461",
"Neftali Soto ","Marines (NPB)",35,542,0.077490774,0.250922509,0.308823529,0.268839103,0.330258302,0.450101832,0.780360134,0.181262729,1.41654994625,0.328402366,-0.39388276264071465,69.47212551853009,21.537087696998803,0.35915060804949867,139.8673059166495,"Neftali Soto","5663",
"Tomoya Mori ","Buffaloes (NPB)",28,457,0.10940919,0.133479212,0.819672131,0.281012658,0.367614879,0.415189873,0.782804752,0.134177215,3.594092398921267,0.309090909,0.4866448827087879,59.17382778206434,18.756277441769512,0.3610776661516546,146.48147866716292,"Tomoya Mori","sa3063014",
"Hideto Asamura ","Golden Eagles (NPB)",33,552,0.123188405,0.182971014,0.673267326,0.252653927,0.346014492,0.382165605,0.728180097,0.129511678,1.210178884142038,0.287671232,-0.8984746318310499,62.446102159592385,13.626654046150923,0.33694076407564816,129.79048479555598,"Hideto Asamura","sa3063022",
"Sosuke Genda ","Lions (NPB)",31,577,0.055459272,0.129982668,0.426666666,0.264367816,0.307001795,0.33716475,0.644166545,0.072796934,5.007586699353483,0.302690582,0.6924202591180801,49.539904177051135,-1.4905696661657655,0.2966994327467841,97.17727278737246,"Sosuke Genda","sa3063023",
"Shuta Tonosaki ","Lions (NPB)",31,500,0.09,0.176,0.511363636,0.22706422,0.31174089,0.337155963,0.648896853,0.110091743,4.097821955765712,0.26744186,0.8924595573917031,44.87588054801033,0.6553659525017586,0.302445878301348,101.52657666339474,"Shuta Tonosaki","sa3063038",
"Hotaka Yamakawa ","Hawks (NPB)",32,611,0.078559738,0.258592471,0.303797468,0.247272727,0.317512274,0.483636363,0.801148637,0.236363636,1.35119047125,0.282548476,-0.3879148419946432,82.46032874488257,28.422859909171084,0.3691592158651666,150.54747092925288,"Hotaka Yamakawa","sa3063051",
"Kensuke Kondoh ","Hawks (NPB)",30,535,0.171962616,0.142056074,1.210526315,0.314220183,0.439252336,0.520642201,0.959894537,0.206422018,4.446807519584193,0.345029239,1.361318564042449,95.86055719373684,48.54460657654266,0.4344132753046414,199.93621584146942,"Kensuke Kondoh","sa3063115",
"Go Matsumoto ","Fighters (NPB)",30,486,0.049382716,0.106995884,0.461538461,0.23569794,0.279317697,0.288329519,0.567647216,0.052631579,5.264961425213005,0.262886597,1.1189694041386247,30.510763858714686,-12.471576328119648,0.26264263207703126,65.14947222185542,"Go Matsumoto","sa3063132",
"Kazuma Okamoto ","Giants (NPB)",28,611,0.108019639,0.158756137,0.680412371,0.280373831,0.361702127,0.500934579,0.862636706,0.220560748,1.427735067244488,0.295673076,-0.558114537037909,91.57376540512722,37.53629656941574,0.3911702113222957,161.4494128395187,"Kazuma Okamoto","sa3063134",
"Hayato Sakamoto ","Giants (NPB)",35,426,0.063380281,0.169014084,0.375,0.237974683,0.286384976,0.326582278,0.612967254,0.088607595,1.8338465494062577,0.272727272,-0.09839602932333946,33.16372718744249,-4.512151247930817,0.2848811322100022,84.09225475051731,"Hayato Sakamoto","sa3063135",
"Naoki Yoshikawa ","Giants (NPB)",29,602,0.068106312,0.101328903,0.672131147,0.287313432,0.341256366,0.376865671,0.718122037,0.089552239,4.8832525760883705,0.31302521,0.3102847198024392,65.43184240257169,12.190342829579365,0.33039421198518354,117.21665978526579,"Naoki Yoshikawa","sa3063146",
"Hiromi Oka ","Marines (NPB)",32,420,0.104761904,0.152380952,0.6875,0.287292817,0.372596153,0.433701657,0.80629781,0.14640884,5.103655039188068,0.329931972,0.9073793590068817,56.237369980372364,19.092137720145153,0.36759331647942706,146.25732634749662,"Hiromi Oka","sa3063155",
"Yusuke Ohyama ","Tigers (NPB)",29,545,0.095412844,0.161467889,0.59090909,0.258799171,0.337614678,0.383022774,0.720637452,0.124223603,1.8470163489552855,0.2890625,-1.7224995782598853,60.92992488546419,12.729563976359838,0.33497960112191655,122.05862406852701,"Yusuke Ohyama","sa3063203",
"Munetaka Murakami ","Swallows (NPB)",24,610,0.172131147,0.295081967,0.583333333,0.244,0.378688524,0.472,0.850688524,0.228,3.4348546202991903,0.309027777,-0.11955488938838243,91.4505022337725,37.50147442725203,0.39123459078507894,156.441035714473,"Munetaka Murakami","sa3063258",
"Shogo Sakakura ","Carp (NPB)",26,462,0.067099567,0.173160173,0.3875,0.278688524,0.327548806,0.412177985,0.739726791,0.133489461,2.5694941180734654,0.317507418,-0.3850841335952282,53.182241986701435,12.322486500451511,0.33987162844582935,123.83193650737564,"Shogo Sakakura","sa3063308",
"Ryosuke Kikuchi ","Carp (NPB)",34,497,0.05030181,0.138832997,0.36231884,0.240618101,0.28125,0.342163355,0.623413355,0.101545254,1.2574301490880517,0.265957446,-0.5492766126990318,39.604447524756885,-4.350743983178635,0.28759331385794423,85.78379572022087,"Ryosuke Kikuchi","sa3063313",
"Ryoma Nishikawa ","Buffaloes (NPB)",29,553,0.048824593,0.175406871,0.278350515,0.258188824,0.294010889,0.346820809,0.640831698,0.088631985,3.614745401960274,0.303102625,1.4955967785790563,47.07646274194706,-1.8314264006854228,0.29562439528378576,96.94195689132955,"Ryoma Nishikawa","sa3063318",
"Yoshihiro Maru ","Giants (NPB)",35,595,0.109243697,0.156302521,0.698924731,0.278095238,0.359663865,0.396190476,0.755854341,0.118095238,2.873215192991756,0.314285714,-0.20306648313999176,72.44328591332159,19.82087354466639,0.34967079819258995,131.24615311719293,"Yoshihiro Maru","sa3063325",
"Takayoshi Noma ","Carp (NPB)",31,443,0.097065462,0.117381489,0.826923076,0.271099744,0.35,0.340153452,0.690153452,0.069053708,4.71692332574504,0.309734513,-0.3942285617813468,45.7072502197221,6.527874288101502,0.32225699685429116,111.01201321811143,"Takayoshi Noma","sa3063327",
"Shogo Nakamura ","Marines (NPB)",32,433,0.094688221,0.173210161,0.546666666,0.234042553,0.317535545,0.313829787,0.631365332,0.079787234,1.9662073378522331,0.282828282,-0.5731482952833176,37.871667838598604,-0.4232978011118262,0.2990689921718073,94.3934208283296,"Shogo Nakamura","sa3063430",
"Daichi Suzuki ","Golden Eagles (NPB)",34,460,0.05,0.09347826,0.53488372,0.266009852,0.323595505,0.34729064,0.670886145,0.081280788,3.0887232774999998,0.287292817,-0.3700110800564289,44.41714425671901,3.7342708288511273,0.31249134915598326,111.28549174082825,"Daichi Suzuki","sa3063434",
"Itsuki Murabayashi ","Golden Eagles (NPB)",26,571,0.036777583,0.159369527,0.23076923,0.241312741,0.270072992,0.312741312,0.582814304,0.071428571,4.271420435829913,0.278037383,0.30454864166677,38.29484627153822,-12.204981396532578,0.2689688657104534,78.34469309471203,"Itsuki Murabayashi","sa3063485",
"Takuya Kai ","Hawks (NPB)",31,392,0.079081632,0.227040816,0.348314606,0.255813953,0.317460317,0.372093023,0.68955334,0.11627907,1.7518133510672014,0.329365079,-0.38802879862487316,39.86247389701109,5.19359045413237,0.3200631403418445,113.38819576628242,"Takuya Kai","sa3063526",
"Ryoya Kurihara ","Hawks (NPB)",27,598,0.081939799,0.165551839,0.494949494,0.273244781,0.336734693,0.470588235,0.807322928,0.197343454,3.1171665528199997,0.29879518,-0.3223070101812482,80.8840182711968,27.996282814968545,0.36959887789705137,150.8802372908688,"Ryoya Kurihara","sa3063528",
"Kenta Imamiya ","Hawks (NPB)",32,538,0.085501858,0.161710037,0.528735632,0.261904761,0.331384015,0.372294372,0.703678387,0.110389611,3.81762784811377,0.309973045,-0.19686671998351812,56.755518494227346,9.174244789460118,0.32567603900707864,117.63642220271575,"Kenta Imamiya","sa3063535",
"Ukyo Shuto ","Hawks (NPB)",28,477,0.054507337,0.188679245,0.288888888,0.268691588,0.323340471,0.341121495,0.664461966,0.072429907,7.915458002472882,0.333333333,3.661928397603333,44.88089027366694,2.6945193495517663,0.30884770394903177,104.89958476120628,"Ukyo Shuto","sa3063563",
"Yuudai Yamamoto ","BayStars (NPB)",25,403,0.066997518,0.101736972,0.658536585,0.290502793,0.340101522,0.382681564,0.722783086,0.092178771,2.29648795560717,0.311320754,-0.45367592573165894,44.23486038347626,8.593125619496353,0.3319778668364799,114.79532436363642,"Yuudai Yamamoto","sa3063594",
"Toshiro Miyazaki ","BayStars (NPB)",35,469,0.1108742,0.061833688,1.793103448,0.282926829,0.371002132,0.443902439,0.814904571,0.16097561,1.4768921295808939,0.277173913,-0.49246740993112326,63.76091486170166,22.282072171114606,0.3706218675754997,142.9204158530601,"Toshiro Miyazaki","sa3063601",
"Keita Sano ","BayStars (NPB)",29,566,0.061837455,0.093639575,0.660377358,0.272900763,0.32155477,0.383587786,0.705142556,0.110687023,1.09873949,0.28969957,-0.40880256425589323,59.17567414842511,9.118051626309402,0.3242846470107829,109.1962014129038,"Keita Sano","sa3063604",
"Seiya Hosokawa ","Dragons (NPB)",25,600,0.1,0.265,0.37735849,0.292134831,0.368333333,0.477528089,0.845861422,0.185393258,0.8205389812456991,0.376770538,-0.8118258258327842,89.14159284660839,36.076975331998106,0.389243079489799,165.27419524918952,"Seiya Hosokawa","sa3063610",
"Ariel Martinez ","Fighters (NPB)",28,459,0.111111111,0.220043572,0.504950495,0.234096692,0.335511982,0.404580152,0.740092134,0.17048346,3.6903752520498667,0.279151943,-0.25964384339749813,53.75894419549958,13.164511796822708,0.3428360261676604,125.84532958932795,"Ariel Martinez","sa3063621",
"Koji Chikamoto ","Tigers (NPB)",29,639,0.106416275,0.145539906,0.731182795,0.284697508,0.364632237,0.362989323,0.72762156,0.078291815,5.167956843988434,0.329764453,0.3249726789072156,72.22041268497281,15.706595031912856,0.33678432998221003,123.37210516102954,"Koji Chikamoto","sa3063654",
"Seiya Kinami ","Tigers (NPB)",30,409,0.078239608,0.156479217,0.5,0.214484679,0.285353535,0.264623955,0.54997749,0.050139276,2.3858805820227333,0.257627118,-0.08049226738512516,24.112575976184427,-12.059804962941588,0.25699896258967264,65.30434006116508,"Seiya Kinami","sa3063657",
"Kaito Kozono ","Carp (NPB)",24,588,0.051020408,0.090136054,0.566037735,0.279629629,0.321858864,0.329629629,0.651488493,0.05,4.202619765145163,0.304081632,-0.7556689260527492,50.94105530407788,-1.0622698602402096,0.29784565231074456,93.2454443966322,"Kaito Kozono","sa3063663",
