Name,Team,Age,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+,NameASCII,PlayerId,MLBAMID
"Gregory Polanco ","Giants (NPB)",30,484,0.086776859,0.225206611,0.3853211,0.239726027,0.305785123,0.456621004,0.762406127,0.216894977,2.3206027408748615,0.262987012,-0.7967238269047812,59.221075068160545,12.873244563981546,0.34280650734161,119.23697252815455,"Gregory Polanco","12907",
"José Osuna ","Swallows (NPB)",29,529,0.054820415,0.175803402,0.311827956,0.272177419,0.311909262,0.439516129,0.751425391,0.16733871,2.182669935292574,0.297927461,-0.8291902942582965,61.99635990500898,11.339330283705902,0.33562037865320843,108.95695888820511,"Jose Osuna","12937",
"Ryan McBroom ","Carp (NPB)",30,508,0.102362204,0.206692913,0.495238095,0.272321428,0.352362204,0.441964285,0.794326489,0.169642857,1.1102138275,0.319148936,-0.2306827943539247,67.86402041291642,19.217950379604567,0.35844357694561774,131.1906252287153,"Ryan McBroom","16524",
"Brian O'Grady ","Lions (NPB)",30,465,0.116129032,0.277419354,0.418604651,0.212871287,0.311827956,0.383663366,0.695491322,0.170792079,1.9072852103722568,0.270992366,-0.11738206481095403,48.2865999537413,3.7582090767924687,0.3170317979086013,109.46405909061629,"Brian O'Grady","16729",
"Masataka Yoshida ","Buffaloes (NPB)",28,508,0.157480314,0.080708661,1.951219512,0.334951456,0.446850393,0.560679611,1.007530004,0.225728155,2.8306466332143088,0.327731092,0.5283069430151954,96.71456149062972,48.068491457317876,0.4375023242162198,201.78387880652627,"Masataka Yoshida","31837",
"Dayan Viciedo ","Dragons (NPB)",33,532,0.075187969,0.110902255,0.677966101,0.293995859,0.355263157,0.436853002,0.792116159,0.142857143,1.4439358228329064,0.310679611,-0.39085880969651043,70.65191765254835,19.70760809010366,0.35734908648256986,135.9625461080064,"Dayan Viciedo","3917",
"Brandon Laird ","Marines (NPB)",34,396,0.047979797,0.232323232,0.206521739,0.189041095,0.237373737,0.336986301,0.574360038,0.147945206,0.28840508374999996,0.204545454,-0.1161957778967917,24.772896084566618,-13.14805614612529,0.25956130254692233,61.20441546875994,"Brandon Laird","5476",
"Neftali Soto ","BayStars (NPB)",33,412,0.092233009,0.25,0.368932038,0.266304347,0.342233009,0.472826086,0.815059095,0.206521739,0.46323528999999997,0.325301204,-0.16574985964689404,57.321196089766055,17.86808417298559,0.3661535671571406,132.9234593767313,"Neftali Soto","5663",
"Tomoya Mori ","Lions (NPB)",26,412,0.099514563,0.160194174,0.621212121,0.25136612,0.327628361,0.390710382,0.718338743,0.139344262,3.690861220396712,0.286689419,-0.11567330337129533,45.76957051534395,6.316458598563484,0.32712293676758747,117.08105528709964,"Tomoya Mori","sa3063014",
"Takuya Kinoshita ","Dragons (NPB)",30,466,0.057939914,0.081545064,0.710526315,0.245823389,0.289183222,0.341288782,0.630472004,0.095465393,2.9364125942278743,0.254593175,0.22399757767561823,36.92862001122721,-7.695530846102157,0.28279229707188075,83.7018642818052,"Takuya Kinoshita","sa3063015",
"Hideto Asamura ","Golden Eagles (NPB)",31,633,0.145339652,0.216429699,0.671532846,0.251879699,0.364928909,0.436090225,0.801019134,0.184210526,2.0105798128979284,0.287634408,-0.5317159746773541,86.02216535379168,25.40609777291295,0.3616528510095212,145.16084986586978,"Hideto Asamura","sa3063022",
"Sosuke Genda ","Lions (NPB)",29,456,0.065789473,0.157894736,0.416666666,0.265700483,0.316853932,0.338164251,0.655018183,0.072463768,6.193060543173074,0.317647058,0.8243038087384775,41.33203334499821,-2.33451770852581,0.2986541296658891,95.59222251586563,"Sosuke Genda","sa3063023",
"Toshiki Abe ","Dragons (NPB)",32,548,0.089416058,0.191605839,0.466666666,0.269547325,0.337614678,0.397119341,0.734734019,0.127572016,2.773665645280156,0.322751322,0.01597624202258885,63.09562450374126,10.619155255208014,0.3327563619394915,118.7242427590566,"Toshiki Abe","sa3063024",
"Shuta Tonosaki ","Lions (NPB)",29,547,0.095063985,0.206581352,0.460176991,0.215481171,0.294776119,0.355648535,0.650424654,0.140167364,4.6377764522711695,0.255617977,-0.24991167499683797,49.364349944004545,-3.016359324148172,0.2981045259468591,95.17737048618648,"Shuta Tonosaki","sa3063038",
"Hotaka Yamakawa ","Lions (NPB)",30,528,0.128787878,0.21590909,0.596491228,0.265625,0.375,0.578125,0.953125,0.3125,0.41682974,0.265306122,-0.21701270283665508,93.3309040795503,42.76963443862775,0.4185425043106079,186.08639829050583,"Hotaka Yamakawa","sa3063051",
"Yohei Ohshima ","Dragons (NPB)",36,482,0.070539419,0.107883817,0.653846153,0.314220183,0.375782881,0.366972477,0.742755358,0.052752294,3.979751968473445,0.355091383,0.5696234396891668,56.86580242254883,10.709491879130905,0.3367110005410915,121.49625200636198,"Yohei Ohshima","sa3063061",
