Name,Team,Age,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+,NameASCII,PlayerId,MLBAMID
"Domingo Santana ","Swallows (NPB)",30,516,0.085271317,0.220930232,0.385964912,0.299785867,0.360465116,0.483940042,0.844405158,0.184154175,1.9468015213896366,0.360946745,0.14624548878055066,75.94856211637459,27.770388961782075,0.38123567694599186,144.50779244280895,"Domingo Santana","10348",
"Gregory Polanco ","Marines (NPB)",31,497,0.094567404,0.185110663,0.510869565,0.241610738,0.311871227,0.449664429,0.761535656,0.208053691,0.34150054625,0.246987951,-0.20488327683415264,59.91360875919745,13.50943810448334,0.343532623314276,124.99651852545351,"Gregory Polanco","12907",
"José Osuna ","Swallows (NPB)",30,543,0.071823204,0.145488029,0.493670886,0.253493013,0.307550644,0.437125748,0.744676392,0.183632735,1.3099593374999248,0.25935162,-1.1574493101797998,62.53792981614861,11.838805740676257,0.3359183292406642,112.08414064293444,"Jose Osuna","12937",
"David MacKinnon ","Lions (NPB)",28,510,0.092156862,0.176470588,0.522222222,0.260303687,0.32745098,0.403470715,0.730921695,0.143167028,2.2348058048264132,0.293296089,-0.38484728743787855,58.23890090132354,10.620939062482101,0.33453511642474754,122.83571454501359,"David MacKinnon","19625",
"Sheldon Neuse ","Tigers (NPB)",28,516,0.069767441,0.164728682,0.423529411,0.24,0.294573643,0.328421052,0.622994695,0.088421052,1.48062309625,0.2734375,-0.24247653863858432,41.72389044188945,-6.454282712703062,0.28735265135765076,83.8666575585402,"Sheldon Neuse","19635",
"Shogo Akiyama ","Carp (NPB)",35,483,0.072463768,0.167701863,0.432098765,0.274193548,0.333333333,0.375576036,0.708909369,0.101382488,5.402501534276153,0.328571428,0.3604858393082395,50.83969682102943,5.742685903067826,0.32188692037213884,106.7962202164827,"Shogo Akiyama","27461",
"Neftali Soto ","BayStars (NPB)",34,399,0.09774436,0.2481203,0.393939393,0.234463276,0.315789473,0.415254237,0.73104371,0.180790961,0.9034340449378737,0.283950617,-0.8351145507767797,45.14393563210937,7.889883134662829,0.33304714631073423,111.50448899644813,"Neftali Soto","5663",
"Tomoya Mori ","Buffaloes (NPB)",27,453,0.119205298,0.134657836,0.885245901,0.294270833,0.384955752,0.5078125,0.892768252,0.213541667,3.441102685341481,0.304487179,0.22831036313436925,72.18044251249323,29.884488173287007,0.3984357610877071,171.46899971736357,"Tomoya Mori","sa3063014",
"Hideto Asamura ","Golden Eagles (NPB)",32,601,0.124792013,0.179700499,0.694444444,0.27394636,0.367720465,0.461685823,0.829406288,0.187739463,1.583233109932981,0.300771208,-0.2562744818860665,86.58618019643461,30.471680068701858,0.37682375646316424,156.80443323756697,"Hideto Asamura","sa3063022",
"Sosuke Genda ","Lions (NPB)",30,431,0.060324825,0.19025522,0.31707317,0.254452926,0.304964539,0.297709923,0.602674462,0.043256997,3.709372461487698,0.32051282,-1.2271535000763834,32.10383500858483,-8.138011172867447,0.27833136570932737,80.57213020370683,"Sosuke Genda","sa3063023",
