Name,Team,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,NameASCII,PlayerId,MLBAMID
"Daiki Asama ","Fighters (NPB)",25,128,411,458,103,79,17,2,5,42,31,31,2,115,5,4,7,5,8,4,0.250608272,"Daiki Asama","sa3062940",
"Tomoya Mori ","Lions (NPB)",25,125,431,520,133,88,32,2,11,70,41,79,3,65,6,3,1,4,5,2,0.308584686,"Tomoya Mori","sa3063014",
"Takuya Kinoshita ","Dragons (NPB)",29,123,352,393,95,67,17,0,11,33,43,35,4,58,1,2,3,11,1,1,0.269886363,"Takuya Kinoshita","sa3063015",
"Hideto Asamura ","Golden Eagles (NPB)",30,143,483,595,130,93,18,1,18,70,67,101,5,96,4,7,0,24,1,0,0.269151138,"Hideto Asamura","sa3063022",
"Sosuke Genda ","Lions (NPB)",28,119,464,516,126,102,15,7,2,60,29,31,0,67,2,2,17,5,24,9,0.271551724,"Sosuke Genda","sa3063023",
"Takeya Nakamura ","Lions (NPB)",37,123,430,475,122,91,13,0,18,50,74,39,3,114,2,4,0,12,0,0,0.28372093,"Takeya Nakamura","sa3063032",
"Yota Kyoda ","Dragons (NPB)",27,113,409,448,105,91,7,4,3,41,24,21,0,75,7,3,8,5,6,5,0.256723716,"Yota Kyoda","sa3063037",
"Shuhei Takahashi ","Dragons (NPB)",27,137,475,520,123,91,27,0,5,40,39,40,4,79,1,4,0,21,1,0,0.258947368,"Shuhei Takahashi","sa3063043",
"Nien-Ting Wu ","Lions (NPB)",28,130,425,478,101,74,17,0,10,43,48,43,1,70,3,3,4,3,3,2,0.237647058,"Nien-Ting Wu","sa3063046",
"Hotaka Yamakawa ","Lions (NPB)",29,110,358,414,83,46,13,0,24,42,66,43,0,101,7,6,0,7,0,0,0.231843575,"Hotaka Yamakawa","sa3063051",
"Takumi Kuriyama ","Lions (NPB)",37,117,387,446,97,78,15,0,4,33,43,49,1,58,3,7,0,12,1,0,0.250645994,"Takumi Kuriyama","sa3063060",
"Yohei Ohshima ","Dragons (NPB)",35,141,548,596,160,135,19,5,1,54,34,42,5,60,3,2,1,4,16,8,0.291970802,"Yohei Ohshima","sa3063061",
"Kensuke Kondoh ","Fighters (NPB)",27,133,447,545,133,81,37,4,11,61,69,88,3,84,4,6,0,11,4,1,0.297539149,"Kensuke Kondoh","sa3063115",
"Takumi Ohshiro ","Giants (NPB)",28,125,347,386,80,57,12,0,11,36,37,33,4,80,2,1,3,12,0,0,0.23054755,"Takumi Ohshiro","sa3063126",
"Kazuma Okamoto ","Giants (NPB)",25,143,521,592,138,79,19,1,39,71,113,57,4,108,7,7,0,16,1,1,0.264875239,"Kazuma Okamoto","sa3063134",
"Hayato Sakamoto ","Giants (NPB)",32,117,424,487,115,70,26,0,19,53,46,58,4,90,1,2,2,5,2,3,0.271226415,"Hayato Sakamoto","sa3063135",
"Yuto Takahama ","Fighters (NPB)",24,107,367,404,96,66,21,1,8,34,43,23,1,82,1,2,11,11,2,0,0.261580381,"Yuto Takahama","sa3063144",
"Haruki Nishikawa ","Fighters (NPB)",29,130,447,547,104,77,19,5,3,68,35,89,1,99,4,4,3,3,24,11,0.232662192,"Haruki Nishikawa","sa3063153",
"Seiya Matsubara ","Giants (NPB)",26,135,431,477,118,82,20,4,12,69,37,38,0,100,2,3,3,4,15,7,0.273781902,"Seiya Matsubara","sa3063168",
"Ryutaro Umeno ","Tigers (NPB)",30,130,404,458,91,70,15,3,3,33,33,41,3,107,5,2,6,14,8,4,0.225247524,"Ryutaro Umeno","sa3063197",
"Kento Itohara ","Tigers (NPB)",28,125,441,488,126,104,17,3,2,34,30,41,0,61,2,3,1,9,6,5,0.285714285,"Kento Itohara","sa3063200",
"Yusuke Ohyama ","Tigers (NPB)",26,129,466,512,121,75,23,2,21,55,71,37,1,89,2,7,0,15,2,1,0.259656652,"Yusuke Ohyama","sa3063203",
"Yuhei Nakamura ","Swallows (NPB)",31,123,377,445,105,79,24,0,2,47,36,46,0,66,4,4,14,10,0,3,0.278514588,"Yuhei Nakamura","sa3063250",
"Munetaka Murakami ","Swallows (NPB)",21,143,500,615,139,73,27,0,39,82,112,106,6,133,6,3,0,12,12,7,0.278,"Munetaka Murakami","sa3063258",
"Tetsuto Yamada ","Swallows (NPB)",28,137,493,581,134,82,18,0,34,84,101,76,0,100,5,7,0,10,4,3,0.271805273,"Tetsuto Yamada","sa3063265",
"Yasutaka Shiomi ","Swallows (NPB)",28,140,474,534,132,90,21,7,14,80,59,48,1,156,10,0,2,1,21,5,0.278481012,"Yasutaka Shiomi","sa3063268",
"Shogo Sakakura ","Carp (NPB)",23,132,422,484,133,95,24,2,12,58,68,51,1,60,4,5,2,9,4,3,0.315165876,"Shogo Sakakura","sa3063308",
"Ryosuke Kikuchi ","Carp (NPB)",31,132,494,542,137,96,23,2,16,64,60,42,2,86,1,3,2,9,1,5,0.277327935,"Ryosuke Kikuchi","sa3063313",
"Ryoma Nishikawa ","Carp (NPB)",26,137,504,551,144,112,19,1,12,57,60,37,1,70,2,4,4,14,3,3,0.285714285,"Ryoma Nishikawa","sa3063318",
"Yoshihiro Maru ","Giants (NPB)",32,118,392,457,104,60,21,0,23,58,55,63,0,120,0,2,0,5,5,3,0.265306122,"Yoshihiro Maru","sa3063325",
"Shuhei Fukuda ","Buffaloes (NPB)",28,107,408,471,112,96,14,1,1,47,21,43,0,52,8,2,10,6,9,1,0.274509803,"Shuhei Fukuda","sa3063365",
"Yuma Mune ","Buffaloes (NPB)",25,139,481,543,131,98,17,7,9,71,42,33,1,62,13,2,14,15,8,4,0.272349272,"Yuma Mune","sa3063369",
"Takahiro Okada ","Buffaloes (NPB)",33,115,357,407,86,52,16,1,17,45,63,35,4,86,10,5,0,2,2,3,0.240896358,"Takahiro Okada","sa3063378",
"Yutaro Sugimoto ","Buffaloes (NPB)",30,134,478,542,144,90,20,2,32,73,83,51,4,116,10,3,0,15,3,3,0.30125523,"Yutaro Sugimoto","sa3063379",
"Yudai Fujioka ","Marines (NPB)",27,137,432,493,110,83,21,3,3,41,37,40,2,95,2,1,18,7,10,3,0.254629629,"Yudai Fujioka","sa3063422",
"Shogo Nakamura ","Marines (NPB)",29,143,506,615,143,96,36,2,9,78,67,76,1,90,10,8,15,8,12,7,0.282608695,"Shogo Nakamura","sa3063430",
"Daichi Suzuki ","Golden Eagles (NPB)",31,143,552,628,153,121,19,3,10,70,53,52,0,51,6,5,13,12,3,2,0.277173913,"Daichi Suzuki","sa3063434",
"Hisanori Yasuda ","Marines (NPB)",22,115,351,399,85,60,16,1,8,27,55,43,0,82,1,4,0,5,0,0,0.242165242,"Hisanori Yasuda","sa3063436",
"Takashi Ogino ","Marines (NPB)",35,143,570,643,169,121,33,5,10,86,45,53,0,70,12,3,5,5,24,11,0.296491228,"Takashi Ogino","sa3063442",
"Eigoro Mogi ","Golden Eagles (NPB)",27,120,410,466,106,69,19,4,14,50,53,48,0,107,6,2,0,6,6,5,0.258536585,"Eigoro Mogi","sa3063484",
"Takero Okajima ","Golden Eagles (NPB)",31,126,461,507,129,87,30,4,8,40,56,28,1,94,9,4,5,9,3,6,0.279826464,"Takero Okajima","sa3063494",
"Hiroaki Shimauchi ","Golden Eagles (NPB)",31,141,486,599,125,65,34,5,21,64,96,97,2,87,8,6,2,15,2,2,0.257201646,"Hiroaki Shimauchi","sa3063497",
"Takuya Kai ","Hawks (NPB)",28,143,405,479,92,65,15,0,12,42,44,44,0,142,2,2,26,7,6,6,0.227160493,"Takuya Kai","sa3063526",
"Ryoya Kurihara ","Hawks (NPB)",24,143,531,596,146,90,32,3,21,71,77,53,1,90,2,7,3,9,7,2,0.274952919,"Ryoya Kurihara","sa3063528",
"Kenta Imamiya ","Hawks (NPB)",29,125,365,413,78,57,15,2,4,27,30,22,0,70,1,2,23,5,4,1,0.21369863,"Kenta Imamiya","sa3063535",
"Nobuhiro Matsuda ","Hawks (NPB)",38,115,354,390,83,53,13,3,14,30,47,27,1,67,2,4,3,9,5,0,0.234463276,"Nobuhiro Matsuda","sa3063541",
"Akira Nakamura ","Hawks (NPB)",31,139,462,552,113,83,20,2,8,49,56,70,3,59,3,6,11,8,1,1,0.244588744,"Akira Nakamura","sa3063554",
"Yuki Yanagita ","Hawks (NPB)",32,141,516,593,155,89,36,2,28,95,80,69,8,122,6,2,0,6,6,0,0.300387596,"Yuki Yanagita","sa3063557",
"Toshiro Miyazaki ","BayStars (NPB)",32,141,519,569,156,108,32,0,16,61,73,41,3,53,4,5,0,15,0,0,0.300578034,"Toshiro Miyazaki","sa3063601",
"Keita Sano ","BayStars (NPB)",26,143,545,615,165,112,34,2,17,73,72,61,1,73,5,4,0,14,0,1,0.302752293,"Keita Sano","sa3063604",
"Masayuki Kuwahara ","BayStars (NPB)",27,135,519,571,161,106,39,2,14,84,43,44,1,75,4,0,4,12,12,7,0.310211946,"Masayuki Kuwahara","sa3063614",
"Koji Chikamoto ","Tigers (NPB)",26,140,569,612,178,130,33,5,10,91,50,33,0,58,4,2,4,6,24,7,0.312829525,"Koji Chikamoto","sa3063654",
"Kaito Kozono ","Carp (NPB)",21,113,449,481,134,105,18,6,5,65,35,13,1,57,3,4,12,7,4,4,0.298440979,"Kaito Kozono","sa3063663",
"Yuki Nomura ","Fighters (NPB)",21,99,371,394,99,79,12,1,7,30,37,16,0,90,4,2,1,7,0,1,0.266846361,"Yuki Nomura","sa3063674",
"Ryosuke Tatsumi ","Golden Eagles (NPB)",24,130,374,443,84,60,13,1,10,49,32,51,0,99,6,1,11,7,6,6,0.22459893,"Ryosuke Tatsumi","sa3063704",
"Kotaro Kurebayashi ","Buffaloes (NPB)",19,136,448,473,102,68,22,2,10,37,48,12,0,101,3,4,6,11,2,1,0.227678571,"Kotaro Kurebayashi","sa3063750",
"Hiroto Kobukata ","Golden Eagles (NPB)",25,121,391,455,97,81,10,3,3,60,21,44,0,65,3,1,16,1,5,5,0.248081841,"Hiroto Kobukata","sa3063756",
"Takumu Nakano ","Tigers (NPB)",25,135,466,525,127,107,15,4,1,45,36,29,5,81,6,4,20,6,30,2,0.272532188,"Takumu Nakano","sa3063808",
"Teruaki Sato ","Tigers (NPB)",22,126,425,455,101,52,25,0,24,56,64,25,4,173,3,2,0,2,6,2,0.237647058,"Teruaki Sato","sa3063811",
"Shugo Maki ","BayStars (NPB)",23,137,487,523,153,93,35,3,22,73,71,27,1,85,6,2,1,16,2,1,0.314168377,"Shugo Maki","sa3063879",
