Name,Team,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,NameASCII,PlayerId,MLBAMID
"Kensuke Kondoh ","Hawks (NPB)",29,142,489,610,149,90,33,0,26,75,87,109,7,116,6,6,0,7,3,4,0.304703476,"Kensuke Kondoh","sa3063115",
"Takumi Ohshiro ","Giants (NPB)",30,134,424,490,119,82,20,1,16,50,55,36,3,109,5,4,21,12,0,0,0.280660377,"Takumi Ohshiro","sa3063126",
"Kotaro Kiyomiya ","Fighters (NPB)",24,99,356,416,87,56,20,1,10,41,41,53,1,69,3,4,0,6,2,2,0.244382022,"Kotaro Kiyomiya","sa3063130",
"Go Matsumoto ","Fighters (NPB)",29,134,507,561,140,119,16,2,3,51,30,37,3,57,7,3,7,11,12,12,0.276134122,"Go Matsumoto","sa3063132",
"Kazuma Okamoto ","Giants (NPB)",27,140,503,589,140,68,31,0,41,83,93,72,10,111,8,6,0,10,0,1,0.278330019,"Kazuma Okamoto","sa3063134",
"Hayato Sakamoto ","Giants (NPB)",34,116,403,455,116,65,29,0,22,46,60,45,3,84,2,2,3,5,2,0,0.287841191,"Hayato Sakamoto","sa3063135",
"Naoki Yoshikawa ","Giants (NPB)",28,132,430,478,110,80,19,4,7,47,36,26,2,66,8,3,11,11,4,4,0.255813953,"Naoki Yoshikawa","sa3063146",
"Yusuke Ohyama ","Tigers (NPB)",28,143,513,625,148,100,29,0,19,80,78,99,5,120,5,8,0,13,3,3,0.288499025,"Yusuke Ohyama","sa3063203",
"Munetaka Murakami ","Swallows (NPB)",23,140,496,597,127,68,28,0,31,76,84,90,4,168,7,4,0,6,5,3,0.256048387,"Munetaka Murakami","sa3063258",
"Tetsuto Yamada ","Swallows (NPB)",30,105,376,422,87,49,21,3,14,43,40,39,0,102,3,4,0,8,4,0,0.231382978,"Tetsuto Yamada","sa3063265",
"Shogo Sakakura ","Carp (NPB)",25,120,395,448,105,73,19,1,12,48,44,47,6,67,3,2,1,9,3,0,0.265822784,"Shogo Sakakura","sa3063308",
"Ryosuke Kikuchi ","Carp (NPB)",33,120,442,485,114,92,17,0,5,51,27,32,1,68,2,1,8,6,7,5,0.257918552,"Ryosuke Kikuchi","sa3063313",
"Ryoma Nishikawa ","Carp (NPB)",28,109,416,443,127,97,20,1,9,48,56,21,4,52,1,4,1,10,7,6,0.305288461,"Ryoma Nishikawa","sa3063318",
"Yoshihiro Maru ","Giants (NPB)",34,121,385,431,94,65,11,0,18,43,47,42,3,62,0,3,1,5,4,2,0.244155844,"Yoshihiro Maru","sa3063325",
"Takayoshi Noma ","Carp (NPB)",30,108,371,418,106,94,11,1,0,37,26,33,0,51,5,1,8,9,5,6,0.285714285,"Takayoshi Noma","sa3063327",
"Yuma Mune ","Buffaloes (NPB)",27,122,428,478,105,83,17,3,2,38,22,36,1,55,4,1,9,9,1,1,0.245327102,"Yuma Mune","sa3063369",
"Shogo Nakamura ","Marines (NPB)",31,137,508,584,112,78,23,0,11,61,48,52,2,89,7,4,13,20,3,1,0.22047244,"Shogo Nakamura","sa3063430",
"Hisanori Yasuda ","Marines (NPB)",24,122,416,472,99,66,24,0,9,33,43,49,2,95,2,5,0,10,2,0,0.237980769,"Hisanori Yasuda","sa3063436",
"Takero Okajima ","Golden Eagles (NPB)",33,114,361,410,96,70,20,0,6,33,43,33,1,67,3,7,5,11,3,2,0.265927977,"Takero Okajima","sa3063494",
"Takuya Kai ","Hawks (NPB)",30,138,364,418,73,46,16,1,10,35,44,31,0,116,3,2,18,5,0,0,0.20054945,"Takuya Kai","sa3063526",
"Ryoya Kurihara ","Hawks (NPB)",26,96,352,387,84,57,14,0,13,24,49,28,0,81,4,2,1,6,0,1,0.238636363,"Ryoya Kurihara","sa3063528",
"Kenta Imamiya ","Hawks (NPB)",31,125,424,481,109,78,22,0,9,38,48,27,1,58,2,4,24,14,4,0,0.257075471,"Kenta Imamiya","sa3063535",
"Akira Nakamura ","Hawks (NPB)",33,135,508,582,140,120,13,2,5,52,37,60,3,53,3,4,7,8,0,2,0.275590551,"Akira Nakamura","sa3063554",
"Yuki Yanagita ","Hawks (NPB)",34,142,543,622,163,109,29,3,22,57,85,64,1,97,9,6,0,9,1,0,0.300184162,"Yuki Yanagita","sa3063557",
"Toshiro Miyazaki ","BayStars (NPB)",34,124,408,461,133,86,27,0,20,47,71,41,6,43,8,4,0,14,1,0,0.325980392,"Toshiro Miyazaki","sa3063601",
"Keita Sano ","BayStars (NPB)",28,141,560,613,148,107,26,2,13,67,65,46,4,77,4,3,0,9,0,2,0.264285714,"Keita Sano","sa3063604",
"Seiya Hosokawa ","Dragons (NPB)",24,140,518,576,131,76,30,1,24,62,78,49,3,161,8,1,0,17,0,0,0.252895752,"Seiya Hosokawa","sa3063610",
"Masayuki Kuwahara ","BayStars (NPB)",29,132,429,479,108,74,23,4,7,48,35,23,0,54,10,6,11,11,3,8,0.251748251,"Masayuki Kuwahara","sa3063614",
"Taiki Sekine ","BayStars (NPB)",28,140,482,532,126,102,17,3,4,69,31,29,1,53,4,1,16,5,11,3,0.261410788,"Taiki Sekine","sa3063616",
"Ariel Martinez ","Fighters (NPB)",27,119,386,444,95,56,24,0,15,39,66,44,0,99,11,3,0,15,0,4,0.246113989,"Ariel Martinez","sa3063621",
"Koki Yamaguchi ","Marines (NPB)",22,115,421,474,99,64,21,0,14,46,57,43,6,122,5,5,0,7,0,0,0.235154394,"Koki Yamaguchi","sa3063639",
"Koji Chikamoto ","Tigers (NPB)",28,129,501,585,143,99,24,12,8,83,54,67,2,71,12,5,0,6,28,3,0.285429141,"Koji Chikamoto","sa3063654",
"Seiya Kinami ","Tigers (NPB)",29,127,408,470,109,85,22,1,1,41,41,31,12,103,4,7,20,13,0,0,0.267156862,"Seiya Kinami","sa3063657",
"Chusei Mannami ","Fighters (NPB)",23,141,533,582,141,83,33,0,25,69,74,41,2,138,4,2,2,12,2,1,0.264540337,"Chusei Mannami","sa3063672",
"Yuki Nomura ","Fighters (NPB)",23,125,423,473,100,65,21,1,13,42,43,42,0,112,4,4,0,3,4,1,0.236406619,"Yuki Nomura","sa3063674",
"Keita Nakagawa ","Buffaloes (NPB)",27,135,506,563,136,90,29,5,12,66,55,43,0,90,7,1,6,9,5,5,0.268774703,"Keita Nakagawa","sa3063681",
"Yuma Tongu ","Buffaloes (NPB)",26,113,401,451,123,84,23,0,16,49,49,41,0,69,6,2,1,11,0,0,0.306733167,"Yuma Tongu","sa3063684",
"Yuya Ogoh ","Golden Eagles (NPB)",26,118,383,433,101,73,15,3,10,53,48,35,0,83,1,6,8,3,13,8,0.263707571,"Yuya Ogoh","sa3063699",
"Ryosuke Tatsumi ","Golden Eagles (NPB)",26,133,434,495,114,84,16,5,9,45,43,40,0,99,12,1,8,3,13,4,0.262672811,"Ryosuke Tatsumi","sa3063704",
"Kotaro Kurebayashi ","Buffaloes (NPB)",21,127,443,482,122,94,19,1,8,37,39,28,0,63,1,3,7,19,4,6,0.275395033,"Kotaro Kurebayashi","sa3063750",
"Hiroto Kobukata ","Golden Eagles (NPB)",27,134,477,549,123,104,8,6,5,67,37,48,0,83,3,1,20,9,36,6,0.257861635,"Hiroto Kobukata","sa3063756",
"Hideki Nagaoka ","Swallows (NPB)",21,135,445,488,101,78,19,1,3,43,35,29,5,57,5,2,7,12,4,2,0.226966292,"Hideki Nagaoka","sa3063789",
"Takaya Ishikawa ","Dragons (NPB)",22,121,434,464,105,65,27,0,13,32,45,22,2,69,4,4,0,10,0,0,0.241935483,"Takaya Ishikawa","sa3063794",
"Yuki Okabayashi ","Dragons (NPB)",21,143,584,633,163,129,21,10,3,61,31,39,1,89,0,1,9,11,12,8,0.279109589,"Yuki Okabayashi","sa3063795",
"Takumu Nakano ","Tigers (NPB)",27,143,575,660,164,140,17,5,2,80,40,57,2,107,2,5,21,5,20,12,0.285217391,"Takumu Nakano","sa3063808",
"Teruaki Sato ","Tigers (NPB)",24,132,486,548,128,68,30,6,24,70,92,54,5,139,4,4,0,4,7,5,0.263374485,"Teruaki Sato","sa3063811",
"Yuto Akihiro ","Giants (NPB)",20,121,406,439,111,81,18,2,10,36,41,26,2,79,2,3,2,9,0,1,0.273399014,"Yuto Akihiro","sa3063842",
"Shugo Maki ","BayStars (NPB)",25,143,559,605,164,93,39,3,29,78,103,33,3,85,7,6,0,17,2,2,0.293381037,"Shugo Maki","sa3063879",
