"id","name","swings_competitive","percent_swings_competitive","contact","avg_bat_speed","hard_swing_rate","squared_up_per_bat_contact","squared_up_per_swing","blast_per_bat_contact","blast_per_swing","swing_length","swords","batter_run_value","whiffs","whiff_per_swing","batted_ball_events","batted_ball_event_per_swing"
519317,"Stanton, Giancarlo",714,0.9142125480153649,484,"81.219836961",0.9859943977591035,0.2975206611570248,0.20168067226890757,0.27479338842975204,0.18627450980392157,"8.563897857",13,-0.176405395542945,230,0.32212885154061627,251,0.35154061624649857
665833,"Cruz, Oneil",879,0.9127725856697819,590,"78.533224835",0.7531285551763368,0.34067796610169493,0.22866894197952217,0.2457627118644068,0.16496018202502843,"7.663641729",10,-10.031900853571344,289,0.32878270762229805,304,0.34584755403868034
656941,"Schwarber, Kyle",959,0.9047169811320754,687,"77.516124338",0.7799791449426487,0.3245997088791849,0.23253388946819603,0.22998544395924309,0.16475495307612095,"7.710202054",35,-6.890196570199677,272,0.28362877997914493,344,0.3587069864442127
592450,"Judge, Aaron",1010,0.912375790424571,721,"77.146849535",0.7475247524752474,0.33841886269070737,0.24158415841584158,0.2579750346740638,0.18415841584158416,"8.178267574",14,52.20805384326128,289,0.2861386138613861,343,0.33960396039603963
666176,"Adell, Jo",796,0.9045454545454545,578,"76.685551922",0.6595477386934673,0.2508650519031142,0.18216080402010051,0.1522491349480969,0.11055276381909548,"7.553515163",20,-18.24147754155927,218,0.27386934673366836,262,0.32914572864321606
656305,"Chapman, Matt",990,0.9049360146252285,757,"76.599640596",0.6414141414141415,0.2813738441215324,0.21515151515151515,0.18494055482166447,0.1414141414141414,"7.451106121",21,-4.111334582762485,233,0.23535353535353534,348,0.3515151515151515
670541,"Alvarez, Yordan",914,0.913086913086913,741,"76.545736991",0.6301969365426694,0.3427800269905533,0.2778993435448578,0.22402159244264508,0.18161925601750548,"7.582607888",1,23.154476563605876,173,0.18927789934354486,406,0.4442013129102845
660271,"Ohtani, Shohei",1127,0.9074074074074074,802,"76.315503248",0.6406388642413487,0.3865336658354115,0.27506654835847383,0.2581047381546135,0.1836734693877551,"7.74021071",10,35.434634204122226,325,0.2883762200532387,420,0.37267080745341613
683002,"Henderson, Gunnar",1109,0.9038304808475958,868,"76.28623982",0.6447249774571686,0.3225806451612903,0.25247971145175835,0.22811059907834103,0.17853922452660054,"7.233485852",20,-5.457930816206474,241,0.21731289449954913,429,0.38683498647430115
677594,"Rodríguez, Julio",1092,0.9054726368159204,768,"76.256220027",0.6336996336996338,0.2955729166666667,0.2078754578754579,0.20572916666666666,0.1446886446886447,"7.898228104",30,-14.443171494601275,324,0.2967032967032967,359,0.32875457875457875
666624,"Morel, Christopher",956,0.9053030303030303,636,"76.088461255",0.6474895397489541,0.3018867924528302,0.200836820083682,0.1761006289308176,0.11715481171548117,"8.016552824",24,-34.16024228584984,320,0.33472803347280333,333,0.348326359832636
665489,"Guerrero Jr., Vladimir",1044,0.9094076655052264,838,"75.874615268",0.5737547892720306,0.3448687350835322,0.2768199233716475,0.24105011933174225,0.19348659003831417,"7.739304042",9,24.540436505710005,206,0.19731800766283525,442,0.42337164750957856
