"player_id","player_name","team_name","start_year","end_year","key_target_base","runs_prevented_on_running_attr","n_pitcher_cs_aa","n_init","rate_sbx","n_sb","n_cs","n_pk","n_bk","n_fb","n_plus","n_minus","net_attr_plus","net_attr_minus","r_primary_lead","r_secondary_lead","r_sec_minus_prim_lead","r_primary_lead_sbx","r_secondary_lead_sbx","r_sec_minus_prim_lead_sbx"
448855,"Guerra, Junior","AZ",2020,2020,"All",0.015315469195558285,,129,0,0,0,0,0,0,0,0,0.8013698459777915,-0.32213,"12.341530435","16.614704348","4.273173913",,,
641729,"Jiménez, Joe","DET",2020,2020,"All",0.15405383264448388,0.2224380351568664,155,0.012903225806451613,2,0,0,0,0,2,0,0.20548286261543025,0.2510161336031062,"12.573053691","16.265369128","3.692315436","12.0785","22.638","10.5595"
571602,"Davidson, Matt","CIN",2020,2020,"All",0.009725967654566837,,22,0,0,0,0,0,0,0,0,0.2716048382728343,-0.09910000000000002,"9.472047619","13.718238095","4.246190476",,,
545064,"Díaz, Jairo","COL",2020,2020,"All",0.02174918544873174,,159,0,0,0,0,0,0,0,0,0.8183284272436587,-0.3153699999999995,"12.275300654","16.133392157","3.858091503",,,
543557,"Montgomery, Mike","KC",2020,2020,"All",-0.10223830104013892,-0.07359845938114518,26,0.038461538461538464,1,0,0,0,0,1,0,-0.6060765820893026,0.042171145283825796,"10.1214","12.31244","2.19104","7.692","19.491","11.799"
641154,"López, Pablo","MIA",2020,2020,"All",0.018487943054855266,0.3285123343019902,274,0.01824817518248175,5,0,0,0,0,5,0,-1.1168429942774742,0.5374589820230001,"11.561126923","15.624246154","4.063119231","11.8684","21.2478","9.3794"
518489,"Brasier, Ryan","BOS",2020,2020,"All",-0.11477728004547343,0.12138521050385406,208,0.004807692307692308,0,1,0,1,0,1,1,0.31794127885725365,-0.3963678573709429,"11.303887701","15.632411765","4.328524064","11.608","21.383","9.775"
592804,"Thornburg, Tyler","CIN",2020,2020,"All",-0.00714855341232369,0.07588542049227029,43,0.023255813953488372,1,0,0,0,0,1,0,-0.5382727421934956,0.22334665561416736,"11.04715","14.559375","3.512225","10.087","21.319","11.232"
680692,"Stiever, Jonathan","CWS",2020,2020,"All",0.0049183500570437865,,33,0,0,0,0,0,0,0,0,0.22004925028521896,-0.08686999999999996,"10.184909091","14.447272727","4.262363636",,,
605240,"Fry, Jace","CWS",2020,2020,"All",0.09803646491935092,0.309490529034925,104,0.009615384615384616,0,1,0,0,0,0,1,0.26097503920488163,0.1018699046186099,"10.353049505","12.321277228","1.968227723","11.283","25.191","13.908"
656257,"Brigham, Jeff","MIA",2020,2020,"All",0.005426953095684807,,4,0,0,0,0,0,0,0,0,0.09670476547842406,-0.030920000000000017,"10.78225","15.22675","4.4445",,,
675921,"Howard, Spencer","PHI",2020,2020,"All",0.07231471147772965,0.08441190385307476,164,0.006097560975609756,1,0,0,0,0,1,0,0.9582311764375224,-0.2651811640217221,"11.488","15.589006711","4.101006711","10.666","19.377","8.711"
