"player_id","player_name","team_name","start_year","end_year","key_target_base","runs_prevented_on_running_attr","n_pitcher_cs_aa","n_init","rate_sbx","n_sb","n_cs","n_pk","n_bk","n_fb","n_plus","n_minus","net_attr_plus","net_attr_minus","r_primary_lead","r_secondary_lead","r_sec_minus_prim_lead","r_primary_lead_sbx","r_secondary_lead_sbx","r_sec_minus_prim_lead_sbx"
571572,"Colón, Joe","CLE",2016,2016,"All",-0.18889381640074462,,73,0,0,0,0,1,0,1,0,-0.4365990820037225,-0.22572000000000011,"12.774","15.925685714","3.151685714",,,
460024,"Hochevar, Luke","KC",2016,2016,"All",-0.13301893951348875,-0.14214297660058978,249,0.020080321285140562,3,2,0,0,0,3,2,-1.3417380293773673,0.3007303696932994,"11.228878788","16.20404329","4.975164502","10.933","22.4134","11.4804"
544727,"Familia, Jeurys","NYM",2016,2016,"All",-0.2802050812530374,-0.2047797769101465,435,0.013793103448275862,6,0,0,0,0,6,0,-1.129097347262344,-0.12085691511237232,"13.085692875","17.146859951","4.061167076","11.535","24.437833333","12.902833333"
543901,"Weber, Ryan","ATL",2016,2016,"All",-0.129084331829791,-0.07106282662466731,154,0.01948051948051948,2,1,0,0,0,2,1,-1.2641509615062665,0.2749908010476951,"11.622155556","15.615237037","3.993081481","11.5355","22.118","10.5825"
542609,"Burgos, Enrique","AZ",2016,2016,"All",-0.37543458362898385,-0.25653829320559535,321,0.01557632398753894,5,0,0,1,0,6,0,-2.2878191830132932,0.182509451052615,"12.849207483","17.401153061","4.551945578","12.661","22.189","9.528"
608665,"Graveman, Kendall","OAK",2016,2016,"All",1.2415467555271833,0.521748606455113,887,0.009019165727170236,6,2,2,0,0,6,4,2.8978062589641205,1.4710788971874673,"10.776167325","14.97197365","4.195806324","10.792333333","21.303","10.510666667"
408241,"Peavy, Jake","SF",2016,2016,"All",0.09516030837447507,0.2570556854706549,706,0.0056657223796034,2,2,0,0,0,2,2,2.6861343217362155,-0.9823701243839296,"11.673880795","15.897688742","4.223807947","11.619","22.608333333","10.989333333"
489265,"Romo, Sergio","SF",2016,2016,"All",0.805968932197879,1.0594789867371641,156,0.03205128205128205,2,3,0,0,0,2,3,-0.5646559800071413,2.0420002848873473,"11.203716535","15.115251969","3.911535433","11.708666667","21.428","9.719333333"
502706,"Holland, Derek","TEX",2016,2016,"All",-0.2179906206534313,0.07777951010650846,633,0.009478672985781991,3,3,0,0,0,3,3,1.4010897872157433,-1.1071301735479557,"11.404005587","13.505823091","2.101817505","12.967333333","25.490166667","12.522833333"
502593,"Petricka, Jake","CWS",2016,2016,"All",-0.05125386178240453,-0.0913652954817496,67,0.014925373134328358,1,0,0,0,0,1,0,-0.3513727719365817,0.042268205788692774,"12.720307692","17.845184615","5.124876923","11.651","22.676","11.025"
533167,"Shoemaker, Matt","LAA",2016,2016,"All",-0.5299775497382054,-0.574285725518962,838,0.017899761336515514,11,4,1,0,0,11,5,-4.675947388316546,0.9004709509446761,"11.156173977","15.30624269","4.150068713","12.0512","23.3572","11.306"
571871,"Krol, Ian","ATL",2016,2016,"All",-0.3792480001459776,-0.6623721160736319,367,0.01634877384196185,5,1,0,0,0,5,1,-0.976252913140675,-0.4088831500396566,"10.96557047","13.509926174","2.544355705","13.0626","26.6242","13.5616"
605164,"Bundy, Dylan","BAL",2016,2016,"All",-0.6969986365014907,-0.6776806947951233,674,0.017804154302670624,6,6,0,0,0,6,6,-3.15838660134297,-0.14515848051754848,"12.270922581","16.978153226","4.707230645","12.1966","23.4901","11.2935"
541652,"Rondón, Bruce","DET",2016,2016,"All",-0.6498317770835262,-0.6153122205585716,181,0.027624309392265192,3,2,0,1,0,4,2,-3.9381582171307654,0.3062219252058347,"11.639959538","16.59100578","4.951046243","11.523","24.5334","13.0104"
594985,"Rowen, Ben","MIL",2016,2016,"All",-0.0001435187590983001,,31,0,0,0,0,0,0,0,0,0.21010740620450843,-0.09369999999999992,"11.324333333","13.817375","2.493041667",,,
518790,"Heston, Chris","SF",2016,2016,"All",0.06262048411863796,0.039794378129247576,42,0.023809523809523808,0,1,0,0,0,0,1,-0.2739111402639409,0.2608949159365026,"12.744108108","17.848162162","5.104054054","10.686","21.421","10.735"
429400,"Loewen, Adam","AZ",2016,2016,"All",-0.11707305727720677,-0.1754620616335977,37,0.02702702702702703,0,1,0,0,0,0,1,-0.6539485243620093,0.030481439100433563,"12.026486486","15.126702703","3.100216216","10.443","25.896","15.453"
594736,"Anderson, Cody","CLE",2016,2016,"All",0.4053630058239067,0.6632072602197676,313,0.003194888178913738,0,1,0,0,0,0,1,2.157668161954329,-0.05815694792657483,"11.447544776","14.849764925","3.402220149","17.895","26.277","8.382"
605218,"Edwards Jr., Carl","CHC",2016,2016,"All",0.10039285925329555,0.2072726492020959,182,0.005494505494505495,1,0,0,0,0,1,0,0.6342642664659385,-0.05879998675531595,"13.550567901","17.159080247","3.608512346","10.835","19.347","8.512"
519344,"Tepesch, Nick","LAD",2016,2016,"All",0.006561148969368673,,22,0,0,0,0,0,0,0,0,0.18384824484684334,-0.06712999999999997,"12.56815","16.46075","3.8926",,,
460283,"Blevins, Jerry","NYM",2016,2016,"All",-0.5124890825083415,-0.6104614344003577,267,0.011235955056179775,3,0,0,0,0,3,0,-0.5383058830768764,-0.8996175686510354,"11.367341772","14.637075949","3.269734177","13.613","28.857","15.244"
643338,"Green, Chad","NYY",2016,2016,"All",-0.09782067820743279,-0.004717113178373811,252,0.011904761904761904,2,1,0,0,0,2,1,-0.124890677156341,-0.16187231728036594,"12.380141026","17.222850427","4.842709402","11.5525","22.084","10.5315"
543334,"House, TJ","CLE",2016,2016,"All",-0.002492427241203642,,25,0,0,0,0,0,0,0,0,0.1066078637939818,-0.05292000000000001,"11.228190476","14.161428571","2.933238095",,,
497807,"Herrmann, Frank","PHI",2016,2016,"All",0.007572909658629793,,122,0,0,0,0,0,0,0,0,0.9094920482931486,-0.38738999999999973,"13.365351351","17.13572973","3.770378378",,,
543456,"Lobstein, Kyle","PIT",2016,2016,"All",-0.012603054605455105,,185,0,0,0,0,0,0,0,0,1.4157297269727258,-0.6572200000000001,"11.21232948","13.103861272","1.891531792",,,
433587,"Hernández, Félix","SEA",2016,2016,"All",-0.5021560497630726,-0.5234325312166721,845,0.01775147928994083,14,1,0,0,0,14,1,-3.9437521090980843,0.636876382347855,"11.827258503","16.918827211","5.091568707","11.482133333","22.3212","10.839066667"
572020,"Paxton, James","SEA",2016,2016,"All",-0.1837727478251317,-0.17602376814284545,595,0.005042016806722689,2,1,0,0,0,2,1,2.9243974790279768,-1.7081160969571711,"11.482417699","13.971378761","2.488961062","13.916333333","25.007666667","11.091333333"
572086,"Rodgers, Brady","HOU",2016,2016,"All",-0.01244703995393446,0.05536380093645993,70,0.014285714285714285,1,0,0,0,0,1,0,-0.1712531303546718,0.048452413593332674,"12.782942029","17.346826087","4.563884058","10.912","19.145","8.233"
542960,"Brach, Brad","BAL",2016,2016,"All",-0.5665973482198958,-0.5256492805800641,468,0.008547008547008548,3,1,0,1,0,4,1,-0.3356055371886099,-1.109947201738161,"12.098846512","16.757376744","4.658530233","11.745","25.30125","13.55625"
543521,"McHugh, Collin","HOU",2016,2016,"All",-0.15807826323496987,-0.3207184666503151,1093,0.0054894784995425435,3,3,0,0,0,3,3,4.041210680729788,-2.1473786652909483,"11.191773834","14.757014199","3.565240365","11.5098","21.2856","9.7758"
