Name,Team,Level,Age,W,L,ERA,G,GS,CG,ShO,SV,BS,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,PlayerId
"Caleb Thielbar","ATL","AAA",32,2,1,3.217021485480222,51,0,0,0,5,0,,78.1,319,75,29,28,7,16,0,2,3,0,94,"10078"
"Ryan Weber","BOS","AAA",28,1,5,4.5,16,16,1,0,0,0,,78,337,86,41,39,9,25,0,3,3,0,63,"10160"
"Erasmo Ramirez","BOS","AAA",29,6,8,4.739361894459903,27,24,1,0,0,0,,125.1,537,125,75,66,18,43,0,5,6,1,95,"10314"
"Brooks Pounders","CLE","AAA",28,3,3,4.313609710874485,43,1,0,0,1,0,,56.1,237,48,28,27,8,20,2,7,5,0,66,"10387"
"Hunter Cervenka","STL","AAA",29,2,2,2.7987802274024567,45,0,0,0,4,2,,54.2,225,38,20,17,2,28,0,3,6,0,68,"10510"
"Donn Roach","CHW","AAA",29,3,6,7.827731594292879,18,16,0,0,0,0,,79.1,382,127,77,69,16,26,0,2,3,0,53,"10620"
"Scott Copeland","WSN","AAA",31,6,5,6.218659168773202,31,19,0,0,0,1,,114.1,525,126,86,79,20,62,0,7,15,0,102,"10706"
"Drew Hutchison","NYY","AAA",28,11,6,5.276649414118451,25,23,0,0,0,0,,131.1,584,142,88,77,20,54,1,7,7,1,133,"10732"
"Mike Foltynewicz","ATL","AAA",27,5,1,3.8571432393203575,10,10,0,0,0,0,,51.1,217,49,24,22,1,17,0,2,2,0,45,"10811"
"Asher Wojciechowski","CLE","AAA",30,8,2,3.6141736625819965,15,15,0,0,0,0,,84.2,347,67,35,34,19,31,0,3,0,0,82,"10836"
"Chasen Shreve","STL","AAA",28,2,2,3.45,51,0,0,0,3,0,,60,245,45,25,23,6,26,0,3,3,0,68,"10855"
"Josh A. Smith","BOS","AAA",31,5,3,5.480198433768277,13,12,1,0,0,0,,67.1,296,82,44,41,9,20,0,3,2,0,70,"10946"
"Jake Buchanan","OAK","AAA",29,3,6,6.317307808166427,24,20,0,0,0,0,,104,474,133,80,73,24,36,0,11,1,0,74,"10962"
"Tim Adleman","DET","AAA",31,9,4,3.320388349514563,18,17,2,0,0,0,,103,418,84,41,38,14,34,0,3,8,1,109,"10968"
"Ryan O'Rourke","MIN","AAA",31,4,4,3.5357142857142856,43,2,0,0,2,1,,56,243,46,27,22,4,35,2,2,7,1,61,"10976"
"Ben Rowen","ATL","AAA",30,4,3,3.4763953051122973,31,6,0,0,0,0,,77.2,311,72,30,30,4,11,0,4,1,0,58,"10983"
"Tyler Lyons","PIT","AAA",31,4,3,3.218542517844538,38,0,0,0,3,2,,50.1,203,39,21,18,4,19,0,1,5,0,60,"11334"
"Sean Nolin","SEA","AAA",29,6,4,4.764706187830448,15,14,0,0,0,0,,79.1,336,78,43,42,13,26,0,3,4,0,74,"11341"
"Pat Dean","COL","AAA",30,3,13,7.544118493486123,18,17,0,0,0,0,,90.2,440,147,90,76,34,25,0,3,0,0,59,"11350"
"Zach Lee","NYM","AAA",27,4,3,6.991072381029453,16,13,0,0,0,0,,74.2,353,110,63,58,8,27,0,2,2,0,63,"11468"
"Parker Bridwell","LAA","AAA",27,6,6,8.120301683503538,22,12,0,0,1,1,,88.2,430,128,92,80,18,44,0,2,9,1,79,"11502"
"Dovydas Neverauskas","PIT","AAA",26,3,4,5.019230769230769,36,0,0,0,9,1,,52,225,51,30,29,8,22,2,1,2,0,73,"11604"
"Mike Kickham","MIA","AAA",30,5,5,4.2741315259384995,31,13,0,0,0,3,,86.1,383,89,46,41,10,36,1,4,5,1,84,"11618"
"Justin Grimm","LAD","AAA",30,6,4,5.23469428507702,52,0,0,0,1,1,,65.1,285,63,40,38,6,32,0,4,18,0,84,"11720"
"Justin Nicolino","CHW","AAA",27,8,7,6.118226744699402,24,22,1,0,0,0,,135.1,593,156,102,92,36,41,0,5,3,1,97,"11754"
"Enderson Franco","SFG","AAA",26,6,5,5.9734513274336285,26,22,0,0,0,0,,113,505,139,80,75,24,36,1,5,6,1,98,"11896"
"Domingo Tapia","BOS","AAA",27,5,4,5.181818181818182,44,1,0,0,2,4,,66,302,74,47,38,8,32,0,5,3,0,52,"12178"
"Seth Maness","TEX","AAA",30,8,4,5.384615384615385,21,21,0,0,0,0,,117,512,155,74,70,19,16,0,5,0,0,69,"12235"
"Colin Rea","CHC","AAA",28,14,4,3.9527027027027026,26,26,1,0,0,0,,148,626,142,74,65,17,60,3,2,3,0,120,"12317"
"Kevin Quackenbush","LAD","AAA",30,2,5,5.062499561093109,54,0,0,0,11,4,,58.2,253,59,34,33,9,16,1,3,2,0,85,"12360"
"Nick Tropeano","LAA","AAA",28,4,6,5.8744777375516035,17,15,0,0,0,0,,79.2,352,90,55,52,12,31,0,2,3,0,85,"12385"
"Drew Gagnon","NYM","AAA",29,6,5,2.3345867340072672,15,15,0,0,0,0,,88.2,362,78,29,23,12,17,1,5,6,0,72,"12545"
"Mike Wright Jr.","SEA","AAA",29,2,5,5.275862068965517,15,12,0,0,0,0,,58,251,61,35,34,4,17,0,2,2,0,56,"12586"
"Ryan Carpenter","DET","AAA",28,5,7,5.259740259740259,14,14,0,0,0,0,,77,334,77,45,45,11,26,0,8,1,0,76,"12699"
"Sean Gilmartin","BAL","AAA",29,3,3,3.9545454545454546,32,3,0,0,0,2,,66,270,54,32,29,8,23,0,3,4,0,74,"12781"
"Burch Smith","MIL","AAA",29,7,4,2.6317690980419117,18,17,0,0,0,0,,92.1,384,65,34,27,7,46,0,8,3,1,103,"12784"
"James Pazos","COL","AAA",28,1,4,8.415584936735533,46,0,0,0,3,0,,51.1,257,77,51,48,8,30,4,3,3,0,46,"13323"
"Hoby Milner","TBR","AAA",28,3,3,3.064864612075013,50,0,0,0,12,3,,61.2,243,47,25,21,7,13,3,2,2,0,89,"13346"
"R.J. Alvarez","MIA","AAA",28,2,8,4.695651728882241,50,0,0,0,15,6,,53.2,234,46,36,28,12,28,3,6,6,1,65,"13401"
"Matt Koch","ARI","AAA",28,5,10,7.38,21,17,0,0,0,0,,100,464,135,86,82,21,30,0,2,4,0,81,"13420"
"Drew VerHagen","DET","AAA",28,4,2,4.415094339622642,11,11,0,0,0,0,,53,233,61,29,26,5,13,0,4,0,0,51,"13424"
"Lucas Sims","CIN","AAA",25,5,0,4.556962025316456,16,16,0,0,0,0,,79,340,69,43,40,9,36,0,6,1,0,102,"13470"
"Steven Okert","SFG","AAA",27,8,2,5.306357913476323,50,4,0,0,0,2,,57.2,257,64,44,34,14,18,4,3,2,0,75,"13580"
"Shawn Morimando","TOR","AAA",26,2,5,6.014218444406117,16,14,0,0,0,0,,70.1,319,78,50,47,13,33,0,6,4,0,76,"13606"
"Josh D. Smith","CLE","AAA",29,8,1,2.7341769511377887,41,0,0,0,6,1,,52.2,220,32,17,16,7,24,2,5,5,0,74,"13629"
"Tayler Scott","BAL","AAA",27,3,2,4.588235294117647,33,0,0,0,7,3,,51,213,43,26,26,4,22,1,2,7,1,68,"13652"
"Corey Oswalt","NYM","AAA",25,10,4,2.907692648983606,16,16,1,0,0,0,,86.2,352,84,35,28,9,15,0,2,1,1,79,"13677"
"Ryan Merritt","TBR","AAA",27,4,4,7.038461538461538,27,11,0,0,0,0,,78,374,115,65,61,19,23,1,6,3,1,64,"13688"
"Sal Romano","CIN","AAA",25,4,8,4.283654160400842,43,5,0,0,1,3,,69.1,300,72,38,33,6,26,2,3,8,1,76,"13690"
"Jake Faria","TBR","AAA",25,7,3,3.8762371479536477,29,7,0,0,1,1,,67.1,284,63,31,29,9,31,0,0,2,0,82,"13699"
"Joey Krehbiel","ARI","AAA",26,1,4,7.694301126454497,51,0,0,0,1,3,,64.1,315,73,62,55,16,45,1,5,3,0,67,"13707"
"Walker Lockett","NYM","AAA",25,3,3,3.6610169491525424,11,10,0,0,0,0,,59,261,75,29,24,5,11,1,2,2,0,39,"13804"
"Alec Mills","CHC","AAA",27,6,4,5.105769230769231,19,18,0,0,0,0,,104,447,116,62,59,17,30,1,2,2,0,96,"13834"
"Paul Sewald","NYM","AAA",29,3,3,3.3529411764705883,41,0,0,0,3,1,,51,217,56,23,19,6,15,1,4,3,0,52,"13892"
"Chris Flexen","NYM","AAA",24,5,3,4.461864983751327,26,14,0,0,0,0,,78.2,345,94,41,39,11,21,0,2,2,1,92,"13896"
"Dietrich Enns","SDP","AAA",28,11,11,6.700729927007299,28,25,0,0,0,0,,137,635,182,108,102,37,56,0,2,6,0,105,"13932"
"Tim Peterson","NYM","AAA",28,2,6,2.9454545454545453,41,0,0,0,9,2,,55,216,42,19,18,7,13,1,1,2,0,54,"13946"
"Ryan Garton","SEA","AAA",29,4,2,3.9948982701903573,39,1,0,0,1,3,,65.1,277,57,33,29,9,30,0,0,3,0,77,"14016"
"Chris Mazza","NYM","AAA",29,3,3,3.6710526315789473,14,13,0,0,0,0,,76,301,65,33,31,6,18,0,3,3,0,62,"14151"
"Kyle Zimmer","KCR","AAA",27,2,4,4.333333333333333,37,12,0,0,1,3,,54,237,46,30,26,6,33,2,1,2,0,52,"14169"
"Williams Jerez","SFG","AAA",27,4,4,3.857142857142857,47,0,0,0,2,4,,56,235,46,33,24,6,16,0,3,6,1,61,"14338"
"Ty Blach","SFG","AAA",28,3,5,6.539792603350596,19,17,0,0,0,0,,96.1,448,138,75,70,15,27,0,2,5,0,70,"14361"
"Jackson Stephens","CIN","AAA",25,8,4,5.142857142857143,47,2,0,0,0,2,,84,375,93,54,48,6,37,1,4,1,0,80,"14420"
"Daniel Camarena","NYY","AAA",26,4,8,6.270967934853583,18,16,0,0,0,0,,103.1,447,126,77,72,22,22,1,3,3,0,94,"14467"
"Dakota Bacus","WSN","AAA",28,5,5,3.5783135819321212,46,0,0,0,9,2,,55.1,245,50,28,22,3,28,3,3,4,1,52,"14545"
"Chi Chi Gonzalez","COL","AAA",27,4,5,6.103448275862069,16,15,0,0,0,0,,87,396,105,64,59,15,36,0,6,3,0,76,"14663"
"Duane Underwood Jr.","CHC","AAA",24,3,7,5.069388386552882,33,10,0,0,0,0,,81.2,369,84,55,46,8,41,2,3,6,0,95,"14677"
"Andres Machado","KCR","AAA",26,3,2,2.8928575369777048,44,0,0,0,3,2,,74.2,321,61,29,24,12,33,2,5,2,0,65,"14681"
"Paul Blackburn","OAK","AAA",25,11,3,4.341708875624221,24,22,0,0,0,0,,132.2,539,133,70,64,18,34,0,3,4,0,92,"14739"
"Wes Parsons","ATL","AAA",26,2,3,2.858823272810698,27,0,0,0,4,0,,56.2,240,58,24,18,1,21,0,4,3,0,54,"14764"
"Ryan Eades","MIN","AAA",27,4,3,5.331209336963299,31,2,0,0,3,3,,52.1,228,61,32,31,7,17,0,0,3,0,64,"14808"
"Dylan Covey","CHW","AAA",27,2,1,2.823529411764706,13,11,0,0,0,0,,51,217,59,19,16,6,9,0,1,4,0,46,"14825"
"Taylor Williams","MIL","AAA",27,3,3,2.8333333333333335,46,0,0,0,6,3,,54,225,40,24,17,8,21,2,4,2,0,57,"14899"
