Name,Team,Level,Age,IP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA,FIP,E-F,xFIP,PlayerId
"Erasmo Ramirez","TBR","AAA",34,53,10.867924528301886,2.547169811320755,4.26666667,1.1886792452830188,0.28828829,0.06756757,0.22072072,0.24390244,1.2264150943396226,0.32089552,0.8041958,3.2264150943396226,3.83320049249901,-0.6067853981593876,3.809732464237034,"10314"
"Michael Mariot","SEA","AAA",35,126.1,7.195250949316138,2.3509235774993322,3.06060606,1.4960422765904842,0.18669131,0.06099815,0.12569316,0.27254509,1.3377309245703273,0.30503979,0.62584118,5.8416888895437955,5.394024200363635,0.44766468918016056,5.683362214431353,"10835"
"Casey Lawrence","SEA","AAA",36,165,5.890909090909091,2.618181818181818,2.25,1.8545454545454545,0.14855571,0.06602476,0.08253095,0.29525223,1.496969696969697,0.31015038,0.68982387,5.945454545454545,6.167990716298421,-0.22253617084387578,5.3983891096982095,"11121"
"David Buchanan","CIN","AAA",35,117,6.769231541700783,2.8461541709423748,2.37837838,1.153846285517179,0.17120623,0.07198444,0.09922179,0.29746835,1.5213676949782065,0.33962264,0.7,5.153846741976733,4.7570838727093605,0.3967628692673726,4.547996409140131,"11176"
"Aaron Sanchez","TOR","AAA",31,61.1,6.016304846747427,5.722826561540235,1.05128205,1.9076088538467453,0.14041096,0.13356164,0.00684932,0.26122449,1.679347965352263,0.26701571,0.54956897,7.923913700594173,7.286441161727209,0.6374725388669633,6.491984040944871,"11490"
"Aaron Brooks","OAK","AAA",34,67.2,6.650247305169663,2.1280791376542925,3.125,0.5320197844135731,0.16722408,0.05351171,0.11371238,0.29642857,1.463054407137326,0.34955752,0.58091286,4.921183005825551,3.9676623290684816,0.9535206767570692,4.598501987847331,"12272"
"Ryan Carpenter","SDP","AAA",33,59,6.711864406779661,4.728813559322034,1.41935484,2.8983050847457625,0.15658363,0.11032028,0.04626335,0.32793522,1.8983050847457628,0.33695652,0.63348416,8.847457627118644,8.258386196524409,0.5890714305942346,6.078022012064013,"12699"
"Jesse Hahn","LAD","AAA",34,50.1,9.655627553533614,6.615892953347107,1.45945946,0.3576158353160598,0.25116279,0.17209302,0.07906977,0.19653179,1.4105957948577914,0.27350427,0.69672131,4.291390023792718,4.70882942484879,-0.4174394010560718,5.024340061277746,"13287"
"Adrian Sampson","TEX","AAA",32,137.1,7.864077087396634,3.014562883502043,2.60869565,1.2451455388378003,0.18838305,0.0722135,0.11616955,0.30051813,1.601941628914129,0.35227273,0.6134372,5.635921912634254,5.152618450389895,0.4833034622443595,5.250109187273244,"13339"
"Luis Cessa","PIT","AAA",32,102.2,6.7500006688106255,3.7694808929721675,1.79069767,1.3149351952228492,0.17264574,0.09641256,0.07623318,0.26368159,1.4512988450978113,0.29354839,0.6124031,4.733766702802257,5.254114651129101,-0.5203479483268438,4.99835143420266,"13345"
"Matt Koch","COL","AAA",33,54,6.333333333333333,1.3333333333333333,4.75,1.6666666666666667,0.15767635,0.03319502,0.12448133,0.3173913,1.5,0.34615385,0.67142857,4.833333333333333,5.4457684940762,-0.6124351607428666,5.196465029539885,"13420"
"Connor Sadzeck","PIT","AAA",32,63.2,9.471203431837198,5.937172300554661,1.5952381,0.42408373575390435,0.21682848,0.13592233,0.08090615,0.26070039,1.7120417480435397,0.34224599,0.69686411,4.664921093292948,4.5271646558060485,0.13775643748689959,5.211599663042639,"13483"
"Carl Edwards Jr.","CHC","AAA",32,65,9.138461270304129,5.676922910340444,1.6097561,1.1076922751883793,0.22996516,0.14285714,0.08710801,0.25609756,1.5999999530498812,0.31976744,0.75431034,4.015384497557875,5.196763141257672,-1.181378643699797,5.157210969399828,"13607"
"Joey Krehbiel","SEA","AAA",31,58,8.53448275862069,3.8793103448275863,2.2,0.7758620689655172,0.22821577,0.10373444,0.12448133,0.19069767,1.1379310344827587,0.23225806,0.66666667,3.2586206896551726,4.403622900206467,-1.1450022105512945,4.7898851361768005,"13707"
"Kyle Barraclough","TEX","AAA",34,55.1,10.897591363156915,5.692771607619284,1.91428571,0.4879518520816529,0.27125506,0.1417004,0.12955466,0.21153846,1.4277109746092806,0.29710145,0.73604061,3.7409641992926725,4.232247780957546,-0.4912835816648733,5.4031752048991395,"13713"
"Chad Kuhl","CHW","AAA",31,56,6.75,5.303571428571429,1.27272727,0.8035714285714286,0.17283951,0.13580247,0.03703704,0.24757282,1.5,0.28930818,0.71604938,4.339285714285714,5.211906691959927,-0.8726209776742122,5.4295911075281245,"14975"
"Alan Busenitz","CIN","AAA",33,66.1,8.140704141795414,2.984924851991652,2.72727273,0.8140704141795414,0.21582734,0.07913669,0.13669065,0.2519685,1.2964825114711214,0.30851064,0.66582915,4.070352070897707,4.021310890313639,0.04904118058406759,4.496223850737451,"15239"
"Nick Wittgren","MIN","AAA",33,52,8.307692307692308,2.076923076923077,4,2.423076923076923,0.21052632,0.05263158,0.15789474,0.28037383,1.3846153846153846,0.30263158,0.68014706,5.884615384615385,6.030588010641245,-0.14597262602586003,4.739971259924082,"15594"
"Brad Keller","CHW","AAA",28,68.2,7.864077087396634,3.014562883502043,2.60869565,0.3932038543698317,0.21126761,0.08098592,0.13028169,0.23076923,1.2087377745442973,0.2893401,0.68922306,3.276698786415264,3.4379815976461727,-0.1612828112309086,4.2294345819664905,"15734"
"Paul Fry","SDP","AAA",31,73.2,6.963801866598948,3.665158877157341,1.9,0.7330317754314682,0.17484663,0.09202454,0.08282209,0.29351536,1.5746608509268576,0.34782609,0.69620253,4.764706540304544,4.689861120968468,0.07484541933607591,4.570325461950253,"15832"
"Adam Plutko","MIN","AAA",32,60,7.35,2.1,3.5,1.2,0.20081967,0.05737705,0.14344262,0.22608696,1.1,0.25433526,0.67518248,4.35,4.369049549102783,-0.01904954910278356,5.238645856330792,"15846"
"Wander Suero","HOU","AAA",32,67.2,9.443351173340922,4.389163221411978,2.15151515,1.0640395688271462,0.24825175,0.11538462,0.13286713,0.19433198,1.1970445149305393,0.23809524,0.85751979,2.6600989220678652,5.002145243205985,-2.3420463211381195,5.860176672097461,"15855"
"Brady Feigl","PIT","AAA",33,60,10.2,2.25,4.53333333,1.35,0.27530364,0.06072874,0.2145749,0.25327511,1.2166666666666666,0.32236842,0.77287066,4.05,4.152382882436116,-0.1023828824361166,3.668400725970666,"15968"
"Chris Ellis","ARI","AAA",31,64.1,6.1554409011635975,6.295337285280952,0.97777778,1.9585493776429628,0.14193548,0.14516129,-0.00322581,0.29277567,1.8963732069241386,0.30731707,0.55555556,9.093264967628041,7.487507412696011,1.6057575549320307,6.809607079358646,"16125"
"John Curtiss","COL","AAA",31,50,7.38,2.7,2.73333333,0.72,0.19069767,0.06976744,0.12093023,0.25628141,1.32,0.30519481,0.6514658,3.96,4.194657382965088,-0.23465738296508842,5.631081657409668,"16128"
