Name,Team,Level,Age,W,L,ERA,G,GS,CG,ShO,SV,BS,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,PlayerId
"Erasmo Ramirez","TBR","AAA",34,3,4,3.2264150943396226,37,0,0,0,4,1,,53,222,50,21,19,7,15,1,2,4,0,64,"10314"
"Michael Mariot","SEA","AAA",35,9,7,5.8416888895437955,28,25,0,0,0,0,,126.1,541,136,85,82,21,33,0,9,4,2,101,"10835"
"Casey Lawrence","SEA","AAA",36,11,11,5.945454545454545,29,29,1,0,0,0,,165,727,199,111,109,34,48,0,5,1,1,108,"11121"
"David Buchanan","CIN","AAA",35,10,3,5.153846741976733,25,18,0,0,0,0,,117,514,141,69,67,15,37,0,3,0,0,88,"11176"
"Aaron Sanchez","TOR","AAA",31,3,6,7.923913700594173,14,14,0,0,0,0,,61.1,292,64,60,54,13,39,0,8,1,0,41,"11490"
"Aaron Brooks","OAK","AAA",34,2,9,4.921183005825551,15,9,0,0,0,0,,67.2,299,83,46,37,4,16,0,3,2,0,50,"12272"
"Ryan Carpenter","SDP","AAA",33,2,6,8.847457627118644,14,14,0,0,0,0,,59,281,81,59,58,19,31,0,3,3,1,44,"12699"
"Jesse Hahn","LAD","AAA",34,5,1,4.291390023792718,43,2,0,0,1,1,,50.1,215,34,25,24,2,37,1,5,4,0,54,"13287"
"Adrian Sampson","TEX","AAA",32,8,10,5.635921912634254,28,27,0,0,0,1,,137.1,637,174,106,86,19,46,0,12,6,1,120,"13339"
"Luis Cessa","PIT","AAA",32,4,7,4.733766702802257,26,23,0,0,0,0,,102.2,446,106,71,54,15,43,0,1,5,0,77,"13345"
"Matt Koch","COL","AAA",33,6,5,4.833333333333333,49,0,0,0,5,7,,54,241,73,37,29,10,8,1,3,2,1,38,"13420"
"Connor Sadzeck","PIT","AAA",32,4,3,4.664921093292948,49,0,0,0,9,1,,63.2,309,67,39,33,3,42,2,10,4,3,67,"13483"
"Carl Edwards Jr.","CHC","AAA",32,3,6,4.015384497557875,29,9,0,0,7,1,,65,287,63,34,29,8,41,0,0,3,0,66,"13607"
"Joey Krehbiel","SEA","AAA",31,5,3,3.2586206896551726,54,0,0,0,10,2,,58,241,41,27,21,5,25,1,1,1,0,55,"13707"
"Kyle Barraclough","TEX","AAA",34,1,4,3.7409641992926725,31,4,0,0,4,0,,55.1,247,44,25,23,3,35,1,4,2,0,67,"13713"
"Chad Kuhl","CHW","AAA",31,1,3,4.339285714285714,13,11,0,0,0,1,,56,243,51,30,27,5,33,0,4,5,0,42,"14975"
"Alan Busenitz","CIN","AAA",33,5,4,4.070352070897707,49,2,0,0,3,5,,66.1,278,64,35,30,6,22,1,2,2,0,60,"15239"
"Nick Wittgren","MIN","AAA",33,1,2,5.884615384615385,35,0,0,0,2,2,,52,228,60,37,34,14,12,0,2,2,0,48,"15594"
"Brad Keller","CHW","AAA",28,4,4,3.276698786415264,16,13,0,0,0,0,,68.2,284,60,29,25,3,23,0,1,6,0,60,"15734"
"Paul Fry","SDP","AAA",31,4,4,4.764706540304544,51,0,0,0,1,3,,73.2,326,86,42,39,6,30,2,3,5,0,57,"15832"
"Adam Plutko","MIN","AAA",32,6,2,4.35,13,12,1,0,0,0,,60,244,52,29,29,8,14,0,0,0,0,49,"15846"
"Wander Suero","HOU","AAA",32,7,1,2.6600989220678652,67,0,0,0,37,2,,67.2,286,48,22,20,8,33,1,6,1,0,71,"15855"
"Brady Feigl","PIT","AAA",33,7,2,4.05,39,1,0,0,2,2,,60,247,58,27,27,9,15,2,3,1,0,68,"15968"
"Chris Ellis","ARI","AAA",31,2,7,9.093264967628041,15,15,0,0,0,0,,64.1,310,77,66,65,14,45,0,2,2,1,44,"16125"
"John Curtiss","COL","AAA",31,2,5,3.96,43,0,0,0,6,4,,50,215,51,27,22,4,15,3,1,3,0,41,"16128"
"Brandon Leibrandt","CIN","AAA",31,3,4,4.4103591019660495,17,17,0,0,0,0,,83.2,352,81,43,41,15,21,0,2,3,1,80,"16135"
"Ricardo Pinto","PHI","AAA",30,4,1,5.272189825131553,16,6,1,0,0,0,,56.1,258,67,36,33,8,28,0,2,4,2,40,"16318"
"Yonny Chirinos","MIA","AAA",30,10,6,3.659638890612397,21,21,0,0,0,0,,110.2,473,108,51,45,11,37,0,4,3,0,92,"16401"
"Scott Blewett","MIN","AAA",28,5,2,3.7865850135445003,38,3,0,0,1,2,,54.2,238,58,28,23,3,17,1,2,3,0,54,"16427"
"Conner Greene","HOU","AAA",29,6,3,4.682080511890874,34,5,0,0,0,0,,57.2,256,55,35,30,7,32,0,2,2,1,59,"16455"
"Touki Toussaint","CHW","AAA",28,3,3,6.018072842340386,19,10,0,0,0,0,,55.1,264,59,39,37,5,43,0,5,2,2,58,"16929"
