Name,Team,Level,Age,IP,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches,PlayerId
"Robbie Erlin","LAD","AAA",32,78.2,0.33606557,1.184782608,0.223938223,0.42084942,0.355212355,0.206521739,0.206521739,0.51136364,0.23484848,0.25378788,0.10100287,545,851,1396,"10354"
"Drew Hutchison","PHI","AAA",32,110.1,0.28980892,1.37735849,0.222222222,0.450617283,0.327160493,0.16981132,0.122641509,0.40797546,0.2791411,0.31288344,0.09132653,819,1141,1960,"10732"
"Michael Mariot","CIN","AAA",34,51.1,0.30263158,0.777777777,0.224242424,0.339393939,0.436363636,0.263888888,0.180555555,0.44848485,0.26060606,0.29090909,0.10508083,359,507,866,"10835"
"Casey Lawrence","STL","AAA",35,104,0.30868167,1.256880733,0.236024844,0.425465838,0.338509316,0.201834862,0.165137614,0.47112462,0.24924012,0.27963526,0.10398614,619,1112,1731,"11121"
"Zach Neal","OAK","AAA",34,74.1,0.29875519,1.010526315,0.242063492,0.38095238,0.376984126,0.210526315,0.189473684,0.49420849,0.23552124,0.27027027,0.109375,381,771,1152,"11294"
"Aaron Sanchez","MIN","AAA",30,89.1,0.31111111,1.471910112,0.211469534,0.46953405,0.318996415,0.123595505,0.146067415,0.43816254,0.25795053,0.30388693,0.08277946,706,949,1655,"11490"
"Jose Urena","CHW","AAA",31,88.1,0.31481481,1.268817204,0.251773049,0.418439716,0.329787234,0.301075268,0.182795698,0.49824561,0.21403509,0.2877193,0.12979153,555,932,1487,"11589"
"Angel Sanchez","SDP","AAA",33,52.2,0.33766234,1.695652173,0.210191082,0.496815286,0.29299363,0.195652173,0.195652173,0.4601227,0.23312883,0.30674847,0.11183496,373,548,921,"11776"
"Matt Andriese","LAD","AAA",33,93.2,0.3447099,1.269230769,0.226229508,0.432786885,0.340983606,0.163461538,0.201923076,0.45686901,0.25878594,0.28434505,0.08665402,577,1004,1581,"12022"
"Aaron Brooks","SDP","AAA",33,63.2,0.31658291,1.428571428,0.257281553,0.436893203,0.305825242,0.111111111,0.158730158,0.39712919,0.26315789,0.33971292,0.11552347,390,718,1108,"12272"
"Jacob Barnes","TEX","AAA",33,51,0.28476821,1.326923076,0.182432432,0.466216216,0.351351351,0.23076923,0.038461538,0.41830065,0.2745098,0.30718954,0.1509009,333,555,888,"12323"
"Jerad Eickhoff","CLE","AAA",32,67.2,0.31221719,1.057471264,0.235042735,0.393162393,0.371794871,0.103448275,0.16091954,0.5106383,0.27659574,0.21276596,0.08076603,482,719,1201,"12664"
"Matt Wisler","DET","AAA",30,62.2,0.32926829,1.13559322,0.240963855,0.403614457,0.355421686,0.322033898,0.118644067,0.49132948,0.24855491,0.26011561,0.12533333,411,714,1125,"12804"
"Daniel Norris","CLE","AAA",30,67.2,0.32828283,1.46031746,0.243902439,0.448780487,0.307317073,0.063492063,0.206349206,0.44339623,0.27358491,0.28301887,0.10225303,426,728,1154,"13475"
"Matt Bowman","NYY","AAA",32,58.2,0.28571429,1.909090909,0.209876543,0.518518518,0.271604938,0.159090909,0.113636363,0.45454545,0.24848485,0.2969697,0.09921415,401,617,1018,"13528"
"Richard Rodriguez","MIA","AAA",33,63.2,0.28855721,1.333333333,0.272277227,0.415841584,0.311881188,0.111111111,0.079365079,0.46601942,0.23300971,0.30097087,0.09444985,384,643,1027,"13549"
"Jake Faria","BOS","AAA",29,60.2,0.28248588,1.234375,0.218579234,0.431693989,0.349726775,0.25,0.15625,0.40425532,0.23404255,0.36170213,0.10502283,462,633,1095,"13699"
"Kyle Barraclough","BOS","AAA",33,74,0.23243243,0.883116883,0.240837696,0.356020942,0.403141361,0.194805194,0.116883116,0.32820513,0.30769231,0.36410256,0.11622074,480,716,1196,"13713"
