Name,Team,Level,Age,W,L,ERA,G,GS,CG,ShO,SV,BS,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,PlayerId
"Drew Gagnon","MIL","AAA",26,2,1,5.5636363636363635,31,4,0,0,0,1,,55,238,60,38,34,4,21,2,1,7,1,48,"12545"
"Adam Morgan","PHI","AAA",26,6,1,3.0397354065078237,8,7,0,0,0,0,,50.1,201,43,19,17,4,10,0,2,1,0,52,"12580"
"Mike Wright Jr.","BAL","AAA",26,4,4,3.065502387667486,13,13,0,0,0,0,,76.1,306,72,30,26,8,14,0,1,2,0,48,"12586"
"Roenis Elias","BOS","AAA",27,10,5,3.6,21,19,1,0,0,0,,125,533,115,56,50,10,57,0,6,2,1,113,"12673"
"Phil Klein","TEX","AAA",27,5,1,1.9615385095043307,22,11,0,0,0,1,,78,308,58,20,17,6,18,1,5,5,0,88,"12675"
"Ryan Carpenter","COL","AAA",25,2,3,7.470874893169943,26,8,0,0,0,1,,68.2,326,102,59,57,16,25,1,2,3,2,68,"12699"
"Nick Martinez","TEX","AAA",25,7,6,3.909090909090909,18,16,0,0,0,0,,99,415,109,47,43,7,17,0,6,2,0,67,"12730"
"Rafael Montero","NYM","AAA",25,4,6,7.2,16,16,0,0,0,0,,80,385,111,70,64,12,40,3,0,3,1,68,"12760"
"Sam Gaviglio","SEA","AAA",26,3,2,3.7142857142857144,10,9,1,1,0,0,,63,259,59,29,26,7,14,0,1,2,0,50,"12778"
"Sean Gilmartin","NYM","AAA",26,9,7,4.863354267729494,19,18,1,0,0,0,,107.1,469,122,63,58,12,31,0,0,6,0,94,"12781"
"Chris Reed","MIA","AAA",26,3,4,3.7800005767823146,20,9,0,0,0,0,,66.2,282,54,31,28,9,27,0,6,4,0,54,"12801"
"Mike Clevinger","CLE","AAA",25,11,1,3,17,17,1,0,0,0,,93,380,78,32,31,8,35,0,1,8,0,97,"12808"
"Joel De La Cruz","ATL","AAA",27,1,3,4.682080511890874,21,5,0,0,0,1,,57.2,249,62,32,30,5,24,2,5,2,1,44,"12825"
"Gabriel Ynoa","NYM","AAA",23,12,5,3.9654425032058285,25,25,0,0,0,0,,154.1,656,170,77,68,15,40,0,6,2,1,78,"12938"
"Joe Musgrove","HOU","AAA",23,5,3,3.8135593220338984,10,10,0,0,0,0,,59,237,60,26,25,8,7,0,1,1,0,57,"12970"
"Robby Scott","BOS","AAA",26,4,3,2.5384615384615383,32,6,0,0,0,0,,78,300,57,22,22,9,14,0,4,3,0,73,"13042"
"Jason Wheeler","MIN","AAA",25,11,6,3.5298162666939366,24,24,1,0,0,0,,145.1,607,137,60,57,13,37,0,3,5,0,113,"13128"
"Henry Owens","BOS","AAA",23,10,7,3.5302666046856825,24,24,1,1,0,0,,137.2,595,107,60,54,13,81,0,13,3,0,135,"13143"
"Frank Garces","SDP","AAA",26,6,8,4.4081634614088525,37,18,0,0,1,1,,114.1,509,129,63,56,16,39,0,2,4,0,98,"13144"
"Adalberto Mejia","SFG","AAA",23,6,3,4.029850631547312,11,11,0,0,0,0,,67,280,70,30,30,8,14,0,1,0,1,68,"13188"
"Warwick Saupold","DET","AAA",26,7,2,2.3004485879016134,18,11,1,0,0,0,,74.1,297,64,20,19,3,22,1,2,3,0,50,"13211"
"Jesse Hahn","OAK","AAA",26,1,7,4.320000659179788,15,15,0,0,0,0,,66.2,301,72,36,32,4,34,0,3,3,0,46,"13287"
"Pedro Beato","BAL","AAA",29,5,5,2.6470588235294117,65,0,0,0,4,3,,68,284,59,29,20,6,24,1,2,4,0,62,"1330"
"Jordan Jankowski","HOU","AAA",27,2,3,3.767442395224268,51,2,0,0,5,2,,71.2,299,54,32,30,6,31,3,3,10,0,103,"13313"
"Curtis Partch","PIT","AAA",29,2,2,2.237569249406614,42,0,0,0,4,2,,60.1,243,41,17,15,1,30,1,1,5,0,60,"1333"
"William Cuevas","BOS","AAA",25,6,8,4.190839694656488,25,18,1,0,0,1,,131,567,134,71,61,18,45,0,5,4,0,85,"13331"
"Adrian Sampson","SEA","AAA",24,7,4,3.2489628613080455,13,13,0,0,0,0,,80.1,324,81,30,29,5,12,0,1,1,0,61,"13339"
"Luis Cessa","NYY","AAA",24,6,3,3.0258622679784226,15,14,1,1,0,1,,77.1,309,66,33,26,8,23,0,0,3,0,69,"13345"
"Brady Rodgers","HOU","AAA",25,12,4,2.8636363636363638,22,22,2,1,0,0,,132,530,129,46,42,7,23,1,1,0,0,116,"13393"
"Dylan Floro","TBR","AAA",25,1,2,2.88,32,0,0,0,7,2,,50,207,53,21,16,6,9,0,1,1,0,40,"13394"
"Damien Magnifico","MIL","AAA",25,6,7,4.064516129032258,52,0,0,0,18,3,,62,272,57,32,28,2,33,0,1,16,0,61,"13395"
"Felix Pena","CHC","AAA",26,3,4,3.4105265896868726,36,0,0,0,3,2,,63.1,256,46,24,24,4,23,3,2,1,0,81,"13403"
"Chris Beck","CHW","AAA",25,5,4,4.206030473260964,22,7,0,0,0,1,,66.1,290,77,32,31,5,25,4,3,1,1,50,"13418"
"Pierce Johnson","CHC","AAA",25,4,6,6.142857142857143,22,11,0,0,0,0,,63,288,60,44,43,8,43,0,5,3,2,75,"13435"
"Eddie Butler","COL","AAA",25,8,3,4.449438202247191,15,15,1,1,0,0,,89,380,93,47,44,9,26,0,0,4,0,35,"13453"
"Lucas Sims","ATL","AAA",22,2,6,7.56,11,10,0,0,0,0,,50,241,56,44,42,12,37,0,2,9,0,58,"13470"
"Daniel Norris","DET","AAA",23,5,7,4.540909405858085,14,14,0,0,0,0,,73.1,320,78,40,37,2,28,1,1,6,0,77,"13475"
"Blake Snell","TBR","AAA",23,3,5,3.2857142857142856,12,12,0,0,0,0,,63,270,56,23,23,4,28,0,2,6,0,90,"13543"
"Richard Rodriguez","BAL","AAA",26,6,2,2.534694193276441,48,2,0,0,2,0,,81.2,333,65,23,23,5,25,3,5,4,1,81,"13549"
"Justin Haley","BOS","AAA",25,8,6,3.5859377137385438,15,14,1,1,0,0,,85.1,338,70,34,34,8,26,1,2,1,0,67,"13572"
"Robert Stephenson","CIN","AAA",23,8,9,4.412195450364681,24,24,1,0,0,0,,136.2,591,115,72,67,17,71,0,3,5,0,120,"13594"
"Shawn Morimando","CLE","AAA",23,5,2,3.5084745762711864,11,11,0,0,0,0,,59,253,64,26,23,5,21,0,2,1,0,46,"13606"
"Jharel Cotton","OAK","AAA",24,11,6,4.312039635363652,28,22,2,2,0,1,,135.2,550,108,71,65,20,39,1,0,12,0,155,"13654"
"John Gant","ATL","AAA",23,3,3,4.178571428571429,12,10,0,0,0,0,,56,245,58,29,26,5,22,0,0,7,0,57,"13684"
"Ryan Merritt","CLE","AAA",24,11,8,3.704650899867504,24,24,2,1,0,0,,143.1,596,156,67,59,15,23,0,6,2,0,92,"13688"
"Jake Faria","TBR","AAA",22,4,4,3.7241384908950117,13,13,0,0,0,0,,67.2,276,46,31,28,7,32,0,1,1,0,64,"13699"
"Michael Roth","TEX","AAA",26,11,5,2.972476856163315,28,23,1,1,0,0,,145.1,591,136,50,48,9,42,0,5,1,0,94,"13736"
"Chris Stratton","SFG","AAA",25,12,6,3.8673743183631246,21,20,1,0,0,0,,125.2,526,120,57,54,6,39,1,4,6,0,103,"13761"
"Zach Eflin","PHI","AAA",22,5,2,2.8975611912842685,11,11,0,0,0,0,,68.1,263,49,24,22,2,11,0,3,4,0,55,"13774"
"Alec Mills","KCR","AAA",24,4,3,4.189655172413793,12,11,0,0,0,0,,58,250,62,29,27,8,19,1,2,3,1,54,"13834"
"Paul Sewald","NYM","AAA",26,5,3,3.2893406110797416,56,0,0,0,19,4,,65.2,278,58,31,24,9,21,2,1,6,0,80,"13892"
"Dietrich Enns","NYY","AAA",25,7,2,1.523076923076923,14,10,0,0,1,0,,65,255,47,13,11,3,26,0,2,1,0,50,"13932"
"Brent Suter","MIL","AAA",26,6,6,3.496988273251846,26,15,0,0,2,0,,110.2,453,129,45,43,5,14,0,3,0,0,75,"13942"
"Mike Hauschild","HOU","AAA",26,9,10,3.2219572752418446,24,24,0,0,0,0,,139.2,585,138,64,50,7,40,1,5,11,0,119,"14033"
"Miguel Almonte","KCR","AAA",23,3,7,5.55,21,12,0,0,0,0,,60,280,63,43,37,5,42,1,3,5,2,57,"14139"
"Jose Berrios","MIN","AAA",22,10,5,2.505988138438157,17,17,1,0,0,0,,111.1,432,74,39,31,8,36,0,3,3,0,125,"14168"
"Josh Hader","MIL","AAA",22,1,7,5.217391304347826,14,14,0,0,0,0,,69,300,63,42,40,5,36,0,3,2,1,88,"14212"
"Brian Johnson","BOS","AAA",25,5,6,4.090909090909091,15,15,0,0,0,0,,77,329,74,38,35,9,36,0,1,2,1,54,"14272"
"Wandy Peralta","CIN","AAA",24,4,1,2.3275862068965516,37,2,0,0,3,4,,58,234,44,18,15,2,23,0,2,2,0,38,"14295"
"Ty Blach","SFG","AAA",25,14,7,3.4303280833715273,26,26,3,2,0,0,,162.2,655,147,65,62,9,38,0,2,6,1,113,"14361"
"Jake Thompson","PHI","AAA",22,11,5,2.4987148489838704,21,21,0,0,0,0,,129.2,517,105,44,36,10,37,1,6,5,0,87,"14371"
"Tyler Glasnow","PIT","AAA",22,8,3,1.8704820996463363,20,20,0,0,0,0,,110.2,438,65,23,23,4,62,0,0,6,0,133,"14374"
"Amir Garrett","CIN","AAA",24,2,5,3.458128598688225,12,11,0,0,0,0,,67.2,274,48,30,26,6,31,2,1,2,0,54,"14375"
"Jorge Lopez","MIL","AAA",23,1,7,6.806723125472069,17,16,0,0,0,0,,79.1,389,101,66,60,12,55,1,5,11,3,66,"14527"
"James Hoyt","HOU","AAA",29,4,3,1.6363636363636365,49,0,0,0,29,3,,55,212,29,14,10,2,19,2,0,4,0,93,"14605"
"Chi Chi Gonzalez","TEX","AAA",24,8,10,4.695652173913044,25,24,0,0,0,0,,138,591,154,73,72,8,44,0,4,5,0,91,"14663"
"Jandel Gustave","HOU","AAA",23,3,3,3.789473684210526,47,0,0,0,3,1,,57,247,46,27,24,1,23,1,8,4,2,55,"14665"
"Anthony Banda","ARI","AAA",22,4,4,3.665158877157341,13,13,0,0,0,0,,73.2,317,73,36,30,6,27,1,2,6,0,68,"14706"
"Brady Lail","NYY","AAA",22,7,6,5.0685923369696075,17,17,0,0,0,0,,92.1,390,97,57,52,11,30,0,2,4,0,58,"14707"
"Brad Goldberg","CHW","AAA",26,3,5,2.8421049778481557,43,0,0,0,10,1,,50.2,214,42,18,16,3,23,1,2,4,0,44,"14776"
"Buck Farmer","DET","AAA",25,5,6,3.96,20,20,0,0,0,0,,100,426,106,48,44,11,28,0,3,3,0,93,"14814"
"Kyle Martin","BOS","AAA",25,3,4,3.3750005149842095,36,0,0,0,6,0,,66.2,271,58,25,25,5,21,2,6,8,0,78,"14860"
"Ben Lively","PHI","AAA",24,11,5,3.0594903494850874,19,19,1,1,0,0,,117.2,460,83,45,40,10,27,0,3,0,1,90,"14932"
"Aaron Blair","ATL","AAA",24,5,4,4.646512287443264,13,13,0,0,0,0,,71.2,314,77,38,37,4,32,1,3,6,0,71,"14934"
"Tyler Webb","NYY","AAA",25,4,3,3.5917436220702594,36,5,0,0,1,0,,72.2,303,67,31,29,5,23,0,0,3,1,82,"14974"
"Chad Kuhl","PIT","AAA",23,6,3,2.3665341522744656,16,16,0,0,0,0,,83.2,339,81,27,22,9,16,0,4,2,0,66,"14975"
"Alex Reyes","STL","AAA",21,2,3,4.959184059546651,14,14,0,0,0,0,,65.1,291,63,38,36,6,32,0,4,7,1,93,"15015"
"Austin Voth","WSN","AAA",24,7,9,3.1528662420382165,27,25,0,0,0,0,,157,660,138,63,55,11,57,3,3,7,0,133,"15047"
"Jaime Schultz","TBR","AAA",25,5,7,3.581632931894803,27,27,0,0,0,0,,130.2,553,113,57,52,12,68,0,1,7,0,163,"15066"
"Kyle McGowin","LAA","AAA",24,6,12,6.111748118217408,22,22,0,0,0,0,,116.1,522,144,86,79,16,46,1,3,4,0,98,"15071"
"Rob Zastryzny","CHC","AAA",24,7,3,4.333333333333333,15,14,0,0,0,0,,81,339,67,42,39,7,31,1,2,6,0,77,"15094"
"Luke Farrell","KCR","AAA",25,6,3,3.758241758241758,19,14,0,0,0,0,,91,390,85,44,38,12,40,0,2,5,0,78,"15101"
"Braden Shipley","ARI","AAA",24,8,5,3.6955308837690675,19,19,1,0,0,0,,119.1,498,131,53,49,7,22,0,0,1,0,77,"15158"
"Daniel Wright","CIN","AAA",25,6,5,6.131474849074752,17,12,2,0,0,0,,83.2,387,109,66,57,10,25,1,4,2,0,65,"15179"
"Cody Reed","CIN","AAA",23,6,4,3.0821917808219177,13,13,0,0,0,0,,73,301,71,28,25,6,20,0,3,1,0,65,"15232"
"Shane Carle","COL","AAA",24,5,8,5.416167912108275,27,19,0,0,0,0,,111.1,502,147,75,67,9,32,0,5,2,0,88,"15258"
"Jacob Rhame","LAD","AAA",23,1,7,3.2857142857142856,54,0,0,0,7,3,,63,264,53,24,23,5,28,2,0,4,0,70,"15267"
"Austin Pruitt","TBR","AAA",26,8,11,3.762295317246191,28,28,2,0,0,0,,162.2,657,166,73,68,21,27,0,1,6,0,149,"15290"
"Steven Brault","PIT","AAA",24,2,7,3.91121523215144,16,15,0,0,0,1,,71.1,314,66,35,31,6,35,0,3,2,1,81,"15291"
"Matthew Boyd","DET","AAA",25,2,5,2.25,11,11,0,0,0,0,,64,259,53,20,16,5,18,1,2,0,0,57,"15440"
"Mike Mayers","STL","AAA",24,4,8,3.727612152533013,16,16,1,0,0,0,,89.1,379,87,44,37,8,31,2,5,2,0,84,"15451"
"Jose De Leon","LAD","AAA",23,7,1,2.606177759718597,16,16,0,0,0,0,,86.1,342,61,29,25,9,20,0,1,1,0,111,"15463"
"Eric Yardley","SDP","AAA",25,3,0,2.8509314068213603,37,2,0,0,3,1,,53.2,220,58,19,17,5,13,1,1,0,0,37,"15538"
"Chad Green","NYY","AAA",25,7,6,1.521126924017992,16,16,0,0,0,0,,94.2,365,68,21,16,3,21,0,1,2,0,100,"15552"
"Dillon Overton","OAK","AAA",24,13,5,3.2944299749019206,21,20,1,0,0,0,,125.2,530,132,50,46,6,31,0,2,1,1,105,"15627"
"Paul Fry","SEA","AAA",23,3,1,2.7818181818181817,48,1,0,0,0,2,,55,244,48,23,17,1,31,2,4,3,0,65,"15832"
"Adam Plutko","CLE","AAA",24,6,5,4.1,15,15,0,0,0,0,,90,379,87,42,41,8,34,1,0,1,1,67,"15846"
"Luis Severino","NYY","AAA",22,8,1,3.491379539975103,13,12,0,0,0,0,,77.1,323,75,31,30,4,18,0,2,5,0,78,"15890"
"Cody Ege","LAA","AAA",25,4,3,4.5584418407317475,42,0,0,0,5,3,,51.1,233,48,28,26,2,29,2,7,5,0,46,"15928"
"Odrisamer Despaigne","BAL","AAA",29,1,9,3.8716983361412387,18,17,0,0,0,0,,88.1,378,91,39,38,5,27,0,6,6,1,70,"16017"
"Chris Ellis","ATL","AAA",23,4,7,6.5172423590662705,15,15,2,1,0,0,,67.2,319,68,50,49,4,52,1,7,5,0,65,"16125"
"Kyle Freeland","COL","AAA",23,6,3,3.909502802301164,12,12,0,0,0,0,,73.2,308,81,36,32,7,19,0,1,1,0,57,"16256"
"Trevor Oaks","LAD","AAA",23,5,1,3,10,10,1,0,0,0,,63,256,64,30,21,7,9,0,2,3,0,48,"16468"
"Harrison Musgrave","COL","AAA",24,8,7,4.300884955752212,19,19,0,0,0,0,,113,484,118,57,54,17,40,0,2,2,1,79,"16532"
"Brock Stewart","LAD","AAA",24,4,0,2.4868418556171363,9,9,0,0,0,0,,50.2,197,41,14,14,4,6,0,0,0,0,54,"16727"
"Aaron Wilkerson","BOS","AAA",27,6,8,4.558441332609433,20,19,0,0,0,0,,102.2,448,108,59,52,10,27,0,7,1,1,111,"16904"
"Trevor Williams","PIT","AAA",24,9,6,2.5287010229151528,20,19,0,0,0,0,,110.1,459,103,43,31,5,30,2,4,2,1,74,"16977"
"Daniel Mengden","OAK","AAA",23,8,2,1.6725664846076955,13,13,0,0,0,0,,75.1,294,54,15,14,4,17,1,3,1,0,67,"16980"
"Jeff Hoffman","COL","AAA",23,6,9,4.019663265928055,22,22,0,0,0,0,,118.2,512,117,60,53,11,44,0,7,5,0,124,"17432"
"Ariel Miranda","BAL","AAA",27,4,7,3.933775231951301,19,19,0,0,0,0,,100.2,420,95,47,44,11,31,0,2,1,0,87,"17526"
"Jeremy Hefner","STL","AAA",30,3,6,5.252560274045797,18,18,0,0,0,0,,97.2,429,103,59,57,12,39,2,4,8,0,82,"1989"
"Justin Masterson","PIT","AAA",31,2,2,4.969325618563751,25,5,0,0,0,1,,54.1,245,62,30,30,3,26,0,10,3,1,32,"2038"
"Jeremy Guthrie","MIA","AAA",37,6,8,7.165384352559884,17,17,0,0,0,0,,86.2,402,120,74,69,10,33,0,4,6,1,53,"2072"
"Chris Narveson","MIA","AAA",34,4,6,3.412639792362459,20,15,0,0,0,0,,89.2,369,76,36,34,10,30,0,1,5,0,68,"2141"
"Daniel McCutchen","SDP","AAA",33,10,9,6.4826737570185715,25,25,0,0,0,0,,134.2,619,198,109,97,19,36,1,2,1,0,76,"263"
"Daniel Moskos","SDP","AAA",30,5,2,3.3934426229508197,53,0,0,0,0,2,,61,269,71,33,23,2,22,0,2,0,0,47,"2858"
"Ross Detwiler","CLE","AAA",30,6,4,4.395348739727181,16,15,0,0,0,0,,86,361,84,43,42,10,25,0,4,4,0,65,"2859"
"Duane Below","NYM","AAA",30,5,12,5.271428571428571,24,23,1,0,0,0,,140,618,179,91,82,23,30,0,1,2,3,103,"3124"
"Clayton Mortensen","KCR","AAA",31,3,5,5.654449810052058,32,3,0,0,0,1,,63.2,292,75,42,40,9,30,3,3,5,0,70,"3166"
"Jean Machi","SFG","AAA",34,4,3,3.648649137676742,48,0,0,0,13,3,,61.2,255,59,30,25,9,17,1,4,1,1,53,"3220"
"Angel Castro","OAK","AAA",33,2,8,5.147482579455762,37,10,1,0,2,2,,92.2,416,107,59,53,13,36,0,6,5,1,58,"3243"
"Roberto Hernandez","TOR","AAA",35,4,6,4.604651264914829,16,16,0,0,0,0,,86,376,95,47,44,11,26,1,6,3,0,59,"3273"
"Kanekoa Texeira","ATL","AAA",30,1,7,4.9736846099600225,27,8,0,0,0,2,,63.1,292,88,39,35,3,29,0,1,3,0,34,"334"
"Matt Buschmann","ARI","AAA",32,8,10,5.26056338028169,25,24,1,0,0,0,,142,628,172,89,83,20,53,3,2,6,1,91,"3832"
"Edward Mujica","MIN","AAA",32,1,3,4.369941955635757,51,0,0,0,28,4,,57.2,247,65,31,28,5,8,1,1,0,0,49,"3970"
"James Russell","PHI","AAA",30,3,5,4.292887577441556,29,13,0,0,0,0,,79.2,348,88,43,38,11,19,0,2,1,0,49,"4089"
