Name,Team,Level,Age,IP,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches,PlayerId
"Ryan Weber","SEA","AAA",30,103.1,0.30742049,1.845238095,0.181506849,0.530821917,0.287671232,0.19047619,0.178571428,0.46979866,0.23489933,0.29530201,0.07498341,492,1015,1507,"10160"
"Drew Hutchison","DET","AAA",30,88.1,0.29787234,1.126436781,0.222689075,0.411764705,0.365546218,0.218390804,0.091954022,0.38174274,0.24481328,0.37344398,0.12567568,557,923,1480,"10732"
"Michael Mariot","CIN","AAA",32,103,0.27272727,1.155172413,0.185667752,0.436482084,0.377850162,0.137931034,0.129310344,0.47115385,0.25,0.27884615,0.09462087,590,953,1543,"10835"
"Casey Lawrence","TOR","AAA",33,65,0.30555556,1.161764705,0.222222222,0.417989417,0.359788359,0.308823529,0.147058823,0.44736842,0.22631579,0.32631579,0.11270296,351,696,1047,"11121"
"Zach Lee","CIN","AAA",29,80.2,0.3125,1.095238095,0.17293233,0.432330827,0.394736842,0.18095238,0.161904761,0.41544118,0.25735294,0.32720588,0.08231047,540,845,1385,"11468"
"Bryan Mitchell","MIA","AAA",30,57.2,0.30921053,1.285714285,0.179487179,0.461538461,0.358974358,0.071428571,0.089285714,0.33757962,0.30573248,0.3566879,0.10574018,381,612,993,"11479"
"Parker Markel","SDP","AAA",30,57,0.28181818,1.261904761,0.181034482,0.456896551,0.362068965,0.285714285,0.166666666,0.46086957,0.19130435,0.34782609,0.16129032,457,628,1085,"12106"
"Chasen Bradford","ATL","AAA",31,52.2,0.29801325,2.048780487,0.198717948,0.538461538,0.262820512,0.195121951,0.170731707,0.46202532,0.20253165,0.33544304,0.1220527,222,499,721,"12452"
"Mike Wright Jr.","CHW","AAA",31,95.1,0.23622047,1.322580645,0.162790697,0.476744186,0.360465116,0.161290322,0.118279569,0.4887218,0.18421053,0.32706767,0.10865052,496,949,1445,"12586"
"Jerad Eickhoff","NYM","AAA",30,79.2,0.29716981,1.033333333,0.190265486,0.411504424,0.398230088,0.2,0.188888888,0.50438596,0.26315789,0.23245614,0.11690363,485,781,1266,"12664"
"Logan Verrett","SEA","AAA",31,114,0.29069767,1.013986013,0.20661157,0.399449035,0.393939393,0.174825174,0.16083916,0.43324251,0.29700272,0.26975477,0.1171446,492,1147,1639,"12905"
"Joe Biagini","CHC","AAA",31,91.2,0.31716418,2.08219178,0.190647482,0.546762589,0.262589928,0.260273972,0.191780821,0.53546099,0.18085106,0.28368794,0.09988109,652,1030,1682,"13194"
"Adrian Sampson","CHC","AAA",29,81.2,0.30290456,0.950980392,0.225680933,0.377431906,0.396887159,0.176470588,0.186274509,0.50769231,0.18846154,0.30384615,0.09658247,514,832,1346,"13339"
"Felix Pena","LAA","AAA",31,68.1,0.32380952,1.035714285,0.226244343,0.393665158,0.380090497,0.202380952,0.166666666,0.48660714,0.22321429,0.29017857,0.1426216,452,761,1213,"13403"
"Matt Koch","CLE","AAA",30,63.1,0.2849162,0.934210526,0.218085106,0.377659574,0.404255319,0.197368421,0.144736842,0.38947368,0.22631579,0.38421053,0.10835629,412,677,1089,"13420"
"Eddie Butler","KCR","AAA",30,79.1,0.3254902,1.602739726,0.283018867,0.441509433,0.275471698,0.246575342,0.191780821,0.44074074,0.22592593,0.33333333,0.10220588,527,833,1360,"13453"
"Shawn Morimando","MIA","AAA",28,89.2,0.29674797,1.578313253,0.176923076,0.503846153,0.319230769,0.120481927,0.204819277,0.46387833,0.23574144,0.30038023,0.10652921,501,954,1455,"13606"
"Dietrich Enns","TBR","AAA",30,71.2,0.2345679,1.09375,0.192771084,0.421686746,0.385542168,0.28125,0.125,0.41764706,0.22352941,0.35882353,0.17783985,346,728,1074,"13932"
"Mike Hauschild","CHC","AAA",31,54.1,0.25,0.864864864,0.258064516,0.344086021,0.397849462,0.094594594,0.324324324,0.46632124,0.31606218,0.21761658,0.07135576,401,580,981,"14033"
"Brian Johnson","LAA","AAA",30,61.1,0.29189189,1.081081081,0.185185185,0.423280423,0.391534391,0.189189189,0.108108108,0.44559585,0.24870466,0.30569948,0.07933194,375,583,958,"14272"
"Yunior Marte","SFG","AAA",26,56.2,0.34782609,1.54,0.185897435,0.493589743,0.32051282,0.16,0.08,0.39156627,0.23493976,0.37349398,0.12192623,356,620,976,"14416"
"Daniel Camarena","SDP","AAA",28,83.1,0.27692308,1.1875,0.204545454,0.431818181,0.363636363,0.104166666,0.114583333,0.42962963,0.27407407,0.2962963,0.0941358,450,846,1296,"14467"
