Name,Team,Level,Age,IP,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches,PlayerId
"Erasmo Ramirez","TBR","AAA",34,53,0.32089552,1.08,0.257142857,0.385714285,0.357142857,0.1,0.14,0.40714286,0.28571429,0.30714286,0.13366961,261,532,793,"10314"
"Michael Mariot","SEA","AAA",35,126.1,0.30503979,0.711764705,0.257653061,0.308673469,0.433673469,0.282352941,0.123529411,0.4798995,0.26633166,0.25376884,0.07661888,720,1303,2023,"10835"
"Casey Lawrence","SEA","AAA",36,165,0.31015038,1.421965317,0.249103942,0.440860215,0.310035842,0.156069364,0.196531791,0.51413428,0.23498233,0.25088339,0.09535161,902,1615,2517,"11121"
"David Buchanan","CIN","AAA",35,117,0.33962264,1.884210526,0.275132275,0.473544973,0.251322751,0.157894736,0.157894736,0.5038961,0.23376623,0.26233766,0.08850932,696,1236,1932,"11176"
"Aaron Sanchez","TOR","AAA",31,61.1,0.26701571,1.343283582,0.218905472,0.447761194,0.333333333,0.268656716,0.19402985,0.53431373,0.19117647,0.2745098,0.09383378,468,651,1119,"11490"
"Aaron Brooks","OAK","AAA",34,67.2,0.34955752,2.153846153,0.264573991,0.502242152,0.233183856,0.173076923,0.076923076,0.43859649,0.28947368,0.27192982,0.09855072,369,666,1035,"12272"
"Ryan Carpenter","SDP","AAA",33,59,0.33695652,1.276923076,0.263681592,0.412935323,0.323383084,0.138461538,0.292307692,0.46305419,0.27093596,0.26600985,0.08457249,411,665,1076,"12699"
"Jesse Hahn","LAD","AAA",34,50.1,0.27350427,3.086956521,0.20338983,0.601694915,0.194915254,0.173913043,0.086956521,0.40833333,0.19166667,0.4,0.05914567,383,530,913,"13287"
"Adrian Sampson","TEX","AAA",32,137.1,0.35227273,1.251748251,0.287610619,0.396017699,0.316371681,0.146853146,0.132867132,0.45,0.28913043,0.26086957,0.10332901,847,1466,2313,"13339"
"Luis Cessa","PIT","AAA",32,102.2,0.29354839,1.436170212,0.279874213,0.424528301,0.295597484,0.212765957,0.159574468,0.51234568,0.23148148,0.25617284,0.10309893,606,1072,1678,"13345"
"Matt Koch","COL","AAA",33,54,0.34615385,1.140625,0.267379679,0.390374331,0.342245989,0.125,0.15625,0.45549738,0.2617801,0.28272251,0.08271605,245,565,810,"13420"
"Connor Sadzeck","PIT","AAA",32,63.2,0.34224599,1.978260869,0.259459459,0.491891891,0.248648648,0.195652173,0.065217391,0.40740741,0.23280423,0.35978836,0.0879397,455,739,1194,"13483"
"Carl Edwards Jr.","CHC","AAA",32,65,0.31976744,1.428571428,0.235955056,0.449438202,0.314606741,0.267857142,0.142857142,0.40555556,0.24444444,0.35,0.10484581,420,715,1135,"13607"
"Joey Krehbiel","SEA","AAA",31,58,0.23225806,1.458333333,0.243589743,0.448717948,0.307692307,0.083333333,0.104166666,0.49056604,0.22641509,0.28301887,0.11326531,377,603,980,"13707"
"Kyle Barraclough","TEX","AAA",34,55.1,0.29710145,0.929824561,0.197080291,0.386861313,0.416058394,0.263157894,0.052631578,0.41428571,0.26428571,0.32142857,0.12805474,406,617,1023,"13713"
"Chad Kuhl","CHW","AAA",31,56,0.28930818,1.976744186,0.194968553,0.534591194,0.270440251,0.162790697,0.116279069,0.54878049,0.17073171,0.2804878,0.09587629,397,573,970,"14975"
"Alan Busenitz","CIN","AAA",33,66.1,0.30851064,1.393442622,0.235602094,0.445026178,0.319371727,0.37704918,0.098360655,0.48958333,0.21354167,0.296875,0.10049261,370,645,1015,"15239"
"Nick Wittgren","MIN","AAA",33,52,0.30263158,0.828125,0.277777777,0.327160493,0.395061728,0.203125,0.21875,0.44848485,0.30909091,0.24242424,0.1037851,287,532,819,"15594"
"Brad Keller","CHW","AAA",28,68.2,0.2893401,2.076923076,0.191919191,0.545454545,0.262626262,0.134615384,0.057692307,0.43283582,0.23383085,0.33333333,0.12452471,390,662,1052,"15734"
"Paul Fry","SDP","AAA",31,73.2,0.34782609,3.657894736,0.233766233,0.601731601,0.164502164,0.052631578,0.157894736,0.38723404,0.21276596,0.4,0.07849829,421,751,1172,"15832"
"Adam Plutko","MIN","AAA",32,60,0.25433526,0.632183908,0.202247191,0.308988764,0.488764044,0.310344827,0.091954022,0.39779006,0.28176796,0.32044199,0.1152648,343,620,963,"15846"
"Wander Suero","HOU","AAA",32,67.2,0.23809524,0.561797752,0.201149425,0.287356321,0.511494252,0.247191011,0.08988764,0.42045455,0.27840909,0.30113636,0.13162252,421,787,1208,"15855"
"Brady Feigl","PIT","AAA",33,60,0.32236842,1.367346938,0.261146496,0.426751592,0.31210191,0.204081632,0.183673469,0.41358025,0.2037037,0.38271605,0.1009772,309,612,921,"15968"
"Chris Ellis","ARI","AAA",31,64.1,0.30731707,1.039473684,0.285714285,0.364055299,0.350230414,0.184210526,0.184210526,0.47511312,0.26696833,0.25791855,0.07481297,505,698,1203,"16125"
"John Curtiss","COL","AAA",31,50,0.30519481,0.75,0.227272727,0.331168831,0.441558441,0.235294117,0.058823529,0.38853503,0.2866242,0.32484076,0.08716707,283,543,826,"16128"
"Brandon Leibrandt","CIN","AAA",31,83.2,0.28205128,1.102272727,0.247967479,0.394308943,0.357723577,0.21590909,0.170454545,0.47580645,0.22177419,0.30241935,0.11515152,466,854,1320,"16135"
"Ricardo Pinto","PHI","AAA",30,56.1,0.32777778,2.38095238,0.236559139,0.537634408,0.225806451,0.142857142,0.19047619,0.53723404,0.21276596,0.25,0.08481262,403,611,1014,"16318"
"Yonny Chirinos","MIA","AAA",30,110.2,0.29483283,1.638297872,0.255255255,0.462462462,0.282282282,0.138297872,0.117021276,0.43067847,0.26253687,0.30678466,0.09757473,649,1124,1773,"16401"
"Scott Blewett","MIN","AAA",28,54.2,0.33950617,1.288461538,0.26993865,0.411042944,0.319018404,0.173076923,0.057692307,0.53939394,0.25454545,0.20606061,0.14831461,317,573,890,"16427"
"Conner Greene","HOU","AAA",29,57.2,0.30769231,0.881355932,0.29299363,0.331210191,0.375796178,0.084745762,0.118644067,0.4382716,0.2345679,0.32716049,0.12250712,402,651,1053,"16455"
"Touki Toussaint","CHW","AAA",28,55.1,0.35294118,1.704545454,0.232258064,0.483870967,0.283870967,0.295454545,0.113636363,0.51592357,0.2611465,0.22292994,0.13339731,434,608,1042,"16929"
"Domingo German","PIT","AAA",31,75,0.28985507,0.831578947,0.198156682,0.364055299,0.437788018,0.305263157,0.126315789,0.51363636,0.21363636,0.27272727,0.1292744,419,780,1199,"17149"
"Dinelson Lamet","LAD","AAA",31,86,0.29918033,1.34117647,0.204,0.456,0.34,0.2,0.117647058,0.4488189,0.25590551,0.29527559,0.13076923,588,842,1430,"17186"
"Thomas Pannone","CHC","AAA",30,152.1,0.31292517,1.259259259,0.195604395,0.448351648,0.356043956,0.209876543,0.12345679,0.47619048,0.23160173,0.29220779,0.10242915,821,1649,2470,"17281"
"Spenser Watkins","WSN","AAA",31,118.1,0.31197772,1.504504504,0.238356164,0.457534246,0.304109589,0.234234234,0.108108108,0.47989276,0.26541555,0.25469169,0.10693489,672,1217,1889,"17489"
"Taylor Clarke","MIL","AAA",31,68,0.30097087,1.46031746,0.275700934,0.429906542,0.294392523,0.206349206,0.174603174,0.47222222,0.21759259,0.31018519,0.10162254,430,741,1171,"17611"
"Nabil Crismatt","TEX","AAA",29,79,0.36290323,1.268292682,0.264822134,0.411067193,0.324110671,0.146341463,0.109756097,0.44747082,0.26459144,0.28793774,0.11958146,458,880,1338,"17732"
"Tyler Jay","NYM","AAA",30,56.2,0.30909091,1.733333333,0.254545454,0.472727272,0.272727272,0.377777777,0.088888888,0.40828402,0.18934911,0.40236686,0.07825086,293,576,869,"17952"
"Tyler Gilbert","CIN","AAA",30,51.2,0.37762238,1.916666666,0.26056338,0.485915492,0.253521126,0.166666666,0.083333333,0.42857143,0.23129252,0.34013605,0.09353349,295,571,866,"17964"
"Triston McKenzie","CLE","AAA",26,53.1,0.31884058,0.765625,0.231292517,0.333333333,0.435374149,0.171875,0.15625,0.37414966,0.30612245,0.31972789,0.11770833,388,572,960,"18000"
"Chance Adams","COL","AAA",29,57.1,0.35789474,1.180327868,0.303664921,0.37696335,0.319371727,0.147540983,0.06557377,0.37823834,0.24352332,0.37823834,0.08024072,380,617,997,"18135"
"Anthony Misiewicz","NYY","AAA",29,55.1,0.31690141,1.326086956,0.277027027,0.412162162,0.31081081,0.195652173,0.173913043,0.5,0.20666667,0.29333333,0.13859275,356,582,938,"18152"
"Trevor Kelley","SEA","AAA",31,53.2,0.32608696,0.859649122,0.237410071,0.352517985,0.410071942,0.298245614,0.122807017,0.46206897,0.22068966,0.31724138,0.10871694,386,635,1021,"18454"
"Josh Rogers","COL","AAA",29,83.1,0.31690141,0.845528455,0.243333333,0.346666666,0.41,0.243902439,0.178861788,0.41503268,0.28104575,0.30392157,0.07192043,428,879,1307,"18510"
"Phil Bickford","NYY","AAA",28,50.1,0.30578512,0.655172413,0.219512195,0.308943089,0.471544715,0.224137931,0.068965517,0.4,0.232,0.368,0.12162162,300,588,888,"18519"
"Logan Allen","ARI","AAA",27,96.1,0.34883721,1.092592592,0.270967741,0.380645161,0.348387096,0.185185185,0.12037037,0.45396825,0.22857143,0.31746032,0.11564626,577,1040,1617,"18555"
"Hobie Harris","MIN","AAA",31,54.1,0.36942675,1.320754716,0.25,0.426829268,0.323170731,0.094339622,0.207547169,0.45508982,0.24550898,0.2994012,0.14621677,355,623,978,"18615"
"Jake Woodford","PIT","AAA",27,94,0.30916031,1.3,0.22761194,0.436567164,0.335820895,0.2,0.133333333,0.44890511,0.24452555,0.30656934,0.09508816,556,1032,1588,"18674"
"Kolby Allard","PHI","AAA",26,82,0.332,1.02173913,0.284615384,0.361538461,0.353846153,0.25,0.163043478,0.48106061,0.27651515,0.24242424,0.10211268,504,916,1420,"18694"
"Robert Dugger","OAK","AAA",28,94,0.26070039,1.464285714,0.224719101,0.460674157,0.314606741,0.19047619,0.19047619,0.50549451,0.23076923,0.26373626,0.12179888,648,953,1601,"19191"
"Lake Bachar","MIA","AAA",29,72.2,0.34408602,0.717647058,0.24742268,0.314432989,0.438144329,0.294117647,0.129411764,0.42929293,0.27272727,0.2979798,0.11820331,470,799,1269,"19222"
"Mitch White","MIL","AAA",29,57.2,0.37254902,1.642857142,0.274509803,0.450980392,0.274509803,0.357142857,0.047619047,0.32903226,0.22580645,0.44516129,0.14254386,315,597,912,"19225"
"Taylor Widener","ATL","AAA",29,56.2,0.32919255,0.8125,0.309523809,0.309523809,0.38095238,0.25,0.171875,0.43604651,0.27325581,0.29069767,0.09375,424,664,1088,"19266"
"Nick Hernandez","SDP","AAA",29,52.1,0.29565217,0.620689655,0.20338983,0.305084745,0.491525423,0.275862068,0.051724137,0.46610169,0.28813559,0.24576271,0.16981132,312,589,901,"19281"
"Eric Lauer","PIT","AAA",29,75.1,0.36538462,0.9375,0.279069767,0.348837209,0.372093023,0.2,0.1375,0.42465753,0.26484018,0.31050228,0.09684211,520,905,1425,"19316"
"Joey Lucchesi","NYM","AAA",31,115,0.29498525,2.292682926,0.224137931,0.540229885,0.235632183,0.219512195,0.170731707,0.41926346,0.24929178,0.33144476,0.08271865,731,1167,1898,"19320"
"Shaun Anderson","MIA","AAA",29,63,0.31818182,1.045454545,0.25,0.383333333,0.366666666,0.242424242,0.075757575,0.4640884,0.22099448,0.31491713,0.13423517,343,618,961,"19453"
"Andrew Vasquez","DET","AAA",30,68.2,0.32857143,1.236111111,0.229665071,0.42583732,0.344497607,0.152777777,0.111111111,0.33944954,0.28440367,0.37614679,0.08421913,444,779,1223,"19482"
"Tanner Tully","NYY","AAA",29,99.2,0.28955224,0.891304347,0.262711864,0.347457627,0.389830508,0.20289855,0.144927536,0.43098592,0.24788732,0.32112676,0.06645367,549,1016,1565,"19518"
"Jon Duplantier","LAD","AAA",29,50.2,0.33898305,1.113636363,0.225,0.408333333,0.366666666,0.204545454,0.068181818,0.42975207,0.26446281,0.30578512,0.131324,373,556,929,"19546"
"Geoff Hartlieb","COL","AAA",30,54.1,0.32903226,2.075,0.221518987,0.525316455,0.253164556,0.075,0.2,0.4382716,0.2345679,0.32716049,0.14555556,329,571,900,"19558"
"Jason Alexander","BOS","AAA",31,138.1,0.32587065,1.899082568,0.225490196,0.507352941,0.267156862,0.229357798,0.110091743,0.52415459,0.21980676,0.25603865,0.10960758,802,1415,2217,"19666"
"Caleb Boushley","MIN","AAA",30,134.1,0.32134293,1.063291139,0.250574712,0.386206896,0.36321839,0.208860759,0.139240506,0.41457859,0.29384966,0.29157175,0.08951867,787,1436,2223,"19736"
"Justin Garza","SFG","AAA",30,52.2,0.32846715,0.872340425,0.371428571,0.292857142,0.335714285,0.106382978,0.127659574,0.36363636,0.32867133,0.30769231,0.11745335,321,590,911,"19784"
"Gerson Garabito","TEX","AAA",28,55.1,0.26712329,1.531914893,0.217105263,0.47368421,0.309210526,0.170212765,0.127659574,0.40789474,0.27631579,0.31578947,0.11221122,331,578,909,"19835"
"Brandon Bielak","OAK","AAA",28,66.2,0.31553398,1.388059701,0.241706161,0.440758293,0.317535545,0.164179104,0.149253731,0.50232558,0.2,0.29767442,0.08157895,431,709,1140,"19866"
"Tucker Davidson","BAL","AAA",28,115.2,0.2754491,1.272727272,0.183976261,0.456973293,0.359050445,0.173553719,0.140495867,0.47293447,0.24216524,0.28490028,0.10321921,713,1244,1957,"19871"
"Adonis Medina","WSN","AAA",27,64.2,0.31638418,2.710526315,0.220994475,0.569060773,0.209944751,0.184210526,0.184210526,0.53804348,0.22826087,0.23369565,0.10315186,395,652,1047,"19903"
"Jose Suarez","LAA","AAA",26,52.1,0.37254902,0.79032258,0.283870967,0.316129032,0.4,0.225806451,0.161290322,0.4382716,0.27777778,0.28395062,0.13612565,347,608,955,"19911"
"Ian Anderson","ATL","AAA",26,52.1,0.29285714,2.057142857,0.272108843,0.489795918,0.238095238,0.114285714,0.2,0.44217687,0.21088435,0.34693878,0.11368653,366,540,906,"19951"
"Zach Plesac","LAA","AAA",29,99.2,0.29746835,0.807142857,0.24024024,0.339339339,0.42042042,0.192857142,0.135714285,0.52835821,0.22686567,0.24477612,0.10065359,558,972,1530,"19979"
"Kenny Rosenberg","LAA","AAA",28,115.1,0.27531646,0.976744186,0.241071428,0.375,0.383928571,0.139534883,0.193798449,0.4622093,0.25,0.2877907,0.11881751,608,1151,1759,"20009"
"Rico Garcia","WSN","AAA",30,61.2,0.29230769,0.587301587,0.259259259,0.274074074,0.466666666,0.238095238,0.142857142,0.32374101,0.29496403,0.38129496,0.15682819,451,684,1135,"20023"
"Darren McCaughan","MIA","AAA",28,85.2,0.28508772,0.956043956,0.242553191,0.370212765,0.387234042,0.175824175,0.142857142,0.54166667,0.2875,0.17083333,0.11968839,509,903,1412,"20038"
"Sean Guenther","DET","AAA",28,51.2,0.31333333,2.263157894,0.167785234,0.577181208,0.255033557,0.184210526,0.105263157,0.46103896,0.22727273,0.31168831,0.12235294,286,564,850,"20045"
"Adam Oller","CLE","AAA",29,52.2,0.27272727,1.340425531,0.197080291,0.459854014,0.343065693,0.255319148,0.170212765,0.4028777,0.24460432,0.35251799,0.11637931,369,559,928,"20132"
"Nick Nelson","PHI","AAA",28,54.1,0.2875,1.196428571,0.236024844,0.416149068,0.347826086,0.321428571,0.142857142,0.43113772,0.25748503,0.31137725,0.12761506,374,582,956,"20153"
"Zach Logue","LAD","AAA",28,93.2,0.27016129,1.233333333,0.208661417,0.437007874,0.354330708,0.166666666,0.088888888,0.39215686,0.23137255,0.37647059,0.08872077,513,941,1454,"20231"
"Deivi Garcia","CHW","AAA",25,51,0.35433071,1.243902439,0.286821705,0.395348837,0.317829457,0.170731707,0.121951219,0.40601504,0.28571429,0.30827068,0.13900862,346,582,928,"20276"
"Cory Abbott","CHW","AAA",28,74.1,0.28042328,0.782608695,0.2,0.351219512,0.448780487,0.141304347,0.184782608,0.37864078,0.31067961,0.31067961,0.13415574,459,838,1297,"20277"
"Jhonathan Diaz","SEA","AAA",27,117.2,0.33939394,2.278481012,0.222222222,0.54054054,0.237237237,0.202531645,0.11392405,0.45588235,0.24117647,0.30294118,0.09768908,739,1165,1904,"20298"
"Nick Raquet","STL","AAA",28,68.1,0.342723,1.741935483,0.223744292,0.493150684,0.283105022,0.209677419,0.14516129,0.44594595,0.22972973,0.32432432,0.10211592,398,689,1087,"20333"
"Matt Manning","DET","AAA",26,69.1,0.2967033,1.083333333,0.214659685,0.408376963,0.37696335,0.222222222,0.138888888,0.38541667,0.22916667,0.38541667,0.1064204,397,740,1137,"20369"
"Bruce Zimmermann","BAL","AAA",29,76.2,0.32432432,1.5,0.260089686,0.443946188,0.295964125,0.212121212,0.121212121,0.45217391,0.24347826,0.30434783,0.13213703,414,812,1226,"20370"
"Isaac Mattson","PIT","AAA",28,60,0.27857143,0.71875,0.23076923,0.321678321,0.447552447,0.328125,0.09375,0.35616438,0.23972603,0.40410959,0.12035225,359,663,1022,"20385"
"Bryan Sammons","DET","AAA",29,102,0.2688172,0.857142857,0.167259786,0.384341637,0.448398576,0.23015873,0.111111111,0.45890411,0.21575342,0.32534247,0.10837989,663,1127,1790,"20462"
