Name,Team,Level,Age,IP,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches,PlayerId
"Wyatt Mills","BOS","AAA",30,52,0.21969697,0.909090909,0.233576642,0.364963503,0.401459854,0.272727272,0.145454545,0.35,0.24285714,0.40714286,0.10129564,328,521,849,"20010"
"Darren McCaughan","MIN","AAA",29,97,0.33333333,0.925925925,0.290102389,0.341296928,0.368600682,0.25,0.185185185,0.39864865,0.33108108,0.27027027,0.10375671,607,1070,1677,"20038"
"Tyler Ivey","HOU","AAA",29,122,0.31868132,1.09375,0.285333333,0.373333333,0.341333333,0.2421875,0.140625,0.43455497,0.28795812,0.27748691,0.07971014,867,1341,2208,"20237"
"Cory Abbott","TEX","AAA",29,76.1,0.36764706,0.818181818,0.238095238,0.342857142,0.419047619,0.193181818,0.125,0.42790698,0.24651163,0.3255814,0.12490816,499,862,1361,"20277"
"Jhonathan Diaz","SEA","AAA",28,138.2,0.33491686,1.565891472,0.232018561,0.468677494,0.299303944,0.255813953,0.139534883,0.46924829,0.24829157,0.28246014,0.09773756,747,1463,2210,"20298"
"Matt Manning","DET","AAA",27,50.2,0.28358209,1.039215686,0.257142857,0.378571428,0.364285714,0.196078431,0.137254901,0.42857143,0.28571429,0.28571429,0.09753363,337,555,892,"20369"
"Bruce Zimmermann","MIL","AAA",30,138,0.29146919,1.542635658,0.233644859,0.464953271,0.301401869,0.131782945,0.131782945,0.53089245,0.20594966,0.26315789,0.10978639,670,1343,2013,"20370"
"Nick Margevicius","DET","AAA",29,74,0.33783784,1.097560975,0.242290748,0.39647577,0.36123348,0.170731707,0.085365853,0.43231441,0.22270742,0.34497817,0.09807209,392,801,1193,"20395"
"Josh Fleming","SEA","AAA",29,84.1,0.30847458,2.408450704,0.182432432,0.577702702,0.239864864,0.169014084,0.126760563,0.48675497,0.21523179,0.29801325,0.07320872,458,826,1284,"20418"
"Enoli Paredes","ATL","AAA",29,57.1,0.35810811,1.355555555,0.288590604,0.409395973,0.302013422,0.177777777,0.088888888,0.5,0.19736842,0.30263158,0.1468599,391,644,1035,"20447"
"Allan Winans","NYY","AAA",29,99.1,0.27734375,1.461538461,0.252918287,0.443579766,0.303501945,0.269230769,0.051282051,0.50775194,0.22868217,0.26356589,0.13686382,501,953,1454,"21238"
"Parker Mushinski","CLE","AAA",29,50,0.33884298,2,0.280991735,0.479338842,0.239669421,0.413793103,0.068965517,0.43089431,0.2195122,0.3495935,0.11010216,360,521,881,"21324"
"Sean Hjelle","SFG","AAA",28,67.2,0.3125,2.040816326,0.185792349,0.546448087,0.267759562,0.163265306,0.040816326,0.38743455,0.2408377,0.37172775,0.10818438,368,695,1063,"21481"
"Thaddeus Ward","BAL","AAA",28,119.2,0.34862385,1.457142857,0.225225225,0.459459459,0.315315315,0.228571428,0.104761904,0.39762611,0.24035608,0.3620178,0.09039052,968,1311,2279,"21513"
"Justin Hagenman","NYM","AAA",28,69.1,0.32307692,0.950617283,0.229268292,0.375609756,0.395121951,0.296296296,0.160493827,0.41346154,0.26923077,0.31730769,0.11006019,398,765,1163,"21546"
"Jordan Balazovic","DET","AAA",26,53.2,0.32484076,1.458333333,0.276073619,0.429447852,0.294478527,0.1875,0.145833333,0.42682927,0.28658537,0.28658537,0.11183496,340,581,921,"21866"
"Sauryn Lao","SEA","AAA",25,74.2,0.3030303,1.070422535,0.268656716,0.378109452,0.35323383,0.267605633,0.084507042,0.48514851,0.22277228,0.29207921,0.13585555,405,758,1163,"21922"
"Kyle Tyler","CHW","AAA",28,92.2,0.30564784,1.771084337,0.238410596,0.486754966,0.274834437,0.192771084,0.144578313,0.4522293,0.24203822,0.30573248,0.09378961,599,979,1578,"22092"
"Hagen Danner","SEA","AAA",26,56.1,0.33536585,1.88095238,0.284023668,0.467455621,0.24852071,0.047619047,0.214285714,0.54913295,0.26011561,0.19075145,0.10916581,348,623,971,"22116"
"Ryan Miller","DET","AAA",29,50,0.23484848,1.075471698,0.197080291,0.416058394,0.386861313,0.207547169,0.150943396,0.43165468,0.23021583,0.3381295,0.12040558,300,489,789,"22187"
"Tobias Myers","MIL","AAA",26,59.2,0.3255814,0.729729729,0.260115606,0.312138728,0.427745664,0.229729729,0.067567567,0.33522727,0.26704545,0.39772727,0.09978769,333,609,942,"22191"
"Owen White","CHW","AAA",25,81,0.29777778,1.550724637,0.231441048,0.467248908,0.301310043,0.20289855,0.101449275,0.42735043,0.23076923,0.34188034,0.12139156,541,810,1351,"22273"
"Matt Sauer","LAD","AAA",26,83,0.35245902,1.247058823,0.248031496,0.417322834,0.334645669,0.2,0.164705882,0.45348837,0.24031008,0.30620155,0.10947368,542,883,1425,"22284"
"Joe Barlow","TEX","AAA",29,65,0.35057471,0.955882352,0.261111111,0.361111111,0.377777777,0.220588235,0.161764705,0.4973262,0.2513369,0.2513369,0.1350211,439,746,1185,"22296"
"Logan Gillaspie","SDP","AAA",28,54.2,0.3559322,1.262295081,0.241758241,0.423076923,0.335164835,0.245901639,0.147540983,0.47826087,0.26086957,0.26086957,0.0935857,322,629,951,"22461"
"Roansy Contreras","BAL","AAA",25,91.2,0.26545455,1.161616161,0.238434163,0.409252669,0.352313167,0.232323232,0.131313131,0.45804196,0.28671329,0.25524476,0.10745467,527,962,1489,"22810"
"Robinson Pina","TOR","AAA",26,65.1,0.3038674,1.457627118,0.216216216,0.464864864,0.318918918,0.20338983,0.101694915,0.49197861,0.26203209,0.2459893,0.13333333,376,704,1080,"23091"
"Michael Plassmeyer","TEX","AAA",28,105.2,0.28813559,0.974358974,0.235099337,0.377483443,0.387417218,0.188034188,0.145299145,0.45806452,0.24193548,0.3,0.10890493,589,1073,1662,"23191"
"Janson Junk","MIA","AAA",29,50.1,0.2826087,1.441860465,0.233576642,0.452554744,0.313868613,0.302325581,0.046511627,0.47857143,0.17857143,0.34285714,0.12041116,203,478,681,"23301"
"Freddy Tarnok","MIA","AAA",26,68.2,0.23493976,1.262295081,0.197674418,0.447674418,0.354651162,0.213114754,0.114754098,0.48571429,0.20571429,0.30857143,0.10773481,388,698,1086,"23324"
"Nolan Hoffman","PHI","AAA",27,65,0.33544304,1.551020408,0.228395061,0.469135802,0.302469135,0.142857142,0.122448979,0.33950617,0.27160494,0.38888889,0.1118587,467,722,1189,"23381"
"Randy Dobnak","DET","AAA",30,98.2,0.31103679,1.736263736,0.191558441,0.512987012,0.295454545,0.109890109,0.142857142,0.41612903,0.25483871,0.32903226,0.09899889,738,1060,1798,"23798"
"Omar Cruz","SDP","AAA",26,83.1,0.30044843,0.88372093,0.28318584,0.336283185,0.380530973,0.186046511,0.104651162,0.39914163,0.2832618,0.31759657,0.12716378,596,906,1502,"23875"
"Kai-Wei Teng","SFG","AAA",26,57,0.32231405,1.416666666,0.286885245,0.418032786,0.295081967,0.166666666,0.083333333,0.45967742,0.26612903,0.27419355,0.14876033,349,619,968,"24282"
"Luinder Avila","KCR","AAA",23,53.1,0.29927007,1.545454545,0.222222222,0.472222222,0.305555555,0.204545454,0.159090909,0.44444444,0.3125,0.24305556,0.12405609,368,559,927,"24452"
"Carlos Duran","LAD","AAA",23,62.2,0.31288344,1.425531914,0.296296296,0.413580246,0.290123456,0.14893617,0.042553191,0.42168675,0.30120482,0.27710843,0.10634648,491,675,1166,"24458"
"Adam Kloffenstein","TOR","AAA",24,82,0.31336406,1.240506329,0.233766233,0.424242424,0.341991341,0.177215189,0.253164556,0.50638298,0.28510638,0.20851064,0.12317328,560,877,1437,"24493"
"Lazaro Estrada","TOR","AAA",26,97.1,0.33093525,0.830508474,0.260273972,0.335616438,0.404109589,0.220338983,0.144067796,0.41355932,0.25762712,0.32881356,0.12200684,623,1131,1754,"24914"
"Austin Warren","NYM","AAA",29,50.2,0.32835821,1.057692307,0.241134751,0.390070921,0.368794326,0.23076923,0.173076923,0.33098592,0.25352113,0.41549296,0.09624413,315,537,852,"24937"
"Cooper Criswell","BOS","AAA",28,65.2,0.31578947,2.125,0.273255813,0.494186046,0.232558139,0.2,0.15,0.42937853,0.25423729,0.31638418,0.11351351,433,677,1110,"24975"
"Joe Jacques","LAD","AAA",30,52.1,0.39072848,2.870967741,0.2,0.593333333,0.206666666,0.129032258,0.161290322,0.36129032,0.26451613,0.37419355,0.07590759,333,576,909,"25178"
"Roddery Munoz","STL","AAA",25,57.2,0.31111111,1.805555555,0.257352941,0.477941176,0.264705882,0.222222222,0.111111111,0.59854015,0.20437956,0.19708029,0.1973001,345,618,963,"25311"
"Devin Sweet","PHI","AAA",28,51.1,0.26896552,0.76056338,0.17218543,0.357615894,0.470198675,0.112676056,0.112676056,0.40666667,0.27333333,0.32,0.13641364,340,569,909,"25348"
"Nathan Wiles","ATL","AAA",26,112.2,0.2875,0.834586466,0.26060606,0.336363636,0.403030303,0.210526315,0.105263157,0.44578313,0.26506024,0.28915663,0.13012182,634,1172,1806,"25474"
"Matt Waldron","SDP","AAA",28,82.1,0.364,1.022988505,0.315175097,0.346303501,0.3385214,0.149425287,0.126436781,0.40996169,0.25287356,0.33716475,0.1002907,466,910,1376,"25550"
"Isaiah Campbell","BOS","AAA",27,57.2,0.34065934,2.044444444,0.247252747,0.505494505,0.247252747,0.111111111,0.111111111,0.38297872,0.26595745,0.35106383,0.11042312,359,610,969,"25551"
"Sammy Peralta","LAA","AAA",27,70.2,0.29381443,1.304347826,0.196969696,0.454545454,0.348484848,0.173913043,0.130434782,0.3872549,0.25490196,0.35784314,0.09645132,355,744,1099,"25589"
"Xzavion Curry","COL","AAA",26,50.2,0.28915663,0.696202531,0.251396648,0.307262569,0.441340782,0.151898734,0.177215189,0.42222222,0.32777778,0.25,0.06271777,338,523,861,"25595"
"Randy Wynne","CIN","AAA",32,60,0.30150754,0.765957446,0.213270142,0.341232227,0.44549763,0.202127659,0.159574468,0.50704225,0.22065728,0.27230047,0.07900943,262,586,848,"25804"
"Seth Johnson","PHI","AAA",26,60.2,0.33128834,1.118644067,0.251497005,0.39520958,0.353293413,0.152542372,0.06779661,0.40963855,0.21686747,0.37349398,0.1223301,374,656,1030,"26020"
"Easton Lucas","TOR","AAA",28,64.1,0.30120482,1.114754098,0.258620689,0.390804597,0.350574712,0.262295081,0.13114754,0.41142857,0.23428571,0.35428571,0.10897436,420,672,1092,"26058"
"Blas Castano","SEA","AAA",26,126.2,0.29919137,1.539823008,0.24074074,0.46031746,0.298941798,0.21238938,0.123893805,0.48311688,0.25194805,0.26493506,0.0727003,736,1286,2022,"26117"
"Jack Little","LAD","AAA",27,62,0.28176796,0.815789473,0.23756906,0.342541436,0.419889502,0.22368421,0.065789473,0.43548387,0.27956989,0.28494624,0.11345382,338,658,996,"26152"
"Nick Robertson","KCR","AAA",26,52.1,0.23880597,1.333333333,0.194244604,0.460431654,0.345323741,0.145833333,0.125,0.49640288,0.26618705,0.23741007,0.11873638,371,547,918,"26226"
"Joey Estes","OAK","AAA",23,80,0.29004329,0.851485148,0.230452674,0.353909465,0.41563786,0.168316831,0.168316831,0.47983871,0.25806452,0.26209677,0.10815047,422,854,1276,"26257"
"Tommy Henry","ARI","AAA",27,54.1,0.40116279,0.936507936,0.302857142,0.337142857,0.36,0.238095238,0.111111111,0.49162011,0.24022346,0.26815642,0.11832461,349,606,955,"26285"
"Taylor Rashi","ARI","AAA",29,67.1,0.30810811,1.711538461,0.216666666,0.494444444,0.288888888,0.134615384,0.096153846,0.49468085,0.21276596,0.29255319,0.10720268,471,723,1194,"26344"
"Bradley Blalock","COL","AAA",24,60.2,0.36180905,1.323076923,0.263414634,0.419512195,0.31707317,0.138461538,0.169230769,0.43601896,0.27962085,0.28436019,0.09002648,427,706,1133,"26419"
"Trevor McDonald","SFG","AAA",24,142.1,0.31443299,2.028846153,0.204545454,0.532828282,0.262626262,0.201923076,0.211538461,0.49144254,0.22738386,0.28117359,0.12516241,872,1437,2309,"26448"
"Jayden Murray","HOU","AAA",28,64,0.2994012,1.245614035,0.24260355,0.420118343,0.337278106,0.228070175,0.087719298,0.38953488,0.26162791,0.34883721,0.09874327,433,681,1114,"26482"
"Anthony Molina","COL","AAA",23,69.2,0.375,1.546666666,0.239043824,0.462151394,0.29880478,0.133333333,0.12,0.47081712,0.23735409,0.29182879,0.09077156,507,815,1322,"26952"
"Cade Cavalli","WSN","AAA",26,65,0.38150289,2.130434782,0.195530726,0.547486033,0.25698324,0.195652173,0.173913043,0.47513812,0.17679558,0.3480663,0.11977716,384,693,1077,"27473"
"Bryce Jarvis","ARI","AAA",27,78.2,0.35983264,0.83,0.253061224,0.33877551,0.408163265,0.17,0.14,0.38339921,0.30434783,0.31225296,0.1015299,552,886,1438,"27477"
"Cole Wilcox","TBR","AAA",25,51,0.28030303,1.641025641,0.242647058,0.470588235,0.286764705,0.102564102,0.23076923,0.42553191,0.21985816,0.35460993,0.12023121,313,552,865,"27481"
"Bobby Miller","LAD","AAA",26,90.2,0.27380952,1.15730337,0.264367816,0.394636015,0.340996168,0.269662921,0.123595505,0.40684411,0.23954373,0.35361217,0.1039039,681,984,1665,"27483"
"Landon Knack","LAD","AAA",27,102.2,0.30716724,0.914529914,0.260726072,0.353135313,0.386138613,0.213675213,0.128205128,0.39542484,0.27777778,0.32679739,0.10335349,711,1108,1819,"27487"
"Karl Kauffmann","COL","AAA",27,81.2,0.316,1.626666666,0.242307692,0.469230769,0.288461538,0.173333333,0.146666666,0.45210728,0.22988506,0.31800766,0.08668342,666,926,1592,"27488"
"Carson Ragsdale","ATL","AAA",27,89.2,0.25910931,0.805309734,0.212355212,0.351351351,0.436293436,0.256637168,0.168141592,0.40298507,0.27985075,0.31716418,0.09470199,573,937,1510,"27508"
"Davis Daniel","ATL","AAA",28,101.1,0.28903654,0.903508771,0.302250803,0.33118971,0.366559485,0.166666666,0.131578947,0.44126984,0.25714286,0.3015873,0.08124618,614,1023,1637,"27582"
"Garrett Acton","TBR","AAA",27,58.2,0.24427481,0.460526315,0.189781021,0.255474452,0.554744525,0.302631578,0.092105263,0.39130435,0.32608696,0.2826087,0.11196172,371,674,1045,"27583"
"Jake Eder","WSN","AAA",26,68.1,0.33809524,0.977777777,0.198198198,0.396396396,0.405405405,0.133333333,0.166666666,0.42410714,0.23660714,0.33928571,0.11665183,387,736,1123,"27590"
"Christian Roa","MIA","AAA",26,60.1,0.22535211,1.036363636,0.238095238,0.387755102,0.374149659,0.309090909,0.109090909,0.4527027,0.18918919,0.35810811,0.11345382,384,612,996,"27662"
"Tanner Gordon","COL","AAA",27,58.1,0.37096774,0.971428571,0.28125,0.354166666,0.364583333,0.242857142,0.128571428,0.39487179,0.30769231,0.2974359,0.09723644,305,672,977,"27669"
"Ken Waldichuk","OAK","AAA",27,51,0.37593985,0.824561403,0.272727272,0.328671328,0.398601398,0.122807017,0.228070175,0.36054422,0.23809524,0.40136054,0.11506849,443,652,1095,"27681"
"Brian Van Belle","BOS","AAA",28,105,0.28846154,2.024390243,0.202572347,0.533762057,0.263665594,0.146341463,0.121951219,0.51713396,0.20872274,0.2741433,0.1289456,450,1039,1489,"27695"
"Mick Abel","MIN","AAA",23,98.1,0.26694915,1.486842105,0.205882352,0.474789915,0.319327731,0.171052631,0.078947368,0.47325103,0.20987654,0.31687243,0.12779974,553,965,1518,"27756"
"Kyle Harrison","SFG","AAA",23,76.1,0.34285714,0.951219512,0.248826291,0.366197183,0.384976525,0.219512195,0.085365853,0.33023256,0.26976744,0.4,0.11751983,510,877,1387,"27758"
"Yosver Zulueta","CIN","AAA",27,60.1,0.234375,2.551724137,0.213740458,0.564885496,0.221374045,0.137931034,0.24137931,0.40298507,0.23134328,0.36567164,0.12426036,408,606,1014,"27765"
"Dugan Darnell","COL","AAA",28,53.2,0.28787879,1.295454545,0.229007633,0.435114503,0.335877862,0.136363636,0.09090909,0.52238806,0.23880597,0.23880597,0.14101058,305,546,851,"27812"
"Austin Kitchen","SEA","AAA",28,69.2,0.30331754,1.931034482,0.198113207,0.528301886,0.273584905,0.103448275,0.086206896,0.38139535,0.25116279,0.36744186,0.0982659,341,697,1038,"27910"
"Ian Seymour","TBR","AAA",26,86,0.31336406,0.826086956,0.243243243,0.342342342,0.414414414,0.206521739,0.108695652,0.42920354,0.23451327,0.33628319,0.14882698,487,877,1364,"27932"
"Luke Little","CHC","AAA",24,59.2,0.2519084,2.433333333,0.1953125,0.5703125,0.234375,0.133333333,0.1,0.4887218,0.15037594,0.36090226,0.11232877,449,646,1095,"28036"
"Patrick Monteverde","MIA","AAA",27,94.2,0.27586207,0.943925233,0.243636363,0.367272727,0.389090909,0.242990654,0.177570093,0.41785714,0.27857143,0.30357143,0.10340136,523,947,1470,"29564"
"Joe Boyle","TBR","AAA",25,86,0.21787709,1.807692307,0.206521739,0.510869565,0.282608695,0.192307692,0.134615384,0.43010753,0.20967742,0.36021505,0.17283951,525,852,1377,"29608"
"Jackson Wolf","SDP","AAA",26,103.2,0.34405145,1.16981132,0.267515923,0.394904458,0.337579617,0.264150943,0.113207547,0.43125,0.271875,0.296875,0.10608599,654,1137,1791,"29832"
"Chayce McDermott","BAL","AAA",26,58,0.35526316,1.16981132,0.267515923,0.394904458,0.337579617,0.301886792,0.094339622,0.40127389,0.25477707,0.34394904,0.11764706,469,636,1105,"29866"
"Bubba Chandler","PIT","AAA",22,100,0.34251969,0.960784313,0.23076923,0.376923076,0.392307692,0.166666666,0.078431372,0.3878327,0.24334601,0.36882129,0.1257485,695,1142,1837,"29868"
"Michael McGreevy","STL","AAA",24,75,0.34803922,2.153846153,0.211538461,0.538461538,0.25,0.269230769,0.134615384,0.40952381,0.24761905,0.34285714,0.10232945,432,770,1202,"29869"
"Andrew Alvarez","WSN","AAA",26,123,0.29275362,2.071428571,0.245614035,0.508771929,0.245614035,0.142857142,0.154761904,0.46089385,0.23463687,0.30446927,0.11028684,792,1230,2022,"29914"
"Joe Rock","TBR","AAA",24,96.2,0.31617647,1.419354838,0.216027874,0.459930313,0.324041811,0.139784946,0.17204301,0.39100346,0.25951557,0.34948097,0.12355954,555,1007,1562,"30016"
"Carson Seymour","SFG","AAA",26,77,0.29842932,2.452380952,0.252577319,0.530927835,0.216494845,0.285714285,0.166666666,0.46733668,0.20100503,0.33165829,0.10352588,502,831,1333,"30084"
"Jordan Wicks","CHC","AAA",25,71,0.32631579,2.4,0.213872832,0.554913294,0.231213872,0.075,0.1,0.41142857,0.30285714,0.28571429,0.1364047,397,710,1107,"30094"
"Doug Nikhazy","CLE","AAA",25,86,0.30705394,0.788461538,0.253012048,0.329317269,0.417670682,0.25,0.144230769,0.48627451,0.25098039,0.2627451,0.12450593,583,935,1518,"30142"
