Name,Team,Level,Age,IP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA,FIP,E-F,xFIP,PlayerId
"Caleb Thielbar","ATL","AAA",32,78.1,10.800000701255032,1.8382979917029842,5.875,0.8042553713700555,0.29467085,0.05015674,0.24451411,0.24916944,1.1617022030900803,0.34,0.76923077,3.217021485480222,3.075792664536093,0.14122882094412903,3.9158443587956437,"10078"
"Ryan Weber","BOS","AAA",28,78,7.269230769230769,2.8846153846153846,2.52,1.0384615384615385,0.18694362,0.07418398,0.11275964,0.27831715,1.4230769230769231,0.32489451,0.7199211,4.5,4.5862673319303076,-0.08626733193030756,4.629062051268725,"10160"
"Erasmo Ramirez","BOS","AAA",29,125.1,6.821808787480163,3.087766082754179,2.20930233,1.2925532439436098,0.17690875,0.08007449,0.09683427,0.25562372,1.3404255863118917,0.28457447,0.66305819,4.739361894459903,5.124728931264677,-0.3853670368047739,5.105256552544852,"10314"
"Brooks Pounders","CLE","AAA",28,56.1,10.54437929324874,3.1952664524996184,3.3,1.2781065809998473,0.27848101,0.08438819,0.19409283,0.22857143,1.207100659833189,0.29411765,0.73667712,4.313609710874485,4.565557325850067,-0.25194761497558193,5.049778747420333,"10387"
"Hunter Cervenka","STL","AAA",29,54.2,11.195120909609827,4.60975566866287,2.42857143,0.3292682620473478,0.30222222,0.12444444,0.17777778,0.19587629,1.2073169608402754,0.29032258,0.74018127,2.7987802274024567,3.447958064541763,-0.6491778371393062,4.443753598993448,"10510"
"Donn Roach","CHW","AAA",29,79.1,6.012605427500327,2.9495800210378964,2.03846154,1.8151261667925518,0.13874346,0.06806283,0.07068063,0.35875706,1.928571552217086,0.38947368,0.58823529,7.827731594292879,5.969266835832225,1.858464758460654,4.818317800800031,"10620"
"Scott Copeland","WSN","AAA",31,114.1,8.029154876137552,4.880466689416944,1.64516129,1.5743440933603046,0.19428571,0.11809524,0.07619048,0.27631579,1.6443149419540959,0.31736527,0.65269461,6.218659168773202,6.096970381346573,0.12168878742662947,5.1707196138959,"10706"
"Drew Hutchison","NYY","AAA",28,131.1,9.114212624386415,3.7005073813298224,2.46296296,1.3705582893814157,0.22773973,0.09246575,0.13527397,0.27151052,1.4923856928819859,0.32972973,0.65714286,5.276649414118451,5.002121150087704,0.2745282640307467,4.870622364098089,"10732"
"Mike Foltynewicz","ATL","AAA",27,51.1,7.889611171337095,2.980519775838458,2.64705882,0.1753246926963799,0.20737327,0.07834101,0.12903226,0.24747475,1.285714413106786,0.31578947,0.66066066,3.8571432393203575,3.235118442177668,0.6220247971426893,4.935410625394494,"10811"
"Asher Wojciechowski","CLE","AAA",30,84.2,8.716536480344814,3.2952759864718204,2.64516129,2.0196852820311157,0.23631124,0.08933718,0.14697406,0.21405751,1.1574804540295283,0.22641509,0.88709677,3.6141736625819965,5.809768502998608,-2.1955948404166117,5.455119316669409,"10836"
