Name,Team,Level,Age,IP,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches,PlayerId
"Patrick Schuster","OAK","AAA",26,52.1,0.38853503,1.976190476,0.208860759,0.525316455,0.265822784,0.142857142,0.166666666,0.43902439,0.21341463,0.34756098,0.10250818,318,599,917,"10029"
"Keyvius Sampson","MIA","AAA",26,79,0.33936652,1.227848101,0.210762331,0.434977578,0.354260089,0.227848101,0.11392405,0.36681223,0.30131004,0.33187773,0.11827243,618,887,1505,"10039"
"Edgar Olmos","BOS","AAA",27,87.1,0.25957447,1.594594594,0.186440677,0.5,0.313559322,0.229729729,0.081081081,0.49166667,0.2125,0.29583333,0.0862196,545,812,1357,"10174"
"Jacob Turner","WSN","AAA",26,65.2,0.33838384,1.584615384,0.172413793,0.507389162,0.320197044,0.184615384,0.076923076,0.50246305,0.20197044,0.2955665,0.08448118,429,660,1089,"10185"
"Rafael Martin","WSN","AAA",33,62.2,0.31843575,0.565656565,0.162162162,0.302702702,0.535135135,0.333333333,0.06060606,0.36216216,0.30810811,0.32972973,0.11048689,355,713,1068,"10258"
"Justin Marks","TBR","AAA",29,75.2,0.31981982,0.958333333,0.156950672,0.412556053,0.430493273,0.166666666,0.052083333,0.40969163,0.20704846,0.38325991,0.10284464,530,841,1371,"10265"
"Chris Heston","LAD","AAA",29,61.2,0.3718593,1.356164383,0.184834123,0.469194312,0.345971563,0.109589041,0.164383561,0.50943396,0.24056604,0.25,0.09056956,406,665,1071,"10302"
"Brooks Pounders","LAA","AAA",26,51.1,0.25714286,0.859375,0.16197183,0.387323943,0.450704225,0.21875,0.09375,0.37241379,0.31034483,0.31724138,0.10280374,311,545,856,"10387"
"Madison Younginer IV","LAD","AAA",26,62.1,0.37195122,1.81632653,0.188235294,0.523529411,0.288235294,0.204081632,0.163265306,0.47674419,0.20348837,0.31976744,0.10291262,371,659,1030,"10636"
"Scott Copeland","MIA","AAA",29,137.2,0.33253012,2.33,0.216470588,0.548235294,0.235294117,0.12,0.2,0.52183908,0.25747126,0.22068966,0.09380692,846,1350,2196,"10706"
"Drew Hutchison","PIT","AAA",26,159.1,0.28421053,1.409090909,0.222222222,0.454926624,0.322851153,0.207792207,0.09090909,0.4396728,0.23108384,0.32924335,0.10206422,1001,1615,2616,"10732"
"Tyler Cravy","MIL","AAA",27,53.1,0.30588235,0.8,0.167630057,0.369942196,0.462427745,0.2125,0.1125,0.41573034,0.2752809,0.30898876,0.09670563,368,573,941,"10770"
"Michael Mariot","PHI","AAA",28,57,0.32903226,0.714285714,0.23076923,0.32051282,0.448717948,0.142857142,0.071428571,0.4,0.29375,0.30625,0.09216102,357,587,944,"10835"
"Christian Bergman","SEA","AAA",29,86,0.33101045,1.384615384,0.246527777,0.4375,0.315972222,0.241758241,0.076923076,0.48122867,0.22525597,0.29351536,0.07832168,468,962,1430,"10925"
"Jake Buchanan","CIN","AAA",27,105.2,0.30724638,1.693069306,0.202346041,0.501466275,0.296187683,0.207920792,0.07920792,0.47727273,0.25284091,0.26988636,0.07943094,626,1061,1687,"10962"
"Ben Rowen","NYM","AAA",28,63.1,0.37,2.255319148,0.23880597,0.527363184,0.233830845,0.191489361,0.127659574,0.36893204,0.33009709,0.30097087,0.08603239,303,685,988,"10983"
"Casey Lawrence","SEA","AAA",29,67.1,0.25628141,0.988095238,0.177339901,0.408866995,0.413793103,0.119047619,0.095238095,0.41747573,0.28640777,0.2961165,0.09663866,304,648,952,"11121"
"Eric Jokisch","ARI","AAA",27,134.2,0.2960373,1.674603174,0.205188679,0.497641509,0.297169811,0.174603174,0.095238095,0.46031746,0.24036281,0.29931973,0.09137529,776,1369,2145,"11157"
"Lisalverto Bonilla","CIN","AAA",27,62.2,0.30726257,1.566037735,0.235955056,0.466292134,0.297752808,0.207547169,0.113207547,0.5,0.26630435,0.23369565,0.1315519,340,633,973,"11266"
"Zach Neal","OAK","AAA",28,99,0.30724638,1.486725663,0.187861271,0.485549132,0.326589595,0.238938053,0.079646017,0.50704225,0.2084507,0.28450704,0.07938719,437,999,1436,"11294"
"Seth Frankoff","CHC","AAA",28,116.2,0.27906977,1.54368932,0.152103559,0.514563106,0.333333333,0.165048543,0.174757281,0.50470219,0.26332288,0.23197492,0.10845214,789,1175,1964,"11346"
"Tyrell Jenkins","SDP","AAA",24,82.1,0.35580524,1.581395348,0.195652173,0.492753623,0.311594202,0.069767441,0.186046511,0.42198582,0.28723404,0.29078014,0.07891156,602,868,1470,"11378"
"A.J. Cole","WSN","AAA",25,93.1,0.38961039,1.166666666,0.24025974,0.409090909,0.35064935,0.222222222,0.064814814,0.43949045,0.28343949,0.27707006,0.10179641,615,1055,1670,"11467"
"Zach Lee","SDP","AAA",25,67,0.33476395,1.423076923,0.202531645,0.46835443,0.329113924,0.089743589,0.141025641,0.37295082,0.28278689,0.3442623,0.06816359,491,756,1247,"11468"
"Bryan Mitchell","NYY","AAA",26,63.2,0.3258427,1.93877551,0.186440677,0.536723163,0.276836158,0.183673469,0.020408163,0.37988827,0.18994413,0.4301676,0.09847716,328,657,985,"11479"
"Brandon Cunniff","MIA","AAA",28,54.2,0.28275862,0.885245901,0.206896551,0.372413793,0.420689655,0.098360655,0.114754098,0.43333333,0.28666667,0.28,0.11434736,390,537,927,"11509"
"Williams Perez","CHC","AAA",26,120.1,0.32022472,1.73076923,0.20670391,0.502793296,0.290502793,0.173076923,0.076923076,0.44109589,0.20547945,0.35342466,0.06394491,797,1236,2033,"11592"
"Dovydas Neverauskas","PIT","AAA",24,50.1,0.31724138,1.306122448,0.19858156,0.453900709,0.34751773,0.204081632,0.020408163,0.34931507,0.2739726,0.37671233,0.1058264,319,522,841,"11604"
"Josh Lucas","STL","AAA",26,60,0.33950617,1.886363636,0.201257861,0.522012578,0.276729559,0.227272727,0.068181818,0.56707317,0.20731707,0.22560976,0.13606195,294,610,904,"11686"
"Nick Kingham","PIT","AAA",25,113.1,0.32267442,1.319327731,0.204610951,0.452449567,0.342939481,0.210084033,0.06722689,0.46723647,0.24786325,0.28490028,0.10313901,605,1179,1784,"11694"
"Justin Nicolino","MIA","AAA",25,79,0.26859504,1.3375,0.236734693,0.436734693,0.326530612,0.2125,0.125,0.41035857,0.22709163,0.3625498,0.08340354,418,769,1187,"11754"
"Myles Jaye","DET","AAA",25,60.1,0.34170854,2.06,0.207253886,0.533678756,0.259067357,0.24,0.06,0.43,0.26,0.31,0.08196721,406,631,1037,"11769"
"Angel Sanchez","PIT","AAA",27,55.1,0.32638889,1.717391304,0.143835616,0.54109589,0.315068493,0.130434782,0.086956521,0.45945946,0.24324324,0.2972973,0.15011547,301,565,866,"11776"
"Brian Flynn","KCR","AAA",27,50,0.36942675,1.180327868,0.173913043,0.447204968,0.378881987,0.163934426,0.163934426,0.41566265,0.27108434,0.31325301,0.14450867,307,558,865,"12027"
"David Goforth","MIL","AAA",28,54.1,0.29239766,1.55,0.105263157,0.543859649,0.350877192,0.25,0.116666666,0.44067797,0.24858757,0.31073446,0.11254019,374,559,933,"12166"
"Cody Martin","SEA","AAA",27,56.2,0.3537415,0.723076923,0.267973856,0.307189542,0.424836601,0.153846153,0.107692307,0.38961039,0.28571429,0.32467532,0.11227702,336,617,953,"12182"
"Ryan Sherriff","STL","AAA",27,53.2,0.25503356,1.906976744,0.143835616,0.561643835,0.294520547,0.186046511,0.046511627,0.37333333,0.3,0.32666667,0.11879896,248,518,766,"12249"
"Aaron Brooks","MIL","AAA",27,145.2,0.34243697,1.558441558,0.199186991,0.487804878,0.31300813,0.142857142,0.188311688,0.46825397,0.26587302,0.26587302,0.09183673,793,1559,2352,"12272"
"Drew Rucinski","MIN","AAA",28,63,0.29142857,1.826923076,0.164772727,0.539772727,0.295454545,0.192307692,0.057692307,0.48876404,0.24719101,0.26404494,0.14847162,307,609,916,"12499"
"Drew Gagnon","LAA","AAA",27,86.1,0.35458167,1.06185567,0.21875,0.40234375,0.37890625,0.226804123,0.06185567,0.47081712,0.26070039,0.26848249,0.12933969,574,895,1469,"12545"
"Mike Wright Jr.","BAL","AAA",27,83,0.30120482,1.168421052,0.176,0.444,0.38,0.27368421,0.063157894,0.35294118,0.2745098,0.37254902,0.09489051,484,886,1370,"12586"
"Tyler Wilson","BAL","AAA",27,114,0.31216931,1.41322314,0.2335958,0.448818897,0.317585301,0.231404958,0.082644628,0.42635659,0.25839793,0.31524548,0.07865169,625,1155,1780,"12691"
