Name,Team,Level,Age,IP,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches,PlayerId
"Keyvius Sampson","CIN","AAA",25,62.1,0.22580645,1.245614035,0.179487179,0.455128205,0.365384615,0.315789473,0.052631578,0.41139241,0.20886076,0.37974684,0.11522634,354,618,972,"10039"
"Ryan Weber","ATL","AAA",25,62,0.30769231,2.454545454,0.243781094,0.537313432,0.218905472,0.227272727,0.022727272,0.48076923,0.23557692,0.28365385,0.06190976,337,616,953,"10160"
"Edgar Olmos","BAL","AAA",26,68.2,0.33908046,1.857142857,0.213483146,0.511235955,0.275280898,0.204081632,0.081632653,0.44134078,0.25698324,0.30167598,0.10571429,414,636,1050,"10174"
"Jacob Turner","CHW","AAA",25,107,0.3422619,1.61,0.22781065,0.47633136,0.295857988,0.14,0.1,0.47398844,0.2283237,0.29768786,0.09518144,614,1067,1681,"10185"
"Shelby Miller","ARI","AAA",25,50.2,0.36690647,1.918918918,0.228571428,0.507142857,0.264285714,0.189189189,0.108108108,0.38028169,0.25352113,0.36619718,0.09541512,258,549,807,"10197"
"Aaron Northcraft","SDP","AAA",26,50,0.36842105,1.56862745,0.149350649,0.519480519,0.331168831,0.098039215,0.098039215,0.42038217,0.24203822,0.33757962,0.09080189,330,518,848,"10218"
"Andy Oliver","BAL","AAA",28,86.2,0.32510288,1.284090909,0.179591836,0.461224489,0.359183673,0.21590909,0.068181818,0.40239044,0.22310757,0.37450199,0.11958042,497,933,1430,"10257"
"Justin Marks","TBR","AAA",28,140,0.28682171,1.164383561,0.197969543,0.431472081,0.370558375,0.273972602,0.09589041,0.42892768,0.24438903,0.32668329,0.09745939,919,1482,2401,"10265"
"Josh Smoker","NYM","AAA",27,57,0.40939597,1.625,0.285714285,0.44217687,0.272108843,0.1,0.125,0.3483871,0.24516129,0.40645161,0.13721619,330,683,1013,"10285"
"Chad Bell","TEX","AAA",27,98.1,0.31407942,1.943661971,0.234432234,0.505494505,0.26007326,0.197183098,0.056338028,0.44128114,0.21708185,0.34163701,0.10230817,631,972,1603,"10297"
"Chris Heston","SFG","AAA",28,81.1,0.28793774,1.336842105,0.129411764,0.498039215,0.372549019,0.210526315,0.084210526,0.49809886,0.23954373,0.26235741,0.07054264,505,785,1290,"10302"
