Name,Team,Level,Age,IP,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches,PlayerId
"Shelby Miller","SFG","AAA",31,53.1,0.272,0.716981132,0.241666666,0.316666666,0.441666666,0.207547169,0.075471698,0.39370079,0.28346457,0.32283465,0.12540541,332,593,925,"10197"
"Robbie Erlin","LAD","AAA",31,77,0.33609959,1.063157894,0.216,0.404,0.38,0.221052631,0.147368421,0.47058824,0.27058824,0.25882353,0.10985117,561,850,1411,"10354"
"Michael Mariot","DET","AAA",33,79,0.26609442,0.754385964,0.186991869,0.349593495,0.463414634,0.184210526,0.131578947,0.44176707,0.25702811,0.30120482,0.09160893,512,787,1299,"10835"
"Casey Lawrence","TOR","AAA",34,126,0.22713864,1.141791044,0.18465909,0.43465909,0.380681818,0.186567164,0.134328358,0.42296919,0.24929972,0.32773109,0.12791991,585,1213,1798,"11121"
"Zach Neal","COL","AAA",33,116.2,0.32686981,1.238461538,0.246113989,0.417098445,0.336787564,0.192307692,0.215384615,0.48843188,0.27506427,0.23650386,0.10300867,712,1249,1961,"11294"
"Zach Lee","COL","AAA",30,61.1,0.31791908,1.147540983,0.242774566,0.404624277,0.352601156,0.13114754,0.114754098,0.41666667,0.22222222,0.36111111,0.10960145,445,659,1104,"11468"
"Aaron Sanchez","WSN","AAA",29,62.1,0.28021978,1.49122807,0.248677248,0.449735449,0.301587301,0.210526315,0.157894736,0.42631579,0.28421053,0.28947368,0.07324517,372,611,983,"11490"
"Deck McGuire","CIN","AAA",33,74,0.28571429,0.821782178,0.185840707,0.367256637,0.446902654,0.217821782,0.118811881,0.51304348,0.22608696,0.26086957,0.1107739,515,803,1318,"11596"
"Matt Harvey","BAL","AAA",33,54.1,0.25503356,0.84057971,0.20625,0.3625,0.43125,0.217391304,0.20289855,0.3803681,0.21472393,0.40490798,0.09154114,320,543,863,"11713"
"Justin Nicolino","CIN","AAA",30,85,0.3037037,0.94117647,0.192307692,0.391608391,0.416083916,0.226890756,0.142857142,0.51567944,0.25087108,0.23344948,0.08613139,483,887,1370,"11754"
"Alberto Baldonado","WSN","AAA",29,63.1,0.28472222,0.6,0.154929577,0.316901408,0.528169014,0.186666666,0.066666666,0.36111111,0.25,0.38888889,0.17180205,404,667,1071,"11812"
"Aaron Brooks","STL","AAA",32,69.2,0.33488372,1.774193548,0.225225225,0.495495495,0.279279279,0.161290322,0.14516129,0.45535714,0.25892857,0.28571429,0.10835629,398,691,1089,"12272"
"Nick Ramirez","SEA","AAA",32,55.1,0.3,1.533333333,0.24,0.46,0.3,0.244444444,0.088888888,0.40522876,0.26797386,0.32679739,0.15952381,291,549,840,"12575"
"Mike Wright Jr.","LAD","AAA",32,55.2,0.27878788,1.147058823,0.14619883,0.45614035,0.397660818,0.205882352,0.102941176,0.40935673,0.26315789,0.32748538,0.08881923,372,585,957,"12586"
"Jerad Eickhoff","PIT","AAA",31,114.1,0.2715655,0.954198473,0.212307692,0.384615384,0.403076923,0.221374045,0.129770992,0.51818182,0.22424242,0.25757576,0.10991501,616,1149,1765,"12664"
"Roenis Elias","SEA","AAA",33,65,0.31632653,0.986842105,0.256157635,0.369458128,0.374384236,0.144736842,0.105263157,0.45588235,0.2745098,0.26960784,0.12475822,368,666,1034,"12673"
"Sam Gaviglio","LAD","AAA",32,66.2,0.36040609,2.422222222,0.245098039,0.534313725,0.220588235,0.155555555,0.266666666,0.49763033,0.22274882,0.27962085,0.11656442,406,735,1141,"12778"
"Michael Kelly","PHI","AAA",29,51,0.375,0.75,0.164179104,0.358208955,0.47761194,0.125,0.125,0.40441176,0.23529412,0.36029412,0.13404255,358,582,940,"12791"
"Logan Verrett","WSN","AAA",32,125.2,0.26721763,1.17266187,0.194666666,0.434666666,0.370666666,0.215827338,0.100719424,0.4668435,0.22281167,0.31034483,0.1261708,600,1215,1815,"12905"
"Corey Oswalt","PHI","AAA",28,50.2,0.32911392,1,0.202380952,0.398809523,0.398809523,0.23880597,0.208955223,0.52325581,0.22674419,0.25,0.09954751,335,549,884,"13677"
"Dereck Rodriguez","MIN","AAA",30,94.2,0.30188679,0.627906976,0.227941176,0.297794117,0.474264705,0.209302325,0.100775193,0.43010753,0.2688172,0.30107527,0.11052976,530,999,1529,"14509"
"Konner Wade","SEA","AAA",30,115.2,0.33066667,1.027972027,0.25831202,0.375959079,0.3657289,0.251748251,0.139860139,0.44050633,0.25822785,0.30126582,0.08683151,573,1166,1739,"14655"
"Chi Chi Gonzalez","DET","AAA",30,80.1,0.31489362,1.680555555,0.18907563,0.508403361,0.302521008,0.277777777,0.111111111,0.43983402,0.20746888,0.3526971,0.10942492,413,839,1252,"14663"
"Jonathan Aro","LAA","AAA",31,62.2,0.34653465,1.173913043,0.257425742,0.400990099,0.341584158,0.115942028,0.057971014,0.44927536,0.22705314,0.3236715,0.11689587,363,655,1018,"14699"
"Matt Dermody","CHC","AAA",31,79.1,0.31223629,1.76056338,0.196721311,0.512295081,0.290983606,0.225352112,0.154929577,0.45381526,0.23694779,0.30923695,0.12700965,419,825,1244,"14844"
