Name,Team,Level,Age,IP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA,FIP,E-F,xFIP,PlayerId
"Ian Krol","NYM","AAA",27,56.1,9.42603635402308,4.153846528891527,2.26923077,0.6390533121371579,0.22957198,0.10116732,0.12840467,0.27753304,1.579881799450196,0.3597561,0.82379863,2.7159765765829214,4.171366065869352,-1.4553894892864303,4.591169372407199,"10066"
"Ryan Weber","TBR","AAA",27,115.1,6.4768788983506616,1.7947977670128339,3.60869565,0.7023121697006741,0.17327766,0.0480167,0.12526096,0.26174497,1.2138728859023997,0.30422535,0.76246334,2.7312139932803996,3.74058517615983,-1.0093711828794305,3.570902857513447,"10160"
"Jacob Turner","DET","AAA",27,104,6.490384734417562,3.2019231356459974,2.02702703,0.8653846312556749,0.16968326,0.08371041,0.08597285,0.2638191,1.3653846404256205,0.30351438,0.74074074,3.9807693037761047,4.4958812800721075,-0.5151119762960028,4.288351059952127,"10185"
"Chad Bell","DET","AAA",29,56.2,8.735295391742932,2.858823946388596,3.05555556,1.2705884206171536,0.21400778,0.07003891,0.14396887,0.28571429,1.5176472801816003,0.34285714,0.64643799,5.876471445354336,4.233070838591652,1.6434006067626843,3.9148523856247803,"10297"
"Donn Roach","CHW","AAA",28,95,5.778947368421052,1.9894736842105263,2.9047619,0.28421052631578947,0.15641026,0.05384615,0.1025641,0.26027397,1.2210526315789474,0.30564784,0.75993092,2.6526315789473682,3.248860181005378,-0.5962286020580096,3.731190587815486,"10620"
"Asher Wojciechowski","CHW","AAA",29,119.1,9.50279370112046,2.790502912233786,3.40540541,1.960893938326444,0.25403226,0.07459677,0.17943548,0.23736264,1.2150838506723691,0.27062706,0.76376554,4.525139857676409,5.084467430014444,-0.5593275723380344,3.846548441202331,"10836"
"Christian Bergman","SEA","AAA",30,141.2,7.1788240448948795,2.477647236733631,2.8974359,0.9529412448975503,0.1825525,0.06300485,0.11954766,0.29340278,1.4682353995458552,0.34375,0.65968586,5.082353306120268,4.437095279999839,0.6452580261204295,4.708635611037956,"10925"
"Josh A. Smith","SEA","AAA",30,84.1,9.60474344505127,2.027668060621935,4.73684211,0.8537549728934463,0.24657534,0.05205479,0.19452055,0.26822157,1.3162055832107296,0.34285714,0.60311284,4.375494236078912,3.2650076628551985,1.1104865732237132,3.343635495255303,"10946"
"Jake Buchanan","ARI","AAA",28,156.2,4.94042585270177,2.700000175313758,1.82978723,0.5170213101664644,0.12481858,0.0682148,0.05660377,0.30015798,1.5127660556722475,0.33643123,0.65981148,5.170213101664643,4.466607167022487,0.7036059346421562,4.835384330420741,"10962"
"Casey Lawrence","SEA","AAA",30,98,8.173469387755102,1.1938775510204083,6.84615385,1.010204081632653,0.22084367,0.03225806,0.18858561,0.25257732,1.1326530612244898,0.30208333,0.74795082,3.306122448979592,3.8473713407711108,-0.5412488917915188,3.918734027019569,"11121"
"Eric Jokisch","OAK","AAA",28,148.2,7.32511260884461,2.784753553775637,2.63043478,0.7264574488110358,0.18558282,0.07055215,0.11503068,0.27363184,1.4192826083252643,0.32553191,0.65922921,4.05605408919495,4.155644453865628,-0.09959036467067861,4.150335327768067,"11157"
"Casey Sadler","PIT","AAA",27,77,7.12987012987013,3.038961038961039,2.34615385,0.8181818181818182,0.18208955,0.07761194,0.10447761,0.26072607,1.3636363636363635,0.30638298,0.72134387,3.3896103896103895,4.177226551477012,-0.7876161618666222,4.23096036293677,"11209"
"Zach Neal","LAD","AAA",29,101,6.0594059405940595,1.3366336633663367,4.53333333,1.3366336633663367,0.15704388,0.03464203,0.12240185,0.28571429,1.316831683168317,0.31212121,0.7008547,4.633663366336633,4.761637704219261,-0.1279743378826277,4.184563297237203,"11294"
"Brandon Cumpton","TOR","AAA",29,52.2,5.297467842829466,2.5632908916916772,2.06666667,1.5379745350150062,0.13596491,0.06578947,0.07017544,0.29245283,1.4620251752611788,0.30813953,0.62691131,6.151898140060025,5.288766720982225,0.8631314190778001,4.198973517036469,"11366"
"Zach Lee","TBR","AAA",26,71.2,6.027907832358829,1.883721197612134,3.2,0.7534884790448536,0.15483871,0.0483871,0.10645161,0.29251701,1.40930252562093,0.33333333,0.61965812,5.023256526965691,3.7516754179016414,1.2715811090640492,3.814869641060345,"11468"
"Deck McGuire","TEX","AAA",29,57.1,7.848836061494011,4.395348194436647,1.78571429,0.9418603273792814,0.20661157,0.11570248,0.09090909,0.22274882,1.3081393435823352,0.26451613,0.70402299,4.238371473206766,4.662523286913073,-0.42415181370630695,4.642225956196569,"11596"
"Nick Kingham","PIT","AAA",26,62.1,8.374332234129247,2.3101606163115163,3.625,0.7219251925973489,0.22393822,0.06177606,0.16216216,0.24050633,1.171123090213477,0.29885057,0.73611111,3.609625962986744,3.5737124381869503,0.035913524799793706,3.8365362623356827,"11694"
"Kyle Ryan","CHC","AAA",26,66,8.318181818181818,2.4545454545454546,3.38888889,1.2272727272727273,0.23643411,0.06976744,0.16666667,0.20253165,1,0.23353293,0.85106383,2.8636363636363638,4.624118403232459,-1.7604820395960954,3.7604429077921493,"11753"
"Justin Nicolino","CIN","AAA",26,134.1,5.761786164179257,2.3449129737938836,2.45714286,0.8709676759805853,0.14700855,0.05982906,0.08717949,0.29595588,1.45905696147175,0.33258427,0.68552775,4.689825947587767,4.226370887814075,0.4634550597736924,4.478606043132734,"11754"
