Name,Team,Level,Age,IP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA,FIP,E-F,xFIP,PlayerId
"Michael Mariot","SEA","AAA",36,69,6.782608695652174,3.260869565217391,2.08,1.434782608695652,0.16099071,0.07739938,0.08359133,0.31740614,1.710144927536232,0.35652174,0.7063197,5.739130434782608,5.835777680770211,-0.09664724598760266,6.719811092727426,"10835"
"Casey Lawrence","SEA","AAA",37,100,4.86,1.71,2.84210526,1.44,0.1255814,0.04418605,0.08139535,0.27696078,1.32,0.28698225,0.63055062,5.31,5.626212463378907,-0.31621246337890696,5.7699777747690675,"11121"
"Vince Velasquez","CLE","AAA",33,81.2,10.4693890591853,5.510204767992263,1.9,0.8816327628787621,0.26760563,0.14084507,0.12676056,0.23509934,1.4816328376156975,0.31658291,0.78900709,3.416326956155203,4.389934886636871,-0.9736079304816676,4.873923026655959,"11189"
"Aaron Brooks","OAK","AAA",35,76.1,6.484716589296605,3.419214201629119,1.89655172,1.8864630077953761,0.15988372,0.08430233,0.0755814,0.28205128,1.532751193833743,0.29875519,0.6147541,5.777292961373339,6.50769734888101,-0.7304043875076704,5.2273831275508105,"12272"
"Mike Clevinger","CHW","AAA",34,100.2,8.31457037662434,3.2185433715965193,2.58333333,1.5198677032539119,0.21882353,0.08470588,0.13411765,0.25322997,1.3311259623269556,0.29241877,0.75757576,4.201987179584345,4.976189824174551,-0.7742026445902059,4.54604220390168,"12808"
"Michael Fulmer","SEA","AAA",32,66.1,11.66834226772856,3.9346735553968397,2.96551724,0.94974878923372,0.31046931,0.10469314,0.20577617,0.21632653,1.2361809637645245,0.30263158,0.73138298,3.391959961549,3.807241101537344,-0.41528113998834426,3.968758646472084,"13218"
"Adrian Sampson","WSN","AAA",33,83.2,4.840638038743225,3.2270920258288167,1.5,1.1832670761372328,0.12569832,0.08379888,0.04189944,0.24458204,1.3027890030197815,0.25468165,0.70993915,4.4103591019660495,5.384503669017953,-0.9741445670519031,5.901336480351317,"13339"
"Carl Edwards Jr.","TEX","AAA",33,50.2,10.12499936474001,2.842105084839301,3.5625,1.2434209746171943,0.25791855,0.07239819,0.18552036,0.28571429,1.4605262241535297,0.36690647,0.67975831,4.440789195061408,4.578054530254033,-0.13726533519262585,4.051550418529043,"13607"
"John Gant","KCR","AAA",32,81,7.666666666666667,5,1.53333333,1.3333333333333333,0.184,0.12,0.064,0.28353659,1.7037037037037037,0.32793522,0.6737013,6,5.459020187236645,0.5409798127633554,5.305016399312902,"13684"
"Joey Krehbiel","KCR","AAA",32,57.1,8.005814663715332,2.9825584041292417,2.68421053,0.7848837905603268,0.19318182,0.0719697,0.12121212,0.28688525,1.5523257191082018,0.34574468,0.61445783,5.337209775810222,3.897220050560071,1.4399897252501508,4.402600727620214,"13707"
