"bpid","mlbid","Name","Age","Season","Team","G","GS","CG","IP","W","L","SV","BS","HLD","ERA","R","ER","1B","2B","3B","HR","TB","BB","K","HBP","TBF","Pitches"
128054,679885,"Justin Martinez",23,2025,"AZ",17,0,0,15.3,1,2,5,1,4,4.11,8,7,4,2,0,1,12,12,22,3,67,267
141711,683155,"Joey Estes",23,2025,"ATH",3,2,0,11,0,2,0,0,0,9.82,12,12,8,4,0,4,32,6,6,1,55,186
142066,683618,"Edgardo Henriquez",23,2025,"LAD",22,0,0,19,2,1,1,2,5,2.37,5,5,12,3,0,2,26,5,18,0,78,279
142085,683627,"Anthony Molina",23,2025,"COL",17,1,0,34.7,1,1,0,0,0,7.27,30,28,32,8,0,12,96,6,24,2,160,608
145915,689254,"Mason Fluharty",23,2025,"TOR",55,0,0,52.7,5,2,1,2,6,4.44,28,26,22,8,0,6,62,24,56,2,215,859
147751,690953,"Mick Abel",23,2025,,10,8,0,39,3,4,0,1,0,6.23,28,27,31,2,2,8,73,16,39,1,174,720
147803,690986,"Kyle Harrison",23,2025,,11,6,0,35.7,1,1,0,0,1,4.04,16,16,22,8,1,4,57,14,38,1,156,587
147807,690990,"Cade Horton",23,2025,"CHC",23,22,0,118,11,4,0,0,0,2.67,40,35,67,17,1,10,144,33,97,6,476,1787
147819,690997,"Nolan McLean",23,2025,"NYM",8,8,0,48,5,1,0,0,0,2.06,13,11,26,4,0,4,50,16,57,2,188,739
148274,691769,"Philip Abner",23,2025,"AZ",5,0,0,3.7,0,0,0,0,0,4.91,2,2,3,2,0,0,7,3,5,0,18,71
148324,691799,"Grant Taylor",23,2025,"CWS",36,2,0,36.7,2,4,6,1,9,4.91,20,20,32,5,0,0,42,15,54,0,157,609
148363,691951,"Sam Aldegheri",23,2025,"LAA",4,2,0,13.7,0,2,0,1,0,7.9,14,12,13,4,0,3,33,10,12,4,73,303
151666,701656,"Logan Henderson",23,2025,"MIL",5,5,0,25.3,3,0,0,0,0,1.78,5,5,13,1,0,3,27,8,33,0,99,410
151692,692230,"Carlos Rodriguez",23,2025,"MIL",4,0,0,9.7,1,0,0,0,0,6.52,7,7,7,5,0,1,21,9,11,0,50,208
151715,700187,"Troy Taylor",23,2025,"SEA",8,0,0,6.7,0,0,0,0,0,12.15,9,9,11,1,0,2,21,3,2,1,37,136
156680,694819,"Jacob Misiorowski",23,2025,"MIL",15,14,0,66,5,3,0,0,0,4.36,34,32,33,9,1,8,86,30,87,3,272,1161
160224,694462,"Hurston Waldrep",23,2025,"ATL",10,9,0,56.3,6,1,0,0,0,2.88,18,18,34,8,0,3,62,22,55,3,229,852
161332,694973,"Paul Skenes",23,2025,"PIT",32,32,1,187.7,10,10,0,0,0,1.97,45,41,86,37,2,11,210,42,216,6,733,2997
161602,801403,"Chase Dollander",23,2025,"COL",21,21,0,98,2,12,0,0,0,6.52,76,71,70,14,1,18,173,49,82,6,441,1777
163878,806185,"Hayden Birdsong",23,2025,"SF",21,10,0,65.7,4,4,0,0,3,4.8,42,35,37,12,2,10,107,37,68,5,298,1194
163965,802419,"Thomas Harrington",23,2025,"PIT",3,1,0,8.7,0,1,1,0,0,15.58,15,15,10,5,0,3,32,7,7,0,50,200
164332,808963,"Roki Sasaki",23,2025,"LAD",10,8,0,36.3,1,1,0,0,2,4.46,18,18,18,5,1,6,55,22,28,3,161,621
170375,813349,"Connelly Early",23,2025,"BOS",4,4,0,19.3,1,2,0,0,0,2.33,6,5,16,1,0,0,18,4,29,1,79,323
173462,820862,"José Fermin",23,2025,"LAA",40,0,0,34.3,3,2,0,4,6,4.46,21,17,14,3,0,8,52,23,39,1,152,645
110327,675848,"Juan Mejia",24,2025,"COL",55,0,0,61.3,2,2,1,3,12,3.96,34,27,31,13,2,6,87,25,68,6,261,1074
110387,672456,"Keider Montero",24,2025,"DET",20,12,0,90.7,5,3,0,0,0,4.37,46,44,65,13,1,16,158,31,72,2,389,1473
112289,678215,"Luarbert Arias",24,2025,"MIA",7,0,0,10.3,0,0,0,0,0,11.32,13,13,11,2,2,2,29,5,10,2,55,207
114206,671737,"Taj Bradley",24,2025,,27,27,0,142.7,6,8,0,0,0,5.05,88,80,84,27,1,19,217,56,127,4,605,2271
117444,681168,"Luis Curvelo",24,2025,"TEX",17,0,0,19,1,1,0,2,2,5.68,13,12,8,6,0,3,32,10,20,0,84,325
120108,680755,"Braydon Fisher",24,2025,"TOR",52,1,0,50,7,0,0,1,5,2.7,15,15,22,6,0,4,50,19,62,3,202,834
122780,682995,"Hunter Barco",24,2025,"PIT",2,0,0,3,1,0,0,0,0,0,0,0,2,1,0,0,4,0,3,0,12,46
126791,681432,"Luke Little",24,2025,"CHC",2,0,0,2.7,0,0,0,0,0,3.38,2,1,1,0,0,0,1,6,4,0,15,76
129321,682825,"Luis Mey",24,2025,"CIN",23,0,0,21,2,0,0,1,4,3.43,8,8,12,2,0,3,28,17,21,1,96,414
132337,678821,"Luis Peralta",24,2025,"COL",22,0,0,19,1,3,0,3,1,9.47,22,20,17,3,0,6,47,18,16,2,101,436
133260,682990,"Quinn Priester",24,2025,"MIL",29,24,0,157.3,13,3,0,0,0,3.32,62,58,91,34,2,18,237,50,132,6,653,2468
141257,680573,"Simeon Woods Richardson",24,2025,"MIN",23,22,0,111.3,7,4,0,0,0,4.04,53,50,62,16,1,17,165,46,107,3,471,1878
141319,680736,"Justin Wrobleski",24,2025,"LAD",24,2,0,66.7,5,5,2,0,7,4.32,34,32,45,14,0,6,97,17,76,3,280,1092
141755,683175,"Connor Phillips",24,2025,"CIN",21,0,0,25,5,0,0,0,1,2.88,9,8,5,3,0,3,23,12,32,2,98,377
143047,685326,"McCade Brown",24,2025,"COL",7,7,0,25.7,0,5,0,0,0,7.36,21,21,18,6,0,6,54,17,23,5,126,502
143786,686563,"Jonathan Cannon",24,2025,"CWS",22,17,0,103.7,4,10,0,0,0,5.82,69,67,68,25,4,19,206,38,86,6,466,1793
143969,686930,"Mason Barnett",24,2025,"ATH",5,5,0,22.3,1,1,0,0,0,6.85,18,17,17,6,0,3,41,11,18,1,104,431
144003,687134,"Bradley Blalock",24,2025,"COL",14,12,0,58.7,2,6,0,0,0,9.36,61,61,59,9,0,17,145,23,27,3,275,1033
144267,686799,"Jack Kochanowicz",24,2025,"LAA",23,23,0,111,3,11,0,0,0,6.81,89,84,100,14,1,21,215,58,72,7,512,1859
144346,687209,"Zach Maxwell",24,2025,"CIN",8,0,0,10,0,0,0,0,0,4.5,5,5,4,2,1,3,23,4,13,0,43,165
144355,686790,"Trevor McDonald",24,2025,"SF",3,2,0,15,1,0,0,0,0,3.6,6,6,12,1,0,1,18,2,14,0,60,212
144449,687074,"Tyler Owens",24,2025,"DET",3,0,0,3,0,0,0,0,0,3,1,1,3,0,0,0,3,3,1,0,15,66
144455,687223,"Carson Palmquist",24,2025,"COL",9,7,0,34.3,0,4,0,0,0,8.91,35,34,25,9,1,10,86,25,27,3,175,705
144607,687075,"Brandon Sproat",24,2025,"NYM",4,4,0,20.7,0,2,0,0,0,4.79,11,11,12,4,2,0,26,7,17,2,84,290
144755,687847,"Marc Church",24,2025,"TEX",5,0,0,4.7,0,0,0,1,1,3.86,2,2,2,2,0,0,6,6,5,0,23,99
144849,687863,"Porter Hodge",24,2025,"CHC",36,0,0,33,2,2,2,3,8,6.27,24,23,19,4,2,9,69,18,40,0,147,624
145156,687931,"Carson Whisenhunt",24,2025,"SF",5,5,0,23.3,2,1,0,0,0,5.01,14,13,11,5,0,6,45,12,16,2,102,408
145203,688642,"Zach Agnos",24,2025,"COL",30,0,0,31.3,1,3,4,0,3,6.61,25,23,15,10,1,5,58,16,19,0,137,524
145872,688138,"Logan Evans",24,2025,"SEA",16,15,0,81.3,6,5,0,1,0,4.32,45,39,52,15,2,13,140,31,59,4,350,1338
146336,690829,"Ben Joyce",24,2025,"LAA",5,0,0,4.3,1,0,0,2,2,6.23,4,3,2,1,1,1,11,2,1,0,21,75
146369,689147,"Orion Kerkering",24,2025,"PHI",69,0,0,60,8,4,4,7,19,3.3,28,22,38,11,0,6,84,27,65,4,266,1073
147607,689958,"Andrew Walters",24,2025,"CLE",2,0,0,1.3,0,0,0,0,0,13.5,2,2,0,1,0,1,6,0,2,0,6,28
148204,682989,"Victor Mederos",24,2025,"LAA",5,3,0,17,0,2,0,0,0,7.41,14,14,9,2,3,4,38,12,14,3,81,314
149389,692285,"Luis Guerrero",24,2025,"BOS",13,0,0,17.3,0,1,0,0,0,4.15,8,8,6,3,0,0,12,14,10,0,72,289
150972,700270,"Yilber Díaz",24,2025,"AZ",1,0,0,3,0,0,0,0,0,9,3,3,2,2,0,0,6,3,1,0,15,60
151438,700241,"Michael McGreevy",24,2025,"STL",17,16,0,95.7,8,4,0,0,0,4.52,50,48,70,15,4,12,160,20,58,3,400,1465
151531,697812,"Joe Rock",24,2025,"TB",3,0,0,7.7,0,0,0,0,0,2.35,2,2,6,0,0,1,10,2,11,2,35,145
152811,675512,"Troy Melton",24,2025,"DET",16,4,0,45.7,3,2,0,0,4,2.76,15,14,20,4,0,7,56,15,36,1,180,656
155346,693645,"Cam Schlittler",24,2025,"NYY",14,14,0,73,4,3,0,0,0,2.96,24,24,42,8,0,8,90,31,84,5,304,1253
156820,694918,"Blade Tidwell",24,2025,"NYM",4,2,0,15,1,1,0,0,0,9,15,15,17,2,0,4,37,10,10,1,78,309
158579,800048,"Parker Messick",24,2025,"CLE",7,7,0,39.7,3,1,0,0,0,2.72,12,12,35,7,0,4,65,6,38,0,165,625
158580,800049,"Adam Mazur",24,2025,"MIA",6,6,0,30,0,4,0,0,0,4.8,21,16,21,8,0,4,53,12,19,1,139,489
163793,805123,"AJ Blubaugh",24,2025,"HOU",11,3,0,32,3,1,0,1,0,1.69,11,6,8,3,0,6,38,12,35,0,125,510
163990,805427,"Drew Sommers",24,2025,"DET",4,0,0,3,0,1,0,0,0,18,6,6,4,1,1,1,13,3,3,1,19,78
170364,815083,"Mitch Farris",24,2025,"LAA",5,5,0,24.3,1,3,0,0,0,6.66,19,18,13,5,2,4,45,11,24,1,107,405
108077,666659,"Sauryn Lao",25,2025,,8,0,0,11,1,0,0,0,0,4.91,7,6,8,4,0,2,24,2,9,1,49,185
108552,666619,"Gregory Santos",25,2025,"SEA",8,0,0,7,1,1,0,1,1,5.14,6,4,5,3,0,0,11,8,0,0,36,131
109622,672710,"Roansy Contreras",25,2025,,5,0,0,12.7,0,0,0,0,0,5.68,8,8,8,1,0,3,22,2,6,1,51,197
109907,672782,"Yoendrys Gómez",25,2025,,21,9,0,62.7,3,3,1,0,0,5.17,40,36,38,9,1,12,107,27,58,4,277,1099
110535,672724,"Oswald Peraza",25,2025,"LAA",2,0,0,2.3,0,0,0,0,0,30.86,8,8,7,1,0,1,13,0,0,1,16,40
111079,672582,"Angel Zerpa",25,2025,"KC",69,2,0,64.7,5,2,0,4,14,4.18,30,30,43,17,0,7,105,22,58,2,275,1099
111097,676962,"Ben Brown",25,2025,"CHC",25,15,0,106.3,5,8,1,1,1,5.92,73,70,80,19,4,18,202,32,121,4,472,1759
111154,676679,"Luis Vázquez",25,2025,"BAL",4,0,0,4.3,0,0,0,0,0,0,0,0,3,0,0,0,3,1,0,0,14,31
111177,676282,"Joey Cantillo",25,2025,"CLE",34,13,0,95.3,5,3,1,0,1,3.21,39,34,50,18,0,10,126,42,108,0,401,1637
111200,668881,"Hunter Greene",25,2025,"CIN",19,19,1,107.7,7,4,0,0,0,2.76,35,33,37,22,1,15,144,26,132,2,420,1748
112382,681293,"Spencer Arrighetti",25,2025,"HOU",7,7,0,35.3,1,5,0,0,0,5.35,21,21,19,4,1,6,54,20,31,3,156,618
112437,677952,"Braxton Ashcraft",25,2025,"PIT",26,8,0,69.7,4,4,0,1,4,2.71,22,21,43,16,1,3,90,24,71,2,292,1102
113344,678368,"Valente Bellozo",25,2025,"MIA",32,6,0,81.3,1,4,0,1,1,4.65,44,42,54,15,1,15,147,23,54,4,348,1322
114159,671212,"Joe Boyle",25,2025,"TB",13,9,0,52,1,4,0,0,0,4.67,33,27,25,11,0,6,71,28,58,3,226,934
114818,680732,"Sean Burke",25,2025,"CWS",28,22,0,134.3,4,11,0,0,0,4.29,76,64,77,31,1,23,234,63,133,6,596,2376
114867,681347,"Mike Burrows",25,2025,"PIT",23,19,0,96,2,4,0,0,1,3.94,43,42,62,11,2,13,142,31,97,5,402,1537
118309,672282,"Reid Detmers",25,2025,"LAA",61,0,0,63.7,6,3,3,5,12,3.96,29,28,43,9,0,6,85,25,80,2,266,1087
119330,669438,"Mason Englert",25,2025,"TB",29,0,0,44.7,0,1,0,0,1,3.83,20,19,35,4,0,4,59,11,44,1,185,724
119979,678606,"Jose A. Ferrer",25,2025,"WSH",72,0,0,76.3,4,4,11,4,21,4.48,41,38,62,12,2,5,112,16,71,7,324,1208
122650,678020,"Seth Halvorsen",25,2025,"COL",42,0,0,39.7,1,2,11,3,4,4.99,26,22,23,10,1,7,74,20,36,0,172,631
123266,678692,"Ronny Henriquez",25,2025,"MIA",69,0,0,73,7,1,7,4,26,2.22,23,18,33,12,0,8,89,27,98,4,303,1157
123271,669371,"Cole Henry",25,2025,"WSH",57,0,0,52.7,1,2,2,0,10,4.27,27,25,28,8,0,7,72,32,52,11,241,967
123682,677955,"Jaden Hill",25,2025,"COL",28,0,0,29.3,1,1,0,0,3,3.38,14,11,18,5,2,2,42,12,31,3,129,489
123838,680684,"Gunnar Hoglund",25,2025,"ATH",6,6,0,32.3,1,3,0,0,0,6.4,23,23,22,6,0,10,74,11,23,0,139,547
123911,680880,"Grant Holman",25,2025,"ATH",22,2,0,23,4,2,0,2,3,5.09,14,13,20,3,0,3,38,9,17,1,103,376
126483,683004,"Jack Leiter",25,2025,"TEX",29,29,0,151.7,10,10,0,0,0,3.86,69,65,84,25,0,18,206,67,148,5,646,2584
126657,669461,"Matthew Liberatore",25,2025,"STL",29,29,0,151.7,8,12,0,0,0,4.21,79,71,105,32,2,19,251,40,122,4,648,2388
128575,680729,"Garrett McDaniels",25,2025,"LAA",10,0,0,10.7,0,0,0,0,1,5.91,8,7,9,2,0,2,21,8,6,1,50,191
129854,682254,"Mason Montgomery",25,2025,"TB",57,0,0,46,1,3,1,3,10,5.67,32,29,33,10,0,6,77,27,63,1,209,861
130423,682610,"Roddery Muñoz",25,2025,"STL",9,0,0,11,0,0,0,0,0,8.18,10,10,3,2,0,4,23,9,14,0,51,229
130861,680951,"Doug Nikhazy",25,2025,"CLE",2,1,0,4,0,1,0,0,0,13.5,6,6,2,2,1,0,9,6,5,0,23,108
131358,681857,"Reese Olson",25,2025,"DET",13,13,0,68.7,4,4,0,0,0,3.15,24,24,41,12,0,5,85,25,65,5,285,1159
131860,680730,"Mitchell Parker",25,2025,"WSH",33,30,0,164.7,9,16,1,0,0,5.68,116,104,106,43,4,25,304,58,103,4,725,2705
132620,678022,"Jack Perkins",25,2025,"ATH",12,4,0,38.7,3,2,3,0,1,4.19,18,18,17,6,0,4,45,18,37,2,161,637
134211,680689,"Lyon Richardson",25,2025,"CIN",34,0,0,37.7,0,3,0,1,3,4.3,25,18,24,11,0,2,54,21,30,2,172,674
134629,677958,"Kumar Rocker",25,2025,"TEX",14,14,0,64.3,4,5,0,0,0,5.74,42,41,45,12,3,11,122,23,56,4,287,1127
134896,678495,"Randy Rodríguez",25,2025,"SF",50,0,0,50.7,3,5,4,3,13,1.78,12,10,24,6,0,4,52,11,67,4,198,808
136375,680885,"Spencer Schwellenbach",25,2025,"ATL",17,17,1,110.7,7,4,0,0,0,3.09,44,38,56,18,2,13,150,18,108,2,434,1573
136890,681217,"Chase Silseth",25,2025,"LAA",10,0,0,11,0,0,0,0,1,1.64,2,2,7,2,0,1,15,6,13,1,49,211
137155,681916,"Dylan Smith",25,2025,"DET",7,0,0,13,1,0,0,0,0,1.38,2,2,5,1,0,0,7,5,4,3,48,165
137252,681343,"Shane Smith",25,2025,"CWS",29,29,0,146.3,7,8,0,0,0,3.81,70,62,74,23,3,17,197,58,145,12,616,2418
139369,682842,"Abner Uribe",25,2025,"MIL",75,0,0,75.3,3,2,7,2,37,1.67,18,14,43,4,0,4,67,27,90,6,298,1164
139673,672841,"Carlos Vargas",25,2025,"SEA",70,0,0,77,5,5,1,7,14,3.97,39,34,57,12,1,10,124,23,54,7,331,1095
139729,678024,"Mike Vasil",25,2025,"CWS",47,3,0,101,5,3,4,2,3,2.5,32,28,52,13,1,8,113,52,82,8,423,1646
140142,680767,"Victor Vodnik",25,2025,"COL",52,0,0,50.7,4,3,10,5,7,3.02,19,17,29,11,1,4,70,26,49,0,215,919
140479,677960,"Ryan Weathers",25,2025,"MIA",8,8,0,38.3,2,2,0,0,0,3.99,20,17,23,7,0,7,65,12,37,1,166,642
140736,669391,"Owen White",25,2025,"CWS",3,0,0,7,0,0,0,0,0,9,7,7,11,2,0,1,19,3,6,0,35,119
140834,677961,"Cole Wilcox",25,2025,"TB",1,0,0,1,0,0,0,0,0,27,7,3,3,1,0,0,5,3,1,0,12,39
140930,668909,"Gavin Williams",25,2025,"CLE",31,31,0,167.7,12,5,0,0,0,3.06,62,57,83,23,1,23,224,83,173,3,704,2925
141131,668390,"Cole Winn",25,2025,"TEX",33,0,0,41.7,0,1,0,0,4,1.51,8,7,12,7,1,3,41,17,35,4,162,619
143422,684974,"Craig Yoho",25,2025,"MIL",8,0,0,8.7,0,0,0,0,0,7.27,7,7,6,1,0,1,12,9,7,1,41,176
143599,686228,"Juan Burgos",25,2025,,13,0,0,13.3,1,1,0,1,3,6.08,10,9,10,5,0,2,28,8,14,1,65,220
143656,686218,"Emmet Sheehan",25,2025,"LAD",15,12,0,73.3,6,3,0,0,0,2.82,29,23,30,10,2,7,84,22,89,2,291,1146
143994,686701,"Ryan Bergert",25,2025,,19,15,0,76.3,2,2,0,0,0,3.66,32,31,39,13,1,8,100,35,73,1,323,1312
146772,688158,"David Morgan",25,2025,"SD",41,2,0,47.3,1,2,0,0,1,2.66,14,14,24,6,1,4,55,23,50,2,193,766
147783,690928,"Hunter Dobbins",25,2025,"BOS",13,11,0,61,4,1,0,1,0,4.13,30,28,40,14,1,6,95,17,45,2,256,931
147789,690916,"Richard Fitts",25,2025,"BOS",11,10,0,45,2,4,0,0,0,5,27,25,30,2,0,11,78,16,40,3,195,728
148211,691548,"Rolddy Muñoz",25,2025,"ATL",3,0,0,3.7,0,0,0,0,0,12.27,5,5,3,0,0,1,7,5,5,2,21,78
148637,694361,"Will Klein",25,2025,"LAD",14,0,0,15.3,1,1,0,0,2,2.35,6,4,10,4,0,0,18,10,21,2,70,305
149134,694350,"Zach Brzykcy",25,2025,"WSH",26,0,0,23,0,1,0,1,0,9,23,23,17,5,0,6,51,12,24,2,110,459
149535,695418,"Brad Lord",25,2025,"WSH",48,19,0,130.7,5,10,0,0,7,4.34,65,63,84,22,3,17,205,43,108,3,546,2128
149873,694037,"Daniel Palencia",25,2025,"CHC",54,0,0,52.7,1,6,22,3,6,2.91,19,17,30,6,3,5,71,16,61,2,215,840
151228,700669,"Gordon Graceffo",25,2025,"STL",26,0,0,43,3,1,1,2,0,6.28,33,30,29,14,5,2,80,13,40,2,193,756
151243,701552,"Andre Granillo",25,2025,"STL",14,0,0,21,1,0,1,0,0,4.71,11,11,14,3,2,3,38,7,18,1,91,361
151286,694851,"Andrew Hoffmann",25,2025,,11,0,0,12,1,1,0,2,3,6,12,8,7,5,0,2,25,10,12,0,61,245
151380,696147,"Sam Bachman",25,2025,"LAA",23,0,0,20.3,2,3,0,2,2,6.2,15,14,17,4,0,1,29,10,18,1,94,334
151556,700249,"Cade Povich",25,2025,"BAL",22,20,0,112.3,3,8,0,0,0,5.21,70,65,84,20,4,17,204,43,118,1,488,1968
151557,701581,"David Festa",25,2025,"MIN",11,10,0,53.3,3,4,0,0,0,5.4,35,32,32,7,0,10,86,19,53,4,229,882
151582,696136,"Jordan Wicks",25,2025,"CHC",8,0,0,14.3,0,1,1,0,1,6.28,12,10,17,5,0,2,35,1,13,0,67,217
151587,696131,"Mason Black",25,2025,"SF",1,0,0,4,0,0,0,0,0,6.75,5,3,1,1,1,2,14,0,5,0,19,74
151637,701487,"Pierson Ohl",25,2025,"MIN",14,3,0,30,0,3,0,0,2,5.1,22,17,24,8,1,5,63,7,27,0,133,544
151651,701519,"Travis Adams",25,2025,"MIN",18,2,0,33.7,1,4,0,2,2,7.49,29,28,23,9,1,6,68,17,31,3,158,663
151691,693433,"Bryan Woo",25,2025,"SEA",30,30,0,186.7,15,7,0,0,0,2.94,64,61,85,25,1,26,242,36,198,4,731,2714
151693,702070,"Noah Cameron",25,2025,"KC",24,24,0,138.3,9,7,0,0,0,2.99,46,46,72,17,2,18,184,43,114,3,556,2164
161632,801434,"Paul Gervase",25,2025,,6,0,0,8.3,0,0,0,0,0,4.32,4,4,4,1,0,3,18,6,8,0,39,136
161805,801216,"Christian Montes De Oca",25,2025,"AZ",1,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,9,46
163859,805673,"Zebby Matthews",25,2025,"MIN",16,16,0,79.3,5,6,0,0,0,5.56,50,49,67,15,0,12,145,24,88,0,354,1353
167390,805299,"Brandyn Garcia",25,2025,,14,0,0,14.3,0,2,0,0,2,5.65,12,9,15,3,0,0,21,8,14,1,66,277
108258,666661,"Juan Morillo",26,2025,"AZ",42,0,0,34.3,0,3,1,1,5,4.19,19,16,27,7,2,2,55,20,36,1,152,617
108274,662253,"Andrés Muñoz",26,2025,"SEA",64,0,0,62.3,3,3,38,7,0,1.73,18,12,28,6,0,2,48,28,83,4,254,1035
108618,666277,"George Soriano",26,2025,"MIA",24,0,0,36.7,2,0,1,0,0,8.35,36,34,28,7,1,10,85,19,36,2,173,692
108619,667755,"José Soriano",26,2025,"LAA",31,31,0,169,10,11,0,0,0,4.26,89,80,118,28,1,12,225,78,152,5,724,2784
108993,668964,"Tobias Myers",26,2025,"MIL",22,6,0,50.7,1,2,0,0,1,3.55,21,20,39,9,1,5,80,15,38,2,220,826
109125,670970,"Adrian Morejon",26,2025,"SD",75,0,0,73.7,13,6,3,4,20,2.08,23,17,41,5,1,2,62,17,70,0,286,999
109324,665660,"Elvis Alvarado",26,2025,"ATH",37,0,0,42.3,1,1,0,1,4,3.19,17,15,21,7,0,6,59,22,50,2,183,765
109417,669358,"Shane Baz",26,2025,"TB",31,31,0,166.3,10,12,0,0,0,4.87,91,90,95,36,1,26,274,64,176,9,711,2718
109661,674444,"Steven Cruz",26,2025,"KC",47,0,0,45.7,3,1,0,0,9,3.74,20,19,24,7,0,5,58,18,38,1,189,640
110348,675650,"Michael Mercado",26,2025,"PHI",3,0,0,3,0,0,0,0,0,15,5,5,6,0,0,1,10,4,4,0,20,85
110572,673820,"Robinson Piña",26,2025,,2,0,0,2.3,0,0,0,0,0,7.71,4,2,3,1,0,1,9,1,1,0,14,61
111090,676070,"Jacob Amaya",26,2025,"CWS",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6
111112,669022,"MacKenzie Gore",26,2025,"WSH",30,30,0,159.7,5,15,0,0,0,4.17,75,74,103,28,1,20,242,63,185,5,679,2816
111121,676661,"Max Lazar",26,2025,"PHI",36,0,0,41.3,1,1,1,0,1,4.79,23,22,25,9,0,7,71,12,26,0,170,646
111145,669422,"Matt Sauer",26,2025,"LAD",10,1,0,29.7,2,1,1,0,0,6.37,23,21,22,6,1,6,61,8,24,2,129,512
111151,676206,"Freddy Tarnok",26,2025,"MIA",5,0,0,7.3,1,0,1,0,0,2.45,2,2,0,0,0,1,4,4,10,1,28,130
111187,677649,"Ezequiel Duran",26,2025,"TEX",4,0,0,3.3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,11,25
111203,669084,"DL Hall",26,2025,"MIL",20,3,0,38.7,1,0,0,0,1,3.49,15,15,15,6,1,2,38,17,27,0,155,588
111237,674384,"Eduarniel Núñez",26,2025,,10,0,0,12.7,1,0,0,0,0,7.11,10,10,7,3,1,2,24,11,11,3,60,249
111327,671096,"Andrew Abbott",26,2025,"CIN",29,29,1,166.3,10,7,0,0,0,2.87,60,53,99,29,1,19,236,43,149,3,684,2677
111773,671106,"Logan Allen",26,2025,"CLE",30,29,0,156.7,8,11,0,0,0,4.37,84,76,108,31,0,18,242,62,122,6,676,2708
