"bpid","mlbid","Name","Age","Season","Team","G","GS","IP","W","L","SV","ERA","RA9","DRA","FIP","cFIP","WHIP","K%","BB%","HR%","GB%","DRA-","WARP"
70432,605154,"John Brebbia",32,2022,"SF",76,11,68,6,2,0,3.18,3.57,4.46,3.37,105,1.31,18.8,6.3,1.7,35.8,103,0
70826,548389,"Ross Stripling",32,2022,"TOR",32,24,134.3,10,4,1,3.01,3.28,3.73,3.06,94,1.02,20.7,3.7,2.2,44.2,86,2
50101,502042,"Chris Archer",33,2022,"MIN",25,25,102.7,2,8,0,4.56,4.91,5.07,4.43,110,1.31,19.2,11,2.7,43.5,117,-0.1
51645,500779,"Jose Quintana",33,2022,,32,32,165.7,6,7,0,2.93,3.31,4.76,3.05,102,1.21,20.2,6.9,1.2,46.6,109,0.5
57473,519043,"Matt Moore",33,2022,"TEX",63,0,74,5,2,5,1.95,2.43,4.12,2.92,96,1.18,27.3,12.5,1,44,95,0.2
60625,571945,"Miles Mikolas",33,2022,"STL",33,32,202.3,12,13,0,3.29,3.6,4.01,3.93,101,1.03,19,4.8,3.1,45.5,92,2.4
65879,518876,"Merrill Kelly",33,2022,"AZ",33,33,200.3,13,8,0,3.37,3.46,4.11,3.71,99,1.14,22,7.6,2.6,42.9,94,2.2
68688,592767,"Drew Smyly",33,2022,"CHC",22,22,106.3,7,8,0,3.47,3.89,5,4.29,106,1.19,20.4,5.8,3.6,40.6,115,0
69516,605135,"Chris Bassitt",33,2022,"NYM",30,30,181.7,15,9,0,3.42,3.52,3.85,3.71,98,1.14,22.4,6.6,2.6,49.1,88,2.5
49786,477132,"Clayton Kershaw",34,2022,"LAD",22,22,126.3,12,3,0,2.28,2.56,3.44,2.62,83,0.94,27.8,4.7,2,47.1,79,2.4
50167,502171,"Alex Cobb",34,2022,"SF",28,28,149.7,7,8,0,3.73,4.33,2.84,2.85,78,1.3,23.9,6.8,1.4,60.3,65,3.9
58823,542914,"Anthony Bass",34,2022,,73,0,70.3,4,3,0,1.54,1.92,3.74,3.01,93,1.01,26.5,7.3,2.2,40.7,86,0.5
59266,501985,"Mike Minor",34,2022,"CIN",19,19,98,4,12,0,6.06,6.61,7.02,6.24,124,1.63,16.7,8.8,5.3,33.7,161,-2.3
65801,502043,"Kyle Gibson",34,2022,"PHI",31,31,167.7,10,8,0,5.05,5.26,4.37,4.33,102,1.34,20.1,6.7,3.3,45.8,100,1.3
47229,471911,"Carlos Carrasco",35,2022,"NYM",29,29,152,15,7,0,3.97,4.2,4.1,3.59,93,1.33,23.6,6.4,2.6,46.4,94,1.7
53155,506433,"Yu Darvish",35,2022,"SD",30,30,194.7,16,8,0,3.1,3.1,3.49,3.37,90,0.95,25.6,4.8,2.9,37.7,80,3.6
58410,458681,"Lance Lynn",35,2022,"CWS",21,21,121.7,8,7,0,3.99,4.81,3.82,3.76,92,1.13,24.2,3.7,3.7,42.3,88,1.8
58441,543521,"Collin McHugh",35,2022,"ATL",58,0,69.3,3,2,0,2.6,2.6,3.4,2.76,88,0.94,27.6,5.1,1.8,40.4,78,0.8
65808,502179,"Paolo Espino",35,2022,"WSH",42,19,113.3,0,9,0,4.84,5.08,4.55,4.99,106,1.37,18.9,4.9,4.9,38.8,105,0.4
47415,456501,"Johnny Cueto",36,2022,"CWS",25,24,158.3,8,10,0,3.35,3.75,4.82,3.74,110,1.23,15.7,5.1,2.3,42,111,0.4
57424,446372,"Corey Kluber",36,2022,"TB",31,31,164,10,10,0,4.34,4.5,4.25,3.52,99,1.21,20.2,3,2.9,35.1,98,1.5
56753,453286,"Max Scherzer",37,2022,"NYM",23,23,145.3,11,5,0,2.29,2.42,3.45,2.67,85,0.91,30.6,4.2,2.3,31.4,79,2.7
31734,425844,"Zack Greinke",38,2022,"KC",26,26,137,4,9,0,3.68,4.27,5.25,3.98,115,1.34,12.5,4.6,2.4,41.1,121,-0.4
45578,434671,"Aníbal Sánchez",38,2022,"WSH",14,14,69.3,4,6,0,4.28,4.41,5.74,5.82,122,1.27,16.4,11.3,4.5,37.2,132,-0.6
47279,445926,"Jesse Chavez",38,2022,,60,1,69.3,4,3,0,3.76,4.41,3.67,3.42,91,1.31,25.3,6.8,2.7,39.1,84,0.6
48258,450203,"Charlie Morton",38,2022,"ATL",31,31,172,9,6,0,4.34,4.45,3.92,4.31,91,1.23,28.2,8.7,3.8,39.4,90,2.3
45613,434378,"Justin Verlander",39,2022,"HOU",28,28,175,18,4,0,1.75,2.21,3.18,2.44,84,0.83,27.8,4.4,1.8,37.9,73,3.8
31361,425794,"Adam Wainwright",40,2022,"STL",32,32,191.7,11,12,0,3.71,3.76,4.7,3.72,108,1.28,17.8,6.7,2,43.7,108,0.8
36959,448179,"Rich Hill",42,2022,"BOS",26,26,124.3,8,7,0,4.27,4.85,5.31,3.86,109,1.3,20.7,7,2.9,39.6,122,-0.4
