"bpid","mlbid","Name","Age","Season","Team","G","GS","IP","W","L","SV","ERA","RA9","DRA","FIP","cFIP","WHIP","K%","BB%","HR%","GB%","DRA-","WARP"
107597,528748,"Humberto Castellanos",22,2020,"HOU",8,0,10.7,0,1,0,6.75,6.75,4.95,5.32,101,1.59,23.5,9.8,3.9,46.9,102,0
107839,665621,"Rony García",22,2020,"DET",15,2,21,1,0,0,8.14,8.57,6.63,7.45,125,1.62,14.6,9.4,7.3,34.2,137,-0.3
108822,666120,"Ian Anderson",22,2020,"ATL",6,6,32.3,3,2,0,1.95,3.06,3.62,2.56,79,1.08,29.7,10.1,0.7,53.1,75,0.7
108971,669160,"Dustin May",22,2020,"LAD",12,10,56,3,1,0,2.57,2.89,4.04,4.64,93,1.09,19.6,7.1,4,53.4,83,0.8
109005,670912,"Johan Oviedo",22,2020,"STL",5,5,24.7,0,3,0,5.47,6.57,6.81,5.32,123,1.38,14.3,8.9,2.7,40.7,140,-0.3
109108,669060,"Bryse Wilson",22,2020,"ATL",6,2,15.7,1,0,1,4.02,4.02,5.51,4.87,107,1.72,20.5,12.3,2.7,43.8,113,-0.1
109128,666129,"Braxton Garrett",22,2020,"MIA",2,2,7.7,1,1,0,5.87,7.04,4.62,8.17,93,1.7,23.5,14.7,8.8,61.9,95,0.1
109135,666200,"Jesús Luzardo",22,2020,"OAK",12,9,59,3,2,0,4.12,4.12,4.3,4.17,94,1.27,23.8,6.9,3.6,46.2,89,0.9
111286,669432,"Trevor Rogers",22,2020,"MIA",7,7,28,1,2,0,6.11,6.43,3.63,4.36,82,1.61,30,10,3.8,46.1,75,0.6
114683,663460,"Kris Bubic",22,2020,"KC",10,10,50,1,6,0,4.32,5.22,5.09,4.73,106,1.48,22.1,9.9,3.6,45,105,0.3
101992,628711,"Julio Urías",23,2020,"LAD",11,10,55,3,0,0,3.27,3.27,5.45,3.74,110,1.15,20.1,8,2.2,32.3,112,0
103054,642545,"Jaime Barria",23,2020,"LAA",7,5,32.3,1,0,0,3.62,3.62,5.86,3.63,113,1.11,20.5,6.8,2.3,33.7,121,-0.1
103055,642546,"Jonathan Hernández",23,2020,"TEX",27,0,31,5,1,0,2.9,2.9,4.29,3.17,92,1.03,24.8,6.4,1.6,45.1,88,0.3
103722,645307,"Ricardo Sánchez",23,2020,"STL",3,0,5.3,0,0,0,6.75,6.75,5.47,7.53,111,1.88,14.8,18.5,3.7,35.3,113,0
104168,650382,"Darwinzon Hernández",23,2020,"BOS",7,0,8.3,1,0,0,2.16,2.16,4.62,3.29,96,1.56,32.5,20,0,50,95,0
104258,650556,"Bryan Abreu",23,2020,"HOU",4,0,3.3,0,0,0,2.7,5.4,5.61,9.47,112,2.4,15,35,0,37.5,116,0
104481,650893,"Génesis Cabrera",23,2020,"STL",19,0,22.3,4,1,1,2.42,3.63,4.73,4.78,97,1.16,33.3,16.7,3.1,34.1,97,0.1
104599,656004,"Carlos Sanabria",23,2020,"HOU",2,0,2,0,0,0,9,9,6.93,12.17,121,3,16.7,25,8.3,14.3,143,0
105007,657277,"Logan Webb",23,2020,"SF",13,11,54.3,3,4,0,5.47,6.29,5.29,4.19,103,1.56,18.7,9.8,1.6,52.1,109,0.2
105304,658305,"Edgar García",23,2020,"TB",4,0,3.3,0,0,1,10.8,10.8,6.2,13.97,120,2.1,6.3,25,12.5,27.3,128,0
105321,658431,"Adonis Medina",23,2020,"PHI",1,1,4,0,1,0,4.5,4.5,4.45,3.46,91,1.5,22.2,16.7,0,81.8,92,0.1
105329,658551,"Junior Fernández",23,2020,"STL",3,0,3,0,0,0,18,18,5.16,8.21,103,2.67,12.5,12.5,6.3,33.3,106,0
105477,663531,"Logan Allen",23,2020,"CLE",3,0,10.7,0,0,0,3.38,3.38,5.62,5.32,112,1.78,14.3,14.3,2,47.1,116,-0.1
105643,663366,"Beau Burrows",23,2020,"DET",5,0,6.7,0,0,0,5.4,5.4,5.76,9.02,112,1.35,10,3.3,10,40,119,-0.1
105930,663770,"Demarcus Evans",23,2020,"TEX",4,0,4,0,0,0,2.25,2.25,4.99,5.17,101,0.75,28.6,0,7.1,33.3,103,0
105950,657571,"Caleb Ferguson",23,2020,"LAD",21,1,18.7,2,1,0,2.89,3.38,3.12,3.59,71,1.02,36,4,5.3,51.1,64,0.4
106195,664299,"Cristian Javier",23,2020,"HOU",12,10,54.3,5,2,0,3.48,3.48,5.96,4.92,115,0.99,25.2,8.4,5.1,29.3,123,-0.3
106459,650668,"Humberto Mejía",23,2020,"MIA",3,3,10,0,2,0,5.4,7.2,5.33,7.01,106,1.9,22.4,12.2,6.1,29,110,0
106550,663734,"Nick Neidert",23,2020,"MIA",4,0,8.3,0,0,0,5.4,5.4,4.72,4.53,101,1.44,11.8,5.9,2.9,60.7,97,0
106559,664714,"Ljay Newsome",23,2020,"SEA",5,4,15.7,0,1,0,5.17,5.17,5.38,5.72,108,1.34,13.2,1.5,5.9,42.1,111,0
106867,665733,"Antonio Santos",23,2020,"COL",3,1,6,0,1,0,16.5,16.5,6.15,7.05,115,3,11.4,11.4,2.9,36,127,-0.1
107143,663765,"Jake Woodford",23,2020,"STL",12,1,21,1,0,0,5.57,5.57,5.3,6.74,109,1.19,18.8,5.9,8.2,45.3,109,0
107254,663776,"Patrick Sandoval",23,2020,"LAA",9,6,36.7,1,5,0,5.65,6.38,4.16,5.9,94,1.34,20.8,7.5,6.3,55.3,86,0.5
107643,666674,"Edwar Colina",23,2020,"MIN",1,0,0.3,0,0,0,81,81,5.04,60.17,101,18,0,28.6,14.3,60,104,0
109051,668941,"JoJo Romero",23,2020,"PHI",12,0,10.7,0,0,0,7.59,8.44,3.84,3.68,90,1.41,21.3,4.3,2.1,48.5,79,0.1
109251,670550,"Nivaldo Rodriguez",23,2020,"HOU",5,0,8.7,0,1,0,6.23,7.27,5.71,7.9,109,2.42,17.4,13,6.5,43.8,118,-0.1
109475,671790,"Ronald Bolaños",23,2020,"KC",2,2,3.7,0,2,0,12.27,17.18,5.4,12.44,105,3,9.5,14.3,9.5,53.3,111,0
110000,672578,"Carlos Hernández",23,2020,"KC",5,3,14.7,0,1,0,4.91,5.52,5.06,6.37,102,1.7,19.4,9,6,42.6,104,0
110045,675921,"Spencer Howard",23,2020,"PHI",6,6,24.3,1,2,0,5.92,6.29,5.49,5.89,107,1.64,20.4,8.8,5.3,38,113,0
110436,669459,"Kyle Nelson",23,2020,"CLE",1,0,0.7,0,0,0,54,54,5.2,27.17,104,6,0,16.7,16.7,60,107,0
111134,663878,"Nate Pearson",23,2020,"TOR",5,4,18,1,0,0,6,7.5,6.26,7.17,118,1.5,19.8,16,6.2,38.5,129,-0.1
111196,677651,"Luis Garcia",23,2020,"HOU",5,1,12.3,0,1,0,2.92,2.92,5.62,4.22,112,0.97,18.4,10.2,2,41.2,116,-0.1
121247,680702,"Joey Gerber",23,2020,"SEA",17,0,15.7,1,1,0,4.02,4.6,5.9,4.38,116,1.15,9.7,8.1,1.6,42,122,-0.2
122776,663554,"Casey Mize",23,2020,"DET",7,7,28.3,0,3,0,6.99,7.94,6.09,6.45,112,1.48,19.5,9.8,5.3,38.2,125,-0.2
123612,676051,"Codi Heuer",23,2020,"CHW",21,0,23.7,3,0,1,1.52,1.52,4.46,2.75,97,0.89,27.2,9.8,1.1,50,92,0.1
137001,663903,"Brady Singer",23,2020,"KC",12,12,64.3,4,5,0,4.06,4.06,4.19,4.05,94,1.17,23.2,8.7,3,53.7,86,0.9
137044,669373,"Tarik Skubal",23,2020,"DET",8,7,32,1,4,0,5.63,5.91,5.53,5.73,110,1.22,27.6,8.2,6.7,27.4,114,0
137832,680692,"Jonathan Stiever",23,2020,"CHW",2,2,6.3,0,1,0,9.95,9.95,6.5,12.33,122,1.74,10.3,13.8,13.8,40.9,134,0
141739,683232,"Nick Mears",23,2020,"PIT",4,0,5,0,0,0,5.4,5.4,5.62,7.21,105,2.2,26.9,26.9,3.8,41.7,116,0
101582,624133,"Ranger Suárez",24,2020,"PHI",3,0,4,0,1,0,20.25,20.25,5.92,9.71,117,3.5,3.8,15.4,3.8,45,122,0
101608,624418,"Ryan Castellani",24,2020,"COL",10,9,43.3,1,4,0,5.82,6.23,7.17,7.81,133,1.45,13.2,13.8,6.3,37.6,148,-0.7
102112,620445,"José Mujica",24,2020,"COL",2,0,4.3,0,0,0,12.46,14.54,5.6,10.14,116,2.77,4.3,8.7,8.7,40,115,0
102207,624647,"Victor González",24,2020,"LAD",15,1,20.3,3,0,0,1.33,1.33,3.15,1.69,74,0.74,28.8,2.5,0,69.2,65,0.4
102223,626929,"Lewis Thorpe",24,2020,"MIN",7,1,16.3,0,1,0,6.06,6.61,6.47,6.96,124,2.08,13,13,5.2,35.1,133,-0.2
102491,641154,"Pablo López",24,2020,"MIA",11,11,57.3,6,4,0,3.61,4.24,3.71,3.11,85,1.19,24.6,7.5,1.7,52.8,76,1.1
102632,641745,"Brad Keller",24,2020,"KC",9,9,54.7,5,3,0,2.47,2.63,4.76,3.41,105,1.02,16.3,7.9,0.9,51.6,98,0.5
102644,641793,"Zack Littell",24,2020,"MIN",6,0,6.3,0,0,0,9.95,9.95,6.04,14.38,117,2.37,9.7,9.7,16.1,33.3,124,-0.1
102762,642130,"Blake Taylor",24,2020,"HOU",22,0,20.7,2,1,1,2.18,3.05,4.66,4.52,103,1.21,19.5,13.8,2.3,50,96,0.1
103056,642547,"Freddy Peralta",24,2020,"MIL",15,1,29.3,3,1,0,3.99,4.3,3.91,2.43,81,1.16,37.6,9.6,1.6,33.3,81,0.4
103066,642558,"Ariel Jurado",24,2020,"NYM",1,1,4,0,0,0,11.25,11.25,5.93,5.46,113,2.25,9.5,0,4.8,31.6,122,0
103085,642578,"José Rodríguez",24,2020,"LAA",1,0,1.7,0,0,0,0,0,5.34,4.97,108,1.8,0,12.5,0,28.6,110,0
103196,642701,"Dennis Santana",24,2020,"LAD",12,0,17,1,2,0,5.29,5.82,5.38,5.74,106,1.29,24.7,9.6,5.5,32.6,111,0
103260,642770,"Javy Guerra",24,2020,"SD",14,0,13.3,1,0,0,10.13,10.8,4.84,3.74,98,2.25,17.9,7.5,1.5,51,100,0.1
103743,656887,"Sean Reid-Foley",24,2020,"TOR",5,0,6.7,1,0,0,1.35,4.05,4.83,4.07,100,1.35,20,20,0,61.1,100,0
104002,645261,"Sandy Alcantara",24,2020,"MIA",7,7,42,3,2,0,3,4.71,4.03,3.74,90,1.19,22.7,8.7,2.3,49.6,83,0.7
104324,650671,"José Quijada",24,2020,"LAA",6,0,3.7,0,1,0,7.36,9.82,3.63,5.9,87,2.18,30,10,5,36.4,75,0.1
104651,656061,"Albert Abreu",24,2020,"NYY",2,0,1.3,0,1,0,20.25,27,6,16.67,111,4.5,18.2,18.2,9.1,33.3,124,0
104730,656240,"Scott Blewett",24,2020,"KC",2,0,3,0,0,0,6,6,5.35,1.5,103,2.33,25,6.3,0,27.3,110,0
104779,656427,"Jack Flaherty",24,2020,"STL",9,9,40.3,4,3,0,4.91,4.91,4.49,4.13,94,1.21,28.8,9.4,3.5,44.1,92,0.5
104792,656492,"Foster Griffin",24,2020,"KC",1,0,1.7,1,0,0,0,0,5.1,1.97,103,0,16.7,0,0,80,105,0
104804,656548,"Jordan Holloway",24,2020,"MIA",1,0,0.3,0,0,0,0,0,5.63,12.21,109,9,0,25,0,66.7,116,0
104816,656605,"Mitch Keller",24,2020,"PIT",5,5,21.7,1,1,0,2.91,2.91,6.34,6.77,123,1.25,18.4,20.7,4.6,42.3,131,-0.2
104902,656954,"Justus Sheffield",24,2020,"SEA",10,10,55.3,4,3,0,3.58,3.74,4.41,3.15,97,1.3,20.7,8.6,0.9,49.7,91,0.7
104930,657053,"Touki Toussaint",24,2020,"ATL",7,5,24.3,0,2,0,8.88,10.36,5.4,7.08,104,1.77,25,13.3,5.8,37.7,111,0.1
104960,657141,"Jordan Yamamoto",24,2020,"MIA",4,3,11.3,0,1,0,18.26,19.06,5.83,11.95,108,3,19.4,10.4,11.9,31.9,120,-0.1
105466,660896,"Jorge Alcala",24,2020,"MIN",16,0,24,2,1,0,2.63,3,4.25,3.54,91,1.21,28.7,8.5,3.2,39,87,0.2
105588,641360,"Phil Bickford",24,2020,"MIL",1,0,1,0,0,0,36,36,6.13,5.21,102,4,22.2,0,0,0,126,0
105703,656302,"Dylan Cease",24,2020,"CHW",12,12,58.3,5,4,0,4.01,4.63,6.9,6.34,128,1.44,17.3,13.3,4.7,39.8,142,-0.8
106097,660422,"Jorge Guzmán",24,2020,"MIA",1,0,1,0,0,0,18,18,5.84,35.21,110,3,0,14.3,28.6,20,120,0
106320,661440,"Mauricio Llovera",24,2020,"PHI",1,0,1,0,0,0,36,36,5.5,7.21,109,6,10,10,0,42.9,113,0
106610,663978,"Chris Paddack",24,2020,"SD",12,12,59,4,5,0,4.73,5.03,3.93,5.04,89,1.22,23.7,4.9,5.7,46.8,81,0.9
106654,660431,"Hector Perez",24,2020,"TOR",1,0,1.7,0,0,0,10.8,10.8,5.51,15.17,107,3.6,10,30,10,66.7,113,0
107614,664977,"Blake Cederlind",24,2020,"PIT",5,0,4,0,0,0,4.5,4.5,4.83,1.96,98,1,25,6.3,0,54.5,99,0
107689,656353,"Tucker Davidson",24,2020,"ATL",1,1,1.7,0,1,0,10.8,37.8,4.8,15.81,106,4.2,15.4,30.8,7.7,28.6,99,0
107737,643290,"Justin Dunn",24,2020,"SEA",10,10,45.7,4,1,0,4.34,4.53,6.96,6.52,129,1.36,19.2,15.7,5.1,32.3,143,-0.6
107804,641576,"Bernardo Flores Jr.",24,2020,"CHW",2,0,2,0,0,0,9,9,4.36,1.17,98,2,20,0,0,62.5,90,0
108116,663992,"Richard Lovelady",24,2020,"KC",1,0,1,0,0,0,9,9,6.05,19.17,119,2,0,25,25,33.3,125,0
108290,656793,"Nick Nelson",24,2020,"NYY",11,0,20.7,1,0,0,4.79,5.66,4.9,5.54,102,1.5,20,12.2,4.4,55.7,101,0.1
108349,660600,"Enoli Paredes",24,2020,"HOU",22,0,20.7,3,3,0,3.05,3.92,5.17,3.6,105,1.4,22.2,12.2,1.1,43.1,107,-0.1
108872,667498,"Robert Dugger",24,2020,"MIA",4,1,10.7,0,0,0,12.66,13.5,6.64,9.4,126,2.25,7.1,5.4,8.9,30.6,137,-0.2
108886,668678,"Zac Gallen",24,2020,"AZ",12,12,72,3,2,0,2.75,3,4.18,3.69,88,1.11,28.2,8.6,3.1,46.4,86,1
108953,665152,"Dean Kremer",24,2020,"BAL",4,4,18.7,1,1,0,4.82,4.82,5.43,2.74,105,1.45,26.5,14.5,0,30.6,112,0
108984,668338,"Tyson Miller",24,2020,"CHC",2,1,5,0,0,0,5.4,5.4,5.92,7.61,116,1,0,15,5,58.8,122,0
109073,656970,"Devin Smeltzer",24,2020,"MIN",7,1,16,2,0,0,6.75,6.75,5.46,4.04,110,1.5,20.8,6.9,2.8,35.3,112,0
109116,643615,"T.J. Zeuch",24,2020,"TOR",3,1,11.3,1,0,0,1.59,1.59,4.91,4.84,105,1.15,6.4,8.5,2.1,62.5,101,0
109130,672335,"Cionel Pérez",24,2020,"HOU",7,0,6.3,0,0,0,2.84,2.84,4.1,3.48,93,2.05,25,18.8,0,61.1,84,0.1
109149,641726,"Daulton Jefferies",24,2020,"OAK",1,1,2,0,1,0,22.5,22.5,5.56,18.17,109,3.5,7.7,15.4,15.4,30,115,0
109381,673258,"Michel Baez",24,2020,"SD",3,1,4.7,0,0,0,7.71,7.71,5.11,1.5,95,1.93,30.4,8.7,0,35.7,105,0
109420,676886,"Jeremy Beasley",24,2020,"AZ",1,0,0.3,0,0,0,0,0,5.91,-2.79,104,6,33.3,0,0,0,122,0
109459,656232,"Brandon Bielak",24,2020,"HOU",12,6,32,3,3,0,6.75,7.31,6.56,6.98,121,1.75,17.6,11.5,6.1,35.9,135,-0.4
109756,656382,"Tommy Doyle",24,2020,"COL",3,0,2.3,0,0,0,23.14,23.14,6.8,6.64,120,4.29,11.8,23.5,0,27.3,140,0
109772,676220,"Seth Elledge",24,2020,"STL",12,0,11.7,1,0,0,4.63,4.63,5.3,5.36,100,1.63,26.9,15.4,3.8,39.3,109,0
109826,676596,"Josh Fleming",24,2020,"TB",7,5,32.3,5,0,0,2.78,2.78,3.5,4.37,87,1.08,19.2,5.4,3.8,63.9,72,0.7
110111,675916,"James Karinchak",24,2020,"CLE",27,0,27,1,2,1,2.67,3,3.68,1.5,72,1.11,48.6,14.7,0.9,22.5,76,0.4
110247,676606,"Nick Margevicius",24,2020,"SEA",10,7,41.3,2,3,0,4.57,4.57,5.47,4.33,110,1.26,21.2,8.2,3.5,36.7,113,0
110726,665759,"Ramón Rosso",24,2020,"PHI",7,1,9.7,0,1,0,6.52,6.52,6.61,5.08,117,1.76,23.9,17.4,2.2,15.4,136,-0.1
111116,656557,"Tanner Houck",24,2020,"BOS",3,3,17,3,0,0,0.53,1.06,4.39,3.23,92,0.88,33.3,14.3,1.6,46.9,90,0.2
111162,657140,"Kyle Wright",24,2020,"ATL",8,8,38,2,4,0,5.21,5.45,5.93,5.92,115,1.55,17.9,14.3,4.2,44.7,122,-0.2
111163,656913,"Seth Romero",24,2020,"WAS",3,0,2.7,0,0,0,13.5,13.5,3.85,7.71,92,3,27.8,16.7,5.6,40,79,0
111244,656849,"David Peterson",24,2020,"NYM",10,9,49.7,6,2,0,3.44,3.62,5.44,4.54,112,1.21,19.5,11.7,2.4,44.2,112,0.1
111290,657376,"Clarke Schmidt",24,2020,"NYY",3,1,6.3,0,1,0,7.11,7.11,5.06,4.27,101,1.89,21.2,15.2,0,42.1,104,0
111294,656288,"Griffin Canning",24,2020,"LAA",11,11,56.3,2,3,0,3.99,4.63,5.64,4.3,110,1.37,23.5,9.7,3.4,36.1,116,-0.1
120170,667465,"Aaron Fletcher",24,2020,"SEA",6,0,4.3,0,0,0,12.46,12.46,4.74,9.17,102,3.23,24.1,24.1,3.4,46.2,98,0
133756,656876,"Drew Rasmussen",24,2020,"MIL",12,0,15.3,1,0,0,5.87,5.87,4.44,4.78,92,1.7,29.6,12.7,4.2,53.7,91,0.1
139955,681911,"Alex Vesia",24,2020,"MIA",5,0,4.3,0,1,0,18.69,20.77,5.83,14.75,118,3.23,18.5,25.9,11.1,20,120,0
68997,532077,"Roberto Osuna",25,2020,"HOU",4,0,4.3,0,0,1,2.08,2.08,4.87,1.78,97,0.69,18.8,0,0,61.5,100,0
69600,606115,"Orlando Arcia",25,2020,"MIL",2,0,2,0,0,0,18,18,5.98,11.21,114,2.5,0,9.1,9.1,20,123,0
70619,608348,"Carson Kelly",25,2020,"AZ",1,0,1,0,0,0,0,0,4.95,3.21,104,1,0,0,0,50,102,0
100261,608337,"Lucas Giolito",25,2020,"CHW",12,12,72.3,4,3,0,3.48,3.86,3.75,3.17,84,1.04,33.7,9.7,2.8,43.5,77,1.4
100273,608566,"Germán Márquez",25,2020,"COL",13,13,81.7,4,6,0,3.75,4.52,4.2,3.3,89,1.26,21.2,7.3,1.7,50.4,87,1.2
100368,612434,"Miguel Castro",25,2020,,26,0,24.7,2,2,1,4.01,4.38,3.35,3.92,74,1.66,33,11.3,3.5,52.4,69,0.5
100408,614179,"José Ruiz",25,2020,"CHW",5,0,4,0,0,0,2.25,2.25,4.92,3.92,102,0.5,35.7,0,7.1,33.3,101,0
100568,621237,"José Alvarado",25,2020,"TB",9,0,9,0,0,0,6,7,5.03,5.83,99,1.67,28.9,13.3,4.4,41.7,104,0
100576,621249,"Duane Underwood Jr.",25,2020,"CHC",17,0,20.7,1,0,0,5.66,5.66,4.47,4.76,91,1.5,30.7,6.8,5.7,38.9,92,0.2
100687,621593,"Anthony Castro",25,2020,"DET",1,0,1,0,0,0,18,18,5.5,17.17,107,2,20,20,20,0,113,0
100957,622503,"Nabil Crismatt",25,2020,"STL",6,0,8.3,0,0,0,3.24,3.24,4.85,4.77,97,0.84,25.8,3.2,6.5,50,100,0
101060,622608,"Antonio Senzatela",25,2020,"COL",12,12,73.3,5,3,0,3.44,3.56,5.22,4.59,108,1.21,13.5,5.9,3,50.8,108,0.2
101105,622694,"Elieser Hernández",25,2020,"MIA",6,6,25.7,1,0,0,3.16,3.51,4.29,3.92,90,1.01,32.1,4.7,4.7,33.8,88,0.3
101190,622786,"Jesus Tinoco",25,2020,,6,0,8.7,0,0,0,1.04,1.04,4.82,4.25,100,1.15,18.8,21.9,0,78.9,99,0
101452,623470,"Jake Newberry",25,2020,"KC",20,0,22,1,0,1,4.09,4.91,5.53,4.67,106,1.45,25.5,12.8,3.2,37.5,114,-0.1
101993,640451,"Hunter Harvey",25,2020,"BAL",10,0,8.7,0,2,0,4.15,6.23,5.28,5.82,108,1.15,16.2,5.4,5.4,39.3,109,0
102123,621052,"Alex Reyes",25,2020,"STL",15,1,19.7,2,1,1,3.2,4.58,4.82,3.26,94,1.42,31.4,16.3,1.2,35.6,99,0.1
102322,629498,"Johan Quezada",25,2020,"MIA",3,0,3,0,0,0,9,9,4.85,7.21,98,1.67,16.7,8.3,8.3,55.6,100,0
102443,640470,"Adbert Alzolay",25,2020,"CHC",6,4,21.3,1,1,0,2.95,3.38,4.66,3.07,95,1.17,33.3,14.9,1.1,43.2,96,0.2
102555,641482,"Nestor Cortes",25,2020,"SEA",5,1,7.7,0,1,0,15.26,16.43,5.68,14.39,114,2.35,18.2,13.6,13.6,35.7,117,0
102566,641513,"Travis Demeritte",25,2020,"DET",1,0,1,0,0,0,36,36,5.24,29.17,103,4,0,0,28.6,28.6,108,0
102606,641645,"Luis Guillorme",25,2020,"NYM",1,0,1,0,0,0,0,0,4.67,3.21,97,0,0,0,0,66.7,96,0
102625,641729,"Joe Jiménez",25,2020,"DET",25,0,22.7,1,3,5,7.15,7.54,5.96,6.7,112,1.37,21.8,5.9,6.9,30.9,123,-0.3
102629,641739,"Rob Kaminsky",25,2020,"STL",5,0,4.7,0,0,0,1.93,5.79,4.7,3.21,102,1.07,14.3,9.5,0,60,97,0
102652,641816,"Tyler Mahle",25,2020,"CIN",10,9,47.7,2,2,0,3.59,3.97,5.26,3.91,104,1.15,29.9,10.4,3,30.2,108,0.1
102717,641995,"Roel Ramírez",25,2020,"STL",1,0,0.7,0,0,0,81,81,5.92,82.71,107,10.5,12.5,12.5,50,33.3,122,0
102751,642100,"Gabe Speier",25,2020,"KC",8,0,5.7,0,1,0,7.94,7.94,4.75,5.46,101,2.29,20,13.3,3.3,45,98,0
102785,642207,"Devin Williams",25,2020,"MIL",22,0,27,4,1,0,0.33,1.33,2.42,0.88,47,0.63,53,9,1,61.1,50,0.8
102921,642397,"Gregory Soto",25,2020,"DET",27,0,23,0,1,2,4.3,4.3,4.17,3.73,88,1.26,29.6,13.3,2,53.7,86,0.3
103038,642528,"Jonathan Loáisiga",25,2020,"NYY",12,3,23,3,0,0,3.52,4.3,4.53,4.39,96,1.22,22,7,3,51.5,93,0.2
103472,643478,"Joe Palumbo",25,2020,"TEX",2,0,2.3,0,1,0,11.57,11.57,4.06,8.31,93,2.57,35.7,21.4,7.1,33.3,84,0
103906,641907,"Patrick Murphy",25,2020,"TOR",4,0,6,0,0,0,1.5,1.5,4.64,2.5,98,1.33,20,8,0,50,96,0
103945,642584,"Franklyn Kilome",25,2020,"NYM",4,0,11.3,0,1,1,11.12,11.12,6.15,9.3,115,2.03,22.4,15.5,8.6,34.3,127,-0.1
104839,656685,"Brett Martin",25,2020,"TEX",15,0,14.7,1,1,0,1.84,3.07,5.55,5.69,113,1.16,13.1,14.8,3.3,50,114,-0.1
104899,656945,"Tanner Scott",25,2020,"BAL",25,0,20.7,0,0,1,1.31,2.18,3.51,3.46,81,1.06,26.7,11.6,1.2,58,72,0.4
105455,664856,"Chance Adams",25,2020,"KC",6,0,8.7,0,0,0,9.35,9.35,6.16,3.28,114,1.73,15,0,2.5,29.4,127,-0.1
105472,641302,"Tyler Alexander",25,2020,"DET",14,2,36.3,2,3,0,3.96,3.96,4.73,5.23,100,1.32,22.4,5.9,5.3,45.7,97,0.2
106125,621368,"Taylor Hearn",25,2020,"TEX",14,0,17.3,0,0,0,3.63,4.15,5.18,4.09,101,1.38,30.3,14.5,2.6,26.8,107,0
106129,664854,"Ryan Helsley",25,2020,"STL",12,0,12,1,1,1,5.25,6,6.29,7.05,118,1.33,19.2,15.4,5.8,33.3,130,-0.1
106145,664353,"José Urquidy",25,2020,"HOU",5,5,29.7,1,1,0,2.73,2.73,6.38,4.68,124,1.01,14.7,6.9,3.4,35.6,131,-0.3
106490,664948,"Anthony Misiewicz",25,2020,"SEA",21,0,20,0,2,0,4.05,4.05,4.27,3.02,90,1.3,30.1,7.2,2.4,31.4,88,0.2
106667,623465,"Evan Phillips",25,2020,"BAL",14,0,14.3,1,1,0,5.02,5.02,4.46,3.8,92,1.6,29.4,13.2,1.5,44.4,92,0.1
106875,621011,"Max Schrock",25,2020,"STL",1,0,1,0,0,0,0,0,4.81,3.21,100,0,0,0,0,33.3,99,0
107113,622256,"Patrick Weigel",25,2020,"ATL",1,0,0.7,0,0,0,27,27,5.68,16.71,109,7.5,0,42.9,0,25,117,0
107174,621111,"Walker Buehler",25,2020,"LAD",8,8,36.7,1,0,0,3.44,4.42,4.46,4.39,92,0.95,28.6,7.5,4.8,36.6,92,0.4
107440,669064,"Brandon Bailey",25,2020,"HOU",5,0,7.3,0,0,0,2.45,2.45,6.22,5.49,119,1.23,13.3,10,3.3,31.8,128,-0.1
