"bpid","mlbid","Name","Age","Season","Team","G","GS","CG","IP","W","L","SV","BS","HLD","ERA","R","ER","1B","2B","3B","HR","TB","BB","K","HBP","TBF","Pitches"
70371,573186,"Marcus Stroman",32,2023,"CHC",27,25,1,136.7,10,9,0,1,0,3.95,68,60,84,27,0,9,174,52,119,3,575,2201
70437,605182,"Mike Clevinger",32,2023,"CWS",24,24,2,131.3,9,9,0,0,0,3.77,56,55,75,27,3,16,202,40,110,9,549,2096
70641,608379,"Michael Wacha",32,2023,"SD",24,24,0,134.3,14,4,0,0,0,3.22,49,48,65,32,1,15,192,43,124,3,553,2221
99821,571927,"Steven Matz",32,2023,"STL",25,17,0,105,4,7,0,0,0,3.86,48,45,73,23,1,11,166,32,98,3,449,1865
99874,571760,"Andrew Heaney",32,2023,"TEX",34,28,0,147.3,10,6,0,1,2,4.15,74,68,84,34,2,23,250,60,151,10,641,2603
100067,571656,"Buck Farmer",32,2023,"CIN",71,0,0,75,4,5,3,6,10,4.2,36,35,29,18,0,11,109,29,70,4,309,1221
100323,608717,"Chris Stratton",32,2023,,64,0,0,82.7,2,1,1,2,8,3.92,39,36,44,15,2,8,112,25,81,2,338,1357
100718,622072,"Alex Wood",32,2023,"SF",29,12,0,97.7,5,5,0,0,1,4.33,52,47,61,24,4,9,157,42,74,8,429,1697
101991,621389,"Ty Blach",32,2023,"COL",20,13,0,78,3,3,0,0,0,5.54,51,48,71,16,2,15,169,24,50,6,352,1264
102011,571510,"Matthew Boyd",32,2023,"DET",15,15,0,71,5,5,0,0,0,5.45,46,43,43,15,0,11,117,25,73,2,303,1176
102077,608665,"Kendall Graveman",32,2023,,68,0,0,66.3,5,6,8,4,13,3.12,27,23,33,8,1,9,88,36,66,5,282,1114
102190,623437,"Justin Topa",32,2023,"SEA",75,0,0,69,5,4,3,2,23,2.61,26,20,49,6,2,4,83,18,61,3,279,1046
102705,641941,"Emilio Pagán",32,2023,"MIN",66,1,0,69.3,5,2,1,5,8,2.99,26,23,26,12,2,5,76,21,65,1,273,1060
103426,643410,"Mark Leiter Jr.",32,2023,"CHC",69,0,0,64.3,1,3,4,4,28,3.5,27,25,27,12,2,7,85,24,77,8,269,1056
103494,643511,"Tyler Rogers",32,2023,"SF",68,0,0,74,4,5,2,7,30,3.04,27,25,44,14,1,7,103,19,60,3,309,1124
125512,579328,"Yusei Kikuchi",32,2023,"TOR",32,32,0,167.7,11,6,0,0,0,3.86,78,72,110,27,1,27,275,48,181,4,700,2818
55769,518585,"Fernando Cruz",33,2023,"CIN",58,2,0,66,1,2,0,0,7,4.91,39,36,29,14,3,6,90,28,98,2,279,1118
57820,543135,"Nathan Eovaldi",33,2023,"TEX",25,25,2,144,12,5,0,0,0,3.63,59,58,70,27,5,15,199,47,132,6,577,2231
58750,543859,"Michael Tonkin",33,2023,"ATL",45,0,0,80,7,3,1,3,2,4.28,41,38,43,7,1,13,112,23,75,2,325,1283
59626,571578,"Patrick Corbin",33,2023,"WSH",32,32,0,180,10,15,0,0,0,5.2,113,104,142,34,1,33,345,57,124,4,790,2862
65947,542881,"Tyler Anderson",33,2023,"LAA",27,25,0,141,6,6,0,0,0,5.43,90,85,84,40,2,20,250,64,119,7,629,2431
66213,554430,"Zack Wheeler",33,2023,"PHI",32,32,0,192,13,6,0,0,0,3.61,82,77,111,35,2,20,267,39,212,9,787,3152
69172,543294,"Kyle Hendricks",33,2023,"CHC",24,24,0,137,6,8,0,0,0,3.74,68,57,92,30,3,13,213,27,93,4,578,2108
69177,543518,"Scott McGough",33,2023,"AZ",63,1,0,70.3,2,7,9,5,14,4.73,40,37,31,15,0,14,117,30,86,2,301,1233
69856,607067,"Colin Rea",33,2023,"MIL",26,22,0,124.7,6,6,0,0,0,4.55,65,63,66,18,3,23,203,38,110,4,517,1994
70069,607625,"Seth Lugo",33,2023,"SD",26,26,0,146.3,8,7,0,0,0,3.57,62,58,89,29,3,19,232,36,140,3,604,2373
70306,543243,"Sonny Gray",33,2023,"MIN",32,32,0,184,8,8,0,0,0,2.79,59,57,111,34,3,8,220,55,183,6,754,2818
70803,543101,"Anthony DeSclafani",33,2023,"SF",19,18,0,99.7,4,8,0,0,0,4.88,59,54,64,25,1,15,177,20,79,4,419,1549
70826,548389,"Ross Stripling",33,2023,"SF",22,11,0,89,0,5,0,0,0,5.36,54,53,69,14,1,20,180,16,70,2,381,1453
100324,608718,"Brent Suter",33,2023,"COL",57,2,0,69.3,4,3,0,3,7,3.38,36,26,49,11,2,3,89,25,55,3,292,1129
51645,500779,"Jose Quintana",34,2023,"NYM",13,13,0,75.7,3,6,0,0,0,3.57,33,30,57,11,2,5,105,24,60,1,319,1229
58552,519151,"Ryan Pressly",34,2023,"HOU",65,0,0,65.3,4,5,31,6,0,3.58,33,26,37,8,1,8,88,16,74,1,268,1023
60625,571945,"Miles Mikolas",34,2023,"STL",35,35,0,201.3,9,13,0,0,0,4.78,110,107,145,50,5,26,364,39,137,8,860,3196
65751,519242,"Chris Sale",34,2023,"BOS",20,20,0,102.7,6,5,0,0,0,4.3,52,49,46,24,2,15,160,29,125,8,425,1670
65879,518876,"Merrill Kelly",34,2023,"AZ",30,30,0,177.7,12,8,0,0,0,3.29,71,65,90,30,3,20,239,68,187,4,721,2799
67355,593576,"Héctor Neris",34,2023,"HOU",71,0,0,68.3,6,3,2,1,31,1.71,16,13,27,7,0,7,69,31,77,3,273,1094
68467,572020,"James Paxton",34,2023,"BOS",19,19,0,96,7,5,0,0,0,4.5,51,48,55,19,1,18,168,33,101,2,411,1690
68688,592767,"Drew Smyly",34,2023,"CHC",41,23,0,142.3,11,11,0,2,1,5,89,79,83,36,2,26,265,56,141,6,626,2401
69516,605135,"Chris Bassitt",34,2023,"TOR",33,33,1,200,16,8,0,0,0,3.6,88,80,108,38,2,28,302,59,186,12,826,3138
49786,477132,"Clayton Kershaw",35,2023,"LAD",24,24,0,131.7,13,5,0,0,0,2.46,39,36,62,19,0,19,176,40,137,3,523,2025
50167,502171,"Alex Cobb",35,2023,"SF",28,28,2,151.3,7,7,0,0,0,3.87,69,65,107,33,4,19,261,37,131,6,646,2504
58350,518886,"Craig Kimbrel",35,2023,"PHI",71,0,0,69,8,6,23,5,7,3.26,28,25,26,8,0,10,82,28,94,4,278,1122
59304,502624,"Chase Anderson",35,2023,,19,17,0,86.3,1,6,1,0,0,5.42,53,52,60,11,2,17,156,33,64,7,372,1447
65801,502043,"Kyle Gibson",35,2023,"BAL",33,33,0,192,15,9,0,0,0,4.73,101,101,127,43,5,23,320,55,157,6,807,3038
102254,628317,"Kenta Maeda",35,2023,"MIN",21,20,0,104.3,6,8,0,0,0,4.23,50,49,54,22,1,17,169,28,117,3,428,1699
47229,471911,"Carlos Carrasco",36,2023,"NYM",20,20,0,90,3,8,0,0,0,6.8,71,68,71,24,2,18,197,38,66,6,417,1587
53155,506433,"Yu Darvish",36,2023,"SD",24,24,0,136.3,8,10,0,0,0,4.56,71,69,89,25,2,18,217,42,141,8,573,2216
58410,458681,"Lance Lynn",36,2023,,32,32,0,183.7,13,11,0,0,0,5.73,127,117,116,26,3,44,353,67,191,9,808,3167
58453,489119,"Wade Miley",36,2023,"MIL",23,23,0,120.3,9,4,0,0,0,3.14,44,42,60,22,1,16,171,38,79,3,490,1871
56753,453286,"Max Scherzer",38,2023,,27,27,0,152.7,13,6,0,0,0,3.77,65,64,76,22,0,28,232,45,174,4,621,2464
57235,502085,"David Robertson",38,2023,,62,0,0,65.3,6,6,18,6,10,3.03,28,22,36,9,1,7,85,25,78,3,269,1068
31734,425844,"Zack Greinke",39,2023,"KC",30,27,0,142.3,2,15,0,0,0,5.06,82,80,106,25,2,25,262,23,97,4,593,2219
48258,450203,"Charlie Morton",39,2023,"ATL",30,30,0,163.3,14,12,0,0,0,3.64,70,66,103,30,3,14,228,83,183,12,716,2842
45613,434378,"Justin Verlander",40,2023,,27,27,0,162.3,13,8,0,0,0,3.22,63,58,89,30,2,18,227,45,144,5,669,2602
31361,425794,"Adam Wainwright",41,2023,"STL",21,21,0,101,5,11,0,0,0,7.4,89,83,93,36,2,20,251,41,55,1,484,1785
36959,448179,"Rich Hill",43,2023,,32,27,0,146.3,8,14,0,1,0,5.41,98,88,94,44,4,23,286,58,129,7,660,2530
