"bpid","mlbid","Name","Age","Season","SB","CS","SB%","PO","XBT%","TRAA","SRAA","DRBa","DRBa Opps","DRBa Rate","DRBn","DRBn Opps","DRBn Rate","DRB"
150551,694212,"Samuel Basallo",20,2025,0,0,,0,0,-0.013,,,,,,69,,
170244,805811,"Bryce Eldridge",20,2025,0,0,,0,0,-0.009,,,,,,25,,
147956,691406,"Junior Caminero",21,2025,7,1,87.5,2,7,-0.005,0,-0.1,28,-0.004,-0.1,378,0,-0.2
150534,694192,"Jackson Chourio",21,2025,21,7,75,3,15.9,0.014,0.002,0.2,44,0.004,0.3,595,0.001,0.5
150544,694203,"Denzer Guzman",21,2025,0,0,,0,25,-0.007,,,,,,19,,
150547,694208,"Moisés Ballesteros",21,2025,0,0,,0,11.1,-0.015,,0,1,0,,75,,
151195,695600,"Carter Jensen",21,2025,0,0,,0,9.1,-0.015,,,,,,84,,
153804,701350,"Roman Anthony",21,2025,4,1,80,0,9.8,-0.008,-0.002,0,5,0,-0.1,335,0,-0.1
153843,701398,"Sal Stewart",21,2025,0,0,,0,0,-0.011,,,,,,39,,
157293,702284,"Cole Young",21,2025,1,0,100,0,15,-0.013,-0.007,0,5,-0.001,-0.1,201,0,-0.1
157722,702616,"Jackson Holliday",21,2025,17,11,60.7,3,5,0.015,-0.058,0,41,0.001,-0.6,718,-0.001,-0.5
111669,682634,"Kevin Alcántara",22,2025,1,0,100,0,25,0.001,0,,,,0,40,0,
141799,683357,"Owen Caissie",22,2025,0,0,,0,0,-0.006,,,,,,19,,
147897,691185,"Maximo Acosta",22,2025,1,2,33.3,0,0,0.024,-0.027,,,,0,36,0,
147898,691182,"Adael Amador",22,2025,1,1,50,0,0,0.003,-0.016,0,8,-0.002,0,68,0,0
147900,691176,"Jasson Domínguez",22,2025,23,5,82.1,1,9.4,0.032,0.003,0.1,31,0.003,0.5,416,0.001,0.6
147988,691373,"Jhostynxon Garcia",22,2025,0,0,,0,,-0.007,,,,,,31,,
148246,691594,"Javier Sanoja",22,2025,6,5,54.5,2,19.4,0.013,-0.024,0.1,16,0.009,0,265,0,0.2
148298,691781,"Brady House",22,2025,5,3,62.5,1,9.5,0.009,-0.006,0,3,-0.003,0,175,0,0
148300,691783,"Jordan Lawlar",22,2025,2,0,100,0,0,-0.003,-0.007,,,,0,56,0,
148304,691785,"Marcelo Mayer",22,2025,0,2,0,0,30,0,-0.028,0,3,0.002,0,90,0,0
148307,691777,"Max Muncy",22,2025,1,1,50,0,6.3,-0.006,-0.013,0.1,8,0.007,0,162,0,0
148648,694497,"Evan Carter",22,2025,14,2,87.5,3,28.6,0.038,0.013,0,10,0.005,0.3,162,0.002,0.3
149874,696030,"Alejandro Osuna",22,2025,5,4,55.6,0,0,0.03,-0.036,0,5,0,0,150,0,0
150017,700337,"Edgar Quero",22,2025,0,1,0,1,2.5,-0.015,,-0.1,14,-0.005,,329,,
150294,692585,"Yanquiel Fernández",22,2025,0,0,,0,0,-0.011,,,,,,101,,
151206,701538,"Jackson Merrill",22,2025,1,2,33.3,0,10.6,-0.015,-0.019,0.1,28,0.002,-0.2,412,-0.001,-0.2
151225,695578,"James Wood",22,2025,15,7,68.2,2,10.7,0.01,-0.036,0.1,44,0.002,-0.2,609,0,-0.1
151486,695670,"Harry Ford",22,2025,0,0,,0,0,-0.003,,,,,,5,,
151521,695734,"Daylen Lile",22,2025,8,6,57.1,4,13.6,0.025,-0.037,0.1,7,0.016,0,281,0,0.1
151544,700246,"Carson Williams",22,2025,2,1,66.7,1,12.5,0.002,-0.004,,,,0,34,0,
152771,695506,"Jac Caglianone",22,2025,1,0,100,0,8.3,-0.007,-0.001,0,3,0.001,0,101,0,0
153809,701358,"Cam Smith",22,2025,8,1,88.9,1,12.7,-0.009,-0.002,0,32,0,-0.1,393,0,-0.1
153974,701762,"Nick Kurtz",22,2025,2,1,66.7,0,6.7,-0.015,-0.007,0,10,0,-0.2,422,-0.001,-0.2
156087,691720,"Kyle Karros",22,2025,0,0,,1,0,-0.013,,,,,,158,,
157008,695681,"Christian Moore",22,2025,3,0,100,0,4.8,-0.003,0.001,0,2,-0.012,0,156,0,0
163722,805373,"Nacho Alvarez Jr.",22,2025,0,0,,0,0,-0.018,,,,,,167,,
170199,807712,"Luke Keaschall",22,2025,14,3,82.4,0,0,0.031,-0.005,0.1,4,0.019,0.2,269,0.001,0.3
111462,682668,"Luisangel Acuña",23,2025,16,1,94.1,1,21.4,0.03,0.036,0.1,28,0.004,0.6,284,0.002,0.7
111885,682626,"Francisco Alvarez",23,2025,0,0,,0,2.9,-0.017,,0,13,-0.004,,265,,
113517,682653,"Warming Bernabel",23,2025,1,1,50,0,10,-0.003,-0.016,,,,0,139,0,
116377,682729,"Jonatan Clase",23,2025,3,1,75,1,0,0.023,-0.003,0,14,0.001,0,70,0.001,0.1
117798,682829,"Elly De La Cruz",23,2025,37,8,82.2,4,14.1,0.041,0.009,0.2,44,0.005,0.9,498,0.002,1.1
127835,682622,"Noelvi Marte",23,2025,10,3,76.9,0,15.2,0.027,-0.009,0,7,-0.001,0.1,226,0.001,0.1
127926,682657,"Angel Martínez",23,2025,8,2,80,3,14.3,0.002,0.003,0.1,23,0.005,0,392,0,0.2
128307,682641,"Luis Matos",23,2025,4,0,100,0,4.8,0.003,0.009,0,8,0.002,0,172,0,0.1
130914,678877,"Jhonkensy Noel",23,2025,0,0,,0,10,-0.012,,0,12,0.002,,96,,
131840,677347,"Kyren Paris",23,2025,7,1,87.5,0,22.2,0.038,0.005,0.1,12,0.008,0.1,90,0.002,0.2
133524,682663,"Agustín Ramírez",23,2025,16,3,84.2,0,10.5,0.008,0.004,-0.2,24,-0.008,0.2,451,0,0
133655,682868,"Bryan Ramos",23,2025,0,0,,0,,-0.004,,,,,,8,,
139025,678662,"Ezequiel Tovar",23,2025,5,3,62.5,1,15.2,0.001,-0.025,0,12,-0.001,-0.1,361,0,-0.1
142588,683748,"Victor Mesa Jr.",23,2025,0,0,,0,33.3,-0.006,,,,,,21,,
144172,687231,"Darell Hernaiz",23,2025,3,4,42.9,1,10,0.008,-0.043,,,,-0.1,170,0,
144717,687637,"Dylan Beavers",23,2025,2,2,50,0,7.7,-0.001,-0.024,,,,-0.1,191,0,
147776,686611,"Dylan Crews",23,2025,17,5,77.3,1,15.6,0.045,-0.013,0,17,0.002,0.2,237,0.001,0.3
147790,690976,"Alex Freeland",23,2025,1,0,100,0,0,-0.007,-0.003,,,,0,79,0,
147801,690984,"Petey Halpin",23,2025,0,0,,0,25,-0.004,,,,,,8,,
147804,690987,"Robert Hassell III",23,2025,4,0,100,0,11.5,0.002,0.005,0,6,0.001,0,106,0,0
147813,690993,"Colt Keith",23,2025,1,1,50,0,12.5,-0.016,-0.014,0.2,35,0.005,-0.3,474,-0.001,-0.1
147846,691011,"Drew Romo",23,2025,0,0,,0,,,,,,,,,,
147855,691016,"Tyler Soderstrom",23,2025,8,3,72.7,1,10.3,-0.003,-0.005,-0.1,40,-0.004,-0.1,492,0,-0.2
147861,691019,"Kyle Teel",23,2025,3,1,75,1,0,-0.015,-0.006,0,2,-0.007,-0.2,313,-0.001,-0.2
147867,691023,"Jordan Walker",23,2025,10,3,76.9,1,12.1,0,0.016,0,17,-0.003,0.1,425,0,0.1
147872,691026,"Masyn Winn",23,2025,9,5,64.3,1,9.3,0,-0.007,0.3,44,0.007,0,409,0,0.3
148154,691718,"Pete Crow-Armstrong",23,2025,35,8,81.4,3,13.5,0.053,0.004,0.2,35,0.007,0.8,421,0.002,1.1
148371,691907,"Tsung-Che Cheng",23,2025,0,1,0,0,,0.029,-0.019,,,,0,5,-0.001,
148616,691723,"Coby Mayo",23,2025,3,0,100,0,12.5,-0.009,-0.001,0,5,0.003,-0.1,208,0,-0.1
148617,691728,"Zac Veen",23,2025,1,1,50,0,0,0.014,-0.015,0,1,-0.002,0,41,0,0
148643,694377,"Nick Yorke",23,2025,1,0,100,0,25,-0.009,-0.008,,,,0,88,0,
148658,695336,"Thomas Saggese",23,2025,3,0,100,0,8.1,-0.014,0.002,0.1,5,0.012,-0.1,237,0,-0.1
151347,695657,"Colson Montgomery",23,2025,0,0,,2,0,-0.017,,,,,,197,,
156048,692225,"Kristian Campbell",23,2025,2,1,66.7,1,7.1,-0.012,-0.011,0,36,0.001,-0.1,232,0,-0.1
156461,694728,"Brice Matthews",23,2025,1,0,100,0,0,-0.006,,,,,,13,,
160132,694384,"Nolan Schanuel",23,2025,5,1,83.3,0,0,-0.016,0.009,-0.2,53,-0.004,-0.4,795,-0.001,-0.6
160384,694671,"Wyatt Langford",23,2025,22,6,78.6,3,9.4,0.016,-0.001,0.1,26,0.005,0.3,576,0.001,0.4
160972,692216,"C.J. Kayfus",23,2025,4,0,100,1,7.7,-0.003,0.002,,,,0,106,0,
161277,699625,"Jimmy Crooks",23,2025,0,0,,0,50,-0.005,,,,,,19,,
163439,805779,"Jacob Wilson",23,2025,5,2,71.4,1,3.3,-0.012,-0.001,0,38,-0.001,-0.2,564,0,-0.3
163779,805367,"Chase Meidroth",23,2025,14,4,77.8,2,6.8,-0.002,0.001,-0.1,43,-0.002,0,631,0,-0.1
170210,807713,"Matt Shaw",23,2025,17,5,77.3,1,7.9,0.024,-0.022,0.1,15,0.006,0.1,351,0,0.2
111298,677595,"Ronny Mauricio",24,2025,4,0,100,0,7.7,0.003,0.01,0,6,-0.004,0,137,0,0
111303,677870,"Leo Jiménez",24,2025,0,0,,0,0,-0.005,,,,,,11,,
