"bpid","mlbid","Name","Age","Season","SB","CS","SB%","PO","XBT%","TRAA","SRAA","DRBa","DRBa Opps","DRBa Rate","DRBn","DRBn Opps","DRBn Rate","DRB"
109539,672569,"Gustavo Campero",26,2024,3,0,100,0,0,0.024,0.015,0,5,0.006,0.1,42,0.001,0.1
109776,666464,"Jerar Encarnacion",26,2024,1,0,100,0,0,-0.014,,0,16,-0.002,,89,,
110664,673357,"Luis Robert Jr.",26,2024,23,6,79.3,1,5.3,0.039,-0.002,0.1,57,0.001,0.5,421,0.001,0.6
110935,669352,"Bubba Thompson",26,2024,5,0,100,0,0,0.042,0.013,0,6,0.004,0.1,51,0.002,0.1
111030,676572,"Eric Wagaman",26,2024,0,0,,0,16.7,-0.011,,0,4,0.002,,65,,
111286,669432,"Trevor Rogers",26,2024,,,,,,,,,,,,,,
112434,676879,"Aaron Ashby",26,2024,,,,,,,,,,,,,,
113823,668709,"JJ Bleday",26,2024,2,3,40,1,9.4,-0.013,-0.077,0.2,63,0.003,-0.4,517,-0.001,-0.2
114683,663460,"Kris Bubic",26,2024,,,,,,,,,,,,,,
115478,681481,"Kerry Carpenter",26,2024,0,2,0,0,4.8,-0.015,-0.065,0.1,32,0.002,-0.2,311,-0.001,-0.2
116712,665052,"Griffin Conine",26,2024,0,0,,0,0,-0.01,,0.1,18,0.005,,52,,
119255,668752,"Duke Ellis",26,2024,5,0,100,1,0,0.043,0.009,0,1,-0.001,0.1,38,0.002,0.1
120133,666149,"Tyler Fitzgerald",26,2024,17,4,81,1,10.8,0.019,-0.012,0.4,50,0.008,0.1,383,0,0.5
120177,666150,"Dominic Fletcher",26,2024,0,0,,1,5.9,-0.017,,-0.1,26,-0.002,,159,,
122051,680686,"Josiah Gray",26,2024,,,,,,,,,,,,,,
122664,666152,"David Hamilton",26,2024,33,4,89.2,1,26.1,0.076,0.056,0.5,44,0.011,2,320,0.006,2.5
125028,675659,"Greg Jones",26,2024,0,0,,0,,0,,,,,,1,,
125480,666197,"Grae Kessinger",26,2024,0,0,,0,0,-0.006,,0,5,-0.008,,15,,
125906,668952,"Ryan Kreidler",26,2024,5,3,62.5,2,33.3,0.038,-0.004,0,11,0,0.1,91,0.001,0.1
126005,680757,"Steven Kwan",26,2024,12,5,70.6,1,6.1,0,-0.024,0.3,110,0.003,-0.2,615,0,0.1
126172,669127,"Shea Langeliers",26,2024,4,2,66.7,0,2.5,-0.012,-0.042,0,39,-0.001,-0.3,433,-0.001,-0.3
127605,666201,"Alek Manoah",26,2024,,,,,,,,,,,,,,
128468,668832,"Kyle McCann",26,2024,0,0,,0,0,-0.014,,-0.2,12,-0.014,,109,,
128477,664983,"Jake McCarthy",26,2024,25,6,80.6,7,2,0.023,0.037,0.4,70,0.006,0.9,543,0.002,1.3
129286,670223,"Matt Mervis",26,2024,0,0,,0,0,-0.007,,0,4,0.002,,13,,
129605,670224,"Kameron Misner",26,2024,0,0,,0,,-0.003,,,,,,7,,
130740,669194,"Ryne Nelson",26,2024,,,,,,,,,,,,,,
130939,663457,"Lars Nootbaar",26,2024,7,3,70,2,3.3,-0.004,-0.026,0.3,41,0.007,-0.1,375,0,0.1
132232,665161,"Jeremy Peña",26,2024,20,6,76.9,3,13.2,0.012,0.007,0.5,70,0.007,0.3,516,0.001,0.8
135527,668939,"Adley Rutschman",26,2024,1,0,100,0,7.1,-0.017,-0.005,-0.2,81,-0.003,-0.3,522,-0.001,-0.5
135580,666165,"Blake Sabol",26,2024,0,0,,0,25,-0.006,,0,5,0.002,,24,,
136350,668845,"Aaron Schunk",26,2024,0,1,0,0,11.1,-0.012,,0,18,0.002,,63,,
136714,668853,"Austin Shenton",26,2024,0,0,,0,25,-0.012,,0,5,0.002,,57,,
136753,669699,"Braden Shewmake",26,2024,5,1,83.3,0,0,0.021,-0.009,0.1,6,0.009,0,73,0,0.1
137201,669701,"Josh Smith",26,2024,11,2,84.6,0,12.7,-0.01,-0.013,0.2,79,0.003,-0.3,572,0,0
137710,668715,"Spencer Steer",26,2024,25,3,89.3,3,6.5,0.005,0.024,-0.2,77,-0.002,0.3,529,0.001,0.1
137906,681082,"Bryson Stott",26,2024,32,3,91.4,2,5.4,0.03,0.069,0.3,60,0.006,1.7,507,0.003,2
137926,669065,"Kyle Stowers",26,2024,0,1,0,0,25,-0.003,-0.033,0.1,14,0.006,0,118,0,0.1
139109,669707,"Jared Triolo",26,2024,8,1,88.9,0,11.1,-0.011,-0.012,0.5,45,0.011,-0.2,424,0,0.3
140293,670242,"Matt Wallner",26,2024,3,0,100,0,0,-0.008,0.002,-0.1,28,-0.002,-0.1,256,0,-0.1
142212,683737,"Michael Busch",26,2024,2,1,66.7,0,9.7,-0.017,-0.03,0,82,0,-0.3,505,-0.001,-0.3
142220,673962,"Josh Jung",26,2024,4,0,100,0,7.7,-0.008,0.004,0,21,-0.001,0,128,0,0
142821,683734,"Andrew Vaughn",26,2024,2,0,100,0,18.2,-0.021,,-0.6,58,-0.011,,484,,
143717,686482,"Logan Driscoll",26,2024,0,0,,0,0,-0.005,,0,2,-0.013,,8,,
143743,686452,"Drew Millas",26,2024,4,0,100,0,25,0.019,0.009,0,12,-0.004,0.1,75,0.001,0
143748,686469,"Vinnie Pasquantino",26,2024,1,0,100,0,5.3,-0.019,,-0.7,57,-0.013,,368,,
143787,686527,"Dominic Canzone",26,2024,1,0,100,0,22.2,-0.012,-0.003,0,12,0.003,-0.1,133,0,0
143812,686555,"Isaac Collins",26,2024,1,0,100,0,0,0.002,-0.009,0,3,-0.004,0,29,0,0
143845,686668,"Brenton Doyle",26,2024,30,5,85.7,3,10.5,0.027,0.035,0.4,69,0.005,1.1,580,0.002,1.5
143852,686554,"Oliver Dunn",26,2024,3,0,100,0,6.7,0.006,-0.002,0.1,10,0.006,0,66,0,0.1
143892,686681,"Michael Massey",26,2024,1,0,100,1,33.3,-0.016,-0.002,0,39,0,-0.1,270,-0.001,-0.1
144013,686823,"Will Brennan",26,2024,4,2,66.7,0,9.1,-0.009,-0.046,0.1,31,0.003,-0.2,326,-0.001,-0.1
144197,687462,"Spencer Horwitz",26,2024,0,0,,1,7.5,-0.019,,-0.3,53,-0.006,,313,,
144210,674441,"Jacob Hurtubise",26,2024,2,0,100,1,20,-0.003,-0.003,-0.1,7,-0.009,0,88,0,-0.1
144597,686765,"Nick Sogard",26,2024,3,0,100,0,7.7,-0.004,0.01,-0.1,12,-0.004,0,104,0,-0.1
144690,687066,"Eric Yang",26,2024,0,0,,0,,,,,,,,,,
149112,694175,"Pedro León",26,2024,2,0,100,0,0,0.015,0.007,0,5,0.001,0,34,0.001,0
151389,695391,"Brett Harris",26,2024,0,3,0,1,10,0.002,-0.032,0,14,0,0,81,0,0
104004,645277,"Ozzie Albies",27,2024,8,1,88.9,1,12.8,-0.008,0.033,0.3,49,0.006,0,421,0,0.3
104023,645302,"Victor Robles",27,2024,34,2,94.4,1,8.3,0.051,0.072,0.1,42,0.003,2,412,0.005,2.2
104025,645305,"Ali Sánchez",27,2024,2,1,66.7,0,0,-0.011,,-0.1,5,-0.018,,87,,
104033,645444,"Jose Herrera",27,2024,0,0,,0,0,-0.013,,-0.1,11,-0.013,,88,,
104042,646240,"Rafael Devers",27,2024,3,0,100,0,5.1,-0.018,0.003,0,76,0.001,-0.3,541,-0.001,-0.3
104096,649966,"Luis Urías",27,2024,0,0,,0,12.5,-0.013,,-0.1,9,-0.008,,74,,
104123,650333,"Luis Arraez",27,2024,9,3,75,0,4.3,-0.014,-0.034,-0.4,127,-0.003,-0.5,713,-0.001,-0.9
104176,650391,"Eloy Jiménez",27,2024,3,0,100,0,10,-0.012,-0.003,-0.3,29,-0.01,-0.1,209,0,-0.4
104180,650402,"Gleyber Torres",27,2024,4,3,57.1,2,5.6,-0.011,-0.028,-0.2,100,-0.002,-0.4,686,-0.001,-0.6
104205,650489,"Willi Castro",27,2024,14,9,60.9,3,11.7,0.008,-0.068,1.1,96,0.012,-0.5,596,-0.001,0.6
104261,650559,"Bryan De La Cruz",27,2024,5,2,71.4,0,12.7,-0.012,-0.022,-0.4,72,-0.006,-0.2,497,-0.001,-0.7
104450,650859,"Luis Rengifo",27,2024,24,7,77.4,2,15.4,0.032,0.014,0,45,0,0.6,405,0.002,0.6
104495,650907,"René Pinto",27,2024,0,0,,0,0,-0.011,,0,5,0.002,,46,,
104562,655316,"Andruw Monasterio",27,2024,6,2,75,0,4.8,0.016,-0.007,0.1,23,0.004,0,112,0,0.1
104799,656529,"Sam Hentges",27,2024,,,,,,,,,,,,,,
104934,657061,"Cole Tucker",27,2024,3,1,75,0,20,0.012,-0.017,0,7,0.007,0,69,0,0
105007,657277,"Logan Webb",27,2024,,,,,,,,,,,,,,
105525,658648,"Pedro Avila",27,2024,,,,,,,,,,,,,,
105595,663905,"Travis Blankenhorn",27,2024,0,0,,0,100,-0.001,,0,1,0.004,,5,,
105650,663550,"Trey Cabbage",27,2024,1,1,50,1,12.5,0.001,-0.021,0,9,0,0,73,0,0
105670,663662,"Daz Cameron",27,2024,5,0,100,0,4.8,-0.002,0.008,0,22,-0.002,0,160,0,0
105735,663757,"Trent Grisham",27,2024,1,1,50,1,5.9,-0.014,-0.037,-0.2,22,-0.007,-0.1,151,-0.001,-0.2
106121,663647,"Ke'Bryan Hayes",27,2024,11,2,84.6,0,7,0.002,-0.015,-0.2,49,-0.004,-0.1,355,0,-0.3
106280,663567,"Peter Lambert",27,2024,,,,,,,,,,,,,,
106439,663630,"Ryan McKenna",27,2024,1,1,50,0,50,0.028,-0.021,0,4,-0.002,0,26,0,0
106527,663624,"Ryan Mountcastle",27,2024,3,0,100,0,5.7,-0.013,0.006,0.1,67,0.001,-0.2,386,0,-0.1
106548,647304,"Josh Naylor",27,2024,6,2,75,0,7.7,-0.011,-0.045,-0.6,63,-0.01,-0.3,435,-0.001,-0.9
106555,663527,"Tyler Nevin",27,2024,1,0,100,0,5.6,-0.016,-0.008,-0.2,31,-0.007,-0.1,259,-0.001,-0.4
106659,663368,"Blake Perkins",27,2024,23,5,82.1,4,6.5,0.023,0.007,0.3,68,0.004,0.4,444,0.001,0.7
106744,663586,"Austin Riley",27,2024,0,0,,0,4.9,-0.02,,-0.2,59,-0.003,,424,,
106765,663898,"Brendan Rodgers",27,2024,1,0,100,0,11.3,-0.018,-0.001,-0.3,74,-0.003,-0.3,534,-0.001,-0.6
106864,663574,"Tony Santillan",27,2024,,,,,,,,,,,,,,
106960,663886,"Tyler Stephenson",27,2024,1,0,100,0,8.2,-0.021,,-1,83,-0.012,,543,,
107047,663656,"Kyle Tucker",27,2024,11,0,100,0,2.8,0.005,0.018,-0.1,50,-0.001,0.1,245,0,0
107130,663897,"Luke Williams",27,2024,3,0,100,0,22.2,0.001,0.014,0,14,-0.002,0,115,0,0
107254,663776,"Patrick Sandoval",27,2024,,,,,,,,,,,,,,
107577,668843,"Conner Capel",27,2024,1,0,100,0,,0.009,-0.007,0,1,0,0,18,0,0
109090,647351,"Abraham Toro",27,2024,4,2,66.7,1,0,-0.012,-0.016,0.4,45,0.009,-0.2,373,0,0.2
109147,670541,"Yordan Alvarez",27,2024,6,0,100,0,7.5,-0.013,0.022,-0.5,79,-0.006,-0.2,502,0,-0.6
109390,675915,"David Bañuelos",27,2024,0,0,,0,,,,,,,,,,
109531,676609,"José Caballero",27,2024,44,16,73.3,9,28.1,0.081,-0.026,0.6,48,0.012,0.6,489,0.001,1.2
110000,672578,"Carlos Hernández",27,2024,,,,,,,,,,,,,,
110030,669374,"Keston Hiura",27,2024,0,1,0,0,33.3,-0.006,,-0.1,2,-0.044,,20,,
110280,665155,"Nick Maton",27,2024,0,0,,0,,-0.003,,,,,,5,,
110704,676896,"Chris Roller",27,2024,0,0,,0,,,,,,,,,,
110855,675656,"Kevin Smith",27,2024,0,0,,0,,-0.002,,0,1,-0.002,,5,,
110995,662139,"Daulton Varsho",27,2024,10,2,83.3,1,13.5,0.003,-0.005,0.8,83,0.009,0,405,0,0.8
111033,670764,"Taylor Walls",27,2024,16,4,80,0,12.9,0.044,-0.016,0,22,-0.001,0.2,218,0.001,0.2
111709,680769,"CJ Alexander",27,2024,0,0,,0,,-0.004,,,,,,1,,
112733,663609,"Luken Baker",27,2024,1,0,100,0,0,-0.005,,-0.1,7,-0.012,,13,,
112968,663698,"Joey Bart",27,2024,0,0,,0,3.6,-0.017,,0,41,0.001,,259,,
113905,664761,"Alec Bohm",27,2024,5,2,71.4,1,10.3,-0.017,-0.025,-0.5,66,-0.007,-0.3,455,-0.001,-0.8
115362,681962,"Vinny Capra",27,2024,0,0,,0,,0.002,,,,,,1,,
118722,680977,"Brendan Donovan",27,2024,5,5,50,0,7.8,-0.013,-0.055,0.1,86,0.001,-0.5,669,-0.001,-0.4
119003,680776,"Jarren Duran",27,2024,34,7,82.9,3,9,0.007,-0.012,1.3,109,0.012,0,888,0,1.3
119759,676439,"Hunter Feduccia",27,2024,0,0,,0,0,0,,0,2,0,,5,,
119844,663372,"Ryan Feltner",27,2024,,,,,,,,,,,,,,
120337,663743,"Nick Fortes",27,2024,0,1,0,0,10.3,-0.019,,-0.2,31,-0.005,,235,,
121858,663853,"Romy Gonzalez",27,2024,11,3,78.6,1,5.3,0.028,0.004,0,34,0.001,0.3,235,0.001,0.3
122776,663554,"Casey Mize",27,2024,,,,,,,,,,,,,,
123806,663538,"Nico Hoerner",27,2024,31,6,83.8,2,7.5,0.016,0.022,0.1,112,0.001,0.8,752,0.001,0.9
124341,663697,"Jonathan India",27,2024,13,2,86.7,1,7.4,-0.006,-0.003,0.1,75,0.001,-0.1,638,0,-0.1
124395,664728,"Kyle Isbel",27,2024,11,2,84.6,2,16.1,0.017,-0.006,0.6,73,0.008,0.1,232,0,0.7
124659,680777,"Ryan Jeffers",27,2024,3,0,100,0,14.7,-0.017,-0.003,-0.3,44,-0.007,-0.2,365,-0.001,-0.5
125363,680577,"DaShawn Keirsey Jr.",27,2024,0,0,,0,,-0.003,,,,,,5,,
125747,667428,"Grant Koch",27,2024,0,0,,0,0,-0.002,,0,2,-0.012,,2,,
126235,663616,"Trevor Larnach",27,2024,4,1,80,0,9.5,-0.005,0,0,55,-0.001,-0.1,294,0,-0.1
126844,663604,"Brandon Lockridge",27,2024,2,0,100,0,,0.037,0.01,0,3,0.002,0,12,0.002,0
127403,663611,"Nick Madrigal",27,2024,1,0,100,0,0,-0.007,-0.003,0,11,0.004,0,72,0,0
129503,680911,"Owen Miller",27,2024,0,0,,0,0,-0.007,,0,2,-0.003,,14,,
131575,681546,"James Outman",27,2024,2,1,66.7,0,25,0,-0.022,0,13,0.002,0,107,0,0
131734,680700,"Richie Palacios",27,2024,19,1,95,2,8.8,0.018,0.053,0.4,48,0.008,0.7,372,0.002,1.1
133509,663728,"Cal Raleigh",27,2024,6,1,85.7,0,2.1,-0.011,-0.008,-0.2,55,-0.004,-0.2,456,0,-0.4
136273,682177,"Daniel Schneemann",27,2024,3,2,60,1,17.6,-0.005,-0.017,0,31,0.001,-0.1,230,0,0
136321,680474,"Max Schuemann",27,2024,14,1,93.3,2,4.9,0.006,0.035,0.5,59,0.008,0.4,462,0.001,0.9
137044,669373,"Tarik Skubal",27,2024,,,,,,,,,,,,,,
137796,670276,"Cal Stevenson",27,2024,0,0,,0,33.3,-0.013,,0,4,-0.01,,42,,
140000,663837,"Matt Vierling",27,2024,6,1,85.7,1,13.7,-0.011,-0.001,0.7,81,0.008,-0.2,562,0,0.5
140051,681584,"David Villar",27,2024,0,0,,0,0,-0.011,,0,5,-0.001,,40,,
140599,673995,"Davis Wendzel",27,2024,0,0,,0,100,-0.007,,0,2,-0.019,,26,,
144923,687799,"Cade Marlowe",27,2024,0,0,,0,33.3,-0.007,,0,3,0.005,,28,,
101582,624133,"Ranger Suárez",28,2024,,,,,,,,,,,,,,
101622,624503,"Nick Gordon",28,2024,5,5,50,0,7.7,0.026,-0.106,0,30,-0.001,-0.4,184,-0.002,-0.5
102110,620443,"Luis Torrens",28,2024,0,1,0,0,10,-0.011,-0.032,0,18,-0.002,-0.1,114,-0.001,-0.1
102202,624641,"Edmundo Sosa",28,2024,7,1,87.5,0,8.8,-0.007,-0.013,0.2,32,0.005,-0.1,217,0,0.1
102464,640492,"José Azocar",28,2024,5,1,83.3,1,50,0.017,-0.008,0,16,0.003,0,107,0,0.1
102482,640902,"Jhonny Pereda",28,2024,0,0,,0,0,-0.01,,-0.1,8,-0.018,,42,,
102514,641343,"Jake Bauers",28,2024,13,1,92.9,1,2.6,0.017,0.02,0.2,46,0.004,0.3,289,0.001,0.5
102519,641355,"Cody Bellinger",28,2024,9,2,81.8,2,5.9,-0.007,0.019,0.4,55,0.008,0,458,0,0.4
102876,642350,"Jose Siri",28,2024,14,7,66.7,1,10,0.026,-0.042,0.6,40,0.014,-0.1,358,0,0.4
103056,642547,"Freddy Peralta",28,2024,,,,,,,,,,,,,,
103203,642708,"Amed Rosario",28,2024,13,5,72.2,0,6.9,0.004,-0.022,0.2,41,0.004,-0.1,451,0,0.1
103209,642715,"Willy Adames",28,2024,21,4,84,1,8.8,0.003,0.027,0.1,78,0.002,0.3,635,0.001,0.5
103225,642731,"Thairo Estrada",28,2024,2,2,50,0,2.3,-0.01,-0.04,0.4,52,0.007,-0.2,373,-0.001,0.1
103743,656887,"Sean Reid-Foley",28,2024,,,,,,,,,,,,,,
104782,656448,"Stone Garrett",28,2024,0,0,,0,0,-0.005,,,,,,5,,
104814,656577,"Alex Jackson",28,2024,1,0,100,0,23.1,-0.015,,-0.1,19,-0.004,,103,,
104816,656605,"Mitch Keller",28,2024,,,,,,,,,,,,,,
104824,656629,"Michael Kopech",28,2024,,,,,,,,,,,,,,
104888,656883,"Jakson Reetz",28,2024,0,0,,0,,-0.001,,,,,,2,,
104914,657006,"Justin Steele",28,2024,,,,,,,,,,,,,,
104926,657041,"Lane Thomas",28,2024,32,14,69.6,0,16.7,0.056,-0.063,0.5,63,0.008,-0.6,474,-0.001,-0.1
104938,657077,"Alex Verdugo",28,2024,2,1,66.7,0,1.6,-0.015,-0.028,-0.4,85,-0.005,-0.3,547,-0.001,-0.7
104942,657088,"Forrest Wall",28,2024,4,3,57.1,0,25,-0.002,-0.037,0,5,-0.001,-0.1,45,-0.002,-0.1
105339,658668,"Edward Olivares",28,2024,1,0,100,0,5.9,-0.015,,0,26,-0.001,,118,,
105420,656537,"Derek Hill",28,2024,6,2,75,1,0,0.015,0.008,0.1,20,0.006,0.1,109,0.001,0.2
106750,656896,"Emmanuel Rivera",28,2024,2,0,100,2,5.9,-0.013,-0.006,-0.4,41,-0.01,-0.1,281,0,-0.5
107537,670092,"Trenton Brooks",28,2024,1,0,100,0,0,-0.005,,0,3,0.012,,7,,
107930,669720,"Austin Hays",28,2024,2,2,50,0,9.7,-0.008,-0.023,0.1,36,0.003,-0.1,224,0,0
108028,669288,"Daniel Johnson",28,2024,0,0,,0,,,,,,,,,,
108086,641779,"Charles Leblanc",28,2024,0,0,,0,40,-0.006,,0,9,0.001,,20,,
108119,663993,"Nathaniel Lowe",28,2024,2,0,100,0,5.2,-0.017,-0.006,-0.2,76,-0.002,-0.3,459,-0.001,-0.5
108175,670156,"Miles Mastrobuoni",28,2024,2,0,100,0,0,0.002,0.004,0,10,0.005,0,76,0,0.1
108886,668678,"Zac Gallen",28,2024,,,,,,,,,,,,,,
109009,641943,"Joshua Palacios",28,2024,1,0,100,0,10,-0.005,0.002,0,7,0.004,0,68,0,0
109162,670770,"TJ Friedl",28,2024,9,1,90,1,3.8,0.011,0.004,0.2,36,0.005,0.1,214,0,0.3
109294,656180,"Riley Adams",28,2024,1,0,100,0,14.3,-0.015,,-0.1,12,-0.008,,89,,
109483,656248,"Sean Bouchard",28,2024,4,0,100,0,0,0.013,0.004,0,13,-0.004,0.1,97,0.001,0
109519,669394,"Jake Burger",28,2024,1,1,50,0,8.8,-0.017,-0.032,-0.2,46,-0.004,-0.3,398,-0.001,-0.4
109602,676391,"Ernie Clement",28,2024,12,3,80,4,8.6,-0.004,0.024,0.1,52,0.002,0,406,0,0.1
109650,676710,"Kutter Crawford",28,2024,,,,,,,,,,,,,,
109801,656413,"Stuart Fairchild",28,2024,13,1,92.9,2,15,0.008,0.017,0.1,33,0.002,0.1,209,0.001,0.2
109933,656484,"Tristan Gray",28,2024,0,0,,0,,-0.007,,0,1,-0.003,,19,,
110022,676551,"Brewer Hicklen",28,2024,1,0,100,0,,0.031,-0.008,0,1,0.001,0,3,0,0
110092,669369,"Bryce Johnson",28,2024,1,1,50,1,0,-0.001,-0.029,0,12,0.002,0,92,0,0
110106,667452,"Corey Julks",28,2024,5,2,71.4,1,0,0.004,-0.002,0,22,0,0,178,0,0
110229,676632,"Bligh Madris",28,2024,0,0,,0,16.7,-0.013,,0,9,-0.003,,80,,
110358,676694,"Jake Meyers",28,2024,11,3,78.6,0,10.9,0.004,-0.03,0.4,48,0.007,-0.1,332,0,0.2
110406,669212,"Eli Morgan",28,2024,,,,,,,,,,,,,,
110424,667472,"Dane Myers",28,2024,4,1,80,0,50,0.033,-0.004,0,18,0,0.1,64,0.001,0.1
110445,676116,"Ryan Noda",28,2024,0,0,,0,0,-0.012,,0,13,-0.003,,87,,
110836,657757,"Gavin Sheets",28,2024,2,2,50,0,2,-0.016,-0.027,-0.3,63,-0.005,-0.3,448,-0.001,-0.6
110857,656976,"Pavin Smith",28,2024,1,0,100,0,0,-0.012,-0.007,-0.3,20,-0.014,-0.1,150,0,-0.3
110964,676701,"Alan Trejo",28,2024,0,0,,0,0,-0.012,,-0.1,12,-0.006,,63,,
111116,656557,"Tanner Houck",28,2024,,,,,,,,,,,,,,
111133,641927,"Bailey Ober",28,2024,,,,,,,,,,,,,,
111161,657136,"Connor Wong",28,2024,8,7,53.3,3,3.8,0.005,-0.062,0.4,55,0.007,-0.4,460,-0.001,0
111244,656849,"David Peterson",28,2024,,,,,,,,,,,,,,
111276,676477,"Garrett Whitlock",28,2024,,,,,,,,,,,,,,
111290,657376,"Clarke Schmidt",28,2024,,,,,,,,,,,,,,
111294,656288,"Griffin Canning",28,2024,,,,,,,,,,,,,,
114350,681146,"Jonah Bride",28,2024,0,1,0,0,0,-0.017,-0.032,-0.2,32,-0.006,-0.2,305,-0.001,-0.4
116408,665019,"Kody Clemens",28,2024,0,0,,0,22.2,-0.015,,0,13,-0.001,,50,,
120642,681807,"David Fry",28,2024,4,1,80,1,5.6,-0.009,0.007,-0.3,47,-0.007,-0.1,321,0,-0.4
121137,681508,"Mickey Gasper",28,2024,0,0,,0,0,-0.006,,,,,,10,,
123186,680737,"Michael Helman",28,2024,0,0,,0,100,-0.01,,0.1,5,0.013,,28,,
123289,682073,"David Hensley",28,2024,1,0,100,0,0,-0.005,-0.003,0,13,0.002,0,56,0,0
125107,682119,"Levi Jordan",28,2024,0,0,,0,100,,,0,1,0.004,,,,
125523,673490,"Ha-Seong Kim",28,2024,22,5,81.5,2,10.3,0.027,0.001,0.4,62,0.007,0.4,385,0.001,0.8
128053,679881,"J.P. Martínez",28,2024,1,0,100,0,100,0.008,-0.007,0,2,0,0,23,0,0
128959,656731,"Tylor Megill",28,2024,,,,,,,,,,,,,,
133756,656876,"Drew Rasmussen",28,2024,,,,,,,,,,,,,,
135535,657746,"Joe Ryan",28,2024,,,,,,,,,,,,,,
135620,663967,"César Salazar",28,2024,0,0,,0,14.3,-0.006,,0.1,9,0.009,,13,,
137713,683021,"Michael Stefanic",28,2024,0,0,,0,14.3,-0.014,,0,9,-0.004,,118,,
139955,681911,"Alex Vesia",28,2024,,,,,,,,,,,,,,
69600,606115,"Orlando Arcia",29,2024,2,0,100,0,5.1,-0.018,,-0.7,58,-0.012,,442,,
70619,608348,"Carson Kelly",29,2024,0,0,,0,4.3,-0.017,,-0.5,32,-0.015,,217,,
100273,608566,"Germán Márquez",29,2024,,,,,,,,,,,,,,
100349,609280,"Miguel Andujar",29,2024,3,2,60,1,2.3,-0.011,-0.056,-0.4,46,-0.008,-0.2,275,-0.001,-0.6
100502,621043,"Carlos Correa",29,2024,0,0,,0,9.4,-0.02,,-0.5,68,-0.007,,423,,
100568,621237,"José Alvarado",29,2024,,,,,,,,,,,,,,
100988,622534,"Manuel Margot",29,2024,5,0,100,0,17.9,-0.009,0.004,0.1,53,0.001,-0.1,292,0,0
101008,622554,"Seranthony Domínguez",29,2024,,,,,,,,,,,,,,
101060,622608,"Antonio Senzatela",29,2024,,,,,,,,,,,,,,
101165,622761,"Jorge Mateo",29,2024,13,2,86.7,0,25,0.031,-0.002,0.2,34,0.007,0.2,188,0.001,0.4
101514,623912,"Harold Ramírez",29,2024,6,2,75,0,9.3,0.012,-0.013,0,36,0.001,0,181,0,0.1
101568,623993,"Anthony Santander",29,2024,2,0,100,1,12.3,-0.016,-0.001,-0.7,70,-0.01,-0.2,396,-0.001,-1
101603,624413,"Pete Alonso",29,2024,3,0,100,0,8.3,-0.018,0.003,-0.8,88,-0.01,-0.4,613,-0.001,-1.2
101605,624415,"Cavan Biggio",29,2024,2,0,100,0,0,-0.006,0.002,0.1,29,0.004,0,223,0,0.1
101630,624512,"Reese McGuire",29,2024,3,0,100,0,7.1,-0.001,0.014,-0.1,15,-0.003,0,141,0,0
101639,624522,"Keegan Thompson",29,2024,,,,,,,,,,,,,,
102443,640470,"Adbert Alzolay",29,2024,,,,,,,,,,,,,,
102555,641482,"Nestor Cortes",29,2024,,,,,,,,,,,,,,
102559,641487,"J.P. Crawford",29,2024,5,0,100,0,5.3,-0.013,0.021,-0.4,63,-0.007,-0.2,519,0,-0.6
102606,641645,"Luis Guillorme",29,2024,4,2,66.7,1,7.1,-0.001,-0.045,-0.1,23,-0.003,-0.1,153,-0.001,-0.1
102612,641680,"Jonah Heim",29,2024,1,1,50,0,2,-0.017,-0.041,-0.3,41,-0.007,-0.2,311,-0.001,-0.5
102667,641856,"Billy McKinney",29,2024,0,0,,0,0,-0.005,,0,4,0.001,,6,,
102668,641857,"Ryan McMahon",29,2024,4,6,40,2,11.5,-0.008,-0.067,-0.1,66,-0.001,-0.4,564,-0.001,-0.4
102704,641933,"Tyler O'Neill",29,2024,4,0,100,0,3.4,-0.017,0.009,-0.2,65,-0.003,-0.2,421,-0.001,-0.4
102745,642086,"Dominic Smith",29,2024,1,1,50,1,9.5,-0.007,,-0.1,32,-0.003,,228,,
102764,642133,"Rowdy Tellez",29,2024,1,0,100,1,8.5,-0.017,-0.004,-0.6,42,-0.013,-0.2,316,-0.001,-0.7
102779,642180,"Tyler Wade",29,2024,8,1,88.9,1,23.1,0.012,-0.007,0.1,35,0.004,0,161,0,0.2
102784,642197,"Jamie Westbrook",29,2024,0,0,,0,0,-0.007,,0,4,-0.009,,32,,
102785,642207,"Devin Williams",29,2024,,,,,,,,,,,,,,
103038,642528,"Jonathan Loáisiga",29,2024,,,,,,,,,,,,,,
103355,643289,"Mauricio Dubón",29,2024,3,2,60,0,14.9,-0.013,-0.044,0.1,57,0.002,-0.2,339,-0.001,-0.1
103405,643376,"Danny Jansen",29,2024,0,0,,0,4.3,-0.015,,-0.2,38,-0.004,,242,,
103420,643396,"Isiah Kiner-Falefa",29,2024,11,2,84.6,1,7.9,-0.002,-0.002,0.3,69,0.005,-0.1,578,0,0.3
103625,644433,"Chadwick Tromp",29,2024,0,0,,0,25,-0.012,,0,5,-0.004,,66,,
105147,657656,"Ramón Laureano",29,2024,8,3,72.7,1,5.9,0.011,-0.01,0,37,0,0,266,0,0.1
105432,660162,"Yoán Moncada",29,2024,1,0,100,0,0,-0.008,-0.004,0,7,-0.005,0,77,0,-0.1
105437,664023,"Ian Happ",29,2024,13,2,86.7,0,9.2,-0.008,-0.01,0.1,77,0.001,-0.2,618,0,-0.1
