"bpid","mlbid","Name","Age","Season","SB","CS","SB%","PO","XBT%","TRAA","SRAA","DRBa","DRBa Opps","DRBa Rate","DRBn","DRBn Opps","DRBn Rate","DRB"
109295,666176,"Jo Adell",22,2021,2,1,66.7,0,0,0.009,-0.015,0.1,17,0.003,0,99,0,0
109297,672851,"Joan Adon",22,2021,0,0,,0,,,,,,,,,,
109542,669134,"Luis Campusano",22,2021,0,0,,0,0,-0.003,,0,1,-0.046,,16,,
109654,668968,"Hans Crouse",22,2021,0,0,,0,,,,,,,,,,
110207,672640,"Otto Lopez",22,2021,0,0,,0,,,,,,,,,,
111018,668723,"Ryan Vilade",22,2021,0,0,,0,,-0.001,,,,,,1,,
111216,672386,"Alejandro Kirk",22,2021,0,0,,1,0,-0.01,,-0.1,18,-0.006,,155,,
137960,675911,"Spencer Strider",22,2021,0,0,,0,,,,,,,,,,
105454,660670,"Ronald Acuña Jr.",23,2021,17,6,73.9,3,14.3,0.032,0.008,0.4,63,0.007,0.5,381,0.001,0.9
105636,660644,"Vidal Bruján",23,2021,1,0,100,0,0,-0.004,,0,4,0.002,,9,,
105764,661388,"William Contreras",23,2021,0,0,,0,0,-0.01,,-0.1,12,-0.004,,112,,
105984,664314,"Estevan Florial",23,2021,1,0,100,0,66.7,0.002,0.002,0,5,-0.001,0,33,0,0
106153,660634,"Yonny Hernández",23,2021,11,2,84.6,1,26.3,0.035,0.024,0.1,25,0.003,0.3,171,0.002,0.4
106217,663330,"Jahmai Jones",23,2021,1,0,100,0,20,-0.001,-0.005,0,6,-0.001,0,64,0,0
106844,660821,"Jesús Sánchez",23,2021,0,1,0,1,0,-0.009,-0.027,-0.1,20,-0.003,-0.1,187,0,-0.1
106975,660761,"José Suarez",23,2021,0,0,,0,,,,,,,,,,
107006,660731,"Anderson Tejeda",23,2021,1,0,100,0,,-0.003,,0,1,0,,3,,
107147,664337,"Miguel Yajure",23,2021,0,0,,0,,,,,,,,,,
107151,660623,"Huascar Ynoa",23,2021,0,0,,0,0,-0.006,,0,4,0.005,,23,,
107170,663465,"Kolby Allard",23,2021,0,0,,0,,,,,,,,,,
107172,663474,"Triston McKenzie",23,2021,0,0,,0,,-0.001,,,,,,2,,
107491,666182,"Bo Bichette",23,2021,25,1,96.2,2,11.5,0.017,0.07,0,102,0,1.4,697,0.002,1.4
107559,665795,"Edward Cabrera",23,2021,0,0,,0,,-0.004,,0,1,-0.007,,9,,
107597,528748,"Humberto Castellanos",23,2021,0,0,,0,,,,,,,,,,
107632,665862,"Jazz Chisholm Jr.",23,2021,23,8,74.2,2,10.2,0.034,0.014,0.5,60,0.009,0.8,520,0.002,1.3
107839,665621,"Rony García",23,2021,0,0,,0,,,,,,,,,,
108051,666198,"Carter Kieboom",23,2021,0,0,,1,0,-0.011,,-0.1,27,-0.003,,135,,
108055,666135,"Alex Kirilloff",23,2021,1,1,50,0,0,-0.009,-0.022,0.1,27,0.005,-0.1,215,0,0.1
108090,666137,"Khalil Lee",23,2021,0,0,,0,,,,,,,,,,
108118,666139,"Josh Lowe",23,2021,1,0,100,0,,0.007,-0.001,0,1,0.007,0,20,0,0
108127,666158,"Gavin Lux",23,2021,4,1,80,0,13,-0.002,-0.006,0.4,42,0.009,0,327,0,0.4
108243,666160,"Mickey Moniak",23,2021,0,0,,0,0,-0.003,,0,2,-0.004,,12,,
108272,666205,"Kyle Muller",23,2021,0,0,,0,0,-0.002,,,,,,4,,
108516,666163,"Ben Rortvedt",23,2021,0,0,,0,0,-0.006,,0,5,0.003,,44,,
108682,666211,"Taylor Trammell",23,2021,2,3,40,2,8.3,0.021,-0.024,0,14,0.002,0,82,0,0
108754,666213,"Colton Welker",23,2021,0,0,,0,0,-0.002,,0,5,-0.006,,15,,
108822,666120,"Ian Anderson",23,2021,0,0,,0,,-0.003,,0,2,0.001,,11,,
108952,668820,"Max Kranick",23,2021,0,0,,0,,,,,,,,,,
108966,666159,"Matt Manning",23,2021,0,0,,0,,,,,,,,,,
108971,669160,"Dustin May",23,2021,0,0,,0,,,,,,,,,,
109005,670912,"Johan Oviedo",23,2021,0,0,,0,0,-0.004,,0,5,-0.005,,19,,
109094,670955,"Edwin Uceta",23,2021,0,0,,0,,-0.003,,0,3,-0.002,,7,,
109108,669060,"Bryse Wilson",23,2021,0,0,,0,0,-0.002,,0,1,0.037,,5,,
109122,669016,"Brandon Marsh",23,2021,6,1,85.7,1,11.1,0.011,0.019,0.3,24,0.011,0.2,244,0.001,0.4
109128,666129,"Braxton Garrett",23,2021,0,0,,0,0,0,,0,2,0.006,,5,,
109135,666200,"Jesús Luzardo",23,2021,0,0,,0,0,-0.004,,0,2,-0.005,,29,,
110664,673357,"Luis Robert Jr.",23,2021,6,1,85.7,2,4,0.002,0.024,0,35,-0.001,0.1,330,0,0.1
111286,669432,"Trevor Rogers",23,2021,0,0,,0,0,-0.005,,0,1,0.012,,17,,
111300,676480,"Jose Barrero",23,2021,1,0,100,0,0,0.002,0.005,0,3,0,0,44,0,0
112434,676879,"Aaron Ashby",23,2021,0,0,,0,,-0.005,,,,,,1,,
114683,663460,"Kris Bubic",23,2021,0,0,,0,,,,,,,,,,
122051,680686,"Josiah Gray",23,2021,0,0,,0,,-0.001,,,,,,6,,
127605,666201,"Alek Manoah",23,2021,0,0,,0,,,,,,,,,,
128477,664983,"Jake McCarthy",23,2021,3,2,60,0,50,0.017,-0.033,0,8,0.001,0,91,0,0
130939,663457,"Lars Nootbaar",23,2021,2,1,66.7,0,5,0.005,-0.013,0.1,15,0.005,0,117,0,0.1
142821,683734,"Andrew Vaughn",23,2021,1,1,50,0,9.3,-0.01,-0.031,0,61,0,-0.1,387,0,-0.2
101992,628711,"Julio Urías",24,2021,0,0,,0,0,-0.004,,0,8,-0.006,,19,,
103054,642545,"Jaime Barria",24,2021,0,0,,0,,,,,,,,,,
103221,642727,"Sergio Alcántara",24,2021,3,0,100,0,16.7,-0.003,0.011,0,21,0,0,194,0,0
104004,645277,"Ozzie Albies",24,2021,20,4,83.3,2,18.3,0.011,0.015,0.6,82,0.007,0.3,589,0.001,0.9
104023,645302,"Victor Robles",24,2021,8,6,57.1,1,9.7,0.022,-0.053,0.1,36,0.002,-0.2,265,-0.001,-0.2
104025,645305,"Ali Sánchez",24,2021,0,0,,0,,-0.003,,0,1,-0.02,,3,,
104042,646240,"Rafael Devers",24,2021,5,5,50,2,10.7,-0.005,-0.007,0.4,86,0.004,-0.1,554,0,0.3
104096,649966,"Luis Urías",24,2021,5,1,83.3,1,4.1,-0.003,-0.002,0,62,0,-0.1,532,0,0
104121,650331,"Lewin Díaz",24,2021,0,0,,0,9.1,-0.009,,-0.1,11,-0.01,,92,,
104123,650333,"Luis Arraez",24,2021,2,2,50,0,3.9,-0.008,-0.026,0.1,79,0.001,-0.2,590,0,-0.1
104137,650347,"Luís Madero",24,2021,0,0,,0,,-0.003,,,,,,1,,
104176,650391,"Eloy Jiménez",24,2021,0,0,,1,0,-0.011,,-0.1,26,-0.003,,173,,
104180,650402,"Gleyber Torres",24,2021,14,6,70,2,17,0.02,-0.021,0,60,0.001,0.1,494,0,0.1
104205,650489,"Willi Castro",24,2021,9,4,69.2,1,4.7,0.011,-0.042,0.2,49,0.005,-0.1,373,0,0.1
104211,650496,"J.C. Mejía",24,2021,0,0,,0,,,,,,,,,,
104261,650559,"Bryan De La Cruz",24,2021,1,1,50,2,4.2,-0.004,-0.021,0,16,-0.001,-0.1,218,0,-0.1
104450,650859,"Luis Rengifo",24,2021,1,0,100,0,0,-0.01,,0.2,21,0.009,,136,,
104481,650893,"Génesis Cabrera",24,2021,,,,,,,,,,,,,,
104515,650968,"Yohel Pozo",24,2021,0,0,,0,0,-0.007,,-0.2,12,-0.015,,56,,
104799,656529,"Sam Hentges",24,2021,0,0,,0,,,,,,,,,,
104872,656821,"Kevin Padlo",24,2021,0,0,,0,0,-0.005,,0,1,-0.025,,27,,
104934,657061,"Cole Tucker",24,2021,2,2,50,1,0,0.007,-0.009,0.1,16,0.007,0,114,0,0.1
105007,657277,"Logan Webb",24,2021,0,0,,0,16.7,-0.006,,0,8,-0.005,,29,,
105321,658431,"Adonis Medina",24,2021,0,0,,0,,,,,,,,,,
105329,658551,"Junior Fernández",24,2021,0,0,,0,,,,,,,,,,
105477,663531,"Logan Allen",24,2021,0,0,,0,,,,,,,,,,
105525,658648,"Pedro Avila",24,2021,0,0,,0,,,,,,,,,,
105595,663905,"Travis Blankenhorn",24,2021,0,0,,1,0,-0.001,,0,2,-0.001,,21,,
105670,663662,"Daz Cameron",24,2021,6,0,100,0,6.7,0.02,0.008,0,17,-0.002,0.1,87,0.001,0
105735,663757,"Trent Grisham",24,2021,13,5,72.2,4,17.6,0.01,0.003,0.3,66,0.004,0.2,518,0,0.5
105866,660546,"Yennsy Díaz",24,2021,0,0,,0,,,,,,,,,,
105936,663559,"Bailey Falter",24,2021,0,0,,0,,,,,,,,,,
106121,663647,"Ke'Bryan Hayes",24,2021,9,1,90,1,10,0.002,0.012,0.2,48,0.003,0.1,433,0,0.2
106280,663567,"Peter Lambert",24,2021,0,0,,0,,,,,,,,,,
106439,663630,"Ryan McKenna",24,2021,1,0,100,0,6.3,-0.008,0.003,0.2,28,0.006,-0.1,244,0,0.1
106459,650668,"Humberto Mejía",24,2021,0,0,,0,100,-0.002,,0,1,0.017,,4,,
106527,663624,"Ryan Mountcastle",24,2021,4,3,57.1,1,11.7,-0.002,-0.018,0.1,66,0.001,-0.1,480,0,0
106548,647304,"Josh Naylor",24,2021,1,0,100,0,20,-0.008,-0.002,0,27,-0.001,0,188,0,-0.1
106550,663734,"Nick Neidert",24,2021,0,0,,0,0,-0.002,,0,1,-0.006,,3,,
106555,663527,"Tyler Nevin",24,2021,0,0,,0,0,-0.004,,0,2,-0.001,,12,,
106744,663586,"Austin Riley",24,2021,0,1,0,1,5.3,-0.012,-0.034,-0.2,72,-0.003,-0.2,580,0,-0.4
106765,663898,"Brendan Rodgers",24,2021,0,0,,0,3.4,-0.013,,0,55,0,,426,,
106864,663574,"Tony Santillan",24,2021,0,0,,0,,-0.001,,,,,,4,,
106960,663886,"Tyler Stephenson",24,2021,0,0,,0,5.1,-0.012,,0.1,54,0.002,,381,,
107011,663799,"Curtis Terry",24,2021,0,0,,0,50,-0.006,,0,3,0.004,,28,,
107047,663656,"Kyle Tucker",24,2021,14,2,87.5,2,11.8,0.018,0.047,-0.3,55,-0.005,0.7,433,0.002,0.4
107130,663897,"Luke Williams",24,2021,2,2,50,0,0,0.011,-0.039,0,8,0.002,0,95,0,0
107143,663765,"Jake Woodford",24,2021,0,0,,0,0,-0.003,,0,2,-0.007,,18,,
107254,663776,"Patrick Sandoval",24,2021,0,0,,0,0,-0.001,,0,1,0.001,,1,,
107938,668721,"Payton Henry",24,2021,0,0,,0,,-0.006,,0,1,-0.001,,31,,
107962,663855,"Jordan Hicks",24,2021,,,,,,,,,,,,,,
109090,647351,"Abraham Toro",24,2021,6,3,66.7,0,5.1,0.007,-0.022,0,46,-0.001,0,334,0,-0.1
109147,670541,"Yordan Alvarez",24,2021,1,0,100,0,8,-0.012,,0.2,69,0.003,,442,,
110000,672578,"Carlos Hernández",24,2021,0,0,,0,,,,,,,,,,
110030,669374,"Keston Hiura",24,2021,3,0,100,0,0,0.001,0.002,-0.1,19,-0.003,0,158,0,0
110045,675921,"Spencer Howard",24,2021,0,0,,0,,-0.006,,0,1,-0.002,,16,,
110280,665155,"Nick Maton",24,2021,2,0,100,0,8.3,-0.002,0.007,0,19,-0.002,0,146,0,0
110688,655889,"Manuel Rodríguez",24,2021,0,0,,0,,,,,,,,,,
110855,675656,"Kevin Smith",24,2021,0,0,,0,0,-0.007,,0,3,0,,40,,
110995,662139,"Daulton Varsho",24,2021,6,0,100,0,8.8,-0.004,0.019,0.4,40,0.009,0,302,0,0.4
111033,670764,"Taylor Walls",24,2021,4,2,66.7,0,0,0.006,-0.02,0.1,23,0.004,0,222,0,0.1
111196,677651,"Luis Garcia",24,2021,0,0,,0,,0,,,,,,4,,
111247,647315,"Zach Pop",24,2021,0,0,,0,,,,,,,,,,
112968,663698,"Joey Bart",24,2021,0,0,,0,0,,,0,1,-0.001,,,,
113235,666179,"Seth Beer",24,2021,0,0,,0,,-0.004,,0,3,0.011,,10,,
113905,664761,"Alec Bohm",24,2021,4,0,100,0,3.4,-0.006,0.009,-0.3,60,-0.006,0,366,0,-0.4
114635,677865,"Justin Bruihl",24,2021,0,0,,0,0,-0.003,,0,1,-0.04,,10,,
119003,680776,"Jarren Duran",24,2021,2,1,66.7,0,20,0.008,-0.019,0.1,8,0.008,0,60,0,0.1
119844,663372,"Ryan Feltner",24,2021,0,0,,0,,,,,,,,,,
120337,663743,"Nick Fortes",24,2021,1,0,100,0,0,0.009,0,0,3,0.003,0,18,0,0
121858,663853,"Romy Gonzalez",24,2021,0,0,,0,0,-0.006,,0,5,0.003,,47,,
122776,663554,"Casey Mize",24,2021,0,0,,0,,,,,,,,,,
123806,663538,"Nico Hoerner",24,2021,5,3,62.5,1,7.1,0.001,-0.036,0.1,16,0.005,-0.1,196,0,0
124341,663697,"Jonathan India",24,2021,12,3,80,3,6.9,0.006,0.023,0.1,115,0.001,0.3,711,0,0.4
124395,664728,"Kyle Isbel",24,2021,2,0,100,0,11.8,0.011,0.007,0.2,21,0.011,0,51,0.001,0.3
124659,680777,"Ryan Jeffers",24,2021,0,1,0,0,4.8,-0.01,,-0.3,28,-0.01,,171,,
125692,663753,"Reiss Knehr",24,2021,0,0,,0,,,,,,,,,,
126235,663616,"Trevor Larnach",24,2021,1,0,100,1,4.2,-0.012,,-0.2,29,-0.007,,269,,
127403,663611,"Nick Madrigal",24,2021,1,2,33.3,0,17.9,-0.003,-0.039,0,28,0.001,-0.1,257,0,-0.1
129503,680911,"Owen Miller",24,2021,2,0,100,0,8.3,-0.01,-0.001,0.1,24,0.003,-0.1,181,0,0
133509,663728,"Cal Raleigh",24,2021,0,0,,0,0,-0.009,,0,8,-0.001,,116,,
134357,663845,"Alfonso Rivas III",24,2021,0,0,,0,14.3,-0.011,,-0.1,10,-0.006,,69,,
137044,669373,"Tarik Skubal",24,2021,0,0,,0,,,,,,,,,,
140000,663837,"Matt Vierling",24,2021,2,0,100,0,0,0.005,0.019,0,12,0.001,0,75,0,0.1
141046,680963,"Cody Wilson",24,2021,0,0,,0,,,,,,,,,,
141739,683232,"Nick Mears",24,2021,0,0,,0,,,,,,,,,,
100344,609275,"Adalberto Mondesi",25,2021,15,1,93.8,0,8.3,0.101,0.038,0,17,0.001,0.6,90,0.006,0.6
100406,614177,"Franmil Reyes",25,2021,4,1,80,0,3.6,-0.005,-0.015,-0.1,46,-0.003,-0.1,353,0,-0.2
101582,624133,"Ranger Suárez",25,2021,0,0,,0,0,-0.002,,0,2,-0.022,,8,,
101608,624418,"Ryan Castellani",25,2021,0,0,,0,,,,,,,,,,
101622,624503,"Nick Gordon",25,2021,10,1,90.9,1,18.2,0.026,0.038,0,15,0.002,0.4,203,0.002,0.4
102110,620443,"Luis Torrens",25,2021,0,0,,0,3.6,-0.012,,-0.2,35,-0.006,,306,,
102202,624641,"Edmundo Sosa",25,2021,4,4,50,1,17.2,0.003,-0.045,0.2,36,0.005,-0.1,328,0,0
102491,641154,"Pablo López",25,2021,0,0,,0,0,-0.006,,0,3,-0.004,,17,,
102514,641343,"Jake Bauers",25,2021,6,1,85.7,0,0,0.003,0.014,0,27,0,0.1,273,0,0.1
102519,641355,"Cody Bellinger",25,2021,3,1,75,0,11.5,0.002,0.001,0.2,30,0.008,0,167,0,0.3
102632,641745,"Brad Keller",25,2021,0,0,,0,,,,,,,,,,
102644,641793,"Zack Littell",25,2021,0,0,,0,,0,,,,,,4,,
102657,641829,"Jason Martin",25,2021,3,1,75,0,10,0.015,-0.008,0,13,0.003,0,106,0,0.1
102787,642211,"Justin Williams",25,2021,0,1,0,0,0,-0.002,-0.023,-0.1,10,-0.008,0,75,0,-0.1
102864,642336,"Francisco Mejía",25,2021,0,0,,0,14.3,-0.011,,0,30,0,,293,,
102876,642350,"Jose Siri",25,2021,3,1,75,0,0,0.04,-0.015,0,6,0.006,0,42,0,0.1
102940,642423,"Magneuris Sierra",25,2021,11,0,100,2,20,0.022,0.03,0.4,38,0.011,0.3,214,0.001,0.7
102970,642456,"Luis Barrera",25,2021,0,0,,0,0,0,,0,2,-0.003,,1,,
103056,642547,"Freddy Peralta",25,2021,0,0,,0,0,-0.005,,0,1,-0.01,,22,,
103196,642701,"Dennis Santana",25,2021,0,0,,0,,,,,,,,,,
103203,642708,"Amed Rosario",25,2021,13,0,100,0,4.7,0.003,0.038,0.7,74,0.01,0.3,625,0.001,1.1
103209,642715,"Willy Adames",25,2021,5,4,55.6,2,7.3,-0.001,-0.016,0.3,68,0.005,-0.1,502,0,0.3
103225,642731,"Thairo Estrada",25,2021,1,0,100,1,6.3,-0.008,,0.1,12,0.005,,83,,
103230,642736,"Domingo Leyba",25,2021,0,0,,0,0,-0.005,,0,7,0,,30,,
103260,642770,"Javy Guerra",25,2021,0,0,,0,0,-0.002,,0,2,-0.014,,2,,
103432,643418,"Shed Long Jr.",25,2021,1,0,100,0,0,-0.008,0.002,0,9,-0.002,0,109,0,0
103743,656887,"Sean Reid-Foley",25,2021,0,0,,0,,-0.001,,,,,,3,,
103745,656252,"Bobby Bradley",25,2021,0,0,,0,6.9,-0.011,,0,22,-0.001,,174,,
103985,644374,"Yu Chang",25,2021,1,0,100,0,10.5,-0.007,0.002,0.1,23,0.002,0,191,0,0
104002,645261,"Sandy Alcantara",25,2021,0,0,,0,0,-0.005,,0,8,-0.005,,24,,
104745,656308,"Michael Chavis",25,2021,1,2,33.3,2,40,0.006,-0.021,0,16,0,0,97,0,0
104766,656371,"Isan Díaz",25,2021,1,1,50,4,5,-0.007,-0.033,-0.1,22,-0.007,-0.1,170,0,-0.2
104779,656427,"Jack Flaherty",25,2021,0,0,,0,0,-0.004,,0,5,0,,19,,
104794,656509,"Monte Harrison",25,2021,0,1,0,0,,0.011,-0.018,,,,0,7,-0.001,
104804,656548,"Jordan Holloway",25,2021,0,0,,0,,-0.003,,,,,,4,,
104814,656577,"Alex Jackson",25,2021,0,0,,0,0,-0.009,,0,18,-0.001,,106,,
104816,656605,"Mitch Keller",25,2021,0,0,,0,0,-0.005,,0,5,-0.006,,17,,
104824,656629,"Michael Kopech",25,2021,0,0,,0,,,,,,,,,,
104888,656883,"Jakson Reetz",25,2021,0,0,,0,0,-0.004,,,,,,3,,
104902,656954,"Justus Sheffield",25,2021,0,0,,0,,,,,,,,,,
104914,657006,"Justin Steele",25,2021,0,0,,0,0,-0.003,,0,5,-0.009,,12,,
104916,657011,"Troy Stokes Jr.",25,2021,1,0,100,0,0,0.009,0.006,0,1,0,0,16,0,0
104926,657041,"Lane Thomas",25,2021,6,3,66.7,1,0,0.015,-0.011,0.2,45,0.004,0.1,290,0,0.3
104930,657053,"Touki Toussaint",25,2021,0,0,,0,0,-0.002,,,,,,12,,
104938,657077,"Alex Verdugo",25,2021,6,2,75,0,1.4,-0.009,0.004,0.1,102,0.001,-0.2,719,0,-0.1
104960,657141,"Jordan Yamamoto",25,2021,0,0,,0,,-0.004,,,,,,2,,
105339,658668,"Edward Olivares",25,2021,2,2,50,0,7.1,0.027,-0.034,0.1,11,0.01,0,63,-0.001,0.1
105420,656537,"Derek Hill",25,2021,6,3,66.7,2,20,0.039,-0.015,0.1,17,0.006,0.1,125,0.001,0.2
105588,641360,"Phil Bickford",25,2021,0,0,,0,,-0.004,,,,,,9,,
105703,656302,"Dylan Cease",25,2021,0,0,,0,0,,,0,1,0,,,,
105831,660853,"Enyel De Los Santos",25,2021,,,,,,,,,,,,,,
106610,663978,"Chris Paddack",25,2021,0,0,,0,0,-0.002,,,,,,7,,
106618,660829,"Hoy Park",25,2021,1,1,50,1,9.1,0.002,-0.014,0.1,14,0.006,0,106,0,0.1
106750,656896,"Emmanuel Rivera",25,2021,2,0,100,0,25,0.007,0.005,0.1,16,0.005,0,63,0,0.1
106851,665665,"Reiver Sanmartin",25,2021,0,0,,0,,,,,,,,,,
106984,663378,"Thomas Szapucki",25,2021,0,0,,0,,,,,,,,,,
107233,664670,"Alejo Lopez",25,2021,0,0,,1,0,-0.005,,0,2,0,,33,,
107689,656353,"Tucker Davidson",25,2021,0,0,,0,,,,,,,,,,
107737,643290,"Justin Dunn",25,2021,0,0,,0,,0.001,,,,,,2,,
107930,669720,"Austin Hays",25,2021,4,3,57.1,0,13.2,-0.002,-0.053,0,65,0,-0.2,440,-0.001,-0.3
108028,669288,"Daniel Johnson",25,2021,1,0,100,0,11.1,0.001,-0.007,0,11,0.001,0,49,0,0
108097,641786,"Kyle Lewis",25,2021,2,0,100,1,6.7,0,0.008,0,16,0.002,0,126,0,0
108119,663993,"Nathaniel Lowe",25,2021,8,0,100,0,8.9,-0.007,0.014,-0.1,80,-0.001,-0.1,695,0,-0.2
108396,656847,"DJ Peters",25,2021,2,0,100,0,15,-0.003,0,0.3,21,0.012,0,104,0,0.3
108886,668678,"Zac Gallen",25,2021,0,0,,0,0,-0.005,,0,2,0.002,,32,,
108959,669674,"Sam Long",25,2021,0,0,,0,,-0.003,,,,,,3,,
109009,641943,"Joshua Palacios",25,2021,0,0,,0,33.3,-0.005,,-0.1,6,-0.008,,35,,
109116,643615,"T.J. Zeuch",25,2021,,,,,,,,,,,,,,
109130,672335,"Cionel Pérez",25,2021,0,0,,0,,,,,,,,,,
109144,661269,"Vladimir Gutierrez",25,2021,0,0,,0,0,-0.004,,-0.1,4,-0.017,,16,,
109162,670770,"TJ Friedl",25,2021,0,0,,0,14.3,-0.008,,0,9,0.005,,67,,
109294,656180,"Riley Adams",25,2021,0,0,,0,0,-0.009,,-0.2,23,-0.007,,161,,
109397,656212,"Charlie Barnes",25,2021,0,0,,0,,,,,,,,,,
109452,676424,"Alec Bettinger",25,2021,0,0,,0,,,,,,,,,,
109519,669394,"Jake Burger",25,2021,0,0,,0,0,-0.007,,0,6,0.001,,60,,
109538,669294,"Paul Campbell",25,2021,0,0,,0,,,,,,,,,,
109602,676391,"Ernie Clement",25,2021,0,1,0,0,0,-0.004,-0.032,0.3,22,0.013,0,105,0,0.3
109650,676710,"Kutter Crawford",25,2021,,,,,,,,,,,,,,
109754,676900,"Ryan Dorow",25,2021,0,0,,0,,,,,,,,,,
109772,676220,"Seth Elledge",25,2021,0,0,,0,,,,,,,,,,
109773,656403,"Drew Ellis",25,2021,0,0,,0,12.5,-0.005,,0,4,0,,31,,
109801,656413,"Stuart Fairchild",25,2021,0,0,,0,50,-0.005,,0,1,-0.016,,35,,
109826,676596,"Josh Fleming",25,2021,0,0,,0,,,,,,,,,,
109918,670768,"Luis González",25,2021,0,0,,0,,-0.003,,0,3,-0.001,,16,,
109984,656514,"Adam Haseley",25,2021,0,0,,0,50,-0.003,,0,1,-0.01,,16,,
110058,656568,"Scott Hurst",25,2021,0,0,,0,0,-0.003,,0,1,-0.01,,10,,
110259,656686,"Corbin Martin",25,2021,0,0,,0,,-0.004,,,,,,4,,
110297,670766,"Darren McCaughan",25,2021,0,0,,0,,,,,,,,,,
110358,676694,"Jake Meyers",25,2021,3,0,100,0,11.1,-0.001,0.015,0,23,0.001,0,218,0,0
110363,675649,"Brian Miller",25,2021,0,0,,0,,-0.002,,0,2,0.005,,7,,
110406,669212,"Eli Morgan",25,2021,0,0,,0,,,,,,,,,,
110427,676050,"Packy Naughton",25,2021,0,0,,0,,,,,,,,,,
110471,666931,"Jared Oliva",25,2021,2,0,100,0,0,0.015,0.016,0,7,0.003,0,37,0.001,0.1
110726,665759,"Ramón Rosso",25,2021,0,0,,0,,,,,,,,,,
110836,657757,"Gavin Sheets",25,2021,0,0,,0,5.6,-0.01,,-0.1,23,-0.005,,158,,
110857,656976,"Pavin Smith",25,2021,1,0,100,0,5.6,-0.012,-0.002,-0.5,94,-0.005,-0.2,554,0,-0.7
110964,676701,"Alan Trejo",25,2021,0,0,,0,0,-0.006,,0,5,0.005,,42,,
111057,657108,"Evan White",25,2021,0,0,,0,0,-0.007,,0,8,-0.002,,56,,
111116,656557,"Tanner Houck",25,2021,0,0,,0,,,,,,,,,,
111133,641927,"Bailey Ober",25,2021,0,0,,0,,-0.002,,,,,,2,,
111161,657136,"Connor Wong",25,2021,0,0,,0,0,-0.006,,0,5,0,,25,,
111162,657140,"Kyle Wright",25,2021,0,0,,0,100,,,,,,,,,
111166,676265,"Cory Abbott",25,2021,0,0,,0,,0.001,,,,,,1,,
111244,656849,"David Peterson",25,2021,0,0,,0,100,-0.002,,0,1,-0.002,,6,,
