"bpid","mlbid","Name","Age","Season","SB","CS","SB%","PO","XBT%","TRAA","SRAA","DRBa","DRBa Opps","DRBa Rate","DRBn","DRBn Opps","DRBn Rate","DRB"
141739,683232,"Nick Mears",25,2022,,,,,,,,,,,,,,
100344,609275,"Adalberto Mondesi",26,2022,5,0,100,0,0,0.03,0.015,0,4,0,0.1,33,0.002,0.1
100406,614177,"Franmil Reyes",26,2022,2,1,66.7,0,5.9,-0.005,-0.009,-0.4,38,-0.011,-0.1,286,0,-0.5
101582,624133,"Ranger Suárez",26,2022,,,,,,,,,,,,,,
101622,624503,"Nick Gordon",26,2022,6,4,60,0,5,0.002,-0.061,0.3,59,0.004,-0.3,403,-0.001,0
102110,620443,"Luis Torrens",26,2022,0,0,,0,0,-0.012,,-0.2,11,-0.014,,117,,
102119,620454,"José Castillo",26,2022,,,,,,,,,,,,,,
102202,624641,"Edmundo Sosa",26,2022,6,1,85.7,0,10.5,0.011,0.005,0.6,23,0.025,0.1,179,0.001,0.7
102464,640492,"José Azocar",26,2022,5,6,45.5,2,2.9,0.015,-0.055,0.3,42,0.008,-0.1,280,0,0.2
102491,641154,"Pablo López",26,2022,,,,,,,,,,,,,,
102519,641355,"Cody Bellinger",26,2022,14,3,82.4,0,13.2,0.018,0.004,0.5,55,0.01,0.3,391,0.001,0.8
102632,641745,"Brad Keller",26,2022,,,,,,,,,,,,,,
102644,641793,"Zack Littell",26,2022,,,,,,,,,,,,,,
102864,642336,"Francisco Mejía",26,2022,0,0,,0,8.7,-0.012,,0,39,0,,272,,
102876,642350,"Jose Siri",26,2022,14,2,87.5,0,7.9,0.028,0.016,0.5,53,0.009,0.4,268,0.001,0.9
102940,642423,"Magneuris Sierra",26,2022,6,1,85.7,0,0,0.061,0.011,0.1,11,0.01,0.2,60,0.003,0.3
102966,642451,"Luis Liberato",26,2022,0,0,,0,,-0.003,,,,,,6,,
102970,642456,"Luis Barrera",26,2022,3,0,100,0,0,0.013,0.034,0.1,9,0.008,0.1,72,0.001,0.2
103056,642547,"Freddy Peralta",26,2022,,,,,,,,,,,,,,
103203,642708,"Amed Rosario",26,2022,18,4,81.8,0,9.2,0.01,-0.001,1.2,98,0.013,0.2,578,0,1.4
103209,642715,"Willy Adames",26,2022,8,3,72.7,2,7.7,-0.004,-0.014,0.2,67,0.003,-0.1,486,0,0.1
103225,642731,"Thairo Estrada",26,2022,21,6,77.8,2,8.1,0.015,0.009,0.2,91,0.002,0.4,631,0.001,0.6
103260,642770,"Javy Guerra",26,2022,,,,,,,,,,,,,,
103743,656887,"Sean Reid-Foley",26,2022,,,,,,,,,,,,,,
103745,656252,"Bobby Bradley",26,2022,0,0,,0,,-0.002,,0,1,0,,5,,
103961,643271,"Narciso Crook",26,2022,0,0,,0,0,,,0,3,0.001,,,,
103985,644374,"Yu Chang",26,2022,0,1,0,0,0,-0.001,-0.042,0,25,-0.002,0,160,0,-0.1
104002,645261,"Sandy Alcantara",26,2022,,,,,,,,,,,,,,
104745,656308,"Michael Chavis",26,2022,1,1,50,1,3.7,-0.013,-0.01,-0.2,40,-0.006,-0.2,366,0,-0.4
104779,656427,"Jack Flaherty",26,2022,,,,,,,,,,,,,,
104782,656448,"Stone Garrett",26,2022,3,1,75,1,20,0.009,0.012,-0.1,10,-0.005,0,89,0,0
104794,656509,"Monte Harrison",26,2022,1,0,100,0,0,0.01,-0.002,0,4,-0.011,0,20,0,0
104804,656548,"Jordan Holloway",26,2022,,,,,,,,,,,,,,
104814,656577,"Alex Jackson",26,2022,0,0,,0,0,-0.004,,0,2,0.021,,20,,
104816,656605,"Mitch Keller",26,2022,,,,,,,,,,,,,,
104824,656629,"Michael Kopech",26,2022,,,,,,,,,,,,,,
104902,656954,"Justus Sheffield",26,2022,,,,,,,,,,,,,,
104914,657006,"Justin Steele",26,2022,,,,,,,,,,,,,,
104926,657041,"Lane Thomas",26,2022,8,4,66.7,0,8.2,0.007,-0.037,0.3,72,0.004,-0.1,442,0,0.2
104938,657077,"Alex Verdugo",26,2022,1,3,25,1,6.3,-0.013,-0.094,-0.4,87,-0.005,-0.5,742,-0.001,-0.9
105339,658668,"Edward Olivares",26,2022,2,3,40,0,16.7,0.009,-0.071,0.5,34,0.015,-0.2,178,-0.001,0.3
105420,656537,"Derek Hill",26,2022,3,0,100,0,0,0.012,0.025,0.1,13,0.005,0.1,85,0.001,0.1
105588,641360,"Phil Bickford",26,2022,,,,,,,,,,,,,,
105703,656302,"Dylan Cease",26,2022,,,,,,,,,,,,,,
106618,660829,"Hoy Park",26,2022,1,0,100,0,0,-0.007,,0,8,0.003,,67,,
106750,656896,"Emmanuel Rivera",26,2022,1,2,33.3,2,7.5,-0.004,-0.041,-0.4,48,-0.009,-0.1,275,0,-0.5
106849,664848,"Donny Sands",26,2022,0,0,,0,,-0.003,,0,1,0,,1,,
106851,665665,"Reiver Sanmartin",26,2022,0,0,,0,,,,,,,,,,
106984,663378,"Thomas Szapucki",26,2022,,,,,,,,,,,,,,
107233,664670,"Alejo Lopez",26,2022,3,1,75,0,7.7,0.002,-0.024,0.1,20,0.004,0,153,0,0.1
107689,656353,"Tucker Davidson",26,2022,,,,,,,,,,,,,,
107915,669742,"Darick Hall",26,2022,0,0,,0,20,-0.008,,0,11,0.001,,48,,
107930,669720,"Austin Hays",26,2022,2,4,33.3,1,3,-0.004,-0.068,0.2,72,0.002,-0.3,532,-0.001,-0.1
108086,641779,"Charles Leblanc",26,2022,4,2,66.7,2,7.7,0.008,0.015,0.2,19,0.008,0.1,148,0,0.2
108097,641786,"Kyle Lewis",26,2022,0,0,,0,0,-0.005,,-0.1,3,-0.026,,18,,
108119,663993,"Nathaniel Lowe",26,2022,2,2,50,1,5.9,-0.012,-0.068,-0.5,76,-0.006,-0.3,620,-0.001,-0.8
108175,670156,"Miles Mastrobuoni",26,2022,1,0,100,0,,0.008,0.008,,,,0,20,0.001,
108886,668678,"Zac Gallen",26,2022,,,,,,,,,,,,,,
108959,669674,"Sam Long",26,2022,,,,,,,,,,,,,,
109009,641943,"Joshua Palacios",26,2022,1,0,100,0,0,0.005,-0.003,0.1,8,0.015,0,32,0,0.1
109144,661269,"Vladimir Gutierrez",26,2022,,,,,,,,,,,,,,
109162,670770,"TJ Friedl",26,2022,7,2,77.8,0,0,0.006,-0.016,0.1,30,0.003,0,274,0,0.1
109294,656180,"Riley Adams",26,2022,0,1,0,0,5.6,-0.006,-0.036,-0.2,17,-0.013,0,113,0,-0.3
109389,676625,"Rylan Bannon",26,2022,0,0,,0,,-0.003,,,,,,15,,
109483,656248,"Sean Bouchard",26,2022,0,0,,0,25,-0.01,,0,11,0.001,,77,,
109519,669394,"Jake Burger",26,2022,0,0,,0,15.8,-0.01,,0,24,-0.002,,114,,
109602,676391,"Ernie Clement",26,2022,0,1,0,0,5,-0.004,-0.028,-0.1,31,-0.004,0,216,0,-0.2
109650,676710,"Kutter Crawford",26,2022,,,,,,,,,,,,,,
109773,656403,"Drew Ellis",26,2022,0,0,,0,,-0.003,,0,2,-0.003,,5,,
109801,656413,"Stuart Fairchild",26,2022,0,2,0,2,0,0,-0.042,0.1,17,0.004,0,116,0,0
109826,676596,"Josh Fleming",26,2022,,,,,,,,,,,,,,
109918,670768,"Luis González",26,2022,10,2,83.3,2,4.7,0.013,0.006,0.1,45,0.001,0.2,308,0.001,0.2
109984,656514,"Adam Haseley",26,2022,0,0,,0,20,-0.007,,0,3,-0.003,,47,,
110022,676551,"Brewer Hicklen",26,2022,0,0,,0,0,-0.001,,-0.1,6,-0.013,,12,,
110092,669369,"Bryce Johnson",26,2022,0,0,,0,0,-0.002,,,,,,9,,
110137,656627,"Mark Kolozsvary",26,2022,0,0,,0,,-0.006,,0,2,0.007,,36,,
110229,676632,"Bligh Madris",26,2022,2,1,66.7,0,0,0,-0.024,0,12,0,0,121,0,0
110259,656686,"Corbin Martin",26,2022,,,,,,,,,,,,,,
110279,656695,"J.J. Matijevic",26,2022,1,0,100,0,16.7,-0.002,-0.008,0,5,0.001,0,72,0,0
110358,676694,"Jake Meyers",26,2022,2,1,66.7,0,0,-0.001,-0.032,0.1,16,0.003,0,134,0,0
110406,669212,"Eli Morgan",26,2022,,,,,,,,,,,,,,
110500,657709,"Michael Papierski",26,2022,0,0,,0,0,-0.008,,-0.1,5,-0.016,,67,,
110836,657757,"Gavin Sheets",26,2022,0,0,,0,9.1,-0.013,,-0.3,38,-0.008,,287,,
110857,656976,"Pavin Smith",26,2022,1,0,100,0,9.5,-0.009,0.01,-0.1,23,-0.006,-0.1,242,0,-0.2
110964,676701,"Alan Trejo",26,2022,1,2,33.3,0,14.3,0.004,-0.077,-0.1,22,-0.005,-0.1,78,-0.001,-0.2
111074,676724,"Jared Young",26,2022,1,0,100,0,0,-0.005,,0,2,-0.009,,15,,
111116,656557,"Tanner Houck",26,2022,,,,,,,,,,,,,,
111133,641927,"Bailey Ober",26,2022,,,,,,,,,,,,,,
111161,657136,"Connor Wong",26,2022,0,0,,0,0,-0.006,,0,10,0,,36,,
111162,657140,"Kyle Wright",26,2022,,,,,,,,,,,,,,
111186,656388,"Joe Dunand",26,2022,0,0,,0,0,-0.001,,,,,,6,,
111202,656495,"Dalton Guthrie",26,2022,1,0,100,0,0,0.001,0.003,0,6,-0.003,0,45,0,0
111244,656849,"David Peterson",26,2022,,,,,,,,,,,,,,
111276,676477,"Garrett Whitlock",26,2022,,,,,,,,,,,,,,
111290,657376,"Clarke Schmidt",26,2022,,,,,,,,,,,,,,
114350,681146,"Jonah Bride",26,2022,1,0,100,0,5.3,-0.007,0.003,0,28,0,0,160,0,0
116408,665019,"Kody Clemens",26,2022,1,0,100,0,5.6,-0.005,0.004,0,13,0.001,0,90,0,0
123289,682073,"David Hensley",26,2022,0,0,,0,0,-0.007,,0,11,0.004,,52,,
124458,656578,"Andre Jackson",26,2022,,,,,,,,,,,,,,
125523,673490,"Ha-Seong Kim",26,2022,12,2,85.7,2,5.1,0.005,0.039,0.2,75,0.002,0.4,599,0.001,0.6
128959,656731,"Tylor Megill",26,2022,,,,,,,,,,,,,,
133756,656876,"Drew Rasmussen",26,2022,,,,,,,,,,,,,,
135535,657746,"Joe Ryan",26,2022,,,,,,,,,,,,,,
137713,683021,"Michael Stefanic",26,2022,0,0,,0,12.5,-0.007,,-0.1,8,-0.009,,64,,
139955,681911,"Alex Vesia",26,2022,,,,,,,,,,,,,,
69600,606115,"Orlando Arcia",27,2022,0,0,,0,13,-0.011,,0,22,-0.001,,228,,
70342,547001,"Cody Poteet",27,2022,,,,,,,,,,,,,,
70619,608348,"Carson Kelly",27,2022,2,0,100,0,6.1,-0.013,,-0.9,43,-0.021,,279,,
100152,546990,"Anthony Alford",27,2022,0,0,,0,,-0.006,,,,,,3,,
100261,608337,"Lucas Giolito",27,2022,,,,,,,,,,,,,,
100263,608360,"Chris Okey",27,2022,0,0,,0,0,-0.002,,0,3,-0.011,,9,,
100269,608422,"José Godoy",27,2022,0,0,,0,,0,,,,,,7,,
100273,608566,"Germán Márquez",27,2022,,,,,,,,,,,,,,
100279,608577,"Nomar Mazara",27,2022,0,0,,1,9.1,-0.011,,0,24,0.002,,148,,
100281,608597,"Ronald Guzmán",27,2022,0,0,,0,,,,,,,,,,
100343,609274,"Elier Hernandez",27,2022,0,0,,1,0,-0.006,,0,8,0.002,,31,,
100349,609280,"Miguel Andujar",27,2022,4,1,80,1,16.7,0.007,-0.008,0,13,0.003,0,126,0,0
100404,614173,"Franchy Cordero",27,2022,4,1,80,0,11.5,0.003,-0.005,0.1,31,0.004,0,183,0,0.1
100408,614179,"José Ruiz",27,2022,,,,,,,,,,,,,,
100502,621043,"Carlos Correa",27,2022,0,1,0,0,1.5,-0.013,-0.029,-0.7,90,-0.008,-0.3,558,0,-1
100568,621237,"José Alvarado",27,2022,0,0,,0,,,,,,,,,,
100576,621249,"Duane Underwood Jr.",27,2022,,,,,,,,,,,,,,
100748,622168,"Yairo Muñoz",27,2022,1,0,100,0,0,0.003,-0.003,0,5,0.006,0,33,0,0
100957,622503,"Nabil Crismatt",27,2022,,,,,,,,,,,,,,
100988,622534,"Manuel Margot",27,2022,7,3,70,0,6.5,0.008,-0.019,0.4,48,0.008,0,352,0,0.4
101008,622554,"Seranthony Domínguez",27,2022,,,,,,,,,,,,,,
101060,622608,"Antonio Senzatela",27,2022,,,,,,,,,,,,,,
101093,622682,"Victor Reyes",27,2022,2,2,50,0,5.4,-0.001,-0.043,0.1,37,0.003,-0.1,231,0,0
101105,622694,"Elieser Hernández",27,2022,,,,,,,,,,,,,,
101165,622761,"Jorge Mateo",27,2022,35,9,79.5,1,15.4,0.068,0.014,0.5,48,0.01,1.3,414,0.003,1.8
101281,623205,"Andrew Velazquez",27,2022,17,1,94.4,1,11.8,0.032,0.08,0.1,28,0.005,1.1,301,0.004,1.2
101514,623912,"Harold Ramírez",27,2022,3,5,37.5,1,2.3,-0.002,-0.121,-0.1,54,-0.003,-0.5,436,-0.001,-0.7
101568,623993,"Anthony Santander",27,2022,0,2,0,1,7.9,-0.013,,-0.3,83,-0.004,,448,,
101603,624413,"Pete Alonso",27,2022,5,1,83.3,0,2.6,-0.011,0.008,-0.5,90,-0.006,-0.2,627,0,-0.7
101604,624414,"Christian Arroyo",27,2022,5,1,83.3,1,9.4,-0.003,0.007,0,46,-0.001,0,293,0,-0.1
101605,624415,"Cavan Biggio",27,2022,2,0,100,0,12.8,-0.008,0.002,-0.2,42,-0.005,-0.1,212,0,-0.3
101630,624512,"Reese McGuire",27,2022,1,0,100,0,13.3,-0.006,0.006,0,26,-0.001,0,235,0,-0.1
101631,624513,"Dom Nuñez",27,2022,0,0,,1,0,-0.005,,0,3,0.002,,18,,
101639,624522,"Keegan Thompson",27,2022,,,,,,,,,,,,,,
101995,641741,"Gosuke Katoh",27,2022,0,0,,0,0,0.003,0,0,4,-0.009,0,39,0,0
102429,640449,"Clint Frazier",27,2022,1,0,100,1,0,-0.007,,0,6,-0.002,,61,,
102432,640457,"Austin Meadows",27,2022,0,1,0,0,0,-0.006,-0.045,0,14,0.001,-0.1,116,0,0
102433,640458,"Óscar Mercado",27,2022,2,2,50,0,6.7,0.02,-0.045,0.2,14,0.011,0,82,-0.001,0.1
102443,640470,"Adbert Alzolay",27,2022,,,,,,,,,,,,,,
102532,641394,"Jake Brentz",27,2022,,,,,,,,,,,,,,
102555,641482,"Nestor Cortes",27,2022,,,,,,,,,,,,,,
102559,641487,"J.P. Crawford",27,2022,3,2,60,1,2.8,-0.011,-0.023,-0.3,69,-0.005,-0.3,711,0,-0.6
102566,641513,"Travis Demeritte",27,2022,0,0,,0,20,-0.01,,0,7,-0.002,,77,,
102606,641645,"Luis Guillorme",27,2022,1,0,100,0,3.9,-0.011,0.017,-0.4,52,-0.008,-0.1,317,0,-0.5
102612,641680,"Jonah Heim",27,2022,2,0,100,0,2.5,-0.009,0.001,-0.4,38,-0.011,-0.1,369,0,-0.5
102614,641684,"Michael Hermosillo",27,2022,1,0,100,0,10,-0.001,-0.009,0,11,0,0,67,0,0
102652,641816,"Tyler Mahle",27,2022,,,,,,,,,,,,,,
102667,641856,"Billy McKinney",27,2022,0,0,,0,0,-0.005,,0,3,0.003,,21,,
102668,641857,"Ryan McMahon",27,2022,7,3,70,0,6.3,0.004,-0.025,0,74,0,-0.1,438,0,-0.1
102704,641933,"Tyler O'Neill",27,2022,14,4,77.8,0,12.5,0.025,-0.015,0.1,45,0.003,0.1,318,0,0.3
102745,642086,"Dominic Smith",27,2022,0,0,,0,0,-0.01,,0,16,0.001,,152,,
102764,642133,"Rowdy Tellez",27,2022,2,1,66.7,1,4.4,-0.011,-0.037,-0.5,52,-0.01,-0.2,517,0,-0.8
102777,642165,"Josh VanMeter",27,2022,4,0,100,0,8.3,0,0.02,0,13,-0.002,0,162,0,0
102779,642180,"Tyler Wade",27,2022,8,5,61.5,0,14.3,0.039,-0.053,0.2,24,0.01,-0.1,208,-0.001,0.1
102785,642207,"Devin Williams",27,2022,,,,,,,,,,,,,,
102921,642397,"Gregory Soto",27,2022,,,,,,,,,,,,,,
103038,642528,"Jonathan Loáisiga",27,2022,,,,,,,,,,,,,,
103215,642721,"Kelvin Gutiérrez",27,2022,1,0,100,0,25,-0.002,,0,3,0,,17,,
103355,643289,"Mauricio Dubón",27,2022,2,3,40,1,9.1,0.009,-0.049,0.1,30,0.002,-0.1,184,0,0
103405,643376,"Danny Jansen",27,2022,1,0,100,0,4.8,-0.013,,0.2,23,0.007,,218,,
103420,643396,"Isiah Kiner-Falefa",27,2022,22,4,84.6,3,11.8,0.016,0.026,0.1,80,0.002,0.5,536,0.001,0.7
103625,644433,"Chadwick Tromp",27,2022,0,0,,0,,0.001,,,,,,4,,
103906,641907,"Patrick Murphy",27,2022,,,,,,,,,,,,,,
105147,657656,"Ramón Laureano",27,2022,11,6,64.7,0,13.3,0.032,-0.049,0,36,0.001,-0.1,262,0,-0.1
105432,660162,"Yoán Moncada",27,2022,2,0,100,0,13.6,-0.014,,0,42,0,,279,,
105437,664023,"Ian Happ",27,2022,9,4,69.2,0,6.8,-0.003,-0.065,0.3,78,0.004,-0.4,604,-0.001,0
105439,656775,"Cedric Mullins",27,2022,34,10,77.3,2,10.8,0.029,0.027,0.6,103,0.005,1.3,773,0.002,1.9
105472,641302,"Tyler Alexander",27,2022,,,,,,,,,,,,,,
105574,643217,"Andrew Benintendi",27,2022,8,3,72.7,0,3.1,-0.003,-0.015,0.7,82,0.008,-0.1,641,0,0.5
105665,641432,"Willie Calhoun",27,2022,0,0,,0,16.7,-0.001,,0,7,-0.001,,43,,
105993,664034,"Ty France",27,2022,0,0,,1,4,-0.015,,-0.8,73,-0.012,,577,,
106129,664854,"Ryan Helsley",27,2022,,,,,,,,,,,,,,
106145,664353,"José Urquidy",27,2022,,,,,,,,,,,,,,
106301,623507,"Josh Lester",27,2022,0,0,,0,,,,,,,,,,
106386,621006,"Richie Martin",27,2022,3,1,75,1,0,0.022,0.016,0,3,0.001,0.1,42,0.001,0.1
106413,664029,"Mark Mathias",27,2022,3,0,100,0,0,0,0.001,0,6,0.001,0,72,0,0
106667,623465,"Evan Phillips",27,2022,0,0,,0,,,,,,,,,,
106791,642028,"Josh Rogers",27,2022,,,,,,,,,,,,,,
106875,621011,"Max Schrock",27,2022,0,0,,0,0,-0.004,,0,1,0,,22,,
106969,664702,"Myles Straw",27,2022,21,1,95.5,0,9,0.014,0.073,1,100,0.01,1.1,609,0.002,2.1
107174,621111,"Walker Buehler",27,2022,,,,,,,,,,,,,,
107284,664040,"Brandon Lowe",27,2022,1,0,100,0,7.4,-0.01,-0.005,0.1,43,0.002,-0.1,261,0,0
107452,668663,"Tres Barrera",27,2022,0,0,,0,0,-0.007,,-0.1,8,-0.011,,40,,
107467,670280,"David Bednar",27,2022,,,,,,,,,,,,,,
107554,669203,"Corbin Burnes",27,2022,,,,,,,,,,,,,,
107566,669743,"Alex Call",27,2022,3,3,50,2,23.8,0.001,-0.06,0.1,21,0.004,-0.1,146,-0.001,0
107596,641447,"Daniel Castano",27,2022,,,,,,,,,,,,,,
107636,650644,"Aaron Civale",27,2022,,,,,,,,,,,,,,
107646,641470,"Zack Collins",27,2022,0,0,,0,25,-0.005,,-0.1,5,-0.01,,54,,
107693,669008,"Ronnie Dawson",27,2022,0,0,,0,,,,,,,,,,
107752,669242,"Tommy Edman",27,2022,32,3,91.4,3,11.8,0.02,0.078,0.5,101,0.004,1.6,667,0.002,2
107783,666023,"Freddy Fermin",27,2022,0,1,0,0,100,0.015,-0.047,0,1,-0.014,0,9,-0.003,0
107811,641584,"Jake Fraley",27,2022,4,1,80,0,15.4,0,-0.005,0.1,27,0.004,0,244,0,0.1
107917,643348,"Caleb Hamilton",27,2022,0,0,,1,0,-0.006,,0,7,0.002,,28,,
107920,641658,"Garrett Hampson",27,2022,12,2,85.7,0,7.4,0.028,0.015,0.4,31,0.014,0.3,250,0.001,0.8
107936,641682,"Ryan Hendrix",27,2022,,,,,,,,,,,,,,
107983,669450,"Cooper Hummel",27,2022,4,1,80,0,10,0.005,-0.014,0,24,0.002,0,214,0,0
108059,668800,"Andrew Knizner",27,2022,0,1,0,1,5.6,-0.013,,0.1,35,0.002,,246,,
108112,670032,"Nicky Lopez",27,2022,13,3,81.3,0,14.9,0.001,-0.022,1.2,84,0.014,-0.1,509,0,1.1
108242,670148,"Nate Mondou",27,2022,0,0,,0,,0.003,,,,,,1,,
108278,669221,"Sean Murphy",27,2022,1,0,100,1,5.7,-0.012,0.002,-0.4,72,-0.006,-0.3,621,0,-0.7
108291,641914,"Sheldon Neuse",27,2022,6,1,85.7,1,5,0.008,0.015,-0.1,39,-0.003,0.1,244,0.001,0
108296,668665,"Stephen Nogosek",27,2022,,,,,,,,,,,,,,
108430,615698,"Cal Quantrill",27,2022,,,,,,,,,,,,,,
108437,670042,"Luke Raley",27,2022,0,0,,0,20,-0.009,,0,10,-0.001,,79,,
108483,642020,"Chuckie Robinson",27,2022,0,0,,0,0,-0.005,,0,2,0.006,,28,,
108571,669222,"Nick Senzel",27,2022,8,5,61.5,4,8.2,0.002,-0.017,0.2,71,0.003,0,511,0,0.1
108578,661531,"Brian Serven",27,2022,0,0,,0,0,-0.011,,-0.2,26,-0.007,,117,,
108587,670097,"Zack Short",27,2022,1,0,100,0,33.3,0.01,-0.006,0,1,0,0,9,0,0
108612,669257,"Will Smith",27,2022,1,0,100,0,3.6,-0.015,,-0.6,71,-0.008,,521,,
108615,669256,"Nick Solak",27,2022,3,2,60,1,18.2,0.005,0.011,0.1,12,0.01,0,113,0,0.2
108661,642136,"Matt Thaiss",27,2022,1,0,100,0,14.3,0.001,-0.001,0,5,0,0,49,0,0
108663,642137,"Cody Thomas",27,2022,0,0,,0,0,-0.003,,0,3,-0.005,,19,,
108765,642203,"Taylor Widener",27,2022,,,,,,,,,,,,,,
108817,666922,"Ryan Aguilar",27,2022,0,0,,0,0,-0.004,,0,1,0.001,,1,,
108818,669211,"Keegan Akin",27,2022,,,,,,,,,,,,,,
108828,669622,"Anthony Bender",27,2022,,,,,,,,,,,,,,
108830,669456,"Shane Bieber",27,2022,,,,,,,,,,,,,,
108855,666915,"Bobby Dalbec",27,2022,3,0,100,1,7.4,-0.005,0.028,-0.6,52,-0.012,0,259,0,-0.6
108868,641512,"Ben DeLuzio",27,2022,0,1,0,0,16.7,0.001,-0.041,0,3,-0.007,0,42,-0.001,0
108873,641540,"Dane Dunning",27,2022,,,,,,,,,,,,,,
108878,669289,"Santiago Espinal",27,2022,6,6,50,1,6.4,0.009,-0.055,0.3,51,0.005,-0.2,368,0,0.1
108931,641712,"Dakota Hudson",27,2022,,,,,,,,,,,,,,
108937,643377,"Griffin Jax",27,2022,,,,,,,,,,,,,,
108954,669270,"Joel Kuhnel",27,2022,,,,,,,,,,,,,,
108957,641778,"Eric Lauer",27,2022,,,,,,,,,,,,,,
108977,656716,"Zach McKinstry",27,2022,7,0,100,0,0,0.013,0.054,0.2,22,0.007,0.3,201,0.002,0.5
109040,668804,"Bryan Reynolds",27,2022,7,3,70,1,4.6,-0.002,-0.004,0.6,74,0.008,-0.1,634,0,0.5
109106,669952,"Mitch White",27,2022,,,,,,,,,,,,,,
109161,668227,"Randy Arozarena",27,2022,32,12,72.7,3,16.7,0.041,0.002,0.2,70,0.003,0.9,609,0.001,1.1
109414,676946,"Matthew Batten",27,2022,0,0,,0,0,-0.006,,0,2,-0.014,,42,,
109620,676628,"Mark Contreras",27,2022,1,0,100,0,0,0.006,-0.011,0,6,0.007,0,27,0,0
109719,641511,"Jason Delay",27,2022,0,2,0,1,6.7,-0.011,,-0.1,21,-0.005,,133,,
110165,677223,"Jack Larsen",27,2022,0,0,,0,,,,,,,,,,
110225,676950,"David MacKinnon",27,2022,0,0,,0,0,-0.001,,0,2,0,,24,,
110298,676801,"Chas McCormick",27,2022,4,3,57.1,1,5.1,-0.001,-0.035,-0.2,55,-0.004,-0.1,330,0,-0.3
110301,676782,"Mickey McDonald",27,2022,0,0,,0,,-0.002,,0,1,0.001,,4,,
110582,668676,"Zach Plesac",27,2022,,,,,,,,,,,,,,
110668,670298,"Kramer Robertson",27,2022,0,0,,0,,,,,,,,,,
110715,667670,"Brent Rooker",27,2022,0,0,,0,,-0.004,,0,1,0.031,,19,,
111081,669145,"Bruce Zimmermann",27,2022,,,,,,,,,,,,,,
111103,640444,"Wil Crowe",27,2022,,,,,,,,,,,,,,
111306,660271,"Shohei Ohtani",27,2022,11,9,55,2,12.1,0.012,-0.102,0.5,81,0.006,-0.8,611,-0.001,-0.3
125575,667463,"John King",27,2022,,,,,,,,,,,,,,
138164,673548,"Seiya Suzuki",27,2022,9,5,64.3,1,11.5,0,-0.024,0.3,73,0.004,-0.1,440,0,0.2
67568,593871,"Jorge Polanco",28,2022,3,3,50,1,6,-0.001,-0.068,-0.1,51,-0.002,-0.2,389,-0.001,-0.3
69095,605612,"Harold Castro",28,2022,0,1,0,0,4.2,-0.011,-0.04,0,47,-0.001,-0.2,333,0,-0.2
69270,596059,"Rougned Odor",28,2022,6,1,85.7,2,8.8,0.002,0.028,0.2,59,0.003,0.1,360,0,0.3
69314,600474,"Pedro Severino",28,2022,0,0,,0,,-0.005,,,,,,14,,
69338,600869,"Jeimer Candelario",28,2022,0,1,0,0,6.5,-0.009,-0.037,-0.2,60,-0.003,-0.1,293,0,-0.3
69440,602074,"Yonathan Daza",28,2022,0,3,0,0,6.8,-0.009,-0.109,0.9,100,0.009,-0.3,488,-0.001,0.5
69455,602104,"Ramón Urías",28,2022,1,0,100,0,15.2,-0.012,0.006,0.1,40,0.002,-0.1,318,0,-0.1
69615,606132,"Raimel Tapia",28,2022,8,2,80,0,4.1,0.011,0.002,0.8,52,0.016,0.1,332,0,1
69634,606157,"Aristides Aquino",28,2022,2,3,40,1,23.5,0.004,-0.038,0,20,0.002,-0.1,138,0,0
69790,606466,"Ketel Marte",28,2022,5,1,83.3,0,13.7,-0.008,0.03,0.4,68,0.006,0,494,0,0.3
70339,546991,"Albert Almora Jr.",28,2022,3,2,60,1,0,0.004,-0.028,-0.1,35,-0.004,0,190,0,-0.1
70399,596019,"Francisco Lindor",28,2022,16,6,72.7,1,7,0.006,-0.029,-0.1,88,-0.001,-0.1,607,0,-0.2
70607,608324,"Alex Bregman",28,2022,1,2,33.3,0,6.9,-0.011,-0.026,-0.7,100,-0.007,-0.2,565,0,-0.9
70610,608331,"Max Fried",28,2022,,,,,,,,,,,,,,
70613,608336,"Joey Gallo",28,2022,3,0,100,0,2.7,-0.007,0.005,-0.2,48,-0.004,-0.1,326,0,-0.3
70635,608369,"Corey Seager",28,2022,3,0,100,0,4.2,-0.014,-0.003,-0.2,74,-0.002,-0.3,601,0,-0.5
70636,608371,"Lucas Sims",28,2022,,,,,,,,,,,,,,
70646,608385,"Jesse Winker",28,2022,0,0,,0,2.2,-0.015,,-0.6,64,-0.009,,522,,
70795,607192,"Tyler Glasnow",28,2022,,,,,,,,,,,,,,
70913,596133,"Luke Weaver",28,2022,0,0,,0,,,,,,,,,,
71028,605353,"Vimael Machín",28,2022,1,1,50,1,8.7,-0.009,-0.029,-0.3,42,-0.008,-0.1,320,0,-0.5
100260,608328,"Chase De Jong",28,2022,,,,,,,,,,,,,,
100518,621107,"Zach Eflin",28,2022,,,,,,,,,,,,,,
100519,621112,"Paul Blackburn",28,2022,,,,,,,,,,,,,,
100521,621121,"Lance McCullers Jr.",28,2022,,,,,,,,,,,,,,
100574,621244,"José Berríos",28,2022,,,,,,,,,,,,,,
100628,621433,"Brett Phillips",28,2022,7,0,100,0,17.6,-0.003,0.037,1.2,29,0.042,0.1,211,0,1.3
